ward,precinct,total,Kelly M. Burke,Kelly M. Burke Percent,precinct_id
18,7,618,576,93.2,18007
19,2,808,697,86.26,19002
19,3,660,248,37.58,19003
19,5,672,559,83.18,19005
19,10,652,533,81.75,19010
19,12,856,387,45.21,19012
19,13,109,104,95.41,19013
19,19,253,209,82.61,19019
19,24,602,258,42.86,19024
19,30,628,261,41.56,19030
