ward,precinct,total,Robert Peters,Robert Peters Percent,precinct_id
2,1,672,672,100.0,02001
2,2,837,837,100.0,02002
2,3,543,543,100.0,02003
2,4,576,576,100.0,02004
2,5,561,561,100.0,02005
2,6,790,790,100.0,02006
2,7,706,706,100.0,02007
3,2,25,25,100.0,03002
3,4,484,484,100.0,03004
3,12,631,631,100.0,03012
3,27,295,295,100.0,03027
4,1,837,837,100.0,04001
4,2,321,321,100.0,04002
4,3,561,561,100.0,04003
4,4,653,653,100.0,04004
4,5,312,312,100.0,04005
4,6,451,451,100.0,04006
4,7,344,344,100.0,04007
4,8,455,455,100.0,04008
4,9,489,489,100.0,04009
4,10,465,465,100.0,04010
4,11,636,636,100.0,04011
4,12,380,380,100.0,04012
4,13,399,399,100.0,04013
4,14,397,397,100.0,04014
4,15,359,359,100.0,04015
4,16,516,516,100.0,04016
4,17,706,706,100.0,04017
4,18,217,217,100.0,04018
4,20,521,521,100.0,04020
4,21,409,409,100.0,04021
4,23,373,373,100.0,04023
4,24,54,54,100.0,04024
5,1,610,610,100.0,05001
5,2,699,699,100.0,05002
5,3,646,646,100.0,05003
5,4,525,525,100.0,05004
5,5,315,315,100.0,05005
5,6,259,259,100.0,05006
5,7,150,150,100.0,05007
5,8,195,195,100.0,05008
5,9,188,188,100.0,05009
5,10,305,305,100.0,05010
5,12,711,711,100.0,05012
5,13,300,300,100.0,05013
5,14,325,325,100.0,05014
5,15,1012,1012,100.0,05015
5,16,621,621,100.0,05016
5,17,456,456,100.0,05017
5,18,939,939,100.0,05018
5,19,413,413,100.0,05019
5,20,681,681,100.0,05020
5,21,602,602,100.0,05021
5,22,707,707,100.0,05022
5,23,376,376,100.0,05023
5,24,413,413,100.0,05024
5,25,984,984,100.0,05025
7,1,530,530,100.0,07001
7,2,682,682,100.0,07002
7,3,370,370,100.0,07003
7,4,494,494,100.0,07004
7,5,584,584,100.0,07005
7,6,174,174,100.0,07006
7,7,402,402,100.0,07007
7,8,231,231,100.0,07008
7,9,380,380,100.0,07009
7,10,474,474,100.0,07010
7,11,205,205,100.0,07011
7,12,563,563,100.0,07012
7,13,405,405,100.0,07013
7,14,373,373,100.0,07014
7,16,181,181,100.0,07016
7,17,147,147,100.0,07017
7,18,87,87,100.0,07018
7,19,682,682,100.0,07019
7,20,360,360,100.0,07020
7,21,275,275,100.0,07021
7,22,337,337,100.0,07022
7,23,228,228,100.0,07023
7,24,64,64,100.0,07024
8,1,243,243,100.0,08001
8,4,116,116,100.0,08004
10,1,135,135,100.0,10001
10,2,174,174,100.0,10002
10,3,262,262,100.0,10003
10,4,323,323,100.0,10004
10,5,111,111,100.0,10005
10,6,14,14,100.0,10006
10,7,30,30,100.0,10007
10,10,298,298,100.0,10010
10,11,114,114,100.0,10011
10,13,334,334,100.0,10013
10,14,415,415,100.0,10014
10,15,334,334,100.0,10015
10,16,444,444,100.0,10016
10,17,377,377,100.0,10017
20,13,722,722,100.0,20013
20,14,431,431,100.0,20014
20,18,636,636,100.0,20018
20,19,354,354,100.0,20019
34,20,89,89,100.0,34020
42,1,269,269,100.0,42001
42,2,258,258,100.0,42002
42,3,727,727,100.0,42003
42,4,609,609,100.0,42004
42,5,835,835,100.0,42005
42,6,353,353,100.0,42006
42,7,574,574,100.0,42007
42,8,403,403,100.0,42008
42,9,640,640,100.0,42009
42,10,427,427,100.0,42010
42,11,75,75,100.0,42011
42,22,104,104,100.0,42022
42,23,564,564,100.0,42023
