ward,precinct,total,Maria Pappas,Maria Pappas Percent,Peter Kopsaftis,Peter Kopsaftis Percent,Michael Murphy,Michael Murphy Percent,precinct_id
20,3,168,157,93.45,9,5.36,2,1.19,20003
20,4,136,126,92.65,7,5.15,3,2.21,20004
20,5,259,243,93.82,7,2.7,9,3.47,20005
20,6,175,165,94.29,8,4.57,2,1.14,20006
20,7,216,207,95.83,5,2.31,4,1.85,20007
20,8,269,248,92.19,12,4.46,9,3.35,20008
20,9,501,475,94.81,14,2.79,12,2.4,20009
20,10,539,512,94.99,13,2.41,14,2.6,20010
20,11,427,399,93.44,12,2.81,16,3.75,20011
20,12,90,85,94.44,0,0.0,5,5.56,20012
20,13,771,732,94.94,22,2.85,17,2.2,20013
20,14,459,431,93.9,13,2.83,15,3.27,20014
20,15,421,397,94.3,9,2.14,15,3.56,20015
20,16,463,438,94.6,10,2.16,15,3.24,20016
20,17,558,530,94.98,18,3.23,10,1.79,20017
20,18,690,643,93.19,34,4.93,13,1.88,20018
20,19,372,353,94.89,12,3.23,7,1.88,20019
20,20,484,464,95.87,12,2.48,8,1.65,20020
20,21,634,606,95.58,13,2.05,15,2.37,20021
20,22,578,547,94.64,12,2.08,19,3.29,20022
20,23,223,207,92.83,8,3.59,8,3.59,20023
21,1,651,622,95.55,15,2.3,14,2.15,21001
21,2,200,198,99.0,2,1.0,0,0.0,21002
21,3,689,662,96.08,15,2.18,12,1.74,21003
21,4,581,562,96.73,10,1.72,9,1.55,21004
21,5,616,592,96.1,12,1.95,12,1.95,21005
21,6,520,485,93.27,14,2.69,21,4.04,21006
21,7,726,699,96.28,8,1.1,19,2.62,21007
21,8,619,595,96.12,14,2.26,10,1.62,21008
21,9,203,191,94.09,9,4.43,3,1.48,21009
21,10,679,655,96.47,15,2.21,9,1.33,21010
21,11,696,663,95.26,20,2.87,13,1.87,21011
21,12,313,293,93.61,7,2.24,13,4.15,21012
21,13,512,495,96.68,10,1.95,7,1.37,21013
21,14,756,722,95.5,19,2.51,15,1.98,21014
21,15,719,693,96.38,9,1.25,17,2.36,21015
21,16,652,629,96.47,15,2.3,8,1.23,21016
21,17,490,476,97.14,9,1.84,5,1.02,21017
21,18,704,676,96.02,16,2.27,12,1.7,21018
21,19,601,575,95.67,15,2.5,11,1.83,21019
21,20,504,487,96.63,13,2.58,4,0.79,21020
21,21,730,702,96.16,13,1.78,15,2.05,21021
21,22,757,721,95.24,16,2.11,20,2.64,21022
21,23,531,509,95.86,12,2.26,10,1.88,21023
21,24,539,518,96.1,12,2.23,9,1.67,21024
21,25,423,403,95.27,9,2.13,11,2.6,21025
21,26,488,472,96.72,6,1.23,10,2.05,21026
21,27,712,676,94.94,18,2.53,18,2.53,21027
21,28,625,597,95.52,13,2.08,15,2.4,21028
21,29,628,594,94.59,18,2.87,16,2.55,21029
22,1,199,191,95.98,6,3.02,2,1.01,22001
22,2,126,110,87.3,10,7.94,6,4.76,22002
22,3,281,233,82.92,42,14.95,6,2.14,22003
22,4,161,142,88.2,12,7.45,7,4.35,22004
22,5,424,368,86.79,47,11.08,9,2.12,22005
22,6,221,185,83.71,28,12.67,8,3.62,22006
22,7,241,210,87.14,22,9.13,9,3.73,22007
22,8,266,240,90.23,19,7.14,7,2.63,22008
22,9,252,232,92.06,14,5.56,6,2.38,22009
22,10,339,297,87.61,33,9.73,9,2.65,22010
22,11,376,331,88.03,33,8.78,12,3.19,22011
22,12,237,204,86.08,26,10.97,7,2.95,22012
22,13,297,262,88.22,26,8.75,9,3.03,22013
22,14,276,241,87.32,24,8.7,11,3.99,22014
22,15,153,136,88.89,13,8.5,4,2.61,22015
22,16,356,271,76.12,76,21.35,9,2.53,22016
22,17,145,138,95.17,5,3.45,2,1.38,22017
22,18,308,296,96.1,8,2.6,4,1.3,22018
22,19,510,393,77.06,105,20.59,12,2.35,22019
23,1,313,173,55.27,134,42.81,6,1.92,23001
23,2,537,292,54.38,233,43.39,12,2.23,23002
23,3,330,186,56.36,132,40.0,12,3.64,23003
23,4,259,132,50.97,117,45.17,10,3.86,23004
23,5,451,245,54.32,197,43.68,9,2.0,23005
23,6,253,125,49.41,117,46.25,11,4.35,23006
23,7,339,182,53.69,146,43.07,11,3.24,23007
23,8,333,192,57.66,131,39.34,10,3.0,23008
23,9,518,306,59.07,188,36.29,24,4.63,23009
23,10,527,349,66.22,159,30.17,19,3.61,23010
23,11,235,172,73.19,58,24.68,5,2.13,23011
23,12,323,215,66.56,98,30.34,10,3.1,23012
23,13,579,415,71.68,150,25.91,14,2.42,23013
23,14,383,288,75.2,83,21.67,12,3.13,23014
23,15,424,313,73.82,98,23.11,13,3.07,23015
23,16,212,162,76.42,42,19.81,8,3.77,23016
23,17,285,243,85.26,31,10.88,11,3.86,23017
23,18,247,198,80.16,45,18.22,4,1.62,23018
23,19,207,171,82.61,32,15.46,4,1.93,23019
23,20,191,159,83.25,29,15.18,3,1.57,23020
23,21,183,153,83.61,25,13.66,5,2.73,23021
23,22,209,168,80.38,38,18.18,3,1.44,23022
23,23,204,164,80.39,37,18.14,3,1.47,23023
23,24,193,166,86.01,20,10.36,7,3.63,23024
23,25,165,138,83.64,23,13.94,4,2.42,23025
23,26,130,116,89.23,11,8.46,3,2.31,23026
23,27,178,144,80.9,33,18.54,1,0.56,23027
23,28,250,207,82.8,36,14.4,7,2.8,23028
23,29,334,278,83.23,42,12.57,14,4.19,23029
23,30,208,175,84.13,28,13.46,5,2.4,23030
23,31,242,206,85.12,31,12.81,5,2.07,23031
23,32,204,170,83.33,28,13.73,6,2.94,23032
23,33,456,378,82.89,67,14.69,11,2.41,23033
24,1,228,220,96.49,6,2.63,2,0.88,24001
24,2,205,195,95.12,6,2.93,4,1.95,24002
24,3,425,407,95.76,9,2.12,9,2.12,24003
24,4,366,332,90.71,15,4.1,19,5.19,24004
24,5,598,558,93.31,14,2.34,26,4.35,24005
24,6,376,362,96.28,7,1.86,7,1.86,24006
24,7,187,177,94.65,3,1.6,7,3.74,24007
24,8,254,238,93.7,5,1.97,11,4.33,24008
24,9,457,434,94.97,16,3.5,7,1.53,24009
24,10,324,311,95.99,7,2.16,6,1.85,24010
24,11,434,413,95.16,12,2.76,9,2.07,24011
24,12,484,462,95.45,12,2.48,10,2.07,24012
24,13,451,422,93.57,17,3.77,12,2.66,24013
24,14,351,335,95.44,7,1.99,9,2.56,24014
24,15,395,373,94.43,10,2.53,12,3.04,24015
24,16,520,480,92.31,26,5.0,14,2.69,24016
24,17,305,278,91.15,17,5.57,10,3.28,24017
24,18,492,451,91.67,28,5.69,13,2.64,24018
24,19,1082,798,73.75,148,13.68,136,12.57,24019
25,1,362,322,88.95,31,8.56,9,2.49,25001
25,2,243,213,87.65,23,9.47,7,2.88,25002
25,3,321,285,88.79,26,8.1,10,3.12,25003
25,4,415,349,84.1,42,10.12,24,5.78,25004
25,5,542,502,92.62,24,4.43,16,2.95,25005
25,6,576,497,86.28,64,11.11,15,2.6,25006
25,7,543,478,88.03,50,9.21,15,2.76,25007
25,8,551,481,87.3,62,11.25,8,1.45,25008
25,9,560,497,88.75,43,7.68,20,3.57,25009
25,10,610,558,91.48,41,6.72,11,1.8,25010
25,11,547,485,88.67,50,9.14,12,2.19,25011
25,12,483,444,91.93,28,5.8,11,2.28,25012
25,13,737,631,85.62,87,11.8,19,2.58,25013
25,14,730,655,89.73,57,7.81,18,2.47,25014
25,15,577,456,79.03,103,17.85,18,3.12,25015
25,16,722,633,87.67,67,9.28,22,3.05,25016
25,17,306,260,84.97,35,11.44,11,3.59,25017
26,1,245,201,82.04,36,14.69,8,3.27,26001
26,2,299,272,90.97,21,7.02,6,2.01,26002
26,3,502,471,93.82,30,5.98,1,0.2,26003
26,4,313,253,80.83,52,16.61,8,2.56,26004
26,5,406,364,89.66,28,6.9,14,3.45,26005
26,6,269,218,81.04,45,16.73,6,2.23,26006
26,7,390,343,87.95,37,9.49,10,2.56,26007
26,8,290,256,88.28,28,9.66,6,2.07,26008
26,9,276,224,81.16,41,14.86,11,3.99,26009
26,10,313,273,87.22,32,10.22,8,2.56,26010
26,11,291,258,88.66,25,8.59,8,2.75,26011
26,12,123,110,89.43,11,8.94,2,1.63,26012
26,13,236,204,86.44,26,11.02,6,2.54,26013
26,14,189,163,86.24,22,11.64,4,2.12,26014
26,15,220,187,85.0,31,14.09,2,0.91,26015
26,16,479,430,89.77,34,7.1,15,3.13,26016
26,17,449,401,89.31,42,9.35,6,1.34,26017
26,18,215,167,77.67,42,19.53,6,2.79,26018
26,19,498,452,90.76,37,7.43,9,1.81,26019
26,20,535,484,90.47,37,6.92,14,2.62,26020
26,21,224,185,82.59,30,13.39,9,4.02,26021
26,22,207,160,77.29,41,19.81,6,2.9,26022
26,23,425,375,88.24,44,10.35,6,1.41,26023
26,24,200,165,82.5,32,16.0,3,1.5,26024
26,25,440,400,90.91,31,7.05,9,2.05,26025
26,26,523,474,90.63,38,7.27,11,2.1,26026
26,27,534,470,88.01,55,10.3,9,1.69,26027
26,28,501,449,89.62,41,8.18,11,2.2,26028
26,29,484,416,85.95,55,11.36,13,2.69,26029
26,30,249,236,94.78,9,3.61,4,1.61,26030
26,31,296,246,83.11,41,13.85,9,3.04,26031
26,32,409,362,88.51,37,9.05,10,2.44,26032
27,1,565,454,80.35,89,15.75,22,3.89,27001
27,2,745,587,78.79,139,18.66,19,2.55,27002
27,3,367,351,95.64,10,2.72,6,1.63,27003
27,4,499,451,90.38,24,4.81,24,4.81,27004
27,5,329,301,91.49,17,5.17,11,3.34,27005
27,6,698,568,81.38,115,16.48,15,2.15,27006
27,7,888,764,86.04,100,11.26,24,2.7,27007
27,8,200,181,90.5,10,5.0,9,4.5,27008
27,9,654,545,83.33,95,14.53,14,2.14,27009
27,10,358,328,91.62,18,5.03,12,3.35,27010
27,11,662,500,75.53,143,21.6,19,2.87,27011
27,12,454,366,80.62,66,14.54,22,4.85,27012
27,13,525,451,85.9,64,12.19,10,1.9,27013
27,14,399,366,91.73,24,6.02,9,2.26,27014
27,15,516,428,82.95,72,13.95,16,3.1,27015
27,16,730,544,74.52,169,23.15,17,2.33,27016
27,17,260,226,86.92,23,8.85,11,4.23,27017
27,18,604,552,91.39,37,6.13,15,2.48,27018
27,19,186,166,89.25,14,7.53,6,3.23,27019
27,20,355,323,90.99,23,6.48,9,2.54,27020
27,21,270,209,77.41,53,19.63,8,2.96,27021
27,22,377,355,94.16,12,3.18,10,2.65,27022
27,23,320,296,92.5,12,3.75,12,3.75,27023
27,24,185,174,94.05,5,2.7,6,3.24,27024
27,25,453,409,90.29,24,5.3,20,4.42,27025
27,26,506,468,92.49,29,5.73,9,1.78,27026
27,27,378,328,86.77,34,8.99,16,4.23,27027
27,28,471,329,69.85,123,26.11,19,4.03,27028
27,29,863,684,79.26,160,18.54,19,2.2,27029
28,1,282,270,95.74,4,1.42,8,2.84,28001
28,2,287,271,94.43,8,2.79,8,2.79,28002
28,3,89,80,89.89,3,3.37,6,6.74,28003
28,4,244,229,93.85,9,3.69,6,2.46,28004
28,5,249,236,94.78,8,3.21,5,2.01,28005
28,6,424,390,91.98,16,3.77,18,4.25,28006
28,7,191,180,94.24,6,3.14,5,2.62,28007
28,8,393,368,93.64,17,4.33,8,2.04,28008
28,9,212,199,93.87,5,2.36,8,3.77,28009
28,10,125,113,90.4,6,4.8,6,4.8,28010
28,11,562,500,88.97,51,9.07,11,1.96,28011
28,12,739,627,84.84,88,11.91,24,3.25,28012
28,13,589,469,79.63,103,17.49,17,2.89,28013
28,14,483,434,89.86,35,7.25,14,2.9,28014
28,15,284,264,92.96,15,5.28,5,1.76,28015
28,16,595,509,85.55,55,9.24,31,5.21,28016
28,17,323,298,92.26,18,5.57,7,2.17,28017
28,18,367,340,92.64,15,4.09,12,3.27,28018
28,19,360,342,95.0,5,1.39,13,3.61,28019
28,20,299,283,94.65,6,2.01,10,3.34,28020
28,21,316,299,94.62,12,3.8,5,1.58,28021
28,22,243,228,93.83,11,4.53,4,1.65,28022
28,23,345,331,95.94,8,2.32,6,1.74,28023
28,24,273,254,93.04,12,4.4,7,2.56,28024
28,25,531,506,95.29,9,1.69,16,3.01,28025
28,26,169,159,94.08,6,3.55,4,2.37,28026
29,1,618,387,62.62,211,34.14,20,3.24,29001
29,2,507,329,64.89,163,32.15,15,2.96,29002
29,3,421,312,74.11,103,24.47,6,1.43,29003
29,4,452,327,72.35,107,23.67,18,3.98,29004
29,5,444,372,83.78,65,14.64,7,1.58,29005
29,6,384,340,88.54,35,9.11,9,2.34,29006
29,7,722,594,82.27,114,15.79,14,1.94,29007
29,8,951,839,88.22,96,10.09,16,1.68,29008
29,9,376,360,95.74,10,2.66,6,1.6,29009
29,10,536,504,94.03,15,2.8,17,3.17,29010
29,11,458,422,92.14,25,5.46,11,2.4,29011
29,12,610,573,93.93,23,3.77,14,2.3,29012
29,13,596,566,94.97,13,2.18,17,2.85,29013
29,14,518,484,93.44,19,3.67,15,2.9,29014
29,15,490,463,94.49,17,3.47,10,2.04,29015
29,16,565,529,93.63,25,4.42,11,1.95,29016
29,17,374,356,95.19,9,2.41,9,2.41,29017
29,18,522,488,93.49,17,3.26,17,3.26,29018
29,19,586,560,95.56,12,2.05,14,2.39,29019
29,20,329,306,93.01,14,4.26,9,2.74,29020
29,21,418,371,88.76,40,9.57,7,1.67,29021
29,22,580,558,96.21,12,2.07,10,1.72,29022
29,23,550,524,95.27,16,2.91,10,1.82,29023
29,24,419,401,95.7,10,2.39,8,1.91,29024
30,1,564,417,73.94,132,23.4,15,2.66,30001
30,2,382,279,73.04,94,24.61,9,2.36,30002
30,3,506,444,87.75,43,8.5,19,3.75,30003
30,4,416,302,72.6,109,26.2,5,1.2,30004
30,5,440,342,77.73,86,19.55,12,2.73,30005
30,6,499,404,80.96,79,15.83,16,3.21,30006
30,7,343,275,80.17,62,18.08,6,1.75,30007
30,8,595,499,83.87,74,12.44,22,3.7,30008
30,9,519,386,74.37,120,23.12,13,2.5,30009
30,10,451,344,76.27,95,21.06,12,2.66,30010
30,11,372,300,80.65,66,17.74,6,1.61,30011
30,12,501,369,73.65,119,23.75,13,2.59,30012
30,13,430,308,71.63,107,24.88,15,3.49,30013
30,14,460,347,75.43,104,22.61,9,1.96,30014
30,15,673,583,86.63,78,11.59,12,1.78,30015
30,16,350,250,71.43,90,25.71,10,2.86,30016
30,17,506,409,80.83,85,16.8,12,2.37,30017
30,18,430,368,85.58,56,13.02,6,1.4,30018
30,19,277,227,81.95,47,16.97,3,1.08,30019
30,20,339,270,79.65,58,17.11,11,3.24,30020
30,21,597,422,70.69,158,26.47,17,2.85,30021
30,22,553,465,84.09,74,13.38,14,2.53,30022
30,23,591,490,82.91,90,15.23,11,1.86,30023
30,24,505,406,80.4,86,17.03,13,2.57,30024
30,25,359,266,74.09,82,22.84,11,3.06,30025
30,26,598,508,84.95,73,12.21,17,2.84,30026
31,1,351,301,85.75,42,11.97,8,2.28,31001
31,2,541,461,85.21,66,12.2,14,2.59,31002
31,3,314,238,75.8,69,21.97,7,2.23,31003
31,4,366,325,88.8,34,9.29,7,1.91,31004
31,5,352,288,81.82,58,16.48,6,1.7,31005
31,6,280,229,81.79,41,14.64,10,3.57,31006
31,7,340,288,84.71,42,12.35,10,2.94,31007
31,8,465,389,83.66,63,13.55,13,2.8,31008
31,9,310,229,73.87,68,21.94,13,4.19,31009
31,10,483,404,83.64,64,13.25,15,3.11,31010
31,11,462,364,78.79,87,18.83,11,2.38,31011
31,12,553,443,80.11,95,17.18,15,2.71,31012
31,13,381,326,85.56,48,12.6,7,1.84,31013
31,14,401,325,81.05,62,15.46,14,3.49,31014
31,15,187,149,79.68,36,19.25,2,1.07,31015
31,16,265,210,79.25,48,18.11,7,2.64,31016
31,17,329,255,77.51,61,18.54,13,3.95,31017
31,18,297,238,80.13,53,17.85,6,2.02,31018
31,19,341,273,80.06,52,15.25,16,4.69,31019
31,20,337,272,80.71,52,15.43,13,3.86,31020
31,21,344,271,78.78,60,17.44,13,3.78,31021
31,22,149,135,90.6,9,6.04,5,3.36,31022
31,23,198,158,79.8,35,17.68,5,2.53,31023
32,1,1237,1017,82.22,193,15.6,27,2.18,32001
32,2,981,818,83.38,134,13.66,29,2.96,32002
32,3,723,593,82.02,109,15.08,21,2.9,32003
32,4,693,578,83.41,97,14.0,18,2.6,32004
32,5,551,450,81.67,91,16.52,10,1.81,32005
32,6,335,274,81.79,49,14.63,12,3.58,32006
32,7,744,573,77.02,152,20.43,19,2.55,32007
32,8,509,428,84.09,69,13.56,12,2.36,32008
32,9,508,395,77.76,96,18.9,17,3.35,32009
32,10,950,768,80.84,161,16.95,21,2.21,32010
32,11,609,458,75.21,135,22.17,16,2.63,32011
32,12,342,262,76.61,73,21.35,7,2.05,32012
32,13,238,165,69.33,67,28.15,6,2.52,32013
32,14,1041,861,82.71,155,14.89,25,2.4,32014
32,15,1083,816,75.35,236,21.79,31,2.86,32015
32,16,500,388,77.6,101,20.2,11,2.2,32016
32,17,973,746,76.67,208,21.38,19,1.95,32017
32,18,382,326,85.34,47,12.3,9,2.36,32018
32,19,443,366,82.62,67,15.12,10,2.26,32019
32,20,999,759,75.98,220,22.02,20,2.0,32020
32,21,938,809,86.25,99,10.55,30,3.2,32021
32,22,934,790,84.58,125,13.38,19,2.03,32022
32,23,614,511,83.22,85,13.84,18,2.93,32023
32,24,335,262,78.21,63,18.81,10,2.99,32024
32,25,694,563,81.12,118,17.0,13,1.87,32025
32,26,915,741,80.98,151,16.5,23,2.51,32026
32,27,917,794,86.59,104,11.34,19,2.07,32027
32,28,275,226,82.18,42,15.27,7,2.55,32028
32,29,711,615,86.5,82,11.53,14,1.97,32029
32,30,889,752,84.59,112,12.6,25,2.81,32030
33,1,949,811,85.46,102,10.75,36,3.79,33001
33,2,1011,908,89.81,76,7.52,27,2.67,33002
33,3,729,634,86.97,75,10.29,20,2.74,33003
33,4,980,848,86.53,116,11.84,16,1.63,33004
33,5,806,688,85.36,94,11.66,24,2.98,33005
33,6,853,737,86.4,98,11.49,18,2.11,33006
33,7,803,681,84.81,100,12.45,22,2.74,33007
33,8,576,500,86.81,57,9.9,19,3.3,33008
33,9,600,506,84.33,84,14.0,10,1.67,33009
33,10,581,518,89.16,51,8.78,12,2.07,33010
33,11,468,405,86.54,50,10.68,13,2.78,33011
33,12,719,642,89.29,58,8.07,19,2.64,33012
33,13,631,552,87.48,63,9.98,16,2.54,33013
33,14,848,766,90.33,62,7.31,20,2.36,33014
33,15,648,586,90.43,44,6.79,18,2.78,33015
33,16,810,735,90.74,60,7.41,15,1.85,33016
33,17,767,676,88.14,78,10.17,13,1.69,33017
34,1,641,525,81.9,100,15.6,16,2.5,34001
34,2,398,310,77.89,78,19.6,10,2.51,34002
34,3,901,730,81.02,158,17.54,13,1.44,34003
34,4,513,397,77.39,105,20.47,11,2.14,34004
34,5,836,704,84.21,108,12.92,24,2.87,34005
34,6,610,481,78.85,114,18.69,15,2.46,34006
34,7,284,219,77.11,59,20.77,6,2.11,34007
34,8,498,371,74.5,120,24.1,7,1.41,34008
34,9,946,670,70.82,254,26.85,22,2.33,34009
34,10,376,272,72.34,95,25.27,9,2.39,34010
34,11,616,472,76.62,126,20.45,18,2.92,34011
34,12,619,484,78.19,123,19.87,12,1.94,34012
34,13,719,560,77.89,144,20.03,15,2.09,34013
34,14,748,555,74.2,175,23.4,18,2.41,34014
34,15,583,474,81.3,93,15.95,16,2.74,34015
34,16,906,781,86.2,98,10.82,27,2.98,34016
34,17,817,710,86.9,85,10.4,22,2.69,34017
34,18,775,666,85.94,91,11.74,18,2.32,34018
34,19,596,502,84.23,86,14.43,8,1.34,34019
34,20,778,620,79.69,135,17.35,23,2.96,34020
35,1,210,172,81.9,31,14.76,7,3.33,35001
35,2,505,444,87.92,56,11.09,5,0.99,35002
35,3,378,338,89.42,29,7.67,11,2.91,35003
35,4,575,507,88.17,46,8.0,22,3.83,35004
35,5,799,735,91.99,47,5.88,17,2.13,35005
35,6,1178,1084,92.02,75,6.37,19,1.61,35006
35,7,775,695,89.68,67,8.65,13,1.68,35007
35,8,512,449,87.7,54,10.55,9,1.76,35008
35,9,940,868,92.34,64,6.81,8,0.85,35009
35,10,575,525,91.3,37,6.43,13,2.26,35010
35,11,768,695,90.49,58,7.55,15,1.95,35011
35,12,1014,913,90.04,78,7.69,23,2.27,35012
35,13,640,580,90.63,48,7.5,12,1.88,35013
35,14,543,495,91.16,37,6.81,11,2.03,35014
35,15,792,698,88.13,73,9.22,21,2.65,35015
35,16,1008,907,89.98,87,8.63,14,1.39,35016
35,17,664,583,87.8,63,9.49,18,2.71,35017
35,18,426,373,87.56,43,10.09,10,2.35,35018
35,19,617,527,85.41,75,12.16,15,2.43,35019
35,20,383,323,84.33,51,13.32,9,2.35,35020
35,21,608,494,81.25,94,15.46,20,3.29,35021
35,22,814,666,81.82,126,15.48,22,2.7,35022
36,1,350,230,65.71,110,31.43,10,2.86,36001
36,2,387,274,70.8,98,25.32,15,3.88,36002
36,3,319,230,72.1,80,25.08,9,2.82,36003
36,4,381,275,72.18,94,24.67,12,3.15,36004
36,5,318,250,78.62,59,18.55,9,2.83,36005
36,6,265,209,78.87,46,17.36,10,3.77,36006
36,7,217,174,80.18,38,17.51,5,2.3,36007
36,8,187,135,72.19,44,23.53,8,4.28,36008
36,9,466,380,81.55,79,16.95,7,1.5,36009
36,10,335,267,79.7,55,16.42,13,3.88,36010
36,11,250,208,83.2,34,13.6,8,3.2,36011
36,12,194,155,79.9,36,18.56,3,1.55,36012
36,13,111,86,77.48,19,17.12,6,5.41,36013
36,14,329,270,82.07,46,13.98,13,3.95,36014
36,15,160,134,83.75,22,13.75,4,2.5,36015
36,16,127,109,85.83,15,11.81,3,2.36,36016
36,17,473,420,88.79,46,9.73,7,1.48,36017
36,18,518,463,89.38,45,8.69,10,1.93,36018
36,19,710,628,88.45,64,9.01,18,2.54,36019
36,20,782,687,87.85,81,10.36,14,1.79,36020
36,21,566,446,78.8,110,19.43,10,1.77,36021
36,22,690,606,87.83,75,10.87,9,1.3,36022
36,23,618,513,83.01,87,14.08,18,2.91,36023
36,24,642,536,83.49,86,13.4,20,3.12,36024
36,25,724,618,85.36,77,10.64,29,4.01,36025
36,26,671,572,85.25,80,11.92,19,2.83,36026
36,27,756,640,84.66,102,13.49,14,1.85,36027
37,1,434,378,87.1,31,7.14,25,5.76,37001
37,2,364,323,88.74,25,6.87,16,4.4,37002
37,3,409,390,95.35,12,2.93,7,1.71,37003
37,4,447,415,92.84,20,4.47,12,2.68,37004
37,5,309,289,93.53,11,3.56,9,2.91,37005
37,6,563,531,94.32,21,3.73,11,1.95,37006
37,7,394,362,91.88,27,6.85,5,1.27,37007
37,8,528,499,94.51,13,2.46,16,3.03,37008
37,9,227,209,92.07,10,4.41,8,3.52,37009
37,10,386,347,89.9,29,7.51,10,2.59,37010
37,11,383,366,95.56,11,2.87,6,1.57,37011
37,12,514,475,92.41,29,5.64,10,1.95,37012
37,13,309,286,92.56,13,4.21,10,3.24,37013
37,14,517,489,94.58,13,2.51,15,2.9,37014
37,15,476,441,92.65,27,5.67,8,1.68,37015
37,16,532,492,92.48,32,6.02,8,1.5,37016
37,17,314,300,95.54,8,2.55,6,1.91,37017
37,18,403,366,90.82,28,6.95,9,2.23,37018
37,19,306,281,91.83,17,5.56,8,2.61,37019
37,20,539,510,94.62,15,2.78,14,2.6,37020
37,21,326,296,90.8,21,6.44,9,2.76,37021
37,22,398,356,89.45,30,7.54,12,3.02,37022
38,1,907,421,46.42,463,51.05,23,2.54,38001
38,2,463,242,52.27,213,46.0,8,1.73,38002
38,3,632,341,53.96,278,43.99,13,2.06,38003
38,4,470,246,52.34,211,44.89,13,2.77,38004
38,5,708,386,54.52,308,43.5,14,1.98,38005
38,6,493,288,58.42,199,40.37,6,1.22,38006
38,7,558,348,62.37,195,34.95,15,2.69,38007
38,8,497,274,55.13,211,42.45,12,2.41,38008
38,9,484,313,64.67,157,32.44,14,2.89,38009
38,10,471,282,59.87,180,38.22,9,1.91,38010
38,11,576,398,69.1,175,30.38,3,0.52,38011
38,12,745,484,64.97,241,32.35,20,2.68,38012
38,13,397,252,63.48,140,35.26,5,1.26,38013
38,14,509,302,59.33,195,38.31,12,2.36,38014
38,15,429,277,64.57,143,33.33,9,2.1,38015
38,16,757,484,63.94,254,33.55,19,2.51,38016
38,17,637,448,70.33,176,27.63,13,2.04,38017
38,18,727,526,72.35,180,24.76,21,2.89,38018
38,19,780,572,73.33,182,23.33,26,3.33,38019
38,20,656,450,68.6,177,26.98,29,4.42,38020
38,21,804,575,71.52,210,26.12,19,2.36,38021
38,22,534,403,75.47,123,23.03,8,1.5,38022
38,23,772,568,73.58,191,24.74,13,1.68,38023
38,24,736,539,73.23,179,24.32,18,2.45,38024
38,25,876,701,80.02,143,16.32,32,3.65,38025
39,1,632,447,70.73,170,26.9,15,2.37,39001
39,2,342,257,75.15,81,23.68,4,1.17,39002
39,3,480,387,80.63,79,16.46,14,2.92,39003
39,4,676,451,66.72,209,30.92,16,2.37,39004
39,5,448,361,80.58,77,17.19,10,2.23,39005
39,6,337,258,76.56,63,18.69,16,4.75,39006
39,7,320,263,82.19,47,14.69,10,3.13,39007
39,8,335,274,81.79,57,17.01,4,1.19,39008
39,9,319,231,72.41,72,22.57,16,5.02,39009
39,10,423,367,86.76,44,10.4,12,2.84,39010
39,11,341,250,73.31,78,22.87,13,3.81,39011
39,12,568,428,75.35,124,21.83,16,2.82,39012
39,13,794,637,80.23,131,16.5,26,3.27,39013
39,14,890,521,58.54,339,38.09,30,3.37,39014
39,15,650,512,78.77,119,18.31,19,2.92,39015
39,16,384,308,80.21,62,16.15,14,3.65,39016
39,17,933,588,63.02,324,34.73,21,2.25,39017
39,18,402,243,60.45,147,36.57,12,2.99,39018
39,19,821,685,83.43,116,14.13,20,2.44,39019
39,20,555,358,64.5,191,34.41,6,1.08,39020
39,21,726,583,80.3,120,16.53,23,3.17,39021
39,22,381,234,61.42,132,34.65,15,3.94,39022
39,23,84,56,66.67,26,30.95,2,2.38,39023
39,24,517,444,85.88,61,11.8,12,2.32,39024
39,25,377,318,84.35,43,11.41,16,4.24,39025
39,26,319,264,82.76,49,15.36,6,1.88,39026
39,27,350,240,68.57,102,29.14,8,2.29,39027
39,28,365,293,80.27,56,15.34,16,4.38,39028
39,29,169,126,74.56,38,22.49,5,2.96,39029
39,30,320,234,73.13,80,25.0,6,1.88,39030
39,31,416,276,66.35,129,31.01,11,2.64,39031
39,32,937,630,67.24,282,30.1,25,2.67,39032
39,33,353,251,71.1,90,25.5,12,3.4,39033
39,34,408,276,67.65,121,29.66,11,2.7,39034
39,35,664,523,78.77,121,18.22,20,3.01,39035
40,1,587,511,87.05,61,10.39,15,2.56,40001
40,2,666,552,82.88,93,13.96,21,3.15,40002
40,3,620,517,83.39,83,13.39,20,3.23,40003
40,4,606,471,77.72,117,19.31,18,2.97,40004
40,5,493,411,83.37,72,14.6,10,2.03,40005
40,6,558,473,84.77,71,12.72,14,2.51,40006
40,7,616,539,87.5,58,9.42,19,3.08,40007
40,8,401,328,81.8,67,16.71,6,1.5,40008
40,9,731,591,80.85,119,16.28,21,2.87,40009
40,10,1078,967,89.7,96,8.91,15,1.39,40010
40,11,714,561,78.57,135,18.91,18,2.52,40011
40,12,738,644,87.26,81,10.98,13,1.76,40012
40,13,743,684,92.06,45,6.06,14,1.88,40013
40,14,985,923,93.71,45,4.57,17,1.73,40014
40,15,723,657,90.87,54,7.47,12,1.66,40015
40,16,705,655,92.91,36,5.11,14,1.99,40016
40,17,740,663,89.59,66,8.92,11,1.49,40017
40,18,848,741,87.38,87,10.26,20,2.36,40018
40,19,742,665,89.62,64,8.63,13,1.75,40019
