ward,precinct,total,"Robert """"Bob"""" Rita","Robert """"Bob"""" Rita Percent",precinct_id
9,18,308,308,100.0,09018
9,22,376,376,100.0,09022
9,23,307,307,100.0,09023
9,24,443,443,100.0,09024
9,25,357,357,100.0,09025
9,26,489,489,100.0,09026
9,29,666,666,100.0,09029
9,30,553,553,100.0,09030
21,5,586,586,100.0,21005
21,6,483,483,100.0,21006
21,7,682,682,100.0,21007
