ward,precinct,registered,ballots,turnout,precinct_id
1,1,848,177,20.87,01001
1,2,949,182,19.18,01002
1,3,554,135,24.37,01003
1,4,659,180,27.31,01004
1,5,737,162,21.98,01005
1,6,512,135,26.37,01006
1,7,904,199,22.01,01007
1,8,631,223,35.34,01008
1,9,529,195,36.86,01009
1,10,538,135,25.09,01010
1,11,922,180,19.52,01011
1,12,468,144,30.77,01012
1,13,564,199,35.28,01013
1,14,845,239,28.28,01014
1,15,636,114,17.92,01015
1,16,422,143,33.89,01016
1,17,825,187,22.67,01017
1,18,446,148,33.18,01018
1,19,739,199,26.93,01019
1,20,534,237,44.38,01020
1,21,870,205,23.56,01021
1,22,747,176,23.56,01022
1,23,902,183,20.29,01023
1,24,724,277,38.26,01024
1,25,635,147,23.15,01025
1,26,881,172,19.52,01026
1,27,898,165,18.37,01027
1,28,794,198,24.94,01028
1,29,575,163,28.35,01029
1,30,727,266,36.59,01030
1,31,605,105,17.36,01031
1,32,739,172,23.27,01032
1,33,861,178,20.67,01033
1,34,584,104,17.81,01034
1,35,334,77,23.05,01035
1,36,904,175,19.36,01036
1,37,919,176,19.15,01037
1,38,449,90,20.04,01038
1,39,922,229,24.84,01039
1,40,289,67,23.18,01040
2,1,785,254,32.36,02001
2,2,25,9,36.0,02002
2,3,563,152,27.0,02003
2,4,484,182,37.6,02004
2,5,283,115,40.64,02005
2,6,534,121,22.66,02006
2,7,516,288,55.81,02007
2,8,554,261,47.11,02008
2,9,290,144,49.66,02009
2,10,215,70,32.56,02010
2,11,262,143,54.58,02011
2,12,584,146,25.0,02012
2,13,495,184,37.17,02013
2,14,578,349,60.38,02014
2,15,261,44,16.86,02015
2,16,659,146,22.15,02016
2,17,645,169,26.2,02017
2,18,1042,401,38.48,02018
2,19,456,120,26.32,02019
2,20,467,254,54.39,02020
2,21,480,294,61.25,02021
2,22,717,363,50.63,02022
2,23,332,146,43.98,02023
2,24,320,129,40.31,02024
2,25,237,115,48.52,02025
2,26,679,259,38.14,02026
2,27,433,159,36.72,02027
2,28,403,70,17.37,02028
2,29,270,93,34.44,02029
2,30,469,140,29.85,02030
2,31,475,238,50.11,02031
2,32,379,114,30.08,02032
2,33,477,136,28.51,02033
2,34,515,290,56.31,02034
2,35,374,68,18.18,02035
2,36,263,128,48.67,02036
2,37,511,239,46.77,02037
2,38,561,249,44.39,02038
2,39,571,179,31.35,02039
2,40,585,266,45.47,02040
2,41,397,122,30.73,02041
2,42,208,75,36.06,02042
2,43,584,318,54.45,02043
2,44,295,140,47.46,02044
2,45,736,163,22.15,02045
2,46,597,324,54.27,02046
2,47,430,205,47.67,02047
2,48,405,141,34.81,02048
2,49,666,174,26.13,02049
2,50,423,132,31.21,02050
2,51,533,173,32.46,02051
2,52,692,172,24.86,02052
2,53,305,83,27.21,02053
2,54,502,241,48.01,02054
2,55,117,46,39.32,02055
2,56,516,203,39.34,02056
2,57,210,128,60.95,02057
2,58,301,85,28.24,02058
2,59,420,245,58.33,02059
3,1,326,180,55.21,03001
3,2,377,334,88.59,03002
3,3,328,150,45.73,03003
3,4,78,75,96.15,03004
3,5,282,125,44.33,03005
3,6,680,132,19.41,03006
3,7,401,229,57.11,03007
3,8,205,42,20.49,03008
3,9,329,170,51.67,03009
3,10,300,111,37.0,03010
3,11,220,100,45.45,03011
3,12,500,234,46.8,03012
3,13,507,153,30.18,03013
3,14,241,112,46.47,03014
3,15,552,217,39.31,03015
3,16,742,364,49.06,03016
3,17,293,154,52.56,03017
3,18,290,144,49.66,03018
3,19,65,38,58.46,03019
3,20,170,11,6.47,03020
3,21,292,135,46.23,03021
3,22,331,133,40.18,03022
3,23,0,36,0.0,03023
3,24,306,175,57.19,03024
3,25,16,25,156.25,03025
3,26,260,140,53.85,03026
3,27,0,10,0.0,03027
3,28,547,112,20.48,03028
3,29,521,153,29.37,03029
3,30,440,160,36.36,03030
3,31,652,304,46.63,03031
3,32,314,137,43.63,03032
3,33,761,246,32.33,03033
3,34,263,145,55.13,03034
3,35,347,171,49.28,03035
3,36,258,103,39.92,03036
3,37,237,101,42.62,03037
3,38,100,47,47.0,03038
3,39,463,368,79.48,03039
3,40,360,200,55.56,03040
3,41,538,212,39.41,03041
3,42,401,150,37.41,03042
3,43,116,82,70.69,03043
3,44,260,92,35.38,03044
3,45,199,84,42.21,03045
3,46,319,217,68.03,03046
3,47,428,138,32.24,03047
3,48,379,166,43.8,03048
3,49,158,44,27.85,03049
3,50,429,202,47.09,03050
3,51,226,54,23.89,03051
3,52,295,90,30.51,03052
3,53,512,180,35.16,03053
3,54,424,147,34.67,03054
3,55,412,146,35.44,03055
3,56,283,174,61.48,03056
3,57,493,251,50.91,03057
3,58,126,70,55.56,03058
3,59,296,105,35.47,03059
3,60,635,178,28.03,03060
3,61,412,144,34.95,03061
3,62,343,113,32.94,03062
3,63,391,108,27.62,03063
4,1,463,245,52.92,04001
4,2,507,317,62.52,04002
4,3,706,336,47.59,04003
4,4,723,305,42.19,04004
4,5,550,311,56.55,04005
4,6,175,124,70.86,04006
4,7,432,181,41.9,04007
4,8,579,250,43.18,04008
4,9,751,517,68.84,04009
4,10,593,279,47.05,04010
4,11,558,270,48.39,04011
4,12,360,140,38.89,04012
4,13,434,243,55.99,04013
4,14,572,158,27.62,04014
4,15,337,159,47.18,04015
4,16,717,373,52.02,04016
4,17,454,299,65.86,04017
4,18,750,276,36.8,04018
4,19,653,292,44.72,04019
4,20,172,100,58.14,04020
4,21,668,340,50.9,04021
4,22,620,355,57.26,04022
4,23,448,200,44.64,04023
4,24,721,343,47.57,04024
4,25,464,265,57.11,04025
4,26,585,255,43.59,04026
4,27,518,307,59.27,04027
4,28,342,199,58.19,04028
4,29,346,228,65.9,04029
4,30,164,90,54.88,04030
4,31,223,67,30.04,04031
4,32,564,329,58.33,04032
4,33,232,108,46.55,04033
4,34,373,210,56.3,04034
4,35,318,134,42.14,04035
4,36,348,131,37.64,04036
4,37,583,134,22.98,04037
4,38,657,396,60.27,04038
4,39,335,115,34.33,04039
4,40,551,255,46.28,04040
4,41,320,137,42.81,04041
4,42,512,286,55.86,04042
4,43,378,185,48.94,04043
4,44,338,194,57.4,04044
4,45,619,450,72.7,04045
4,46,449,249,55.46,04046
4,47,890,395,44.38,04047
4,48,714,379,53.08,04048
4,49,286,147,51.4,04049
4,50,478,233,48.74,04050
4,51,428,302,70.56,04051
4,52,228,56,24.56,04052
4,53,405,234,57.78,04053
4,54,274,128,46.72,04054
4,55,369,201,54.47,04055
4,56,638,307,48.12,04056
4,57,212,140,66.04,04057
5,1,513,234,45.61,05001
5,2,464,240,51.72,05002
5,3,316,151,47.78,05003
5,4,370,198,53.51,05004
5,5,501,217,43.31,05005
5,6,823,279,33.9,05006
5,7,661,293,44.33,05007
5,8,541,332,61.37,05008
5,9,548,238,43.43,05009
5,10,561,267,47.59,05010
5,11,506,313,61.86,05011
5,12,554,168,30.32,05012
5,13,559,216,38.64,05013
5,14,565,376,66.55,05014
5,15,572,250,43.71,05015
5,16,514,205,39.88,05016
5,17,627,295,47.05,05017
5,18,560,297,53.04,05018
5,19,337,110,32.64,05019
5,20,422,102,24.17,05020
5,21,624,298,47.76,05021
5,22,414,267,64.49,05022
5,23,589,200,33.96,05023
5,24,304,229,75.33,05024
5,25,615,255,41.46,05025
5,26,573,262,45.72,05026
5,27,683,345,50.51,05027
5,28,608,266,43.75,05028
5,29,526,284,53.99,05029
5,30,464,232,50.0,05030
5,31,459,216,47.06,05031
5,32,599,356,59.43,05032
5,33,280,185,66.07,05033
5,34,513,249,48.54,05034
5,35,294,208,70.75,05035
5,36,487,154,31.62,05036
5,37,370,212,57.3,05037
5,38,499,302,60.52,05038
5,39,604,297,49.17,05039
5,40,707,257,36.35,05040
5,41,468,256,54.7,05041
5,42,777,293,37.71,05042
5,43,569,312,54.83,05043
5,44,520,295,56.73,05044
5,45,363,152,41.87,05045
5,46,569,324,56.94,05046
5,47,387,182,47.03,05047
5,48,350,197,56.29,05048
5,49,124,56,45.16,05049
5,50,592,238,40.2,05050
5,51,478,188,39.33,05051
5,52,226,77,34.07,05052
5,53,555,315,56.76,05053
5,54,773,362,46.83,05054
5,55,325,197,60.62,05055
6,1,565,337,59.65,06001
6,2,581,331,56.97,06002
6,3,581,324,55.77,06003
6,4,505,187,37.03,06004
6,5,479,126,26.3,06005
6,6,394,254,64.47,06006
6,7,618,314,50.81,06007
6,8,429,254,59.21,06008
6,9,442,201,45.48,06009
6,10,504,345,68.45,06010
6,11,489,282,57.67,06011
6,12,597,200,33.5,06012
6,13,665,242,36.39,06013
6,14,585,278,47.52,06014
6,15,699,230,32.9,06015
6,16,591,306,51.78,06016
6,17,549,338,61.57,06017
6,18,230,70,30.43,06018
6,19,570,322,56.49,06019
6,20,561,275,49.02,06020
6,21,451,280,62.08,06021
6,22,501,245,48.9,06022
6,23,392,224,57.14,06023
6,24,564,290,51.42,06024
6,25,423,192,45.39,06025
6,26,675,287,42.52,06026
6,27,760,374,49.21,06027
6,28,772,452,58.55,06028
6,29,574,329,57.32,06029
6,30,535,244,45.61,06030
6,31,643,328,51.01,06031
6,32,640,327,51.09,06032
6,33,622,325,52.25,06033
6,34,424,245,57.78,06034
6,35,789,339,42.97,06035
6,36,359,51,14.21,06036
6,37,591,334,56.51,06037
6,38,733,324,44.2,06038
6,39,503,257,51.09,06039
6,40,361,164,45.43,06040
6,41,592,277,46.79,06041
6,42,351,139,39.6,06042
6,43,627,287,45.77,06043
6,44,566,270,47.7,06044
6,45,284,183,64.44,06045
6,46,413,246,59.56,06046
6,47,477,286,59.96,06047
6,48,581,311,53.53,06048
6,49,632,297,46.99,06049
6,50,558,280,50.18,06050
6,51,413,223,54.0,06051
6,52,423,204,48.23,06052
6,53,435,248,57.01,06053
6,54,570,249,43.68,06054
6,55,459,231,50.33,06055
6,56,398,193,48.49,06056
6,57,322,155,48.14,06057
6,58,492,321,65.24,06058
6,59,440,271,61.59,06059
6,60,368,176,47.83,06060
6,61,287,180,62.72,06061
6,62,183,96,52.46,06062
6,63,423,239,56.5,06063
6,64,621,324,52.17,06064
6,65,257,84,32.68,06065
6,66,507,240,47.34,06066
7,1,462,291,62.99,07001
7,2,820,295,35.98,07002
7,3,473,174,36.79,07003
7,4,601,187,31.11,07004
7,5,582,174,29.9,07005
7,6,489,197,40.29,07006
7,7,392,151,38.52,07007
7,8,310,67,21.61,07008
7,9,426,229,53.76,07009
7,10,485,157,32.37,07010
7,11,372,236,63.44,07011
7,12,418,172,41.15,07012
7,13,373,179,47.99,07013
7,14,544,266,48.9,07014
7,15,430,136,31.63,07015
7,16,606,177,29.21,07016
7,17,342,147,42.98,07017
7,18,526,152,28.9,07018
7,19,884,362,40.95,07019
7,20,353,102,28.9,07020
7,21,706,241,34.14,07021
7,22,534,176,32.96,07022
7,23,370,163,44.05,07023
7,24,398,202,50.75,07024
7,25,540,255,47.22,07025
7,26,811,308,37.98,07026
7,27,624,334,53.53,07027
7,28,639,235,36.78,07028
7,29,220,144,65.45,07029
7,30,510,268,52.55,07030
7,31,425,232,54.59,07031
7,32,567,179,31.57,07032
7,33,369,178,48.24,07033
7,34,425,221,52.0,07034
7,35,261,159,60.92,07035
7,36,553,276,49.91,07036
7,37,238,114,47.9,07037
7,38,365,158,43.29,07038
7,39,515,194,37.67,07039
7,40,687,240,34.93,07040
7,41,371,173,46.63,07041
7,42,741,316,42.65,07042
7,43,661,242,36.61,07043
7,44,852,309,36.27,07044
7,45,512,348,67.97,07045
7,46,171,99,57.89,07046
7,47,444,193,43.47,07047
7,48,223,99,44.39,07048
7,49,250,143,57.2,07049
7,50,270,165,61.11,07050
7,51,363,187,51.52,07051
7,52,486,197,40.53,07052
7,53,324,197,60.8,07053
7,54,299,94,31.44,07054
7,55,498,198,39.76,07055
7,56,490,173,35.31,07056
7,57,358,180,50.28,07057
7,58,459,283,61.66,07058
7,59,353,113,32.01,07059
7,60,361,162,44.88,07060
7,61,374,197,52.67,07061
7,62,479,219,45.72,07062
7,63,403,216,53.6,07063
7,64,374,198,52.94,07064
7,65,477,178,37.32,07065
8,1,505,307,60.79,08001
8,2,349,163,46.7,08002
8,3,625,376,60.16,08003
8,4,445,267,60.0,08004
8,5,514,324,63.04,08005
8,6,685,312,45.55,08006
8,7,507,207,40.83,08007
8,8,537,338,62.94,08008
8,9,585,341,58.29,08009
8,10,597,375,62.81,08010
8,11,563,256,45.47,08011
8,12,510,242,47.45,08012
8,13,470,214,45.53,08013
8,14,731,197,26.95,08014
8,15,477,236,49.48,08015
8,16,551,289,52.45,08016
8,17,427,234,54.8,08017
8,18,402,151,37.56,08018
8,19,676,322,47.63,08019
8,20,514,219,42.61,08020
8,21,383,209,54.57,08021
8,22,495,229,46.26,08022
8,23,596,269,45.13,08023
8,24,546,291,53.3,08024
8,25,547,271,49.54,08025
8,26,400,203,50.75,08026
8,27,569,307,53.95,08027
8,28,481,247,51.35,08028
8,29,655,297,45.34,08029
8,30,523,230,43.98,08030
8,31,448,180,40.18,08031
8,32,922,441,47.83,08032
8,33,506,255,50.4,08033
8,34,717,295,41.14,08034
8,35,652,336,51.53,08035
8,36,610,247,40.49,08036
8,37,775,297,38.32,08037
8,38,589,260,44.14,08038
8,39,598,307,51.34,08039
8,40,531,247,46.52,08040
8,41,537,254,47.3,08041
8,42,487,291,59.75,08042
8,43,525,253,48.19,08043
8,44,336,208,61.9,08044
8,45,617,204,33.06,08045
8,46,467,217,46.47,08046
8,47,513,277,54.0,08047
8,48,523,212,40.54,08048
8,49,603,308,51.08,08049
8,50,557,275,49.37,08050
8,51,708,334,47.18,08051
8,52,551,291,52.81,08052
8,53,643,342,53.19,08053
8,54,661,273,41.3,08054
8,55,631,269,42.63,08055
8,56,742,293,39.49,08056
8,57,445,239,53.71,08057
8,58,473,306,64.69,08058
8,59,376,178,47.34,08059
8,60,478,235,49.16,08060
8,61,406,201,49.51,08061
8,62,399,252,63.16,08062
8,63,607,303,49.92,08063
8,64,616,226,36.69,08064
8,65,353,184,52.12,08065
8,66,718,363,50.56,08066
8,67,312,129,41.35,08067
8,68,445,173,38.88,08068
8,69,452,172,38.05,08069
8,70,885,306,34.58,08070
9,1,674,313,46.44,09001
9,2,592,304,51.35,09002
9,3,634,186,29.34,09003
9,4,774,317,40.96,09004
9,5,705,246,34.89,09005
9,6,582,265,45.53,09006
9,7,640,252,39.38,09007
9,8,464,206,44.4,09008
9,9,503,298,59.24,09009
9,10,566,256,45.23,09010
9,11,554,154,27.8,09011
9,12,627,267,42.58,09012
9,13,702,372,52.99,09013
9,14,777,380,48.91,09014
9,15,364,113,31.04,09015
9,16,834,258,30.94,09016
9,17,552,232,42.03,09017
9,18,796,278,34.92,09018
9,19,785,317,40.38,09019
9,20,694,314,45.24,09020
9,21,444,203,45.72,09021
9,22,724,302,41.71,09022
9,23,461,216,46.85,09023
9,24,370,148,40.0,09024
9,25,311,111,35.69,09025
9,26,419,167,39.86,09026
9,27,410,142,34.63,09027
9,28,725,163,22.48,09028
9,29,561,209,37.25,09029
9,30,403,205,50.87,09030
9,31,612,222,36.27,09031
9,32,566,284,50.18,09032
9,33,542,180,33.21,09033
9,34,648,221,34.1,09034
9,35,560,274,48.93,09035
9,36,386,114,29.53,09036
9,37,448,170,37.95,09037
9,38,609,266,43.68,09038
9,39,626,235,37.54,09039
9,40,710,298,41.97,09040
9,41,820,347,42.32,09041
9,42,842,185,21.97,09042
9,43,603,182,30.18,09043
9,44,708,188,26.55,09044
9,45,721,262,36.34,09045
9,46,549,220,40.07,09046
9,47,462,162,35.06,09047
9,48,551,291,52.81,09048
9,49,501,96,19.16,09049
9,50,295,105,35.59,09050
9,51,418,179,42.82,09051
9,52,466,309,66.31,09052
9,53,649,212,32.67,09053
9,54,526,216,41.06,09054
9,55,368,148,40.22,09055
9,56,308,164,53.25,09056
9,57,431,152,35.27,09057
9,58,485,200,41.24,09058
10,1,626,193,30.83,10001
10,2,445,141,31.69,10002
10,3,499,232,46.49,10003
10,4,597,149,24.96,10004
10,5,603,171,28.36,10005
10,6,605,193,31.9,10006
10,7,184,42,22.83,10007
10,8,484,177,36.57,10008
10,9,504,206,40.87,10009
10,10,566,216,38.16,10010
10,11,519,181,34.87,10011
10,12,507,136,26.82,10012
10,13,405,158,39.01,10013
10,14,571,207,36.25,10014
10,15,425,84,19.76,10015
10,16,499,181,36.27,10016
10,17,456,135,29.61,10017
10,18,608,151,24.84,10018
10,19,663,202,30.47,10019
10,20,461,147,31.89,10020
10,21,468,147,31.41,10021
10,22,199,45,22.61,10022
10,23,587,130,22.15,10023
10,24,429,157,36.6,10024
10,25,894,236,26.4,10025
10,26,579,122,21.07,10026
10,27,646,193,29.88,10027
10,28,614,187,30.46,10028
10,29,518,177,34.17,10029
10,30,704,204,28.98,10030
10,31,650,190,29.23,10031
10,32,727,191,26.27,10032
10,33,693,157,22.66,10033
10,34,637,162,25.43,10034
10,35,754,160,21.22,10035
10,36,524,201,38.36,10036
10,37,486,134,27.57,10037
10,38,634,238,37.54,10038
10,39,498,158,31.73,10039
10,40,652,164,25.15,10040
10,41,542,201,37.08,10041
10,42,491,176,35.85,10042
10,43,395,66,16.71,10043
10,44,781,133,17.03,10044
10,45,421,117,27.79,10045
10,46,632,163,25.79,10046
10,47,498,182,36.55,10047
10,48,641,126,19.66,10048
10,49,504,130,25.79,10049
11,1,511,219,42.86,11001
11,2,455,197,43.3,11002
11,3,354,166,46.89,11003
11,4,513,273,53.22,11004
11,5,401,133,33.17,11005
11,6,589,276,46.86,11006
11,7,325,224,68.92,11007
11,8,455,238,52.31,11008
11,9,418,209,50.0,11009
11,10,284,166,58.45,11010
11,11,578,259,44.81,11011
11,12,495,302,61.01,11012
11,13,531,229,43.13,11013
11,14,401,236,58.85,11014
11,15,427,183,42.86,11015
11,16,502,253,50.4,11016
11,17,554,253,45.67,11017
11,18,351,138,39.32,11018
11,19,420,174,41.43,11019
11,20,283,201,71.02,11020
11,21,375,255,68.0,11021
11,22,357,199,55.74,11022
11,23,343,191,55.69,11023
11,24,582,456,78.35,11024
11,25,286,156,54.55,11025
11,26,651,284,43.63,11026
11,27,461,247,53.58,11027
11,28,469,211,44.99,11028
11,29,526,295,56.08,11029
11,30,507,192,37.87,11030
11,31,331,214,64.65,11031
11,32,395,198,50.13,11032
11,33,313,165,52.72,11033
11,34,351,176,50.14,11034
11,35,648,312,48.15,11035
11,36,174,73,41.95,11036
11,37,389,254,65.3,11037
11,38,580,360,62.07,11038
11,39,521,367,70.44,11039
11,40,272,148,54.41,11040
11,41,296,161,54.39,11041
11,42,367,176,47.96,11042
11,43,567,271,47.8,11043
11,44,429,218,50.82,11044
11,45,273,112,41.03,11045
11,46,240,177,73.75,11046
11,47,429,229,53.38,11047
11,48,182,115,63.19,11048
11,49,379,220,58.05,11049
11,50,309,175,56.63,11050
12,1,444,77,17.34,12001
12,2,427,92,21.55,12002
12,3,348,104,29.89,12003
12,4,338,111,32.84,12004
12,5,371,118,31.81,12005
12,6,452,98,21.68,12006
