ward,precinct,total,BALLOTS CAST - LIBERTARIAN,BALLOTS CAST - LIBERTARIAN Percent,Unnamed: 5,precinct_id
0,2,9,0,0.0,9,00002
1,1,0,0,0.0,9,01001
1,2,0,0,0.0,9,01002
1,3,1,1,100.0,9,01003
1,4,0,0,0.0,9,01004
1,5,0,0,0.0,9,01005
1,7,0,0,0.0,9,01007
1,8,0,0,0.0,9,01008
1,9,0,0,0.0,9,01009
1,10,0,0,0.0,9,01010
1,11,1,1,100.0,9,01011
1,12,0,0,0.0,9,01012
1,13,0,0,0.0,9,01013
1,14,0,0,0.0,9,01014
1,15,0,0,0.0,9,01015
1,16,0,0,0.0,9,01016
1,17,1,1,100.0,9,01017
1,18,0,0,0.0,9,01018
1,19,0,0,0.0,9,01019
1,20,0,0,0.0,9,01020
1,21,0,0,0.0,9,01021
1,22,0,0,0.0,9,01022
1,23,0,0,0.0,9,01023
1,24,2,2,100.0,9,01024
1,25,0,0,0.0,9,01025
1,26,0,0,0.0,9,01026
1,27,0,0,0.0,9,01027
1,28,0,0,0.0,9,01028
1,29,0,0,0.0,9,01029
1,30,1,1,100.0,9,01030
1,31,0,0,0.0,9,01031
1,32,0,0,0.0,9,01032
1,33,0,0,0.0,9,01033
1,34,0,0,0.0,9,01034
1,35,0,0,0.0,9,01035
1,36,0,0,0.0,9,01036
1,37,0,0,0.0,9,01037
1,38,1,1,100.0,9,01038
1,39,1,1,100.0,9,01039
1,40,0,0,0.0,9,01040
3,13,0,0,0.0,9,03013
6,2,14,0,0.0,23,06002
6,77,5,0,0.0,28,06077
11,3,0,0,0.0,28,11003
11,10,0,0,0.0,28,11010
11,18,0,0,0.0,28,11018
11,26,0,0,0.0,28,11026
12,1,0,0,0.0,28,12001
12,2,0,0,0.0,28,12002
12,3,0,0,0.0,28,12003
12,4,0,0,0.0,28,12004
12,5,0,0,0.0,28,12005
12,6,0,0,0.0,28,12006
12,7,0,0,0.0,28,12007
12,8,1,1,100.0,28,12008
12,9,1,1,100.0,28,12009
12,10,0,0,0.0,28,12010
12,11,0,0,0.0,28,12011
12,12,0,0,0.0,28,12012
12,13,0,0,0.0,28,12013
12,14,0,0,0.0,28,12014
12,15,0,0,0.0,28,12015
12,16,0,0,0.0,28,12016
12,17,0,0,0.0,28,12017
12,18,0,0,0.0,28,12018
12,19,0,0,0.0,28,12019
12,20,1,1,100.0,28,12020
12,21,0,0,0.0,28,12021
12,22,1,1,100.0,28,12022
12,23,0,0,0.0,28,12023
12,24,0,0,0.0,28,12024
12,25,0,0,0.0,28,12025
12,26,0,0,0.0,28,12026
12,27,0,0,0.0,28,12027
12,28,0,0,0.0,28,12028
12,29,0,0,0.0,28,12029
13,3,0,0,0.0,28,13003
14,1,0,0,0.0,28,14001
14,3,0,0,0.0,28,14003
14,4,0,0,0.0,28,14004
14,5,0,0,0.0,28,14005
14,6,0,0,0.0,28,14006
14,7,0,0,0.0,28,14007
14,8,0,0,0.0,28,14008
14,9,0,0,0.0,28,14009
14,10,0,0,0.0,28,14010
14,11,0,0,0.0,28,14011
14,12,0,0,0.0,28,14012
14,13,0,0,0.0,28,14013
14,14,0,0,0.0,28,14014
14,15,0,0,0.0,28,14015
14,16,0,0,0.0,28,14016
14,17,0,0,0.0,28,14017
14,18,0,0,0.0,28,14018
14,19,0,0,0.0,28,14019
14,20,0,0,0.0,28,14020
14,21,0,0,0.0,28,14021
14,22,0,0,0.0,28,14022
14,23,0,0,0.0,28,14023
14,24,0,0,0.0,28,14024
14,26,0,0,0.0,28,14026
14,27,0,0,0.0,28,14027
14,29,0,0,0.0,28,14029
14,30,0,0,0.0,28,14030
14,31,0,0,0.0,28,14031
14,32,0,0,0.0,28,14032
14,33,1,1,100.0,28,14033
14,34,0,0,0.0,28,14034
14,35,0,0,0.0,28,14035
14,36,0,0,0.0,28,14036
14,37,0,0,0.0,28,14037
16,21,0,0,0.0,28,16021
16,32,0,0,0.0,28,16032
20,4,0,0,0.0,28,20004
20,8,0,0,0.0,28,20008
20,15,0,0,0.0,28,20015
20,21,0,0,0.0,28,20021
20,43,0,0,0.0,28,20043
22,1,0,0,0.0,28,22001
22,2,0,0,0.0,28,22002
22,3,0,0,0.0,28,22003
22,4,0,0,0.0,28,22004
22,5,0,0,0.0,28,22005
22,6,0,0,0.0,28,22006
22,8,1,1,100.0,28,22008
22,9,0,0,0.0,28,22009
22,10,0,0,0.0,28,22010
22,11,0,0,0.0,28,22011
22,12,0,0,0.0,28,22012
22,13,0,0,0.0,28,22013
22,14,1,1,100.0,28,22014
22,15,0,0,0.0,28,22015
22,16,0,0,0.0,28,22016
22,17,0,0,0.0,28,22017
22,18,0,0,0.0,28,22018
22,20,0,0,0.0,28,22020
22,22,0,0,0.0,28,22022
22,23,0,0,0.0,28,22023
22,24,0,0,0.0,28,22024
22,25,0,0,0.0,28,22025
22,26,0,0,0.0,28,22026
22,27,0,0,0.0,28,22027
22,28,0,0,0.0,28,22028
22,29,0,0,0.0,28,22029
22,30,0,0,0.0,28,22030
23,9,0,0,0.0,28,23009
23,24,0,0,0.0,28,23024
23,29,0,0,0.0,28,23029
24,53,0,0,0.0,28,24053
