ward,precinct,registered,ballots,turnout,precinct_id
1,1,1512,779,51.52,01001
1,2,1471,790,53.7,01002
1,3,1586,859,54.16,01003
1,4,1518,726,47.83,01004
1,5,1675,764,45.61,01005
1,6,1410,674,47.8,01006
1,7,1722,836,48.55,01007
1,8,1448,659,45.51,01008
1,9,932,406,43.56,01009
1,10,1855,874,47.12,01010
1,11,1770,683,38.59,01011
1,12,786,348,44.27,01012
1,13,1129,531,47.03,01013
1,14,1089,465,42.7,01014
1,15,1631,791,48.5,01015
1,16,1615,793,49.1,01016
1,17,1031,480,46.56,01017
1,18,1640,673,41.04,01018
1,19,1532,592,38.64,01019
1,20,1354,578,42.69,01020
1,21,1431,600,41.93,01021
1,22,1905,798,41.89,01022
1,23,962,384,39.92,01023
1,24,1941,926,47.71,01024
1,25,1899,809,42.6,01025
1,26,1707,771,45.17,01026
2,1,1779,633,35.58,02001
2,2,1847,851,46.07,02002
2,3,1443,475,32.92,02003
2,4,1572,536,34.1,02004
2,5,1327,621,46.8,02005
2,6,1637,895,54.67,02006
2,7,1602,791,49.38,02007
2,8,1138,661,58.08,02008
2,9,1684,855,50.77,02009
2,10,1072,366,34.14,02010
2,11,1421,551,38.78,02011
2,12,1338,575,42.97,02012
2,13,1799,780,43.36,02013
2,14,1028,482,46.89,02014
2,15,1269,691,54.45,02015
2,16,1398,769,55.01,02016
2,17,1900,1050,55.26,02017
2,18,1406,568,40.4,02018
2,19,765,355,46.41,02019
2,20,854,468,54.8,02020
2,21,280,163,58.21,02021
2,22,1221,504,41.28,02022
2,23,1304,560,42.94,02023
2,24,940,522,55.53,02024
2,25,1540,763,49.55,02025
3,1,1838,556,30.25,03001
3,2,1257,613,48.77,03002
3,3,1178,458,38.88,03003
3,4,1109,448,40.4,03004
3,5,412,128,31.07,03005
3,6,1550,555,35.81,03006
3,7,706,344,48.73,03007
3,8,1724,433,25.12,03008
3,9,948,339,35.76,03009
3,10,916,400,43.67,03010
3,11,1952,639,32.74,03011
3,12,1529,640,41.86,03012
3,13,1442,825,57.21,03013
3,14,1867,833,44.62,03014
3,15,1543,478,30.98,03015
3,16,674,343,50.89,03016
3,17,629,132,20.99,03017
3,18,909,171,18.81,03018
3,19,1760,922,52.39,03019
3,20,1338,579,43.27,03020
3,21,1300,502,38.62,03021
3,22,1074,436,40.6,03022
3,23,898,278,30.96,03023
3,24,508,105,20.67,03024
3,25,1837,909,49.48,03025
3,26,1823,274,15.03,03026
3,27,1525,755,49.51,03027
4,1,1779,827,46.49,04001
4,2,861,315,36.59,04002
4,3,1033,546,52.86,04003
4,4,1375,626,45.53,04004
4,5,688,284,41.28,04005
4,6,1046,432,41.3,04006
4,7,683,346,50.66,04007
4,8,819,424,51.77,04008
4,9,1462,450,30.78,04009
4,10,980,437,44.59,04010
4,11,1235,587,47.53,04011
4,12,785,413,52.61,04012
4,13,933,383,41.05,04013
4,14,822,401,48.78,04014
4,15,847,348,41.09,04015
4,16,1189,496,41.72,04016
4,17,2009,594,29.57,04017
4,18,856,185,21.61,04018
4,19,828,456,55.07,04019
4,20,1428,566,39.64,04020
4,21,770,380,49.35,04021
4,22,370,186,50.27,04022
4,23,783,340,43.42,04023
4,24,1536,684,44.53,04024
4,25,1812,801,44.21,04025
4,26,1400,821,58.64,04026
4,27,1892,666,35.2,04027
4,28,1688,803,47.57,04028
5,1,1684,558,33.14,05001
5,2,1625,673,41.42,05002
5,3,1736,599,34.5,05003
5,4,1784,517,28.98,05004
5,5,446,214,47.98,05005
5,6,642,259,40.34,05006
5,7,563,123,21.85,05007
5,8,601,182,30.28,05008
5,9,486,160,32.92,05009
5,10,985,224,22.74,05010
5,11,1356,373,27.51,05011
5,12,1227,706,57.54,05012
5,13,749,265,35.38,05013
5,14,837,309,36.92,05014
5,15,1919,1019,53.1,05015
5,16,1194,612,51.26,05016
5,17,819,430,52.5,05017
5,18,1772,891,50.28,05018
5,19,665,410,61.65,05019
5,20,1241,654,52.7,05020
5,21,1221,611,50.04,05021
5,22,1421,691,48.63,05022
5,23,691,354,51.23,05023
5,24,855,458,53.57,05024
5,25,1803,1025,56.85,05025
6,1,797,176,22.08,06001
6,2,734,227,30.93,06002
6,3,362,69,19.06,06003
6,4,846,165,19.5,06004
6,5,1215,324,26.67,06005
6,6,1079,280,25.95,06006
6,7,1271,343,26.99,06007
6,8,945,251,26.56,06008
6,9,1661,525,31.61,06009
6,10,1275,316,24.78,06010
6,11,639,130,20.34,06011
6,12,1314,348,26.48,06012
6,13,1126,461,40.94,06013
6,14,1394,453,32.5,06014
6,15,1664,435,26.14,06015
6,16,893,266,29.79,06016
6,17,1489,574,38.55,06017
6,18,1520,618,40.66,06018
6,19,1390,417,30.0,06019
6,20,1578,678,42.97,06020
6,21,1277,482,37.74,06021
6,22,1918,686,35.77,06022
6,23,1821,627,34.43,06023
6,24,1373,571,41.59,06024
6,25,870,437,50.23,06025
6,26,1666,756,45.38,06026
6,27,1670,665,39.82,06027
7,1,1786,457,25.59,07001
7,2,1697,620,36.54,07002
7,3,1485,330,22.22,07003
7,4,1453,420,28.91,07004
7,5,1338,550,41.11,07005
7,6,449,128,28.51,07006
7,7,1408,330,23.44,07007
7,8,851,196,23.03,07008
7,9,1600,331,20.69,07009
7,10,1315,464,35.29,07010
7,11,1155,414,35.84,07011
7,12,1707,517,30.29,07012
7,13,1695,325,19.17,07013
7,14,1293,297,22.97,07014
7,15,1655,448,27.07,07015
7,16,662,167,25.23,07016
7,17,580,134,23.1,07017
7,18,238,98,41.18,07018
7,19,1351,666,49.3,07019
7,20,791,325,41.09,07020
7,21,639,248,38.81,07021
7,22,838,291,34.73,07022
7,23,628,193,30.73,07023
7,24,257,66,25.68,07024
7,25,1026,321,31.29,07025
7,26,1552,445,28.67,07026
7,27,941,281,29.86,07027
7,28,579,156,26.94,07028
7,29,784,236,30.1,07029
7,30,791,211,26.68,07030
7,31,323,110,34.06,07031
8,1,1836,520,28.32,08001
8,2,966,232,24.02,08002
8,3,544,216,39.71,08003
8,4,1555,476,30.61,08004
8,5,925,344,37.19,08005
8,6,1493,574,38.45,08006
8,7,898,323,35.97,08007
8,8,1478,691,46.75,08008
8,9,1401,425,30.34,08009
8,10,2592,456,17.59,08010
8,11,1225,419,34.2,08011
8,12,946,496,52.43,08012
8,13,1024,464,45.31,08013
8,14,1368,515,37.65,08014
8,15,873,387,44.33,08015
8,16,1071,361,33.71,08016
8,17,1351,641,47.45,08017
8,18,1799,867,48.19,08018
8,19,1806,608,33.67,08019
8,20,1017,279,27.43,08020
8,21,891,315,35.35,08021
8,22,946,241,25.48,08022
8,23,1813,632,34.86,08023
8,24,1068,398,37.27,08024
8,25,545,195,35.78,08025
8,26,1115,330,29.6,08026
8,27,1203,493,40.98,08027
8,28,1014,309,30.47,08028
8,29,1079,422,39.11,08029
8,30,1130,397,35.13,08030
9,1,1283,487,37.96,09001
9,2,1465,300,20.48,09002
9,3,555,174,31.35,09003
9,4,1039,357,34.36,09004
9,5,1078,380,35.25,09005
9,6,1455,626,43.02,09006
9,7,1651,487,29.5,09007
9,8,1646,464,28.19,09008
9,9,1221,283,23.18,09009
9,10,1556,605,38.88,09010
9,11,880,180,20.45,09011
9,12,1408,559,39.7,09012
9,13,1251,484,38.69,09013
9,14,1127,266,23.6,09014
9,15,1349,379,28.09,09015
9,16,1890,492,26.03,09016
9,17,740,139,18.78,09017
9,18,1134,247,21.78,09018
9,19,1094,199,18.19,09019
9,20,1038,480,46.24,09020
9,21,1808,416,23.01,09021
9,22,1598,299,18.71,09022
9,23,1057,261,24.69,09023
9,24,1229,385,31.33,09024
9,25,1043,295,28.28,09025
9,26,1291,439,34.0,09026
9,27,679,235,34.61,09027
9,28,1066,170,15.95,09028
9,29,1768,583,32.98,09029
9,30,1545,436,28.22,09030
10,1,748,140,18.72,10001
10,2,745,190,25.5,10002
10,3,1266,263,20.77,10003
10,4,1399,299,21.37,10004
10,5,578,136,23.53,10005
10,6,810,149,18.4,10006
10,7,1180,372,31.53,10007
10,8,1092,375,34.34,10008
10,9,1409,357,25.34,10009
10,10,1237,352,28.46,10010
