ward,precinct,total,EILEEN MARY BREWER,EILEEN MARY BREWER Percent,KENNETH JAMES CORTESI,KENNETH JAMES CORTESI Percent,DANIEL L. COLLINS,DANIEL L. COLLINS Percent,precinct_id
30,32,148,67,45.27,51,34.46,30,20.27,30032
30,33,100,28,28.0,37,37.0,35,35.0,30033
30,34,257,113,43.97,81,31.52,63,24.51,30034
30,35,110,50,45.45,24,21.82,36,32.73,30035
30,36,110,44,40.0,31,28.18,35,31.82,30036
30,37,108,39,36.11,39,36.11,30,27.78,30037
30,38,150,63,42.0,51,34.0,36,24.0,30038
30,39,122,49,40.16,45,36.89,28,22.95,30039
30,40,126,38,30.16,59,46.83,29,23.02,30040
30,41,48,18,37.5,13,27.08,17,35.42,30041
30,42,145,61,42.07,53,36.55,31,21.38,30042
30,43,106,29,27.36,45,42.45,32,30.19,30043
30,44,166,91,54.82,45,27.11,30,18.07,30044
30,45,108,43,39.81,34,31.48,31,28.7,30045
31,1,79,23,29.11,23,29.11,33,41.77,31001
31,2,106,38,35.85,42,39.62,26,24.53,31002
31,3,110,43,39.09,43,39.09,24,21.82,31003
31,4,159,69,43.4,55,34.59,35,22.01,31004
31,5,91,39,42.86,22,24.18,30,32.97,31005
31,6,38,19,50.0,9,23.68,10,26.32,31006
31,7,83,38,45.78,22,26.51,23,27.71,31007
31,8,78,18,23.08,45,57.69,15,19.23,31008
31,9,85,33,38.82,33,38.82,19,22.35,31009
31,10,103,35,33.98,41,39.81,27,26.21,31010
31,11,76,29,38.16,31,40.79,16,21.05,31011
31,12,144,39,27.08,76,52.78,29,20.14,31012
31,13,90,33,36.67,34,37.78,23,25.56,31013
31,14,113,39,34.51,29,25.66,45,39.82,31014
31,15,93,31,33.33,24,25.81,38,40.86,31015
31,16,80,31,38.75,30,37.5,19,23.75,31016
31,17,145,48,33.1,55,37.93,42,28.97,31017
31,18,28,14,50.0,10,35.71,4,14.29,31018
31,19,13,2,15.38,7,53.85,4,30.77,31019
31,20,77,25,32.47,28,36.36,24,31.17,31020
31,21,89,30,33.71,35,39.33,24,26.97,31021
31,22,102,34,33.33,38,37.25,30,29.41,31022
31,23,121,37,30.58,54,44.63,30,24.79,31023
31,24,157,49,31.21,68,43.31,40,25.48,31024
31,25,126,32,25.4,57,45.24,37,29.37,31025
31,26,72,17,23.61,28,38.89,27,37.5,31026
31,27,95,24,25.26,45,47.37,26,27.37,31027
31,28,114,28,24.56,51,44.74,35,30.7,31028
31,29,69,25,36.23,20,28.99,24,34.78,31029
31,30,99,38,38.38,31,31.31,30,30.3,31030
31,31,159,71,44.65,57,35.85,31,19.5,31031
31,32,79,38,48.1,24,30.38,17,21.52,31032
31,33,152,52,34.21,53,34.87,47,30.92,31033
31,34,125,42,33.6,51,40.8,32,25.6,31034
31,35,77,21,27.27,27,35.06,29,37.66,31035
31,36,171,50,29.24,80,46.78,41,23.98,31036
31,37,121,39,32.23,51,42.15,31,25.62,31037
31,38,118,38,32.2,48,40.68,32,27.12,31038
31,39,88,17,19.32,44,50.0,27,30.68,31039
31,40,106,30,28.3,43,40.57,33,31.13,31040
31,41,70,24,34.29,25,35.71,21,30.0,31041
31,42,78,30,38.46,27,34.62,21,26.92,31042
31,43,77,28,36.36,26,33.77,23,29.87,31043
31,44,96,41,42.71,32,33.33,23,23.96,31044
31,45,78,27,34.62,32,41.03,19,24.36,31045
32,1,114,69,60.53,31,27.19,14,12.28,32001
32,2,92,51,55.43,18,19.57,23,25.0,32002
32,3,91,39,42.86,30,32.97,22,24.18,32003
32,4,173,95,54.91,50,28.9,28,16.18,32004
32,5,97,51,52.58,24,24.74,22,22.68,32005
32,6,128,76,59.38,25,19.53,27,21.09,32006
32,7,76,41,53.95,18,23.68,17,22.37,32007
32,8,126,82,65.08,30,23.81,14,11.11,32008
32,9,196,131,66.84,29,14.8,36,18.37,32009
32,10,87,45,51.72,18,20.69,24,27.59,32010
32,11,124,65,52.42,25,20.16,34,27.42,32011
32,12,74,46,62.16,10,13.51,18,24.32,32012
32,13,85,49,57.65,26,30.59,10,11.76,32013
32,14,67,36,53.73,20,29.85,11,16.42,32014
32,15,121,67,55.37,37,30.58,17,14.05,32015
32,16,142,76,53.52,49,34.51,17,11.97,32016
32,17,109,56,51.38,27,24.77,26,23.85,32017
32,18,89,58,65.17,24,26.97,7,7.87,32018
32,19,222,124,55.86,62,27.93,36,16.22,32019
32,20,112,58,51.79,37,33.04,17,15.18,32020
32,21,146,87,59.59,29,19.86,30,20.55,32021
32,22,151,100,66.23,34,22.52,17,11.26,32022
32,23,93,59,63.44,15,16.13,19,20.43,32023
32,24,115,69,60.0,29,25.22,17,14.78,32024
32,25,137,80,58.39,35,25.55,22,16.06,32025
32,26,125,65,52.0,36,28.8,24,19.2,32026
32,27,101,58,57.43,35,34.65,8,7.92,32027
32,28,79,44,55.7,25,31.65,10,12.66,32028
32,29,119,63,52.94,34,28.57,22,18.49,32029
32,30,105,56,53.33,22,20.95,27,25.71,32030
32,31,139,69,49.64,48,34.53,22,15.83,32031
32,32,105,48,45.71,35,33.33,22,20.95,32032
32,33,90,42,46.67,26,28.89,22,24.44,32033
32,34,136,72,52.94,36,26.47,28,20.59,32034
32,35,155,84,54.19,41,26.45,30,19.35,32035
32,36,175,118,67.43,30,17.14,27,15.43,32036
32,37,113,50,44.25,35,30.97,28,24.78,32037
32,38,148,78,52.7,40,27.03,30,20.27,32038
32,39,111,66,59.46,29,26.13,16,14.41,32039
32,40,127,76,59.84,28,22.05,23,18.11,32040
32,41,172,97,56.4,41,23.84,34,19.77,32041
32,42,152,95,62.5,35,23.03,22,14.47,32042
32,43,137,93,67.88,32,23.36,12,8.76,32043
32,44,110,68,61.82,28,25.45,14,12.73,32044
32,45,148,90,60.81,32,21.62,26,17.57,32045
32,46,26,11,42.31,10,38.46,5,19.23,32046
32,47,64,33,51.56,20,31.25,11,17.19,32047
32,48,111,69,62.16,17,15.32,25,22.52,32048
33,1,175,67,38.29,73,41.71,35,20.0,33001
33,2,243,75,30.86,122,50.21,46,18.93,33002
33,3,141,63,44.68,45,31.91,33,23.4,33003
33,4,195,62,31.79,94,48.21,39,20.0,33004
33,5,128,65,50.78,40,31.25,23,17.97,33005
33,6,180,66,36.67,74,41.11,40,22.22,33006
33,7,225,142,63.11,55,24.44,28,12.44,33007
33,8,145,81,55.86,42,28.97,22,15.17,33008
33,9,158,80,50.63,48,30.38,30,18.99,33009
33,10,196,80,40.82,75,38.27,41,20.92,33010
33,11,158,101,63.92,33,20.89,24,15.19,33011
33,12,215,93,43.26,77,35.81,45,20.93,33012
33,13,209,75,35.89,84,40.19,50,23.92,33013
33,14,124,45,36.29,46,37.1,33,26.61,33014
33,15,44,25,56.82,14,31.82,5,11.36,33015
33,16,162,52,32.1,66,40.74,44,27.16,33016
33,17,183,80,43.72,55,30.05,48,26.23,33017
33,18,58,33,56.9,20,34.48,5,8.62,33018
33,19,136,61,44.85,33,24.26,42,30.88,33019
33,20,166,74,44.58,46,27.71,46,27.71,33020
33,21,148,74,50.0,37,25.0,37,25.0,33021
33,22,288,81,28.13,153,53.13,54,18.75,33022
33,23,196,81,41.33,78,39.8,37,18.88,33023
33,24,208,116,55.77,64,30.77,28,13.46,33024
33,25,265,112,42.26,103,38.87,50,18.87,33025
33,26,145,57,39.31,49,33.79,39,26.9,33026
33,27,266,84,31.58,145,54.51,37,13.91,33027
33,28,184,109,59.24,45,24.46,30,16.3,33028
33,29,166,79,47.59,61,36.75,26,15.66,33029
33,30,142,59,41.55,55,38.73,28,19.72,33030
33,31,135,50,37.04,57,42.22,28,20.74,33031
33,32,44,27,61.36,7,15.91,10,22.73,33032
33,33,157,67,42.68,52,33.12,38,24.2,33033
33,34,160,52,32.5,81,50.63,27,16.88,33034
33,35,190,91,47.89,58,30.53,41,21.58,33035
33,36,215,64,29.77,104,48.37,47,21.86,33036
33,37,129,72,55.81,18,13.95,39,30.23,33037
33,38,49,19,38.78,17,34.69,13,26.53,33038
34,1,292,128,43.84,46,15.75,118,40.41,34001
34,2,180,72,40.0,37,20.56,71,39.44,34002
34,3,163,43,26.38,59,36.2,61,37.42,34003
34,4,183,66,36.07,66,36.07,51,27.87,34004
34,5,110,41,37.27,27,24.55,42,38.18,34005
34,6,232,86,37.07,79,34.05,67,28.88,34006
34,7,279,107,38.35,89,31.9,83,29.75,34007
34,8,213,95,44.6,42,19.72,76,35.68,34008
34,9,144,55,38.19,38,26.39,51,35.42,34009
34,10,254,101,39.76,61,24.02,92,36.22,34010
34,11,129,56,43.41,30,23.26,43,33.33,34011
34,12,191,79,41.36,41,21.47,71,37.17,34012
34,13,104,48,46.15,20,19.23,36,34.62,34013
34,14,110,45,40.91,20,18.18,45,40.91,34014
34,15,121,46,38.02,29,23.97,46,38.02,34015
34,16,148,72,48.65,27,18.24,49,33.11,34016
34,17,207,86,41.55,31,14.98,90,43.48,34017
34,18,132,43,32.58,49,37.12,40,30.3,34018
34,19,151,52,34.44,58,38.41,41,27.15,34019
34,20,217,78,35.94,63,29.03,76,35.02,34020
34,21,255,95,37.25,39,15.29,121,47.45,34021
34,22,248,107,43.15,57,22.98,84,33.87,34022
34,23,185,77,41.62,55,29.73,53,28.65,34023
34,24,197,76,38.58,59,29.95,62,31.47,34024
34,25,120,47,39.17,28,23.33,45,37.5,34025
34,26,158,51,32.28,68,43.04,39,24.68,34026
34,27,123,47,38.21,38,30.89,38,30.89,34027
34,28,116,32,27.59,64,55.17,20,17.24,34028
34,29,229,85,37.12,50,21.83,94,41.05,34029
34,30,244,81,33.2,86,35.25,77,31.56,34030
34,31,169,78,46.15,29,17.16,62,36.69,34031
34,32,216,88,40.74,66,30.56,62,28.7,34032
34,33,149,76,51.01,23,15.44,50,33.56,34033
34,34,208,81,38.94,35,16.83,92,44.23,34034
34,35,252,87,34.52,88,34.92,77,30.56,34035
34,36,259,117,45.17,57,22.01,85,32.82,34036
34,37,119,37,31.09,58,48.74,24,20.17,34037
34,38,132,42,31.82,52,39.39,38,28.79,34038
34,39,120,40,33.33,39,32.5,41,34.17,34039
34,40,230,98,42.61,48,20.87,84,36.52,34040
34,41,170,57,33.53,41,24.12,72,42.35,34041
34,42,226,87,38.5,44,19.47,95,42.04,34042
34,43,215,73,33.95,52,24.19,90,41.86,34043
34,44,227,73,32.16,91,40.09,63,27.75,34044
34,45,248,101,40.73,49,19.76,98,39.52,34045
34,46,132,50,37.88,27,20.45,55,41.67,34046
34,47,93,51,54.84,7,7.53,35,37.63,34047
34,48,194,80,41.24,36,18.56,78,40.21,34048
34,49,233,91,39.06,56,24.03,86,36.91,34049
34,50,167,64,38.32,40,23.95,63,37.72,34050
34,51,288,112,38.89,76,26.39,100,34.72,34051
34,52,163,37,22.7,61,37.42,65,39.88,34052
34,53,160,79,49.38,27,16.88,54,33.75,34053
34,54,180,60,33.33,56,31.11,64,35.56,34054
34,55,115,38,33.04,19,16.52,58,50.43,34055
34,56,143,62,43.36,28,19.58,53,37.06,34056
34,57,111,43,38.74,25,22.52,43,38.74,34057
34,58,173,41,23.7,100,57.8,32,18.5,34058
34,59,155,78,50.32,22,14.19,55,35.48,34059
34,60,192,70,36.46,60,31.25,62,32.29,34060
34,61,183,79,43.17,41,22.4,63,34.43,34061
35,1,80,41,51.25,11,13.75,28,35.0,35001
35,2,152,66,43.42,38,25.0,48,31.58,35002
35,3,82,35,42.68,19,23.17,28,34.15,35003
35,4,66,26,39.39,17,25.76,23,34.85,35004
35,5,133,58,43.61,34,25.56,41,30.83,35005
35,6,122,67,54.92,22,18.03,33,27.05,35006
35,7,129,75,58.14,28,21.71,26,20.16,35007
35,8,40,17,42.5,8,20.0,15,37.5,35008
35,9,113,63,55.75,22,19.47,28,24.78,35009
35,10,86,35,40.7,22,25.58,29,33.72,35010
35,11,84,42,50.0,18,21.43,24,28.57,35011
35,12,116,51,43.97,21,18.1,44,37.93,35012
35,13,187,120,64.17,36,19.25,31,16.58,35013
35,14,125,52,41.6,34,27.2,39,31.2,35014
35,15,146,60,41.1,47,32.19,39,26.71,35015
35,16,114,53,46.49,20,17.54,41,35.96,35016
35,17,107,48,44.86,31,28.97,28,26.17,35017
35,18,131,64,48.85,25,19.08,42,32.06,35018
35,19,119,62,52.1,21,17.65,36,30.25,35019
35,20,55,18,32.73,17,30.91,20,36.36,35020
35,21,183,75,40.98,56,30.6,52,28.42,35021
35,22,96,34,35.42,24,25.0,38,39.58,35022
35,23,118,53,44.92,26,22.03,39,33.05,35023
35,24,118,48,40.68,34,28.81,36,30.51,35024
35,25,120,71,59.17,29,24.17,20,16.67,35025
35,26,84,33,39.29,17,20.24,34,40.48,35026
35,27,168,103,61.31,30,17.86,35,20.83,35027
35,28,110,55,50.0,27,24.55,28,25.45,35028
35,29,117,53,45.3,27,23.08,37,31.62,35029
35,30,180,101,56.11,45,25.0,34,18.89,35030
35,31,134,64,47.76,39,29.1,31,23.13,35031
35,32,73,34,46.58,17,23.29,22,30.14,35032
35,33,72,29,40.28,19,26.39,24,33.33,35033
35,34,138,69,50.0,28,20.29,41,29.71,35034
35,35,62,33,53.23,10,16.13,19,30.65,35035
36,1,147,53,36.05,72,48.98,22,14.97,36001
36,2,132,42,31.82,69,52.27,21,15.91,36002
36,3,191,37,19.37,125,65.45,29,15.18,36003
36,4,56,12,21.43,25,44.64,19,33.93,36004
36,5,123,32,26.02,69,56.1,22,17.89,36005
36,6,137,42,30.66,75,54.74,20,14.6,36006
36,7,166,53,31.93,80,48.19,33,19.88,36007
36,8,186,52,27.96,98,52.69,36,19.35,36008
36,9,170,48,28.24,90,52.94,32,18.82,36009
36,10,158,67,42.41,62,39.24,29,18.35,36010
36,11,242,63,26.03,141,58.26,38,15.7,36011
36,12,179,62,34.64,89,49.72,28,15.64,36012
36,13,281,50,17.79,208,74.02,23,8.19,36013
36,14,206,48,23.3,138,66.99,20,9.71,36014
36,15,150,41,27.33,84,56.0,25,16.67,36015
36,16,182,54,29.67,88,48.35,40,21.98,36016
36,17,149,52,34.9,75,50.34,22,14.77,36017
36,18,191,66,34.55,93,48.69,32,16.75,36018
36,19,353,29,8.22,308,87.25,16,4.53,36019
36,20,217,47,21.66,136,62.67,34,15.67,36020
36,21,189,56,29.63,106,56.08,27,14.29,36021
36,22,230,77,33.48,117,50.87,36,15.65,36022
36,23,97,32,32.99,39,40.21,26,26.8,36023
36,24,162,66,40.74,45,27.78,51,31.48,36024
36,25,119,39,32.77,50,42.02,30,25.21,36025
36,26,258,79,30.62,104,40.31,75,29.07,36026
36,27,147,49,33.33,67,45.58,31,21.09,36027
36,28,150,35,23.33,83,55.33,32,21.33,36028
36,29,179,58,32.4,93,51.96,28,15.64,36029
36,30,215,72,33.49,104,48.37,39,18.14,36030
36,31,186,62,33.33,98,52.69,26,13.98,36031
36,32,183,52,28.42,99,54.1,32,17.49,36032
36,33,158,60,37.97,67,42.41,31,19.62,36033
36,34,124,42,33.87,58,46.77,24,19.35,36034
36,35,205,53,25.85,129,62.93,23,11.22,36035
36,36,162,55,33.95,78,48.15,29,17.9,36036
36,37,136,45,33.09,61,44.85,30,22.06,36037
36,38,124,35,28.23,66,53.23,23,18.55,36038
36,39,176,57,32.39,89,50.57,30,17.05,36039
36,40,192,54,28.13,105,54.69,33,17.19,36040
36,41,123,51,41.46,48,39.02,24,19.51,36041
36,42,134,39,29.1,67,50.0,28,20.9,36042
36,43,186,49,26.34,75,40.32,62,33.33,36043
36,44,163,64,39.26,47,28.83,52,31.9,36044
36,45,150,49,32.67,72,48.0,29,19.33,36045
36,46,157,63,40.13,74,47.13,20,12.74,36046
36,47,143,60,41.96,64,44.76,19,13.29,36047
36,48,181,55,30.39,94,51.93,32,17.68,36048
36,49,161,50,31.06,81,50.31,30,18.63,36049
36,50,196,43,21.94,132,67.35,21,10.71,36050
36,51,189,56,29.63,107,56.61,26,13.76,36051
36,52,136,37,27.21,78,57.35,21,15.44,36052
36,53,180,53,29.44,95,52.78,32,17.78,36053
36,54,210,75,35.71,86,40.95,49,23.33,36054
36,55,216,64,29.63,107,49.54,45,20.83,36055
36,56,128,37,28.91,68,53.13,23,17.97,36056
37,1,118,40,33.9,39,33.05,39,33.05,37001
37,2,75,31,41.33,10,13.33,34,45.33,37002
37,3,64,22,34.38,16,25.0,26,40.63,37003
37,4,143,31,21.68,37,25.87,75,52.45,37004
37,5,119,39,32.77,27,22.69,53,44.54,37005
37,6,201,58,28.86,45,22.39,98,48.76,37006
37,7,187,41,21.93,86,45.99,60,32.09,37007
37,8,100,34,34.0,15,15.0,51,51.0,37008
37,9,133,39,29.32,24,18.05,70,52.63,37009
37,10,217,53,24.42,76,35.02,88,40.55,37010
37,11,28,12,42.86,9,32.14,7,25.0,37011
37,12,126,38,30.16,42,33.33,46,36.51,37012
37,13,131,32,24.43,21,16.03,78,59.54,37013
37,14,140,42,30.0,36,25.71,62,44.29,37014
37,15,114,39,34.21,26,22.81,49,42.98,37015
37,16,208,65,31.25,57,27.4,86,41.35,37016
37,17,118,32,27.12,24,20.34,62,52.54,37017
37,18,138,41,29.71,20,14.49,77,55.8,37018
37,19,110,34,30.91,18,16.36,58,52.73,37019
37,20,132,44,33.33,19,14.39,69,52.27,37020
37,21,157,58,36.94,41,26.11,58,36.94,37021
37,22,113,26,23.01,41,36.28,46,40.71,37022
37,23,94,36,38.3,14,14.89,44,46.81,37023
37,24,142,55,38.73,39,27.46,48,33.8,37024
37,25,150,40,26.67,29,19.33,81,54.0,37025
37,26,160,34,21.25,62,38.75,64,40.0,37026
37,27,84,26,30.95,16,19.05,42,50.0,37027
37,28,108,42,38.89,16,14.81,50,46.3,37028
37,29,156,45,28.85,45,28.85,66,42.31,37029
37,30,102,27,26.47,27,26.47,48,47.06,37030
37,31,245,63,25.71,89,36.33,93,37.96,37031
37,32,137,42,30.66,44,32.12,51,37.23,37032
37,33,143,38,26.57,57,39.86,48,33.57,37033
37,34,166,51,30.72,44,26.51,71,42.77,37034
37,35,23,6,26.09,8,34.78,9,39.13,37035
37,36,119,27,22.69,54,45.38,38,31.93,37036
37,37,158,35,22.15,69,43.67,54,34.18,37037
37,38,143,32,22.38,47,32.87,64,44.76,37038
37,39,106,37,34.91,27,25.47,42,39.62,37039
37,40,137,44,32.12,19,13.87,74,54.01,37040
37,41,198,71,35.86,31,15.66,96,48.48,37041
37,42,38,12,31.58,12,31.58,14,36.84,37042
37,43,174,65,37.36,43,24.71,66,37.93,37043
37,44,179,47,26.26,71,39.66,61,34.08,37044
37,45,120,39,32.5,19,15.83,62,51.67,37045
37,46,139,25,17.99,51,36.69,63,45.32,37046
37,47,17,4,23.53,3,17.65,10,58.82,37047
37,48,134,30,22.39,39,29.1,65,48.51,37048
37,49,120,33,27.5,23,19.17,64,53.33,37049
37,50,53,18,33.96,16,30.19,19,35.85,37050
37,51,96,29,30.21,18,18.75,49,51.04,37051
38,1,114,37,32.46,53,46.49,24,21.05,38001
38,2,155,76,49.03,37,23.87,42,27.1,38002
38,3,153,48,31.37,73,47.71,32,20.92,38003
38,4,54,24,44.44,20,37.04,10,18.52,38004
38,5,212,101,47.64,81,38.21,30,14.15,38005
38,6,149,65,43.62,43,28.86,41,27.52,38006
38,7,188,79,42.02,68,36.17,41,21.81,38007
38,8,214,93,43.46,78,36.45,43,20.09,38008
38,9,155,88,56.77,34,21.94,33,21.29,38009
38,10,124,36,29.03,58,46.77,30,24.19,38010
38,11,119,66,55.46,30,25.21,23,19.33,38011
38,12,104,35,33.65,44,42.31,25,24.04,38012
38,13,128,50,39.06,45,35.16,33,25.78,38013
38,14,147,49,33.33,69,46.94,29,19.73,38014
38,15,114,48,42.11,42,36.84,24,21.05,38015
38,16,176,52,29.55,98,55.68,26,14.77,38016
38,17,132,50,37.88,56,42.42,26,19.7,38017
38,18,133,62,46.62,43,32.33,28,21.05,38018
38,19,122,36,29.51,54,44.26,32,26.23,38019
38,20,142,86,60.56,25,17.61,31,21.83,38020
38,21,142,74,52.11,40,28.17,28,19.72,38021
38,22,162,66,40.74,57,35.19,39,24.07,38022
38,23,121,50,41.32,45,37.19,26,21.49,38023
38,24,83,44,53.01,22,26.51,17,20.48,38024
38,25,121,50,41.32,46,38.02,25,20.66,38025
38,26,116,42,36.21,52,44.83,22,18.97,38026
38,27,103,41,39.81,42,40.78,20,19.42,38027
38,28,105,44,41.9,38,36.19,23,21.9,38028
38,29,111,45,40.54,38,34.23,28,25.23,38029
38,30,132,56,42.42,48,36.36,28,21.21,38030
38,31,153,69,45.1,48,31.37,36,23.53,38031
38,32,158,72,45.57,55,34.81,31,19.62,38032
38,33,123,52,42.28,47,38.21,24,19.51,38033
38,34,119,49,41.18,32,26.89,38,31.93,38034
38,35,145,73,50.34,38,26.21,34,23.45,38035
38,36,161,62,38.51,77,47.83,22,13.66,38036
38,37,165,57,34.55,54,32.73,54,32.73,38037
38,38,166,64,38.55,62,37.35,40,24.1,38038
38,39,141,65,46.1,45,31.91,31,21.99,38039
38,40,107,55,51.4,31,28.97,21,19.63,38040
38,41,186,71,38.17,69,37.1,46,24.73,38041
38,42,159,64,40.25,64,40.25,31,19.5,38042
38,43,149,79,53.02,32,21.48,38,25.5,38043
38,44,141,60,42.55,48,34.04,33,23.4,38044
38,45,161,63,39.13,58,36.02,40,24.84,38045
38,46,135,56,41.48,46,34.07,33,24.44,38046
38,47,143,51,35.66,59,41.26,33,23.08,38047
38,48,136,66,48.53,35,25.74,35,25.74,38048
38,49,134,54,40.3,51,38.06,29,21.64,38049
38,50,158,65,41.14,53,33.54,40,25.32,38050
38,51,116,54,46.55,39,33.62,23,19.83,38051
38,52,137,66,48.18,37,27.01,34,24.82,38052
38,53,141,72,51.06,33,23.4,36,25.53,38053
38,54,157,55,35.03,76,48.41,26,16.56,38054
38,55,199,58,29.15,113,56.78,28,14.07,38055
38,56,139,65,46.76,36,25.9,38,27.34,38056
39,1,127,65,51.18,37,29.13,25,19.69,39001
39,2,210,87,41.43,76,36.19,47,22.38,39002
39,3,161,63,39.13,66,40.99,32,19.88,39003
39,4,100,52,52.0,30,30.0,18,18.0,39004
39,5,142,73,51.41,38,26.76,31,21.83,39005
39,6,147,65,44.22,44,29.93,38,25.85,39006
39,7,153,56,36.6,73,47.71,24,15.69,39007
39,8,131,56,42.75,51,38.93,24,18.32,39008
39,9,219,85,38.81,89,40.64,45,20.55,39009
39,10,121,43,35.54,48,39.67,30,24.79,39010
39,11,174,74,42.53,67,38.51,33,18.97,39011
39,12,83,26,31.33,31,37.35,26,31.33,39012
39,13,65,29,44.62,20,30.77,16,24.62,39013
39,14,124,67,54.03,33,26.61,24,19.35,39014
39,15,106,46,43.4,39,36.79,21,19.81,39015
39,16,89,42,47.19,32,35.96,15,16.85,39016
39,17,97,47,48.45,25,25.77,25,25.77,39017
39,18,150,71,47.33,54,36.0,25,16.67,39018
39,19,100,41,41.0,40,40.0,19,19.0,39019
39,20,114,51,44.74,42,36.84,21,18.42,39020
39,21,101,47,46.53,29,28.71,25,24.75,39021
39,22,66,22,33.33,28,42.42,16,24.24,39022
39,23,84,45,53.57,23,27.38,16,19.05,39023
39,24,126,48,38.1,45,35.71,33,26.19,39024
39,25,60,31,51.67,17,28.33,12,20.0,39025
39,26,168,89,52.98,51,30.36,28,16.67,39026
39,27,79,36,45.57,18,22.78,25,31.65,39027
39,28,78,42,53.85,16,20.51,20,25.64,39028
39,29,81,48,59.26,14,17.28,19,23.46,39029
39,30,140,58,41.43,40,28.57,42,30.0,39030
39,31,87,49,56.32,22,25.29,16,18.39,39031
39,32,128,63,49.22,33,25.78,32,25.0,39032
39,33,153,76,49.67,46,30.07,31,20.26,39033
39,34,143,74,51.75,42,29.37,27,18.88,39034
39,35,132,78,59.09,28,21.21,26,19.7,39035
39,36,222,120,54.05,55,24.77,47,21.17,39036
39,37,192,103,53.65,61,31.77,28,14.58,39037
39,38,240,106,44.17,81,33.75,53,22.08,39038
39,39,75,30,40.0,28,37.33,17,22.67,39039
39,40,96,53,55.21,26,27.08,17,17.71,39040
39,41,26,17,65.38,1,3.85,8,30.77,39041
39,42,122,45,36.89,48,39.34,29,23.77,39042
39,43,118,69,58.47,27,22.88,22,18.64,39043
39,44,163,72,44.17,48,29.45,43,26.38,39044
39,45,134,76,56.72,34,25.37,24,17.91,39045
39,46,127,54,42.52,38,29.92,35,27.56,39046
39,47,101,38,37.62,37,36.63,26,25.74,39047
39,48,105,46,43.81,30,28.57,29,27.62,39048
39,49,79,48,60.76,14,17.72,17,21.52,39049
39,50,137,75,54.74,41,29.93,21,15.33,39050
40,1,100,43,43.0,30,30.0,27,27.0,40001
40,2,94,45,47.87,37,39.36,12,12.77,40002
40,3,89,50,56.18,23,25.84,16,17.98,40003
40,4,140,95,67.86,26,18.57,19,13.57,40004
40,5,113,58,51.33,40,35.4,15,13.27,40005
40,6,105,58,55.24,27,25.71,20,19.05,40006
40,7,94,56,59.57,26,27.66,12,12.77,40007
40,8,138,88,63.77,23,16.67,27,19.57,40008
40,9,73,35,47.95,25,34.25,13,17.81,40009
40,10,148,79,53.38,43,29.05,26,17.57,40010
40,11,96,50,52.08,33,34.38,13,13.54,40011
40,12,106,43,40.57,46,43.4,17,16.04,40012
40,13,107,68,63.55,25,23.36,14,13.08,40013
40,14,89,39,43.82,24,26.97,26,29.21,40014
40,15,131,62,47.33,36,27.48,33,25.19,40015
40,16,90,45,50.0,22,24.44,23,25.56,40016
40,17,70,31,44.29,22,31.43,17,24.29,40017
40,18,108,54,50.0,40,37.04,14,12.96,40018
40,19,100,36,36.0,33,33.0,31,31.0,40019
40,20,94,46,48.94,32,34.04,16,17.02,40020
40,21,110,58,52.73,23,20.91,29,26.36,40021
40,22,67,36,53.73,22,32.84,9,13.43,40022
40,23,122,68,55.74,23,18.85,31,25.41,40023
40,24,86,32,37.21,35,40.7,19,22.09,40024
40,25,97,38,39.18,40,41.24,19,19.59,40025
40,26,132,62,46.97,52,39.39,18,13.64,40026
40,27,191,127,66.49,40,20.94,24,12.57,40027
40,28,131,53,40.46,41,31.3,37,28.24,40028
40,29,170,69,40.59,78,45.88,23,13.53,40029
40,30,172,71,41.28,77,44.77,24,13.95,40030
40,31,137,43,31.39,74,54.01,20,14.6,40031
40,32,83,33,39.76,25,30.12,25,30.12,40032
40,33,105,66,62.86,24,22.86,15,14.29,40033
40,34,106,54,50.94,33,31.13,19,17.92,40034
40,35,137,73,53.28,38,27.74,26,18.98,40035
40,36,123,46,37.4,57,46.34,20,16.26,40036
40,37,145,73,50.34,33,22.76,39,26.9,40037
40,38,71,33,46.48,22,30.99,16,22.54,40038
40,39,86,45,52.33,23,26.74,18,20.93,40039
40,40,75,47,62.67,14,18.67,14,18.67,40040
40,41,114,73,64.04,27,23.68,14,12.28,40041
40,42,152,78,51.32,44,28.95,30,19.74,40042
40,43,116,70,60.34,19,16.38,27,23.28,40043
40,44,89,42,47.19,25,28.09,22,24.72,40044
40,45,192,96,50.0,59,30.73,37,19.27,40045
40,46,129,68,52.71,34,26.36,27,20.93,40046
40,47,113,73,64.6,21,18.58,19,16.81,40047
41,1,121,57,47.11,34,28.1,30,24.79,41001
41,2,196,69,35.2,65,33.16,62,31.63,41002
41,3,170,73,42.94,48,28.24,49,28.82,41003
41,4,168,76,45.24,52,30.95,40,23.81,41004
41,5,127,59,46.46,32,25.2,36,28.35,41005
41,6,135,55,40.74,41,30.37,39,28.89,41006
41,7,206,93,45.15,65,31.55,48,23.3,41007
41,8,144,66,45.83,37,25.69,41,28.47,41008
41,9,146,55,37.67,55,37.67,36,24.66,41009
41,10,163,54,33.13,59,36.2,50,30.67,41010
41,11,121,47,38.84,55,45.45,19,15.7,41011
41,12,160,68,42.5,65,40.63,27,16.88,41012
41,13,138,48,34.78,55,39.86,35,25.36,41013
