ward,precinct,total,"F. MICHAEL KELLEHER, JR.","F. MICHAEL KELLEHER, JR. Percent",PAT QUINN,PAT QUINN Percent,JOYCE W. WASHINGTON,JOYCE W. WASHINGTON Percent,precinct_id
10,24,132,40,30.3,80,60.61,12,9.09,10024
10,25,158,25,15.82,70,44.3,63,39.87,10025
10,26,107,24,22.43,64,59.81,19,17.76,10026
10,27,210,46,21.9,139,66.19,25,11.9,10027
10,28,166,8,4.82,39,23.49,119,71.69,10028
10,29,196,10,5.1,45,22.96,141,71.94,10029
10,30,158,36,22.78,90,56.96,32,20.25,10030
10,31,132,32,24.24,79,59.85,21,15.91,10031
10,32,136,26,19.12,93,68.38,17,12.5,10032
10,33,142,31,21.83,83,58.45,28,19.72,10033
10,34,120,32,26.67,66,55.0,22,18.33,10034
10,35,126,31,24.6,69,54.76,26,20.63,10035
10,36,166,41,24.7,59,35.54,66,39.76,10036
10,37,116,15,12.93,50,43.1,51,43.97,10037
10,38,207,57,27.54,117,56.52,33,15.94,10038
10,39,139,35,25.18,78,56.12,26,18.71,10039
10,40,116,22,18.97,54,46.55,40,34.48,10040
10,41,277,70,25.27,177,63.9,30,10.83,10041
10,42,161,46,28.57,101,62.73,14,8.7,10042
10,43,120,17,14.17,44,36.67,59,49.17,10043
10,44,126,28,22.22,70,55.56,28,22.22,10044
10,45,159,36,22.64,94,59.12,29,18.24,10045
10,46,134,31,23.13,87,64.93,16,11.94,10046
11,1,182,20,10.99,145,79.67,17,9.34,11001
11,2,178,34,19.1,125,70.22,19,10.67,11002
11,3,201,29,14.43,158,78.61,14,6.97,11003
11,4,260,46,17.69,197,75.77,17,6.54,11004
11,5,131,15,11.45,90,68.7,26,19.85,11005
11,6,259,44,16.99,193,74.52,22,8.49,11006
11,7,191,23,12.04,152,79.58,16,8.38,11007
11,8,178,36,20.22,120,67.42,22,12.36,11008
11,9,214,19,8.88,183,85.51,12,5.61,11009
11,10,122,18,14.75,89,72.95,15,12.3,11010
11,11,232,34,14.66,178,76.72,20,8.62,11011
11,12,267,24,8.99,227,85.02,16,5.99,11012
11,13,218,19,8.72,183,83.94,16,7.34,11013
11,14,75,13,17.33,49,65.33,13,17.33,11014
11,15,199,23,11.56,164,82.41,12,6.03,11015
11,16,214,21,9.81,174,81.31,19,8.88,11016
11,17,234,51,21.79,155,66.24,28,11.97,11017
11,18,149,24,16.11,111,74.5,14,9.4,11018
11,19,176,25,14.2,136,77.27,15,8.52,11019
11,20,285,31,10.88,241,84.56,13,4.56,11020
11,21,358,47,13.13,296,82.68,15,4.19,11021
11,22,116,18,15.52,78,67.24,20,17.24,11022
11,23,144,25,17.36,103,71.53,16,11.11,11023
11,24,306,24,7.84,271,88.56,11,3.59,11024
11,25,149,22,14.77,117,78.52,10,6.71,11025
11,26,281,44,15.66,218,77.58,19,6.76,11026
11,27,42,16,38.1,17,40.48,9,21.43,11027
11,28,34,6,17.65,26,76.47,2,5.88,11028
11,29,262,38,14.5,202,77.1,22,8.4,11029
11,30,162,36,22.22,105,64.81,21,12.96,11030
11,31,55,7,12.73,36,65.45,12,21.82,11031
11,32,207,26,12.56,175,84.54,6,2.9,11032
11,33,177,6,3.39,39,22.03,132,74.58,11033
11,34,137,15,10.95,94,68.61,28,20.44,11034
11,35,301,29,9.63,262,87.04,10,3.32,11035
11,36,104,26,25.0,61,58.65,17,16.35,11036
11,37,393,42,10.69,329,83.72,22,5.6,11037
11,38,305,32,10.49,248,81.31,25,8.2,11038
11,39,309,42,13.59,257,83.17,10,3.24,11039
11,40,225,22,9.78,188,83.56,15,6.67,11040
11,41,155,21,13.55,123,79.35,11,7.1,11041
11,42,138,17,12.32,119,86.23,2,1.45,11042
11,43,231,34,14.72,187,80.95,10,4.33,11043
11,44,191,28,14.66,144,75.39,19,9.95,11044
11,45,130,14,10.77,105,80.77,11,8.46,11045
11,46,151,10,6.62,114,75.5,27,17.88,11046
11,47,218,30,13.76,172,78.9,16,7.34,11047
11,48,145,16,11.03,120,82.76,9,6.21,11048
11,49,151,21,13.91,123,81.46,7,4.64,11049
11,50,101,14,13.86,78,77.23,9,8.91,11050
11,51,218,29,13.3,178,81.65,11,5.05,11051
11,52,189,28,14.81,149,78.84,12,6.35,11052
11,53,218,23,10.55,189,86.7,6,2.75,11053
11,54,70,8,11.43,50,71.43,12,17.14,11054
12,1,60,14,23.33,29,48.33,17,28.33,12001
12,2,86,23,26.74,50,58.14,13,15.12,12002
12,3,83,36,43.37,36,43.37,11,13.25,12003
12,4,91,24,26.37,53,58.24,14,15.38,12004
12,5,34,16,47.06,10,29.41,8,23.53,12005
12,6,82,30,36.59,38,46.34,14,17.07,12006
12,7,89,23,25.84,43,48.31,23,25.84,12007
12,8,106,39,36.79,52,49.06,15,14.15,12008
12,9,63,19,30.16,29,46.03,15,23.81,12009
12,10,73,16,21.92,41,56.16,16,21.92,12010
12,11,102,27,26.47,54,52.94,21,20.59,12011
12,12,62,20,32.26,35,56.45,7,11.29,12012
12,13,67,17,25.37,38,56.72,12,17.91,12013
12,14,110,37,33.64,51,46.36,22,20.0,12014
12,15,107,25,23.36,46,42.99,36,33.64,12015
12,16,100,31,31.0,50,50.0,19,19.0,12016
12,17,30,5,16.67,16,53.33,9,30.0,12017
12,18,72,12,16.67,26,36.11,34,47.22,12018
12,19,83,15,18.07,35,42.17,33,39.76,12019
12,20,99,22,22.22,43,43.43,34,34.34,12020
12,21,108,28,25.93,57,52.78,23,21.3,12021
12,22,90,27,30.0,37,41.11,26,28.89,12022
12,23,96,24,25.0,37,38.54,35,36.46,12023
12,24,37,11,29.73,22,59.46,4,10.81,12024
12,25,130,28,21.54,72,55.38,30,23.08,12025
12,26,67,19,28.36,31,46.27,17,25.37,12026
12,27,52,17,32.69,25,48.08,10,19.23,12027
12,28,81,15,18.52,47,58.02,19,23.46,12028
12,29,141,43,30.5,73,51.77,25,17.73,12029
12,30,102,31,30.39,53,51.96,18,17.65,12030
13,1,183,51,27.87,114,62.3,18,9.84,13001
13,2,171,48,28.07,99,57.89,24,14.04,13002
13,3,223,48,21.52,161,72.2,14,6.28,13003
13,4,248,74,29.84,156,62.9,18,7.26,13004
13,5,171,38,22.22,123,71.93,10,5.85,13005
13,6,181,44,24.31,115,63.54,22,12.15,13006
13,7,218,53,24.31,147,67.43,18,8.26,13007
13,8,203,48,23.65,120,59.11,35,17.24,13008
13,9,235,61,25.96,156,66.38,18,7.66,13009
13,10,211,53,25.12,127,60.19,31,14.69,13010
13,11,170,44,25.88,100,58.82,26,15.29,13011
13,12,214,51,23.83,139,64.95,24,11.21,13012
13,13,250,44,17.6,109,43.6,97,38.8,13013
13,14,159,45,28.3,95,59.75,19,11.95,13014
13,15,229,81,35.37,122,53.28,26,11.35,13015
13,16,185,45,24.32,122,65.95,18,9.73,13016
13,17,137,30,21.9,73,53.28,34,24.82,13017
13,18,176,57,32.39,89,50.57,30,17.05,13018
13,19,176,41,23.3,85,48.3,50,28.41,13019
13,20,195,52,26.67,121,62.05,22,11.28,13020
13,21,185,58,31.35,110,59.46,17,9.19,13021
13,22,211,71,33.65,121,57.35,19,9.0,13022
13,23,189,41,21.69,129,68.25,19,10.05,13023
13,24,279,73,26.16,185,66.31,21,7.53,13024
13,25,176,39,22.16,117,66.48,20,11.36,13025
13,26,173,49,28.32,100,57.8,24,13.87,13026
13,27,205,46,22.44,140,68.29,19,9.27,13027
13,28,170,53,31.18,94,55.29,23,13.53,13028
13,29,226,53,23.45,147,65.04,26,11.5,13029
13,30,194,50,25.77,115,59.28,29,14.95,13030
13,31,176,43,24.43,107,60.8,26,14.77,13031
13,32,184,20,10.87,77,41.85,87,47.28,13032
13,33,176,28,15.91,121,68.75,27,15.34,13033
13,34,187,56,29.95,110,58.82,21,11.23,13034
13,35,227,71,31.28,131,57.71,25,11.01,13035
13,36,139,32,23.02,92,66.19,15,10.79,13036
13,37,148,41,27.7,88,59.46,19,12.84,13037
13,38,107,36,33.64,59,55.14,12,11.21,13038
13,39,199,49,24.62,123,61.81,27,13.57,13039
13,40,179,48,26.82,106,59.22,25,13.97,13040
13,41,165,45,27.27,101,61.21,19,11.52,13041
13,42,241,54,22.41,146,60.58,41,17.01,13042
13,43,201,61,30.35,109,54.23,31,15.42,13043
13,44,135,30,22.22,79,58.52,26,19.26,13044
13,45,193,38,19.69,95,49.22,60,31.09,13045
13,46,212,59,27.83,138,65.09,15,7.08,13046
13,47,179,45,25.14,116,64.8,18,10.06,13047
13,48,185,38,20.54,126,68.11,21,11.35,13048
13,49,126,22,17.46,92,73.02,12,9.52,13049
13,50,238,68,28.57,131,55.04,39,16.39,13050
13,51,187,45,24.06,111,59.36,31,16.58,13051
13,52,247,68,27.53,143,57.89,36,14.57,13052
13,53,274,57,20.8,143,52.19,74,27.01,13053
13,54,246,68,27.64,152,61.79,26,10.57,13054
13,55,215,53,24.65,127,59.07,35,16.28,13055
13,56,273,75,27.47,167,61.17,31,11.36,13056
13,57,217,52,23.96,151,69.59,14,6.45,13057
13,58,266,70,26.32,169,63.53,27,10.15,13058
13,59,181,53,29.28,92,50.83,36,19.89,13059
13,60,182,46,25.27,111,60.99,25,13.74,13060
13,61,308,91,29.55,163,52.92,54,17.53,13061
13,62,230,59,25.65,145,63.04,26,11.3,13062
13,63,263,70,26.62,157,59.7,36,13.69,13063
14,1,109,26,23.85,61,55.96,22,20.18,14001
14,2,136,33,24.26,81,59.56,22,16.18,14002
14,3,154,41,26.62,84,54.55,29,18.83,14003
14,4,101,28,27.72,55,54.46,18,17.82,14004
14,5,184,117,63.59,48,26.09,19,10.33,14005
14,6,119,30,25.21,64,53.78,25,21.01,14006
14,7,142,55,38.73,60,42.25,27,19.01,14007
14,8,145,45,31.03,82,56.55,18,12.41,14008
14,9,130,40,30.77,68,52.31,22,16.92,14009
14,10,80,13,16.25,28,35.0,39,48.75,14010
14,11,134,57,42.54,53,39.55,24,17.91,14011
14,12,74,21,28.38,40,54.05,13,17.57,14012
14,13,156,48,30.77,80,51.28,28,17.95,14013
14,14,85,30,35.29,42,49.41,13,15.29,14014
14,15,67,12,17.91,26,38.81,29,43.28,14015
14,16,131,39,29.77,69,52.67,23,17.56,14016
14,17,117,32,27.35,50,42.74,35,29.91,14017
14,18,113,44,38.94,50,44.25,19,16.81,14018
14,19,179,83,46.37,69,38.55,27,15.08,14019
14,20,121,25,20.66,41,33.88,55,45.45,14020
14,21,198,80,40.4,59,29.8,59,29.8,14021
14,22,103,27,26.21,58,56.31,18,17.48,14022
14,23,96,32,33.33,54,56.25,10,10.42,14023
14,24,133,55,41.35,59,44.36,19,14.29,14024
14,25,131,31,23.66,57,43.51,43,32.82,14025
14,26,119,47,39.5,57,47.9,15,12.61,14026
14,27,231,115,49.78,79,34.2,37,16.02,14027
14,28,118,29,24.58,74,62.71,15,12.71,14028
14,29,171,68,39.77,61,35.67,42,24.56,14029
14,30,133,49,36.84,70,52.63,14,10.53,14030
14,31,127,64,50.39,51,40.16,12,9.45,14031
14,32,164,59,35.98,69,42.07,36,21.95,14032
14,33,113,63,55.75,39,34.51,11,9.73,14033
14,34,124,70,56.45,42,33.87,12,9.68,14034
14,35,75,20,26.67,42,56.0,13,17.33,14035
14,36,163,53,32.52,79,48.47,31,19.02,14036
14,37,129,44,34.11,64,49.61,21,16.28,14037
14,38,118,39,33.05,38,32.2,41,34.75,14038
14,39,144,45,31.25,81,56.25,18,12.5,14039
14,40,112,59,52.68,42,37.5,11,9.82,14040
14,41,121,36,29.75,64,52.89,21,17.36,14041
14,42,93,20,21.51,51,54.84,22,23.66,14042
14,43,154,48,31.17,94,61.04,12,7.79,14043
14,44,154,52,33.77,75,48.7,27,17.53,14044
14,45,161,62,38.51,67,41.61,32,19.88,14045
14,46,175,92,52.57,60,34.29,23,13.14,14046
14,47,213,122,57.28,64,30.05,27,12.68,14047
14,48,110,20,18.18,47,42.73,43,39.09,14048
15,1,173,3,1.73,31,17.92,139,80.35,15001
15,2,184,7,3.8,41,22.28,136,73.91,15002
15,3,180,6,3.33,29,16.11,145,80.56,15003
15,4,116,8,6.9,30,25.86,78,67.24,15004
15,5,147,12,8.16,38,25.85,97,65.99,15005
15,6,130,16,12.31,48,36.92,66,50.77,15006
15,7,168,3,1.79,37,22.02,128,76.19,15007
15,8,143,6,4.2,35,24.48,102,71.33,15008
15,9,119,6,5.04,40,33.61,73,61.34,15009
15,10,212,13,6.13,49,23.11,150,70.75,15010
15,11,161,4,2.48,42,26.09,115,71.43,15011
15,12,121,17,14.05,57,47.11,47,38.84,15012
15,13,103,3,2.91,28,27.18,72,69.9,15013
15,14,87,9,10.34,23,26.44,55,63.22,15014
15,15,128,7,5.47,22,17.19,99,77.34,15015
15,16,236,15,6.36,57,24.15,164,69.49,15016
15,17,178,5,2.81,35,19.66,138,77.53,15017
15,18,167,8,4.79,39,23.35,120,71.86,15018
15,19,151,4,2.65,38,25.17,109,72.19,15019
15,20,124,5,4.03,30,24.19,89,71.77,15020
15,21,205,8,3.9,51,24.88,146,71.22,15021
15,22,155,8,5.16,31,20.0,116,74.84,15022
15,23,122,6,4.92,24,19.67,92,75.41,15023
15,24,147,9,6.12,52,35.37,86,58.5,15024
15,25,169,9,5.33,51,30.18,109,64.5,15025
15,26,159,6,3.77,29,18.24,124,77.99,15026
15,27,189,6,3.17,57,30.16,126,66.67,15027
15,28,275,10,3.64,61,22.18,204,74.18,15028
15,29,125,4,3.2,28,22.4,93,74.4,15029
15,30,109,4,3.67,28,25.69,77,70.64,15030
15,31,151,11,7.28,35,23.18,105,69.54,15031
15,32,138,8,5.8,28,20.29,102,73.91,15032
15,33,133,5,3.76,23,17.29,105,78.95,15033
15,34,88,3,3.41,17,19.32,68,77.27,15034
15,35,200,10,5.0,51,25.5,139,69.5,15035
15,36,153,4,2.61,27,17.65,122,79.74,15036
15,37,165,7,4.24,33,20.0,125,75.76,15037
15,38,138,10,7.25,44,31.88,84,60.87,15038
15,39,145,6,4.14,32,22.07,107,73.79,15039
15,40,146,7,4.79,36,24.66,103,70.55,15040
15,41,154,11,7.14,36,23.38,107,69.48,15041
15,42,108,4,3.7,16,14.81,88,81.48,15042
15,43,139,13,9.35,29,20.86,97,69.78,15043
15,44,114,7,6.14,19,16.67,88,77.19,15044
15,45,163,32,19.63,72,44.17,59,36.2,15045
15,46,126,3,2.38,38,30.16,85,67.46,15046
15,47,170,4,2.35,34,20.0,132,77.65,15047
15,48,148,3,2.03,33,22.3,112,75.68,15048
15,49,55,5,9.09,16,29.09,34,61.82,15049
15,50,143,10,6.99,32,22.38,101,70.63,15050
16,1,82,21,25.61,29,35.37,32,39.02,16001
16,2,149,6,4.03,27,18.12,116,77.85,16002
16,3,150,5,3.33,31,20.67,114,76.0,16003
16,4,45,7,15.56,12,26.67,26,57.78,16004
16,5,142,9,6.34,29,20.42,104,73.24,16005
16,6,110,1,0.91,23,20.91,86,78.18,16006
16,7,117,7,5.98,29,24.79,81,69.23,16007
16,8,149,10,6.71,49,32.89,90,60.4,16008
16,9,228,13,5.7,46,20.18,169,74.12,16009
16,10,194,6,3.09,42,21.65,146,75.26,16010
16,11,118,10,8.47,41,34.75,67,56.78,16011
16,12,102,4,3.92,23,22.55,75,73.53,16012
16,13,95,20,21.05,35,36.84,40,42.11,16013
16,14,133,11,8.27,28,21.05,94,70.68,16014
16,15,138,7,5.07,32,23.19,99,71.74,16015
16,16,64,2,3.13,5,7.81,57,89.06,16016
16,17,35,5,14.29,6,17.14,24,68.57,16017
16,18,97,5,5.15,15,15.46,77,79.38,16018
16,19,124,4,3.23,30,24.19,90,72.58,16019
16,20,150,7,4.67,38,25.33,105,70.0,16020
16,21,116,26,22.41,56,48.28,34,29.31,16021
16,22,116,2,1.72,30,25.86,84,72.41,16022
16,23,117,18,15.38,41,35.04,58,49.57,16023
16,24,117,8,6.84,27,23.08,82,70.09,16024
16,25,104,4,3.85,15,14.42,85,81.73,16025
16,26,164,5,3.05,34,20.73,125,76.22,16026
16,27,105,1,0.95,20,19.05,84,80.0,16027
16,28,163,7,4.29,29,17.79,127,77.91,16028
16,29,99,5,5.05,18,18.18,76,76.77,16029
16,30,165,8,4.85,36,21.82,121,73.33,16030
16,31,160,6,3.75,30,18.75,124,77.5,16031
16,32,41,5,12.2,9,21.95,27,65.85,16032
16,33,112,5,4.46,32,28.57,75,66.96,16033
16,34,111,3,2.7,21,18.92,87,78.38,16034
16,35,102,3,2.94,24,23.53,75,73.53,16035
16,36,136,2,1.47,33,24.26,101,74.26,16036
16,37,100,2,2.0,19,19.0,79,79.0,16037
16,38,207,7,3.38,47,22.71,153,73.91,16038
16,39,135,9,6.67,24,17.78,102,75.56,16039
16,40,203,3,1.48,40,19.7,160,78.82,16040
16,41,80,16,20.0,28,35.0,36,45.0,16041
16,42,137,35,25.55,53,38.69,49,35.77,16042
17,1,93,6,6.45,23,24.73,64,68.82,17001
17,2,173,3,1.73,30,17.34,140,80.92,17002
17,3,130,3,2.31,28,21.54,99,76.15,17003
17,4,277,11,3.97,48,17.33,218,78.7,17004
17,5,171,3,1.75,40,23.39,128,74.85,17005
17,6,126,6,4.76,30,23.81,90,71.43,17006
17,7,197,6,3.05,28,14.21,163,82.74,17007
17,8,111,4,3.6,17,15.32,90,81.08,17008
17,9,135,4,2.96,23,17.04,108,80.0,17009
17,10,230,10,4.35,45,19.57,175,76.09,17010
17,11,173,6,3.47,31,17.92,136,78.61,17011
17,12,213,8,3.76,17,7.98,188,88.26,17012
17,13,124,2,1.61,30,24.19,92,74.19,17013
17,14,153,5,3.27,47,30.72,101,66.01,17014
17,15,181,6,3.31,35,19.34,140,77.35,17015
17,16,186,5,2.69,42,22.58,139,74.73,17016
17,17,121,7,5.79,20,16.53,94,77.69,17017
17,18,177,11,6.21,24,13.56,142,80.23,17018
17,19,106,3,2.83,19,17.92,84,79.25,17019
17,20,164,7,4.27,28,17.07,129,78.66,17020
17,21,270,4,1.48,40,14.81,226,83.7,17021
17,22,203,6,2.96,30,14.78,167,82.27,17022
17,23,121,4,3.31,25,20.66,92,76.03,17023
17,24,169,8,4.73,30,17.75,131,77.51,17024
17,25,108,5,4.63,15,13.89,88,81.48,17025
17,26,237,6,2.53,54,22.78,177,74.68,17026
17,27,203,12,5.91,40,19.7,151,74.38,17027
17,28,154,8,5.19,30,19.48,116,75.32,17028
17,29,225,3,1.33,48,21.33,174,77.33,17029
17,30,207,3,1.45,35,16.91,169,81.64,17030
17,31,122,6,4.92,22,18.03,94,77.05,17031
17,32,191,9,4.71,43,22.51,139,72.77,17032
17,33,194,4,2.06,41,21.13,149,76.8,17033
17,34,136,1,0.74,29,21.32,106,77.94,17034
17,35,117,1,0.85,23,19.66,93,79.49,17035
17,36,91,12,13.19,16,17.58,63,69.23,17036
17,37,173,2,1.16,36,20.81,135,78.03,17037
17,38,158,8,5.06,32,20.25,118,74.68,17038
17,39,139,4,2.88,29,20.86,106,76.26,17039
17,40,163,5,3.07,33,20.25,125,76.69,17040
17,41,157,7,4.46,32,20.38,118,75.16,17041
17,42,90,4,4.44,26,28.89,60,66.67,17042
17,43,132,7,5.3,17,12.88,108,81.82,17043
17,44,134,2,1.49,31,23.13,101,75.37,17044
17,45,99,10,10.1,15,15.15,74,74.75,17045
17,46,182,4,2.2,53,29.12,125,68.68,17046
17,47,102,3,2.94,20,19.61,79,77.45,17047
17,48,98,2,2.04,17,17.35,79,80.61,17048
17,49,130,3,2.31,26,20.0,101,77.69,17049
17,50,158,7,4.43,30,18.99,121,76.58,17050
17,51,177,3,1.69,25,14.12,149,84.18,17051
17,52,262,5,1.91,41,15.65,216,82.44,17052
17,53,167,10,5.99,30,17.96,127,76.05,17053
17,54,194,4,2.06,28,14.43,162,83.51,17054
17,55,148,6,4.05,13,8.78,129,87.16,17055
18,1,213,8,3.76,92,43.19,113,53.05,18001
18,2,211,15,7.11,79,37.44,117,55.45,18002
18,3,185,11,5.95,40,21.62,134,72.43,18003
18,4,334,12,3.59,82,24.55,240,71.86,18004
18,5,174,7,4.02,44,25.29,123,70.69,18005
18,6,211,7,3.32,37,17.54,167,79.15,18006
18,7,104,10,9.62,46,44.23,48,46.15,18007
18,8,185,8,4.32,62,33.51,115,62.16,18008
18,9,255,13,5.1,65,25.49,177,69.41,18009
18,10,351,14,3.99,101,28.77,236,67.24,18010
18,11,163,22,13.5,89,54.6,52,31.9,18011
18,12,194,9,4.64,64,32.99,121,62.37,18012
18,13,211,14,6.64,78,36.97,119,56.4,18013
18,14,300,10,3.33,58,19.33,232,77.33,18014
18,15,149,4,2.68,32,21.48,113,75.84,18015
18,16,226,6,2.65,54,23.89,166,73.45,18016
18,17,255,27,10.59,116,45.49,112,43.92,18017
18,18,311,13,4.18,52,16.72,246,79.1,18018
18,19,123,4,3.25,27,21.95,92,74.8,18019
18,20,224,8,3.57,51,22.77,165,73.66,18020
18,21,276,16,5.8,99,35.87,161,58.33,18021
18,22,242,6,2.48,55,22.73,181,74.79,18022
18,23,163,9,5.52,49,30.06,105,64.42,18023
18,24,264,4,1.52,47,17.8,213,80.68,18024
18,25,215,4,1.86,36,16.74,175,81.4,18025
18,26,256,4,1.56,49,19.14,203,79.3,18026
18,27,212,5,2.36,41,19.34,166,78.3,18027
18,28,178,5,2.81,34,19.1,139,78.09,18028
18,29,168,23,13.69,69,41.07,76,45.24,18029
18,30,258,12,4.65,51,19.77,195,75.58,18030
18,31,153,10,6.54,49,32.03,94,61.44,18031
18,32,232,6,2.59,54,23.28,172,74.14,18032
18,33,170,3,1.76,43,25.29,124,72.94,18033
18,34,349,16,4.58,92,26.36,241,69.05,18034
18,35,270,10,3.7,66,24.44,194,71.85,18035
18,36,118,9,7.63,68,57.63,41,34.75,18036
18,37,137,9,6.57,34,24.82,94,68.61,18037
18,38,269,5,1.86,45,16.73,219,81.41,18038
18,39,220,5,2.27,53,24.09,162,73.64,18039
18,40,268,6,2.24,64,23.88,198,73.88,18040
18,41,192,7,3.65,49,25.52,136,70.83,18041
18,42,180,8,4.44,41,22.78,131,72.78,18042
18,43,162,7,4.32,32,19.75,123,75.93,18043
18,44,252,6,2.38,59,23.41,187,74.21,18044
18,45,244,10,4.1,38,15.57,196,80.33,18045
18,46,194,5,2.58,34,17.53,155,79.9,18046
18,47,269,9,3.35,61,22.68,199,73.98,18047
18,48,127,4,3.15,19,14.96,104,81.89,18048
18,49,123,14,11.38,58,47.15,51,41.46,18049
18,50,197,7,3.55,48,24.37,142,72.08,18050
18,51,184,8,4.35,36,19.57,140,76.09,18051
18,52,190,4,2.11,37,19.47,149,78.42,18052
18,53,232,11,4.74,37,15.95,184,79.31,18053
18,54,272,11,4.04,56,20.59,205,75.37,18054
18,55,274,8,2.92,48,17.52,218,79.56,18055
18,56,205,5,2.44,47,22.93,153,74.63,18056
18,57,237,7,2.95,46,19.41,184,77.64,18057
18,58,173,3,1.73,26,15.03,144,83.24,18058
18,59,229,12,5.24,32,13.97,185,80.79,18059
18,60,169,1,0.59,42,24.85,126,74.56,18060
18,61,214,3,1.4,45,21.03,166,77.57,18061
18,62,176,4,2.27,25,14.2,147,83.52,18062
18,63,88,1,1.14,19,21.59,68,77.27,18063
19,1,321,117,36.45,181,56.39,23,7.17,19001
19,2,248,42,16.94,110,44.35,96,38.71,19002
19,3,267,79,29.59,180,67.42,8,3.0,19003
19,4,251,67,26.69,164,65.34,20,7.97,19004
19,5,262,58,22.14,93,35.5,111,42.37,19005
19,6,264,84,31.82,167,63.26,13,4.92,19006
19,7,281,91,32.38,166,59.07,24,8.54,19007
19,8,195,57,29.23,125,64.1,13,6.67,19008
19,9,215,66,30.7,136,63.26,13,6.05,19009
19,10,381,121,31.76,152,39.9,108,28.35,19010
19,11,295,84,28.47,185,62.71,26,8.81,19011
19,12,241,69,28.63,153,63.49,19,7.88,19012
19,13,225,14,6.22,46,20.44,165,73.33,19013
19,14,171,50,29.24,110,64.33,11,6.43,19014
19,15,132,31,23.48,91,68.94,10,7.58,19015
19,16,340,125,36.76,197,57.94,18,5.29,19016
19,17,272,95,34.93,159,58.46,18,6.62,19017
19,18,322,103,31.99,152,47.2,67,20.81,19018
19,19,316,75,23.73,167,52.85,74,23.42,19019
19,20,231,35,15.15,82,35.5,114,49.35,19020
19,21,210,52,24.76,137,65.24,21,10.0,19021
19,22,323,67,20.74,185,57.28,71,21.98,19022
19,23,361,141,39.06,191,52.91,29,8.03,19023
19,24,222,53,23.87,146,65.77,23,10.36,19024
19,25,310,87,28.06,163,52.58,60,19.35,19025
19,26,286,119,41.61,125,43.71,42,14.69,19026
19,27,161,32,19.88,51,31.68,78,48.45,19027
19,28,334,15,4.49,72,21.56,247,73.95,19028
19,29,221,61,27.6,147,66.52,13,5.88,19029
19,30,246,73,29.67,152,61.79,21,8.54,19030
19,31,241,81,33.61,121,50.21,39,16.18,19031
19,32,332,95,28.61,206,62.05,31,9.34,19032
19,33,289,83,28.72,189,65.4,17,5.88,19033
19,34,280,97,34.64,145,51.79,38,13.57,19034
19,35,264,89,33.71,100,37.88,75,28.41,19035
19,36,242,32,13.22,70,28.93,140,57.85,19036
19,37,239,45,18.83,99,41.42,95,39.75,19037
19,38,318,54,16.98,112,35.22,152,47.8,19038
19,39,163,18,11.04,51,31.29,94,57.67,19039
19,40,286,85,29.72,124,43.36,77,26.92,19040
19,41,271,88,32.47,160,59.04,23,8.49,19041
19,42,195,25,12.82,61,31.28,109,55.9,19042
19,43,264,9,3.41,50,18.94,205,77.65,19043
19,44,216,53,24.54,146,67.59,17,7.87,19044
19,45,348,90,25.86,234,67.24,24,6.9,19045
19,46,384,160,41.67,191,49.74,33,8.59,19046
19,47,200,31,15.5,82,41.0,87,43.5,19047
19,48,290,9,3.1,43,14.83,238,82.07,19048
19,49,328,38,11.59,106,32.32,184,56.1,19049
19,50,223,16,7.17,49,21.97,158,70.85,19050
19,51,240,58,24.17,162,67.5,20,8.33,19051
19,52,205,43,20.98,134,65.37,28,13.66,19052
19,53,295,91,30.85,176,59.66,28,9.49,19053
19,54,190,50,26.32,121,63.68,19,10.0,19054
19,55,230,52,22.61,148,64.35,30,13.04,19055
19,56,313,72,23.0,136,43.45,105,33.55,19056
19,57,305,78,25.57,119,39.02,108,35.41,19057
19,58,256,70,27.34,175,68.36,11,4.3,19058
19,59,300,83,27.67,199,66.33,18,6.0,19059
19,60,237,5,2.11,54,22.78,178,75.11,19060
19,61,362,127,35.08,198,54.7,37,10.22,19061
19,62,278,94,33.81,151,54.32,33,11.87,19062
19,63,176,37,21.02,68,38.64,71,40.34,19063
19,64,400,67,16.75,154,38.5,179,44.75,19064
19,65,241,49,20.33,101,41.91,91,37.76,19065
20,1,167,10,5.99,37,22.16,120,71.86,20001
20,2,146,5,3.42,24,16.44,117,80.14,20002
20,3,192,9,4.69,38,19.79,145,75.52,20003
20,4,163,4,2.45,36,22.09,123,75.46,20004
20,5,123,6,4.88,19,15.45,98,79.67,20005
20,6,163,2,1.23,36,22.09,125,76.69,20006
20,7,99,1,1.01,27,27.27,71,71.72,20007
20,8,116,1,0.86,21,18.1,94,81.03,20008
20,9,130,4,3.08,18,13.85,108,83.08,20009
20,10,206,6,2.91,39,18.93,161,78.16,20010
20,11,103,5,4.85,16,15.53,82,79.61,20011
20,12,154,5,3.25,30,19.48,119,77.27,20012
20,13,74,2,2.7,13,17.57,59,79.73,20013
20,14,254,7,2.76,43,16.93,204,80.31,20014
20,15,164,9,5.49,38,23.17,117,71.34,20015
20,16,98,3,3.06,28,28.57,67,68.37,20016
20,17,132,2,1.52,25,18.94,105,79.55,20017
20,18,215,9,4.19,37,17.21,169,78.6,20018
20,19,137,3,2.19,31,22.63,103,75.18,20019
20,20,147,3,2.04,28,19.05,116,78.91,20020
20,21,134,7,5.22,30,22.39,97,72.39,20021
