ward,precinct,total,DANNY K. DAVIS,DANNY K. DAVIS Percent,precinct_id
1,1,29,29,100.0,01001
1,6,48,48,100.0,01006
1,7,14,14,100.0,01007
1,11,1,1,100.0,01011
1,28,9,9,100.0,01028
1,31,78,78,100.0,01031
1,32,0,0,0.0,01032
1,35,39,39,100.0,01035
2,1,147,147,100.0,02001
2,3,102,102,100.0,02003
2,4,89,89,100.0,02004
2,5,82,82,100.0,02005
2,6,78,78,100.0,02006
2,7,226,226,100.0,02007
2,8,179,179,100.0,02008
2,9,0,0,0.0,02009
2,10,100,100,100.0,02010
2,11,311,311,100.0,02011
2,15,60,60,100.0,02015
2,16,104,104,100.0,02016
2,17,156,156,100.0,02017
2,19,77,77,100.0,02019
2,22,361,361,100.0,02022
2,23,126,126,100.0,02023
2,25,73,73,100.0,02025
2,26,127,127,100.0,02026
2,27,33,33,100.0,02027
2,28,238,238,100.0,02028
2,30,123,123,100.0,02030
2,32,128,128,100.0,02032
2,33,279,279,100.0,02033
2,34,214,214,100.0,02034
2,35,33,33,100.0,02035
2,36,85,85,100.0,02036
2,37,198,198,100.0,02037
2,38,166,166,100.0,02038
2,39,205,205,100.0,02039
2,40,184,184,100.0,02040
2,41,46,46,100.0,02041
2,42,60,60,100.0,02042
2,43,200,200,100.0,02043
2,48,216,216,100.0,02048
2,49,78,78,100.0,02049
2,50,82,82,100.0,02050
2,51,168,168,100.0,02051
2,52,149,149,100.0,02052
2,53,92,92,100.0,02053
2,54,169,169,100.0,02054
2,55,138,138,100.0,02055
2,56,59,59,100.0,02056
3,1,140,140,100.0,03001
3,2,285,285,100.0,03002
3,3,21,21,100.0,03003
3,4,58,58,100.0,03004
3,5,0,0,0.0,03005
3,6,0,0,0.0,03006
3,7,0,0,0.0,03007
3,8,89,89,100.0,03008
3,9,107,107,100.0,03009
3,10,84,84,100.0,03010
3,11,119,119,100.0,03011
3,12,157,157,100.0,03012
3,13,11,11,100.0,03013
3,14,91,91,100.0,03014
3,15,129,129,100.0,03015
3,16,209,209,100.0,03016
3,17,152,152,100.0,03017
3,18,125,125,100.0,03018
3,19,86,86,100.0,03019
