ward,precinct,total,NOREEN VALERIA LOVE,NOREEN VALERIA LOVE Percent,"JAMES C. MURRAY, JR.","JAMES C. MURRAY, JR. Percent",precinct_id
26,28,161,66,40.99,95,59.01,26028
26,29,113,63,55.75,50,44.25,26029
26,30,129,74,57.36,55,42.64,26030
26,31,40,25,62.5,15,37.5,26031
26,32,141,72,51.06,69,48.94,26032
26,33,122,61,50.0,61,50.0,26033
26,34,125,57,45.6,68,54.4,26034
26,35,95,43,45.26,52,54.74,26035
26,36,126,63,50.0,63,50.0,26036
26,37,120,63,52.5,57,47.5,26037
26,38,92,56,60.87,36,39.13,26038
27,1,45,19,42.22,26,57.78,27001
27,2,110,63,57.27,47,42.73,27002
27,3,110,76,69.09,34,30.91,27003
27,4,72,48,66.67,24,33.33,27004
27,5,65,38,58.46,27,41.54,27005
27,6,84,40,47.62,44,52.38,27006
27,7,82,49,59.76,33,40.24,27007
27,8,54,38,70.37,16,29.63,27008
27,9,217,63,29.03,154,70.97,27009
27,10,210,126,60.0,84,40.0,27010
27,11,88,57,64.77,31,35.23,27011
27,12,46,22,47.83,24,52.17,27012
27,13,263,138,52.47,125,47.53,27013
27,14,60,23,38.33,37,61.67,27014
27,15,89,46,51.69,43,48.31,27015
27,16,88,35,39.77,53,60.23,27016
27,17,145,98,67.59,47,32.41,27017
27,18,53,20,37.74,33,62.26,27018
27,19,109,68,62.39,41,37.61,27019
27,20,133,74,55.64,59,44.36,27020
27,21,66,27,40.91,39,59.09,27021
27,22,120,53,44.17,67,55.83,27022
27,23,96,73,76.04,23,23.96,27023
27,24,147,62,42.18,85,57.82,27024
27,25,83,50,60.24,33,39.76,27025
27,26,226,143,63.27,83,36.73,27026
27,27,55,33,60.0,22,40.0,27027
27,28,117,61,52.14,56,47.86,27028
27,29,87,48,55.17,39,44.83,27029
27,30,55,27,49.09,28,50.91,27030
27,31,103,68,66.02,35,33.98,27031
27,32,93,54,58.06,39,41.94,27032
27,33,101,62,61.39,39,38.61,27033
27,34,110,54,49.09,56,50.91,27034
27,35,66,40,60.61,26,39.39,27035
27,36,139,95,68.35,44,31.65,27036
27,37,117,58,49.57,59,50.43,27037
27,38,88,45,51.14,43,48.86,27038
27,39,62,20,32.26,42,67.74,27039
27,40,85,49,57.65,36,42.35,27040
27,41,121,72,59.5,49,40.5,27041
27,42,69,32,46.38,37,53.62,27042
27,43,92,44,47.83,48,52.17,27043
27,44,156,101,64.74,55,35.26,27044
27,45,153,69,45.1,84,54.9,27045
27,46,151,55,36.42,96,63.58,27046
27,47,83,54,65.06,29,34.94,27047
27,48,151,90,59.6,61,40.4,27048
27,49,109,75,68.81,34,31.19,27049
27,50,152,75,49.34,77,50.66,27050
27,51,86,27,31.4,59,68.6,27051
27,52,42,17,40.48,25,59.52,27052
27,53,128,76,59.38,52,40.63,27053
27,54,88,39,44.32,49,55.68,27054
27,55,47,15,31.91,32,68.09,27055
27,56,77,40,51.95,37,48.05,27056
27,57,69,34,49.28,35,50.72,27057
27,58,108,61,56.48,47,43.52,27058
27,59,43,33,76.74,10,23.26,27059
28,1,157,92,58.6,65,41.4,28001
28,2,84,62,73.81,22,26.19,28002
28,3,99,83,83.84,16,16.16,28003
28,4,188,143,76.06,45,23.94,28004
28,5,122,94,77.05,28,22.95,28005
28,6,155,120,77.42,35,22.58,28006
28,7,181,144,79.56,37,20.44,28007
28,8,75,50,66.67,25,33.33,28008
28,9,136,107,78.68,29,21.32,28009
28,10,151,114,75.5,37,24.5,28010
28,11,111,80,72.07,31,27.93,28011
28,12,99,76,76.77,23,23.23,28012
28,13,111,85,76.58,26,23.42,28013
28,14,40,23,57.5,17,42.5,28014
28,15,63,53,84.13,10,15.87,28015
28,16,110,82,74.55,28,25.45,28016
28,17,67,37,55.22,30,44.78,28017
28,18,153,123,80.39,30,19.61,28018
28,19,121,99,81.82,22,18.18,28019
28,20,144,97,67.36,47,32.64,28020
28,21,131,110,83.97,21,16.03,28021
28,22,131,110,83.97,21,16.03,28022
28,23,130,95,73.08,35,26.92,28023
28,24,69,50,72.46,19,27.54,28024
28,25,127,103,81.1,24,18.9,28025
28,26,114,99,86.84,15,13.16,28026
28,27,68,47,69.12,21,30.88,28027
28,28,105,74,70.48,31,29.52,28028
28,29,132,95,71.97,37,28.03,28029
28,30,68,51,75.0,17,25.0,28030
28,31,110,83,75.45,27,24.55,28031
28,32,110,75,68.18,35,31.82,28032
28,33,89,62,69.66,27,30.34,28033
28,34,134,86,64.18,48,35.82,28034
28,35,99,68,68.69,31,31.31,28035
28,36,116,100,86.21,16,13.79,28036
28,37,141,109,77.3,32,22.7,28037
28,38,91,75,82.42,16,17.58,28038
28,39,52,31,59.62,21,40.38,28039
28,40,128,97,75.78,31,24.22,28040
28,41,72,53,73.61,19,26.39,28041
28,42,84,61,72.62,23,27.38,28042
28,43,69,55,79.71,14,20.29,28043
28,44,66,49,74.24,17,25.76,28044
28,45,78,57,73.08,21,26.92,28045
28,46,96,70,72.92,26,27.08,28046
28,47,115,86,74.78,29,25.22,28047
28,48,32,24,75.0,8,25.0,28048
28,49,84,68,80.95,16,19.05,28049
28,50,58,45,77.59,13,22.41,28050
28,51,104,73,70.19,31,29.81,28051
28,52,115,88,76.52,27,23.48,28052
28,53,39,25,64.1,14,35.9,28053
28,54,72,51,70.83,21,29.17,28054
28,55,74,58,78.38,16,21.62,28055
28,56,88,53,60.23,35,39.77,28056
28,57,115,83,72.17,32,27.83,28057
28,58,75,52,69.33,23,30.67,28058
28,59,86,74,86.05,12,13.95,28059
28,60,92,71,77.17,21,22.83,28060
28,61,61,38,62.3,23,37.7,28061
29,1,161,70,43.48,91,56.52,29001
29,2,69,45,65.22,24,34.78,29002
29,3,145,73,50.34,72,49.66,29003
29,4,189,106,56.08,83,43.92,29004
29,5,186,76,40.86,110,59.14,29005
29,6,61,27,44.26,34,55.74,29006
29,7,122,69,56.56,53,43.44,29007
29,8,170,85,50.0,85,50.0,29008
29,9,128,64,50.0,64,50.0,29009
29,10,173,43,24.86,130,75.14,29010
29,11,138,88,63.77,50,36.23,29011
29,12,132,56,42.42,76,57.58,29012
29,13,195,93,47.69,102,52.31,29013
29,14,156,87,55.77,69,44.23,29014
29,15,179,112,62.57,67,37.43,29015
29,16,167,38,22.75,129,77.25,29016
29,17,119,68,57.14,51,42.86,29017
29,18,203,88,43.35,115,56.65,29018
29,19,145,67,46.21,78,53.79,29019
29,20,203,93,45.81,110,54.19,29020
29,21,123,57,46.34,66,53.66,29021
29,22,106,50,47.17,56,52.83,29022
29,23,113,55,48.67,58,51.33,29023
29,24,175,106,60.57,69,39.43,29024
29,25,234,77,32.91,157,67.09,29025
29,26,164,83,50.61,81,49.39,29026
29,27,109,61,55.96,48,44.04,29027
29,28,114,59,51.75,55,48.25,29028
29,29,241,101,41.91,140,58.09,29029
29,30,150,70,46.67,80,53.33,29030
29,31,165,98,59.39,67,40.61,29031
29,32,160,95,59.38,65,40.63,29032
29,33,154,78,50.65,76,49.35,29033
29,34,111,52,46.85,59,53.15,29034
29,35,239,58,24.27,181,75.73,29035
29,36,206,78,37.86,128,62.14,29036
29,37,160,94,58.75,66,41.25,29037
29,38,159,90,56.6,69,43.4,29038
29,39,122,64,52.46,58,47.54,29039
29,40,231,109,47.19,122,52.81,29040
29,41,220,111,50.45,109,49.55,29041
29,42,111,42,37.84,69,62.16,29042
29,43,222,119,53.6,103,46.4,29043
29,44,172,101,58.72,71,41.28,29044
29,45,147,65,44.22,82,55.78,29045
29,46,129,75,58.14,54,41.86,29046
29,47,251,139,55.38,112,44.62,29047
29,48,59,31,52.54,28,47.46,29048
29,49,249,93,37.35,156,62.65,29049
29,50,205,95,46.34,110,53.66,29050
29,51,160,92,57.5,68,42.5,29051
29,52,125,72,57.6,53,42.4,29052
29,53,93,42,45.16,51,54.84,29053
29,54,117,52,44.44,65,55.56,29054
29,55,32,15,46.88,17,53.13,29055
29,56,131,73,55.73,58,44.27,29056
30,1,183,66,36.07,117,63.93,30001
30,2,121,61,50.41,60,49.59,30002
30,3,197,97,49.24,100,50.76,30003
30,4,201,102,50.75,99,49.25,30004
30,5,89,45,50.56,44,49.44,30005
30,6,138,48,34.78,90,65.22,30006
30,7,139,59,42.45,80,57.55,30007
30,8,164,92,56.1,72,43.9,30008
30,9,245,95,38.78,150,61.22,30009
30,10,117,60,51.28,57,48.72,30010
30,11,123,69,56.1,54,43.9,30011
30,12,142,64,45.07,78,54.93,30012
30,13,89,44,49.44,45,50.56,30013
30,14,110,42,38.18,68,61.82,30014
30,15,171,75,43.86,96,56.14,30015
30,16,104,56,53.85,48,46.15,30016
30,17,83,52,62.65,31,37.35,30017
30,18,178,72,40.45,106,59.55,30018
30,19,163,71,43.56,92,56.44,30019
30,20,76,41,53.95,35,46.05,30020
30,21,35,17,48.57,18,51.43,30021
30,22,111,42,37.84,69,62.16,30022
30,23,87,41,47.13,46,52.87,30023
30,24,74,42,56.76,32,43.24,30024
30,25,129,64,49.61,65,50.39,30025
30,26,136,76,55.88,60,44.12,30026
30,27,114,58,50.88,56,49.12,30027
30,28,148,73,49.32,75,50.68,30028
30,29,129,65,50.39,64,49.61,30029
30,30,158,72,45.57,86,54.43,30030
30,31,110,58,52.73,52,47.27,30031
30,32,150,65,43.33,85,56.67,30032
30,33,89,39,43.82,50,56.18,30033
30,34,261,127,48.66,134,51.34,30034
30,35,103,46,44.66,57,55.34,30035
30,36,106,48,45.28,58,54.72,30036
30,37,99,42,42.42,57,57.58,30037
30,38,156,64,41.03,92,58.97,30038
30,39,119,57,47.9,62,52.1,30039
30,40,128,51,39.84,77,60.16,30040
30,41,46,20,43.48,26,56.52,30041
30,42,145,74,51.03,71,48.97,30042
30,43,109,64,58.72,45,41.28,30043
30,44,168,91,54.17,77,45.83,30044
30,45,103,62,60.19,41,39.81,30045
31,1,75,41,54.67,34,45.33,31001
31,2,98,52,53.06,46,46.94,31002
31,3,85,57,67.06,28,32.94,31003
31,4,144,89,61.81,55,38.19,31004
31,5,90,49,54.44,41,45.56,31005
31,6,37,20,54.05,17,45.95,31006
31,7,77,49,63.64,28,36.36,31007
31,8,57,33,57.89,24,42.11,31008
31,9,72,47,65.28,25,34.72,31009
31,10,84,56,66.67,28,33.33,31010
31,11,70,46,65.71,24,34.29,31011
31,12,119,68,57.14,51,42.86,31012
31,13,84,46,54.76,38,45.24,31013
31,14,111,60,54.05,51,45.95,31014
31,15,89,62,69.66,27,30.34,31015
31,16,67,48,71.64,19,28.36,31016
31,17,128,74,57.81,54,42.19,31017
31,18,27,11,40.74,16,59.26,31018
31,19,13,11,84.62,2,15.38,31019
31,20,70,39,55.71,31,44.29,31020
31,21,81,48,59.26,33,40.74,31021
31,22,97,55,56.7,42,43.3,31022
31,23,100,47,47.0,53,53.0,31023
31,24,136,82,60.29,54,39.71,31024
31,25,105,58,55.24,47,44.76,31025
31,26,61,36,59.02,25,40.98,31026
31,27,74,34,45.95,40,54.05,31027
31,28,91,55,60.44,36,39.56,31028
31,29,55,33,60.0,22,40.0,31029
31,30,96,50,52.08,46,47.92,31030
31,31,145,80,55.17,65,44.83,31031
31,32,75,36,48.0,39,52.0,31032
31,33,148,68,45.95,80,54.05,31033
31,34,111,58,52.25,53,47.75,31034
31,35,72,45,62.5,27,37.5,31035
31,36,136,72,52.94,64,47.06,31036
31,37,98,64,65.31,34,34.69,31037
31,38,83,51,61.45,32,38.55,31038
31,39,67,36,53.73,31,46.27,31039
31,40,92,54,58.7,38,41.3,31040
31,41,70,37,52.86,33,47.14,31041
31,42,68,41,60.29,27,39.71,31042
31,43,67,41,61.19,26,38.81,31043
31,44,84,50,59.52,34,40.48,31044
31,45,61,41,67.21,20,32.79,31045
32,1,112,59,52.68,53,47.32,32001
32,2,91,46,50.55,45,49.45,32002
32,3,92,47,51.09,45,48.91,32003
32,4,173,83,47.98,90,52.02,32004
32,5,95,49,51.58,46,48.42,32005
32,6,120,59,49.17,61,50.83,32006
32,7,77,43,55.84,34,44.16,32007
32,8,118,52,44.07,66,55.93,32008
32,9,194,85,43.81,109,56.19,32009
32,10,79,37,46.84,42,53.16,32010
32,11,119,73,61.34,46,38.66,32011
32,12,67,43,64.18,24,35.82,32012
32,13,83,34,40.96,49,59.04,32013
32,14,64,32,50.0,32,50.0,32014
32,15,119,70,58.82,49,41.18,32015
32,16,144,64,44.44,80,55.56,32016
32,17,102,56,54.9,46,45.1,32017
32,18,84,45,53.57,39,46.43,32018
32,19,223,117,52.47,106,47.53,32019
32,20,111,51,45.95,60,54.05,32020
32,21,142,78,54.93,64,45.07,32021
32,22,143,73,51.05,70,48.95,32022
32,23,96,55,57.29,41,42.71,32023
32,24,107,70,65.42,37,34.58,32024
32,25,136,74,54.41,62,45.59,32025
32,26,118,63,53.39,55,46.61,32026
32,27,99,51,51.52,48,48.48,32027
32,28,76,37,48.68,39,51.32,32028
32,29,113,53,46.9,60,53.1,32029
32,30,107,55,51.4,52,48.6,32030
32,31,131,68,51.91,63,48.09,32031
32,32,102,44,43.14,58,56.86,32032
32,33,86,43,50.0,43,50.0,32033
32,34,135,79,58.52,56,41.48,32034
32,35,150,72,48.0,78,52.0,32035
32,36,166,94,56.63,72,43.37,32036
32,37,108,54,50.0,54,50.0,32037
32,38,151,85,56.29,66,43.71,32038
32,39,112,53,47.32,59,52.68,32039
32,40,130,67,51.54,63,48.46,32040
32,41,173,96,55.49,77,44.51,32041
32,42,149,88,59.06,61,40.94,32042
32,43,136,61,44.85,75,55.15,32043
32,44,110,55,50.0,55,50.0,32044
32,45,150,86,57.33,64,42.67,32045
32,46,27,13,48.15,14,51.85,32046
32,47,59,34,57.63,25,42.37,32047
32,48,118,56,47.46,62,52.54,32048
33,1,171,78,45.61,93,54.39,33001
33,2,247,78,31.58,169,68.42,33002
33,3,143,75,52.45,68,47.55,33003
33,4,194,65,33.51,129,66.49,33004
33,5,133,70,52.63,63,47.37,33005
33,6,193,72,37.31,121,62.69,33006
33,7,220,102,46.36,118,53.64,33007
33,8,131,75,57.25,56,42.75,33008
33,9,148,78,52.7,70,47.3,33009
33,10,186,77,41.4,109,58.6,33010
33,11,154,71,46.1,83,53.9,33011
33,12,213,81,38.03,132,61.97,33012
33,13,208,89,42.79,119,57.21,33013
33,14,121,62,51.24,59,48.76,33014
33,15,46,19,41.3,27,58.7,33015
33,16,155,63,40.65,92,59.35,33016
33,17,187,72,38.5,115,61.5,33017
33,18,56,30,53.57,26,46.43,33018
33,19,144,59,40.97,85,59.03,33019
33,20,166,75,45.18,91,54.82,33020
33,21,158,57,36.08,101,63.92,33021
33,22,280,92,32.86,188,67.14,33022
33,23,200,89,44.5,111,55.5,33023
33,24,205,98,47.8,107,52.2,33024
33,25,261,110,42.15,151,57.85,33025
33,26,143,70,48.95,73,51.05,33026
33,27,264,77,29.17,187,70.83,33027
33,28,187,80,42.78,107,57.22,33028
33,29,165,70,42.42,95,57.58,33029
33,30,148,55,37.16,93,62.84,33030
33,31,143,63,44.06,80,55.94,33031
33,32,40,20,50.0,20,50.0,33032
33,33,168,72,42.86,96,57.14,33033
33,34,163,66,40.49,97,59.51,33034
33,35,188,88,46.81,100,53.19,33035
33,36,225,85,37.78,140,62.22,33036
33,37,120,66,55.0,54,45.0,33037
33,38,56,27,48.21,29,51.79,33038
34,1,287,200,69.69,87,30.31,34001
34,2,173,100,57.8,73,42.2,34002
34,3,156,81,51.92,75,48.08,34003
34,4,181,85,46.96,96,53.04,34004
34,5,115,58,50.43,57,49.57,34005
34,6,227,122,53.74,105,46.26,34006
34,7,280,165,58.93,115,41.07,34007
34,8,228,152,66.67,76,33.33,34008
34,9,144,79,54.86,65,45.14,34009
34,10,250,152,60.8,98,39.2,34010
34,11,130,86,66.15,44,33.85,34011
34,12,194,129,66.49,65,33.51,34012
34,13,106,64,60.38,42,39.62,34013
34,14,111,62,55.86,49,44.14,34014
34,15,114,63,55.26,51,44.74,34015
34,16,149,92,61.74,57,38.26,34016
34,17,207,117,56.52,90,43.48,34017
34,18,139,78,56.12,61,43.88,34018
34,19,145,69,47.59,76,52.41,34019
34,20,225,119,52.89,106,47.11,34020
34,21,246,144,58.54,102,41.46,34021
34,22,241,146,60.58,95,39.42,34022
34,23,177,101,57.06,76,42.94,34023
34,24,192,105,54.69,87,45.31,34024
34,25,118,76,64.41,42,35.59,34025
34,26,155,60,38.71,95,61.29,34026
34,27,122,71,58.2,51,41.8,34027
34,28,108,38,35.19,70,64.81,34028
34,29,224,133,59.38,91,40.63,34029
34,30,260,142,54.62,118,45.38,34030
34,31,174,105,60.34,69,39.66,34031
34,32,220,112,50.91,108,49.09,34032
34,33,142,97,68.31,45,31.69,34033
34,34,211,128,60.66,83,39.34,34034
34,35,247,119,48.18,128,51.82,34035
34,36,250,149,59.6,101,40.4,34036
34,37,118,50,42.37,68,57.63,34037
34,38,129,58,44.96,71,55.04,34038
34,39,116,64,55.17,52,44.83,34039
34,40,223,121,54.26,102,45.74,34040
34,41,170,95,55.88,75,44.12,34041
34,42,227,143,63.0,84,37.0,34042
34,43,212,125,58.96,87,41.04,34043
34,44,236,98,41.53,138,58.47,34044
34,45,239,146,61.09,93,38.91,34045
34,46,130,71,54.62,59,45.38,34046
34,47,96,67,69.79,29,30.21,34047
34,48,200,128,64.0,72,36.0,34048
34,49,228,141,61.84,87,38.16,34049
34,50,159,91,57.23,68,42.77,34050
34,51,282,147,52.13,135,47.87,34051
34,52,158,67,42.41,91,57.59,34052
34,53,158,101,63.92,57,36.08,34053
34,54,180,89,49.44,91,50.56,34054
34,55,126,84,66.67,42,33.33,34055
34,56,141,88,62.41,53,37.59,34056
34,57,112,57,50.89,55,49.11,34057
34,58,173,57,32.95,116,67.05,34058
34,59,146,84,57.53,62,42.47,34059
34,60,191,97,50.79,94,49.21,34060
34,61,183,124,67.76,59,32.24,34061
35,1,84,36,42.86,48,57.14,35001
35,2,151,94,62.25,57,37.75,35002
35,3,81,41,50.62,40,49.38,35003
35,4,63,34,53.97,29,46.03,35004
35,5,132,72,54.55,60,45.45,35005
35,6,117,61,52.14,56,47.86,35006
35,7,124,69,55.65,55,44.35,35007
35,8,39,15,38.46,24,61.54,35008
35,9,123,63,51.22,60,48.78,35009
35,10,89,45,50.56,44,49.44,35010
35,11,78,46,58.97,32,41.03,35011
35,12,123,73,59.35,50,40.65,35012
35,13,183,114,62.3,69,37.7,35013
35,14,123,70,56.91,53,43.09,35014
35,15,138,69,50.0,69,50.0,35015
35,16,113,60,53.1,53,46.9,35016
35,17,115,58,50.43,57,49.57,35017
35,18,125,65,52.0,60,48.0,35018
35,19,129,65,50.39,64,49.61,35019
35,20,54,30,55.56,24,44.44,35020
35,21,182,95,52.2,87,47.8,35021
35,22,90,51,56.67,39,43.33,35022
35,23,106,60,56.6,46,43.4,35023
35,24,109,72,66.06,37,33.94,35024
35,25,121,73,60.33,48,39.67,35025
35,26,76,53,69.74,23,30.26,35026
35,27,171,91,53.22,80,46.78,35027
35,28,107,63,58.88,44,41.12,35028
35,29,116,53,45.69,63,54.31,35029
35,30,188,86,45.74,102,54.26,35030
35,31,133,69,51.88,64,48.12,35031
35,32,67,48,71.64,19,28.36,35032
35,33,76,40,52.63,36,47.37,35033
35,34,147,80,54.42,67,45.58,35034
35,35,65,35,53.85,30,46.15,35035
36,1,133,48,36.09,85,63.91,36001
36,2,126,53,42.06,73,57.94,36002
36,3,187,57,30.48,130,69.52,36003
36,4,55,20,36.36,35,63.64,36004
36,5,116,43,37.07,73,62.93,36005
36,6,127,50,39.37,77,60.63,36006
36,7,161,63,39.13,98,60.87,36007
36,8,178,63,35.39,115,64.61,36008
36,9,160,54,33.75,106,66.25,36009
36,10,152,71,46.71,81,53.29,36010
36,11,236,69,29.24,167,70.76,36011
36,12,173,73,42.2,100,57.8,36012
36,13,283,53,18.73,230,81.27,36013
36,14,200,50,25.0,150,75.0,36014
36,15,144,44,30.56,100,69.44,36015
36,16,179,83,46.37,96,53.63,36016
36,17,135,39,28.89,96,71.11,36017
36,18,170,76,44.71,94,55.29,36018
36,19,353,24,6.8,329,93.2,36019
36,20,208,60,28.85,148,71.15,36020
36,21,177,68,38.42,109,61.58,36021
36,22,226,94,41.59,132,58.41,36022
36,23,89,36,40.45,53,59.55,36023
36,24,177,100,56.5,77,43.5,36024
36,25,118,41,34.75,77,65.25,36025
36,26,264,138,52.27,126,47.73,36026
36,27,147,54,36.73,93,63.27,36027
36,28,141,48,34.04,93,65.96,36028
36,29,172,61,35.47,111,64.53,36029
36,30,210,67,31.9,143,68.1,36030
36,31,189,60,31.75,129,68.25,36031
36,32,182,57,31.32,125,68.68,36032
36,33,154,74,48.05,80,51.95,36033
36,34,122,43,35.25,79,64.75,36034
36,35,205,58,28.29,147,71.71,36035
36,36,154,72,46.75,82,53.25,36036
36,37,136,44,32.35,92,67.65,36037
36,38,118,43,36.44,75,63.56,36038
36,39,172,62,36.05,110,63.95,36039
36,40,174,60,34.48,114,65.52,36040
36,41,126,59,46.83,67,53.17,36041
36,42,127,43,33.86,84,66.14,36042
36,43,192,91,47.4,101,52.6,36043
36,44,161,85,52.8,76,47.2,36044
36,45,150,48,32.0,102,68.0,36045
36,46,155,57,36.77,98,63.23,36046
36,47,138,55,39.86,83,60.14,36047
36,48,175,51,29.14,124,70.86,36048
36,49,151,46,30.46,105,69.54,36049
36,50,150,65,43.33,85,56.67,36050
36,51,188,61,32.45,127,67.55,36051
36,52,124,35,28.23,89,71.77,36052
36,53,171,71,41.52,100,58.48,36053
36,54,215,104,48.37,111,51.63,36054
36,55,206,85,41.26,121,58.74,36055
36,56,120,52,43.33,68,56.67,36056
37,1,120,63,52.5,57,47.5,37001
37,2,71,52,73.24,19,26.76,37002
37,3,66,45,68.18,21,31.82,37003
37,4,148,84,56.76,64,43.24,37004
37,5,130,95,73.08,35,26.92,37005
37,6,216,137,63.43,79,36.57,37006
37,7,178,80,44.94,98,55.06,37007
37,8,110,76,69.09,34,30.91,37008
37,9,131,83,63.36,48,36.64,37009
37,10,214,134,62.62,80,37.38,37010
37,11,30,14,46.67,16,53.33,37011
37,12,131,86,65.65,45,34.35,37012
37,13,125,85,68.0,40,32.0,37013
37,14,151,106,70.2,45,29.8,37014
37,15,120,67,55.83,53,44.17,37015
37,16,208,142,68.27,66,31.73,37016
37,17,136,88,64.71,48,35.29,37017
37,18,138,96,69.57,42,30.43,37018
37,19,124,81,65.32,43,34.68,37019
37,20,140,96,68.57,44,31.43,37020
37,21,166,113,68.07,53,31.93,37021
37,22,111,81,72.97,30,27.03,37022
37,23,96,66,68.75,30,31.25,37023
37,24,142,72,50.7,70,49.3,37024
37,25,153,116,75.82,37,24.18,37025
37,26,163,114,69.94,49,30.06,37026
37,27,83,63,75.9,20,24.1,37027
37,28,112,68,60.71,44,39.29,37028
37,29,163,101,61.96,62,38.04,37029
37,30,101,56,55.45,45,44.55,37030
37,31,250,175,70.0,75,30.0,37031
37,32,142,97,68.31,45,31.69,37032
37,33,145,101,69.66,44,30.34,37033
37,34,183,124,67.76,59,32.24,37034
37,35,20,11,55.0,9,45.0,37035
37,36,122,74,60.66,48,39.34,37036
37,37,166,111,66.87,55,33.13,37037
37,38,142,93,65.49,49,34.51,37038
37,39,102,55,53.92,47,46.08,37039
37,40,134,99,73.88,35,26.12,37040
37,41,198,149,75.25,49,24.75,37041
37,42,34,21,61.76,13,38.24,37042
37,43,187,130,69.52,57,30.48,37043
37,44,179,126,70.39,53,29.61,37044
37,45,124,78,62.9,46,37.1,37045
37,46,134,72,53.73,62,46.27,37046
37,47,21,13,61.9,8,38.1,37047
37,48,141,92,65.25,49,34.75,37048
37,49,120,76,63.33,44,36.67,37049
37,50,50,37,74.0,13,26.0,37050
37,51,100,73,73.0,27,27.0,37051
38,1,103,43,41.75,60,58.25,38001
38,2,150,85,56.67,65,43.33,38002
38,3,153,52,33.99,101,66.01,38003
38,4,53,23,43.4,30,56.6,38004
38,5,202,92,45.54,110,54.46,38005
38,6,142,70,49.3,72,50.7,38006
38,7,182,73,40.11,109,59.89,38007
38,8,198,77,38.89,121,61.11,38008
38,9,154,68,44.16,86,55.84,38009
38,10,126,39,30.95,87,69.05,38010
38,11,117,61,52.14,56,47.86,38011
38,12,101,39,38.61,62,61.39,38012
38,13,125,51,40.8,74,59.2,38013
38,14,137,55,40.15,82,59.85,38014
38,15,118,37,31.36,81,68.64,38015
38,16,165,68,41.21,97,58.79,38016
38,17,128,55,42.97,73,57.03,38017
38,18,129,49,37.98,80,62.02,38018
38,19,117,46,39.32,71,60.68,38019
38,20,140,72,51.43,68,48.57,38020
38,21,146,67,45.89,79,54.11,38021
38,22,166,64,38.55,102,61.45,38022
38,23,121,56,46.28,65,53.72,38023
38,24,85,50,58.82,35,41.18,38024
38,25,128,54,42.19,74,57.81,38025
38,26,119,42,35.29,77,64.71,38026
38,27,98,54,55.1,44,44.9,38027
38,28,112,51,45.54,61,54.46,38028
38,29,106,49,46.23,57,53.77,38029
38,30,129,45,34.88,84,65.12,38030
38,31,145,64,44.14,81,55.86,38031
38,32,156,59,37.82,97,62.18,38032
38,33,122,50,40.98,72,59.02,38033
38,34,125,57,45.6,68,54.4,38034
38,35,145,82,56.55,63,43.45,38035
38,36,154,56,36.36,98,63.64,38036
38,37,165,71,43.03,94,56.97,38037
38,38,155,74,47.74,81,52.26,38038
38,39,141,65,46.1,76,53.9,38039
38,40,104,56,53.85,48,46.15,38040
38,41,187,80,42.78,107,57.22,38041
38,42,149,61,40.94,88,59.06,38042
38,43,143,67,46.85,76,53.15,38043
38,44,143,72,50.35,71,49.65,38044
38,45,171,67,39.18,104,60.82,38045
38,46,139,55,39.57,84,60.43,38046
38,47,137,57,41.61,80,58.39,38047
38,48,144,76,52.78,68,47.22,38048
38,49,134,54,40.3,80,59.7,38049
38,50,162,62,38.27,100,61.73,38050
38,51,118,62,52.54,56,47.46,38051
38,52,143,65,45.45,78,54.55,38052
38,53,136,71,52.21,65,47.79,38053
38,54,151,55,36.42,96,63.58,38054
38,55,201,81,40.3,120,59.7,38055
38,56,144,66,45.83,78,54.17,38056
39,1,133,46,34.59,87,65.41,39001
39,2,204,76,37.25,128,62.75,39002
39,3,155,40,25.81,115,74.19,39003
39,4,93,28,30.11,65,69.89,39004
39,5,138,71,51.45,67,48.55,39005
39,6,140,59,42.14,81,57.86,39006
39,7,155,47,30.32,108,69.68,39007
39,8,127,47,37.01,80,62.99,39008
39,9,215,78,36.28,137,63.72,39009
39,10,121,52,42.98,69,57.02,39010
39,11,169,64,37.87,105,62.13,39011
39,12,81,34,41.98,47,58.02,39012
39,13,62,28,45.16,34,54.84,39013
39,14,124,60,48.39,64,51.61,39014
39,15,110,36,32.73,74,67.27,39015
39,16,86,43,50.0,43,50.0,39016
39,17,97,53,54.64,44,45.36,39017
39,18,140,68,48.57,72,51.43,39018
39,19,99,43,43.43,56,56.57,39019
39,20,116,34,29.31,82,70.69,39020
39,21,96,52,54.17,44,45.83,39021
39,22,63,25,39.68,38,60.32,39022
39,23,86,28,32.56,58,67.44,39023
39,24,118,65,55.08,53,44.92,39024
39,25,53,28,52.83,25,47.17,39025
39,26,142,53,37.32,89,62.68,39026
39,27,76,37,48.68,39,51.32,39027
39,28,80,33,41.25,47,58.75,39028
39,29,81,43,53.09,38,46.91,39029
39,30,137,65,47.45,72,52.55,39030
39,31,86,50,58.14,36,41.86,39031
39,32,124,65,52.42,59,47.58,39032
39,33,156,63,40.38,93,59.62,39033
39,34,134,60,44.78,74,55.22,39034
39,35,125,64,51.2,61,48.8,39035
39,36,214,98,45.79,116,54.21,39036
39,37,188,67,35.64,121,64.36,39037
39,38,238,78,32.77,160,67.23,39038
39,39,77,32,41.56,45,58.44,39039
39,40,89,32,35.96,57,64.04,39040
