ward,precinct,total,JULIE HAMOS,JULIE HAMOS Percent,precinct_id
49,1,133,133,100.0,49001
49,5,90,90,100.0,49005
49,6,119,119,100.0,49006
49,11,3,3,100.0,49011
49,14,113,113,100.0,49014
49,16,112,112,100.0,49016
49,19,5,5,100.0,49019
49,20,139,139,100.0,49020
49,30,96,96,100.0,49030
49,34,79,79,100.0,49034
49,35,120,120,100.0,49035
