ward,precinct,total,ROBERT R. EGAN,ROBERT R. EGAN Percent,MARY ANNE MASON,MARY ANNE MASON Percent,precinct_id
26,31,41,20,48.78,21,51.22,26031
26,32,133,60,45.11,73,54.89,26032
26,33,120,45,37.5,75,62.5,26033
26,34,124,48,38.71,76,61.29,26034
26,35,90,45,50.0,45,50.0,26035
26,36,127,49,38.58,78,61.42,26036
26,37,120,61,50.83,59,49.17,26037
26,38,95,34,35.79,61,64.21,26038
27,1,46,14,30.43,32,69.57,27001
27,2,108,31,28.7,77,71.3,27002
27,3,104,37,35.58,67,64.42,27003
27,4,72,27,37.5,45,62.5,27004
27,5,64,24,37.5,40,62.5,27005
27,6,83,21,25.3,62,74.7,27006
27,7,81,31,38.27,50,61.73,27007
27,8,53,12,22.64,41,77.36,27008
27,9,219,34,15.53,185,84.47,27009
27,10,208,55,26.44,153,73.56,27010
27,11,82,22,26.83,60,73.17,27011
27,12,41,12,29.27,29,70.73,27012
27,13,275,115,41.82,160,58.18,27013
27,14,64,12,18.75,52,81.25,27014
27,15,94,30,31.91,64,68.09,27015
27,16,87,32,36.78,55,63.22,27016
27,17,141,51,36.17,90,63.83,27017
27,18,53,18,33.96,35,66.04,27018
27,19,108,27,25.0,81,75.0,27019
27,20,133,46,34.59,87,65.41,27020
27,21,65,13,20.0,52,80.0,27021
27,22,119,33,27.73,86,72.27,27022
27,23,90,33,36.67,57,63.33,27023
27,24,146,41,28.08,105,71.92,27024
27,25,87,28,32.18,59,67.82,27025
27,26,221,55,24.89,166,75.11,27026
27,27,61,21,34.43,40,65.57,27027
27,28,112,36,32.14,76,67.86,27028
27,29,85,31,36.47,54,63.53,27029
27,30,55,19,34.55,36,65.45,27030
27,31,103,28,27.18,75,72.82,27031
27,32,97,34,35.05,63,64.95,27032
27,33,94,29,30.85,65,69.15,27033
27,34,118,31,26.27,87,73.73,27034
27,35,66,33,50.0,33,50.0,27035
27,36,136,40,29.41,96,70.59,27036
27,37,117,40,34.19,77,65.81,27037
27,38,95,35,36.84,60,63.16,27038
27,39,64,19,29.69,45,70.31,27039
27,40,85,18,21.18,67,78.82,27040
27,41,120,54,45.0,66,55.0,27041
27,42,73,21,28.77,52,71.23,27042
27,43,95,29,30.53,66,69.47,27043
27,44,147,39,26.53,108,73.47,27044
27,45,160,30,18.75,130,81.25,27045
27,46,151,27,17.88,124,82.12,27046
27,47,84,23,27.38,61,72.62,27047
27,48,149,53,35.57,96,64.43,27048
27,49,105,28,26.67,77,73.33,27049
27,50,147,54,36.73,93,63.27,27050
27,51,92,21,22.83,71,77.17,27051
27,52,40,4,10.0,36,90.0,27052
27,53,127,42,33.07,85,66.93,27053
27,54,83,32,38.55,51,61.45,27054
27,55,46,19,41.3,27,58.7,27055
27,56,82,34,41.46,48,58.54,27056
27,57,79,28,35.44,51,64.56,27057
27,58,110,37,33.64,73,66.36,27058
27,59,40,18,45.0,22,55.0,27059
28,1,159,36,22.64,123,77.36,28001
28,2,78,24,30.77,54,69.23,28002
28,3,91,25,27.47,66,72.53,28003
28,4,180,55,30.56,125,69.44,28004
28,5,113,32,28.32,81,71.68,28005
28,6,150,40,26.67,110,73.33,28006
28,7,186,36,19.35,150,80.65,28007
28,8,79,24,30.38,55,69.62,28008
28,9,131,26,19.85,105,80.15,28009
28,10,151,41,27.15,110,72.85,28010
28,11,114,29,25.44,85,74.56,28011
28,12,96,31,32.29,65,67.71,28012
28,13,110,29,26.36,81,73.64,28013
28,14,42,16,38.1,26,61.9,28014
28,15,64,23,35.94,41,64.06,28015
28,16,113,34,30.09,79,69.91,28016
28,17,69,26,37.68,43,62.32,28017
28,18,149,42,28.19,107,71.81,28018
28,19,118,23,19.49,95,80.51,28019
28,20,145,38,26.21,107,73.79,28020
28,21,132,38,28.79,94,71.21,28021
28,22,119,25,21.01,94,78.99,28022
28,23,132,32,24.24,100,75.76,28023
28,24,67,19,28.36,48,71.64,28024
28,25,123,30,24.39,93,75.61,28025
28,26,109,22,20.18,87,79.82,28026
28,27,70,14,20.0,56,80.0,28027
28,28,107,29,27.1,78,72.9,28028
28,29,127,33,25.98,94,74.02,28029
28,30,72,22,30.56,50,69.44,28030
28,31,105,34,32.38,71,67.62,28031
28,32,110,36,32.73,74,67.27,28032
28,33,88,28,31.82,60,68.18,28033
28,34,138,44,31.88,94,68.12,28034
28,35,96,26,27.08,70,72.92,28035
28,36,113,24,21.24,89,78.76,28036
28,37,142,39,27.46,103,72.54,28037
28,38,91,23,25.27,68,74.73,28038
28,39,59,17,28.81,42,71.19,28039
28,40,122,32,26.23,90,73.77,28040
28,41,74,19,25.68,55,74.32,28041
28,42,85,20,23.53,65,76.47,28042
28,43,68,16,23.53,52,76.47,28043
28,44,66,17,25.76,49,74.24,28044
28,45,73,17,23.29,56,76.71,28045
28,46,92,29,31.52,63,68.48,28046
28,47,114,23,20.18,91,79.82,28047
28,48,30,11,36.67,19,63.33,28048
28,49,81,18,22.22,63,77.78,28049
28,50,60,17,28.33,43,71.67,28050
28,51,102,21,20.59,81,79.41,28051
28,52,110,24,21.82,86,78.18,28052
28,53,38,18,47.37,20,52.63,28053
28,54,66,17,25.76,49,74.24,28054
28,55,67,20,29.85,47,70.15,28055
28,56,90,27,30.0,63,70.0,28056
28,57,116,21,18.1,95,81.9,28057
28,58,69,11,15.94,58,84.06,28058
28,59,82,14,17.07,68,82.93,28059
28,60,83,17,20.48,66,79.52,28060
28,61,61,17,27.87,44,72.13,28061
29,1,163,44,26.99,119,73.01,29001
29,2,76,27,35.53,49,64.47,29002
29,3,143,43,30.07,100,69.93,29003
29,4,182,32,17.58,150,82.42,29004
29,5,178,26,14.61,152,85.39,29005
29,6,57,25,43.86,32,56.14,29006
29,7,122,49,40.16,73,59.84,29007
29,8,170,34,20.0,136,80.0,29008
29,9,124,35,28.23,89,71.77,29009
29,10,179,30,16.76,149,83.24,29010
29,11,138,29,21.01,109,78.99,29011
29,12,139,37,26.62,102,73.38,29012
29,13,191,37,19.37,154,80.63,29013
29,14,153,36,23.53,117,76.47,29014
29,15,183,49,26.78,134,73.22,29015
29,16,168,13,7.74,155,92.26,29016
29,17,123,41,33.33,82,66.67,29017
29,18,192,20,10.42,172,89.58,29018
29,19,150,31,20.67,119,79.33,29019
29,20,191,59,30.89,132,69.11,29020
29,21,123,35,28.46,88,71.54,29021
29,22,103,31,30.1,72,69.9,29022
29,23,106,25,23.58,81,76.42,29023
29,24,180,56,31.11,124,68.89,29024
29,25,230,29,12.61,201,87.39,29025
29,26,161,37,22.98,124,77.02,29026
29,27,102,33,32.35,69,67.65,29027
29,28,122,29,23.77,93,76.23,29028
29,29,250,48,19.2,202,80.8,29029
29,30,145,33,22.76,112,77.24,29030
29,31,164,43,26.22,121,73.78,29031
29,32,164,41,25.0,123,75.0,29032
29,33,143,30,20.98,113,79.02,29033
29,34,106,30,28.3,76,71.7,29034
29,35,233,58,24.89,175,75.11,29035
29,36,207,33,15.94,174,84.06,29036
29,37,164,29,17.68,135,82.32,29037
29,38,157,32,20.38,125,79.62,29038
29,39,128,46,35.94,82,64.06,29039
29,40,236,36,15.25,200,84.75,29040
29,41,216,54,25.0,162,75.0,29041
29,42,122,24,19.67,98,80.33,29042
29,43,226,46,20.35,180,79.65,29043
29,44,166,45,27.11,121,72.89,29044
29,45,146,28,19.18,118,80.82,29045
29,46,126,25,19.84,101,80.16,29046
29,47,245,62,25.31,183,74.69,29047
29,48,56,17,30.36,39,69.64,29048
29,49,251,60,23.9,191,76.1,29049
29,50,191,41,21.47,150,78.53,29050
29,51,149,35,23.49,114,76.51,29051
29,52,130,50,38.46,80,61.54,29052
29,53,95,41,43.16,54,56.84,29053
29,54,121,46,38.02,75,61.98,29054
29,55,33,5,15.15,28,84.85,29055
29,56,125,29,23.2,96,76.8,29056
30,1,187,77,41.18,110,58.82,30001
30,2,123,43,34.96,80,65.04,30002
30,3,195,79,40.51,116,59.49,30003
30,4,184,64,34.78,120,65.22,30004
30,5,93,49,52.69,44,47.31,30005
30,6,131,57,43.51,74,56.49,30006
30,7,143,53,37.06,90,62.94,30007
30,8,169,66,39.05,103,60.95,30008
30,9,250,124,49.6,126,50.4,30009
30,10,128,51,39.84,77,60.16,30010
30,11,124,58,46.77,66,53.23,30011
30,12,136,67,49.26,69,50.74,30012
30,13,90,33,36.67,57,63.33,30013
30,14,101,48,47.52,53,52.48,30014
30,15,171,80,46.78,91,53.22,30015
30,16,113,48,42.48,65,57.52,30016
30,17,83,41,49.4,42,50.6,30017
30,18,157,75,47.77,82,52.23,30018
30,19,148,77,52.03,71,47.97,30019
30,20,78,36,46.15,42,53.85,30020
30,21,37,15,40.54,22,59.46,30021
30,22,111,42,37.84,69,62.16,30022
30,23,97,44,45.36,53,54.64,30023
30,24,65,37,56.92,28,43.08,30024
30,25,128,56,43.75,72,56.25,30025
30,26,135,60,44.44,75,55.56,30026
30,27,114,44,38.6,70,61.4,30027
30,28,145,62,42.76,83,57.24,30028
30,29,137,60,43.8,77,56.2,30029
30,30,153,53,34.64,100,65.36,30030
30,31,110,54,49.09,56,50.91,30031
30,32,146,59,40.41,87,59.59,30032
30,33,89,44,49.44,45,50.56,30033
30,34,257,102,39.69,155,60.31,30034
30,35,108,53,49.07,55,50.93,30035
30,36,104,40,38.46,64,61.54,30036
30,37,101,51,50.5,50,49.5,30037
30,38,156,67,42.95,89,57.05,30038
30,39,123,57,46.34,66,53.66,30039
30,40,123,42,34.15,81,65.85,30040
30,41,46,22,47.83,24,52.17,30041
30,42,142,63,44.37,79,55.63,30042
30,43,108,54,50.0,54,50.0,30043
30,44,162,74,45.68,88,54.32,30044
30,45,107,53,49.53,54,50.47,30045
31,1,73,30,41.1,43,58.9,31001
31,2,103,46,44.66,57,55.34,31002
31,3,87,24,27.59,63,72.41,31003
31,4,140,63,45.0,77,55.0,31004
31,5,81,41,50.62,40,49.38,31005
31,6,36,17,47.22,19,52.78,31006
31,7,77,29,37.66,48,62.34,31007
31,8,56,22,39.29,34,60.71,31008
31,9,76,26,34.21,50,65.79,31009
31,10,89,37,41.57,52,58.43,31010
31,11,71,25,35.21,46,64.79,31011
31,12,117,42,35.9,75,64.1,31012
31,13,82,30,36.59,52,63.41,31013
31,14,107,49,45.79,58,54.21,31014
31,15,97,47,48.45,50,51.55,31015
31,16,70,28,40.0,42,60.0,31016
31,17,125,60,48.0,65,52.0,31017
31,18,25,11,44.0,14,56.0,31018
31,19,12,6,50.0,6,50.0,31019
31,20,65,29,44.62,36,55.38,31020
31,21,82,35,42.68,47,57.32,31021
31,22,96,44,45.83,52,54.17,31022
31,23,97,51,52.58,46,47.42,31023
31,24,136,63,46.32,73,53.68,31024
31,25,102,49,48.04,53,51.96,31025
31,26,60,30,50.0,30,50.0,31026
31,27,78,39,50.0,39,50.0,31027
31,28,94,37,39.36,57,60.64,31028
31,29,60,25,41.67,35,58.33,31029
31,30,93,36,38.71,57,61.29,31030
31,31,142,67,47.18,75,52.82,31031
31,32,76,38,50.0,38,50.0,31032
31,33,138,66,47.83,72,52.17,31033
31,34,111,52,46.85,59,53.15,31034
31,35,71,29,40.85,42,59.15,31035
31,36,125,50,40.0,75,60.0,31036
31,37,103,34,33.01,69,66.99,31037
31,38,82,40,48.78,42,51.22,31038
31,39,65,31,47.69,34,52.31,31039
31,40,95,44,46.32,51,53.68,31040
31,41,67,37,55.22,30,44.78,31041
31,42,66,31,46.97,35,53.03,31042
31,43,64,29,45.31,35,54.69,31043
31,44,88,43,48.86,45,51.14,31044
31,45,67,25,37.31,42,62.69,31045
32,1,112,38,33.93,74,66.07,32001
32,2,96,32,33.33,64,66.67,32002
32,3,94,29,30.85,65,69.15,32003
32,4,164,47,28.66,117,71.34,32004
32,5,96,42,43.75,54,56.25,32005
32,6,121,56,46.28,65,53.72,32006
32,7,79,37,46.84,42,53.16,32007
32,8,123,42,34.15,81,65.85,32008
32,9,200,65,32.5,135,67.5,32009
32,10,87,27,31.03,60,68.97,32010
32,11,124,59,47.58,65,52.42,32011
32,12,74,36,48.65,38,51.35,32012
32,13,86,23,26.74,63,73.26,32013
32,14,65,28,43.08,37,56.92,32014
32,15,119,41,34.45,78,65.55,32015
32,16,149,53,35.57,96,64.43,32016
32,17,111,42,37.84,69,62.16,32017
32,18,95,41,43.16,54,56.84,32018
32,19,221,86,38.91,135,61.09,32019
32,20,113,32,28.32,81,71.68,32020
32,21,149,63,42.28,86,57.72,32021
32,22,148,44,29.73,104,70.27,32022
32,23,95,32,33.68,63,66.32,32023
32,24,112,32,28.57,80,71.43,32024
32,25,140,57,40.71,83,59.29,32025
32,26,125,48,38.4,77,61.6,32026
32,27,102,29,28.43,73,71.57,32027
32,28,82,34,41.46,48,58.54,32028
32,29,117,47,40.17,70,59.83,32029
32,30,107,40,37.38,67,62.62,32030
32,31,137,50,36.5,87,63.5,32031
32,32,114,47,41.23,67,58.77,32032
32,33,90,32,35.56,58,64.44,32033
32,34,140,45,32.14,95,67.86,32034
32,35,154,49,31.82,105,68.18,32035
32,36,176,67,38.07,109,61.93,32036
32,37,110,42,38.18,68,61.82,32037
32,38,148,55,37.16,93,62.84,32038
32,39,118,52,44.07,66,55.93,32039
32,40,132,49,37.12,83,62.88,32040
32,41,171,71,41.52,100,58.48,32041
32,42,153,44,28.76,109,71.24,32042
32,43,142,49,34.51,93,65.49,32043
32,44,120,54,45.0,66,55.0,32044
32,45,147,59,40.14,88,59.86,32045
32,46,28,11,39.29,17,60.71,32046
32,47,61,26,42.62,35,57.38,32047
32,48,122,48,39.34,74,60.66,32048
33,1,166,66,39.76,100,60.24,33001
33,2,250,74,29.6,176,70.4,33002
33,3,142,48,33.8,94,66.2,33003
33,4,190,61,32.11,129,67.89,33004
33,5,129,50,38.76,79,61.24,33005
33,6,178,73,41.01,105,58.99,33006
33,7,228,80,35.09,148,64.91,33007
33,8,150,62,41.33,88,58.67,33008
33,9,158,63,39.87,95,60.13,33009
33,10,184,74,40.22,110,59.78,33010
33,11,160,52,32.5,108,67.5,33011
33,12,221,81,36.65,140,63.35,33012
33,13,214,74,34.58,140,65.42,33013
33,14,123,38,30.89,85,69.11,33014
33,15,46,13,28.26,33,71.74,33015
33,16,164,67,40.85,97,59.15,33016
33,17,184,77,41.85,107,58.15,33017
33,18,60,26,43.33,34,56.67,33018
33,19,136,62,45.59,74,54.41,33019
33,20,162,67,41.36,95,58.64,33020
33,21,144,62,43.06,82,56.94,33021
33,22,289,81,28.03,208,71.97,33022
33,23,200,66,33.0,134,67.0,33023
33,24,208,58,27.88,150,72.12,33024
33,25,262,91,34.73,171,65.27,33025
33,26,139,44,31.65,95,68.35,33026
33,27,264,76,28.79,188,71.21,33027
33,28,183,55,30.05,128,69.95,33028
33,29,162,51,31.48,111,68.52,33029
33,30,145,57,39.31,88,60.69,33030
33,31,140,53,37.86,87,62.14,33031
33,32,39,16,41.03,23,58.97,33032
33,33,156,54,34.62,102,65.38,33033
33,34,156,56,35.9,100,64.1,33034
33,35,188,67,35.64,121,64.36,33035
33,36,215,82,38.14,133,61.86,33036
33,37,124,60,48.39,64,51.61,33037
33,38,50,21,42.0,29,58.0,33038
34,1,288,83,28.82,205,71.18,34001
34,2,172,60,34.88,112,65.12,34002
34,3,164,43,26.22,121,73.78,34003
34,4,180,45,25.0,135,75.0,34004
34,5,111,40,36.04,71,63.96,34005
34,6,223,59,26.46,164,73.54,34006
34,7,283,72,25.44,211,74.56,34007
34,8,210,77,36.67,133,63.33,34008
34,9,146,52,35.62,94,64.38,34009
34,10,247,85,34.41,162,65.59,34010
34,11,131,36,27.48,95,72.52,34011
34,12,189,55,29.1,134,70.9,34012
34,13,108,37,34.26,71,65.74,34013
34,14,112,31,27.68,81,72.32,34014
34,15,112,28,25.0,84,75.0,34015
34,16,152,50,32.89,102,67.11,34016
34,17,211,69,32.7,142,67.3,34017
34,18,132,32,24.24,100,75.76,34018
34,19,148,38,25.68,110,74.32,34019
34,20,222,54,24.32,168,75.68,34020
34,21,250,79,31.6,171,68.4,34021
34,22,252,85,33.73,167,66.27,34022
34,23,182,46,25.27,136,74.73,34023
34,24,202,52,25.74,150,74.26,34024
34,25,124,35,28.23,89,71.77,34025
34,26,152,31,20.39,121,79.61,34026
34,27,124,37,29.84,87,70.16,34027
34,28,117,18,15.38,99,84.62,34028
34,29,228,66,28.95,162,71.05,34029
34,30,246,60,24.39,186,75.61,34030
34,31,170,48,28.24,122,71.76,34031
34,32,223,59,26.46,164,73.54,34032
34,33,144,53,36.81,91,63.19,34033
34,34,202,66,32.67,136,67.33,34034
34,35,253,60,23.72,193,76.28,34035
34,36,254,80,31.5,174,68.5,34036
34,37,118,25,21.19,93,78.81,34037
34,38,133,30,22.56,103,77.44,34038
34,39,122,32,26.23,90,73.77,34039
34,40,228,70,30.7,158,69.3,34040
34,41,172,55,31.98,117,68.02,34041
34,42,223,66,29.6,157,70.4,34042
34,43,216,51,23.61,165,76.39,34043
34,44,229,49,21.4,180,78.6,34044
34,45,236,76,32.2,160,67.8,34045
34,46,131,37,28.24,94,71.76,34046
34,47,93,32,34.41,61,65.59,34047
34,48,191,57,29.84,134,70.16,34048
34,49,233,70,30.04,163,69.96,34049
34,50,163,39,23.93,124,76.07,34050
34,51,289,86,29.76,203,70.24,34051
34,52,168,43,25.6,125,74.4,34052
34,53,157,40,25.48,117,74.52,34053
34,54,180,46,25.56,134,74.44,34054
34,55,119,43,36.13,76,63.87,34055
34,56,137,31,22.63,106,77.37,34056
34,57,108,43,39.81,65,60.19,34057
34,58,169,33,19.53,136,80.47,34058
34,59,149,57,38.26,92,61.74,34059
34,60,196,58,29.59,138,70.41,34060
34,61,184,57,30.98,127,69.02,34061
35,1,82,39,47.56,43,52.44,35001
35,2,151,71,47.02,80,52.98,35002
35,3,86,32,37.21,54,62.79,35003
35,4,65,29,44.62,36,55.38,35004
35,5,131,58,44.27,73,55.73,35005
35,6,120,53,44.17,67,55.83,35006
35,7,128,52,40.63,76,59.38,35007
35,8,40,17,42.5,23,57.5,35008
35,9,111,38,34.23,73,65.77,35009
35,10,89,32,35.96,57,64.04,35010
35,11,87,43,49.43,44,50.57,35011
35,12,119,45,37.82,74,62.18,35012
35,13,182,64,35.16,118,64.84,35013
35,14,123,48,39.02,75,60.98,35014
35,15,140,54,38.57,86,61.43,35015
35,16,113,40,35.4,73,64.6,35016
35,17,115,43,37.39,72,62.61,35017
35,18,132,54,40.91,78,59.09,35018
35,19,120,56,46.67,64,53.33,35019
35,20,60,30,50.0,30,50.0,35020
35,21,179,104,58.1,75,41.9,35021
35,22,89,39,43.82,50,56.18,35022
35,23,114,49,42.98,65,57.02,35023
35,24,112,37,33.04,75,66.96,35024
35,25,123,41,33.33,82,66.67,35025
35,26,83,29,34.94,54,65.06,35026
35,27,184,63,34.24,121,65.76,35027
35,28,107,38,35.51,69,64.49,35028
35,29,110,45,40.91,65,59.09,35029
35,30,180,73,40.56,107,59.44,35030
35,31,140,56,40.0,84,60.0,35031
35,32,73,24,32.88,49,67.12,35032
35,33,70,33,47.14,37,52.86,35033
35,34,140,63,45.0,77,55.0,35034
35,35,63,26,41.27,37,58.73,35035
36,1,137,47,34.31,90,65.69,36001
36,2,128,29,22.66,99,77.34,36002
36,3,187,35,18.72,152,81.28,36003
36,4,60,17,28.33,43,71.67,36004
36,5,122,61,50.0,61,50.0,36005
36,6,125,36,28.8,89,71.2,36006
36,7,164,69,42.07,95,57.93,36007
36,8,181,82,45.3,99,54.7,36008
36,9,162,73,45.06,89,54.94,36009
36,10,154,56,36.36,98,63.64,36010
36,11,241,92,38.17,149,61.83,36011
36,12,176,77,43.75,99,56.25,36012
36,13,289,58,20.07,231,79.93,36013
36,14,201,54,26.87,147,73.13,36014
36,15,147,39,26.53,108,73.47,36015
36,16,182,69,37.91,113,62.09,36016
36,17,144,77,53.47,67,46.53,36017
36,18,186,95,51.08,91,48.92,36018
36,19,353,32,9.07,321,90.93,36019
36,20,214,59,27.57,155,72.43,36020
36,21,185,62,33.51,123,66.49,36021
36,22,230,58,25.22,172,74.78,36022
36,23,93,27,29.03,66,70.97,36023
36,24,163,45,27.61,118,72.39,36024
36,25,121,57,47.11,64,52.89,36025
36,26,268,48,17.91,220,82.09,36026
36,27,147,59,40.14,88,59.86,36027
36,28,151,58,38.41,93,61.59,36028
36,29,176,70,39.77,106,60.23,36029
36,30,218,95,43.58,123,56.42,36030
36,31,194,90,46.39,104,53.61,36031
36,32,189,81,42.86,108,57.14,36032
36,33,154,58,37.66,96,62.34,36033
36,34,120,52,43.33,68,56.67,36034
36,35,202,60,29.7,142,70.3,36035
36,36,158,72,45.57,86,54.43,36036
36,37,152,50,32.89,102,67.11,36037
36,38,121,54,44.63,67,55.37,36038
36,39,170,74,43.53,96,56.47,36039
36,40,185,78,42.16,107,57.84,36040
36,41,122,47,38.52,75,61.48,36041
36,42,130,68,52.31,62,47.69,36042
36,43,191,33,17.28,158,82.72,36043
36,44,165,68,41.21,97,58.79,36044
36,45,149,52,34.9,97,65.1,36045
36,46,163,71,43.56,92,56.44,36046
36,47,145,66,45.52,79,54.48,36047
36,48,176,81,46.02,95,53.98,36048
36,49,156,68,43.59,88,56.41,36049
36,50,154,87,56.49,67,43.51,36050
36,51,197,58,29.44,139,70.56,36051
36,52,134,52,38.81,82,61.19,36052
36,53,182,85,46.7,97,53.3,36053
36,54,210,52,24.76,158,75.24,36054
36,55,206,73,35.44,133,64.56,36055
36,56,128,48,37.5,80,62.5,36056
37,1,122,25,20.49,97,79.51,37001
37,2,73,28,38.36,45,61.64,37002
37,3,63,22,34.92,41,65.08,37003
37,4,144,29,20.14,115,79.86,37004
37,5,124,28,22.58,96,77.42,37005
37,6,205,63,30.73,142,69.27,37006
37,7,186,42,22.58,144,77.42,37007
37,8,101,32,31.68,69,68.32,37008
37,9,132,33,25.0,99,75.0,37009
37,10,209,51,24.4,158,75.6,37010
37,11,27,6,22.22,21,77.78,37011
37,12,123,28,22.76,95,77.24,37012
37,13,123,42,34.15,81,65.85,37013
37,14,149,30,20.13,119,79.87,37014
37,15,116,33,28.45,83,71.55,37015
37,16,205,51,24.88,154,75.12,37016
37,17,124,40,32.26,84,67.74,37017
37,18,139,35,25.18,104,74.82,37018
37,19,110,31,28.18,79,71.82,37019
37,20,145,40,27.59,105,72.41,37020
37,21,170,40,23.53,130,76.47,37021
37,22,112,32,28.57,80,71.43,37022
37,23,92,29,31.52,63,68.48,37023
37,24,137,24,17.52,113,82.48,37024
37,25,148,44,29.73,104,70.27,37025
37,26,156,34,21.79,122,78.21,37026
37,27,73,22,30.14,51,69.86,37027
37,28,111,33,29.73,78,70.27,37028
37,29,165,41,24.85,124,75.15,37029
37,30,101,24,23.76,77,76.24,37030
37,31,253,52,20.55,201,79.45,37031
37,32,128,29,22.66,99,77.34,37032
37,33,147,39,26.53,108,73.47,37033
37,34,174,41,23.56,133,76.44,37034
37,35,20,7,35.0,13,65.0,37035
37,36,119,21,17.65,98,82.35,37036
37,37,157,33,21.02,124,78.98,37037
37,38,143,21,14.69,122,85.31,37038
37,39,108,31,28.7,77,71.3,37039
37,40,133,30,22.56,103,77.44,37040
37,41,195,60,30.77,135,69.23,37041
37,42,37,14,37.84,23,62.16,37042
37,43,184,49,26.63,135,73.37,37043
37,44,178,39,21.91,139,78.09,37044
37,45,121,38,31.4,83,68.6,37045
37,46,132,37,28.03,95,71.97,37046
37,47,17,4,23.53,13,76.47,37047
37,48,130,31,23.85,99,76.15,37048
37,49,122,27,22.13,95,77.87,37049
37,50,52,12,23.08,40,76.92,37050
37,51,105,33,31.43,72,68.57,37051
38,1,112,55,49.11,57,50.89,38001
38,2,147,78,53.06,69,46.94,38002
38,3,153,77,50.33,76,49.67,38003
38,4,55,27,49.09,28,50.91,38004
38,5,204,56,27.45,148,72.55,38005
38,6,149,64,42.95,85,57.05,38006
38,7,190,86,45.26,104,54.74,38007
38,8,205,94,45.85,111,54.15,38008
38,9,154,71,46.1,83,53.9,38009
38,10,131,61,46.56,70,53.44,38010
38,11,121,59,48.76,62,51.24,38011
38,12,100,57,57.0,43,43.0,38012
38,13,129,41,31.78,88,68.22,38013
38,14,142,68,47.89,74,52.11,38014
38,15,117,57,48.72,60,51.28,38015
38,16,167,80,47.9,87,52.1,38016
38,17,137,67,48.91,70,51.09,38017
38,18,130,57,43.85,73,56.15,38018
38,19,117,56,47.86,61,52.14,38019
38,20,143,56,39.16,87,60.84,38020
38,21,143,77,53.85,66,46.15,38021
38,22,163,90,55.21,73,44.79,38022
38,23,121,65,53.72,56,46.28,38023
38,24,82,35,42.68,47,57.32,38024
38,25,125,43,34.4,82,65.6,38025
38,26,118,45,38.14,73,61.86,38026
38,27,103,49,47.57,54,52.43,38027
38,28,111,49,44.14,62,55.86,38028
38,29,114,49,42.98,65,57.02,38029
38,30,123,71,57.72,52,42.28,38030
38,31,145,73,50.34,72,49.66,38031
38,32,153,66,43.14,87,56.86,38032
38,33,127,44,34.65,83,65.35,38033
38,34,119,58,48.74,61,51.26,38034
38,35,143,71,49.65,72,50.35,38035
38,36,164,72,43.9,92,56.1,38036
38,37,174,78,44.83,96,55.17,38037
38,38,163,75,46.01,88,53.99,38038
38,39,139,62,44.6,77,55.4,38039
38,40,110,50,45.45,60,54.55,38040
38,41,193,84,43.52,109,56.48,38041
38,42,154,68,44.16,86,55.84,38042
38,43,150,63,42.0,87,58.0,38043
38,44,144,75,52.08,69,47.92,38044
38,45,168,71,42.26,97,57.74,38045
38,46,133,71,53.38,62,46.62,38046
38,47,145,69,47.59,76,52.41,38047
38,48,147,74,50.34,73,49.66,38048
38,49,131,78,59.54,53,40.46,38049
38,50,160,75,46.88,85,53.13,38050
38,51,123,64,52.03,59,47.97,38051
38,52,141,63,44.68,78,55.32,38052
38,53,142,53,37.32,89,62.68,38053
38,54,164,88,53.66,76,46.34,38054
38,55,206,100,48.54,106,51.46,38055
38,56,142,71,50.0,71,50.0,38056
39,1,129,54,41.86,75,58.14,39001
39,2,214,87,40.65,127,59.35,39002
39,3,162,68,41.98,94,58.02,39003
39,4,95,45,47.37,50,52.63,39004
39,5,144,60,41.67,84,58.33,39005
39,6,145,66,45.52,79,54.48,39006
39,7,153,51,33.33,102,66.67,39007
39,8,134,45,33.58,89,66.42,39008
39,9,218,85,38.99,133,61.01,39009
39,10,114,50,43.86,64,56.14,39010
39,11,175,66,37.71,109,62.29,39011
39,12,82,29,35.37,53,64.63,39012
39,13,63,29,46.03,34,53.97,39013
39,14,124,42,33.87,82,66.13,39014
39,15,107,46,42.99,61,57.01,39015
39,16,87,41,47.13,46,52.87,39016
39,17,97,43,44.33,54,55.67,39017
39,18,141,60,42.55,81,57.45,39018
39,19,107,48,44.86,59,55.14,39019
39,20,117,49,41.88,68,58.12,39020
39,21,94,44,46.81,50,53.19,39021
39,22,62,19,30.65,43,69.35,39022
39,23,86,40,46.51,46,53.49,39023
39,24,122,50,40.98,72,59.02,39024
39,25,57,23,40.35,34,59.65,39025
39,26,147,71,48.3,76,51.7,39026
39,27,75,34,45.33,41,54.67,39027
39,28,77,44,57.14,33,42.86,39028
39,29,84,35,41.67,49,58.33,39029
39,30,143,57,39.86,86,60.14,39030
39,31,83,32,38.55,51,61.45,39031
39,32,126,68,53.97,58,46.03,39032
39,33,162,60,37.04,102,62.96,39033
39,34,148,82,55.41,66,44.59,39034
39,35,134,49,36.57,85,63.43,39035
39,36,215,117,54.42,98,45.58,39036
39,37,192,87,45.31,105,54.69,39037
39,38,242,124,51.24,118,48.76,39038
39,39,78,27,34.62,51,65.38,39039
39,40,93,43,46.24,50,53.76,39040
39,41,28,13,46.43,15,53.57,39041
39,42,123,59,47.97,64,52.03,39042
39,43,116,40,34.48,76,65.52,39043
39,44,157,54,34.39,103,65.61,39044
