ward,precinct,total,ROBERT R. EGAN,ROBERT R. EGAN Percent,MARY ANNE MASON,MARY ANNE MASON Percent,precinct_id
1,1,121,43,35.54,78,64.46,01001
1,2,136,50,36.76,86,63.24,01002
1,3,80,35,43.75,45,56.25,01003
1,4,110,42,38.18,68,61.82,01004
1,5,107,41,38.32,66,61.68,01005
1,6,34,11,32.35,23,67.65,01006
1,7,116,52,44.83,64,55.17,01007
1,8,69,22,31.88,47,68.12,01008
1,9,105,51,48.57,54,51.43,01009
1,10,103,36,34.95,67,65.05,01010
1,11,97,33,34.02,64,65.98,01011
1,12,143,50,34.97,93,65.03,01012
1,13,78,34,43.59,44,56.41,01013
1,14,92,35,38.04,57,61.96,01014
1,15,111,36,32.43,75,67.57,01015
1,16,91,39,42.86,52,57.14,01016
1,17,73,24,32.88,49,67.12,01017
1,18,109,45,41.28,64,58.72,01018
1,19,115,42,36.52,73,63.48,01019
1,20,74,29,39.19,45,60.81,01020
1,21,103,43,41.75,60,58.25,01021
1,22,66,19,28.79,47,71.21,01022
1,23,179,73,40.78,106,59.22,01023
1,24,83,35,42.17,48,57.83,01024
1,25,101,44,43.56,57,56.44,01025
1,26,109,49,44.95,60,55.05,01026
1,27,92,38,41.3,54,58.7,01027
1,28,19,7,36.84,12,63.16,01028
1,29,174,69,39.66,105,60.34,01029
1,30,94,51,54.26,43,45.74,01030
1,31,78,40,51.28,38,48.72,01031
1,32,123,43,34.96,80,65.04,01032
1,33,119,48,40.34,71,59.66,01033
1,34,29,10,34.48,19,65.52,01034
1,35,33,12,36.36,21,63.64,01035
1,36,92,41,44.57,51,55.43,01036
1,37,145,51,35.17,94,64.83,01037
2,1,119,51,42.86,68,57.14,02001
2,2,213,58,27.23,155,72.77,02002
2,3,95,30,31.58,65,68.42,02003
2,4,57,20,35.09,37,64.91,02004
2,5,72,29,40.28,43,59.72,02005
2,6,72,27,37.5,45,62.5,02006
2,7,194,74,38.14,120,61.86,02007
2,8,162,50,30.86,112,69.14,02008
2,9,0,0,0.0,0,0.0,02009
2,10,68,32,47.06,36,52.94,02010
2,11,244,90,36.89,154,63.11,02011
2,12,149,54,36.24,95,63.76,02012
2,13,186,56,30.11,130,69.89,02013
2,14,198,68,34.34,130,65.66,02014
2,15,37,7,18.92,30,81.08,02015
2,16,86,33,38.37,53,61.63,02016
2,17,116,45,38.79,71,61.21,02017
2,18,154,49,31.82,105,68.18,02018
2,19,64,27,42.19,37,57.81,02019
2,20,129,44,34.11,85,65.89,02020
2,21,113,41,36.28,72,63.72,02021
2,22,310,120,38.71,190,61.29,02022
2,23,101,34,33.66,67,66.34,02023
2,24,64,27,42.19,37,57.81,02024
2,25,63,23,36.51,40,63.49,02025
2,26,90,28,31.11,62,68.89,02026
2,27,21,7,33.33,14,66.67,02027
2,28,176,52,29.55,124,70.45,02028
2,29,62,28,45.16,34,54.84,02029
2,30,84,29,34.52,55,65.48,02030
2,31,156,42,26.92,114,73.08,02031
2,32,79,24,30.38,55,69.62,02032
2,33,212,79,37.26,133,62.74,02033
2,34,122,36,29.51,86,70.49,02034
2,35,27,11,40.74,16,59.26,02035
2,36,54,17,31.48,37,68.52,02036
2,37,168,64,38.1,104,61.9,02037
2,38,120,33,27.5,87,72.5,02038
2,39,152,57,37.5,95,62.5,02039
2,40,156,60,38.46,96,61.54,02040
2,41,33,10,30.3,23,69.7,02041
2,42,50,16,32.0,34,68.0,02042
2,43,166,54,32.53,112,67.47,02043
2,44,114,35,30.7,79,69.3,02044
2,45,51,17,33.33,34,66.67,02045
2,46,249,75,30.12,174,69.88,02046
2,47,95,27,28.42,68,71.58,02047
2,48,154,49,31.82,105,68.18,02048
2,49,60,20,33.33,40,66.67,02049
2,50,69,20,28.99,49,71.01,02050
2,51,131,37,28.24,94,71.76,02051
2,52,112,44,39.29,68,60.71,02052
2,53,68,30,44.12,38,55.88,02053
2,54,146,54,36.99,92,63.01,02054
2,55,109,36,33.03,73,66.97,02055
2,56,45,13,28.89,32,71.11,02056
3,1,93,32,34.41,61,65.59,03001
3,2,192,56,29.17,136,70.83,03002
3,3,19,10,52.63,9,47.37,03003
3,4,46,15,32.61,31,67.39,03004
3,5,0,0,0.0,0,0.0,03005
3,6,0,0,0.0,0,0.0,03006
3,7,0,0,0.0,0,0.0,03007
3,8,75,34,45.33,41,54.67,03008
3,9,79,23,29.11,56,70.89,03009
3,10,66,15,22.73,51,77.27,03010
3,11,88,34,38.64,54,61.36,03011
3,12,124,39,31.45,85,68.55,03012
3,13,3,1,33.33,2,66.67,03013
3,14,53,22,41.51,31,58.49,03014
3,15,96,33,34.38,63,65.63,03015
3,16,166,50,30.12,116,69.88,03016
3,17,115,36,31.3,79,68.7,03017
3,18,102,26,25.49,76,74.51,03018
3,19,59,20,33.9,39,66.1,03019
3,20,35,12,34.29,23,65.71,03020
3,21,71,13,18.31,58,81.69,03021
3,22,96,34,35.42,62,64.58,03022
3,23,47,18,38.3,29,61.7,03023
3,24,114,38,33.33,76,66.67,03024
3,25,30,10,33.33,20,66.67,03025
3,26,80,23,28.75,57,71.25,03026
3,27,27,6,22.22,21,77.78,03027
3,28,118,34,28.81,84,71.19,03028
3,29,0,0,0.0,0,0.0,03029
3,30,111,36,32.43,75,67.57,03030
3,31,112,39,34.82,73,65.18,03031
3,32,130,40,30.77,90,69.23,03032
3,33,126,39,30.95,87,69.05,03033
3,34,36,8,22.22,28,77.78,03034
3,35,83,29,34.94,54,65.06,03035
3,36,44,15,34.09,29,65.91,03036
3,37,88,34,38.64,54,61.36,03037
3,38,138,47,34.06,91,65.94,03038
3,39,186,50,26.88,136,73.12,03039
3,40,94,32,34.04,62,65.96,03040
3,41,93,23,24.73,70,75.27,03041
3,42,62,30,48.39,32,51.61,03042
3,43,0,0,0.0,0,0.0,03043
3,44,72,13,18.06,59,81.94,03044
3,45,55,19,34.55,36,65.45,03045
3,46,17,6,35.29,11,64.71,03046
3,47,99,34,34.34,65,65.66,03047
3,48,102,40,39.22,62,60.78,03048
3,49,106,40,37.74,66,62.26,03049
3,50,137,28,20.44,109,79.56,03050
3,51,55,28,50.91,27,49.09,03051
3,52,136,51,37.5,85,62.5,03052
4,1,141,44,31.21,97,68.79,04001
4,2,43,15,34.88,28,65.12,04002
4,3,183,58,31.69,125,68.31,04003
4,4,173,47,27.17,126,72.83,04004
4,5,148,49,33.11,99,66.89,04005
4,6,0,0,0.0,0,0.0,04006
4,7,99,31,31.31,68,68.69,04007
4,8,216,59,27.31,157,72.69,04008
4,9,304,85,27.96,219,72.04,04009
4,10,238,70,29.41,168,70.59,04010
4,11,145,65,44.83,80,55.17,04011
4,12,107,33,30.84,74,69.16,04012
4,13,199,50,25.13,149,74.87,04013
4,14,83,23,27.71,60,72.29,04014
4,15,65,23,35.38,42,64.62,04015
4,16,162,53,32.72,109,67.28,04016
4,17,175,44,25.14,131,74.86,04017
4,18,116,37,31.9,79,68.1,04018
4,19,27,11,40.74,16,59.26,04019
4,20,54,21,38.89,33,61.11,04020
4,21,158,51,32.28,107,67.72,04021
4,22,181,53,29.28,128,70.72,04022
4,23,107,34,31.78,73,68.22,04023
4,24,150,48,32.0,102,68.0,04024
4,25,171,41,23.98,130,76.02,04025
4,26,131,39,29.77,92,70.23,04026
4,27,156,48,30.77,108,69.23,04027
4,28,126,23,18.25,103,81.75,04028
4,29,127,32,25.2,95,74.8,04029
4,30,39,17,43.59,22,56.41,04030
4,31,48,20,41.67,28,58.33,04031
4,32,159,39,24.53,120,75.47,04032
4,33,57,20,35.09,37,64.91,04033
4,34,115,23,20.0,92,80.0,04034
4,35,91,28,30.77,63,69.23,04035
4,36,149,54,36.24,95,63.76,04036
4,37,89,34,38.2,55,61.8,04037
4,38,203,67,33.0,136,67.0,04038
4,39,75,25,33.33,50,66.67,04039
4,40,127,48,37.8,79,62.2,04040
4,41,116,27,23.28,89,76.72,04041
4,42,94,32,34.04,62,65.96,04042
4,43,77,24,31.17,53,68.83,04043
4,44,85,19,22.35,66,77.65,04044
4,45,252,66,26.19,186,73.81,04045
4,46,138,45,32.61,93,67.39,04046
4,47,185,61,32.97,124,67.03,04047
4,48,208,74,35.58,134,64.42,04048
4,49,37,16,43.24,21,56.76,04049
4,50,117,43,36.75,74,63.25,04050
4,51,184,55,29.89,129,70.11,04051
4,52,38,13,34.21,25,65.79,04052
4,53,21,10,47.62,11,52.38,04053
4,54,74,23,31.08,51,68.92,04054
4,55,72,20,27.78,52,72.22,04055
5,1,178,37,20.79,141,79.21,05001
5,2,165,41,24.85,124,75.15,05002
5,3,181,61,33.7,120,66.3,05003
5,4,217,56,25.81,161,74.19,05004
5,5,142,41,28.87,101,71.13,05005
5,6,177,51,28.81,126,71.19,05006
5,7,172,34,19.77,138,80.23,05007
5,8,176,76,43.18,100,56.82,05008
5,9,175,53,30.29,122,69.71,05009
5,10,106,30,28.3,76,71.7,05010
5,11,58,24,41.38,34,58.62,05011
5,12,158,55,34.81,103,65.19,05012
5,13,154,47,30.52,107,69.48,05013
5,14,113,42,37.17,71,62.83,05014
5,15,124,30,24.19,94,75.81,05015
5,16,137,47,34.31,90,65.69,05016
5,17,100,25,25.0,75,75.0,05017
5,18,111,41,36.94,70,63.06,05018
5,19,128,48,37.5,80,62.5,05019
5,20,108,35,32.41,73,67.59,05020
5,21,249,68,27.31,181,72.69,05021
5,22,187,59,31.55,128,68.45,05022
5,23,122,37,30.33,85,69.67,05023
5,24,140,35,25.0,105,75.0,05024
5,25,136,43,31.62,93,68.38,05025
5,26,101,33,32.67,68,67.33,05026
5,27,41,9,21.95,32,78.05,05027
5,28,199,55,27.64,144,72.36,05028
5,29,128,37,28.91,91,71.09,05029
5,30,114,37,32.46,77,67.54,05030
5,31,150,53,35.33,97,64.67,05031
5,32,243,73,30.04,170,69.96,05032
5,33,188,53,28.19,135,71.81,05033
5,34,92,28,30.43,64,69.57,05034
5,35,102,31,30.39,71,69.61,05035
5,36,189,47,24.87,142,75.13,05036
5,37,87,37,42.53,50,57.47,05037
5,38,177,70,39.55,107,60.45,05038
5,39,138,56,40.58,82,59.42,05039
5,40,141,41,29.08,100,70.92,05040
5,41,91,33,36.26,58,63.74,05041
5,42,148,31,20.95,117,79.05,05042
5,43,175,55,31.43,120,68.57,05043
5,44,160,63,39.38,97,60.63,05044
5,45,112,36,32.14,76,67.86,05045
5,46,144,51,35.42,93,64.58,05046
5,47,141,43,30.5,98,69.5,05047
5,48,111,30,27.03,81,72.97,05048
5,49,123,44,35.77,79,64.23,05049
5,50,111,31,27.93,80,72.07,05050
5,51,126,49,38.89,77,61.11,05051
5,52,96,29,30.21,67,69.79,05052
5,53,110,37,33.64,73,66.36,05053
5,54,99,25,25.25,74,74.75,05054
5,55,167,38,22.75,129,77.25,05055
5,56,97,20,20.62,77,79.38,05056
5,57,154,49,31.82,105,68.18,05057
5,58,98,27,27.55,71,72.45,05058
5,59,83,22,26.51,61,73.49,05059
6,1,219,62,28.31,157,71.69,06001
6,2,214,64,29.91,150,70.09,06002
6,3,194,57,29.38,137,70.62,06003
6,4,84,31,36.9,53,63.1,06004
6,5,92,28,30.43,64,69.57,06005
6,6,197,69,35.03,128,64.97,06006
6,7,163,54,33.13,109,66.87,06007
6,8,194,59,30.41,135,69.59,06008
6,9,197,67,34.01,130,65.99,06009
6,10,257,73,28.4,184,71.6,06010
6,11,187,44,23.53,143,76.47,06011
6,12,137,37,27.01,100,72.99,06012
6,13,158,54,34.18,104,65.82,06013
6,14,170,46,27.06,124,72.94,06014
6,15,116,47,40.52,69,59.48,06015
6,16,212,63,29.72,149,70.28,06016
6,17,218,59,27.06,159,72.94,06017
6,18,57,24,42.11,33,57.89,06018
6,19,165,50,30.3,115,69.7,06019
6,20,50,18,36.0,32,64.0,06020
6,21,196,59,30.1,137,69.9,06021
6,22,170,62,36.47,108,63.53,06022
6,23,149,53,35.57,96,64.43,06023
6,24,137,42,30.66,95,69.34,06024
6,25,179,54,30.17,125,69.83,06025
6,26,193,68,35.23,125,64.77,06026
6,27,246,72,29.27,174,70.73,06027
6,28,281,80,28.47,201,71.53,06028
6,29,229,71,31.0,158,69.0,06029
6,30,150,45,30.0,105,70.0,06030
6,31,242,73,30.17,169,69.83,06031
6,32,193,49,25.39,144,74.61,06032
6,33,208,70,33.65,138,66.35,06033
6,34,175,70,40.0,105,60.0,06034
6,35,225,75,33.33,150,66.67,06035
6,36,91,29,31.87,62,68.13,06036
6,37,243,75,30.86,168,69.14,06037
6,38,220,73,33.18,147,66.82,06038
6,39,110,36,32.73,74,67.27,06039
6,40,102,40,39.22,62,60.78,06040
6,41,189,57,30.16,132,69.84,06041
6,42,81,24,29.63,57,70.37,06042
6,43,215,65,30.23,150,69.77,06043
6,44,174,40,22.99,134,77.01,06044
6,45,110,38,34.55,72,65.45,06045
6,46,161,46,28.57,115,71.43,06046
6,47,187,56,29.95,131,70.05,06047
6,48,69,22,31.88,47,68.12,06048
6,49,164,46,28.05,118,71.95,06049
6,50,206,64,31.07,142,68.93,06050
6,51,131,32,24.43,99,75.57,06051
6,52,145,41,28.28,104,71.72,06052
6,53,161,51,31.68,110,68.32,06053
6,54,153,43,28.1,110,71.9,06054
6,55,128,35,27.34,93,72.66,06055
6,56,135,47,34.81,88,65.19,06056
6,57,106,41,38.68,65,61.32,06057
6,58,216,58,26.85,158,73.15,06058
6,59,165,54,32.73,111,67.27,06059
6,60,130,32,24.62,98,75.38,06060
6,61,118,41,34.75,77,65.25,06061
6,62,210,56,26.67,154,73.33,06062
6,63,155,37,23.87,118,76.13,06063
6,64,239,70,29.29,169,70.71,06064
7,1,284,71,25.0,213,75.0,07001
7,2,233,68,29.18,165,70.82,07002
7,3,152,53,34.87,99,65.13,07003
7,4,157,45,28.66,112,71.34,07004
7,5,130,31,23.85,99,76.15,07005
7,6,179,50,27.93,129,72.07,07006
7,7,155,40,25.81,115,74.19,07007
7,8,170,63,37.06,107,62.94,07008
7,9,192,54,28.13,138,71.88,07009
7,10,252,79,31.35,173,68.65,07010
7,11,173,39,22.54,134,77.46,07011
7,12,216,59,27.31,157,72.69,07012
7,13,90,25,27.78,65,72.22,07013
7,14,185,53,28.65,132,71.35,07014
7,15,223,77,34.53,146,65.47,07015
7,16,181,52,28.73,129,71.27,07016
7,17,150,53,35.33,97,64.67,07017
7,18,178,43,24.16,135,75.84,07018
7,19,226,82,36.28,144,63.72,07019
7,20,57,22,38.6,35,61.4,07020
7,21,189,53,28.04,136,71.96,07021
7,22,180,55,30.56,125,69.44,07022
7,23,182,49,26.92,133,73.08,07023
7,24,260,71,27.31,189,72.69,07024
7,25,176,36,20.45,140,79.55,07025
7,26,220,57,25.91,163,74.09,07026
7,27,204,70,34.31,134,65.69,07027
7,28,166,47,28.31,119,71.69,07028
7,29,115,28,24.35,87,75.65,07029
7,30,278,87,31.29,191,68.71,07030
7,31,260,73,28.08,187,71.92,07031
7,32,179,58,32.4,121,67.6,07032
7,33,214,64,29.91,150,70.09,07033
7,34,161,46,28.57,115,71.43,07034
7,35,245,66,26.94,179,73.06,07035
7,36,307,75,24.43,232,75.57,07036
7,37,226,57,25.22,169,74.78,07037
7,38,253,80,31.62,173,68.38,07038
7,39,178,42,23.6,136,76.4,07039
7,40,122,36,29.51,86,70.49,07040
7,41,232,64,27.59,168,72.41,07041
7,42,204,59,28.92,145,71.08,07042
7,43,203,59,29.06,144,70.94,07043
7,44,227,71,31.28,156,68.72,07044
7,45,285,69,24.21,216,75.79,07045
7,46,64,32,50.0,32,50.0,07046
8,1,226,65,28.76,161,71.24,08001
8,2,124,42,33.87,82,66.13,08002
8,3,280,81,28.93,199,71.07,08003
8,4,209,66,31.58,143,68.42,08004
8,5,243,62,25.51,181,74.49,08005
8,6,220,58,26.36,162,73.64,08006
8,7,159,42,26.42,117,73.58,08007
8,8,243,72,29.63,171,70.37,08008
8,9,259,76,29.34,183,70.66,08009
8,10,261,70,26.82,191,73.18,08010
8,11,157,52,33.12,105,66.88,08011
8,12,193,55,28.5,138,71.5,08012
8,13,160,43,26.88,117,73.13,08013
8,14,166,60,36.14,106,63.86,08014
8,15,165,50,30.3,115,69.7,08015
8,16,232,68,29.31,164,70.69,08016
8,17,173,38,21.97,135,78.03,08017
8,18,135,35,25.93,100,74.07,08018
8,19,238,58,24.37,180,75.63,08019
8,20,150,40,26.67,110,73.33,08020
8,21,160,49,30.63,111,69.38,08021
8,22,186,39,20.97,147,79.03,08022
8,23,175,52,29.71,123,70.29,08023
8,24,214,54,25.23,160,74.77,08024
8,25,202,57,28.22,145,71.78,08025
8,26,122,35,28.69,87,71.31,08026
8,27,236,70,29.66,166,70.34,08027
8,28,162,36,22.22,126,77.78,08028
8,29,210,43,20.48,167,79.52,08029
8,30,194,68,35.05,126,64.95,08030
8,31,168,34,20.24,134,79.76,08031
8,32,304,85,27.96,219,72.04,08032
8,33,202,50,24.75,152,75.25,08033
8,34,235,65,27.66,170,72.34,08034
8,35,254,73,28.74,181,71.26,08035
8,36,204,59,28.92,145,71.08,08036
8,37,174,52,29.89,122,70.11,08037
8,38,185,46,24.86,139,75.14,08038
8,39,226,57,25.22,169,74.78,08039
8,40,194,50,25.77,144,74.23,08040
8,41,180,38,21.11,142,78.89,08041
8,42,192,61,31.77,131,68.23,08042
8,43,152,57,37.5,95,62.5,08043
8,44,245,66,26.94,179,73.06,08044
8,45,174,53,30.46,121,69.54,08045
8,46,141,47,33.33,94,66.67,08046
8,47,206,73,35.44,133,64.56,08047
8,48,204,40,19.61,164,80.39,08048
8,49,210,63,30.0,147,70.0,08049
8,50,193,58,30.05,135,69.95,08050
8,51,189,54,28.57,135,71.43,08051
8,52,222,63,28.38,159,71.62,08052
8,53,227,53,23.35,174,76.65,08053
8,54,195,53,27.18,142,72.82,08054
8,55,166,44,26.51,122,73.49,08055
8,56,157,29,18.47,128,81.53,08056
8,57,231,74,32.03,157,67.97,08057
8,58,223,50,22.42,173,77.58,08058
8,59,186,39,20.97,147,79.03,08059
8,60,236,60,25.42,176,74.58,08060
8,61,155,46,29.68,109,70.32,08061
8,62,262,76,29.01,186,70.99,08062
8,63,240,75,31.25,165,68.75,08063
8,64,112,24,21.43,88,78.57,08064
8,65,228,63,27.63,165,72.37,08065
8,66,246,85,34.55,161,65.45,08066
9,1,217,70,32.26,147,67.74,09001
9,2,209,73,34.93,136,65.07,09002
9,3,144,49,34.03,95,65.97,09003
9,4,243,122,50.21,121,49.79,09004
9,5,204,70,34.31,134,65.69,09005
9,6,204,66,32.35,138,67.65,09006
9,7,182,57,31.32,125,68.68,09007
9,8,146,41,28.08,105,71.92,09008
9,9,246,88,35.77,158,64.23,09009
9,10,185,62,33.51,123,66.49,09010
9,11,135,64,47.41,71,52.59,09011
9,12,172,64,37.21,108,62.79,09012
9,13,260,95,36.54,165,63.46,09013
9,14,279,77,27.6,202,72.4,09014
9,15,86,30,34.88,56,65.12,09015
9,16,210,69,32.86,141,67.14,09016
9,17,159,55,34.59,104,65.41,09017
9,18,199,71,35.68,128,64.32,09018
9,19,239,66,27.62,173,72.38,09019
9,20,236,73,30.93,163,69.07,09020
9,21,148,56,37.84,92,62.16,09021
9,22,246,87,35.37,159,64.63,09022
9,23,132,42,31.82,90,68.18,09023
9,24,86,33,38.37,53,61.63,09024
9,25,96,26,27.08,70,72.92,09025
9,26,118,61,51.69,57,48.31,09026
9,27,125,37,29.6,88,70.4,09027
9,28,131,53,40.46,78,59.54,09028
9,29,175,59,33.71,116,66.29,09029
9,30,216,63,29.17,153,70.83,09030
9,31,146,52,35.62,94,64.38,09031
9,32,207,44,21.26,163,78.74,09032
9,33,147,55,37.41,92,62.59,09033
9,34,148,58,39.19,90,60.81,09034
9,35,185,64,34.59,121,65.41,09035
9,36,107,29,27.1,78,72.9,09036
9,37,191,78,40.84,113,59.16,09037
9,38,188,55,29.26,133,70.74,09038
9,39,187,76,40.64,111,59.36,09039
9,40,230,64,27.83,166,72.17,09040
9,41,255,113,44.31,142,55.69,09041
9,42,142,49,34.51,93,65.49,09042
9,43,126,40,31.75,86,68.25,09043
9,44,141,50,35.46,91,64.54,09044
9,45,251,74,29.48,177,70.52,09045
9,46,165,42,25.45,123,74.55,09046
9,47,127,50,39.37,77,60.63,09047
9,48,233,72,30.9,161,69.1,09048
9,49,65,23,35.38,42,64.62,09049
9,50,243,90,37.04,153,62.96,09050
9,51,143,58,40.56,85,59.44,09051
9,52,206,60,29.13,146,70.87,09052
10,1,110,39,35.45,71,64.55,10001
10,2,100,44,44.0,56,56.0,10002
10,3,104,57,54.81,47,45.19,10003
10,4,109,35,32.11,74,67.89,10004
10,5,105,49,46.67,56,53.33,10005
10,6,229,78,34.06,151,65.94,10006
10,7,33,15,45.45,18,54.55,10007
10,8,117,64,54.7,53,45.3,10008
10,9,125,71,56.8,54,43.2,10009
10,10,166,42,25.3,124,74.7,10010
10,11,127,47,37.01,80,62.99,10011
10,12,102,43,42.16,59,57.84,10012
10,13,180,90,50.0,90,50.0,10013
10,14,29,15,51.72,14,48.28,10014
10,15,62,33,53.23,29,46.77,10015
10,16,148,69,46.62,79,53.38,10016
10,17,92,59,64.13,33,35.87,10017
10,18,83,31,37.35,52,62.65,10018
10,19,196,104,53.06,92,46.94,10019
10,20,210,104,49.52,106,50.48,10020
10,21,95,40,42.11,55,57.89,10021
10,22,36,16,44.44,20,55.56,10022
10,23,115,58,50.43,57,49.57,10023
10,24,111,71,63.96,40,36.04,10024
10,25,146,65,44.52,81,55.48,10025
10,26,99,44,44.44,55,55.56,10026
10,27,182,95,52.2,87,47.8,10027
10,28,147,46,31.29,101,68.71,10028
10,29,163,51,31.29,112,68.71,10029
10,30,125,53,42.4,72,57.6,10030
10,31,124,58,46.77,66,53.23,10031
10,32,118,60,50.85,58,49.15,10032
10,33,122,51,41.8,71,58.2,10033
10,34,111,52,46.85,59,53.15,10034
10,35,114,57,50.0,57,50.0,10035
10,36,150,52,34.67,98,65.33,10036
10,37,103,45,43.69,58,56.31,10037
10,38,162,94,58.02,68,41.98,10038
10,39,119,59,49.58,60,50.42,10039
10,40,100,49,49.0,51,51.0,10040
10,41,236,139,58.9,97,41.1,10041
10,42,131,69,52.67,62,47.33,10042
10,43,107,39,36.45,68,63.55,10043
10,44,114,47,41.23,67,58.77,10044
10,45,144,63,43.75,81,56.25,10045
10,46,121,60,49.59,61,50.41,10046
11,1,185,53,28.65,132,71.35,11001
11,2,160,52,32.5,108,67.5,11002
11,3,186,49,26.34,137,73.66,11003
11,4,246,61,24.8,185,75.2,11004
11,5,122,36,29.51,86,70.49,11005
11,6,250,78,31.2,172,68.8,11006
11,7,190,33,17.37,157,82.63,11007
11,8,177,79,44.63,98,55.37,11008
11,9,205,43,20.98,162,79.02,11009
11,10,124,39,31.45,85,68.55,11010
11,11,210,51,24.29,159,75.71,11011
11,12,235,66,28.09,169,71.91,11012
11,13,221,32,14.48,189,85.52,11013
11,14,61,22,36.07,39,63.93,11014
11,15,181,56,30.94,125,69.06,11015
11,16,206,57,27.67,149,72.33,11016
11,17,223,83,37.22,140,62.78,11017
11,18,141,39,27.66,102,72.34,11018
11,19,164,57,34.76,107,65.24,11019
11,20,265,49,18.49,216,81.51,11020
11,21,335,91,27.16,244,72.84,11021
11,22,109,43,39.45,66,60.55,11022
11,23,137,52,37.96,85,62.04,11023
11,24,300,44,14.67,256,85.33,11024
11,25,140,25,17.86,115,82.14,11025
11,26,270,77,28.52,193,71.48,11026
11,27,33,11,33.33,22,66.67,11027
11,28,32,8,25.0,24,75.0,11028
11,29,239,85,35.56,154,64.44,11029
11,30,157,65,41.4,92,58.6,11030
11,31,48,10,20.83,38,79.17,11031
11,32,181,44,24.31,137,75.69,11032
11,33,150,51,34.0,99,66.0,11033
11,34,106,26,24.53,80,75.47,11034
11,35,256,67,26.17,189,73.83,11035
11,36,95,46,48.42,49,51.58,11036
11,37,367,92,25.07,275,74.93,11037
11,38,297,59,19.87,238,80.13,11038
11,39,283,69,24.38,214,75.62,11039
11,40,218,41,18.81,177,81.19,11040
11,41,147,42,28.57,105,71.43,11041
11,42,135,30,22.22,105,77.78,11042
11,43,207,52,25.12,155,74.88,11043
11,44,183,61,33.33,122,66.67,11044
11,45,111,33,29.73,78,70.27,11045
11,46,93,28,30.11,65,69.89,11046
11,47,183,59,32.24,124,67.76,11047
11,48,125,46,36.8,79,63.2,11048
11,49,146,41,28.08,105,71.92,11049
11,50,104,20,19.23,84,80.77,11050
11,51,195,50,25.64,145,74.36,11051
11,52,178,62,34.83,116,65.17,11052
11,53,204,41,20.1,163,79.9,11053
11,54,71,5,7.04,66,92.96,11054
12,1,61,23,37.7,38,62.3,12001
12,2,74,38,51.35,36,48.65,12002
12,3,71,39,54.93,32,45.07,12003
12,4,78,35,44.87,43,55.13,12004
12,5,35,13,37.14,22,62.86,12005
12,6,66,29,43.94,37,56.06,12006
12,7,83,36,43.37,47,56.63,12007
12,8,96,48,50.0,48,50.0,12008
12,9,56,27,48.21,29,51.79,12009
12,10,70,36,51.43,34,48.57,12010
12,11,92,46,50.0,46,50.0,12011
12,12,51,24,47.06,27,52.94,12012
12,13,65,27,41.54,38,58.46,12013
12,14,109,43,39.45,66,60.55,12014
12,15,104,38,36.54,66,63.46,12015
12,16,97,42,43.3,55,56.7,12016
12,17,27,12,44.44,15,55.56,12017
12,18,61,25,40.98,36,59.02,12018
12,19,75,31,41.33,44,58.67,12019
12,20,107,38,35.51,69,64.49,12020
12,21,98,37,37.76,61,62.24,12021
12,22,79,37,46.84,42,53.16,12022
12,23,74,25,33.78,49,66.22,12023
12,24,35,20,57.14,15,42.86,12024
12,25,117,43,36.75,74,63.25,12025
12,26,59,30,50.85,29,49.15,12026
12,27,47,22,46.81,25,53.19,12027
12,28,79,40,50.63,39,49.37,12028
12,29,128,55,42.97,73,57.03,12029
12,30,82,45,54.88,37,45.12,12030
13,1,168,92,54.76,76,45.24,13001
