ward,precinct,total,MARY E. FLOWERS,MARY E. FLOWERS Percent,precinct_id
6,11,2,2,100.0,06011
6,12,0,0,0.0,06012
6,18,2,2,100.0,06018
6,19,184,184,100.0,06019
6,20,57,57,100.0,06020
6,32,7,7,100.0,06032
6,42,97,97,100.0,06042
6,49,180,180,100.0,06049
13,1,153,153,100.0,13001
13,3,177,177,100.0,13003
13,8,163,163,100.0,13008
13,24,234,234,100.0,13024
13,47,13,13,100.0,13047
13,61,252,252,100.0,13061
13,63,207,207,100.0,13063
17,2,172,172,100.0,17002
17,3,135,135,100.0,17003
17,4,278,278,100.0,17004
17,5,181,181,100.0,17005
17,7,197,197,100.0,17007
17,9,132,132,100.0,17009
17,10,208,208,100.0,17010
17,11,117,117,100.0,17011
17,12,201,201,100.0,17012
17,15,172,172,100.0,17015
17,18,171,171,100.0,17018
17,20,159,159,100.0,17020
17,21,250,250,100.0,17021
17,22,208,208,100.0,17022
17,23,110,110,100.0,17023
17,24,174,174,100.0,17024
17,25,98,98,100.0,17025
17,26,234,234,100.0,17026
17,27,207,207,100.0,17027
17,28,146,146,100.0,17028
17,29,225,225,100.0,17029
17,30,209,209,100.0,17030
17,31,130,130,100.0,17031
17,32,195,195,100.0,17032
17,33,202,202,100.0,17033
17,35,101,101,100.0,17035
17,37,168,168,100.0,17037
17,38,163,163,100.0,17038
17,40,92,92,100.0,17040
17,44,118,118,100.0,17044
17,47,92,92,100.0,17047
17,48,88,88,100.0,17048
17,50,149,149,100.0,17050
17,51,185,185,100.0,17051
17,52,261,261,100.0,17052
17,53,176,176,100.0,17053
17,54,205,205,100.0,17054
17,55,149,149,100.0,17055
18,3,183,183,100.0,18003
18,4,310,310,100.0,18004
18,5,0,0,0.0,18005
18,6,203,203,100.0,18006
18,7,93,93,100.0,18007
18,8,0,0,0.0,18008
18,9,81,81,100.0,18009
18,10,316,316,100.0,18010
18,12,183,183,100.0,18012
18,13,96,96,100.0,18013
18,14,299,299,100.0,18014
18,15,89,89,100.0,18015
18,16,202,202,100.0,18016
18,18,178,178,100.0,18018
18,20,208,208,100.0,18020
18,22,216,216,100.0,18022
18,26,137,137,100.0,18026
18,28,86,86,100.0,18028
18,29,8,8,100.0,18029
18,30,2,2,100.0,18030
18,33,0,0,0.0,18033
18,35,244,244,100.0,18035
18,36,97,97,100.0,18036
18,37,123,123,100.0,18037
18,38,269,269,100.0,18038
18,39,43,43,100.0,18039
18,40,246,246,100.0,18040
18,44,46,46,100.0,18044
18,47,253,253,100.0,18047
18,48,127,127,100.0,18048
18,49,103,103,100.0,18049
18,50,199,199,100.0,18050
18,54,235,235,100.0,18054
18,55,161,161,100.0,18055
18,57,148,148,100.0,18057
18,58,123,123,100.0,18058
18,60,183,183,100.0,18060
18,61,217,217,100.0,18061
21,2,124,124,100.0,21002
21,13,12,12,100.0,21013
21,17,114,114,100.0,21017
21,34,255,255,100.0,21034
21,37,127,127,100.0,21037
21,41,157,157,100.0,21041
21,62,261,261,100.0,21062
21,64,98,98,100.0,21064
21,65,201,201,100.0,21065
21,70,147,147,100.0,21070
