ward,precinct,total,JOSEPH BERRIOS,JOSEPH BERRIOS Percent,precinct_id
11,38,158,158,100.0,11038
11,39,145,145,100.0,11039
11,40,143,143,100.0,11040
11,41,68,68,100.0,11041
11,42,101,101,100.0,11042
11,43,78,78,100.0,11043
11,44,97,97,100.0,11044
11,45,37,37,100.0,11045
11,46,24,24,100.0,11046
11,47,52,52,100.0,11047
11,48,33,33,100.0,11048
11,49,60,60,100.0,11049
11,50,55,55,100.0,11050
11,51,54,54,100.0,11051
11,52,94,94,100.0,11052
11,53,56,56,100.0,11053
11,54,64,64,100.0,11054
12,1,29,29,100.0,12001
12,2,30,30,100.0,12002
12,3,33,33,100.0,12003
12,4,39,39,100.0,12004
12,5,16,16,100.0,12005
12,6,28,28,100.0,12006
12,7,36,36,100.0,12007
12,8,37,37,100.0,12008
12,9,0,0,0.0,12009
12,10,34,34,100.0,12010
12,11,35,35,100.0,12011
12,12,22,22,100.0,12012
12,13,29,29,100.0,12013
12,14,43,43,100.0,12014
12,15,43,43,100.0,12015
12,16,42,42,100.0,12016
12,17,11,11,100.0,12017
12,18,33,33,100.0,12018
12,19,37,37,100.0,12019
12,20,38,38,100.0,12020
12,21,29,29,100.0,12021
12,22,37,37,100.0,12022
12,23,33,33,100.0,12023
12,24,9,9,100.0,12024
12,25,55,55,100.0,12025
12,26,31,31,100.0,12026
12,27,17,17,100.0,12027
12,28,34,34,100.0,12028
12,29,56,56,100.0,12029
12,30,40,40,100.0,12030
13,7,90,90,100.0,13007
13,11,62,62,100.0,13011
13,12,102,102,100.0,13012
13,14,74,74,100.0,13014
13,15,117,117,100.0,13015
13,16,91,91,100.0,13016
13,18,62,62,100.0,13018
13,20,89,89,100.0,13020
13,21,76,76,100.0,13021
13,23,96,96,100.0,13023
13,25,70,70,100.0,13025
13,31,78,78,100.0,13031
13,33,93,93,100.0,13033
13,34,85,85,100.0,13034
13,36,0,0,0.0,13036
13,40,7,7,100.0,13040
13,44,63,63,100.0,13044
13,52,108,108,100.0,13052
13,57,98,98,100.0,13057
13,62,115,115,100.0,13062
14,1,44,44,100.0,14001
14,3,49,49,100.0,14003
14,4,39,39,100.0,14004
14,5,52,52,100.0,14005
14,6,49,49,100.0,14006
14,7,57,57,100.0,14007
14,8,59,59,100.0,14008
14,9,54,54,100.0,14009
14,11,48,48,100.0,14011
14,12,33,33,100.0,14012
14,13,57,57,100.0,14013
14,14,34,34,100.0,14014
14,15,28,28,100.0,14015
14,16,49,49,100.0,14016
14,17,53,53,100.0,14017
14,18,43,43,100.0,14018
14,19,78,78,100.0,14019
14,20,61,61,100.0,14020
14,21,86,86,100.0,14021
14,22,48,48,100.0,14022
14,23,37,37,100.0,14023
14,24,56,56,100.0,14024
14,25,83,83,100.0,14025
14,26,47,47,100.0,14026
14,27,80,80,100.0,14027
14,28,44,44,100.0,14028
14,29,65,65,100.0,14029
14,30,44,44,100.0,14030
14,31,39,39,100.0,14031
14,32,54,54,100.0,14032
14,33,36,36,100.0,14033
14,34,31,31,100.0,14034
14,35,18,18,100.0,14035
14,36,63,63,100.0,14036
14,37,52,52,100.0,14037
14,39,52,52,100.0,14039
14,40,36,36,100.0,14040
14,41,51,51,100.0,14041
14,42,37,37,100.0,14042
14,44,69,69,100.0,14044
14,45,68,68,100.0,14045
14,46,63,63,100.0,14046
14,47,74,74,100.0,14047
14,48,41,41,100.0,14048
15,6,0,0,0.0,15006
15,22,55,55,100.0,15022
15,24,53,53,100.0,15024
15,29,46,46,100.0,15029
15,30,14,14,100.0,15030
15,38,59,59,100.0,15038
15,48,46,46,100.0,15048
15,49,24,24,100.0,15049
15,50,47,47,100.0,15050
16,42,3,3,100.0,16042
22,3,11,11,100.0,22003
22,4,10,10,100.0,22004
22,9,55,55,100.0,22009
22,10,31,31,100.0,22010
22,11,46,46,100.0,22011
22,18,40,40,100.0,22018
22,19,2,2,100.0,22019
22,25,48,48,100.0,22025
22,26,27,27,100.0,22026
22,29,26,26,100.0,22029
23,2,6,6,100.0,23002
23,4,69,69,100.0,23004
23,5,70,70,100.0,23005
23,6,103,103,100.0,23006
23,7,44,44,100.0,23007
23,8,99,99,100.0,23008
23,9,60,60,100.0,23009
23,10,154,154,100.0,23010
23,14,123,123,100.0,23014
23,20,21,21,100.0,23020
23,22,52,52,100.0,23022
23,23,70,70,100.0,23023
23,24,49,49,100.0,23024
23,25,75,75,100.0,23025
23,28,89,89,100.0,23028
23,29,56,56,100.0,23029
23,32,120,120,100.0,23032
23,33,117,117,100.0,23033
23,34,82,82,100.0,23034
23,35,59,59,100.0,23035
23,37,65,65,100.0,23037
23,39,4,4,100.0,23039
23,41,91,91,100.0,23041
23,42,79,79,100.0,23042
23,44,3,3,100.0,23044
23,45,84,84,100.0,23045
23,48,74,74,100.0,23048
23,49,73,73,100.0,23049
23,50,62,62,100.0,23050
23,51,94,94,100.0,23051
23,53,68,68,100.0,23053
23,54,106,106,100.0,23054
23,55,4,4,100.0,23055
23,57,78,78,100.0,23057
23,59,60,60,100.0,23059
23,61,116,116,100.0,23061
23,62,130,130,100.0,23062
24,53,24,24,100.0,24053
25,1,49,49,100.0,25001
25,2,57,57,100.0,25002
25,3,35,35,100.0,25003
25,4,105,105,100.0,25004
25,5,27,27,100.0,25005
25,6,66,66,100.0,25006
25,7,65,65,100.0,25007
25,8,64,64,100.0,25008
25,9,91,91,100.0,25009
25,10,14,14,100.0,25010
25,11,83,83,100.0,25011
25,12,54,54,100.0,25012
25,13,60,60,100.0,25013
25,14,37,37,100.0,25014
25,15,58,58,100.0,25015
25,16,26,26,100.0,25016
25,17,72,72,100.0,25017
25,18,62,62,100.0,25018
25,19,50,50,100.0,25019
25,20,73,73,100.0,25020
25,21,45,45,100.0,25021
25,22,41,41,100.0,25022
25,23,58,58,100.0,25023
25,24,51,51,100.0,25024
26,1,50,50,100.0,26001
26,2,52,52,100.0,26002
26,3,31,31,100.0,26003
26,4,70,70,100.0,26004
26,5,72,72,100.0,26005
26,6,52,52,100.0,26006
26,7,22,22,100.0,26007
26,8,41,41,100.0,26008
26,9,50,50,100.0,26009
26,10,55,55,100.0,26010
26,11,56,56,100.0,26011
26,12,58,58,100.0,26012
26,13,66,66,100.0,26013
26,14,96,96,100.0,26014
26,15,48,48,100.0,26015
26,16,56,56,100.0,26016
26,17,59,59,100.0,26017
26,18,64,64,100.0,26018
26,19,67,67,100.0,26019
26,20,43,43,100.0,26020
26,21,50,50,100.0,26021
26,22,29,29,100.0,26022
26,23,50,50,100.0,26023
26,24,65,65,100.0,26024
26,25,77,77,100.0,26025
26,26,37,37,100.0,26026
26,27,35,35,100.0,26027
26,28,72,72,100.0,26028
26,29,60,60,100.0,26029
26,30,62,62,100.0,26030
26,31,15,15,100.0,26031
26,32,76,76,100.0,26032
26,33,54,54,100.0,26033
26,34,61,61,100.0,26034
26,35,60,60,100.0,26035
26,36,63,63,100.0,26036
26,37,57,57,100.0,26037
26,38,41,41,100.0,26038
27,5,28,28,100.0,27005
27,10,101,101,100.0,27010
27,13,108,108,100.0,27013
27,16,29,29,100.0,27016
27,18,28,28,100.0,27018
27,28,40,40,100.0,27028
27,30,24,24,100.0,27030
27,32,47,47,100.0,27032
27,35,27,27,100.0,27035
27,37,0,0,0.0,27037
27,38,46,46,100.0,27038
27,41,40,40,100.0,27041
27,42,29,29,100.0,27042
27,50,31,31,100.0,27050
27,55,19,19,100.0,27055
27,58,0,0,0.0,27058
30,1,71,71,100.0,30001
30,2,57,57,100.0,30002
30,3,87,87,100.0,30003
30,4,72,72,100.0,30004
30,5,48,48,100.0,30005
30,6,52,52,100.0,30006
30,7,61,61,100.0,30007
30,8,82,82,100.0,30008
30,9,133,133,100.0,30009
30,10,71,71,100.0,30010
30,11,66,66,100.0,30011
30,12,50,50,100.0,30012
30,13,39,39,100.0,30013
30,14,52,52,100.0,30014
30,15,74,74,100.0,30015
30,16,49,49,100.0,30016
30,17,33,33,100.0,30017
30,18,83,83,100.0,30018
30,19,87,87,100.0,30019
30,20,33,33,100.0,30020
30,21,16,16,100.0,30021
30,22,50,50,100.0,30022
30,23,45,45,100.0,30023
30,24,21,21,100.0,30024
30,25,54,54,100.0,30025
30,26,70,70,100.0,30026
30,27,72,72,100.0,30027
30,28,77,77,100.0,30028
30,29,62,62,100.0,30029
30,30,67,67,100.0,30030
30,31,65,65,100.0,30031
30,32,76,76,100.0,30032
30,33,50,50,100.0,30033
30,34,133,133,100.0,30034
30,35,60,60,100.0,30035
30,36,41,41,100.0,30036
30,37,40,40,100.0,30037
30,38,88,88,100.0,30038
30,39,57,57,100.0,30039
30,40,46,46,100.0,30040
30,41,26,26,100.0,30041
30,42,85,85,100.0,30042
30,43,69,69,100.0,30043
30,44,70,70,100.0,30044
30,45,46,46,100.0,30045
31,1,34,34,100.0,31001
31,2,43,43,100.0,31002
31,3,66,66,100.0,31003
31,4,70,70,100.0,31004
31,5,42,42,100.0,31005
31,6,18,18,100.0,31006
31,7,36,36,100.0,31007
31,8,22,22,100.0,31008
31,9,28,28,100.0,31009
31,10,42,42,100.0,31010
31,11,35,35,100.0,31011
31,12,52,52,100.0,31012
31,13,43,43,100.0,31013
31,14,46,46,100.0,31014
31,15,45,45,100.0,31015
31,16,36,36,100.0,31016
31,17,50,50,100.0,31017
31,18,18,18,100.0,31018
31,19,11,11,100.0,31019
31,20,35,35,100.0,31020
31,21,32,32,100.0,31021
31,22,36,36,100.0,31022
31,23,49,49,100.0,31023
31,24,66,66,100.0,31024
31,25,38,38,100.0,31025
31,26,32,32,100.0,31026
31,27,30,30,100.0,31027
31,28,45,45,100.0,31028
31,29,27,27,100.0,31029
31,30,40,40,100.0,31030
31,31,72,72,100.0,31031
31,32,36,36,100.0,31032
31,33,59,59,100.0,31033
31,34,64,64,100.0,31034
31,35,34,34,100.0,31035
31,36,60,60,100.0,31036
31,37,42,42,100.0,31037
31,38,48,48,100.0,31038
31,39,30,30,100.0,31039
31,40,42,42,100.0,31040
31,41,36,36,100.0,31041
31,42,36,36,100.0,31042
31,43,29,29,100.0,31043
31,44,46,46,100.0,31044
31,45,45,45,100.0,31045
32,1,58,58,100.0,32001
32,2,41,41,100.0,32002
32,3,49,49,100.0,32003
32,4,65,65,100.0,32004
32,5,37,37,100.0,32005
32,6,58,58,100.0,32006
32,7,39,39,100.0,32007
32,8,60,60,100.0,32008
32,9,88,88,100.0,32009
32,10,40,40,100.0,32010
32,11,45,45,100.0,32011
32,12,44,44,100.0,32012
32,13,43,43,100.0,32013
32,14,19,19,100.0,32014
32,15,66,66,100.0,32015
32,16,63,63,100.0,32016
32,17,52,52,100.0,32017
32,18,51,51,100.0,32018
32,19,113,113,100.0,32019
32,20,51,51,100.0,32020
32,21,74,74,100.0,32021
32,22,57,57,100.0,32022
32,23,54,54,100.0,32023
32,24,49,49,100.0,32024
32,25,65,65,100.0,32025
32,26,67,67,100.0,32026
32,27,40,40,100.0,32027
32,28,29,29,100.0,32028
32,29,40,40,100.0,32029
32,30,45,45,100.0,32030
32,31,48,48,100.0,32031
32,32,56,56,100.0,32032
32,33,24,24,100.0,32033
32,34,44,44,100.0,32034
32,35,67,67,100.0,32035
32,36,52,52,100.0,32036
32,37,48,48,100.0,32037
32,38,73,73,100.0,32038
32,39,58,58,100.0,32039
32,40,46,46,100.0,32040
32,41,69,69,100.0,32041
32,42,62,62,100.0,32042
32,43,59,59,100.0,32043
32,44,46,46,100.0,32044
32,45,63,63,100.0,32045
32,46,10,10,100.0,32046
32,47,27,27,100.0,32047
32,48,54,54,100.0,32048
33,1,63,63,100.0,33001
33,2,90,90,100.0,33002
33,3,51,51,100.0,33003
33,4,78,78,100.0,33004
33,5,40,40,100.0,33005
33,6,81,81,100.0,33006
33,7,89,89,100.0,33007
33,8,59,59,100.0,33008
33,9,68,68,100.0,33009
33,10,73,73,100.0,33010
33,11,73,73,100.0,33011
33,12,85,85,100.0,33012
33,13,86,86,100.0,33013
33,14,68,68,100.0,33014
33,15,15,15,100.0,33015
33,16,61,61,100.0,33016
33,17,65,65,100.0,33017
33,18,32,32,100.0,33018
33,19,38,38,100.0,33019
33,20,70,70,100.0,33020
33,21,56,56,100.0,33021
33,22,116,116,100.0,33022
33,23,83,83,100.0,33023
33,24,82,82,100.0,33024
33,25,108,108,100.0,33025
33,26,58,58,100.0,33026
33,27,173,173,100.0,33027
33,28,78,78,100.0,33028
33,29,65,65,100.0,33029
33,30,59,59,100.0,33030
33,31,53,53,100.0,33031
33,32,17,17,100.0,33032
33,33,50,50,100.0,33033
33,34,61,61,100.0,33034
33,35,87,87,100.0,33035
33,36,66,66,100.0,33036
33,37,60,60,100.0,33037
33,38,25,25,100.0,33038
35,1,43,43,100.0,35001
35,2,67,67,100.0,35002
35,3,36,36,100.0,35003
35,4,24,24,100.0,35004
35,5,69,69,100.0,35005
35,6,56,56,100.0,35006
35,7,58,58,100.0,35007
35,8,19,19,100.0,35008
35,9,54,54,100.0,35009
35,10,35,35,100.0,35010
35,11,35,35,100.0,35011
35,12,57,57,100.0,35012
35,13,75,75,100.0,35013
35,14,55,55,100.0,35014
35,15,66,66,100.0,35015
35,16,49,49,100.0,35016
35,17,55,55,100.0,35017
35,18,44,44,100.0,35018
35,19,48,48,100.0,35019
35,20,27,27,100.0,35020
35,21,73,73,100.0,35021
35,22,34,34,100.0,35022
35,23,52,52,100.0,35023
35,24,57,57,100.0,35024
35,25,37,37,100.0,35025
35,26,29,29,100.0,35026
35,27,82,82,100.0,35027
35,28,40,40,100.0,35028
35,29,60,60,100.0,35029
35,30,77,77,100.0,35030
35,31,61,61,100.0,35031
35,32,34,34,100.0,35032
35,33,35,35,100.0,35033
35,34,79,79,100.0,35034
35,35,30,30,100.0,35035
36,1,76,76,100.0,36001
36,2,88,88,100.0,36002
36,3,123,123,100.0,36003
36,4,38,38,100.0,36004
36,5,57,57,100.0,36005
36,6,48,48,100.0,36006
36,7,99,99,100.0,36007
36,8,85,85,100.0,36008
36,9,101,101,100.0,36009
36,10,78,78,100.0,36010
36,11,138,138,100.0,36011
36,12,89,89,100.0,36012
36,13,181,181,100.0,36013
36,14,108,108,100.0,36014
36,15,95,95,100.0,36015
36,16,115,115,100.0,36016
36,17,71,71,100.0,36017
36,18,85,85,100.0,36018
36,19,315,315,100.0,36019
36,20,146,146,100.0,36020
36,21,119,119,100.0,36021
36,22,144,144,100.0,36022
36,23,62,62,100.0,36023
36,24,74,74,100.0,36024
36,25,59,59,100.0,36025
36,27,76,76,100.0,36027
36,28,77,77,100.0,36028
36,29,84,84,100.0,36029
36,30,112,112,100.0,36030
36,31,91,91,100.0,36031
36,32,98,98,100.0,36032
36,33,88,88,100.0,36033
36,34,51,51,100.0,36034
36,35,140,140,100.0,36035
36,36,82,82,100.0,36036
36,37,58,58,100.0,36037
36,38,57,57,100.0,36038
36,39,97,97,100.0,36039
36,40,102,102,100.0,36040
36,41,61,61,100.0,36041
36,42,79,79,100.0,36042
36,44,93,93,100.0,36044
36,45,90,90,100.0,36045
36,46,76,76,100.0,36046
36,47,78,78,100.0,36047
36,48,88,88,100.0,36048
36,49,79,79,100.0,36049
36,50,82,82,100.0,36050
36,51,101,101,100.0,36051
36,52,68,68,100.0,36052
36,53,89,89,100.0,36053
36,54,123,123,100.0,36054
36,55,123,123,100.0,36055
36,56,61,61,100.0,36056
37,12,20,20,100.0,37012
37,42,10,10,100.0,37042
38,1,58,58,100.0,38001
38,2,82,82,100.0,38002
38,3,83,83,100.0,38003
38,4,26,26,100.0,38004
38,5,98,98,100.0,38005
38,6,48,48,100.0,38006
38,7,97,97,100.0,38007
38,8,106,106,100.0,38008
38,9,73,73,100.0,38009
38,10,62,62,100.0,38010
38,11,52,52,100.0,38011
38,12,45,45,100.0,38012
38,13,67,67,100.0,38013
38,14,70,70,100.0,38014
38,15,59,59,100.0,38015
38,16,86,86,100.0,38016
38,17,65,65,100.0,38017
38,18,55,55,100.0,38018
38,19,56,56,100.0,38019
38,20,54,54,100.0,38020
38,21,61,61,100.0,38021
38,22,89,89,100.0,38022
38,23,54,54,100.0,38023
38,24,40,40,100.0,38024
38,25,71,71,100.0,38025
38,26,68,68,100.0,38026
38,27,52,52,100.0,38027
38,28,63,63,100.0,38028
38,29,59,59,100.0,38029
38,30,63,63,100.0,38030
38,31,73,73,100.0,38031
38,32,70,70,100.0,38032
38,33,65,65,100.0,38033
38,34,59,59,100.0,38034
38,35,72,72,100.0,38035
38,36,82,82,100.0,38036
38,37,94,94,100.0,38037
38,38,73,73,100.0,38038
38,39,62,62,100.0,38039
38,40,49,49,100.0,38040
38,41,94,94,100.0,38041
38,42,77,77,100.0,38042
38,43,72,72,100.0,38043
38,44,66,66,100.0,38044
38,45,67,67,100.0,38045
38,46,61,61,100.0,38046
38,47,77,77,100.0,38047
38,48,71,71,100.0,38048
38,49,62,62,100.0,38049
38,50,69,69,100.0,38050
38,51,47,47,100.0,38051
38,52,67,67,100.0,38052
38,53,56,56,100.0,38053
38,54,71,71,100.0,38054
38,55,96,96,100.0,38055
38,56,66,66,100.0,38056
39,1,56,56,100.0,39001
39,2,74,74,100.0,39002
39,3,67,67,100.0,39003
39,4,41,41,100.0,39004
39,5,59,59,100.0,39005
39,6,74,74,100.0,39006
39,7,83,83,100.0,39007
39,8,61,61,100.0,39008
39,9,119,119,100.0,39009
39,10,50,50,100.0,39010
39,11,84,84,100.0,39011
39,12,41,41,100.0,39012
39,13,34,34,100.0,39013
39,14,58,58,100.0,39014
39,15,35,35,100.0,39015
39,16,39,39,100.0,39016
39,17,40,40,100.0,39017
39,18,63,63,100.0,39018
39,19,45,45,100.0,39019
39,20,68,68,100.0,39020
39,21,43,43,100.0,39021
39,22,33,33,100.0,39022
39,23,29,29,100.0,39023
39,24,58,58,100.0,39024
39,25,31,31,100.0,39025
39,26,61,61,100.0,39026
39,27,30,30,100.0,39027
39,28,37,37,100.0,39028
39,29,28,28,100.0,39029
39,30,60,60,100.0,39030
39,31,47,47,100.0,39031
39,32,138,138,100.0,39032
39,33,61,61,100.0,39033
39,34,38,38,100.0,39034
39,35,51,51,100.0,39035
39,36,167,167,100.0,39036
39,37,70,70,100.0,39037
39,38,101,101,100.0,39038
39,39,39,39,100.0,39039
39,40,43,43,100.0,39040
39,41,13,13,100.0,39041
39,42,42,42,100.0,39042
39,43,51,51,100.0,39043
39,44,76,76,100.0,39044
39,45,68,68,100.0,39045
39,46,77,77,100.0,39046
39,47,35,35,100.0,39047
39,48,54,54,100.0,39048
39,49,24,24,100.0,39049
39,50,57,57,100.0,39050
40,1,37,37,100.0,40001
40,2,35,35,100.0,40002
40,3,39,39,100.0,40003
40,4,69,69,100.0,40004
40,5,54,54,100.0,40005
40,6,47,47,100.0,40006
40,7,40,40,100.0,40007
40,8,62,62,100.0,40008
40,9,34,34,100.0,40009
40,10,55,55,100.0,40010
40,11,43,43,100.0,40011
40,12,50,50,100.0,40012
40,13,40,40,100.0,40013
40,14,49,49,100.0,40014
40,15,69,69,100.0,40015
40,16,29,29,100.0,40016
40,17,29,29,100.0,40017
40,18,50,50,100.0,40018
40,19,50,50,100.0,40019
40,20,54,54,100.0,40020
40,21,51,51,100.0,40021
40,22,36,36,100.0,40022
40,23,52,52,100.0,40023
40,24,38,38,100.0,40024
40,25,55,55,100.0,40025
40,26,67,67,100.0,40026
40,27,81,81,100.0,40027
40,28,52,52,100.0,40028
40,29,77,77,100.0,40029
40,30,74,74,100.0,40030
40,31,59,59,100.0,40031
40,32,35,35,100.0,40032
40,33,47,47,100.0,40033
40,34,42,42,100.0,40034
40,35,55,55,100.0,40035
40,36,62,62,100.0,40036
40,37,64,64,100.0,40037
40,38,23,23,100.0,40038
40,39,42,42,100.0,40039
40,40,34,34,100.0,40040
40,41,61,61,100.0,40041
40,42,77,77,100.0,40042
40,43,53,53,100.0,40043
40,44,52,52,100.0,40044
40,45,85,85,100.0,40045
40,46,58,58,100.0,40046
40,47,65,65,100.0,40047
41,1,52,52,100.0,41001
41,2,83,83,100.0,41002
41,3,8,8,100.0,41003
41,4,62,62,100.0,41004
41,10,68,68,100.0,41010
41,12,83,83,100.0,41012
41,14,66,66,100.0,41014
41,16,5,5,100.0,41016
41,22,4,4,100.0,41022
41,23,66,66,100.0,41023
41,24,37,37,100.0,41024
41,39,52,52,100.0,41039
41,40,66,66,100.0,41040
41,42,52,52,100.0,41042
41,47,61,61,100.0,41047
41,49,59,59,100.0,41049
41,51,36,36,100.0,41051
41,54,57,57,100.0,41054
41,56,71,71,100.0,41056
41,57,54,54,100.0,41057
41,59,55,55,100.0,41059
41,61,98,98,100.0,41061
41,63,72,72,100.0,41063
41,66,56,56,100.0,41066
42,1,42,42,100.0,42001
42,2,28,28,100.0,42002
42,3,28,28,100.0,42003
42,4,38,38,100.0,42004
42,5,50,50,100.0,42005
42,6,90,90,100.0,42006
42,7,42,42,100.0,42007
42,8,55,55,100.0,42008
42,9,51,51,100.0,42009
42,10,47,47,100.0,42010
42,11,36,36,100.0,42011
42,13,95,95,100.0,42013
42,14,36,36,100.0,42014
42,15,56,56,100.0,42015
42,16,70,70,100.0,42016
42,17,32,32,100.0,42017
42,18,0,0,0.0,42018
42,19,45,45,100.0,42019
42,20,31,31,100.0,42020
42,22,24,24,100.0,42022
42,23,42,42,100.0,42023
42,24,36,36,100.0,42024
42,25,33,33,100.0,42025
42,26,0,0,0.0,42026
42,27,71,71,100.0,42027
42,28,55,55,100.0,42028
42,29,42,42,100.0,42029
42,30,41,41,100.0,42030
42,31,23,23,100.0,42031
42,33,70,70,100.0,42033
42,34,38,38,100.0,42034
42,35,28,28,100.0,42035
42,36,55,55,100.0,42036
42,37,36,36,100.0,42037
42,38,36,36,100.0,42038
42,40,28,28,100.0,42040
42,41,31,31,100.0,42041
42,42,42,42,100.0,42042
42,43,29,29,100.0,42043
42,44,31,31,100.0,42044
42,45,38,38,100.0,42045
42,46,29,29,100.0,42046
42,47,21,21,100.0,42047
42,50,24,24,100.0,42050
42,51,35,35,100.0,42051
42,52,24,24,100.0,42052
42,53,32,32,100.0,42053
42,54,24,24,100.0,42054
42,55,40,40,100.0,42055
42,56,34,34,100.0,42056
42,57,35,35,100.0,42057
42,58,84,84,100.0,42058
42,59,45,45,100.0,42059
42,60,17,17,100.0,42060
42,61,15,15,100.0,42061
42,62,30,30,100.0,42062
42,63,23,23,100.0,42063
42,64,15,15,100.0,42064
42,65,20,20,100.0,42065
42,66,26,26,100.0,42066
42,68,42,42,100.0,42068
43,1,33,33,100.0,43001
43,2,26,26,100.0,43002
43,3,37,37,100.0,43003
43,4,36,36,100.0,43004
43,5,37,37,100.0,43005
43,6,37,37,100.0,43006
43,7,30,30,100.0,43007
43,8,31,31,100.0,43008
43,9,17,17,100.0,43009
43,10,28,28,100.0,43010
43,11,21,21,100.0,43011
43,12,40,40,100.0,43012
43,13,21,21,100.0,43013
43,14,26,26,100.0,43014
43,15,48,48,100.0,43015
43,16,30,30,100.0,43016
43,17,37,37,100.0,43017
43,18,48,48,100.0,43018
43,19,40,40,100.0,43019
43,20,59,59,100.0,43020
43,21,25,25,100.0,43021
43,22,28,28,100.0,43022
43,23,40,40,100.0,43023
43,24,30,30,100.0,43024
43,25,50,50,100.0,43025
43,26,46,46,100.0,43026
43,27,35,35,100.0,43027
43,28,33,33,100.0,43028
43,29,31,31,100.0,43029
43,30,23,23,100.0,43030
43,31,47,47,100.0,43031
43,32,24,24,100.0,43032
43,33,23,23,100.0,43033
43,34,24,24,100.0,43034
43,35,34,34,100.0,43035
43,36,30,30,100.0,43036
43,37,35,35,100.0,43037
43,38,29,29,100.0,43038
43,39,28,28,100.0,43039
43,40,58,58,100.0,43040
43,41,41,41,100.0,43041
43,42,41,41,100.0,43042
43,43,30,30,100.0,43043
43,44,58,58,100.0,43044
43,45,40,40,100.0,43045
43,46,43,43,100.0,43046
43,47,55,55,100.0,43047
43,48,44,44,100.0,43048
43,49,30,30,100.0,43049
43,50,34,34,100.0,43050
43,51,27,27,100.0,43051
43,52,50,50,100.0,43052
43,53,46,46,100.0,43053
43,54,14,14,100.0,43054
43,55,43,43,100.0,43055
43,56,34,34,100.0,43056
43,57,18,18,100.0,43057
43,58,42,42,100.0,43058
43,59,42,42,100.0,43059
43,60,29,29,100.0,43060
44,1,53,53,100.0,44001
44,2,35,35,100.0,44002
44,3,45,45,100.0,44003
44,4,43,43,100.0,44004
44,5,41,41,100.0,44005
44,6,42,42,100.0,44006
44,7,58,58,100.0,44007
44,8,50,50,100.0,44008
44,9,54,54,100.0,44009
44,10,39,39,100.0,44010
44,11,50,50,100.0,44011
44,12,29,29,100.0,44012
44,13,60,60,100.0,44013
44,14,52,52,100.0,44014
44,15,47,47,100.0,44015
44,16,43,43,100.0,44016
44,17,61,61,100.0,44017
44,18,26,26,100.0,44018
44,19,42,42,100.0,44019
44,20,56,56,100.0,44020
44,21,67,67,100.0,44021
44,22,40,40,100.0,44022
44,23,45,45,100.0,44023
