ward,precinct,total,LAURA MARIE SULLIVAN,LAURA MARIE SULLIVAN Percent,MICHAEL R. CLANCY,MICHAEL R. CLANCY Percent,SHELDON A. HARRIS,SHELDON A. HARRIS Percent,MOIRA SUSAN JOHNSON,MOIRA SUSAN JOHNSON Percent,precinct_id
24,38,126,34,26.98,20,15.87,35,27.78,37,29.37,24038
24,39,101,29,28.71,13,12.87,33,32.67,26,25.74,24039
24,40,167,37,22.16,23,13.77,47,28.14,60,35.93,24040
24,41,107,26,24.3,17,15.89,36,33.64,28,26.17,24041
24,42,99,37,37.37,15,15.15,26,26.26,21,21.21,24042
24,43,109,32,29.36,15,13.76,31,28.44,31,28.44,24043
24,44,41,10,24.39,6,14.63,17,41.46,8,19.51,24044
24,45,94,27,28.72,11,11.7,24,25.53,32,34.04,24045
24,46,122,19,15.57,17,13.93,34,27.87,52,42.62,24046
24,47,111,27,24.32,15,13.51,40,36.04,29,26.13,24047
24,48,25,8,32.0,4,16.0,8,32.0,5,20.0,24048
24,49,160,33,20.63,25,15.63,48,30.0,54,33.75,24049
24,50,180,51,28.33,29,16.11,67,37.22,33,18.33,24050
24,51,173,31,17.92,28,16.18,65,37.57,49,28.32,24051
24,52,132,32,24.24,28,21.21,46,34.85,26,19.7,24052
24,53,98,29,29.59,21,21.43,21,21.43,27,27.55,24053
25,1,123,71,57.72,27,21.95,14,11.38,11,8.94,25001
25,2,140,79,56.43,14,10.0,25,17.86,22,15.71,25002
25,3,91,46,50.55,23,25.27,12,13.19,10,10.99,25003
25,4,226,102,45.13,47,20.8,38,16.81,39,17.26,25004
25,5,134,69,51.49,27,20.15,16,11.94,22,16.42,25005
25,6,157,69,43.95,30,19.11,16,10.19,42,26.75,25006
25,7,123,75,60.98,16,13.01,12,9.76,20,16.26,25007
25,8,156,81,51.92,27,17.31,26,16.67,22,14.1,25008
25,9,185,109,58.92,26,14.05,21,11.35,29,15.68,25009
25,10,46,17,36.96,2,4.35,14,30.43,13,28.26,25010
25,11,162,94,58.02,21,12.96,18,11.11,29,17.9,25011
25,12,133,65,48.87,26,19.55,13,9.77,29,21.8,25012
25,13,149,81,54.36,26,17.45,17,11.41,25,16.78,25013
25,14,80,38,47.5,20,25.0,12,15.0,10,12.5,25014
25,15,128,75,58.59,19,14.84,16,12.5,18,14.06,25015
25,16,48,25,52.08,6,12.5,9,18.75,8,16.67,25016
25,17,135,80,59.26,20,14.81,16,11.85,19,14.07,25017
25,18,111,46,41.44,16,14.41,26,23.42,23,20.72,25018
25,19,137,79,57.66,22,16.06,18,13.14,18,13.14,25019
25,20,187,105,56.15,32,17.11,22,11.76,28,14.97,25020
25,21,92,44,47.83,22,23.91,18,19.57,8,8.7,25021
25,22,100,59,59.0,11,11.0,11,11.0,19,19.0,25022
25,23,146,90,61.64,20,13.7,20,13.7,16,10.96,25023
25,24,127,72,56.69,16,12.6,13,10.24,26,20.47,25024
26,1,110,51,46.36,22,20.0,18,16.36,19,17.27,26001
26,2,97,38,39.18,16,16.49,19,19.59,24,24.74,26002
26,3,87,30,34.48,28,32.18,11,12.64,18,20.69,26003
26,4,128,49,38.28,36,28.13,17,13.28,26,20.31,26004
26,5,121,64,52.89,23,19.01,18,14.88,16,13.22,26005
26,6,122,51,41.8,23,18.85,25,20.49,23,18.85,26006
26,7,44,26,59.09,6,13.64,5,11.36,7,15.91,26007
26,8,72,29,40.28,19,26.39,5,6.94,19,26.39,26008
26,9,93,51,54.84,19,20.43,10,10.75,13,13.98,26009
26,10,108,48,44.44,16,14.81,22,20.37,22,20.37,26010
26,11,150,72,48.0,33,22.0,26,17.33,19,12.67,26011
26,12,102,38,37.25,23,22.55,19,18.63,22,21.57,26012
26,13,137,75,54.74,17,12.41,24,17.52,21,15.33,26013
26,14,169,75,44.38,45,26.63,21,12.43,28,16.57,26014
26,15,72,30,41.67,24,33.33,11,15.28,7,9.72,26015
26,16,113,35,30.97,23,20.35,32,28.32,23,20.35,26016
26,17,108,57,52.78,15,13.89,18,16.67,18,16.67,26017
26,18,142,87,61.27,21,14.79,12,8.45,22,15.49,26018
26,19,162,64,39.51,41,25.31,33,20.37,24,14.81,26019
26,20,71,29,40.85,17,23.94,15,21.13,10,14.08,26020
26,21,95,36,37.89,33,34.74,9,9.47,17,17.89,26021
26,22,61,28,45.9,12,19.67,3,4.92,18,29.51,26022
26,23,111,50,45.05,20,18.02,25,22.52,16,14.41,26023
26,24,151,66,43.71,34,22.52,14,9.27,37,24.5,26024
26,25,158,67,42.41,21,13.29,30,18.99,40,25.32,26025
26,26,52,27,51.92,15,28.85,5,9.62,5,9.62,26026
26,27,77,29,37.66,11,14.29,18,23.38,19,24.68,26027
26,28,157,60,38.22,40,25.48,26,16.56,31,19.75,26028
26,29,123,60,48.78,15,12.2,29,23.58,19,15.45,26029
26,30,131,65,49.62,15,11.45,21,16.03,30,22.9,26030
26,31,42,23,54.76,6,14.29,8,19.05,5,11.9,26031
26,32,134,66,49.25,24,17.91,27,20.15,17,12.69,26032
26,33,124,43,34.68,22,17.74,34,27.42,25,20.16,26033
26,34,127,51,40.16,33,25.98,23,18.11,20,15.75,26034
26,35,98,50,51.02,16,16.33,16,16.33,16,16.33,26035
26,36,136,57,41.91,25,18.38,34,25.0,20,14.71,26036
26,37,123,62,50.41,25,20.33,8,6.5,28,22.76,26037
26,38,95,43,45.26,13,13.68,12,12.63,27,28.42,26038
27,1,45,18,40.0,9,20.0,12,26.67,6,13.33,27001
27,2,112,29,25.89,9,8.04,55,49.11,19,16.96,27002
27,3,107,38,35.51,14,13.08,30,28.04,25,23.36,27003
27,4,77,30,38.96,8,10.39,20,25.97,19,24.68,27004
27,5,64,18,28.13,13,20.31,19,29.69,14,21.88,27005
27,6,88,22,25.0,20,22.73,38,43.18,8,9.09,27006
27,7,81,34,41.98,13,16.05,17,20.99,17,20.99,27007
27,8,61,13,21.31,9,14.75,26,42.62,13,21.31,27008
27,9,214,34,15.89,9,4.21,151,70.56,20,9.35,27009
27,10,217,48,22.12,31,14.29,79,36.41,59,27.19,27010
27,11,89,22,24.72,10,11.24,33,37.08,24,26.97,27011
27,12,43,9,20.93,9,20.93,11,25.58,14,32.56,27012
27,13,265,73,27.55,46,17.36,91,34.34,55,20.75,27013
27,14,59,13,22.03,9,15.25,31,52.54,6,10.17,27014
27,15,97,22,22.68,12,12.37,51,52.58,12,12.37,27015
27,16,87,34,39.08,10,11.49,22,25.29,21,24.14,27016
27,17,141,55,39.01,20,14.18,32,22.7,34,24.11,27017
27,18,51,21,41.18,9,17.65,12,23.53,9,17.65,27018
27,19,116,36,31.03,10,8.62,51,43.97,19,16.38,27019
27,20,136,46,33.82,21,15.44,42,30.88,27,19.85,27020
27,21,75,17,22.67,7,9.33,44,58.67,7,9.33,27021
27,22,122,23,18.85,21,17.21,58,47.54,20,16.39,27022
27,23,103,34,33.01,14,13.59,28,27.18,27,26.21,27023
27,24,154,37,24.03,23,14.94,77,50.0,17,11.04,27024
27,25,91,27,29.67,8,8.79,31,34.07,25,27.47,27025
27,26,231,62,26.84,26,11.26,85,36.8,58,25.11,27026
27,27,62,19,30.65,12,19.35,17,27.42,14,22.58,27027
27,28,117,38,32.48,15,12.82,44,37.61,20,17.09,27028
27,29,92,26,28.26,11,11.96,39,42.39,16,17.39,27029
27,30,58,26,44.83,14,24.14,7,12.07,11,18.97,27030
27,31,105,23,21.9,10,9.52,45,42.86,27,25.71,27031
27,32,98,49,50.0,15,15.31,15,15.31,19,19.39,27032
27,33,99,22,22.22,14,14.14,40,40.4,23,23.23,27033
27,34,116,24,20.69,12,10.34,60,51.72,20,17.24,27034
27,35,70,43,61.43,9,12.86,10,14.29,8,11.43,27035
27,36,139,35,25.18,16,11.51,52,37.41,36,25.9,27036
27,37,112,32,28.57,12,10.71,44,39.29,24,21.43,27037
27,38,94,35,37.23,14,14.89,29,30.85,16,17.02,27038
27,39,66,12,18.18,13,19.7,35,53.03,6,9.09,27039
27,40,92,20,21.74,6,6.52,49,53.26,17,18.48,27040
27,41,128,63,49.22,32,25.0,15,11.72,18,14.06,27041
27,42,74,29,39.19,12,16.22,16,21.62,17,22.97,27042
27,43,97,21,21.65,14,14.43,40,41.24,22,22.68,27043
27,44,161,29,18.01,20,12.42,70,43.48,42,26.09,27044
27,45,160,25,15.63,12,7.5,102,63.75,21,13.13,27045
27,46,151,22,14.57,15,9.93,85,56.29,29,19.21,27046
27,47,86,29,33.72,11,12.79,24,27.91,22,25.58,27047
27,48,154,37,24.03,20,12.99,55,35.71,42,27.27,27048
27,49,108,28,25.93,17,15.74,39,36.11,24,22.22,27049
27,50,146,59,40.41,24,16.44,33,22.6,30,20.55,27050
27,51,91,17,18.68,16,17.58,52,57.14,6,6.59,27051
27,52,43,5,11.63,1,2.33,34,79.07,3,6.98,27052
27,53,129,42,32.56,11,8.53,33,25.58,43,33.33,27053
27,54,84,33,39.29,13,15.48,21,25.0,17,20.24,27054
27,55,44,10,22.73,11,25.0,19,43.18,4,9.09,27055
27,56,76,40,52.63,8,10.53,11,14.47,17,22.37,27056
27,57,74,39,52.7,10,13.51,7,9.46,18,24.32,27057
27,58,112,44,39.29,19,16.96,19,16.96,30,26.79,27058
27,59,41,10,24.39,7,17.07,14,34.15,10,24.39,27059
28,1,160,45,28.13,12,7.5,79,49.38,24,15.0,28001
28,2,78,20,25.64,8,10.26,26,33.33,24,30.77,28002
28,3,96,15,15.63,15,15.63,20,20.83,46,47.92,28003
28,4,181,50,27.62,18,9.94,60,33.15,53,29.28,28004
28,5,121,26,21.49,11,9.09,45,37.19,39,32.23,28005
28,6,164,27,16.46,20,12.2,42,25.61,75,45.73,28006
28,7,181,43,23.76,17,9.39,51,28.18,70,38.67,28007
28,8,78,26,33.33,13,16.67,18,23.08,21,26.92,28008
28,9,136,21,15.44,14,10.29,32,23.53,69,50.74,28009
28,10,158,38,24.05,17,10.76,32,20.25,71,44.94,28010
28,11,110,22,20.0,17,15.45,28,25.45,43,39.09,28011
28,12,99,32,32.32,13,13.13,23,23.23,31,31.31,28012
28,13,109,19,17.43,12,11.01,29,26.61,49,44.95,28013
28,14,41,22,53.66,5,12.2,8,19.51,6,14.63,28014
28,15,65,11,16.92,13,20.0,16,24.62,25,38.46,28015
28,16,118,31,26.27,13,11.02,37,31.36,37,31.36,28016
28,17,72,15,20.83,6,8.33,31,43.06,20,27.78,28017
28,18,156,26,16.67,21,13.46,34,21.79,75,48.08,28018
28,19,120,17,14.17,15,12.5,33,27.5,55,45.83,28019
28,20,146,40,27.4,12,8.22,46,31.51,48,32.88,28020
28,21,130,21,16.15,13,10.0,33,25.38,63,48.46,28021
28,22,122,20,16.39,13,10.66,25,20.49,64,52.46,28022
28,23,130,27,20.77,15,11.54,31,23.85,57,43.85,28023
28,24,70,18,25.71,8,11.43,22,31.43,22,31.43,28024
28,25,130,30,23.08,8,6.15,32,24.62,60,46.15,28025
28,26,114,21,18.42,11,9.65,31,27.19,51,44.74,28026
28,27,63,15,23.81,8,12.7,15,23.81,25,39.68,28027
28,28,104,21,20.19,19,18.27,30,28.85,34,32.69,28028
28,29,137,33,24.09,11,8.03,40,29.2,53,38.69,28029
28,30,70,18,25.71,7,10.0,20,28.57,25,35.71,28030
28,31,109,37,33.94,15,13.76,27,24.77,30,27.52,28031
28,32,108,39,36.11,13,12.04,32,29.63,24,22.22,28032
28,33,86,20,23.26,14,16.28,27,31.4,25,29.07,28033
28,34,138,27,19.57,24,17.39,39,28.26,48,34.78,28034
28,35,100,21,21.0,14,14.0,42,42.0,23,23.0,28035
28,36,117,23,19.66,15,12.82,20,17.09,59,50.43,28036
28,37,144,30,20.83,17,11.81,33,22.92,64,44.44,28037
28,38,89,26,29.21,10,11.24,14,15.73,39,43.82,28038
28,39,52,15,28.85,8,15.38,16,30.77,13,25.0,28039
28,40,118,27,22.88,16,13.56,35,29.66,40,33.9,28040
28,41,76,18,23.68,5,6.58,19,25.0,34,44.74,28041
28,42,83,24,28.92,4,4.82,20,24.1,35,42.17,28042
28,43,66,17,25.76,5,7.58,13,19.7,31,46.97,28043
28,44,66,17,25.76,5,7.58,23,34.85,21,31.82,28044
28,45,73,19,26.03,9,12.33,16,21.92,29,39.73,28045
28,46,96,23,23.96,13,13.54,21,21.88,39,40.63,28046
28,47,112,32,28.57,11,9.82,28,25.0,41,36.61,28047
28,48,32,9,28.13,3,9.38,7,21.88,13,40.63,28048
28,49,74,21,28.38,9,12.16,14,18.92,30,40.54,28049
28,50,60,13,21.67,6,10.0,21,35.0,20,33.33,28050
28,51,99,21,21.21,9,9.09,22,22.22,47,47.47,28051
28,52,121,25,20.66,11,9.09,37,30.58,48,39.67,28052
28,53,39,21,53.85,7,17.95,5,12.82,6,15.38,28053
28,54,71,15,21.13,8,11.27,25,35.21,23,32.39,28054
28,55,68,21,30.88,12,17.65,19,27.94,16,23.53,28055
28,56,86,20,23.26,9,10.47,34,39.53,23,26.74,28056
28,57,113,27,23.89,8,7.08,35,30.97,43,38.05,28057
28,58,70,12,17.14,7,10.0,23,32.86,28,40.0,28058
28,59,87,17,19.54,6,6.9,23,26.44,41,47.13,28059
28,60,89,17,19.1,12,13.48,15,16.85,45,50.56,28060
28,61,68,9,13.24,7,10.29,27,39.71,25,36.76,28061
29,1,158,29,18.35,17,10.76,90,56.96,22,13.92,29001
29,2,75,42,56.0,12,16.0,9,12.0,12,16.0,29002
29,3,144,26,18.06,24,16.67,72,50.0,22,15.28,29003
29,4,180,33,18.33,9,5.0,98,54.44,40,22.22,29004
29,5,188,36,19.15,18,9.57,106,56.38,28,14.89,29005
29,6,60,22,36.67,14,23.33,20,33.33,4,6.67,29006
29,7,122,71,58.2,16,13.11,24,19.67,11,9.02,29007
29,8,175,34,19.43,28,16.0,80,45.71,33,18.86,29008
29,9,127,31,24.41,15,11.81,60,47.24,21,16.54,29009
29,10,179,22,12.29,13,7.26,130,72.63,14,7.82,29010
29,11,144,34,23.61,14,9.72,65,45.14,31,21.53,29011
29,12,139,28,20.14,15,10.79,57,41.01,39,28.06,29012
29,13,195,36,18.46,20,10.26,106,54.36,33,16.92,29013
29,14,152,22,14.47,12,7.89,83,54.61,35,23.03,29014
29,15,182,32,17.58,14,7.69,85,46.7,51,28.02,29015
29,16,168,13,7.74,8,4.76,127,75.6,20,11.9,29016
29,17,126,70,55.56,20,15.87,22,17.46,14,11.11,29017
29,18,196,24,12.24,11,5.61,106,54.08,55,28.06,29018
29,19,153,31,20.26,16,10.46,81,52.94,25,16.34,29019
29,20,201,42,20.9,38,18.91,100,49.75,21,10.45,29020
29,21,124,34,27.42,18,14.52,52,41.94,20,16.13,29021
29,22,100,35,35.0,14,14.0,34,34.0,17,17.0,29022
29,23,107,17,15.89,12,11.21,64,59.81,14,13.08,29023
29,24,176,42,23.86,19,10.8,73,41.48,42,23.86,29024
29,25,232,37,15.95,15,6.47,157,67.67,23,9.91,29025
29,26,161,31,19.25,13,8.07,85,52.8,32,19.88,29026
29,27,105,27,25.71,22,20.95,39,37.14,17,16.19,29027
29,28,125,25,20.0,15,12.0,61,48.8,24,19.2,29028
29,29,248,45,18.15,43,17.34,123,49.6,37,14.92,29029
29,30,150,34,22.67,18,12.0,82,54.67,16,10.67,29030
29,31,164,36,21.95,25,15.24,55,33.54,48,29.27,29031
29,32,159,35,22.01,18,11.32,66,41.51,40,25.16,29032
29,33,150,20,13.33,16,10.67,72,48.0,42,28.0,29033
29,34,106,22,20.75,13,12.26,50,47.17,21,19.81,29034
29,35,233,26,11.16,10,4.29,173,74.25,24,10.3,29035
29,36,204,30,14.71,20,9.8,128,62.75,26,12.75,29036
29,37,166,39,23.49,19,11.45,65,39.16,43,25.9,29037
29,38,165,44,26.67,17,10.3,70,42.42,34,20.61,29038
29,39,126,62,49.21,19,15.08,28,22.22,17,13.49,29039
29,40,232,43,18.53,25,10.78,125,53.88,39,16.81,29040
29,41,216,50,23.15,30,13.89,104,48.15,32,14.81,29041
29,42,120,16,13.33,18,15.0,65,54.17,21,17.5,29042
29,43,224,54,24.11,21,9.38,112,50.0,37,16.52,29043
29,44,177,33,18.64,23,12.99,76,42.94,45,25.42,29044
29,45,143,20,13.99,24,16.78,78,54.55,21,14.69,29045
29,46,126,21,16.67,19,15.08,58,46.03,28,22.22,29046
29,47,256,49,19.14,30,11.72,100,39.06,77,30.08,29047
29,48,62,32,51.61,2,3.23,21,33.87,7,11.29,29048
29,49,249,42,16.87,23,9.24,151,60.64,33,13.25,29049
29,50,204,39,19.12,26,12.75,100,49.02,39,19.12,29050
29,51,154,35,22.73,15,9.74,73,47.4,31,20.13,29051
29,52,136,52,38.24,19,13.97,43,31.62,22,16.18,29052
29,53,96,49,51.04,14,14.58,21,21.88,12,12.5,29053
29,54,121,61,50.41,21,17.36,30,24.79,9,7.44,29054
29,55,31,10,32.26,3,9.68,13,41.94,5,16.13,29055
29,56,126,38,30.16,14,11.11,46,36.51,28,22.22,29056
30,1,187,65,34.76,35,18.72,50,26.74,37,19.79,30001
30,2,118,55,46.61,15,12.71,23,19.49,25,21.19,30002
30,3,195,84,43.08,35,17.95,38,19.49,38,19.49,30003
30,4,189,92,48.68,31,16.4,38,20.11,28,14.81,30004
30,5,91,52,57.14,16,17.58,9,9.89,14,15.38,30005
30,6,135,57,42.22,26,19.26,24,17.78,28,20.74,30006
30,7,145,60,41.38,19,13.1,40,27.59,26,17.93,30007
30,8,168,84,50.0,33,19.64,25,14.88,26,15.48,30008
30,9,255,111,43.53,56,21.96,62,24.31,26,10.2,30009
30,10,128,67,52.34,19,14.84,25,19.53,17,13.28,30010
30,11,133,64,48.12,39,29.32,18,13.53,12,9.02,30011
30,12,137,68,49.64,24,17.52,19,13.87,26,18.98,30012
30,13,95,44,46.32,15,15.79,15,15.79,21,22.11,30013
30,14,97,48,49.48,17,17.53,18,18.56,14,14.43,30014
30,15,165,77,46.67,33,20.0,30,18.18,25,15.15,30015
30,16,109,55,50.46,17,15.6,21,19.27,16,14.68,30016
30,17,84,54,64.29,15,17.86,11,13.1,4,4.76,30017
30,18,159,88,55.35,24,15.09,29,18.24,18,11.32,30018
30,19,155,75,48.39,27,17.42,35,22.58,18,11.61,30019
30,20,76,36,47.37,15,19.74,18,23.68,7,9.21,30020
30,21,47,33,70.21,2,4.26,8,17.02,4,8.51,30021
30,22,111,40,36.04,21,18.92,18,16.22,32,28.83,30022
30,23,99,48,48.48,16,16.16,19,19.19,16,16.16,30023
30,24,71,42,59.15,9,12.68,8,11.27,12,16.9,30024
30,25,136,72,52.94,27,19.85,15,11.03,22,16.18,30025
30,26,137,67,48.91,26,18.98,22,16.06,22,16.06,30026
30,27,113,53,46.9,21,18.58,21,18.58,18,15.93,30027
30,28,147,68,46.26,33,22.45,28,19.05,18,12.24,30028
30,29,141,70,49.65,29,20.57,16,11.35,26,18.44,30029
30,30,162,61,37.65,28,17.28,53,32.72,20,12.35,30030
30,31,121,71,58.68,22,18.18,16,13.22,12,9.92,30031
30,32,150,73,48.67,28,18.67,26,17.33,23,15.33,30032
30,33,99,45,45.45,27,27.27,16,16.16,11,11.11,30033
30,34,259,148,57.14,44,16.99,38,14.67,29,11.2,30034
30,35,102,52,50.98,21,20.59,11,10.78,18,17.65,30035
30,36,108,61,56.48,17,15.74,19,17.59,11,10.19,30036
30,37,108,56,51.85,19,17.59,22,20.37,11,10.19,30037
30,38,152,76,50.0,29,19.08,29,19.08,18,11.84,30038
30,39,119,63,52.94,22,18.49,23,19.33,11,9.24,30039
30,40,130,53,40.77,18,13.85,48,36.92,11,8.46,30040
30,41,48,24,50.0,12,25.0,7,14.58,5,10.42,30041
30,42,149,75,50.34,35,23.49,22,14.77,17,11.41,30042
30,43,104,56,53.85,18,17.31,19,18.27,11,10.58,30043
30,44,165,84,50.91,26,15.76,17,10.3,38,23.03,30044
30,45,111,66,59.46,16,14.41,17,15.32,12,10.81,30045
31,1,80,33,41.25,16,20.0,13,16.25,18,22.5,31001
31,2,104,53,50.96,21,20.19,15,14.42,15,14.42,31002
31,3,90,51,56.67,10,11.11,9,10.0,20,22.22,31003
31,4,148,73,49.32,31,20.95,24,16.22,20,13.51,31004
31,5,88,42,47.73,15,17.05,16,18.18,15,17.05,31005
31,6,36,22,61.11,6,16.67,5,13.89,3,8.33,31006
31,7,85,51,60.0,15,17.65,5,5.88,14,16.47,31007
31,8,59,38,64.41,4,6.78,6,10.17,11,18.64,31008
31,9,79,47,59.49,6,7.59,8,10.13,18,22.78,31009
31,10,90,54,60.0,13,14.44,11,12.22,12,13.33,31010
31,11,69,31,44.93,20,28.99,5,7.25,13,18.84,31011
31,12,122,65,53.28,19,15.57,27,22.13,11,9.02,31012
31,13,90,55,61.11,11,12.22,10,11.11,14,15.56,31013
31,14,106,57,53.77,16,15.09,13,12.26,20,18.87,31014
31,15,97,40,41.24,21,21.65,19,19.59,17,17.53,31015
31,16,74,39,52.7,10,13.51,12,16.22,13,17.57,31016
31,17,139,77,55.4,19,13.67,25,17.99,18,12.95,31017
31,18,27,13,48.15,3,11.11,6,22.22,5,18.52,31018
31,19,15,5,33.33,1,6.67,5,33.33,4,26.67,31019
31,20,76,35,46.05,12,15.79,15,19.74,14,18.42,31020
31,21,84,46,54.76,14,16.67,8,9.52,16,19.05,31021
31,22,96,49,51.04,13,13.54,17,17.71,17,17.71,31022
31,23,100,47,47.0,21,21.0,18,18.0,14,14.0,31023
31,24,144,78,54.17,21,14.58,20,13.89,25,17.36,31024
31,25,112,60,53.57,19,16.96,17,15.18,16,14.29,31025
31,26,69,37,53.62,13,18.84,10,14.49,9,13.04,31026
31,27,85,45,52.94,20,23.53,12,14.12,8,9.41,31027
31,28,94,39,41.49,17,18.09,21,22.34,17,18.09,31028
31,29,60,29,48.33,16,26.67,11,18.33,4,6.67,31029
31,30,96,46,47.92,22,22.92,11,11.46,17,17.71,31030
31,31,152,91,59.87,18,11.84,19,12.5,24,15.79,31031
31,32,78,51,65.38,11,14.1,6,7.69,10,12.82,31032
31,33,149,83,55.7,27,18.12,19,12.75,20,13.42,31033
31,34,120,68,56.67,22,18.33,16,13.33,14,11.67,31034
31,35,76,41,53.95,9,11.84,13,17.11,13,17.11,31035
31,36,129,64,49.61,27,20.93,26,20.16,12,9.3,31036
31,37,111,54,48.65,21,18.92,17,15.32,19,17.12,31037
31,38,91,51,56.04,16,17.58,12,13.19,12,13.19,31038
31,39,70,36,51.43,13,18.57,10,14.29,11,15.71,31039
31,40,91,39,42.86,19,20.88,17,18.68,16,17.58,31040
31,41,73,44,60.27,10,13.7,10,13.7,9,12.33,31041
31,42,70,34,48.57,12,17.14,11,15.71,13,18.57,31042
31,43,74,34,45.95,14,18.92,18,24.32,8,10.81,31043
31,44,97,57,58.76,12,12.37,16,16.49,12,12.37,31044
31,45,77,43,55.84,10,12.99,13,16.88,11,14.29,31045
32,1,118,61,51.69,12,10.17,19,16.1,26,22.03,32001
32,2,94,30,31.91,14,14.89,17,18.09,33,35.11,32002
32,3,94,37,39.36,16,17.02,22,23.4,19,20.21,32003
32,4,174,83,47.7,27,15.52,26,14.94,38,21.84,32004
32,5,91,46,50.55,13,14.29,17,18.68,15,16.48,32005
32,6,127,75,59.06,17,13.39,13,10.24,22,17.32,32006
32,7,75,41,54.67,15,20.0,6,8.0,13,17.33,32007
32,8,121,62,51.24,18,14.88,17,14.05,24,19.83,32008
32,9,198,95,47.98,31,15.66,17,8.59,55,27.78,32009
32,10,85,33,38.82,11,12.94,18,21.18,23,27.06,32010
32,11,122,65,53.28,24,19.67,12,9.84,21,17.21,32011
32,12,77,36,46.75,12,15.58,13,16.88,16,20.78,32012
32,13,85,39,45.88,11,12.94,19,22.35,16,18.82,32013
32,14,64,29,45.31,10,15.63,14,21.88,11,17.19,32014
32,15,125,60,48.0,21,16.8,20,16.0,24,19.2,32015
32,16,144,63,43.75,26,18.06,37,25.69,18,12.5,32016
32,17,105,49,46.67,18,17.14,20,19.05,18,17.14,32017
32,18,91,38,41.76,11,12.09,22,24.18,20,21.98,32018
32,19,217,83,38.25,39,17.97,47,21.66,48,22.12,32019
32,20,111,60,54.05,14,12.61,26,23.42,11,9.91,32020
32,21,148,68,45.95,31,20.95,21,14.19,28,18.92,32021
32,22,147,56,38.1,17,11.56,30,20.41,44,29.93,32022
32,23,95,39,41.05,15,15.79,14,14.74,27,28.42,32023
32,24,111,53,47.75,13,11.71,20,18.02,25,22.52,32024
32,25,140,60,42.86,30,21.43,28,20.0,22,15.71,32025
32,26,128,57,44.53,14,10.94,27,21.09,30,23.44,32026
32,27,104,42,40.38,14,13.46,31,29.81,17,16.35,32027
32,28,79,37,46.84,10,12.66,18,22.78,14,17.72,32028
32,29,116,60,51.72,14,12.07,20,17.24,22,18.97,32029
32,30,107,53,49.53,14,13.08,14,13.08,26,24.3,32030
32,31,141,73,51.77,17,12.06,25,17.73,26,18.44,32031
32,32,106,39,36.79,28,26.42,23,21.7,16,15.09,32032
32,33,95,37,38.95,13,13.68,22,23.16,23,24.21,32033
32,34,143,68,47.55,17,11.89,30,20.98,28,19.58,32034
32,35,154,70,45.45,24,15.58,26,16.88,34,22.08,32035
32,36,175,87,49.71,28,16.0,21,12.0,39,22.29,32036
32,37,112,47,41.96,25,22.32,23,20.54,17,15.18,32037
32,38,147,62,42.18,16,10.88,30,20.41,39,26.53,32038
32,39,116,41,35.34,19,16.38,28,24.14,28,24.14,32039
32,40,132,63,47.73,16,12.12,29,21.97,24,18.18,32040
32,41,172,72,41.86,23,13.37,35,20.35,42,24.42,32041
32,42,153,68,44.44,19,12.42,31,20.26,35,22.88,32042
32,43,139,63,45.32,23,16.55,25,17.99,28,20.14,32043
32,44,113,53,46.9,16,14.16,24,21.24,20,17.7,32044
32,45,147,68,46.26,22,14.97,21,14.29,36,24.49,32045
32,46,28,7,25.0,6,21.43,9,32.14,6,21.43,32046
32,47,59,24,40.68,16,27.12,13,22.03,6,10.17,32047
32,48,112,50,44.64,21,18.75,10,8.93,31,27.68,32048
33,1,169,65,38.46,35,20.71,45,26.63,24,14.2,33001
33,2,242,85,35.12,27,11.16,102,42.15,28,11.57,33002
33,3,142,60,42.25,18,12.68,34,23.94,30,21.13,33003
33,4,191,64,33.51,23,12.04,79,41.36,25,13.09,33004
33,5,136,73,53.68,27,19.85,28,20.59,8,5.88,33005
33,6,185,77,41.62,38,20.54,48,25.95,22,11.89,33006
33,7,226,82,36.28,32,14.16,45,19.91,67,29.65,33007
33,8,137,51,37.23,27,19.71,28,20.44,31,22.63,33008
33,9,159,58,36.48,27,16.98,35,22.01,39,24.53,33009
33,10,191,75,39.27,27,14.14,53,27.75,36,18.85,33010
33,11,158,69,43.67,30,18.99,26,16.46,33,20.89,33011
33,12,224,95,42.41,45,20.09,54,24.11,30,13.39,33012
33,13,216,89,41.2,33,15.28,70,32.41,24,11.11,33013
33,14,125,53,42.4,14,11.2,37,29.6,21,16.8,33014
33,15,46,19,41.3,11,23.91,6,13.04,10,21.74,33015
33,16,171,75,43.86,29,16.96,39,22.81,28,16.37,33016
33,17,184,85,46.2,38,20.65,42,22.83,19,10.33,33017
33,18,57,23,40.35,9,15.79,16,28.07,9,15.79,33018
33,19,137,60,43.8,28,20.44,16,11.68,33,24.09,33019
33,20,160,82,51.25,27,16.88,34,21.25,17,10.63,33020
33,21,148,69,46.62,29,19.59,28,18.92,22,14.86,33021
33,22,285,90,31.58,35,12.28,135,47.37,25,8.77,33022
33,23,194,70,36.08,36,18.56,64,32.99,24,12.37,33023
33,24,211,84,39.81,28,13.27,53,25.12,46,21.8,33024
33,25,263,99,37.64,41,15.59,77,29.28,46,17.49,33025
33,26,143,64,44.76,25,17.48,32,22.38,22,15.38,33026
33,27,262,71,27.1,39,14.89,124,47.33,28,10.69,33027
