ward,precinct,total,JEFFREY M. SCHOENBERG,JEFFREY M. SCHOENBERG Percent,precinct_id
49,1,118,118,100.0,49001
49,5,79,79,100.0,49005
49,6,112,112,100.0,49006
49,11,3,3,100.0,49011
49,14,105,105,100.0,49014
49,16,110,110,100.0,49016
49,19,5,5,100.0,49019
49,20,132,132,100.0,49020
49,30,88,88,100.0,49030
49,34,77,77,100.0,49034
49,35,108,108,100.0,49035
