ward,precinct,total,NANCY A. DONAHOE,NANCY A. DONAHOE Percent,ROBERT BRENNAN QUINLIVAN,ROBERT BRENNAN QUINLIVAN Percent,MARGARET ANN BRENNAN,MARGARET ANN BRENNAN Percent,precinct_id
30,31,115,52,45.22,29,25.22,34,29.57,30031
30,32,151,45,29.8,52,34.44,54,35.76,30032
30,33,91,37,40.66,28,30.77,26,28.57,30033
30,34,251,98,39.04,80,31.87,73,29.08,30034
30,35,102,33,32.35,30,29.41,39,38.24,30035
30,36,106,43,40.57,27,25.47,36,33.96,30036
30,37,102,34,33.33,35,34.31,33,32.35,30037
30,38,153,56,36.6,51,33.33,46,30.07,30038
30,39,120,47,39.17,36,30.0,37,30.83,30039
30,40,124,29,23.39,64,51.61,31,25.0,30040
30,41,47,16,34.04,17,36.17,14,29.79,30041
30,42,146,50,34.25,52,35.62,44,30.14,30042
30,43,106,32,30.19,34,32.08,40,37.74,30043
30,44,164,68,41.46,45,27.44,51,31.1,30044
30,45,104,49,47.12,26,25.0,29,27.88,30045
31,1,74,32,43.24,15,20.27,27,36.49,31001
31,2,97,35,36.08,27,27.84,35,36.08,31002
31,3,86,27,31.4,24,27.91,35,40.7,31003
31,4,142,46,32.39,37,26.06,59,41.55,31004
31,5,83,29,34.94,19,22.89,35,42.17,31005
31,6,37,12,32.43,8,21.62,17,45.95,31006
31,7,76,37,48.68,17,22.37,22,28.95,31007
31,8,55,10,18.18,22,40.0,23,41.82,31008
31,9,75,35,46.67,21,28.0,19,25.33,31009
31,10,83,36,43.37,25,30.12,22,26.51,31010
31,11,70,23,32.86,13,18.57,34,48.57,31011
31,12,115,53,46.09,37,32.17,25,21.74,31012
31,13,82,37,45.12,23,28.05,22,26.83,31013
31,14,101,32,31.68,30,29.7,39,38.61,31014
31,15,93,35,37.63,26,27.96,32,34.41,31015
31,16,72,32,44.44,22,30.56,18,25.0,31016
31,17,126,50,39.68,32,25.4,44,34.92,31017
31,18,27,9,33.33,11,40.74,7,25.93,31018
31,19,12,4,33.33,4,33.33,4,33.33,31019
31,20,70,26,37.14,15,21.43,29,41.43,31020
31,21,79,29,36.71,20,25.32,30,37.97,31021
31,22,94,35,37.23,30,31.91,29,30.85,31022
31,23,99,39,39.39,26,26.26,34,34.34,31023
31,24,136,58,42.65,29,21.32,49,36.03,31024
31,25,106,44,41.51,39,36.79,23,21.7,31025
31,26,62,22,35.48,27,43.55,13,20.97,31026
31,27,72,22,30.56,27,37.5,23,31.94,31027
31,28,94,33,35.11,33,35.11,28,29.79,31028
31,29,56,26,46.43,15,26.79,15,26.79,31029
31,30,93,35,37.63,32,34.41,26,27.96,31030
31,31,144,52,36.11,36,25.0,56,38.89,31031
31,32,75,31,41.33,18,24.0,26,34.67,31032
31,33,142,51,35.92,47,33.1,44,30.99,31033
31,34,111,44,39.64,36,32.43,31,27.93,31034
31,35,68,30,44.12,21,30.88,17,25.0,31035
31,36,125,39,31.2,45,36.0,41,32.8,31036
31,37,104,40,38.46,32,30.77,32,30.77,31037
31,38,82,33,40.24,30,36.59,19,23.17,31038
31,39,67,22,32.84,22,32.84,23,34.33,31039
31,40,90,37,41.11,31,34.44,22,24.44,31040
31,41,69,36,52.17,21,30.43,12,17.39,31041
31,42,65,20,30.77,23,35.38,22,33.85,31042
31,43,65,25,38.46,17,26.15,23,35.38,31043
31,44,84,32,38.1,23,27.38,29,34.52,31044
31,45,67,24,35.82,21,31.34,22,32.84,31045
32,1,114,36,31.58,32,28.07,46,40.35,32001
32,2,89,25,28.09,31,34.83,33,37.08,32002
32,3,89,27,30.34,34,38.2,28,31.46,32003
32,4,165,50,30.3,62,37.58,53,32.12,32004
32,5,92,35,38.04,27,29.35,30,32.61,32005
32,6,123,43,34.96,41,33.33,39,31.71,32006
32,7,76,27,35.53,18,23.68,31,40.79,32007
32,8,119,35,29.41,44,36.97,40,33.61,32008
32,9,196,61,31.12,64,32.65,71,36.22,32009
32,10,83,23,27.71,31,37.35,29,34.94,32010
32,11,123,45,36.59,29,23.58,49,39.84,32011
32,12,76,32,42.11,15,19.74,29,38.16,32012
32,13,86,27,31.4,36,41.86,23,26.74,32013
32,14,64,22,34.38,19,29.69,23,35.94,32014
32,15,117,37,31.62,34,29.06,46,39.32,32015
32,16,143,55,38.46,59,41.26,29,20.28,32016
32,17,106,37,34.91,39,36.79,30,28.3,32017
32,18,87,40,45.98,22,25.29,25,28.74,32018
32,19,221,62,28.05,81,36.65,78,35.29,32019
32,20,114,34,29.82,52,45.61,28,24.56,32020
32,21,147,63,42.86,45,30.61,39,26.53,32021
32,22,150,45,30.0,66,44.0,39,26.0,32022
32,23,93,29,31.18,32,34.41,32,34.41,32023
32,24,112,32,28.57,31,27.68,49,43.75,32024
32,25,138,52,37.68,51,36.96,35,25.36,32025
32,26,123,38,30.89,43,34.96,42,34.15,32026
32,27,102,32,31.37,46,45.1,24,23.53,32027
32,28,77,16,20.78,29,37.66,32,41.56,32028
32,29,117,45,38.46,34,29.06,38,32.48,32029
32,30,106,42,39.62,29,27.36,35,33.02,32030
32,31,134,52,38.81,43,32.09,39,29.1,32031
32,32,106,30,28.3,45,42.45,31,29.25,32032
32,33,98,36,36.73,36,36.73,26,26.53,32033
32,34,138,41,29.71,50,36.23,47,34.06,32034
32,35,157,65,41.4,54,34.39,38,24.2,32035
32,36,175,68,38.86,46,26.29,61,34.86,32036
32,37,109,28,25.69,43,39.45,38,34.86,32037
32,38,147,48,32.65,41,27.89,58,39.46,32038
32,39,116,30,25.86,42,36.21,44,37.93,32039
32,40,131,41,31.3,51,38.93,39,29.77,32040
32,41,171,60,35.09,49,28.65,62,36.26,32041
32,42,147,58,39.46,48,32.65,41,27.89,32042
32,43,139,55,39.57,41,29.5,43,30.94,32043
32,44,112,43,38.39,35,31.25,34,30.36,32044
32,45,145,52,35.86,43,29.66,50,34.48,32045
32,46,27,11,40.74,12,44.44,4,14.81,32046
32,47,55,18,32.73,21,38.18,16,29.09,32047
32,48,119,47,39.5,34,28.57,38,31.93,32048
33,1,166,32,19.28,74,44.58,60,36.14,33001
33,2,243,65,26.75,129,53.09,49,20.16,33002
33,3,143,42,29.37,50,34.97,51,35.66,33003
33,4,192,50,26.04,100,52.08,42,21.88,33004
33,5,133,48,36.09,45,33.83,40,30.08,33005
33,6,181,55,30.39,73,40.33,53,29.28,33006
33,7,223,63,28.25,100,44.84,60,26.91,33007
33,8,135,38,28.15,54,40.0,43,31.85,33008
33,9,155,43,27.74,52,33.55,60,38.71,33009
33,10,187,56,29.95,74,39.57,57,30.48,33010
33,11,161,48,29.81,74,45.96,39,24.22,33011
33,12,217,63,29.03,85,39.17,69,31.8,33012
33,13,211,69,32.7,88,41.71,54,25.59,33013
33,14,119,30,25.21,48,40.34,41,34.45,33014
33,15,47,16,34.04,18,38.3,13,27.66,33015
33,16,157,45,28.66,65,41.4,47,29.94,33016
33,17,186,68,36.56,63,33.87,55,29.57,33017
33,18,54,15,27.78,25,46.3,14,25.93,33018
33,19,130,46,35.38,41,31.54,43,33.08,33019
33,20,160,59,36.88,49,30.63,52,32.5,33020
33,21,147,54,36.73,49,33.33,44,29.93,33021
33,22,285,62,21.75,158,55.44,65,22.81,33022
33,23,199,49,24.62,92,46.23,58,29.15,33023
33,24,207,57,27.54,75,36.23,75,36.23,33024
33,25,265,81,30.57,116,43.77,68,25.66,33025
33,26,141,51,36.17,44,31.21,46,32.62,33026
33,27,263,62,23.57,149,56.65,52,19.77,33027
33,28,183,60,32.79,70,38.25,53,28.96,33028
33,29,165,52,31.52,65,39.39,48,29.09,33029
33,30,140,35,25.0,55,39.29,50,35.71,33030
33,31,135,49,36.3,50,37.04,36,26.67,33031
33,32,41,11,26.83,13,31.71,17,41.46,33032
33,33,157,56,35.67,59,37.58,42,26.75,33033
33,34,153,36,23.53,78,50.98,39,25.49,33034
33,35,184,57,30.98,61,33.15,66,35.87,33035
33,36,212,52,24.53,106,50.0,54,25.47,33036
33,37,126,46,36.51,26,20.63,54,42.86,33037
33,38,52,15,28.85,25,48.08,12,23.08,33038
34,1,280,84,30.0,64,22.86,132,47.14,34001
34,2,166,49,29.52,52,31.33,65,39.16,34002
34,3,161,36,22.36,59,36.65,66,40.99,34003
34,4,180,33,18.33,80,44.44,67,37.22,34004
34,5,104,23,22.12,38,36.54,43,41.35,34005
34,6,212,57,26.89,75,35.38,80,37.74,34006
34,7,269,54,20.07,111,41.26,104,38.66,34007
34,8,203,74,36.45,49,24.14,80,39.41,34008
34,9,138,40,28.99,45,32.61,53,38.41,34009
34,10,239,79,33.05,63,26.36,97,40.59,34010
34,11,126,40,31.75,34,26.98,52,41.27,34011
34,12,186,48,25.81,54,29.03,84,45.16,34012
34,13,107,39,36.45,27,25.23,41,38.32,34013
34,14,105,25,23.81,24,22.86,56,53.33,34014
34,15,113,26,23.01,38,33.63,49,43.36,34015
34,16,142,50,35.21,43,30.28,49,34.51,34016
34,17,204,63,30.88,48,23.53,93,45.59,34017
34,18,128,35,27.34,43,33.59,50,39.06,34018
34,19,142,35,24.65,57,40.14,50,35.21,34019
34,20,214,53,24.77,74,34.58,87,40.65,34020
34,21,232,68,29.31,56,24.14,108,46.55,34021
34,22,238,61,25.63,78,32.77,99,41.6,34022
34,23,170,50,29.41,53,31.18,67,39.41,34023
34,24,192,66,34.38,48,25.0,78,40.63,34024
34,25,120,38,31.67,31,25.83,51,42.5,34025
34,26,144,33,22.92,70,48.61,41,28.47,34026
34,27,117,34,29.06,46,39.32,37,31.62,34027
34,28,115,20,17.39,67,58.26,28,24.35,34028
34,29,209,54,25.84,59,28.23,96,45.93,34029
34,30,237,54,22.78,86,36.29,97,40.93,34030
34,31,158,56,35.44,37,23.42,65,41.14,34031
34,32,209,42,20.1,73,34.93,94,44.98,34032
34,33,135,39,28.89,34,25.19,62,45.93,34033
34,34,197,57,28.93,49,24.87,91,46.19,34034
34,35,242,63,26.03,102,42.15,77,31.82,34035
34,36,244,68,27.87,64,26.23,112,45.9,34036
34,37,116,23,19.83,60,51.72,33,28.45,34037
34,38,127,16,12.6,60,47.24,51,40.16,34038
34,39,115,32,27.83,43,37.39,40,34.78,34039
34,40,219,59,26.94,64,29.22,96,43.84,34040
34,41,160,43,26.88,52,32.5,65,40.63,34041
34,42,212,54,25.47,55,25.94,103,48.58,34042
34,43,210,63,30.0,56,26.67,91,43.33,34043
34,44,219,41,18.72,108,49.32,70,31.96,34044
34,45,229,63,27.51,55,24.02,111,48.47,34045
34,46,125,46,36.8,36,28.8,43,34.4,34046
34,47,92,36,39.13,17,18.48,39,42.39,34047
34,48,184,56,30.43,42,22.83,86,46.74,34048
34,49,221,68,30.77,67,30.32,86,38.91,34049
34,50,160,44,27.5,53,33.13,63,39.38,34050
34,51,272,74,27.21,96,35.29,102,37.5,34051
34,52,163,36,22.09,63,38.65,64,39.26,34052
34,53,146,40,27.4,34,23.29,72,49.32,34053
34,54,179,47,26.26,66,36.87,66,36.87,34054
34,55,111,27,24.32,31,27.93,53,47.75,34055
34,56,134,43,32.09,26,19.4,65,48.51,34056
34,57,112,29,25.89,28,25.0,55,49.11,34057
34,58,168,24,14.29,101,60.12,43,25.6,34058
34,59,138,43,31.16,28,20.29,67,48.55,34059
34,60,187,47,25.13,69,36.9,71,37.97,34060
34,61,172,53,30.81,45,26.16,74,43.02,34061
35,1,82,28,34.15,22,26.83,32,39.02,35001
35,2,147,53,36.05,44,29.93,50,34.01,35002
35,3,79,28,35.44,25,31.65,26,32.91,35003
35,4,61,13,21.31,21,34.43,27,44.26,35004
35,5,128,49,38.28,34,26.56,45,35.16,35005
35,6,118,55,46.61,25,21.19,38,32.2,35006
35,7,125,48,38.4,29,23.2,48,38.4,35007
35,8,41,15,36.59,11,26.83,15,36.59,35008
35,9,109,40,36.7,29,26.61,40,36.7,35009
35,10,85,28,32.94,32,37.65,25,29.41,35010
35,11,78,29,37.18,25,32.05,24,30.77,35011
35,12,111,46,41.44,27,24.32,38,34.23,35012
35,13,175,52,29.71,52,29.71,71,40.57,35013
35,14,117,38,32.48,36,30.77,43,36.75,35014
35,15,140,50,35.71,37,26.43,53,37.86,35015
35,16,106,32,30.19,25,23.58,49,46.23,35016
35,17,106,47,44.34,21,19.81,38,35.85,35017
35,18,129,58,44.96,30,23.26,41,31.78,35018
35,19,120,51,42.5,30,25.0,39,32.5,35019
35,20,54,23,42.59,19,35.19,12,22.22,35020
35,21,173,72,41.62,52,30.06,49,28.32,35021
35,22,89,33,37.08,30,33.71,26,29.21,35022
35,23,116,52,44.83,25,21.55,39,33.62,35023
35,24,109,47,43.12,30,27.52,32,29.36,35024
35,25,119,42,35.29,30,25.21,47,39.5,35025
35,26,75,30,40.0,16,21.33,29,38.67,35026
35,27,163,58,35.58,45,27.61,60,36.81,35027
35,28,102,38,37.25,28,27.45,36,35.29,35028
35,29,108,40,37.04,35,32.41,33,30.56,35029
35,30,171,62,36.26,46,26.9,63,36.84,35030
35,31,132,49,37.12,41,31.06,42,31.82,35031
35,32,72,28,38.89,18,25.0,26,36.11,35032
35,33,71,22,30.99,25,35.21,24,33.8,35033
35,34,140,43,30.71,36,25.71,61,43.57,35034
35,35,63,21,33.33,17,26.98,25,39.68,35035
36,1,141,42,29.79,69,48.94,30,21.28,36001
36,2,131,32,24.43,72,54.96,27,20.61,36002
36,3,187,34,18.18,125,66.84,28,14.97,36003
36,4,56,14,25.0,25,44.64,17,30.36,36004
36,5,115,41,35.65,49,42.61,25,21.74,36005
36,6,128,40,31.25,64,50.0,24,18.75,36006
36,7,162,61,37.65,61,37.65,40,24.69,36007
36,8,177,62,35.03,71,40.11,44,24.86,36008
36,9,173,44,25.43,89,51.45,40,23.12,36009
36,10,153,63,41.18,58,37.91,32,20.92,36010
36,11,235,64,27.23,117,49.79,54,22.98,36011
36,12,179,64,35.75,74,41.34,41,22.91,36012
36,13,280,39,13.93,203,72.5,38,13.57,36013
36,14,202,40,19.8,124,61.39,38,18.81,36014
36,15,150,35,23.33,86,57.33,29,19.33,36015
36,16,176,49,27.84,66,37.5,61,34.66,36016
36,17,135,39,28.89,57,42.22,39,28.89,36017
36,18,175,57,32.57,58,33.14,60,34.29,36018
36,19,351,26,7.41,304,86.61,21,5.98,36019
36,20,213,52,24.41,122,57.28,39,18.31,36020
36,21,167,55,32.93,68,40.72,44,26.35,36021
36,22,228,47,20.61,117,51.32,64,28.07,36022
36,23,87,22,25.29,40,45.98,25,28.74,36023
36,24,160,56,35.0,40,25.0,64,40.0,36024
36,25,122,33,27.05,51,41.8,38,31.15,36025
36,26,256,66,25.78,113,44.14,77,30.08,36026
36,27,143,51,35.66,58,40.56,34,23.78,36027
36,28,141,43,30.5,72,51.06,26,18.44,36028
36,29,182,56,30.77,81,44.51,45,24.73,36029
36,30,212,62,29.25,96,45.28,54,25.47,36030
36,31,192,54,28.13,101,52.6,37,19.27,36031
36,32,186,53,28.49,90,48.39,43,23.12,36032
36,33,150,47,31.33,52,34.67,51,34.0,36033
36,34,120,34,28.33,51,42.5,35,29.17,36034
36,35,207,51,24.64,118,57.0,38,18.36,36035
36,36,157,53,33.76,50,31.85,54,34.39,36036
36,37,130,47,36.15,49,37.69,34,26.15,36037
36,38,120,33,27.5,54,45.0,33,27.5,36038
36,39,168,47,27.98,75,44.64,46,27.38,36039
36,40,177,50,28.25,77,43.5,50,28.25,36040
36,41,120,47,39.17,45,37.5,28,23.33,36041
36,42,130,35,26.92,53,40.77,42,32.31,36042
36,43,182,40,21.98,90,49.45,52,28.57,36043
36,44,159,47,29.56,51,32.08,61,38.36,36044
36,45,145,40,27.59,58,40.0,47,32.41,36045
36,46,157,53,33.76,71,45.22,33,21.02,36046
36,47,143,46,32.17,59,41.26,38,26.57,36047
36,48,169,53,31.36,71,42.01,45,26.63,36048
36,49,155,36,23.23,71,45.81,48,30.97,36049
36,50,152,53,34.87,52,34.21,47,30.92,36050
36,51,194,42,21.65,97,50.0,55,28.35,36051
36,52,134,47,35.07,56,41.79,31,23.13,36052
36,53,183,63,34.43,62,33.88,58,31.69,36053
36,54,202,55,27.23,84,41.58,63,31.19,36054
36,55,202,59,29.21,88,43.56,55,27.23,36055
36,56,131,38,29.01,56,42.75,37,28.24,36056
37,1,109,26,23.85,43,39.45,40,36.7,37001
37,2,73,23,31.51,24,32.88,26,35.62,37002
37,3,62,22,35.48,21,33.87,19,30.65,37003
37,4,142,27,19.01,57,40.14,58,40.85,37004
37,5,115,21,18.26,44,38.26,50,43.48,37005
37,6,194,54,27.84,58,29.9,82,42.27,37006
37,7,182,38,20.88,96,52.75,48,26.37,37007
37,8,94,25,26.6,29,30.85,40,42.55,37008
37,9,119,40,33.61,40,33.61,39,32.77,37009
37,10,205,49,23.9,86,41.95,70,34.15,37010
37,11,25,10,40.0,5,20.0,10,40.0,37011
37,12,122,30,24.59,55,45.08,37,30.33,37012
37,13,112,27,24.11,29,25.89,56,50.0,37013
37,14,127,34,26.77,53,41.73,40,31.5,37014
37,15,114,28,24.56,35,30.7,51,44.74,37015
37,16,180,43,23.89,66,36.67,71,39.44,37016
37,17,111,30,27.03,35,31.53,46,41.44,37017
37,18,129,41,31.78,29,22.48,59,45.74,37018
37,19,101,34,33.66,31,30.69,36,35.64,37019
37,20,130,35,26.92,36,27.69,59,45.38,37020
37,21,156,40,25.64,66,42.31,50,32.05,37021
37,22,104,22,21.15,42,40.38,40,38.46,37022
37,23,89,25,28.09,29,32.58,35,39.33,37023
37,24,131,32,24.43,44,33.59,55,41.98,37024
37,25,140,42,30.0,38,27.14,60,42.86,37025
37,26,149,33,22.15,75,50.34,41,27.52,37026
37,27,71,21,29.58,22,30.99,28,39.44,37027
37,28,99,31,31.31,27,27.27,41,41.41,37028
37,29,154,39,25.32,60,38.96,55,35.71,37029
37,30,87,20,22.99,34,39.08,33,37.93,37030
37,31,241,50,20.75,109,45.23,82,34.02,37031
37,32,119,24,20.17,47,39.5,48,40.34,37032
37,33,142,32,22.54,66,46.48,44,30.99,37033
37,34,160,37,23.13,58,36.25,65,40.63,37034
37,35,20,6,30.0,8,40.0,6,30.0,37035
37,36,109,19,17.43,61,55.96,29,26.61,37036
37,37,149,31,20.81,74,49.66,44,29.53,37037
37,38,134,28,20.9,54,40.3,52,38.81,37038
37,39,98,27,27.55,34,34.69,37,37.76,37039
37,40,119,39,32.77,25,21.01,55,46.22,37040
37,41,182,71,39.01,43,23.63,68,37.36,37041
37,42,37,12,32.43,13,35.14,12,32.43,37042
37,43,171,58,33.92,48,28.07,65,38.01,37043
37,44,175,27,15.43,83,47.43,65,37.14,37044
37,45,110,33,30.0,30,27.27,47,42.73,37045
37,46,130,37,28.46,57,43.85,36,27.69,37046
37,47,18,3,16.67,7,38.89,8,44.44,37047
37,48,116,32,27.59,49,42.24,35,30.17,37048
37,49,117,28,23.93,41,35.04,48,41.03,37049
37,50,47,14,29.79,13,27.66,20,42.55,37050
37,51,92,27,29.35,25,27.17,40,43.48,37051
38,1,115,44,38.26,40,34.78,31,26.96,38001
38,2,144,51,35.42,35,24.31,58,40.28,38002
38,3,151,53,35.1,57,37.75,41,27.15,38003
38,4,60,21,35.0,18,30.0,21,35.0,38004
38,5,206,59,28.64,88,42.72,59,28.64,38005
38,6,156,58,37.18,47,30.13,51,32.69,38006
38,7,184,65,35.33,66,35.87,53,28.8,38007
38,8,206,77,37.38,65,31.55,64,31.07,38008
38,9,156,48,30.77,49,31.41,59,37.82,38009
38,10,129,38,29.46,43,33.33,48,37.21,38010
38,11,118,50,42.37,31,26.27,37,31.36,38011
38,12,104,46,44.23,35,33.65,23,22.12,38012
38,13,127,38,29.92,48,37.8,41,32.28,38013
38,14,138,44,31.88,53,38.41,41,29.71,38014
38,15,121,45,37.19,46,38.02,30,24.79,38015
38,16,169,47,27.81,73,43.2,49,28.99,38016
38,17,134,49,36.57,53,39.55,32,23.88,38017
38,18,127,47,37.01,42,33.07,38,29.92,38018
38,19,118,40,33.9,40,33.9,38,32.2,38019
38,20,143,53,37.06,42,29.37,48,33.57,38020
38,21,149,49,32.89,53,35.57,47,31.54,38021
38,22,164,66,40.24,54,32.93,44,26.83,38022
38,23,119,35,29.41,41,34.45,43,36.13,38023
38,24,82,34,41.46,18,21.95,30,36.59,38024
38,25,128,43,33.59,46,35.94,39,30.47,38025
38,26,117,40,34.19,51,43.59,26,22.22,38026
38,27,99,35,35.35,31,31.31,33,33.33,38027
38,28,110,32,29.09,32,29.09,46,41.82,38028
38,29,113,44,38.94,32,28.32,37,32.74,38029
38,30,127,49,38.58,40,31.5,38,29.92,38030
38,31,149,57,38.26,48,32.21,44,29.53,38031
38,32,157,66,42.04,50,31.85,41,26.11,38032
38,33,122,33,27.05,49,40.16,40,32.79,38033
38,34,118,43,36.44,31,26.27,44,37.29,38034
38,35,142,49,34.51,40,28.17,53,37.32,38035
38,36,162,51,31.48,73,45.06,38,23.46,38036
38,37,169,63,37.28,53,31.36,53,31.36,38037
38,38,160,55,34.38,44,27.5,61,38.13,38038
38,39,140,55,39.29,50,35.71,35,25.0,38039
38,40,107,28,26.17,34,31.78,45,42.06,38040
38,41,190,58,30.53,68,35.79,64,33.68,38041
38,42,154,36,23.38,67,43.51,51,33.12,38042
38,43,149,54,36.24,56,37.58,39,26.17,38043
38,44,139,53,38.13,47,33.81,39,28.06,38044
38,45,164,48,29.27,61,37.2,55,33.54,38045
38,46,135,44,32.59,52,38.52,39,28.89,38046
38,47,143,42,29.37,47,32.87,54,37.76,38047
38,48,144,52,36.11,51,35.42,41,28.47,38048
38,49,132,50,37.88,39,29.55,43,32.58,38049
38,50,162,51,31.48,62,38.27,49,30.25,38050
38,51,120,47,39.17,36,30.0,37,30.83,38051
38,52,141,62,43.97,34,24.11,45,31.91,38052
38,53,142,57,40.14,35,24.65,50,35.21,38053
38,54,168,51,30.36,59,35.12,58,34.52,38054
38,55,207,57,27.54,85,41.06,65,31.4,38055
38,56,139,55,39.57,36,25.9,48,34.53,38056
39,1,128,37,28.91,44,34.38,47,36.72,39001
39,2,204,53,25.98,91,44.61,60,29.41,39002
39,3,152,39,25.66,79,51.97,34,22.37,39003
39,4,97,28,28.87,40,41.24,29,29.9,39004
39,5,144,62,43.06,42,29.17,40,27.78,39005
39,6,147,41,27.89,44,29.93,62,42.18,39006
39,7,151,38,25.17,69,45.7,44,29.14,39007
39,8,130,35,26.92,61,46.92,34,26.15,39008
39,9,217,73,33.64,101,46.54,43,19.82,39009
39,10,119,37,31.09,39,32.77,43,36.13,39010
39,11,176,47,26.7,81,46.02,48,27.27,39011
39,12,85,25,29.41,31,36.47,29,34.12,39012
39,13,61,22,36.07,24,39.34,15,24.59,39013
39,14,123,37,30.08,41,33.33,45,36.59,39014
39,15,106,22,20.75,51,48.11,33,31.13,39015
39,16,85,30,35.29,24,28.24,31,36.47,39016
39,17,95,26,27.37,35,36.84,34,35.79,39017
39,18,135,33,24.44,60,44.44,42,31.11,39018
39,19,105,38,36.19,36,34.29,31,29.52,39019
39,20,118,30,25.42,51,43.22,37,31.36,39020
39,21,96,31,32.29,26,27.08,39,40.63,39021
39,22,62,8,12.9,34,54.84,20,32.26,39022
39,23,83,26,31.33,27,32.53,30,36.14,39023
39,24,121,38,31.4,46,38.02,37,30.58,39024
39,25,55,18,32.73,18,32.73,19,34.55,39025
39,26,143,41,28.67,51,35.66,51,35.66,39026
39,27,76,24,31.58,25,32.89,27,35.53,39027
39,28,78,18,23.08,26,33.33,34,43.59,39028
39,29,79,23,29.11,22,27.85,34,43.04,39029
39,30,140,50,35.71,47,33.57,43,30.71,39030
39,31,83,33,39.76,16,19.28,34,40.96,39031
39,32,127,47,37.01,31,24.41,49,38.58,39032
39,33,153,48,31.37,55,35.95,50,32.68,39033
39,34,140,29,20.71,54,38.57,57,40.71,39034
39,35,127,45,35.43,47,37.01,35,27.56,39035
39,36,211,76,36.02,58,27.49,77,36.49,39036
39,37,186,51,27.42,82,44.09,53,28.49,39037
39,38,238,70,29.41,94,39.5,74,31.09,39038
39,39,78,22,28.21,30,38.46,26,33.33,39039
39,40,92,24,26.09,40,43.48,28,30.43,39040
39,41,27,12,44.44,7,25.93,8,29.63,39041
39,42,122,32,26.23,54,44.26,36,29.51,39042
39,43,115,43,37.39,39,33.91,33,28.7,39043
39,44,159,50,31.45,53,33.33,56,35.22,39044
39,45,130,54,41.54,38,29.23,38,29.23,39045
39,46,128,39,30.47,40,31.25,49,38.28,39046
39,47,103,29,28.16,44,42.72,30,29.13,39047
39,48,99,23,23.23,33,33.33,43,43.43,39048
39,49,79,16,20.25,33,41.77,30,37.97,39049
39,50,134,29,21.64,57,42.54,48,35.82,39050
40,1,95,30,31.58,24,25.26,41,43.16,40001
40,2,90,28,31.11,39,43.33,23,25.56,40002
40,3,89,25,28.09,37,41.57,27,30.34,40003
40,4,134,52,38.81,38,28.36,44,32.84,40004
40,5,111,48,43.24,34,30.63,29,26.13,40005
40,6,93,33,35.48,32,34.41,28,30.11,40006
40,7,92,30,32.61,33,35.87,29,31.52,40007
40,8,137,46,33.58,44,32.12,47,34.31,40008
40,9,72,23,31.94,33,45.83,16,22.22,40009
40,10,146,45,30.82,57,39.04,44,30.14,40010
40,11,89,26,29.21,30,33.71,33,37.08,40011
40,12,105,28,26.67,48,45.71,29,27.62,40012
40,13,101,39,38.61,32,31.68,30,29.7,40013
40,14,89,33,37.08,24,26.97,32,35.96,40014
40,15,131,40,30.53,45,34.35,46,35.11,40015
40,16,88,26,29.55,38,43.18,24,27.27,40016
40,17,68,21,30.88,25,36.76,22,32.35,40017
40,18,107,30,28.04,42,39.25,35,32.71,40018
40,19,101,36,35.64,31,30.69,34,33.66,40019
40,20,85,27,31.76,36,42.35,22,25.88,40020
40,21,112,36,32.14,40,35.71,36,32.14,40021
40,22,62,19,30.65,19,30.65,24,38.71,40022
40,23,123,37,30.08,44,35.77,42,34.15,40023
40,24,81,17,20.99,41,50.62,23,28.4,40024
40,25,96,29,30.21,46,47.92,21,21.88,40025
40,26,125,36,28.8,61,48.8,28,22.4,40026
40,27,184,51,27.72,65,35.33,68,36.96,40027
40,28,125,27,21.6,58,46.4,40,32.0,40028
40,29,172,52,30.23,72,41.86,48,27.91,40029
40,30,172,39,22.67,92,53.49,41,23.84,40030
40,31,135,35,25.93,75,55.56,25,18.52,40031
40,32,88,29,32.95,31,35.23,28,31.82,40032
40,33,109,36,33.03,31,28.44,42,38.53,40033
40,34,103,34,33.01,38,36.89,31,30.1,40034
40,35,131,32,24.43,49,37.4,50,38.17,40035
40,36,121,29,23.97,62,51.24,30,24.79,40036
40,37,143,48,33.57,49,34.27,46,32.17,40037
40,38,69,22,31.88,27,39.13,20,28.99,40038
40,39,93,33,35.48,28,30.11,32,34.41,40039
40,40,76,29,38.16,15,19.74,32,42.11,40040
40,41,114,31,27.19,41,35.96,42,36.84,40041
40,42,153,43,28.1,54,35.29,56,36.6,40042
40,43,119,34,28.57,38,31.93,47,39.5,40043
40,44,92,39,42.39,25,27.17,28,30.43,40044
40,45,193,64,33.16,65,33.68,64,33.16,40045
40,46,124,52,41.94,33,26.61,39,31.45,40046
40,47,115,31,26.96,40,34.78,44,38.26,40047
41,1,117,39,33.33,44,37.61,34,29.06,41001
41,2,198,73,36.87,60,30.3,65,32.83,41002
41,3,163,60,36.81,41,25.15,62,38.04,41003
41,4,167,44,26.35,54,32.34,69,41.32,41004
41,5,124,31,25.0,39,31.45,54,43.55,41005
41,6,134,36,26.87,47,35.07,51,38.06,41006
41,7,198,77,38.89,55,27.78,66,33.33,41007
41,8,144,53,36.81,47,32.64,44,30.56,41008
41,9,144,53,36.81,40,27.78,51,35.42,41009
41,10,155,48,30.97,58,37.42,49,31.61,41010
41,11,120,41,34.17,36,30.0,43,35.83,41011
41,12,154,44,28.57,50,32.47,60,38.96,41012
