ward,precinct,total,JOHN J. CULLERTON,JOHN J. CULLERTON Percent,precinct_id
26,1,9,9,100.0,26001
26,7,51,51,100.0,26007
26,30,61,61,100.0,26030
32,7,97,97,100.0,32007
32,8,141,141,100.0,32008
32,9,215,215,100.0,32009
32,10,98,98,100.0,32010
32,13,103,103,100.0,32013
32,15,138,138,100.0,32015
32,16,117,117,100.0,32016
32,18,100,100,100.0,32018
32,19,238,238,100.0,32019
32,20,118,118,100.0,32020
32,21,170,170,100.0,32021
32,22,154,154,100.0,32022
32,23,132,132,100.0,32023
32,24,114,114,100.0,32024
32,25,150,150,100.0,32025
32,27,111,111,100.0,32027
32,28,85,85,100.0,32028
32,29,19,19,100.0,32029
32,32,126,126,100.0,32032
32,34,14,14,100.0,32034
32,37,116,116,100.0,32037
32,38,167,167,100.0,32038
32,39,135,135,100.0,32039
32,40,141,141,100.0,32040
32,41,190,190,100.0,32041
32,42,161,161,100.0,32042
32,43,163,163,100.0,32043
32,44,122,122,100.0,32044
32,45,163,163,100.0,32045
32,48,137,137,100.0,32048
33,3,2,2,100.0,33003
33,7,219,219,100.0,33007
33,8,161,161,100.0,33008
33,9,165,165,100.0,33009
33,11,165,165,100.0,33011
33,14,11,11,100.0,33014
33,22,8,8,100.0,33022
33,24,225,225,100.0,33024
33,27,281,281,100.0,33027
33,28,201,201,100.0,33028
33,38,54,54,100.0,33038
40,5,124,124,100.0,40005
40,6,102,102,100.0,40006
40,20,73,73,100.0,40020
42,8,161,161,100.0,42008
42,10,108,108,100.0,42010
42,15,136,136,100.0,42015
42,16,183,183,100.0,42016
42,28,131,131,100.0,42028
42,30,54,54,100.0,42030
42,33,188,188,100.0,42033
42,34,112,112,100.0,42034
42,36,145,145,100.0,42036
42,59,17,17,100.0,42059
43,2,69,69,100.0,43002
43,4,91,91,100.0,43004
43,6,102,102,100.0,43006
43,7,77,77,100.0,43007
43,8,105,105,100.0,43008
43,10,60,60,100.0,43010
43,11,24,24,100.0,43011
43,12,147,147,100.0,43012
43,14,105,105,100.0,43014
43,16,104,104,100.0,43016
43,17,135,135,100.0,43017
43,18,139,139,100.0,43018
43,19,124,124,100.0,43019
43,20,148,148,100.0,43020
43,21,68,68,100.0,43021
43,22,78,78,100.0,43022
43,23,107,107,100.0,43023
43,24,95,95,100.0,43024
43,25,126,126,100.0,43025
43,26,110,110,100.0,43026
43,27,90,90,100.0,43027
43,29,74,74,100.0,43029
43,30,48,48,100.0,43030
43,31,115,115,100.0,43031
43,32,78,78,100.0,43032
43,33,57,57,100.0,43033
43,34,63,63,100.0,43034
43,35,111,111,100.0,43035
43,36,91,91,100.0,43036
43,37,80,80,100.0,43037
43,38,90,90,100.0,43038
43,39,84,84,100.0,43039
43,41,81,81,100.0,43041
43,42,125,125,100.0,43042
43,43,90,90,100.0,43043
43,44,123,123,100.0,43044
43,45,91,91,100.0,43045
43,46,148,148,100.0,43046
43,48,103,103,100.0,43048
43,49,84,84,100.0,43049
43,50,97,97,100.0,43050
43,51,82,82,100.0,43051
43,52,143,143,100.0,43052
43,53,119,119,100.0,43053
43,54,54,54,100.0,43054
43,56,86,86,100.0,43056
43,57,52,52,100.0,43057
43,58,107,107,100.0,43058
43,59,142,142,100.0,43059
43,60,92,92,100.0,43060
44,1,145,145,100.0,44001
44,2,93,93,100.0,44002
44,3,175,175,100.0,44003
44,4,147,147,100.0,44004
44,5,132,132,100.0,44005
44,6,115,115,100.0,44006
44,7,159,159,100.0,44007
44,8,145,145,100.0,44008
44,9,153,153,100.0,44009
44,10,122,122,100.0,44010
44,11,128,128,100.0,44011
44,12,99,99,100.0,44012
44,13,141,141,100.0,44013
44,14,140,140,100.0,44014
44,15,154,154,100.0,44015
44,16,110,110,100.0,44016
44,17,161,161,100.0,44017
44,18,51,51,100.0,44018
44,19,80,80,100.0,44019
44,20,136,136,100.0,44020
44,21,123,123,100.0,44021
44,22,124,124,100.0,44022
44,23,116,116,100.0,44023
44,24,91,91,100.0,44024
44,25,142,142,100.0,44025
44,26,87,87,100.0,44026
44,27,142,142,100.0,44027
44,28,87,87,100.0,44028
44,29,118,118,100.0,44029
44,30,90,90,100.0,44030
44,31,165,165,100.0,44031
44,32,78,78,100.0,44032
44,33,144,144,100.0,44033
44,34,91,91,100.0,44034
44,35,119,119,100.0,44035
44,36,126,126,100.0,44036
44,37,186,186,100.0,44037
44,38,155,155,100.0,44038
44,39,139,139,100.0,44039
44,40,130,130,100.0,44040
44,41,126,126,100.0,44041
44,42,129,129,100.0,44042
44,43,151,151,100.0,44043
44,44,178,178,100.0,44044
44,45,56,56,100.0,44045
44,46,94,94,100.0,44046
44,47,124,124,100.0,44047
44,48,112,112,100.0,44048
44,49,110,110,100.0,44049
44,50,113,113,100.0,44050
46,1,263,263,100.0,46001
46,3,163,163,100.0,46003
46,5,103,103,100.0,46005
46,10,115,115,100.0,46010
46,13,169,169,100.0,46013
46,15,123,123,100.0,46015
46,17,202,202,100.0,46017
46,18,194,194,100.0,46018
46,24,121,121,100.0,46024
46,28,117,117,100.0,46028
46,29,159,159,100.0,46029
46,30,175,175,100.0,46030
46,31,168,168,100.0,46031
46,33,152,152,100.0,46033
46,34,24,24,100.0,46034
46,36,186,186,100.0,46036
46,37,175,175,100.0,46037
47,1,102,102,100.0,47001
47,2,228,228,100.0,47002
47,3,153,153,100.0,47003
47,4,226,226,100.0,47004
47,6,233,233,100.0,47006
47,7,168,168,100.0,47007
47,8,225,225,100.0,47008
47,9,192,192,100.0,47009
47,12,175,175,100.0,47012
47,13,309,309,100.0,47013
47,14,240,240,100.0,47014
47,15,132,132,100.0,47015
47,16,116,116,100.0,47016
47,17,194,194,100.0,47017
47,18,140,140,100.0,47018
47,20,40,40,100.0,47020
47,24,123,123,100.0,47024
47,25,150,150,100.0,47025
47,27,146,146,100.0,47027
47,28,47,47,100.0,47028
47,29,166,166,100.0,47029
47,33,98,98,100.0,47033
47,35,227,227,100.0,47035
47,40,35,35,100.0,47040
47,42,119,119,100.0,47042
47,43,196,196,100.0,47043
47,44,132,132,100.0,47044
47,45,14,14,100.0,47045
