ward,precinct,total,LEWIS NIXON,LEWIS NIXON Percent,DOMENICA ANN STEPHENSON,DOMENICA ANN STEPHENSON Percent,precinct_id
31,41,71,42,59.15,29,40.85,31041
31,42,69,39,56.52,30,43.48,31042
31,43,69,38,55.07,31,44.93,31043
31,44,89,53,59.55,36,40.45,31044
31,45,68,39,57.35,29,42.65,31045
32,1,109,60,55.05,49,44.95,32001
32,2,88,51,57.95,37,42.05,32002
32,3,90,50,55.56,40,44.44,32003
32,4,165,91,55.15,74,44.85,32004
32,5,94,45,47.87,49,52.13,32005
32,6,124,63,50.81,61,49.19,32006
32,7,71,35,49.3,36,50.7,32007
32,8,122,66,54.1,56,45.9,32008
32,9,190,100,52.63,90,47.37,32009
32,10,83,49,59.04,34,40.96,32010
32,11,125,61,48.8,64,51.2,32011
32,12,74,35,47.3,39,52.7,32012
32,13,83,51,61.45,32,38.55,32013
32,14,68,41,60.29,27,39.71,32014
32,15,118,54,45.76,64,54.24,32015
32,16,149,96,64.43,53,35.57,32016
32,17,110,63,57.27,47,42.73,32017
32,18,86,49,56.98,37,43.02,32018
32,19,222,124,55.86,98,44.14,32019
32,20,116,62,53.45,54,46.55,32020
32,21,141,79,56.03,62,43.97,32021
32,22,148,96,64.86,52,35.14,32022
32,23,91,55,60.44,36,39.56,32023
32,24,107,48,44.86,59,55.14,32024
32,25,133,70,52.63,63,47.37,32025
32,26,124,58,46.77,66,53.23,32026
32,27,103,70,67.96,33,32.04,32027
32,28,75,37,49.33,38,50.67,32028
32,29,121,63,52.07,58,47.93,32029
32,30,104,55,52.88,49,47.12,32030
32,31,139,79,56.83,60,43.17,32031
32,32,106,57,53.77,49,46.23,32032
32,33,94,61,64.89,33,35.11,32033
32,34,141,71,50.35,70,49.65,32034
32,35,154,99,64.29,55,35.71,32035
32,36,169,93,55.03,76,44.97,32036
32,37,106,66,62.26,40,37.74,32037
32,38,142,78,54.93,64,45.07,32038
32,39,110,59,53.64,51,46.36,32039
32,40,132,74,56.06,58,43.94,32040
32,41,171,100,58.48,71,41.52,32041
32,42,149,85,57.05,64,42.95,32042
32,43,128,75,58.59,53,41.41,32043
32,44,110,62,56.36,48,43.64,32044
32,45,148,78,52.7,70,47.3,32045
32,46,27,15,55.56,12,44.44,32046
32,47,59,32,54.24,27,45.76,32047
32,48,115,62,53.91,53,46.09,32048
33,1,172,112,65.12,60,34.88,33001
33,2,245,161,65.71,84,34.29,33002
33,3,143,88,61.54,55,38.46,33003
33,4,196,142,72.45,54,27.55,33004
33,5,126,72,57.14,54,42.86,33005
33,6,174,105,60.34,69,39.66,33006
33,7,222,141,63.51,81,36.49,33007
33,8,142,90,63.38,52,36.62,33008
33,9,155,100,64.52,55,35.48,33009
33,10,181,117,64.64,64,35.36,33010
33,11,153,92,60.13,61,39.87,33011
33,12,221,124,56.11,97,43.89,33012
33,13,207,139,67.15,68,32.85,33013
33,14,124,71,57.26,53,42.74,33014
33,15,47,26,55.32,21,44.68,33015
33,16,165,98,59.39,67,40.61,33016
33,17,182,109,59.89,73,40.11,33017
33,18,57,32,56.14,25,43.86,33018
33,19,132,74,56.06,58,43.94,33019
33,20,164,104,63.41,60,36.59,33020
33,21,143,90,62.94,53,37.06,33021
33,22,287,212,73.87,75,26.13,33022
33,23,204,127,62.25,77,37.75,33023
33,24,211,127,60.19,84,39.81,33024
33,25,271,176,64.94,95,35.06,33025
33,26,143,81,56.64,62,43.36,33026
33,27,267,195,73.03,72,26.97,33027
33,28,183,108,59.02,75,40.98,33028
33,29,165,99,60.0,66,40.0,33029
33,30,138,85,61.59,53,38.41,33030
33,31,138,83,60.14,55,39.86,33031
33,32,44,27,61.36,17,38.64,33032
33,33,165,103,62.42,62,37.58,33033
33,34,158,117,74.05,41,25.95,33034
33,35,192,112,58.33,80,41.67,33035
33,36,217,145,66.82,72,33.18,33036
33,37,126,64,50.79,62,49.21,33037
33,38,52,33,63.46,19,36.54,33038
34,1,291,187,64.26,104,35.74,34001
34,2,191,140,73.3,51,26.7,34002
34,3,160,111,69.38,49,30.63,34003
34,4,185,136,73.51,49,26.49,34004
34,5,118,82,69.49,36,30.51,34005
34,6,226,166,73.45,60,26.55,34006
34,7,291,205,70.45,86,29.55,34007
34,8,242,180,74.38,62,25.62,34008
34,9,146,98,67.12,48,32.88,34009
34,10,260,182,70.0,78,30.0,34010
34,11,133,88,66.17,45,33.83,34011
34,12,200,133,66.5,67,33.5,34012
34,13,109,69,63.3,40,36.7,34013
34,14,111,68,61.26,43,38.74,34014
34,15,114,69,60.53,45,39.47,34015
34,16,149,88,59.06,61,40.94,34016
34,17,210,144,68.57,66,31.43,34017
34,18,141,97,68.79,44,31.21,34018
34,19,150,106,70.67,44,29.33,34019
34,20,237,173,73.0,64,27.0,34020
34,21,260,168,64.62,92,35.38,34021
34,22,257,184,71.6,73,28.4,34022
34,23,187,131,70.05,56,29.95,34023
34,24,198,130,65.66,68,34.34,34024
34,25,129,82,63.57,47,36.43,34025
34,26,156,125,80.13,31,19.87,34026
34,27,129,86,66.67,43,33.33,34027
34,28,122,95,77.87,27,22.13,34028
34,29,239,168,70.29,71,29.71,34029
34,30,272,209,76.84,63,23.16,34030
34,31,177,104,58.76,73,41.24,34031
34,32,221,172,77.83,49,22.17,34032
34,33,151,88,58.28,63,41.72,34033
34,34,220,145,65.91,75,34.09,34034
34,35,265,203,76.6,62,23.4,34035
34,36,259,186,71.81,73,28.19,34036
34,37,121,91,75.21,30,24.79,34037
34,38,138,96,69.57,42,30.43,34038
34,39,120,92,76.67,28,23.33,34039
34,40,231,148,64.07,83,35.93,34040
34,41,183,132,72.13,51,27.87,34041
34,42,229,160,69.87,69,30.13,34042
34,43,223,157,70.4,66,29.6,34043
34,44,244,182,74.59,62,25.41,34044
34,45,251,175,69.72,76,30.28,34045
34,46,149,104,69.8,45,30.2,34046
34,47,96,49,51.04,47,48.96,34047
34,48,199,138,69.35,61,30.65,34048
34,49,248,185,74.6,63,25.4,34049
34,50,163,122,74.85,41,25.15,34050
34,51,295,201,68.14,94,31.86,34051
34,52,169,124,73.37,45,26.63,34052
34,53,164,89,54.27,75,45.73,34053
34,54,183,124,67.76,59,32.24,34054
34,55,131,95,72.52,36,27.48,34055
34,56,146,93,63.7,53,36.3,34056
34,57,111,69,62.16,42,37.84,34057
34,58,175,148,84.57,27,15.43,34058
34,59,151,102,67.55,49,32.45,34059
34,60,198,122,61.62,76,38.38,34060
34,61,189,137,72.49,52,27.51,34061
35,1,83,48,57.83,35,42.17,35001
35,2,153,81,52.94,72,47.06,35002
35,3,83,40,48.19,43,51.81,35003
35,4,66,38,57.58,28,42.42,35004
35,5,137,83,60.58,54,39.42,35005
35,6,117,58,49.57,59,50.43,35006
35,7,127,63,49.61,64,50.39,35007
35,8,43,24,55.81,19,44.19,35008
35,9,112,54,48.21,58,51.79,35009
35,10,83,48,57.83,35,42.17,35010
35,11,82,50,60.98,32,39.02,35011
35,12,119,67,56.3,52,43.7,35012
35,13,186,105,56.45,81,43.55,35013
35,14,123,68,55.28,55,44.72,35014
35,15,143,85,59.44,58,40.56,35015
35,16,116,59,50.86,57,49.14,35016
35,17,112,64,57.14,48,42.86,35017
35,18,130,73,56.15,57,43.85,35018
35,19,120,53,44.17,67,55.83,35019
35,20,57,32,56.14,25,43.86,35020
35,21,183,110,60.11,73,39.89,35021
35,22,90,58,64.44,32,35.56,35022
35,23,123,61,49.59,62,50.41,35023
35,24,111,65,58.56,46,41.44,35024
35,25,123,56,45.53,67,54.47,35025
35,26,86,41,47.67,45,52.33,35026
35,27,181,103,56.91,78,43.09,35027
35,28,106,54,50.94,52,49.06,35028
35,29,115,62,53.91,53,46.09,35029
35,30,178,91,51.12,87,48.88,35030
35,31,135,76,56.3,59,43.7,35031
35,32,75,34,45.33,41,54.67,35032
35,33,72,46,63.89,26,36.11,35033
35,34,139,71,51.08,68,48.92,35034
35,35,59,27,45.76,32,54.24,35035
36,1,140,93,66.43,47,33.57,36001
36,2,129,88,68.22,41,31.78,36002
36,3,194,156,80.41,38,19.59,36003
36,4,57,36,63.16,21,36.84,36004
36,5,120,72,60.0,48,40.0,36005
36,6,137,94,68.61,43,31.39,36006
36,7,163,101,61.96,62,38.04,36007
36,8,183,110,60.11,73,39.89,36008
36,9,164,120,73.17,44,26.83,36009
36,10,151,101,66.89,50,33.11,36010
36,11,236,158,66.95,78,33.05,36011
36,12,175,106,60.57,69,39.43,36012
36,13,282,232,82.27,50,17.73,36013
36,14,203,162,79.8,41,20.2,36014
36,15,149,109,73.15,40,26.85,36015
36,16,179,120,67.04,59,32.96,36016
36,17,139,77,55.4,62,44.6,36017
36,18,180,90,50.0,90,50.0,36018
36,19,354,324,91.53,30,8.47,36019
36,20,210,160,76.19,50,23.81,36020
36,21,171,103,60.23,68,39.77,36021
36,22,228,152,66.67,76,33.33,36022
36,23,88,58,65.91,30,34.09,36023
36,24,171,116,67.84,55,32.16,36024
36,25,120,76,63.33,44,36.67,36025
36,26,271,208,76.75,63,23.25,36026
36,27,150,86,57.33,64,42.67,36027
36,28,144,99,68.75,45,31.25,36028
36,29,173,119,68.79,54,31.21,36029
36,30,214,140,65.42,74,34.58,36030
36,31,192,137,71.35,55,28.65,36031
36,32,191,135,70.68,56,29.32,36032
36,33,156,95,60.9,61,39.1,36033
36,34,126,84,66.67,42,33.33,36034
36,35,208,151,72.6,57,27.4,36035
36,36,160,105,65.63,55,34.38,36036
36,37,135,92,68.15,43,31.85,36037
36,38,121,81,66.94,40,33.06,36038
36,39,174,115,66.09,59,33.91,36039
36,40,178,123,69.1,55,30.9,36040
36,41,120,77,64.17,43,35.83,36041
36,42,127,74,58.27,53,41.73,36042
36,43,193,148,76.68,45,23.32,36043
36,44,158,95,60.13,63,39.87,36044
36,45,152,97,63.82,55,36.18,36045
36,46,167,115,68.86,52,31.14,36046
36,47,144,92,63.89,52,36.11,36047
36,48,172,123,71.51,49,28.49,36048
36,49,158,103,65.19,55,34.81,36049
36,50,156,100,64.1,56,35.9,36050
36,51,192,131,68.23,61,31.77,36051
36,52,134,89,66.42,45,33.58,36052
36,53,185,131,70.81,54,29.19,36053
36,54,210,154,73.33,56,26.67,36054
36,55,211,155,73.46,56,26.54,36055
36,56,132,91,68.94,41,31.06,36056
37,1,122,90,73.77,32,26.23,37001
37,2,71,43,60.56,28,39.44,37002
37,3,70,49,70.0,21,30.0,37003
37,4,157,102,64.97,55,35.03,37004
37,5,134,92,68.66,42,31.34,37005
37,6,223,162,72.65,61,27.35,37006
37,7,185,149,80.54,36,19.46,37007
37,8,103,63,61.17,40,38.83,37008
37,9,127,73,57.48,54,42.52,37009
37,10,219,152,69.41,67,30.59,37010
37,11,30,18,60.0,12,40.0,37011
37,12,129,90,69.77,39,30.23,37012
37,13,128,87,67.97,41,32.03,37013
37,14,147,108,73.47,39,26.53,37014
37,15,120,77,64.17,43,35.83,37015
37,16,207,141,68.12,66,31.88,37016
37,17,131,89,67.94,42,32.06,37017
37,18,140,82,58.57,58,41.43,37018
37,19,116,83,71.55,33,28.45,37019
37,20,143,94,65.73,49,34.27,37020
37,21,171,119,69.59,52,30.41,37021
37,22,114,91,79.82,23,20.18,37022
37,23,94,62,65.96,32,34.04,37023
37,24,142,92,64.79,50,35.21,37024
37,25,148,95,64.19,53,35.81,37025
37,26,163,123,75.46,40,24.54,37026
37,27,80,60,75.0,20,25.0,37027
37,28,109,70,64.22,39,35.78,37028
37,29,162,111,68.52,51,31.48,37029
37,30,108,78,72.22,30,27.78,37030
37,31,254,181,71.26,73,28.74,37031
37,32,138,99,71.74,39,28.26,37032
37,33,153,113,73.86,40,26.14,37033
37,34,185,134,72.43,51,27.57,37034
37,35,21,14,66.67,7,33.33,37035
37,36,128,94,73.44,34,26.56,37036
37,37,163,125,76.69,38,23.31,37037
37,38,145,122,84.14,23,15.86,37038
37,39,110,75,68.18,35,31.82,37039
37,40,137,92,67.15,45,32.85,37040
37,41,206,138,66.99,68,33.01,37041
37,42,36,16,44.44,20,55.56,37042
37,43,182,123,67.58,59,32.42,37043
37,44,186,148,79.57,38,20.43,37044
37,45,128,76,59.38,52,40.63,37045
37,46,136,102,75.0,34,25.0,37046
37,47,18,9,50.0,9,50.0,37047
37,48,137,94,68.61,43,31.39,37048
37,49,133,87,65.41,46,34.59,37049
37,50,54,32,59.26,22,40.74,37050
37,51,111,74,66.67,37,33.33,37051
38,1,116,75,64.66,41,35.34,38001
38,2,154,97,62.99,57,37.01,38002
38,3,155,101,65.16,54,34.84,38003
38,4,54,30,55.56,24,44.44,38004
38,5,208,124,59.62,84,40.38,38005
38,6,152,85,55.92,67,44.08,38006
38,7,182,108,59.34,74,40.66,38007
38,8,209,123,58.85,86,41.15,38008
38,9,153,84,54.9,69,45.1,38009
38,10,129,84,65.12,45,34.88,38010
38,11,123,62,50.41,61,49.59,38011
38,12,100,60,60.0,40,40.0,38012
38,13,132,78,59.09,54,40.91,38013
38,14,147,91,61.9,56,38.1,38014
38,15,109,68,62.39,41,37.61,38015
38,16,171,122,71.35,49,28.65,38016
38,17,134,81,60.45,53,39.55,38017
38,18,131,80,61.07,51,38.93,38018
38,19,116,60,51.72,56,48.28,38019
38,20,138,75,54.35,63,45.65,38020
38,21,146,80,54.79,66,45.21,38021
38,22,159,100,62.89,59,37.11,38022
38,23,119,73,61.34,46,38.66,38023
38,24,82,46,56.1,36,43.9,38024
38,25,127,80,62.99,47,37.01,38025
38,26,114,78,68.42,36,31.58,38026
38,27,98,53,54.08,45,45.92,38027
38,28,111,65,58.56,46,41.44,38028
38,29,112,68,60.71,44,39.29,38029
38,30,132,88,66.67,44,33.33,38030
38,31,153,92,60.13,61,39.87,38031
38,32,154,91,59.09,63,40.91,38032
38,33,124,76,61.29,48,38.71,38033
38,34,123,76,61.79,47,38.21,38034
38,35,146,103,70.55,43,29.45,38035
38,36,158,108,68.35,50,31.65,38036
38,37,173,95,54.91,78,45.09,38037
38,38,161,84,52.17,77,47.83,38038
38,39,141,87,61.7,54,38.3,38039
38,40,108,52,48.15,56,51.85,38040
38,41,186,108,58.06,78,41.94,38041
38,42,154,101,65.58,53,34.42,38042
38,43,152,90,59.21,62,40.79,38043
38,44,141,86,60.99,55,39.01,38044
38,45,168,104,61.9,64,38.1,38045
38,46,131,78,59.54,53,40.46,38046
38,47,143,79,55.24,64,44.76,38047
38,48,142,79,55.63,63,44.37,38048
38,49,124,67,54.03,57,45.97,38049
38,50,162,90,55.56,72,44.44,38050
38,51,119,61,51.26,58,48.74,38051
38,52,139,85,61.15,54,38.85,38052
38,53,138,75,54.35,63,45.65,38053
38,54,157,98,62.42,59,37.58,38054
38,55,204,142,69.61,62,30.39,38055
38,56,135,77,57.04,58,42.96,38056
39,1,123,69,56.1,54,43.9,39001
39,2,203,140,68.97,63,31.03,39002
39,3,144,88,61.11,56,38.89,39003
39,4,98,55,56.12,43,43.88,39004
39,5,141,82,58.16,59,41.84,39005
39,6,146,87,59.59,59,40.41,39006
39,7,154,100,64.94,54,35.06,39007
39,8,131,90,68.7,41,31.3,39008
39,9,221,155,70.14,66,29.86,39009
39,10,122,70,57.38,52,42.62,39010
39,11,177,111,62.71,66,37.29,39011
39,12,83,49,59.04,34,40.96,39012
39,13,64,35,54.69,29,45.31,39013
39,14,123,70,56.91,53,43.09,39014
39,15,105,66,62.86,39,37.14,39015
39,16,91,55,60.44,36,39.56,39016
39,17,96,46,47.92,50,52.08,39017
39,18,143,88,61.54,55,38.46,39018
39,19,105,73,69.52,32,30.48,39019
39,20,104,62,59.62,42,40.38,39020
39,21,95,52,54.74,43,45.26,39021
39,22,69,44,63.77,25,36.23,39022
39,23,75,37,49.33,38,50.67,39023
39,24,121,75,61.98,46,38.02,39024
39,25,57,30,52.63,27,47.37,39025
39,26,143,93,65.03,50,34.97,39026
39,27,78,53,67.95,25,32.05,39027
39,28,74,43,58.11,31,41.89,39028
39,29,83,41,49.4,42,50.6,39029
39,30,143,84,58.74,59,41.26,39030
39,31,88,51,57.95,37,42.05,39031
39,32,119,62,52.1,57,47.9,39032
39,33,156,90,57.69,66,42.31,39033
39,34,138,87,63.04,51,36.96,39034
39,35,128,86,67.19,42,32.81,39035
39,36,222,121,54.5,101,45.5,39036
39,37,183,103,56.28,80,43.72,39037
39,38,235,126,53.62,109,46.38,39038
39,39,78,43,55.13,35,44.87,39039
39,40,90,56,62.22,34,37.78,39040
39,41,26,16,61.54,10,38.46,39041
39,42,114,68,59.65,46,40.35,39042
39,43,117,70,59.83,47,40.17,39043
39,44,159,89,55.97,70,44.03,39044
39,45,131,77,58.78,54,41.22,39045
39,46,130,84,64.62,46,35.38,39046
39,47,97,64,65.98,33,34.02,39047
39,48,104,62,59.62,42,40.38,39048
39,49,82,55,67.07,27,32.93,39049
39,50,136,82,60.29,54,39.71,39050
40,1,98,58,59.18,40,40.82,40001
40,2,88,56,63.64,32,36.36,40002
40,3,89,49,55.06,40,44.94,40003
40,4,139,82,58.99,57,41.01,40004
40,5,114,60,52.63,54,47.37,40005
40,6,104,57,54.81,47,45.19,40006
40,7,91,42,46.15,49,53.85,40007
40,8,135,86,63.7,49,36.3,40008
40,9,67,48,71.64,19,28.36,40009
40,10,149,86,57.72,63,42.28,40010
40,11,90,52,57.78,38,42.22,40011
40,12,101,67,66.34,34,33.66,40012
40,13,99,58,58.59,41,41.41,40013
40,14,92,58,63.04,34,36.96,40014
40,15,131,79,60.31,52,39.69,40015
40,16,89,54,60.67,35,39.33,40016
40,17,65,43,66.15,22,33.85,40017
40,18,109,74,67.89,35,32.11,40018
40,19,99,52,52.53,47,47.47,40019
40,20,95,64,67.37,31,32.63,40020
40,21,111,65,58.56,46,41.44,40021
40,22,67,38,56.72,29,43.28,40022
40,23,115,60,52.17,55,47.83,40023
40,24,86,60,69.77,26,30.23,40024
40,25,93,65,69.89,28,30.11,40025
40,26,127,87,68.5,40,31.5,40026
40,27,181,107,59.12,74,40.88,40027
40,28,130,79,60.77,51,39.23,40028
40,29,172,98,56.98,74,43.02,40029
40,30,173,131,75.72,42,24.28,40030
40,31,135,103,76.3,32,23.7,40031
40,32,86,47,54.65,39,45.35,40032
40,33,101,52,51.49,49,48.51,40033
40,34,101,60,59.41,41,40.59,40034
40,35,132,67,50.76,65,49.24,40035
40,36,121,85,70.25,36,29.75,40036
40,37,135,78,57.78,57,42.22,40037
40,38,73,44,60.27,29,39.73,40038
40,39,86,56,65.12,30,34.88,40039
40,40,74,45,60.81,29,39.19,40040
40,41,110,62,56.36,48,43.64,40041
40,42,149,91,61.07,58,38.93,40042
40,43,111,59,53.15,52,46.85,40043
40,44,98,59,60.2,39,39.8,40044
40,45,185,110,59.46,75,40.54,40045
40,46,120,63,52.5,57,47.5,40046
40,47,112,58,51.79,54,48.21,40047
41,1,115,65,56.52,50,43.48,41001
41,2,185,108,58.38,77,41.62,41002
41,3,166,86,51.81,80,48.19,41003
41,4,163,98,60.12,65,39.88,41004
41,5,119,61,51.26,58,48.74,41005
41,6,131,75,57.25,56,42.75,41006
41,7,192,98,51.04,94,48.96,41007
41,8,135,83,61.48,52,38.52,41008
41,9,145,82,56.55,63,43.45,41009
41,10,148,83,56.08,65,43.92,41010
41,11,116,71,61.21,45,38.79,41011
41,12,152,90,59.21,62,40.79,41012
41,13,130,82,63.08,48,36.92,41013
41,14,183,95,51.91,88,48.09,41014
41,15,90,52,57.78,38,42.22,41015
41,16,151,87,57.62,64,42.38,41016
41,17,170,100,58.82,70,41.18,41017
41,18,109,62,56.88,47,43.12,41018
41,19,186,107,57.53,79,42.47,41019
41,20,187,133,71.12,54,28.88,41020
41,21,113,70,61.95,43,38.05,41021
41,22,155,92,59.35,63,40.65,41022
41,23,155,69,44.52,86,55.48,41023
41,24,135,71,52.59,64,47.41,41024
41,25,67,37,55.22,30,44.78,41025
41,26,75,30,40.0,45,60.0,41026
41,27,63,32,50.79,31,49.21,41027
41,28,63,28,44.44,35,55.56,41028
41,29,42,14,33.33,28,66.67,41029
41,30,137,76,55.47,61,44.53,41030
41,31,154,86,55.84,68,44.16,41031
41,32,106,50,47.17,56,52.83,41032
41,33,141,72,51.06,69,48.94,41033
41,34,120,62,51.67,58,48.33,41034
41,35,135,77,57.04,58,42.96,41035
41,36,136,79,58.09,57,41.91,41036
41,37,144,83,57.64,61,42.36,41037
41,38,88,47,53.41,41,46.59,41038
41,39,142,80,56.34,62,43.66,41039
41,40,127,71,55.91,56,44.09,41040
41,41,112,64,57.14,48,42.86,41041
41,42,136,82,60.29,54,39.71,41042
41,43,126,68,53.97,58,46.03,41043
41,44,119,72,60.5,47,39.5,41044
41,45,124,75,60.48,49,39.52,41045
41,46,136,64,47.06,72,52.94,41046
41,47,141,91,64.54,50,35.46,41047
41,48,97,53,54.64,44,45.36,41048
41,49,129,86,66.67,43,33.33,41049
41,50,152,84,55.26,68,44.74,41050
41,51,76,33,43.42,43,56.58,41051
41,52,148,81,54.73,67,45.27,41052
41,53,126,76,60.32,50,39.68,41053
41,54,121,78,64.46,43,35.54,41054
41,55,116,61,52.59,55,47.41,41055
41,56,154,71,46.1,83,53.9,41056
41,57,139,81,58.27,58,41.73,41057
41,58,94,56,59.57,38,40.43,41058
41,59,137,80,58.39,57,41.61,41059
41,60,117,74,63.25,43,36.75,41060
41,61,198,110,55.56,88,44.44,41061
41,62,147,78,53.06,69,46.94,41062
41,63,129,84,65.12,45,34.88,41063
41,64,129,81,62.79,48,37.21,41064
41,65,120,69,57.5,51,42.5,41065
41,66,147,78,53.06,69,46.94,41066
42,1,112,64,57.14,48,42.86,42001
42,2,64,38,59.38,26,40.63,42002
42,3,64,32,50.0,32,50.0,42003
42,4,86,47,54.65,39,45.35,42004
42,5,97,56,57.73,41,42.27,42005
42,6,215,131,60.93,84,39.07,42006
42,7,89,49,55.06,40,44.94,42007
42,8,121,72,59.5,49,40.5,42008
42,9,97,59,60.82,38,39.18,42009
42,10,91,63,69.23,28,30.77,42010
42,11,85,47,55.29,38,44.71,42011
42,12,90,50,55.56,40,44.44,42012
42,13,209,131,62.68,78,37.32,42013
42,14,88,53,60.23,35,39.77,42014
42,15,116,77,66.38,39,33.62,42015
42,16,144,86,59.72,58,40.28,42016
42,17,74,41,55.41,33,44.59,42017
42,18,211,116,54.98,95,45.02,42018
42,19,95,53,55.79,42,44.21,42019
42,20,56,24,42.86,32,57.14,42020
42,21,85,46,54.12,39,45.88,42021
42,22,53,33,62.26,20,37.74,42022
42,23,108,72,66.67,36,33.33,42023
42,24,93,67,72.04,26,27.96,42024
42,25,102,61,59.8,41,40.2,42025
42,26,91,48,52.75,43,47.25,42026
42,27,140,86,61.43,54,38.57,42027
42,28,120,68,56.67,52,43.33,42028
42,29,100,62,62.0,38,38.0,42029
42,30,118,73,61.86,45,38.14,42030
42,31,44,21,47.73,23,52.27,42031
42,32,101,51,50.5,50,49.5,42032
42,33,164,105,64.02,59,35.98,42033
42,34,92,47,51.09,45,48.91,42034
42,35,72,41,56.94,31,43.06,42035
42,36,122,70,57.38,52,42.62,42036
42,37,80,59,73.75,21,26.25,42037
42,38,88,57,64.77,31,35.23,42038
42,39,135,68,50.37,67,49.63,42039
42,40,63,40,63.49,23,36.51,42040
42,41,83,42,50.6,41,49.4,42041
42,42,81,51,62.96,30,37.04,42042
42,43,96,63,65.63,33,34.38,42043
42,44,95,68,71.58,27,28.42,42044
42,45,74,48,64.86,26,35.14,42045
42,46,70,44,62.86,26,37.14,42046
42,47,64,47,73.44,17,26.56,42047
42,48,60,31,51.67,29,48.33,42048
42,49,115,59,51.3,56,48.7,42049
42,50,100,52,52.0,48,48.0,42050
42,51,79,48,60.76,31,39.24,42051
42,52,68,44,64.71,24,35.29,42052
42,53,72,41,56.94,31,43.06,42053
42,54,61,32,52.46,29,47.54,42054
42,55,97,53,54.64,44,45.36,42055
42,56,63,33,52.38,30,47.62,42056
42,57,71,36,50.7,35,49.3,42057
42,58,162,99,61.11,63,38.89,42058
42,59,80,51,63.75,29,36.25,42059
42,60,44,27,61.36,17,38.64,42060
42,61,38,24,63.16,14,36.84,42061
42,62,58,32,55.17,26,44.83,42062
42,63,74,43,58.11,31,41.89,42063
42,64,35,21,60.0,14,40.0,42064
42,65,67,43,64.18,24,35.82,42065
42,66,61,37,60.66,24,39.34,42066
42,67,167,116,69.46,51,30.54,42067
42,68,83,45,54.22,38,45.78,42068
43,1,69,46,66.67,23,33.33,43001
43,2,55,33,60.0,22,40.0,43002
43,3,87,50,57.47,37,42.53,43003
43,4,84,53,63.1,31,36.9,43004
43,5,90,57,63.33,33,36.67,43005
43,6,88,57,64.77,31,35.23,43006
43,7,72,44,61.11,28,38.89,43007
43,8,93,57,61.29,36,38.71,43008
43,9,58,36,62.07,22,37.93,43009
43,10,59,34,57.63,25,42.37,43010
43,11,59,35,59.32,24,40.68,43011
43,12,107,60,56.07,47,43.93,43012
43,13,58,36,62.07,22,37.93,43013
43,14,78,49,62.82,29,37.18,43014
43,15,98,73,74.49,25,25.51,43015
43,16,89,57,64.04,32,35.96,43016
43,17,111,63,56.76,48,43.24,43017
43,18,136,93,68.38,43,31.62,43018
43,19,98,56,57.14,42,42.86,43019
43,20,132,70,53.03,62,46.97,43020
43,21,52,23,44.23,29,55.77,43021
43,22,64,39,60.94,25,39.06,43022
43,23,100,66,66.0,34,34.0,43023
43,24,72,48,66.67,24,33.33,43024
43,25,112,75,66.96,37,33.04,43025
43,26,91,53,58.24,38,41.76,43026
43,27,66,33,50.0,33,50.0,43027
43,28,68,37,54.41,31,45.59,43028
43,29,56,29,51.79,27,48.21,43029
43,30,66,48,72.73,18,27.27,43030
43,31,90,55,61.11,35,38.89,43031
43,32,66,40,60.61,26,39.39,43032
43,33,46,23,50.0,23,50.0,43033
43,34,55,29,52.73,26,47.27,43034
43,35,103,61,59.22,42,40.78,43035
43,36,81,51,62.96,30,37.04,43036
43,37,73,47,64.38,26,35.62,43037
43,38,79,45,56.96,34,43.04,43038
43,39,63,39,61.9,24,38.1,43039
43,40,126,80,63.49,46,36.51,43040
43,41,80,51,63.75,29,36.25,43041
43,42,92,57,61.96,35,38.04,43042
43,43,77,44,57.14,33,42.86,43043
43,44,100,49,49.0,51,51.0,43044
43,45,75,48,64.0,27,36.0,43045
43,46,115,82,71.3,33,28.7,43046
43,47,105,68,64.76,37,35.24,43047
43,48,82,54,65.85,28,34.15,43048
43,49,71,46,64.79,25,35.21,43049
43,50,73,40,54.79,33,45.21,43050
43,51,69,41,59.42,28,40.58,43051
43,52,115,74,64.35,41,35.65,43052
43,53,91,49,53.85,42,46.15,43053
43,54,35,21,60.0,14,40.0,43054
43,55,101,64,63.37,37,36.63,43055
43,56,80,54,67.5,26,32.5,43056
43,57,45,23,51.11,22,48.89,43057
43,58,69,42,60.87,27,39.13,43058
43,59,115,76,66.09,39,33.91,43059
43,60,77,56,72.73,21,27.27,43060
44,1,117,69,58.97,48,41.03,44001
44,2,73,42,57.53,31,42.47,44002
44,3,134,102,76.12,32,23.88,44003
44,4,125,92,73.6,33,26.4,44004
44,5,90,55,61.11,35,38.89,44005
44,6,93,48,51.61,45,48.39,44006
44,7,112,75,66.96,37,33.04,44007
44,8,114,69,60.53,45,39.47,44008
44,9,119,72,60.5,47,39.5,44009
44,10,102,64,62.75,38,37.25,44010
44,11,105,62,59.05,43,40.95,44011
44,12,79,53,67.09,26,32.91,44012
44,13,114,63,55.26,51,44.74,44013
44,14,118,75,63.56,43,36.44,44014
44,15,115,70,60.87,45,39.13,44015
44,16,94,60,63.83,34,36.17,44016
44,17,138,89,64.49,49,35.51,44017
44,18,37,18,48.65,19,51.35,44018
44,19,62,36,58.06,26,41.94,44019
44,20,116,70,60.34,46,39.66,44020
44,21,103,57,55.34,46,44.66,44021
44,22,103,61,59.22,42,40.78,44022
