ward,precinct,total,MICHAEL J. MADIGAN,MICHAEL J. MADIGAN Percent,precinct_id
13,2,167,167,100.0,13002
13,4,228,228,100.0,13004
13,5,170,170,100.0,13005
13,6,169,169,100.0,13006
13,7,207,207,100.0,13007
13,9,230,230,100.0,13009
13,10,201,201,100.0,13010
13,12,212,212,100.0,13012
13,14,160,160,100.0,13014
13,15,237,237,100.0,13015
13,16,194,194,100.0,13016
13,21,176,176,100.0,13021
13,22,221,221,100.0,13022
13,23,191,191,100.0,13023
13,25,172,172,100.0,13025
13,27,196,196,100.0,13027
13,28,168,168,100.0,13028
13,29,221,221,100.0,13029
13,32,166,166,100.0,13032
13,33,176,176,100.0,13033
13,34,197,197,100.0,13034
13,35,222,222,100.0,13035
13,36,143,143,100.0,13036
13,37,146,146,100.0,13037
13,38,97,97,100.0,13038
13,39,195,195,100.0,13039
13,40,170,170,100.0,13040
13,41,154,154,100.0,13041
13,42,238,238,100.0,13042
13,43,205,205,100.0,13043
13,46,209,209,100.0,13046
13,47,148,148,100.0,13047
13,48,173,173,100.0,13048
13,49,131,131,100.0,13049
13,50,227,227,100.0,13050
13,51,178,178,100.0,13051
13,52,245,245,100.0,13052
13,53,238,238,100.0,13053
13,54,239,239,100.0,13054
13,56,269,269,100.0,13056
13,57,219,219,100.0,13057
13,58,246,246,100.0,13058
13,59,175,175,100.0,13059
13,60,182,182,100.0,13060
13,62,228,228,100.0,13062
23,14,226,226,100.0,23014
23,61,249,249,100.0,23061
23,62,244,244,100.0,23062
