ward,precinct,total,KATHLEEN THERESE MEANY,KATHLEEN THERESE MEANY Percent,CYNTHIA M. SANTOS,CYNTHIA M. SANTOS Percent,EDWARD J. SCHMIT III,EDWARD J. SCHMIT III Percent,"LEWIS W. POWELL, III","LEWIS W. POWELL, III Percent",JESSE J. EVANS,JESSE J. EVANS Percent,"TURHERAN """"TC"""" CRAWFORD","TURHERAN """"TC"""" CRAWFORD Percent",JAMES P. SHEEHAN,JAMES P. SHEEHAN Percent,FRANK AVILA,FRANK AVILA Percent,precinct_id
38,48,393,88,22.39,92,23.41,32,8.14,15,3.82,17,4.33,7,1.78,78,19.85,50,12.72,38048
38,49,361,72,19.94,86,23.82,23,6.37,13,3.6,13,3.6,8,2.22,78,21.61,55,15.24,38049
38,50,439,83,18.91,101,23.01,38,8.66,16,3.64,17,3.87,7,1.59,79,18.0,77,17.54,38050
38,51,322,71,22.05,73,22.67,27,8.39,11,3.42,9,2.8,7,2.17,72,22.36,42,13.04,38051
38,52,394,82,20.81,92,23.35,35,8.88,16,4.06,16,4.06,8,2.03,82,20.81,48,12.18,38052
38,53,415,82,19.76,110,26.51,30,7.23,16,3.86,17,4.1,6,1.45,69,16.63,65,15.66,38053
38,54,434,88,20.28,107,24.65,37,8.53,14,3.23,16,3.69,4,0.92,82,18.89,67,15.44,38054
38,55,630,129,20.48,164,26.03,43,6.83,20,3.17,21,3.33,18,2.86,143,22.7,68,10.79,38055
38,56,401,82,20.45,92,22.94,29,7.23,13,3.24,14,3.49,9,2.24,97,24.19,44,10.97,38056
39,1,362,89,24.59,81,22.38,34,9.39,8,2.21,12,3.31,8,2.21,57,15.75,51,14.09,39001
39,2,579,145,25.04,135,23.32,53,9.15,23,3.97,23,3.97,10,1.73,82,14.16,68,11.74,39002
39,3,411,106,25.79,85,20.68,28,6.81,10,2.43,17,4.14,7,1.7,68,16.55,61,14.84,39003
39,4,281,77,27.4,56,19.93,12,4.27,4,1.42,9,3.2,8,2.85,49,17.44,46,16.37,39004
39,5,407,94,23.1,94,23.1,26,6.39,14,3.44,23,5.65,10,2.46,65,15.97,56,13.76,39005
39,6,413,93,22.52,108,26.15,22,5.33,11,2.66,20,4.84,7,1.69,80,19.37,55,13.32,39006
39,7,423,106,25.06,116,27.42,29,6.86,10,2.36,12,2.84,7,1.65,71,16.78,55,13.0,39007
39,8,362,96,26.52,94,25.97,26,7.18,6,1.66,17,4.7,4,1.1,46,12.71,50,13.81,39008
39,9,572,139,24.3,173,30.24,46,8.04,17,2.97,21,3.67,10,1.75,84,14.69,54,9.44,39009
39,10,307,57,18.57,84,27.36,23,7.49,14,4.56,22,7.17,7,2.28,39,12.7,48,15.64,39010
39,11,487,114,23.41,130,26.69,39,8.01,15,3.08,27,5.54,10,2.05,77,15.81,56,11.5,39011
39,12,234,43,18.38,68,29.06,13,5.56,9,3.85,15,6.41,6,2.56,35,14.96,40,17.09,39012
39,13,159,36,22.64,54,33.96,8,5.03,4,2.52,7,4.4,2,1.26,16,10.06,28,17.61,39013
39,14,360,73,20.28,87,24.17,25,6.94,13,3.61,32,8.89,12,3.33,43,11.94,58,16.11,39014
39,15,305,79,25.9,68,22.3,21,6.89,4,1.31,12,3.93,3,0.98,58,19.02,42,13.77,39015
39,16,235,53,22.55,58,24.68,17,7.23,4,1.7,19,8.09,2,0.85,38,16.17,34,14.47,39016
39,17,271,61,22.51,74,27.31,21,7.75,7,2.58,17,6.27,6,2.21,35,12.92,38,14.02,39017
39,18,404,95,23.51,108,26.73,19,4.7,13,3.22,31,7.67,8,1.98,62,15.35,51,12.62,39018
39,19,278,68,24.46,64,23.02,26,9.35,13,4.68,13,4.68,8,2.88,42,15.11,31,11.15,39019
39,20,326,86,26.38,73,22.39,21,6.44,14,4.29,12,3.68,3,0.92,58,17.79,41,12.58,39020
39,21,264,57,21.59,83,31.44,11,4.17,7,2.65,11,4.17,5,1.89,49,18.56,29,10.98,39021
39,22,181,39,21.55,59,32.6,8,4.42,9,4.97,17,9.39,4,2.21,16,8.84,25,13.81,39022
39,23,247,60,24.29,52,21.05,11,4.45,12,4.86,12,4.86,1,0.4,50,20.24,36,14.57,39023
39,24,299,62,20.74,91,30.43,20,6.69,9,3.01,21,7.02,4,1.34,30,10.03,47,15.72,39024
39,25,132,23,17.42,40,30.3,5,3.79,7,5.3,9,6.82,3,2.27,13,9.85,24,18.18,39025
39,26,440,114,25.91,105,23.86,22,5.0,10,2.27,13,2.95,11,2.5,73,16.59,61,13.86,39026
39,27,211,40,18.96,53,25.12,15,7.11,13,6.16,17,8.06,3,1.42,20,9.48,32,15.17,39027
39,28,205,49,23.9,40,19.51,17,8.29,5,2.44,5,2.44,3,1.46,38,18.54,36,17.56,39028
39,29,225,53,23.56,51,22.67,8,3.56,8,3.56,23,10.22,7,3.11,18,8.0,43,19.11,39029
39,30,368,70,19.02,112,30.43,28,7.61,12,3.26,26,7.07,8,2.17,45,12.23,54,14.67,39030
39,31,226,52,23.01,64,28.32,23,10.18,11,4.87,5,2.21,6,2.65,26,11.5,27,11.95,39031
39,32,642,224,34.89,222,34.58,22,3.43,12,1.87,20,3.12,8,1.25,55,8.57,57,8.88,39032
39,33,423,90,21.28,120,28.37,32,7.57,16,3.78,24,5.67,14,3.31,53,12.53,59,13.95,39033
39,34,420,82,19.52,92,21.9,28,6.67,21,5.0,28,6.67,10,2.38,76,18.1,59,14.05,39034
39,35,370,84,22.7,86,23.24,14,3.78,13,3.51,24,6.49,5,1.35,50,13.51,69,18.65,39035
39,36,785,239,30.45,242,30.83,41,5.22,29,3.69,33,4.2,8,1.02,86,10.96,73,9.3,39036
39,37,538,146,27.14,116,21.56,29,5.39,10,1.86,21,3.9,11,2.04,99,18.4,78,14.5,39037
39,38,701,167,23.82,137,19.54,51,7.28,12,1.71,19,2.71,12,1.71,140,19.97,119,16.98,39038
39,39,228,53,23.25,61,26.75,14,6.14,7,3.07,10,4.39,7,3.07,39,17.11,31,13.6,39039
39,40,284,59,20.77,68,23.94,17,5.99,7,2.46,13,4.58,4,1.41,50,17.61,52,18.31,39040
39,41,95,24,25.26,18,18.95,9,9.47,1,1.05,6,6.32,1,1.05,12,12.63,15,15.79,39041
39,42,367,101,27.52,80,21.8,29,7.9,6,1.63,14,3.81,4,1.09,70,19.07,46,12.53,39042
39,43,327,83,25.38,81,24.77,14,4.28,16,4.89,23,7.03,10,3.06,35,10.7,45,13.76,39043
39,44,387,73,18.86,113,29.2,21,5.43,19,4.91,35,9.04,9,2.33,39,10.08,57,14.73,39044
39,45,403,84,20.84,90,22.33,15,3.72,14,3.47,37,9.18,7,1.74,50,12.41,68,16.87,39045
39,46,342,79,23.1,105,30.7,12,3.51,13,3.8,23,6.73,4,1.17,36,10.53,55,16.08,39046
39,47,275,68,24.73,63,22.91,23,8.36,9,3.27,9,3.27,4,1.45,46,16.73,36,13.09,39047
39,48,312,65,20.83,79,25.32,23,7.37,12,3.85,22,7.05,9,2.88,35,11.22,49,15.71,39048
39,49,238,64,26.89,48,20.17,13,5.46,9,3.78,12,5.04,4,1.68,27,11.34,42,17.65,39049
39,50,404,105,25.99,81,20.05,19,4.7,14,3.47,14,3.47,5,1.24,59,14.6,71,17.57,39050
40,1,283,55,19.43,71,25.09,21,7.42,14,4.95,25,8.83,7,2.47,42,14.84,38,13.43,40001
40,2,267,65,24.34,65,24.34,21,7.87,9,3.37,8,3.0,5,1.87,56,20.97,31,11.61,40002
40,3,247,54,21.86,52,21.05,12,4.86,8,3.24,27,10.93,8,3.24,31,12.55,32,12.96,40003
40,4,383,99,25.85,66,17.23,22,5.74,11,2.87,19,4.96,8,2.09,57,14.88,64,16.71,40004
40,5,312,71,22.76,74,23.72,13,4.17,11,3.53,11,3.53,6,1.92,62,19.87,46,14.74,40005
40,6,274,63,22.99,66,24.09,20,7.3,12,4.38,12,4.38,7,2.55,44,16.06,38,13.87,40006
40,7,276,70,25.36,70,25.36,8,2.9,11,3.99,15,5.43,11,3.99,39,14.13,30,10.87,40007
40,8,365,97,26.58,75,20.55,9,2.47,7,1.92,23,6.3,7,1.92,48,13.15,66,18.08,40008
40,9,212,55,25.94,43,20.28,8,3.77,14,6.6,11,5.19,5,2.36,29,13.68,34,16.04,40009
40,10,425,112,26.35,104,24.47,24,5.65,9,2.12,20,4.71,8,1.88,86,20.24,43,10.12,40010
40,11,265,66,24.91,52,19.62,9,3.4,10,3.77,23,8.68,5,1.89,46,17.36,41,15.47,40011
40,12,294,73,24.83,65,22.11,4,1.36,13,4.42,22,7.48,10,3.4,48,16.33,37,12.59,40012
40,13,285,71,24.91,63,22.11,16,5.61,10,3.51,18,6.32,7,2.46,36,12.63,40,14.04,40013
40,14,256,45,17.58,64,25.0,21,8.2,5,1.95,23,8.98,5,1.95,45,17.58,39,15.23,40014
40,15,350,84,24.0,91,26.0,21,6.0,10,2.86,30,8.57,5,1.43,62,17.71,36,10.29,40015
40,16,274,59,21.53,57,20.8,13,4.74,11,4.01,20,7.3,7,2.55,55,20.07,34,12.41,40016
40,17,200,41,20.5,50,25.0,18,9.0,7,3.5,12,6.0,5,2.5,32,16.0,25,12.5,40017
40,18,315,76,24.13,75,23.81,11,3.49,14,4.44,31,9.84,9,2.86,49,15.56,34,10.79,40018
40,19,268,46,17.16,62,23.13,25,9.33,7,2.61,18,6.72,7,2.61,45,16.79,42,15.67,40019
40,20,274,58,21.17,62,22.63,16,5.84,12,4.38,11,4.01,6,2.19,54,19.71,39,14.23,40020
40,21,294,74,25.17,74,25.17,14,4.76,12,4.08,14,4.76,7,2.38,44,14.97,35,11.9,40021
40,22,204,46,22.55,51,25.0,8,3.92,7,3.43,21,10.29,4,1.96,22,10.78,32,15.69,40022
40,23,326,72,22.09,76,23.31,18,5.52,11,3.37,27,8.28,9,2.76,47,14.42,47,14.42,40023
40,24,232,53,22.84,53,22.84,16,6.9,11,4.74,11,4.74,0,0.0,53,22.84,26,11.21,40024
40,25,265,61,23.02,70,26.42,13,4.91,8,3.02,16,6.04,3,1.13,53,20.0,30,11.32,40025
40,26,368,95,25.82,93,25.27,8,2.17,7,1.9,24,6.52,6,1.63,66,17.93,43,11.68,40026
40,27,501,123,24.55,100,19.96,32,6.39,14,2.79,35,6.99,16,3.19,70,13.97,74,14.77,40027
40,28,369,80,21.68,91,24.66,13,3.52,10,2.71,48,13.01,14,3.79,54,14.63,39,10.57,40028
40,29,499,121,24.25,125,25.05,33,6.61,8,1.6,21,4.21,12,2.4,106,21.24,54,10.82,40029
40,30,495,126,25.45,124,25.05,19,3.84,13,2.63,14,2.83,5,1.01,108,21.82,59,11.92,40030
40,31,366,98,26.78,95,25.96,20,5.46,10,2.73,15,4.1,3,0.82,72,19.67,40,10.93,40031
40,32,237,51,21.52,52,21.94,19,8.02,9,3.8,12,5.06,4,1.69,45,18.99,30,12.66,40032
40,33,301,65,21.59,68,22.59,16,5.32,9,2.99,15,4.98,11,3.65,50,16.61,45,14.95,40033
40,34,282,67,23.76,68,24.11,14,4.96,14,4.96,19,6.74,9,3.19,45,15.96,29,10.28,40034
40,35,379,82,21.64,81,21.37,18,4.75,22,5.8,34,8.97,12,3.17,54,14.25,51,13.46,40035
40,36,373,104,27.88,103,27.61,14,3.75,7,1.88,13,3.49,5,1.34,85,22.79,30,8.04,40036
40,37,405,85,20.99,96,23.7,22,5.43,22,5.43,39,9.63,13,3.21,47,11.6,57,14.07,40037
40,38,189,37,19.58,49,25.93,11,5.82,9,4.76,11,5.82,8,4.23,33,17.46,24,12.7,40038
40,39,264,57,21.59,57,21.59,15,5.68,11,4.17,28,10.61,3,1.14,46,17.42,35,13.26,40039
40,40,210,48,22.86,48,22.86,15,7.14,6,2.86,13,6.19,7,3.33,38,18.1,26,12.38,40040
40,41,352,82,23.3,92,26.14,10,2.84,12,3.41,18,5.11,4,1.14,61,17.33,52,14.77,40041
40,42,438,107,24.43,92,21.0,27,6.16,16,3.65,24,5.48,7,1.6,79,18.04,57,13.01,40042
40,43,308,67,21.75,71,23.05,16,5.19,10,3.25,29,9.42,4,1.3,42,13.64,50,16.23,40043
40,44,273,59,21.61,64,23.44,21,7.69,9,3.3,16,5.86,9,3.3,45,16.48,29,10.62,40044
40,45,538,120,22.3,118,21.93,33,6.13,14,2.6,38,7.06,17,3.16,100,18.59,75,13.94,40045
40,46,364,87,23.9,75,20.6,24,6.59,10,2.75,28,7.69,13,3.57,62,17.03,44,12.09,40046
40,47,332,77,23.19,72,21.69,9,2.71,10,3.01,21,6.33,9,2.71,48,14.46,60,18.07,40047
41,1,346,66,19.08,64,18.5,28,8.09,11,3.18,13,3.76,6,1.73,71,20.52,68,19.65,41001
41,2,588,122,20.75,96,16.33,40,6.8,20,3.4,19,3.23,16,2.72,137,23.3,105,17.86,41002
41,3,471,102,21.66,112,23.78,30,6.37,16,3.4,11,2.34,5,1.06,96,20.38,79,16.77,41003
41,4,519,126,24.28,100,19.27,34,6.55,12,2.31,16,3.08,2,0.39,98,18.88,97,18.69,41004
41,5,383,84,21.93,78,20.37,23,6.01,10,2.61,16,4.18,12,3.13,79,20.63,68,17.75,41005
41,6,406,95,23.4,67,16.5,30,7.39,11,2.71,11,2.71,8,1.97,90,22.17,77,18.97,41006
41,7,629,122,19.4,124,19.71,57,9.06,17,2.7,21,3.34,13,2.07,129,20.51,110,17.49,41007
41,8,447,108,24.16,80,17.9,37,8.28,10,2.24,20,4.47,7,1.57,90,20.13,75,16.78,41008
41,9,406,78,19.21,99,24.38,32,7.88,13,3.2,14,3.45,9,2.22,85,20.94,59,14.53,41009
41,10,480,98,20.42,80,16.67,31,6.46,6,1.25,17,3.54,10,2.08,89,18.54,125,26.04,41010
41,11,332,75,22.59,63,18.98,25,7.53,11,3.31,10,3.01,2,0.6,62,18.67,65,19.58,41011
41,12,461,99,21.48,111,24.08,25,5.42,19,4.12,17,3.69,5,1.08,78,16.92,85,18.44,41012
41,13,400,85,21.25,86,21.5,27,6.75,16,4.0,9,2.25,6,1.5,79,19.75,71,17.75,41013
41,14,558,140,25.09,94,16.85,27,4.84,14,2.51,18,3.23,12,2.15,97,17.38,123,22.04,41014
41,15,281,60,21.35,56,19.93,17,6.05,9,3.2,15,5.34,2,0.71,56,19.93,55,19.57,41015
41,16,492,128,26.02,112,22.76,42,8.54,15,3.05,16,3.25,7,1.42,88,17.89,62,12.6,41016
41,17,529,121,22.87,103,19.47,38,7.18,13,2.46,12,2.27,10,1.89,111,20.98,88,16.64,41017
41,18,329,64,19.45,64,19.45,26,7.9,16,4.86,12,3.65,7,2.13,72,21.88,48,14.59,41018
41,19,561,120,21.39,113,20.14,41,7.31,16,2.85,18,3.21,9,1.6,113,20.14,92,16.4,41019
41,20,581,133,22.89,103,17.73,54,9.29,25,4.3,15,2.58,12,2.07,119,20.48,88,15.15,41020
41,21,306,74,24.18,71,23.2,19,6.21,9,2.94,12,3.92,7,2.29,52,16.99,46,15.03,41021
41,22,459,95,20.7,97,21.13,37,8.06,9,1.96,14,3.05,10,2.18,96,20.92,70,15.25,41022
41,23,475,108,22.74,99,20.84,37,7.79,14,2.95,16,3.37,11,2.32,97,20.42,72,15.16,41023
41,24,399,68,17.04,82,20.55,33,8.27,10,2.51,14,3.51,7,1.75,89,22.31,70,17.54,41024
41,25,203,40,19.7,33,16.26,19,9.36,8,3.94,12,5.91,5,2.46,42,20.69,29,14.29,41025
41,26,249,41,16.47,49,19.68,25,10.04,9,3.61,4,1.61,0,0.0,59,23.69,53,21.29,41026
41,27,184,47,25.54,34,18.48,19,10.33,8,4.35,17,9.24,1,0.54,31,16.85,22,11.96,41027
41,28,207,48,23.19,50,24.15,10,4.83,7,3.38,13,6.28,3,1.45,38,18.36,30,14.49,41028
41,29,113,26,23.01,23,20.35,8,7.08,3,2.65,3,2.65,5,4.42,22,19.47,14,12.39,41029
41,30,395,88,22.28,75,18.99,27,6.84,13,3.29,18,4.56,9,2.28,89,22.53,56,14.18,41030
41,31,494,111,22.47,104,21.05,35,7.09,13,2.63,16,3.24,6,1.21,112,22.67,72,14.57,41031
41,32,328,67,20.43,70,21.34,28,8.54,18,5.49,17,5.18,10,3.05,51,15.55,52,15.85,41032
41,33,437,89,20.37,101,23.11,28,6.41,18,4.12,16,3.66,7,1.6,86,19.68,69,15.79,41033
41,34,358,77,21.51,69,19.27,28,7.82,14,3.91,11,3.07,4,1.12,77,21.51,55,15.36,41034
41,35,395,78,19.75,90,22.78,24,6.08,10,2.53,12,3.04,7,1.77,76,19.24,77,19.49,41035
41,36,418,101,24.16,91,21.77,27,6.46,3,0.72,15,3.59,10,2.39,72,17.22,70,16.75,41036
41,37,468,104,22.22,102,21.79,30,6.41,15,3.21,6,1.28,9,1.92,85,18.16,96,20.51,41037
41,38,242,51,21.07,53,21.9,15,6.2,14,5.79,15,6.2,8,3.31,35,14.46,38,15.7,41038
41,39,443,100,22.57,73,16.48,31,7.0,15,3.39,17,3.84,6,1.35,105,23.7,81,18.28,41039
41,40,395,87,22.03,78,19.75,31,7.85,10,2.53,6,1.52,4,1.01,79,20.0,74,18.73,41040
41,41,360,82,22.78,76,21.11,31,8.61,6,1.67,10,2.78,8,2.22,87,24.17,46,12.78,41041
41,42,430,94,21.86,80,18.6,26,6.05,8,1.86,9,2.09,12,2.79,101,23.49,71,16.51,41042
41,43,366,86,23.5,88,24.04,23,6.28,10,2.73,8,2.19,5,1.37,62,16.94,68,18.58,41043
41,44,365,86,23.56,78,21.37,21,5.75,8,2.19,8,2.19,1,0.27,75,20.55,66,18.08,41044
41,45,354,83,23.45,78,22.03,21,5.93,10,2.82,10,2.82,6,1.69,69,19.49,60,16.95,41045
41,46,416,96,23.08,86,20.67,35,8.41,8,1.92,11,2.64,5,1.2,84,20.19,69,16.59,41046
41,47,455,111,24.4,82,18.02,27,5.93,13,2.86,15,3.3,5,1.1,80,17.58,100,21.98,41047
41,48,305,60,19.67,59,19.34,27,8.85,22,7.21,17,5.57,7,2.3,41,13.44,52,17.05,41048
41,49,426,97,22.77,76,17.84,28,6.57,18,4.23,11,2.58,8,1.88,97,22.77,78,18.31,41049
41,50,450,97,21.56,99,22.0,34,7.56,8,1.78,11,2.44,7,1.56,93,20.67,83,18.44,41050
41,51,255,58,22.75,51,20.0,28,10.98,11,4.31,2,0.78,5,1.96,53,20.78,31,12.16,41051
41,52,477,108,22.64,94,19.71,38,7.97,16,3.35,15,3.14,7,1.47,103,21.59,71,14.88,41052
41,53,405,85,20.99,81,20.0,30,7.41,6,1.48,15,3.7,9,2.22,84,20.74,72,17.78,41053
41,54,381,88,23.1,68,17.85,25,6.56,7,1.84,9,2.36,2,0.52,81,21.26,78,20.47,41054
41,55,359,80,22.28,66,18.38,33,9.19,13,3.62,13,3.62,10,2.79,83,23.12,49,13.65,41055
41,56,538,117,21.75,69,12.83,33,6.13,11,2.04,15,2.79,13,2.42,107,19.89,143,26.58,41056
41,57,394,70,17.77,94,23.86,42,10.66,7,1.78,9,2.28,3,0.76,79,20.05,68,17.26,41057
41,58,325,70,21.54,59,18.15,26,8.0,12,3.69,15,4.62,7,2.15,63,19.38,59,18.15,41058
41,59,440,93,21.14,75,17.05,34,7.73,11,2.5,17,3.86,6,1.36,90,20.45,105,23.86,41059
41,60,345,67,19.42,63,18.26,32,9.28,7,2.03,21,6.09,5,1.45,73,21.16,58,16.81,41060
41,61,643,151,23.48,100,15.55,40,6.22,11,1.71,13,2.02,8,1.24,127,19.75,155,24.11,41061
41,62,413,79,19.13,104,25.18,25,6.05,15,3.63,12,2.91,8,1.94,81,19.61,64,15.5,41062
41,63,402,71,17.66,75,18.66,44,10.95,9,2.24,8,1.99,6,1.49,100,24.88,73,18.16,41063
41,64,413,89,21.55,89,21.55,26,6.3,8,1.94,21,5.08,10,2.42,87,21.07,61,14.77,41064
41,65,363,72,19.83,77,21.21,33,9.09,12,3.31,11,3.03,4,1.1,85,23.42,52,14.33,41065
41,66,441,90,20.41,72,16.33,33,7.48,12,2.72,18,4.08,7,1.59,90,20.41,92,20.86,41066
42,1,335,81,24.18,50,14.93,25,7.46,15,4.48,16,4.78,6,1.79,51,15.22,55,16.42,42001
42,2,203,44,21.67,38,18.72,13,6.4,12,5.91,16,7.88,9,4.43,21,10.34,31,15.27,42002
42,3,180,42,23.33,41,22.78,10,5.56,6,3.33,17,9.44,8,4.44,21,11.67,25,13.89,42003
42,4,234,60,25.64,41,17.52,10,4.27,9,3.85,9,3.85,5,2.14,29,12.39,43,18.38,42004
42,5,279,68,24.37,44,15.77,19,6.81,9,3.23,15,5.38,5,1.79,39,13.98,51,18.28,42005
42,6,656,140,21.34,114,17.38,39,5.95,35,5.34,58,8.84,14,2.13,92,14.02,101,15.4,42006
42,7,275,68,24.73,58,21.09,19,6.91,10,3.64,11,4.0,4,1.45,40,14.55,38,13.82,42007
42,8,362,94,25.97,68,18.78,18,4.97,14,3.87,13,3.59,8,2.21,46,12.71,63,17.4,42008
42,9,291,64,21.99,61,20.96,10,3.44,11,3.78,24,8.25,9,3.09,35,12.03,57,19.59,42009
42,10,271,69,25.46,46,16.97,17,6.27,12,4.43,3,1.11,9,3.32,26,9.59,55,20.3,42010
42,11,262,59,22.52,54,20.61,14,5.34,11,4.2,21,8.02,5,1.91,31,11.83,46,17.56,42011
42,12,306,70,22.88,71,23.2,18,5.88,6,1.96,18,5.88,3,0.98,30,9.8,48,15.69,42012
42,13,658,159,24.16,111,16.87,38,5.78,30,4.56,43,6.53,13,1.98,84,12.77,117,17.78,42013
42,14,261,59,22.61,46,17.62,6,2.3,12,4.6,21,8.05,5,1.92,36,13.79,54,20.69,42014
42,15,370,93,25.14,48,12.97,21,5.68,13,3.51,19,5.14,6,1.62,46,12.43,74,20.0,42015
42,16,446,110,24.66,71,15.92,30,6.73,18,4.04,16,3.59,5,1.12,49,10.99,87,19.51,42016
42,17,224,58,25.89,34,15.18,12,5.36,8,3.57,13,5.8,6,2.68,38,16.96,35,15.63,42017
42,18,635,125,19.69,100,15.75,30,4.72,34,5.35,77,12.13,22,3.46,82,12.91,101,15.91,42018
42,19,267,60,22.47,47,17.6,7,2.62,13,4.87,24,8.99,13,4.87,35,13.11,44,16.48,42019
42,20,154,33,21.43,25,16.23,6,3.9,4,2.6,13,8.44,7,4.55,15,9.74,35,22.73,42020
42,21,261,61,23.37,61,23.37,9,3.45,7,2.68,24,9.2,4,1.53,20,7.66,44,16.86,42021
42,22,159,36,22.64,24,15.09,10,6.29,9,5.66,20,12.58,9,5.66,10,6.29,23,14.47,42022
42,23,360,77,21.39,49,13.61,28,7.78,19,5.28,19,5.28,9,2.5,42,11.67,73,20.28,42023
42,24,301,68,22.59,50,16.61,20,6.64,17,5.65,23,7.64,9,2.99,34,11.3,49,16.28,42024
42,25,306,71,23.2,56,18.3,17,5.56,13,4.25,15,4.9,8,2.61,49,16.01,54,17.65,42025
42,26,268,61,22.76,49,18.28,15,5.6,8,2.99,17,6.34,6,2.24,34,12.69,48,17.91,42026
42,27,450,108,24.0,92,20.44,15,3.33,20,4.44,35,7.78,13,2.89,56,12.44,65,14.44,42027
42,28,351,89,25.36,57,16.24,14,3.99,16,4.56,17,4.84,9,2.56,50,14.25,59,16.81,42028
42,29,318,74,23.27,66,20.75,13,4.09,13,4.09,17,5.35,4,1.26,37,11.64,60,18.87,42029
42,30,347,89,25.65,64,18.44,22,6.34,18,5.19,17,4.9,4,1.15,49,14.12,55,15.85,42030
42,31,128,32,25.0,21,16.41,4,3.13,5,3.91,13,10.16,6,4.69,18,14.06,20,15.63,42031
42,32,320,80,25.0,74,23.13,18,5.63,15,4.69,14,4.38,9,2.81,30,9.38,49,15.31,42032
42,33,487,113,23.2,76,15.61,24,4.93,13,2.67,27,5.54,14,2.87,76,15.61,94,19.3,42033
42,34,280,76,27.14,51,18.21,13,4.64,7,2.5,19,6.79,7,2.5,32,11.43,48,17.14,42034
42,35,251,58,23.11,50,19.92,15,5.98,7,2.79,14,5.58,3,1.2,30,11.95,46,18.33,42035
42,36,346,78,22.54,57,16.47,26,7.51,13,3.76,29,8.38,10,2.89,40,11.56,57,16.47,42036
42,37,255,63,24.71,50,19.61,17,6.67,9,3.53,11,4.31,2,0.78,34,13.33,43,16.86,42037
42,38,258,72,27.91,45,17.44,13,5.04,8,3.1,15,5.81,3,1.16,20,7.75,51,19.77,42038
42,39,442,99,22.4,85,19.23,28,6.33,14,3.17,33,7.47,8,1.81,59,13.35,81,18.33,42039
42,40,191,52,27.23,32,16.75,9,4.71,5,2.62,13,6.81,5,2.62,24,12.57,29,15.18,42040
42,41,214,56,26.17,40,18.69,13,6.07,11,5.14,16,7.48,8,3.74,23,10.75,38,17.76,42041
42,42,252,62,24.6,46,18.25,12,4.76,12,4.76,11,4.37,7,2.78,32,12.7,43,17.06,42042
42,43,331,75,22.66,64,19.34,18,5.44,11,3.32,16,4.83,6,1.81,40,12.08,57,17.22,42043
42,44,309,74,23.95,45,14.56,17,5.5,17,5.5,21,6.8,6,1.94,45,14.56,53,17.15,42044
42,45,203,52,25.62,25,12.32,15,7.39,7,3.45,5,2.46,1,0.49,30,14.78,43,21.18,42045
42,46,162,37,22.84,27,16.67,5,3.09,10,6.17,32,19.75,7,4.32,8,4.94,19,11.73,42046
42,47,202,51,25.25,35,17.33,11,5.45,3,1.49,4,1.98,5,2.48,18,8.91,44,21.78,42047
42,48,195,41,21.03,45,23.08,8,4.1,1,0.51,11,5.64,4,2.05,23,11.79,37,18.97,42048
42,49,344,72,20.93,64,18.6,19,5.52,23,6.69,40,11.63,17,4.94,30,8.72,43,12.5,42049
42,50,295,69,23.39,45,15.25,17,5.76,13,4.41,21,7.12,14,4.75,40,13.56,51,17.29,42050
42,51,245,60,24.49,45,18.37,8,3.27,14,5.71,18,7.35,7,2.86,26,10.61,41,16.73,42051
42,52,197,42,21.32,38,19.29,13,6.6,12,6.09,20,10.15,3,1.52,22,11.17,26,13.2,42052
42,53,236,62,26.27,55,23.31,8,3.39,12,5.08,13,5.51,2,0.85,34,14.41,36,15.25,42053
42,54,188,38,20.21,34,18.09,6,3.19,9,4.79,17,9.04,6,3.19,35,18.62,31,16.49,42054
42,55,265,71,26.79,43,16.23,13,4.91,12,4.53,13,4.91,1,0.38,37,13.96,51,19.25,42055
42,56,185,43,23.24,33,17.84,9,4.86,7,3.78,12,6.49,7,3.78,30,16.22,29,15.68,42056
42,57,210,47,22.38,38,18.1,7,3.33,12,5.71,24,11.43,9,4.29,22,10.48,34,16.19,42057
42,58,445,100,22.47,83,18.65,20,4.49,26,5.84,60,13.48,19,4.27,45,10.11,58,13.03,42058
42,59,206,39,18.93,44,21.36,7,3.4,13,6.31,41,19.9,7,3.4,17,8.25,21,10.19,42059
42,60,124,27,21.77,20,16.13,11,8.87,6,4.84,18,14.52,4,3.23,13,10.48,19,15.32,42060
42,61,96,24,25.0,13,13.54,6,6.25,7,7.29,4,4.17,1,1.04,17,17.71,14,14.58,42061
42,62,204,47,23.04,35,17.16,16,7.84,10,4.9,12,5.88,2,0.98,21,10.29,36,17.65,42062
42,63,240,57,23.75,42,17.5,16,6.67,14,5.83,8,3.33,1,0.42,24,10.0,48,20.0,42063
42,64,121,20,16.53,21,17.36,7,5.79,5,4.13,19,15.7,6,4.96,18,14.88,15,12.4,42064
42,65,199,53,26.63,24,12.06,6,3.02,6,3.02,12,6.03,4,2.01,29,14.57,37,18.59,42065
42,66,159,31,19.5,27,16.98,13,8.18,13,8.18,14,8.81,5,3.14,21,13.21,20,12.58,42066
42,67,498,83,16.67,79,15.86,23,4.62,41,8.23,121,24.3,25,5.02,43,8.63,48,9.64,42067
42,68,235,57,24.26,41,17.45,9,3.83,11,4.68,14,5.96,7,2.98,36,15.32,39,16.6,42068
