ward,precinct,total,JERRY (ICEMAN) BUTLER,JERRY (ICEMAN) BUTLER Percent,precinct_id
2,2,267,267,100.0,02002
2,3,96,96,100.0,02003
2,5,71,71,100.0,02005
2,6,77,77,100.0,02006
2,7,225,225,100.0,02007
2,12,224,224,100.0,02012
2,13,241,241,100.0,02013
2,14,273,273,100.0,02014
2,16,103,103,100.0,02016
2,18,249,249,100.0,02018
2,20,154,154,100.0,02020
2,21,157,157,100.0,02021
2,24,82,82,100.0,02024
2,26,76,76,100.0,02026
2,29,71,71,100.0,02029
2,31,197,197,100.0,02031
2,33,276,276,100.0,02033
2,44,190,190,100.0,02044
2,45,82,82,100.0,02045
2,46,338,338,100.0,02046
2,47,114,114,100.0,02047
2,48,202,202,100.0,02048
3,1,127,127,100.0,03001
3,2,260,260,100.0,03002
3,3,22,22,100.0,03003
3,5,0,0,0.0,03005
3,6,0,0,0.0,03006
3,7,0,0,0.0,03007
3,8,78,78,100.0,03008
3,9,101,101,100.0,03009
3,11,113,113,100.0,03011
3,15,120,120,100.0,03015
3,16,212,212,100.0,03016
3,19,70,70,100.0,03019
3,20,33,33,100.0,03020
3,23,48,48,100.0,03023
3,24,151,151,100.0,03024
3,25,28,28,100.0,03025
3,26,98,98,100.0,03026
3,27,29,29,100.0,03027
3,28,150,150,100.0,03028
3,29,0,0,0.0,03029
3,30,144,144,100.0,03030
3,31,164,164,100.0,03031
3,32,172,172,100.0,03032
3,33,174,174,100.0,03033
3,34,52,52,100.0,03034
3,35,119,119,100.0,03035
3,37,109,109,100.0,03037
3,38,209,209,100.0,03038
3,39,260,260,100.0,03039
3,40,141,141,100.0,03040
3,41,106,106,100.0,03041
3,43,0,0,0.0,03043
3,45,53,53,100.0,03045
4,1,180,180,100.0,04001
4,2,50,50,100.0,04002
4,3,263,263,100.0,04003
4,4,251,251,100.0,04004
4,5,224,224,100.0,04005
4,6,0,0,0.0,04006
4,7,161,161,100.0,04007
4,8,276,276,100.0,04008
4,9,440,440,100.0,04009
4,10,329,329,100.0,04010
4,11,206,206,100.0,04011
4,12,160,160,100.0,04012
4,13,255,255,100.0,04013
4,14,109,109,100.0,04014
4,15,90,90,100.0,04015
4,16,222,222,100.0,04016
4,17,222,222,100.0,04017
4,18,154,154,100.0,04018
4,19,36,36,100.0,04019
4,20,67,67,100.0,04020
4,21,229,229,100.0,04021
4,22,260,260,100.0,04022
4,23,149,149,100.0,04023
4,24,200,200,100.0,04024
4,25,245,245,100.0,04025
4,26,184,184,100.0,04026
4,27,214,214,100.0,04027
4,28,168,168,100.0,04028
4,29,168,168,100.0,04029
4,30,49,49,100.0,04030
4,31,57,57,100.0,04031
4,32,198,198,100.0,04032
4,33,72,72,100.0,04033
4,34,135,135,100.0,04034
4,35,103,103,100.0,04035
4,36,209,209,100.0,04036
4,37,98,98,100.0,04037
4,38,272,272,100.0,04038
4,39,97,97,100.0,04039
4,40,174,174,100.0,04040
4,41,136,136,100.0,04041
4,42,146,146,100.0,04042
4,43,117,117,100.0,04043
4,44,113,113,100.0,04044
4,45,388,388,100.0,04045
4,46,210,210,100.0,04046
4,47,244,244,100.0,04047
4,48,267,267,100.0,04048
4,49,48,48,100.0,04049
4,50,163,163,100.0,04050
4,51,239,239,100.0,04051
4,52,43,43,100.0,04052
4,53,25,25,100.0,04053
4,54,100,100,100.0,04054
4,55,105,105,100.0,04055
5,1,214,214,100.0,05001
5,2,190,190,100.0,05002
5,3,219,219,100.0,05003
5,4,255,255,100.0,05004
5,5,153,153,100.0,05005
5,6,209,209,100.0,05006
5,7,180,180,100.0,05007
5,8,159,159,100.0,05008
5,9,192,192,100.0,05009
5,10,131,131,100.0,05010
5,11,51,51,100.0,05011
5,12,184,184,100.0,05012
5,13,178,178,100.0,05013
5,14,144,144,100.0,05014
5,15,141,141,100.0,05015
5,16,158,158,100.0,05016
5,17,131,131,100.0,05017
5,18,131,131,100.0,05018
5,19,154,154,100.0,05019
5,20,119,119,100.0,05020
5,21,269,269,100.0,05021
5,22,209,209,100.0,05022
5,23,151,151,100.0,05023
5,24,175,175,100.0,05024
5,25,151,151,100.0,05025
5,26,130,130,100.0,05026
5,27,42,42,100.0,05027
5,28,245,245,100.0,05028
5,29,144,144,100.0,05029
5,30,87,87,100.0,05030
5,31,184,184,100.0,05031
5,32,320,320,100.0,05032
5,33,211,211,100.0,05033
5,34,111,111,100.0,05034
5,35,121,121,100.0,05035
5,36,201,201,100.0,05036
5,37,100,100,100.0,05037
5,38,187,187,100.0,05038
5,39,115,115,100.0,05039
5,40,155,155,100.0,05040
5,41,85,85,100.0,05041
5,42,146,146,100.0,05042
5,43,226,226,100.0,05043
5,44,185,185,100.0,05044
5,45,118,118,100.0,05045
5,46,165,165,100.0,05046
5,47,161,161,100.0,05047
5,48,135,135,100.0,05048
5,49,122,122,100.0,05049
5,50,125,125,100.0,05050
5,51,131,131,100.0,05051
5,52,112,112,100.0,05052
5,53,125,125,100.0,05053
5,54,121,121,100.0,05054
5,55,191,191,100.0,05055
5,56,120,120,100.0,05056
5,57,182,182,100.0,05057
5,58,110,110,100.0,05058
5,59,104,104,100.0,05059
6,4,88,88,100.0,06004
6,5,103,103,100.0,06005
6,6,239,239,100.0,06006
6,7,182,182,100.0,06007
6,11,223,223,100.0,06011
6,12,144,144,100.0,06012
6,15,128,128,100.0,06015
6,18,67,67,100.0,06018
6,30,189,189,100.0,06030
6,32,235,235,100.0,06032
6,33,248,248,100.0,06033
6,36,99,99,100.0,06036
6,39,121,121,100.0,06039
6,40,104,104,100.0,06040
6,42,96,96,100.0,06042
6,48,86,86,100.0,06048
6,49,210,210,100.0,06049
6,55,145,145,100.0,06055
6,56,172,172,100.0,06056
6,61,143,143,100.0,06061
7,9,224,224,100.0,07009
7,22,235,235,100.0,07022
7,23,0,0,0.0,07023
7,35,288,288,100.0,07035
7,40,133,133,100.0,07040
15,28,0,0,0.0,15028
15,32,2,2,100.0,15032
17,2,167,167,100.0,17002
17,3,127,127,100.0,17003
17,4,269,269,100.0,17004
17,5,159,159,100.0,17005
17,7,187,187,100.0,17007
17,9,135,135,100.0,17009
17,10,198,198,100.0,17010
17,11,162,162,100.0,17011
17,12,203,203,100.0,17012
17,15,181,181,100.0,17015
17,18,167,167,100.0,17018
17,20,151,151,100.0,17020
17,21,260,260,100.0,17021
17,22,192,192,100.0,17022
17,23,114,114,100.0,17023
17,24,159,159,100.0,17024
17,25,96,96,100.0,17025
17,26,221,221,100.0,17026
17,27,185,185,100.0,17027
17,28,134,134,100.0,17028
17,29,209,209,100.0,17029
17,30,196,196,100.0,17030
17,31,117,117,100.0,17031
17,32,176,176,100.0,17032
17,33,199,199,100.0,17033
17,35,113,113,100.0,17035
17,37,161,161,100.0,17037
17,38,157,157,100.0,17038
17,40,99,99,100.0,17040
17,44,132,132,100.0,17044
17,47,90,90,100.0,17047
17,48,98,98,100.0,17048
17,50,142,142,100.0,17050
17,51,169,169,100.0,17051
17,52,250,250,100.0,17052
17,53,180,180,100.0,17053
17,54,208,208,100.0,17054
17,55,147,147,100.0,17055
18,3,175,175,100.0,18003
18,4,328,328,100.0,18004
18,6,12,12,100.0,18006
18,7,91,91,100.0,18007
18,8,177,177,100.0,18008
18,9,219,219,100.0,18009
18,10,337,337,100.0,18010
18,12,187,187,100.0,18012
18,13,174,174,100.0,18013
18,14,292,292,100.0,18014
18,15,142,142,100.0,18015
18,16,210,210,100.0,18016
18,18,296,296,100.0,18018
18,19,121,121,100.0,18019
18,20,197,197,100.0,18020
18,21,246,246,100.0,18021
18,22,231,231,100.0,18022
18,23,8,8,100.0,18023
18,24,255,255,100.0,18024
18,25,216,216,100.0,18025
18,28,174,174,100.0,18028
18,29,10,10,100.0,18029
18,30,245,245,100.0,18030
18,31,116,116,100.0,18031
18,32,224,224,100.0,18032
18,33,0,0,0.0,18033
18,34,320,320,100.0,18034
18,35,250,250,100.0,18035
18,36,5,5,100.0,18036
18,37,129,129,100.0,18037
18,38,260,260,100.0,18038
18,40,250,250,100.0,18040
18,45,230,230,100.0,18045
18,49,99,99,100.0,18049
18,51,177,177,100.0,18051
18,52,182,182,100.0,18052
18,54,254,254,100.0,18054
18,60,164,164,100.0,18060
18,61,207,207,100.0,18061
18,62,166,166,100.0,18062
20,1,148,148,100.0,20001
20,2,145,145,100.0,20002
20,3,174,174,100.0,20003
20,5,109,109,100.0,20005
20,6,154,154,100.0,20006
20,9,121,121,100.0,20009
20,10,189,189,100.0,20010
20,14,229,229,100.0,20014
20,18,204,204,100.0,20018
20,22,148,148,100.0,20022
20,24,199,199,100.0,20024
20,26,278,278,100.0,20026
20,29,129,129,100.0,20029
20,32,237,237,100.0,20032
20,34,191,191,100.0,20034
20,36,161,161,100.0,20036
20,37,114,114,100.0,20037
20,38,221,221,100.0,20038
20,40,132,132,100.0,20040
20,47,114,114,100.0,20047
20,50,98,98,100.0,20050
20,51,136,136,100.0,20051
21,2,4,4,100.0,21002
21,62,3,3,100.0,21062
42,2,63,63,100.0,42002
42,5,97,97,100.0,42005
42,6,228,228,100.0,42006
42,9,30,30,100.0,42009
42,11,93,93,100.0,42011
42,13,219,219,100.0,42013
42,18,234,234,100.0,42018
42,25,96,96,100.0,42025
42,31,41,41,100.0,42031
