ward,precinct,total,PAUL G. VALLAS,PAUL G. VALLAS Percent,ROD R. BLAGOJEVICH,ROD R. BLAGOJEVICH Percent,ROLAND W. BURRIS,ROLAND W. BURRIS Percent,precinct_id
30,32,220,127,57.73,79,35.91,14,6.36,30032
30,33,140,33,23.57,95,67.86,12,8.57,30033
30,34,322,102,31.68,204,63.35,16,4.97,30034
30,35,155,54,34.84,93,60.0,8,5.16,30035
30,36,148,34,22.97,107,72.3,7,4.73,30036
30,37,167,47,28.14,110,65.87,10,5.99,30037
30,38,202,71,35.15,126,62.38,5,2.48,30038
30,39,160,56,35.0,97,60.63,7,4.38,30039
30,40,160,46,28.75,107,66.88,7,4.38,30040
30,41,78,22,28.21,53,67.95,3,3.85,30041
30,42,183,55,30.05,120,65.57,8,4.37,30042
30,43,158,36,22.78,108,68.35,14,8.86,30043
30,44,208,90,43.27,103,49.52,15,7.21,30044
30,45,147,45,30.61,94,63.95,8,5.44,30045
31,1,105,35,33.33,50,47.62,20,19.05,31001
31,2,135,46,34.07,86,63.7,3,2.22,31002
31,3,166,36,21.69,108,65.06,22,13.25,31003
31,4,227,74,32.6,135,59.47,18,7.93,31004
31,5,122,47,38.52,65,53.28,10,8.2,31005
31,6,39,12,30.77,27,69.23,0,0.0,31006
31,7,134,25,18.66,101,75.37,8,5.97,31007
31,8,93,13,13.98,74,79.57,6,6.45,31008
31,9,128,38,29.69,83,64.84,7,5.47,31009
31,10,138,29,21.01,103,74.64,6,4.35,31010
31,11,131,34,25.95,90,68.7,7,5.34,31011
31,12,190,48,25.26,128,67.37,14,7.37,31012
31,13,138,44,31.88,80,57.97,14,10.14,31013
31,14,182,28,15.38,143,78.57,11,6.04,31014
31,15,149,37,24.83,87,58.39,25,16.78,31015
31,16,133,29,21.8,94,70.68,10,7.52,31016
31,17,208,42,20.19,149,71.63,17,8.17,31017
31,18,35,15,42.86,17,48.57,3,8.57,31018
31,19,30,1,3.33,7,23.33,22,73.33,31019
31,20,129,22,17.05,96,74.42,11,8.53,31020
31,21,117,28,23.93,77,65.81,12,10.26,31021
31,22,143,33,23.08,106,74.13,4,2.8,31022
31,23,162,30,18.52,126,77.78,6,3.7,31023
31,24,218,54,24.77,150,68.81,14,6.42,31024
31,25,173,40,23.12,121,69.94,12,6.94,31025
31,26,107,21,19.63,73,68.22,13,12.15,31026
31,27,130,29,22.31,95,73.08,6,4.62,31027
31,28,141,27,19.15,96,68.09,18,12.77,31028
31,29,121,21,17.36,93,76.86,7,5.79,31029
31,30,133,46,34.59,79,59.4,8,6.02,31030
31,31,203,67,33.0,126,62.07,10,4.93,31031
31,32,103,41,39.81,60,58.25,2,1.94,31032
31,33,202,58,28.71,137,67.82,7,3.47,31033
31,34,207,40,19.32,155,74.88,12,5.8,31034
31,35,118,26,22.03,83,70.34,9,7.63,31035
31,36,220,47,21.36,154,70.0,19,8.64,31036
31,37,173,34,19.65,128,73.99,11,6.36,31037
31,38,151,21,13.91,118,78.15,12,7.95,31038
31,39,131,19,14.5,102,77.86,10,7.63,31039
31,40,167,31,18.56,119,71.26,17,10.18,31040
31,41,112,32,28.57,72,64.29,8,7.14,31041
31,42,120,32,26.67,72,60.0,16,13.33,31042
31,43,126,13,10.32,97,76.98,16,12.7,31043
31,44,149,32,21.48,104,69.8,13,8.72,31044
31,45,128,25,19.53,91,71.09,12,9.38,31045
32,1,184,78,42.39,91,49.46,15,8.15,32001
32,2,119,51,42.86,34,28.57,34,28.57,32002
32,3,141,56,39.72,57,40.43,28,19.86,32003
32,4,278,124,44.6,138,49.64,16,5.76,32004
32,5,129,58,44.96,63,48.84,8,6.2,32005
32,6,198,68,34.34,121,61.11,9,4.55,32006
32,7,129,76,58.91,47,36.43,6,4.65,32007
32,8,186,98,52.69,73,39.25,15,8.06,32008
32,9,280,157,56.07,112,40.0,11,3.93,32009
32,10,130,63,48.46,56,43.08,11,8.46,32010
32,11,193,76,39.38,100,51.81,17,8.81,32011
32,12,104,36,34.62,53,50.96,15,14.42,32012
32,13,124,80,64.52,34,27.42,10,8.06,32013
32,14,108,47,43.52,53,49.07,8,7.41,32014
32,15,173,92,53.18,71,41.04,10,5.78,32015
32,16,202,92,45.54,97,48.02,13,6.44,32016
32,17,161,77,47.83,74,45.96,10,6.21,32017
32,18,138,94,68.12,38,27.54,6,4.35,32018
32,19,298,130,43.62,152,51.01,16,5.37,32019
32,20,148,80,54.05,63,42.57,5,3.38,32020
32,21,224,133,59.38,73,32.59,18,8.04,32021
32,22,202,91,45.05,96,47.52,15,7.43,32022
32,23,167,93,55.69,48,28.74,26,15.57,32023
32,24,142,50,35.21,72,50.7,20,14.08,32024
32,25,180,73,40.56,90,50.0,17,9.44,32025
32,26,198,73,36.87,111,56.06,14,7.07,32026
32,27,147,70,47.62,68,46.26,9,6.12,32027
32,28,111,59,53.15,45,40.54,7,6.31,32028
32,29,187,85,45.45,80,42.78,22,11.76,32029
32,30,158,61,38.61,83,52.53,14,8.86,32030
32,31,208,116,55.77,75,36.06,17,8.17,32031
32,32,172,108,62.79,57,33.14,7,4.07,32032
32,33,153,61,39.87,66,43.14,26,16.99,32033
32,34,216,97,44.91,96,44.44,23,10.65,32034
32,35,215,95,44.19,95,44.19,25,11.63,32035
32,36,265,154,58.11,94,35.47,17,6.42,32036
32,37,162,61,37.65,83,51.23,18,11.11,32037
32,38,214,111,51.87,84,39.25,19,8.88,32038
32,39,167,96,57.49,60,35.93,11,6.59,32039
32,40,186,106,56.99,64,34.41,16,8.6,32040
32,41,252,122,48.41,113,44.84,17,6.75,32041
32,42,214,90,42.06,109,50.93,15,7.01,32042
32,43,213,126,59.15,79,37.09,8,3.76,32043
32,44,151,70,46.36,65,43.05,16,10.6,32044
32,45,212,108,50.94,88,41.51,16,7.55,32045
32,46,44,22,50.0,19,43.18,3,6.82,32046
32,47,90,47,52.22,34,37.78,9,10.0,32047
32,48,182,100,54.95,65,35.71,17,9.34,32048
33,1,216,39,18.06,170,78.7,7,3.24,33001
33,2,318,89,27.99,220,69.18,9,2.83,33002
33,3,194,59,30.41,121,62.37,14,7.22,33003
33,4,276,49,17.75,213,77.17,14,5.07,33004
33,5,184,39,21.2,133,72.28,12,6.52,33005
33,6,287,53,18.47,226,78.75,8,2.79,33006
33,7,304,116,38.16,166,54.61,22,7.24,33007
33,8,221,107,48.42,98,44.34,16,7.24,33008
33,9,212,91,42.92,102,48.11,19,8.96,33009
33,10,262,85,32.44,169,64.5,8,3.05,33010
33,11,219,97,44.29,106,48.4,16,7.31,33011
33,12,276,92,33.33,169,61.23,15,5.43,33012
33,13,291,62,21.31,214,73.54,15,5.15,33013
33,14,179,51,28.49,100,55.87,28,15.64,33014
33,15,58,17,29.31,36,62.07,5,8.62,33015
33,16,256,61,23.83,186,72.66,9,3.52,33016
33,17,235,63,26.81,166,70.64,6,2.55,33017
33,18,80,26,32.5,45,56.25,9,11.25,33018
33,19,167,41,24.55,109,65.27,17,10.18,33019
33,20,232,59,25.43,158,68.1,15,6.47,33020
33,21,203,49,24.14,148,72.91,6,2.96,33021
33,22,343,85,24.78,245,71.43,13,3.79,33022
33,23,262,75,28.63,179,68.32,8,3.05,33023
33,24,294,76,25.85,197,67.01,21,7.14,33024
33,25,335,90,26.87,216,64.48,29,8.66,33025
33,26,186,44,23.66,131,70.43,11,5.91,33026
33,27,327,59,18.04,249,76.15,19,5.81,33027
33,28,254,96,37.8,140,55.12,18,7.09,33028
33,29,218,76,34.86,131,60.09,11,5.05,33029
33,30,198,51,25.76,134,67.68,13,6.57,33030
33,31,202,37,18.32,150,74.26,15,7.43,33031
33,32,56,15,26.79,39,69.64,2,3.57,33032
33,33,228,67,29.39,141,61.84,20,8.77,33033
33,34,219,53,24.2,153,69.86,13,5.94,33034
33,35,259,72,27.8,177,68.34,10,3.86,33035
33,36,298,54,18.12,233,78.19,11,3.69,33036
33,37,181,60,33.15,104,57.46,17,9.39,33037
33,38,74,13,17.57,57,77.03,4,5.41,33038
34,1,355,25,7.04,17,4.79,313,88.17,34001
34,2,245,25,10.2,10,4.08,210,85.71,34002
34,3,182,27,14.84,7,3.85,148,81.32,34003
34,4,221,27,12.22,12,5.43,182,82.35,34004
34,5,138,15,10.87,11,7.97,112,81.16,34005
34,6,264,29,10.98,12,4.55,223,84.47,34006
34,7,319,45,14.11,19,5.96,255,79.94,34007
34,8,281,24,8.54,25,8.9,232,82.56,34008
34,9,178,27,15.17,10,5.62,141,79.21,34009
34,10,324,44,13.58,25,7.72,255,78.7,34010
34,11,150,18,12.0,11,7.33,121,80.67,34011
34,12,240,29,12.08,10,4.17,201,83.75,34012
34,13,133,21,15.79,4,3.01,108,81.2,34013
34,14,146,15,10.27,4,2.74,127,86.99,34014
34,15,135,16,11.85,10,7.41,109,80.74,34015
34,16,172,25,14.53,10,5.81,137,79.65,34016
34,17,241,24,9.96,7,2.9,210,87.14,34017
34,18,174,22,12.64,7,4.02,145,83.33,34018
34,19,179,23,12.85,11,6.15,145,81.01,34019
34,20,291,38,13.06,11,3.78,242,83.16,34020
34,21,329,38,11.55,16,4.86,275,83.59,34021
34,22,316,35,11.08,17,5.38,264,83.54,34022
34,23,226,24,10.62,13,5.75,189,83.63,34023
34,24,232,26,11.21,11,4.74,195,84.05,34024
34,25,150,12,8.0,7,4.67,131,87.33,34025
34,26,182,19,10.44,7,3.85,156,85.71,34026
34,27,153,11,7.19,6,3.92,136,88.89,34027
34,28,151,5,3.31,3,1.99,143,94.7,34028
34,29,314,30,9.55,18,5.73,266,84.71,34029
34,30,335,46,13.73,13,3.88,276,82.39,34030
34,31,227,32,14.1,14,6.17,181,79.74,34031
34,32,266,41,15.41,8,3.01,217,81.58,34032
34,33,181,13,7.18,6,3.31,162,89.5,34033
34,34,274,30,10.95,11,4.01,233,85.04,34034
34,35,307,32,10.42,22,7.17,253,82.41,34035
34,36,329,42,12.77,21,6.38,266,80.85,34036
34,37,143,12,8.39,7,4.9,124,86.71,34037
34,38,155,15,9.68,7,4.52,133,85.81,34038
34,39,155,19,12.26,9,5.81,127,81.94,34039
34,40,271,26,9.59,16,5.9,229,84.5,34040
34,41,212,29,13.68,11,5.19,172,81.13,34041
34,42,287,37,12.89,10,3.48,240,83.62,34042
34,43,278,27,9.71,15,5.4,236,84.89,34043
34,44,287,36,12.54,15,5.23,236,82.23,34044
34,45,332,38,11.45,16,4.82,278,83.73,34045
34,46,176,17,9.66,9,5.11,150,85.23,34046
34,47,129,14,10.85,8,6.2,107,82.95,34047
34,48,252,34,13.49,5,1.98,213,84.52,34048
34,49,311,36,11.58,14,4.5,261,83.92,34049
34,50,186,31,16.67,10,5.38,145,77.96,34050
34,51,349,57,16.33,21,6.02,271,77.65,34051
34,52,185,22,11.89,12,6.49,151,81.62,34052
34,53,193,26,13.47,12,6.22,155,80.31,34053
34,54,211,26,12.32,15,7.11,170,80.57,34054
34,55,166,15,9.04,8,4.82,143,86.14,34055
34,56,181,15,8.29,11,6.08,155,85.64,34056
34,57,144,11,7.64,13,9.03,120,83.33,34057
34,58,199,23,11.56,3,1.51,173,86.93,34058
34,59,194,10,5.15,5,2.58,179,92.27,34059
34,60,219,24,10.96,18,8.22,177,80.82,34060
34,61,226,24,10.62,13,5.75,189,83.63,34061
35,1,123,33,26.83,80,65.04,10,8.13,35001
35,2,218,49,22.48,152,69.72,17,7.8,35002
35,3,116,29,25.0,68,58.62,19,16.38,35003
35,4,90,39,43.33,48,53.33,3,3.33,35004
35,5,225,52,23.11,162,72.0,11,4.89,35005
35,6,165,64,38.79,96,58.18,5,3.03,35006
35,7,201,76,37.81,105,52.24,20,9.95,35007
35,8,61,22,36.07,33,54.1,6,9.84,35008
35,9,160,36,22.5,109,68.13,15,9.38,35009
35,10,139,26,18.71,107,76.98,6,4.32,35010
35,11,110,29,26.36,77,70.0,4,3.64,35011
35,12,175,41,23.43,98,56.0,36,20.57,35012
35,13,271,118,43.54,127,46.86,26,9.59,35013
35,14,185,48,25.95,114,61.62,23,12.43,35014
35,15,209,68,32.54,119,56.94,22,10.53,35015
35,16,177,55,31.07,100,56.5,22,12.43,35016
35,17,214,43,20.09,146,68.22,25,11.68,35017
35,18,214,71,33.18,129,60.28,14,6.54,35018
35,19,193,58,30.05,117,60.62,18,9.33,35019
35,20,97,21,21.65,69,71.13,7,7.22,35020
35,21,257,76,29.57,163,63.42,18,7.0,35021
35,22,141,21,14.89,96,68.09,24,17.02,35022
35,23,170,39,22.94,116,68.24,15,8.82,35023
35,24,187,39,20.86,127,67.91,21,11.23,35024
35,25,183,83,45.36,76,41.53,24,13.11,35025
35,26,128,24,18.75,84,65.63,20,15.63,35026
35,27,264,110,41.67,128,48.48,26,9.85,35027
35,28,159,46,28.93,90,56.6,23,14.47,35028
35,29,204,50,24.51,128,62.75,26,12.75,35029
35,30,275,99,36.0,146,53.09,30,10.91,35030
35,31,186,52,27.96,105,56.45,29,15.59,35031
35,32,108,27,25.0,68,62.96,13,12.04,35032
35,33,112,32,28.57,68,60.71,12,10.71,35033
35,34,211,74,35.07,107,50.71,30,14.22,35034
35,35,102,28,27.45,68,66.67,6,5.88,35035
36,1,179,54,30.17,113,63.13,12,6.7,36001
36,2,162,47,29.01,100,61.73,15,9.26,36002
36,3,217,51,23.5,146,67.28,20,9.22,36003
36,4,73,26,35.62,38,52.05,9,12.33,36004
36,5,178,77,43.26,93,52.25,8,4.49,36005
36,6,192,52,27.08,131,68.23,9,4.69,36006
36,7,224,85,37.95,127,56.7,12,5.36,36007
36,8,249,105,42.17,132,53.01,12,4.82,36008
36,9,225,81,36.0,135,60.0,9,4.0,36009
36,10,199,81,40.7,110,55.28,8,4.02,36010
36,11,301,100,33.22,187,62.13,14,4.65,36011
36,12,222,82,36.94,132,59.46,8,3.6,36012
36,13,346,107,30.92,225,65.03,14,4.05,36013
36,14,264,68,25.76,186,70.45,10,3.79,36014
36,15,195,56,28.72,127,65.13,12,6.15,36015
36,16,232,96,41.38,82,35.34,54,23.28,36016
36,17,188,94,50.0,91,48.4,3,1.6,36017
36,18,251,122,48.61,119,47.41,10,3.98,36018
36,19,362,26,7.18,333,91.99,3,0.83,36019
36,20,302,89,29.47,202,66.89,11,3.64,36020
36,21,244,87,35.66,151,61.89,6,2.46,36021
36,22,286,86,30.07,148,51.75,52,18.18,36022
36,23,132,30,22.73,64,48.48,38,28.79,36023
36,24,224,54,24.11,32,14.29,138,61.61,36024
36,25,159,71,44.65,83,52.2,5,3.14,36025
36,26,324,48,14.81,66,20.37,210,64.81,36026
36,27,189,85,44.97,95,50.26,9,4.76,36027
36,28,186,63,33.87,115,61.83,8,4.3,36028
36,29,222,78,35.14,136,61.26,8,3.6,36029
36,30,282,114,40.43,162,57.45,6,2.13,36030
36,31,236,83,35.17,149,63.14,4,1.69,36031
36,32,234,94,40.17,132,56.41,8,3.42,36032
36,33,202,93,46.04,59,29.21,50,24.75,36033
36,34,151,74,49.01,71,47.02,6,3.97,36034
36,35,258,73,28.29,176,68.22,9,3.49,36035
36,36,206,71,34.47,125,60.68,10,4.85,36036
36,37,179,67,37.43,100,55.87,12,6.7,36037
36,38,154,62,40.26,88,57.14,4,2.6,36038
36,39,227,96,42.29,123,54.19,8,3.52,36039
36,40,235,93,39.57,129,54.89,13,5.53,36040
36,41,177,56,31.64,112,63.28,9,5.08,36041
36,42,172,78,45.35,88,51.16,6,3.49,36042
36,43,231,28,12.12,41,17.75,162,70.13,36043
36,44,212,91,42.92,47,22.17,74,34.91,36044
36,45,187,77,41.18,79,42.25,31,16.58,36045
36,46,208,101,48.56,93,44.71,14,6.73,36046
36,47,181,77,42.54,102,56.35,2,1.1,36047
36,48,227,96,42.29,116,51.1,15,6.61,36048
36,49,206,74,35.92,121,58.74,11,5.34,36049
36,50,193,23,11.92,169,87.56,1,0.52,36050
36,51,220,76,34.55,129,58.64,15,6.82,36051
36,52,186,53,28.49,122,65.59,11,5.91,36052
36,53,223,84,37.67,126,56.5,13,5.83,36053
36,54,296,79,26.69,87,29.39,130,43.92,36054
36,55,268,115,42.91,95,35.45,58,21.64,36055
36,56,172,57,33.14,103,59.88,12,6.98,36056
37,1,152,14,9.21,9,5.92,129,84.87,37001
37,2,104,20,19.23,32,30.77,52,50.0,37002
37,3,87,9,10.34,13,14.94,65,74.71,37003
37,4,183,16,8.74,9,4.92,158,86.34,37004
37,5,174,16,9.2,11,6.32,147,84.48,37005
37,6,313,31,9.9,23,7.35,259,82.75,37006
37,7,224,22,9.82,10,4.46,192,85.71,37007
37,8,143,21,14.69,17,11.89,105,73.43,37008
37,9,177,18,10.17,18,10.17,141,79.66,37009
37,10,275,34,12.36,29,10.55,212,77.09,37010
37,11,43,7,16.28,12,27.91,24,55.81,37011
37,12,176,27,15.34,25,14.2,124,70.45,37012
37,13,183,28,15.3,30,16.39,125,68.31,37013
37,14,222,25,11.26,7,3.15,190,85.59,37014
37,15,157,12,7.64,7,4.46,138,87.9,37015
37,16,267,31,11.61,17,6.37,219,82.02,37016
37,17,188,19,10.11,8,4.26,161,85.64,37017
37,18,203,26,12.81,10,4.93,167,82.27,37018
37,19,175,18,10.29,17,9.71,140,80.0,37019
37,20,199,15,7.54,10,5.03,174,87.44,37020
37,21,221,19,8.6,5,2.26,197,89.14,37021
37,22,143,20,13.99,6,4.2,117,81.82,37022
37,23,137,17,12.41,8,5.84,112,81.75,37023
37,24,172,21,12.21,18,10.47,133,77.33,37024
37,25,222,27,12.16,13,5.86,182,81.98,37025
37,26,205,26,12.68,12,5.85,167,81.46,37026
37,27,119,14,11.76,5,4.2,100,84.03,37027
37,28,157,11,7.01,4,2.55,142,90.45,37028
37,29,213,25,11.74,9,4.23,179,84.04,37029
37,30,146,15,10.27,20,13.7,111,76.03,37030
37,31,311,32,10.29,28,9.0,251,80.71,37031
37,32,186,20,10.75,15,8.06,151,81.18,37032
37,33,204,18,8.82,11,5.39,175,85.78,37033
37,34,229,28,12.23,11,4.8,190,82.97,37034
37,35,23,6,26.09,4,17.39,13,56.52,37035
37,36,171,11,6.43,8,4.68,152,88.89,37036
37,37,214,27,12.62,14,6.54,173,80.84,37037
37,38,185,18,9.73,8,4.32,159,85.95,37038
37,39,142,12,8.45,7,4.93,123,86.62,37039
37,40,199,22,11.06,8,4.02,169,84.92,37040
37,41,286,31,10.84,15,5.24,240,83.92,37041
37,42,47,14,29.79,19,40.43,14,29.79,37042
37,43,243,21,8.64,13,5.35,209,86.01,37043
37,44,219,24,10.96,29,13.24,166,75.8,37044
37,45,160,15,9.38,12,7.5,133,83.13,37045
37,46,176,14,7.95,9,5.11,153,86.93,37046
37,47,24,3,12.5,4,16.67,17,70.83,37047
37,48,177,11,6.21,12,6.78,154,87.01,37048
37,49,165,18,10.91,10,6.06,137,83.03,37049
37,50,58,1,1.72,2,3.45,55,94.83,37050
37,51,144,13,9.03,10,6.94,121,84.03,37051
38,1,146,57,39.04,82,56.16,7,4.79,38001
38,2,205,78,38.05,121,59.02,6,2.93,38002
38,3,207,80,38.65,118,57.0,9,4.35,38003
38,4,74,32,43.24,38,51.35,4,5.41,38004
38,5,284,131,46.13,137,48.24,16,5.63,38005
38,6,220,68,30.91,137,62.27,15,6.82,38006
38,7,242,113,46.69,124,51.24,5,2.07,38007
38,8,283,124,43.82,148,52.3,11,3.89,38008
38,9,207,112,54.11,87,42.03,8,3.86,38009
38,10,181,66,36.46,107,59.12,8,4.42,38010
38,11,161,64,39.75,87,54.04,10,6.21,38011
38,12,150,58,38.67,85,56.67,7,4.67,38012
38,13,178,45,25.28,121,67.98,12,6.74,38013
38,14,208,74,35.58,128,61.54,6,2.88,38014
38,15,158,71,44.94,81,51.27,6,3.8,38015
38,16,230,80,34.78,140,60.87,10,4.35,38016
38,17,182,63,34.62,113,62.09,6,3.3,38017
38,18,176,79,44.89,91,51.7,6,3.41,38018
38,19,165,79,47.88,74,44.85,12,7.27,38019
38,20,180,106,58.89,62,34.44,12,6.67,38020
38,21,176,68,38.64,96,54.55,12,6.82,38021
38,22,222,107,48.2,105,47.3,10,4.5,38022
38,23,156,76,48.72,68,43.59,12,7.69,38023
38,24,112,40,35.71,65,58.04,7,6.25,38024
38,25,168,61,36.31,91,54.17,16,9.52,38025
38,26,150,53,35.33,93,62.0,4,2.67,38026
38,27,134,59,44.03,67,50.0,8,5.97,38027
38,28,137,71,51.82,61,44.53,5,3.65,38028
38,29,165,56,33.94,102,61.82,7,4.24,38029
38,30,173,79,45.66,93,53.76,1,0.58,38030
38,31,205,81,39.51,120,58.54,4,1.95,38031
38,32,206,101,49.03,100,48.54,5,2.43,38032
38,33,166,67,40.36,91,54.82,8,4.82,38033
38,34,153,60,39.22,89,58.17,4,2.61,38034
38,35,216,98,45.37,109,50.46,9,4.17,38035
38,36,185,81,43.78,97,52.43,7,3.78,38036
38,37,241,69,28.63,160,66.39,12,4.98,38037
38,38,223,103,46.19,106,47.53,14,6.28,38038
38,39,169,60,35.5,94,55.62,15,8.88,38039
38,40,138,71,51.45,66,47.83,1,0.72,38040
38,41,257,136,52.92,109,42.41,12,4.67,38041
38,42,221,94,42.53,119,53.85,8,3.62,38042
38,43,183,96,52.46,76,41.53,11,6.01,38043
38,44,171,92,53.8,71,41.52,8,4.68,38044
38,45,211,93,44.08,111,52.61,7,3.32,38045
38,46,182,90,49.45,82,45.05,10,5.49,38046
38,47,173,76,43.93,84,48.55,13,7.51,38047
38,48,179,68,37.99,95,53.07,16,8.94,38048
38,49,174,82,47.13,88,50.57,4,2.3,38049
38,50,203,90,44.33,101,49.75,12,5.91,38050
38,51,143,60,41.96,80,55.94,3,2.1,38051
38,52,188,75,39.89,99,52.66,14,7.45,38052
38,53,203,77,37.93,118,58.13,8,3.94,38053
38,54,204,86,42.16,110,53.92,8,3.92,38054
38,55,277,113,40.79,150,54.15,14,5.05,38055
38,56,169,88,52.07,78,46.15,3,1.78,38056
39,1,186,136,73.12,40,21.51,10,5.38,39001
39,2,275,87,31.64,179,65.09,9,3.27,39002
39,3,196,138,70.41,52,26.53,6,3.06,39003
39,4,140,83,59.29,43,30.71,14,10.0,39004
39,5,191,101,52.88,78,40.84,12,6.28,39005
39,6,200,101,50.5,92,46.0,7,3.5,39006
39,7,204,101,49.51,93,45.59,10,4.9,39007
39,8,190,74,38.95,111,58.42,5,2.63,39008
39,9,281,102,36.3,159,56.58,20,7.12,39009
39,10,158,60,37.97,83,52.53,15,9.49,39010
39,11,233,93,39.91,135,57.94,5,2.15,39011
39,12,114,31,27.19,71,62.28,12,10.53,39012
39,13,92,19,20.65,67,72.83,6,6.52,39013
39,14,179,56,31.28,86,48.04,37,20.67,39014
39,15,143,88,61.54,52,36.36,3,2.1,39015
39,16,138,72,52.17,53,38.41,13,9.42,39016
39,17,163,73,44.79,79,48.47,11,6.75,39017
39,18,238,110,46.22,116,48.74,12,5.04,39018
39,19,129,49,37.98,68,52.71,12,9.3,39019
39,20,170,110,64.71,51,30.0,9,5.29,39020
39,21,133,39,29.32,91,68.42,3,2.26,39021
39,22,158,15,9.49,128,81.01,15,9.49,39022
39,23,116,93,80.17,19,16.38,4,3.45,39023
39,24,150,48,32.0,91,60.67,11,7.33,39024
39,25,77,15,19.48,47,61.04,15,19.48,39025
39,26,209,131,62.68,71,33.97,7,3.35,39026
39,27,119,43,36.13,69,57.98,7,5.88,39027
39,28,103,77,74.76,22,21.36,4,3.88,39028
39,29,101,39,38.61,55,54.46,7,6.93,39029
39,30,182,58,31.87,99,54.4,25,13.74,39030
39,31,146,49,33.56,90,61.64,7,4.79,39031
39,32,313,99,31.63,202,64.54,12,3.83,39032
39,33,227,80,35.24,127,55.95,20,8.81,39033
39,34,247,116,46.96,113,45.75,18,7.29,39034
39,35,186,115,61.83,62,33.33,9,4.84,39035
39,36,341,114,33.43,197,57.77,30,8.8,39036
39,37,250,160,64.0,76,30.4,14,5.6,39037
39,38,313,201,64.22,100,31.95,12,3.83,39038
39,39,103,58,56.31,37,35.92,8,7.77,39039
39,40,131,79,60.31,41,31.3,11,8.4,39040
39,41,50,26,52.0,12,24.0,12,24.0,39041
39,42,161,109,67.7,49,30.43,3,1.86,39042
39,43,162,77,47.53,67,41.36,18,11.11,39043
39,44,222,89,40.09,118,53.15,15,6.76,39044
39,45,192,99,51.56,75,39.06,18,9.38,39045
39,46,175,61,34.86,98,56.0,16,9.14,39046
39,47,134,68,50.75,57,42.54,9,6.72,39047
39,48,157,48,30.57,81,51.59,28,17.83,39048
39,49,125,62,49.6,53,42.4,10,8.0,39049
39,50,196,113,57.65,71,36.22,12,6.12,39050
40,1,139,72,51.8,58,41.73,9,6.47,40001
40,2,133,83,62.41,45,33.83,5,3.76,40002
40,3,118,46,38.98,35,29.66,37,31.36,40003
40,4,185,97,52.43,69,37.3,19,10.27,40004
40,5,172,101,58.72,62,36.05,9,5.23,40005
40,6,147,73,49.66,67,45.58,7,4.76,40006
40,7,127,56,44.09,52,40.94,19,14.96,40007
40,8,198,112,56.57,68,34.34,18,9.09,40008
40,9,101,36,35.64,57,56.44,8,7.92,40009
40,10,193,90,46.63,91,47.15,12,6.22,40010
40,11,128,54,42.19,54,42.19,20,15.63,40011
40,12,130,65,50.0,45,34.62,20,15.38,40012
40,13,135,59,43.7,48,35.56,28,20.74,40013
40,14,132,39,29.55,74,56.06,19,14.39,40014
40,15,175,89,50.86,73,41.71,13,7.43,40015
40,16,253,72,28.46,164,64.82,17,6.72,40016
40,17,97,43,44.33,46,47.42,8,8.25,40017
40,18,137,44,32.12,65,47.45,28,20.44,40018
40,19,129,36,27.91,75,58.14,18,13.95,40019
40,20,128,69,53.91,52,40.63,7,5.47,40020
40,21,151,69,45.7,71,47.02,11,7.28,40021
40,22,88,36,40.91,37,42.05,15,17.05,40022
40,23,159,68,42.77,77,48.43,14,8.81,40023
40,24,124,69,55.65,45,36.29,10,8.06,40024
40,25,137,61,44.53,63,45.99,13,9.49,40025
40,26,175,78,44.57,64,36.57,33,18.86,40026
40,27,248,142,57.26,82,33.06,24,9.68,40027
40,28,154,50,32.47,63,40.91,41,26.62,40028
40,29,222,128,57.66,77,34.68,17,7.66,40029
40,30,260,153,58.85,93,35.77,14,5.38,40030
40,31,172,101,58.72,67,38.95,4,2.33,40031
40,32,115,69,60.0,40,34.78,6,5.22,40032
40,33,130,64,49.23,48,36.92,18,13.85,40033
40,34,141,85,60.28,50,35.46,6,4.26,40034
40,35,215,83,38.6,103,47.91,29,13.49,40035
40,36,197,107,54.31,81,41.12,9,4.57,40036
40,37,200,80,40.0,72,36.0,48,24.0,40037
40,38,116,67,57.76,44,37.93,5,4.31,40038
40,39,119,51,42.86,51,42.86,17,14.29,40039
40,40,103,61,59.22,33,32.04,9,8.74,40040
40,41,178,92,51.69,77,43.26,9,5.06,40041
40,42,205,105,51.22,77,37.56,23,11.22,40042
40,43,157,65,41.4,77,49.04,15,9.55,40043
40,44,136,56,41.18,68,50.0,12,8.82,40044
40,45,246,104,42.28,108,43.9,34,13.82,40045
40,46,192,81,42.19,87,45.31,24,12.5,40046
40,47,141,64,45.39,53,37.59,24,17.02,40047
41,1,161,96,59.63,59,36.65,6,3.73,41001
41,2,254,144,56.69,97,38.19,13,5.12,41002
41,3,205,93,45.37,102,49.76,10,4.88,41003
41,4,212,132,62.26,61,28.77,19,8.96,41004
41,5,164,97,59.15,56,34.15,11,6.71,41005
41,6,175,105,60.0,63,36.0,7,4.0,41006
41,7,290,196,67.59,76,26.21,18,6.21,41007
41,8,195,123,63.08,64,32.82,8,4.1,41008
41,9,185,87,47.03,88,47.57,10,5.41,41009
41,10,226,139,61.5,78,34.51,9,3.98,41010
41,11,152,80,52.63,57,37.5,15,9.87,41011
41,12,225,107,47.56,109,48.44,9,4.0,41012
41,13,184,103,55.98,73,39.67,8,4.35,41013
