ward,precinct,total,Kristyna Colleen Ryan,Kristyna Colleen Ryan Percent,Paula M. Lingo,Paula M. Lingo Percent,Frank James Ryan,Frank James Ryan Percent,precinct_id
20,10,155,52,33.55,58,37.42,45,29.03,20010
20,11,151,78,51.66,32,21.19,41,27.15,20011
20,12,90,37,41.11,28,31.11,25,27.78,20012
20,13,111,52,46.85,28,25.23,31,27.93,20013
20,14,260,108,41.54,81,31.15,71,27.31,20014
20,15,153,50,32.68,68,44.44,35,22.88,20015
20,16,252,105,41.67,71,28.17,76,30.16,20016
20,17,134,55,41.04,41,30.6,38,28.36,20017
20,18,143,64,44.76,42,29.37,37,25.87,20018
20,19,139,61,43.88,37,26.62,41,29.5,20019
20,20,118,55,46.61,32,27.12,31,26.27,20020
20,21,91,41,45.05,31,34.07,19,20.88,20021
20,22,236,114,48.31,72,30.51,50,21.19,20022
20,23,187,84,44.92,60,32.09,43,22.99,20023
20,24,197,87,44.16,70,35.53,40,20.3,20024
20,25,145,71,48.97,37,25.52,37,25.52,20025
20,26,182,82,45.05,60,32.97,40,21.98,20026
20,27,101,51,50.5,26,25.74,24,23.76,20027
20,28,177,67,37.85,48,27.12,62,35.03,20028
20,29,202,105,51.98,52,25.74,45,22.28,20029
20,30,172,72,41.86,57,33.14,43,25.0,20030
20,31,172,64,37.21,64,37.21,44,25.58,20031
20,32,159,60,37.74,45,28.3,54,33.96,20032
20,33,177,82,46.33,46,25.99,49,27.68,20033
20,34,241,96,39.83,102,42.32,43,17.84,20034
20,35,80,41,51.25,16,20.0,23,28.75,20035
20,36,140,63,45.0,39,27.86,38,27.14,20036
20,37,175,79,45.14,53,30.29,43,24.57,20037
20,38,21,8,38.1,7,33.33,6,28.57,20038
20,39,141,61,43.26,38,26.95,42,29.79,20039
20,40,130,64,49.23,36,27.69,30,23.08,20040
20,41,68,19,27.94,33,48.53,16,23.53,20041
20,42,151,74,49.01,43,28.48,34,22.52,20042
20,43,35,12,34.29,14,40.0,9,25.71,20043
20,44,151,69,45.7,37,24.5,45,29.8,20044
20,45,117,35,29.91,47,40.17,35,29.91,20045
20,46,151,71,47.02,40,26.49,40,26.49,20046
20,47,142,61,42.96,31,21.83,50,35.21,20047
20,48,78,34,43.59,21,26.92,23,29.49,20048
20,49,134,65,48.51,38,28.36,31,23.13,20049
20,50,103,39,37.86,45,43.69,19,18.45,20050
21,1,333,125,37.54,123,36.94,85,25.53,21001
21,2,262,103,39.31,93,35.5,66,25.19,21002
21,3,210,70,33.33,81,38.57,59,28.1,21003
21,4,235,93,39.57,77,32.77,65,27.66,21004
21,5,248,111,44.76,78,31.45,59,23.79,21005
21,6,210,94,44.76,62,29.52,54,25.71,21006
21,7,221,100,45.25,67,30.32,54,24.43,21007
21,8,263,116,44.11,90,34.22,57,21.67,21008
21,9,262,109,41.6,81,30.92,72,27.48,21009
21,10,182,73,40.11,59,32.42,50,27.47,21010
21,11,231,90,38.96,76,32.9,65,28.14,21011
21,12,258,105,40.7,87,33.72,66,25.58,21012
21,13,130,38,29.23,57,43.85,35,26.92,21013
21,14,256,109,42.58,79,30.86,68,26.56,21014
21,15,197,66,33.5,78,39.59,53,26.9,21015
21,16,216,89,41.2,67,31.02,60,27.78,21016
21,17,219,94,42.92,65,29.68,60,27.4,21017
21,18,221,93,42.08,80,36.2,48,21.72,21018
21,19,198,64,32.32,74,37.37,60,30.3,21019
21,20,124,45,36.29,44,35.48,35,28.23,21020
21,21,247,106,42.91,74,29.96,67,27.13,21021
21,22,234,97,41.45,83,35.47,54,23.08,21022
21,23,192,75,39.06,76,39.58,41,21.35,21023
21,24,271,100,36.9,103,38.01,68,25.09,21024
21,25,198,70,35.35,84,42.42,44,22.22,21025
21,26,177,69,38.98,58,32.77,50,28.25,21026
21,27,246,88,35.77,99,40.24,59,23.98,21027
21,28,175,83,47.43,51,29.14,41,23.43,21028
21,29,134,54,40.3,36,26.87,44,32.84,21029
21,30,163,69,42.33,65,39.88,29,17.79,21030
21,31,300,117,39.0,94,31.33,89,29.67,21031
21,32,202,78,38.61,75,37.13,49,24.26,21032
21,33,240,90,37.5,93,38.75,57,23.75,21033
21,34,268,111,41.42,92,34.33,65,24.25,21034
21,35,117,47,40.17,36,30.77,34,29.06,21035
21,36,187,73,39.04,72,38.5,42,22.46,21036
21,37,217,79,36.41,94,43.32,44,20.28,21037
21,38,246,96,39.02,84,34.15,66,26.83,21038
21,39,203,80,39.41,69,33.99,54,26.6,21039
21,40,227,83,36.56,89,39.21,55,24.23,21040
21,41,184,75,40.76,75,40.76,34,18.48,21041
21,42,246,110,44.72,77,31.3,59,23.98,21042
21,43,210,93,44.29,62,29.52,55,26.19,21043
21,44,241,97,40.25,77,31.95,67,27.8,21044
21,45,184,86,46.74,43,23.37,55,29.89,21045
21,46,175,73,41.71,57,32.57,45,25.71,21046
21,47,261,103,39.46,89,34.1,69,26.44,21047
21,48,300,141,47.0,95,31.67,64,21.33,21048
21,49,287,117,40.77,98,34.15,72,25.09,21049
21,50,191,82,42.93,59,30.89,50,26.18,21050
21,51,264,102,38.64,75,28.41,87,32.95,21051
21,52,234,103,44.02,76,32.48,55,23.5,21052
21,53,183,59,32.24,73,39.89,51,27.87,21053
21,54,203,89,43.84,67,33.0,47,23.15,21054
21,55,259,114,44.02,79,30.5,66,25.48,21055
21,56,148,64,43.24,39,26.35,45,30.41,21056
21,57,209,83,39.71,84,40.19,42,20.1,21057
21,58,174,75,43.1,46,26.44,53,30.46,21058
21,59,266,114,42.86,83,31.2,69,25.94,21059
21,60,236,90,38.14,82,34.75,64,27.12,21060
21,61,259,110,42.47,66,25.48,83,32.05,21061
21,62,242,98,40.5,84,34.71,60,24.79,21062
21,63,250,96,38.4,94,37.6,60,24.0,21063
21,64,119,47,39.5,35,29.41,37,31.09,21064
21,65,320,104,32.5,151,47.19,65,20.31,21065
21,66,190,68,35.79,71,37.37,51,26.84,21066
21,67,216,85,39.35,69,31.94,62,28.7,21067
21,68,230,99,43.04,73,31.74,58,25.22,21068
21,69,188,65,34.57,73,38.83,50,26.6,21069
21,70,222,101,45.5,69,31.08,52,23.42,21070
21,71,173,62,35.84,59,34.1,52,30.06,21071
21,72,227,101,44.49,60,26.43,66,29.07,21072
21,73,288,139,48.26,68,23.61,81,28.13,21073
21,74,88,29,32.95,37,42.05,22,25.0,21074
22,1,121,29,23.97,69,57.02,23,19.01,22001
22,2,90,37,41.11,28,31.11,25,27.78,22002
22,3,178,50,28.09,86,48.31,42,23.6,22003
22,4,122,40,32.79,57,46.72,25,20.49,22004
22,5,143,34,23.78,78,54.55,31,21.68,22005
22,6,138,45,32.61,72,52.17,21,15.22,22006
22,7,198,73,36.87,82,41.41,43,21.72,22007
22,8,136,38,27.94,63,46.32,35,25.74,22008
22,9,168,51,30.36,78,46.43,39,23.21,22009
22,10,139,42,30.22,62,44.6,35,25.18,22010
22,11,135,39,28.89,65,48.15,31,22.96,22011
22,12,89,27,30.34,42,47.19,20,22.47,22012
22,13,132,33,25.0,67,50.76,32,24.24,22013
22,14,94,34,36.17,42,44.68,18,19.15,22014
22,15,103,31,30.1,46,44.66,26,25.24,22015
22,16,138,48,34.78,66,47.83,24,17.39,22016
22,17,129,40,31.01,62,48.06,27,20.93,22017
22,18,128,34,26.56,67,52.34,27,21.09,22018
22,19,147,44,29.93,74,50.34,29,19.73,22019
22,20,166,50,30.12,79,47.59,37,22.29,22020
22,21,175,61,34.86,69,39.43,45,25.71,22021
22,22,114,28,24.56,58,50.88,28,24.56,22022
22,23,145,46,31.72,71,48.97,28,19.31,22023
22,24,104,37,35.58,51,49.04,16,15.38,22024
22,25,118,39,33.05,53,44.92,26,22.03,22025
22,26,102,38,37.25,48,47.06,16,15.69,22026
22,27,159,63,39.62,63,39.62,33,20.75,22027
22,28,85,26,30.59,36,42.35,23,27.06,22028
22,29,96,37,38.54,41,42.71,18,18.75,22029
23,1,206,83,40.29,67,32.52,56,27.18,23001
23,2,254,73,28.74,135,53.15,46,18.11,23002
23,3,170,71,41.76,58,34.12,41,24.12,23003
23,4,217,95,43.78,74,34.1,48,22.12,23004
23,5,181,72,39.78,72,39.78,37,20.44,23005
23,6,175,79,45.14,56,32.0,40,22.86,23006
23,7,67,30,44.78,22,32.84,15,22.39,23007
23,8,211,81,38.39,80,37.91,50,23.7,23008
23,9,207,94,45.41,64,30.92,49,23.67,23009
23,10,253,63,24.9,160,63.24,30,11.86,23010
23,11,212,99,46.7,62,29.25,51,24.06,23011
23,12,209,93,44.5,64,30.62,52,24.88,23012
23,13,263,111,42.21,93,35.36,59,22.43,23013
23,14,84,42,50.0,21,25.0,21,25.0,23014
23,15,186,79,42.47,50,26.88,57,30.65,23015
23,16,228,85,37.28,77,33.77,66,28.95,23016
23,17,242,102,42.15,86,35.54,54,22.31,23017
23,18,169,74,43.79,57,33.73,38,22.49,23018
23,19,173,69,39.88,68,39.31,36,20.81,23019
23,20,184,79,42.93,49,26.63,56,30.43,23020
23,21,191,89,46.6,46,24.08,56,29.32,23021
23,22,209,80,38.28,78,37.32,51,24.4,23022
23,23,174,83,47.7,47,27.01,44,25.29,23023
23,24,176,56,31.82,79,44.89,41,23.3,23024
23,25,148,43,29.05,64,43.24,41,27.7,23025
23,26,202,79,39.11,67,33.17,56,27.72,23026
23,27,168,77,45.83,52,30.95,39,23.21,23027
23,28,216,86,39.81,70,32.41,60,27.78,23028
23,29,181,71,39.23,64,35.36,46,25.41,23029
23,30,181,85,46.96,55,30.39,41,22.65,23030
23,31,210,81,38.57,72,34.29,57,27.14,23031
23,32,225,88,39.11,77,34.22,60,26.67,23032
23,33,212,89,41.98,87,41.04,36,16.98,23033
23,34,167,68,40.72,57,34.13,42,25.15,23034
23,35,162,71,43.83,53,32.72,38,23.46,23035
23,36,278,108,38.85,108,38.85,62,22.3,23036
23,37,166,55,33.13,55,33.13,56,33.73,23037
23,38,196,83,42.35,72,36.73,41,20.92,23038
23,39,186,69,37.1,78,41.94,39,20.97,23039
23,40,190,69,36.32,69,36.32,52,27.37,23040
23,41,185,83,44.86,64,34.59,38,20.54,23041
23,42,150,48,32.0,63,42.0,39,26.0,23042
23,43,221,95,42.99,79,35.75,47,21.27,23043
23,44,230,93,40.43,95,41.3,42,18.26,23044
23,45,245,108,44.08,78,31.84,59,24.08,23045
23,46,213,104,48.83,53,24.88,56,26.29,23046
23,47,209,85,40.67,65,31.1,59,28.23,23047
23,48,180,57,31.67,85,47.22,38,21.11,23048
23,49,234,74,31.62,96,41.03,64,27.35,23049
23,50,122,55,45.08,44,36.07,23,18.85,23050
23,51,192,67,34.9,83,43.23,42,21.88,23051
23,52,231,89,38.53,82,35.5,60,25.97,23052
23,53,130,43,33.08,67,51.54,20,15.38,23053
23,54,241,105,43.57,67,27.8,69,28.63,23054
23,55,207,86,41.55,69,33.33,52,25.12,23055
23,56,156,57,36.54,48,30.77,51,32.69,23056
24,1,247,97,39.27,83,33.6,67,27.13,24001
24,2,126,54,42.86,36,28.57,36,28.57,24002
24,3,153,62,40.52,51,33.33,40,26.14,24003
24,4,179,78,43.58,56,31.28,45,25.14,24004
24,5,121,52,42.98,39,32.23,30,24.79,24005
24,6,191,89,46.6,60,31.41,42,21.99,24006
24,7,139,60,43.17,39,28.06,40,28.78,24007
24,8,131,49,37.4,50,38.17,32,24.43,24008
24,9,165,82,49.7,49,29.7,34,20.61,24009
24,10,120,55,45.83,34,28.33,31,25.83,24010
24,11,107,41,38.32,32,29.91,34,31.78,24011
24,12,123,57,46.34,33,26.83,33,26.83,24012
24,13,160,62,38.75,48,30.0,50,31.25,24013
24,14,242,106,43.8,72,29.75,64,26.45,24014
24,15,125,54,43.2,40,32.0,31,24.8,24015
24,16,131,48,36.64,36,27.48,47,35.88,24016
24,17,133,58,43.61,40,30.08,35,26.32,24017
24,18,118,45,38.14,46,38.98,27,22.88,24018
24,19,119,55,46.22,29,24.37,35,29.41,24019
24,20,161,73,45.34,43,26.71,45,27.95,24020
24,21,88,39,44.32,23,26.14,26,29.55,24021
24,22,153,57,37.25,47,30.72,49,32.03,24022
24,23,122,55,45.08,41,33.61,26,21.31,24023
24,24,78,31,39.74,17,21.79,30,38.46,24024
24,25,146,61,41.78,51,34.93,34,23.29,24025
24,26,204,72,35.29,81,39.71,51,25.0,24026
24,27,75,29,38.67,18,24.0,28,37.33,24027
24,28,188,91,48.4,41,21.81,56,29.79,24028
24,29,191,96,50.26,55,28.8,40,20.94,24029
24,30,125,55,44.0,35,28.0,35,28.0,24030
24,31,177,105,59.32,34,19.21,38,21.47,24031
24,32,143,58,40.56,49,34.27,36,25.17,24032
24,33,119,54,45.38,38,31.93,27,22.69,24033
24,34,169,79,46.75,42,24.85,48,28.4,24034
24,35,209,86,41.15,60,28.71,63,30.14,24035
24,36,117,46,39.32,32,27.35,39,33.33,24036
24,37,199,94,47.24,59,29.65,46,23.12,24037
24,38,166,68,40.96,47,28.31,51,30.72,24038
24,39,141,64,45.39,42,29.79,35,24.82,24039
24,40,199,92,46.23,62,31.16,45,22.61,24040
24,41,134,61,45.52,33,24.63,40,29.85,24041
24,42,117,52,44.44,33,28.21,32,27.35,24042
24,43,212,76,35.85,77,36.32,59,27.83,24043
24,44,215,94,43.72,61,28.37,60,27.91,24044
24,45,135,57,42.22,36,26.67,42,31.11,24045
24,46,215,81,37.67,69,32.09,65,30.23,24046
24,47,153,66,43.14,37,24.18,50,32.68,24047
24,48,94,39,41.49,31,32.98,24,25.53,24048
24,49,251,122,48.61,63,25.1,66,26.29,24049
24,50,283,110,38.87,92,32.51,81,28.62,24050
24,51,237,99,41.77,91,38.4,47,19.83,24051
24,52,143,66,46.15,40,27.97,37,25.87,24052
24,53,164,60,36.59,64,39.02,40,24.39,24053
24,54,197,90,45.69,53,26.9,54,27.41,24054
24,55,176,74,42.05,60,34.09,42,23.86,24055
24,56,198,100,50.51,61,30.81,37,18.69,24056
25,1,176,78,44.32,63,35.8,35,19.89,25001
25,2,202,73,36.14,75,37.13,54,26.73,25002
25,3,151,60,39.74,66,43.71,25,16.56,25003
25,4,174,57,32.76,86,49.43,31,17.82,25004
25,5,177,68,38.42,72,40.68,37,20.9,25005
25,6,105,36,34.29,46,43.81,23,21.9,25006
25,7,151,60,39.74,59,39.07,32,21.19,25007
25,8,198,67,33.84,70,35.35,61,30.81,25008
25,9,244,88,36.07,92,37.7,64,26.23,25009
25,10,107,29,27.1,43,40.19,35,32.71,25010
25,11,206,69,33.5,81,39.32,56,27.18,25011
25,12,162,59,36.42,72,44.44,31,19.14,25012
25,13,208,67,32.21,84,40.38,57,27.4,25013
25,14,70,35,50.0,21,30.0,14,20.0,25014
25,15,179,68,37.99,64,35.75,47,26.26,25015
25,16,72,39,54.17,24,33.33,9,12.5,25016
25,17,263,98,37.26,103,39.16,62,23.57,25017
25,18,126,56,44.44,41,32.54,29,23.02,25018
25,19,201,74,36.82,79,39.3,48,23.88,25019
25,20,210,72,34.29,86,40.95,52,24.76,25020
25,21,133,44,33.08,67,50.38,22,16.54,25021
25,22,110,35,31.82,48,43.64,27,24.55,25022
25,23,202,83,41.09,83,41.09,36,17.82,25023
25,24,207,74,35.75,93,44.93,40,19.32,25024
25,25,124,37,29.84,60,48.39,27,21.77,25025
25,26,118,36,30.51,57,48.31,25,21.19,25026
25,27,134,47,35.07,53,39.55,34,25.37,25027
25,28,200,56,28.0,93,46.5,51,25.5,25028
25,29,265,110,41.51,89,33.58,66,24.91,25029
25,30,193,69,35.75,86,44.56,38,19.69,25030
25,31,96,34,35.42,44,45.83,18,18.75,25031
26,1,89,45,50.56,30,33.71,14,15.73,26001
26,2,139,50,35.97,50,35.97,39,28.06,26002
26,3,126,52,41.27,47,37.3,27,21.43,26003
26,4,89,32,35.96,39,43.82,18,20.22,26004
26,5,145,53,36.55,62,42.76,30,20.69,26005
26,6,65,21,32.31,27,41.54,17,26.15,26006
26,7,76,24,31.58,37,48.68,15,19.74,26007
26,8,79,34,43.04,23,29.11,22,27.85,26008
26,9,77,23,29.87,35,45.45,19,24.68,26009
26,10,81,24,29.63,36,44.44,21,25.93,26010
26,11,106,38,35.85,44,41.51,24,22.64,26011
26,12,78,27,34.62,36,46.15,15,19.23,26012
26,13,110,36,32.73,60,54.55,14,12.73,26013
26,14,106,34,32.08,46,43.4,26,24.53,26014
26,15,94,30,31.91,50,53.19,14,14.89,26015
26,16,88,39,44.32,34,38.64,15,17.05,26016
26,17,54,19,35.19,29,53.7,6,11.11,26017
26,18,74,27,36.49,26,35.14,21,28.38,26018
26,19,180,57,31.67,78,43.33,45,25.0,26019
26,20,134,47,35.07,56,41.79,31,23.13,26020
26,21,111,34,30.63,45,40.54,32,28.83,26021
26,22,75,30,40.0,28,37.33,17,22.67,26022
26,23,88,30,34.09,30,34.09,28,31.82,26023
26,24,76,36,47.37,28,36.84,12,15.79,26024
26,25,40,20,50.0,12,30.0,8,20.0,26025
26,26,72,23,31.94,30,41.67,19,26.39,26026
26,27,93,40,43.01,27,29.03,26,27.96,26027
26,28,92,32,34.78,43,46.74,17,18.48,26028
26,29,117,37,31.62,49,41.88,31,26.5,26029
26,30,95,37,38.95,43,45.26,15,15.79,26030
26,31,78,31,39.74,28,35.9,19,24.36,26031
26,32,117,48,41.03,49,41.88,20,17.09,26032
26,33,44,17,38.64,22,50.0,5,11.36,26033
26,34,108,41,37.96,50,46.3,17,15.74,26034
26,35,115,41,35.65,55,47.83,19,16.52,26035
26,36,104,33,31.73,43,41.35,28,26.92,26036
26,37,67,22,32.84,22,32.84,23,34.33,26037
26,38,64,26,40.63,22,34.38,16,25.0,26038
26,39,90,44,48.89,34,37.78,12,13.33,26039
26,40,49,16,32.65,20,40.82,13,26.53,26040
26,41,103,32,31.07,39,37.86,32,31.07,26041
26,42,76,29,38.16,30,39.47,17,22.37,26042
26,43,86,27,31.4,37,43.02,22,25.58,26043
26,44,59,33,55.93,12,20.34,14,23.73,26044
26,45,129,49,37.98,44,34.11,36,27.91,26045
26,46,128,52,40.63,53,41.41,23,17.97,26046
26,47,56,20,35.71,26,46.43,10,17.86,26047
26,48,110,37,33.64,44,40.0,29,26.36,26048
26,49,74,30,40.54,26,35.14,18,24.32,26049
26,50,77,29,37.66,29,37.66,19,24.68,26050
26,51,90,34,37.78,40,44.44,16,17.78,26051
26,52,44,21,47.73,11,25.0,12,27.27,26052
26,53,64,19,29.69,29,45.31,16,25.0,26053
26,54,98,24,24.49,49,50.0,25,25.51,26054
26,55,71,29,40.85,27,38.03,15,21.13,26055
26,56,68,31,45.59,22,32.35,15,22.06,26056
26,57,100,39,39.0,45,45.0,16,16.0,26057
26,58,80,35,43.75,29,36.25,16,20.0,26058
26,59,80,39,48.75,23,28.75,18,22.5,26059
26,60,105,34,32.38,45,42.86,26,24.76,26060
26,61,60,22,36.67,24,40.0,14,23.33,26061
26,62,125,47,37.6,57,45.6,21,16.8,26062
26,63,45,15,33.33,23,51.11,7,15.56,26063
27,1,155,67,43.23,61,39.35,27,17.42,27001
27,2,141,46,32.62,56,39.72,39,27.66,27002
27,3,158,68,43.04,44,27.85,46,29.11,27003
27,4,101,28,27.72,60,59.41,13,12.87,27004
27,5,48,23,47.92,14,29.17,11,22.92,27005
27,6,80,34,42.5,21,26.25,25,31.25,27006
27,7,128,54,42.19,54,42.19,20,15.63,27007
27,8,166,61,36.75,65,39.16,40,24.1,27008
27,9,202,70,34.65,86,42.57,46,22.77,27009
27,10,273,90,32.97,134,49.08,49,17.95,27010
27,11,167,52,31.14,81,48.5,34,20.36,27011
27,12,132,55,41.67,47,35.61,30,22.73,27012
27,13,94,34,36.17,42,44.68,18,19.15,27013
27,14,193,71,36.79,72,37.31,50,25.91,27014
27,15,111,33,29.73,43,38.74,35,31.53,27015
27,16,42,14,33.33,20,47.62,8,19.05,27016
27,17,129,50,38.76,59,45.74,20,15.5,27017
27,18,127,60,47.24,33,25.98,34,26.77,27018
27,19,162,69,42.59,58,35.8,35,21.6,27019
27,20,260,78,30.0,137,52.69,45,17.31,27020
27,21,109,36,33.03,55,50.46,18,16.51,27021
27,22,154,48,31.17,74,48.05,32,20.78,27022
27,23,35,11,31.43,14,40.0,10,28.57,27023
27,24,154,50,32.47,78,50.65,26,16.88,27024
27,25,99,40,40.4,37,37.37,22,22.22,27025
27,26,140,48,34.29,62,44.29,30,21.43,27026
27,27,139,50,35.97,71,51.08,18,12.95,27027
27,28,137,55,40.15,55,40.15,27,19.71,27028
27,29,141,46,32.62,62,43.97,33,23.4,27029
27,30,101,37,36.63,38,37.62,26,25.74,27030
27,31,119,40,33.61,51,42.86,28,23.53,27031
27,32,109,42,38.53,47,43.12,20,18.35,27032
27,33,152,60,39.47,63,41.45,29,19.08,27033
27,34,134,35,26.12,75,55.97,24,17.91,27034
27,35,132,46,34.85,57,43.18,29,21.97,27035
27,36,140,46,32.86,66,47.14,28,20.0,27036
27,37,82,34,41.46,27,32.93,21,25.61,27037
27,38,108,43,39.81,56,51.85,9,8.33,27038
27,39,99,12,12.12,64,64.65,23,23.23,27039
27,40,117,43,36.75,51,43.59,23,19.66,27040
27,41,146,59,40.41,61,41.78,26,17.81,27041
27,42,100,37,37.0,51,51.0,12,12.0,27042
27,43,93,27,29.03,57,61.29,9,9.68,27043
27,44,129,52,40.31,51,39.53,26,20.16,27044
27,45,125,35,28.0,63,50.4,27,21.6,27045
27,46,196,51,26.02,121,61.73,24,12.24,27046
27,47,133,56,42.11,54,40.6,23,17.29,27047
27,48,165,61,36.97,60,36.36,44,26.67,27048
27,49,204,89,43.63,64,31.37,51,25.0,27049
27,50,173,58,33.53,86,49.71,29,16.76,27050
27,51,84,11,13.1,68,80.95,5,5.95,27051
27,52,150,73,48.67,49,32.67,28,18.67,27052
27,53,115,47,40.87,46,40.0,22,19.13,27053
27,54,137,60,43.8,46,33.58,31,22.63,27054
27,55,148,55,37.16,63,42.57,30,20.27,27055
27,56,111,39,35.14,55,49.55,17,15.32,27056
27,57,98,44,44.9,35,35.71,19,19.39,27057
27,58,49,19,38.78,23,46.94,7,14.29,27058
27,59,166,54,32.53,87,52.41,25,15.06,27059
28,1,176,74,42.05,58,32.95,44,25.0,28001
28,2,178,62,34.83,65,36.52,51,28.65,28002
28,3,123,54,43.9,42,34.15,27,21.95,28003
28,4,206,84,40.78,75,36.41,47,22.82,28004
28,5,140,48,34.29,61,43.57,31,22.14,28005
28,6,140,37,26.43,79,56.43,24,17.14,28006
28,7,147,57,38.78,55,37.41,35,23.81,28007
28,8,96,49,51.04,28,29.17,19,19.79,28008
28,9,136,48,35.29,58,42.65,30,22.06,28009
28,10,53,27,50.94,19,35.85,7,13.21,28010
28,11,135,43,31.85,61,45.19,31,22.96,28011
28,12,134,54,40.3,47,35.07,33,24.63,28012
28,13,83,38,45.78,27,32.53,18,21.69,28013
28,14,97,50,51.55,17,17.53,30,30.93,28014
28,15,172,68,39.53,68,39.53,36,20.93,28015
28,16,139,53,38.13,53,38.13,33,23.74,28016
28,17,142,52,36.62,59,41.55,31,21.83,28017
28,18,225,69,30.67,112,49.78,44,19.56,28018
28,19,162,51,31.48,80,49.38,31,19.14,28019
28,20,168,76,45.24,43,25.6,49,29.17,28020
28,21,219,94,42.92,74,33.79,51,23.29,28021
28,22,162,63,38.89,80,49.38,19,11.73,28022
28,23,149,60,40.27,53,35.57,36,24.16,28023
28,24,124,47,37.9,46,37.1,31,25.0,28024
28,25,84,40,47.62,30,35.71,14,16.67,28025
28,26,158,49,31.01,73,46.2,36,22.78,28026
28,27,214,75,35.05,87,40.65,52,24.3,28027
28,28,116,51,43.97,43,37.07,22,18.97,28028
28,29,151,53,35.1,63,41.72,35,23.18,28029
28,30,94,39,41.49,38,40.43,17,18.09,28030
28,31,143,58,40.56,52,36.36,33,23.08,28031
28,32,167,67,40.12,58,34.73,42,25.15,28032
28,33,164,63,38.41,63,38.41,38,23.17,28033
28,34,43,8,18.6,26,60.47,9,20.93,28034
28,35,140,45,32.14,63,45.0,32,22.86,28035
28,36,123,50,40.65,54,43.9,19,15.45,28036
28,37,181,88,48.62,55,30.39,38,20.99,28037
28,38,50,11,22.0,22,44.0,17,34.0,28038
28,39,151,60,39.74,53,35.1,38,25.17,28039
28,40,216,79,36.57,78,36.11,59,27.31,28040
28,41,163,61,37.42,57,34.97,45,27.61,28041
28,42,139,47,33.81,60,43.17,32,23.02,28042
28,43,214,77,35.98,94,43.93,43,20.09,28043
28,44,165,70,42.42,49,29.7,46,27.88,28044
28,45,156,51,32.69,71,45.51,34,21.79,28045
28,46,160,61,38.13,58,36.25,41,25.63,28046
28,47,162,73,45.06,58,35.8,31,19.14,28047
28,48,83,35,42.17,30,36.14,18,21.69,28048
28,49,64,24,37.5,24,37.5,16,25.0,28049
28,50,93,41,44.09,30,32.26,22,23.66,28050
28,51,133,56,42.11,39,29.32,38,28.57,28051
28,52,130,60,46.15,42,32.31,28,21.54,28052
28,53,93,20,21.51,50,53.76,23,24.73,28053
28,54,136,51,37.5,62,45.59,23,16.91,28054
28,55,146,58,39.73,48,32.88,40,27.4,28055
28,56,152,75,49.34,50,32.89,27,17.76,28056
28,57,161,59,36.65,65,40.37,37,22.98,28057
28,58,165,69,41.82,56,33.94,40,24.24,28058
28,59,114,40,35.09,48,42.11,26,22.81,28059
28,60,96,35,36.46,37,38.54,24,25.0,28060
28,61,88,33,37.5,36,40.91,19,21.59,28061
29,1,391,109,27.88,187,47.83,95,24.3,29001
29,2,143,56,39.16,61,42.66,26,18.18,29002
29,3,296,92,31.08,122,41.22,82,27.7,29003
29,4,236,74,31.36,113,47.88,49,20.76,29004
29,5,184,67,36.41,73,39.67,44,23.91,29005
29,6,92,37,40.22,29,31.52,26,28.26,29006
29,7,126,50,39.68,47,37.3,29,23.02,29007
29,8,155,50,32.26,72,46.45,33,21.29,29008
29,9,114,31,27.19,54,47.37,29,25.44,29009
29,10,99,34,34.34,34,34.34,31,31.31,29010
29,11,199,64,32.16,104,52.26,31,15.58,29011
29,12,280,94,33.57,128,45.71,58,20.71,29012
29,13,193,63,32.64,91,47.15,39,20.21,29013
29,14,294,97,32.99,147,50.0,50,17.01,29014
29,15,256,84,32.81,122,47.66,50,19.53,29015
29,16,354,61,17.23,247,69.77,46,12.99,29016
29,17,186,46,24.73,113,60.75,27,14.52,29017
29,18,248,71,28.63,131,52.82,46,18.55,29018
29,19,338,116,34.32,162,47.93,60,17.75,29019
29,20,228,66,28.95,133,58.33,29,12.72,29020
29,21,170,67,39.41,53,31.18,50,29.41,29021
29,22,156,55,35.26,67,42.95,34,21.79,29022
29,23,251,72,28.69,132,52.59,47,18.73,29023
29,24,136,49,36.03,56,41.18,31,22.79,29024
29,25,272,47,17.28,203,74.63,22,8.09,29025
29,26,194,67,34.54,82,42.27,45,23.2,29026
29,27,202,89,44.06,72,35.64,41,20.3,29027
29,28,267,72,26.97,128,47.94,67,25.09,29028
29,29,326,69,21.17,219,67.18,38,11.66,29029
29,30,114,45,39.47,52,45.61,17,14.91,29030
29,31,213,76,35.68,83,38.97,54,25.35,29031
29,32,138,55,39.86,49,35.51,34,24.64,29032
29,33,165,50,30.3,64,38.79,51,30.91,29033
29,34,141,44,31.21,64,45.39,33,23.4,29034
29,35,164,58,35.37,58,35.37,48,29.27,29035
29,36,345,77,22.32,201,58.26,67,19.42,29036
29,37,212,65,30.66,110,51.89,37,17.45,29037
29,38,202,67,33.17,96,47.52,39,19.31,29038
29,39,158,57,36.08,74,46.84,27,17.09,29039
29,40,317,62,19.56,215,67.82,40,12.62,29040
29,41,282,65,23.05,153,54.26,64,22.7,29041
29,42,243,100,41.15,90,37.04,53,21.81,29042
29,43,271,59,21.77,162,59.78,50,18.45,29043
29,44,183,72,39.34,74,40.44,37,20.22,29044
29,45,193,63,32.64,97,50.26,33,17.1,29045
