ward,precinct,total,Marlow H. Colvin,Marlow H. Colvin Percent,precinct_id
5,4,143,143,100.0,05004
7,1,255,255,100.0,07001
7,2,239,239,100.0,07002
7,4,166,166,100.0,07004
7,5,166,166,100.0,07005
7,6,178,178,100.0,07006
7,7,137,137,100.0,07007
7,12,156,156,100.0,07012
7,13,129,129,100.0,07013
7,19,299,299,100.0,07019
7,21,175,175,100.0,07021
7,24,199,199,100.0,07024
7,25,241,241,100.0,07025
7,26,245,245,100.0,07026
7,27,268,268,100.0,07027
7,29,124,124,100.0,07029
7,30,226,226,100.0,07030
7,31,208,208,100.0,07031
7,33,164,164,100.0,07033
7,34,198,198,100.0,07034
7,38,158,158,100.0,07038
7,41,165,165,100.0,07041
7,42,268,268,100.0,07042
7,46,0,0,0.0,07046
7,47,161,161,100.0,07047
7,49,116,116,100.0,07049
7,50,128,128,100.0,07050
7,51,178,178,100.0,07051
7,52,170,170,100.0,07052
7,53,177,177,100.0,07053
7,55,154,154,100.0,07055
7,57,160,160,100.0,07057
7,58,259,259,100.0,07058
7,59,115,115,100.0,07059
7,60,116,116,100.0,07060
7,61,181,181,100.0,07061
7,62,170,170,100.0,07062
8,1,244,244,100.0,08001
8,2,135,135,100.0,08002
8,3,305,305,100.0,08003
8,4,237,237,100.0,08004
8,5,276,276,100.0,08005
8,6,291,291,100.0,08006
8,7,233,233,100.0,08007
8,8,277,277,100.0,08008
8,9,316,316,100.0,08009
8,10,353,353,100.0,08010
8,11,235,235,100.0,08011
8,12,244,244,100.0,08012
8,13,188,188,100.0,08013
8,14,188,188,100.0,08014
8,15,187,187,100.0,08015
8,16,278,278,100.0,08016
8,17,215,215,100.0,08017
8,19,305,305,100.0,08019
8,20,187,187,100.0,08020
8,21,182,182,100.0,08021
8,22,202,202,100.0,08022
8,23,193,193,100.0,08023
8,24,255,255,100.0,08024
8,25,238,238,100.0,08025
8,26,160,160,100.0,08026
8,27,251,251,100.0,08027
8,28,199,199,100.0,08028
8,29,299,299,100.0,08029
8,30,203,203,100.0,08030
8,31,164,164,100.0,08031
8,33,244,244,100.0,08033
8,35,273,273,100.0,08035
8,36,245,245,100.0,08036
8,37,38,38,100.0,08037
8,38,243,243,100.0,08038
8,40,228,228,100.0,08040
8,41,185,185,100.0,08041
8,42,223,223,100.0,08042
8,44,189,189,100.0,08044
8,46,182,182,100.0,08046
8,48,211,211,100.0,08048
8,49,295,295,100.0,08049
8,50,260,260,100.0,08050
8,51,307,307,100.0,08051
8,52,269,269,100.0,08052
8,53,272,272,100.0,08053
8,54,255,255,100.0,08054
8,55,205,205,100.0,08055
8,57,201,201,100.0,08057
8,58,243,243,100.0,08058
8,60,187,187,100.0,08060
8,61,209,209,100.0,08061
8,62,209,209,100.0,08062
8,63,261,261,100.0,08063
8,64,224,224,100.0,08064
8,65,150,150,100.0,08065
10,3,9,9,100.0,10003
10,6,168,168,100.0,10006
10,8,116,116,100.0,10008
10,9,114,114,100.0,10009
10,10,110,110,100.0,10010
10,11,141,141,100.0,10011
10,12,103,103,100.0,10012
10,13,103,103,100.0,10013
10,14,135,135,100.0,10014
10,16,121,121,100.0,10016
10,19,140,140,100.0,10019
10,20,127,127,100.0,10020
10,22,0,0,0.0,10022
10,23,115,115,100.0,10023
10,24,100,100,100.0,10024
10,26,125,125,100.0,10026
10,27,171,171,100.0,10027
10,28,112,112,100.0,10028
10,29,151,151,100.0,10029
10,30,139,139,100.0,10030
10,31,126,126,100.0,10031
10,32,139,139,100.0,10032
10,33,125,125,100.0,10033
10,34,152,152,100.0,10034
10,35,130,130,100.0,10035
10,36,174,174,100.0,10036
10,38,162,162,100.0,10038
10,39,139,139,100.0,10039
10,40,106,106,100.0,10040
10,41,162,162,100.0,10041
10,42,90,90,100.0,10042
10,44,162,162,100.0,10044
10,46,138,138,100.0,10046
