ward,precinct,total,Leslie A. Hairston,Leslie A. Hairston Percent,precinct_id
5,1,264,264,100.0,05001
5,2,201,201,100.0,05002
5,3,119,119,100.0,05003
5,4,157,157,100.0,05004
5,5,224,224,100.0,05005
5,6,289,289,100.0,05006
5,7,275,275,100.0,05007
5,8,284,284,100.0,05008
5,9,237,237,100.0,05009
5,10,217,217,100.0,05010
5,11,210,210,100.0,05011
5,12,157,157,100.0,05012
5,13,198,198,100.0,05013
5,14,290,290,100.0,05014
5,15,179,179,100.0,05015
5,16,184,184,100.0,05016
5,17,258,258,100.0,05017
5,18,255,255,100.0,05018
5,19,136,136,100.0,05019
5,20,129,129,100.0,05020
5,21,261,261,100.0,05021
5,22,196,196,100.0,05022
5,23,164,164,100.0,05023
5,24,196,196,100.0,05024
5,25,260,260,100.0,05025
5,26,255,255,100.0,05026
5,27,257,257,100.0,05027
5,28,271,271,100.0,05028
5,29,234,234,100.0,05029
5,30,166,166,100.0,05030
5,31,225,225,100.0,05031
5,32,344,344,100.0,05032
5,33,172,172,100.0,05033
5,34,271,271,100.0,05034
5,35,169,169,100.0,05035
5,36,142,142,100.0,05036
5,37,175,175,100.0,05037
5,38,205,205,100.0,05038
5,39,256,256,100.0,05039
5,40,227,227,100.0,05040
5,41,165,165,100.0,05041
5,42,244,244,100.0,05042
5,43,267,267,100.0,05043
5,44,265,265,100.0,05044
5,45,135,135,100.0,05045
5,46,219,219,100.0,05046
5,47,206,206,100.0,05047
5,48,138,138,100.0,05048
5,49,51,51,100.0,05049
5,50,204,204,100.0,05050
5,51,171,171,100.0,05051
5,52,31,31,100.0,05052
5,53,236,236,100.0,05053
5,54,345,345,100.0,05054
5,55,219,219,100.0,05055
