ward,precinct,total,John P. Daley,John P. Daley Percent,precinct_id
11,1,194,194,100.0,11001
11,2,161,161,100.0,11002
11,3,151,151,100.0,11003
11,4,199,199,100.0,11004
11,5,102,102,100.0,11005
11,6,249,249,100.0,11006
11,7,173,173,100.0,11007
11,8,176,176,100.0,11008
11,9,122,122,100.0,11009
11,10,129,129,100.0,11010
11,11,246,246,100.0,11011
11,12,205,205,100.0,11012
11,13,165,165,100.0,11013
11,14,158,158,100.0,11014
11,15,177,177,100.0,11015
11,16,221,221,100.0,11016
11,17,242,242,100.0,11017
11,18,120,120,100.0,11018
11,19,148,148,100.0,11019
11,20,159,159,100.0,11020
11,21,196,196,100.0,11021
11,22,166,166,100.0,11022
11,23,163,163,100.0,11023
11,24,388,388,100.0,11024
11,25,180,180,100.0,11025
11,26,261,261,100.0,11026
11,27,140,140,100.0,11027
11,28,153,153,100.0,11028
11,29,187,187,100.0,11029
11,30,158,158,100.0,11030
11,31,130,130,100.0,11031
11,32,160,160,100.0,11032
11,33,131,131,100.0,11033
11,34,116,116,100.0,11034
11,35,274,274,100.0,11035
11,36,52,52,100.0,11036
11,37,237,237,100.0,11037
11,38,317,317,100.0,11038
11,39,276,276,100.0,11039
11,40,129,129,100.0,11040
11,41,112,112,100.0,11041
11,42,141,141,100.0,11042
11,43,196,196,100.0,11043
11,44,184,184,100.0,11044
11,45,84,84,100.0,11045
11,46,146,146,100.0,11046
11,47,159,159,100.0,11047
11,48,67,67,100.0,11048
11,49,171,171,100.0,11049
11,50,109,109,100.0,11050
