ward,precinct,total,John J. Cullerton,John J. Cullerton Percent,precinct_id
1,28,41,41,100.0,01028
1,42,13,13,100.0,01042
32,7,156,156,100.0,32007
32,8,240,240,100.0,32008
32,9,267,267,100.0,32009
32,10,194,194,100.0,32010
32,13,91,91,100.0,32013
32,15,157,157,100.0,32015
32,16,32,32,100.0,32016
32,18,155,155,100.0,32018
32,19,183,183,100.0,32019
32,20,158,158,100.0,32020
32,21,176,176,100.0,32021
32,22,241,241,100.0,32022
32,23,189,189,100.0,32023
32,24,188,188,100.0,32024
32,25,162,162,100.0,32025
32,27,180,180,100.0,32027
32,28,160,160,100.0,32028
32,29,54,54,100.0,32029
32,30,191,191,100.0,32030
32,32,170,170,100.0,32032
32,34,4,4,100.0,32034
32,37,168,168,100.0,32037
32,38,223,223,100.0,32038
32,39,206,206,100.0,32039
32,40,246,246,100.0,32040
32,41,203,203,100.0,32041
32,42,247,247,100.0,32042
32,43,190,190,100.0,32043
32,44,135,135,100.0,32044
32,45,179,179,100.0,32045
32,47,235,235,100.0,32047
32,48,224,224,100.0,32048
32,49,129,129,100.0,32049
32,50,204,204,100.0,32050
33,7,314,314,100.0,33007
33,8,201,201,100.0,33008
33,10,227,227,100.0,33010
33,24,289,289,100.0,33024
40,5,184,184,100.0,40005
40,6,187,187,100.0,40006
40,20,129,129,100.0,40020
42,8,220,220,100.0,42008
42,10,129,129,100.0,42010
42,15,212,212,100.0,42015
42,16,123,123,100.0,42016
42,26,186,186,100.0,42026
42,28,188,188,100.0,42028
42,30,113,113,100.0,42030
42,33,259,259,100.0,42033
42,34,173,173,100.0,42034
42,36,149,149,100.0,42036
43,2,215,215,100.0,43002
43,4,253,253,100.0,43004
43,6,146,146,100.0,43006
43,7,182,182,100.0,43007
43,8,231,231,100.0,43008
43,12,232,232,100.0,43012
43,14,171,171,100.0,43014
43,16,182,182,100.0,43016
43,17,213,213,100.0,43017
43,18,204,204,100.0,43018
43,20,224,224,100.0,43020
43,21,231,231,100.0,43021
43,22,158,158,100.0,43022
43,23,175,175,100.0,43023
43,24,196,196,100.0,43024
43,25,207,207,100.0,43025
43,26,142,142,100.0,43026
43,27,160,160,100.0,43027
43,28,227,227,100.0,43028
43,29,175,175,100.0,43029
43,31,233,233,100.0,43031
43,32,183,183,100.0,43032
43,33,117,117,100.0,43033
43,34,113,113,100.0,43034
43,36,167,167,100.0,43036
43,38,182,182,100.0,43038
43,39,121,121,100.0,43039
43,41,118,118,100.0,43041
43,42,138,138,100.0,43042
43,43,140,140,100.0,43043
43,44,188,188,100.0,43044
43,45,55,55,100.0,43045
43,46,190,190,100.0,43046
43,48,202,202,100.0,43048
43,49,176,176,100.0,43049
43,50,142,142,100.0,43050
43,52,148,148,100.0,43052
43,53,206,206,100.0,43053
43,56,128,128,100.0,43056
43,57,161,161,100.0,43057
43,58,167,167,100.0,43058
43,59,185,185,100.0,43059
44,1,185,185,100.0,44001
44,2,174,174,100.0,44002
44,3,224,224,100.0,44003
44,4,206,206,100.0,44004
44,5,270,270,100.0,44005
44,6,245,245,100.0,44006
44,7,206,206,100.0,44007
44,8,108,108,100.0,44008
44,9,148,148,100.0,44009
44,10,155,155,100.0,44010
44,11,209,209,100.0,44011
44,12,174,174,100.0,44012
44,13,163,163,100.0,44013
44,14,212,212,100.0,44014
44,15,259,259,100.0,44015
44,16,228,228,100.0,44016
44,17,243,243,100.0,44017
44,18,156,156,100.0,44018
44,19,124,124,100.0,44019
44,20,188,188,100.0,44020
44,21,274,274,100.0,44021
44,22,256,256,100.0,44022
44,23,215,215,100.0,44023
44,24,141,141,100.0,44024
44,25,203,203,100.0,44025
44,26,176,176,100.0,44026
44,27,263,263,100.0,44027
44,28,163,163,100.0,44028
44,29,236,236,100.0,44029
44,30,209,209,100.0,44030
44,31,224,224,100.0,44031
44,32,166,166,100.0,44032
44,33,316,316,100.0,44033
44,34,160,160,100.0,44034
44,35,150,150,100.0,44035
44,36,193,193,100.0,44036
44,37,302,302,100.0,44037
44,38,195,195,100.0,44038
44,39,226,226,100.0,44039
44,40,215,215,100.0,44040
44,41,170,170,100.0,44041
44,42,278,278,100.0,44042
44,43,240,240,100.0,44043
44,44,262,262,100.0,44044
44,45,240,240,100.0,44045
44,46,168,168,100.0,44046
44,47,240,240,100.0,44047
44,48,131,131,100.0,44048
44,49,329,329,100.0,44049
44,50,189,189,100.0,44050
44,51,173,173,100.0,44051
46,1,319,319,100.0,46001
46,3,235,235,100.0,46003
46,5,168,168,100.0,46005
46,10,171,171,100.0,46010
46,13,208,208,100.0,46013
46,15,245,245,100.0,46015
46,17,295,295,100.0,46017
46,18,236,236,100.0,46018
46,24,188,188,100.0,46024
46,28,266,266,100.0,46028
46,29,195,195,100.0,46029
46,30,238,238,100.0,46030
46,31,245,245,100.0,46031
46,33,264,264,100.0,46033
46,36,225,225,100.0,46036
46,37,186,186,100.0,46037
46,43,292,292,100.0,46043
46,44,174,174,100.0,46044
47,1,247,247,100.0,47001
47,2,180,180,100.0,47002
47,3,174,174,100.0,47003
47,4,241,241,100.0,47004
47,6,272,272,100.0,47006
47,7,220,220,100.0,47007
47,8,294,294,100.0,47008
47,9,181,181,100.0,47009
47,12,191,191,100.0,47012
47,13,320,320,100.0,47013
47,14,177,177,100.0,47014
47,15,258,258,100.0,47015
47,16,198,198,100.0,47016
47,17,218,218,100.0,47017
47,18,262,262,100.0,47018
47,21,232,232,100.0,47021
47,24,262,262,100.0,47024
47,25,256,256,100.0,47025
47,27,206,206,100.0,47027
47,29,253,253,100.0,47029
47,35,329,329,100.0,47035
47,40,236,236,100.0,47040
47,42,212,212,100.0,47042
47,43,158,158,100.0,47043
47,44,275,275,100.0,47044
47,46,179,179,100.0,47046
47,47,211,211,100.0,47047
47,48,35,35,100.0,47048
47,49,125,125,100.0,47049
47,50,163,163,100.0,47050
47,51,148,148,100.0,47051
47,52,97,97,100.0,47052
