ward,precinct,total,Marilyn F. Johnson,Marilyn F. Johnson Percent,Joseph Robert Papavero,Joseph Robert Papavero Percent,precinct_id
39,33,189,158,83.6,31,16.4,39033
39,34,201,145,72.14,56,27.86,39034
39,35,187,154,82.35,33,17.65,39035
39,36,176,141,80.11,35,19.89,39036
39,37,242,191,78.93,51,21.07,39037
39,38,176,147,83.52,29,16.48,39038
39,39,82,64,78.05,18,21.95,39039
39,40,107,74,69.16,33,30.84,39040
39,41,66,58,87.88,8,12.12,39041
39,42,141,111,78.72,30,21.28,39042
39,43,172,137,79.65,35,20.35,39043
39,44,233,162,69.53,71,30.47,39044
39,45,103,72,69.9,31,30.1,39045
39,46,154,108,70.13,46,29.87,39046
39,47,85,58,68.24,27,31.76,39047
40,1,110,81,73.64,29,26.36,40001
40,2,120,98,81.67,22,18.33,40002
40,3,172,146,84.88,26,15.12,40003
40,4,165,147,89.09,18,10.91,40004
40,5,169,131,77.51,38,22.49,40005
40,6,179,157,87.71,22,12.29,40006
40,7,173,140,80.92,33,19.08,40007
40,8,35,25,71.43,10,28.57,40008
40,9,144,106,73.61,38,26.39,40009
40,10,165,139,84.24,26,15.76,40010
40,11,166,140,84.34,26,15.66,40011
40,12,148,132,89.19,16,10.81,40012
40,13,197,172,87.31,25,12.69,40013
40,14,151,115,76.16,36,23.84,40014
40,15,176,129,73.3,47,26.7,40015
40,16,151,128,84.77,23,15.23,40016
40,17,80,63,78.75,17,21.25,40017
40,18,172,131,76.16,41,23.84,40018
40,19,123,91,73.98,32,26.02,40019
40,20,146,120,82.19,26,17.81,40020
40,21,165,144,87.27,21,12.73,40021
40,22,96,81,84.38,15,15.63,40022
40,23,220,183,83.18,37,16.82,40023
40,24,98,71,72.45,27,27.55,40024
40,25,138,103,74.64,35,25.36,40025
40,26,192,169,88.02,23,11.98,40026
40,27,127,105,82.68,22,17.32,40027
40,28,206,173,83.98,33,16.02,40028
40,29,187,152,81.28,35,18.72,40029
40,30,187,159,85.03,28,14.97,40030
40,31,135,115,85.19,20,14.81,40031
40,32,86,64,74.42,22,25.58,40032
40,33,185,146,78.92,39,21.08,40033
40,34,114,87,76.32,27,23.68,40034
40,35,165,127,76.97,38,23.03,40035
40,36,161,126,78.26,35,21.74,40036
40,37,124,104,83.87,20,16.13,40037
40,38,106,69,65.09,37,34.91,40038
40,39,122,97,79.51,25,20.49,40039
40,40,114,92,80.7,22,19.3,40040
40,41,211,191,90.52,20,9.48,40041
40,42,200,162,81.0,38,19.0,40042
40,43,197,167,84.77,30,15.23,40043
40,44,130,99,76.15,31,23.85,40044
40,45,246,199,80.89,47,19.11,40045
40,46,210,174,82.86,36,17.14,40046
40,47,171,145,84.8,26,15.2,40047
40,48,116,81,69.83,35,30.17,40048
40,49,102,78,76.47,24,23.53,40049
41,1,196,137,69.9,59,30.1,41001
41,2,222,147,66.22,75,33.78,41002
41,3,200,131,65.5,69,34.5,41003
41,4,213,155,72.77,58,27.23,41004
41,5,216,161,74.54,55,25.46,41005
41,6,198,145,73.23,53,26.77,41006
41,7,225,161,71.56,64,28.44,41007
41,8,188,138,73.4,50,26.6,41008
41,9,204,134,65.69,70,34.31,41009
41,10,153,120,78.43,33,21.57,41010
41,11,209,157,75.12,52,24.88,41011
41,12,183,119,65.03,64,34.97,41012
41,13,113,62,54.87,51,45.13,41013
41,14,211,171,81.04,40,18.96,41014
41,15,194,145,74.74,49,25.26,41015
41,16,200,154,77.0,46,23.0,41016
41,17,208,155,74.52,53,25.48,41017
41,18,154,113,73.38,41,26.62,41018
41,19,239,190,79.5,49,20.5,41019
41,20,239,189,79.08,50,20.92,41020
41,21,208,147,70.67,61,29.33,41021
41,22,190,137,72.11,53,27.89,41022
41,23,184,133,72.28,51,27.72,41023
41,24,191,117,61.26,74,38.74,41024
41,25,67,38,56.72,29,43.28,41025
41,26,89,52,58.43,37,41.57,41026
41,27,61,38,62.3,23,37.7,41027
41,28,173,130,75.14,43,24.86,41028
41,29,97,65,67.01,32,32.99,41029
41,30,239,174,72.8,65,27.2,41030
41,31,220,160,72.73,60,27.27,41031
41,32,137,77,56.2,60,43.8,41032
41,33,144,100,69.44,44,30.56,41033
41,34,138,96,69.57,42,30.43,41034
41,35,212,146,68.87,66,31.13,41035
41,36,204,153,75.0,51,25.0,41036
41,37,207,152,73.43,55,26.57,41037
41,38,223,152,68.16,71,31.84,41038
41,39,134,99,73.88,35,26.12,41039
41,40,221,148,66.97,73,33.03,41040
41,41,190,147,77.37,43,22.63,41041
41,42,227,155,68.28,72,31.72,41042
41,43,201,146,72.64,55,27.36,41043
41,44,178,136,76.4,42,23.6,41044
41,45,175,130,74.29,45,25.71,41045
41,46,165,121,73.33,44,26.67,41046
41,47,177,133,75.14,44,24.86,41047
41,48,129,89,68.99,40,31.01,41048
41,49,236,167,70.76,69,29.24,41049
41,50,214,142,66.36,72,33.64,41050
41,51,147,107,72.79,40,27.21,41051
41,52,261,191,73.18,70,26.82,41052
41,53,203,150,73.89,53,26.11,41053
41,54,157,127,80.89,30,19.11,41054
41,55,166,110,66.27,56,33.73,41055
41,56,246,190,77.24,56,22.76,41056
41,57,163,112,68.71,51,31.29,41057
42,1,184,162,88.04,22,11.96,42001
42,2,113,98,86.73,15,13.27,42002
42,3,124,102,82.26,22,17.74,42003
42,4,149,124,83.22,25,16.78,42004
42,5,141,119,84.4,22,15.6,42005
42,6,315,258,81.9,57,18.1,42006
42,7,147,127,86.39,20,13.61,42007
42,8,190,154,81.05,36,18.95,42008
42,9,325,255,78.46,70,21.54,42009
42,10,125,103,82.4,22,17.6,42010
42,11,166,143,86.14,23,13.86,42011
42,12,125,108,86.4,17,13.6,42012
42,13,274,234,85.4,40,14.6,42013
42,14,167,141,84.43,26,15.57,42014
42,15,191,159,83.25,32,16.75,42015
42,16,101,90,89.11,11,10.89,42016
42,17,319,263,82.45,56,17.55,42017
42,18,246,211,85.77,35,14.23,42018
42,19,71,65,91.55,6,8.45,42019
42,20,100,83,83.0,17,17.0,42020
42,21,115,89,77.39,26,22.61,42021
42,22,110,90,81.82,20,18.18,42022
42,23,200,180,90.0,20,10.0,42023
42,24,172,147,85.47,25,14.53,42024
42,25,138,119,86.23,19,13.77,42025
42,26,194,154,79.38,40,20.62,42026
42,27,209,169,80.86,40,19.14,42027
42,28,177,153,86.44,24,13.56,42028
42,29,170,146,85.88,24,14.12,42029
42,30,104,88,84.62,16,15.38,42030
42,31,112,94,83.93,18,16.07,42031
42,32,104,90,86.54,14,13.46,42032
42,33,235,199,84.68,36,15.32,42033
42,34,157,138,87.9,19,12.1,42034
42,35,132,120,90.91,12,9.09,42035
42,36,128,114,89.06,14,10.94,42036
42,37,124,106,85.48,18,14.52,42037
42,38,96,85,88.54,11,11.46,42038
42,39,115,95,82.61,20,17.39,42039
42,40,167,146,87.43,21,12.57,42040
42,41,195,159,81.54,36,18.46,42041
42,42,94,77,81.91,17,18.09,42042
42,43,165,137,83.03,28,16.97,42043
42,44,219,175,79.91,44,20.09,42044
42,45,157,130,82.8,27,17.2,42045
42,46,128,103,80.47,25,19.53,42046
42,47,101,92,91.09,9,8.91,42047
42,48,119,100,84.03,19,15.97,42048
42,49,48,44,91.67,4,8.33,42049
42,50,128,107,83.59,21,16.41,42050
42,51,183,157,85.79,26,14.21,42051
42,52,92,70,76.09,22,23.91,42052
42,53,168,147,87.5,21,12.5,42053
42,54,137,119,86.86,18,13.14,42054
42,55,178,142,79.78,36,20.22,42055
42,56,175,146,83.43,29,16.57,42056
42,57,133,107,80.45,26,19.55,42057
42,58,73,58,79.45,15,20.55,42058
42,59,210,169,80.48,41,19.52,42059
42,60,97,79,81.44,18,18.56,42060
42,61,89,79,88.76,10,11.24,42061
42,62,102,79,77.45,23,22.55,42062
42,63,161,140,86.96,21,13.04,42063
42,64,62,49,79.03,13,20.97,42064
42,65,144,123,85.42,21,14.58,42065
42,66,167,135,80.84,32,19.16,42066
42,67,270,219,81.11,51,18.89,42067
42,68,135,105,77.78,30,22.22,42068
42,69,151,132,87.42,19,12.58,42069
43,1,220,176,80.0,44,20.0,43001
43,2,162,137,84.57,25,15.43,43002
43,3,188,163,86.7,25,13.3,43003
43,4,211,174,82.46,37,17.54,43004
43,5,158,137,86.71,21,13.29,43005
43,6,120,104,86.67,16,13.33,43006
43,7,175,137,78.29,38,21.71,43007
43,8,204,180,88.24,24,11.76,43008
43,9,154,128,83.12,26,16.88,43009
43,10,147,121,82.31,26,17.69,43010
43,11,130,113,86.92,17,13.08,43011
43,12,197,171,86.8,26,13.2,43012
43,13,81,71,87.65,10,12.35,43013
43,14,143,129,90.21,14,9.79,43014
43,15,140,121,86.43,19,13.57,43015
43,16,156,135,86.54,21,13.46,43016
43,17,165,144,87.27,21,12.73,43017
43,18,193,162,83.94,31,16.06,43018
43,19,121,101,83.47,20,16.53,43019
43,20,184,156,84.78,28,15.22,43020
43,21,194,170,87.63,24,12.37,43021
43,22,117,97,82.91,20,17.09,43022
43,23,168,149,88.69,19,11.31,43023
43,24,175,143,81.71,32,18.29,43024
43,25,191,163,85.34,28,14.66,43025
43,26,121,104,85.95,17,14.05,43026
43,27,139,119,85.61,20,14.39,43027
43,28,195,161,82.56,34,17.44,43028
43,29,134,110,82.09,24,17.91,43029
43,30,121,95,78.51,26,21.49,43030
43,31,193,164,84.97,29,15.03,43031
43,32,154,139,90.26,15,9.74,43032
43,33,99,82,82.83,17,17.17,43033
43,34,94,75,79.79,19,20.21,43034
43,35,179,157,87.71,22,12.29,43035
43,36,149,123,82.55,26,17.45,43036
43,37,132,105,79.55,27,20.45,43037
43,38,154,125,81.17,29,18.83,43038
43,39,111,96,86.49,15,13.51,43039
43,40,78,65,83.33,13,16.67,43040
43,41,91,84,92.31,7,7.69,43041
43,42,129,116,89.92,13,10.08,43042
43,43,131,110,83.97,21,16.03,43043
43,44,156,133,85.26,23,14.74,43044
43,45,38,34,89.47,4,10.53,43045
43,46,160,135,84.38,25,15.63,43046
43,47,151,130,86.09,21,13.91,43047
43,48,174,141,81.03,33,18.97,43048
43,49,156,134,85.9,22,14.1,43049
43,50,107,94,87.85,13,12.15,43050
43,51,214,178,83.18,36,16.82,43051
43,52,126,111,88.1,15,11.9,43052
43,53,193,153,79.27,40,20.73,43053
43,54,128,103,80.47,25,19.53,43054
43,55,176,155,88.07,21,11.93,43055
43,56,93,74,79.57,19,20.43,43056
43,57,129,115,89.15,14,10.85,43057
43,58,136,111,81.62,25,18.38,43058
43,59,158,140,88.61,18,11.39,43059
44,1,162,127,78.4,35,21.6,44001
44,2,149,122,81.88,27,18.12,44002
44,3,202,190,94.06,12,5.94,44003
44,4,195,165,84.62,30,15.38,44004
44,5,219,175,79.91,44,20.09,44005
44,6,193,171,88.6,22,11.4,44006
44,7,177,148,83.62,29,16.38,44007
44,8,85,71,83.53,14,16.47,44008
44,9,121,102,84.3,19,15.7,44009
44,10,123,108,87.8,15,12.2,44010
44,11,165,139,84.24,26,15.76,44011
44,12,138,117,84.78,21,15.22,44012
44,13,126,103,81.75,23,18.25,44013
44,14,172,151,87.79,21,12.21,44014
44,15,215,190,88.37,25,11.63,44015
44,16,189,169,89.42,20,10.58,44016
44,17,212,189,89.15,23,10.85,44017
44,18,130,107,82.31,23,17.69,44018
44,19,99,82,82.83,17,17.17,44019
44,20,162,135,83.33,27,16.67,44020
44,21,217,186,85.71,31,14.29,44021
44,22,217,185,85.25,32,14.75,44022
44,23,165,144,87.27,21,12.73,44023
44,24,109,90,82.57,19,17.43,44024
44,25,165,137,83.03,28,16.97,44025
44,26,149,125,83.89,24,16.11,44026
44,27,211,175,82.94,36,17.06,44027
44,28,145,121,83.45,24,16.55,44028
44,29,192,164,85.42,28,14.58,44029
44,30,176,139,78.98,37,21.02,44030
44,31,165,136,82.42,29,17.58,44031
44,32,129,111,86.05,18,13.95,44032
44,33,245,196,80.0,49,20.0,44033
44,34,127,102,80.31,25,19.69,44034
44,35,150,118,78.67,32,21.33,44035
44,36,157,120,76.43,37,23.57,44036
44,37,220,192,87.27,28,12.73,44037
44,38,154,131,85.06,23,14.94,44038
44,39,179,152,84.92,27,15.08,44039
44,40,173,153,88.44,20,11.56,44040
44,41,155,124,80.0,31,20.0,44041
44,42,229,191,83.41,38,16.59,44042
44,43,195,166,85.13,29,14.87,44043
44,44,227,189,83.26,38,16.74,44044
44,45,197,162,82.23,35,17.77,44045
44,46,127,108,85.04,19,14.96,44046
44,47,205,168,81.95,37,18.05,44047
44,48,118,104,88.14,14,11.86,44048
44,49,282,245,86.88,37,13.12,44049
44,50,154,124,80.52,30,19.48,44050
44,51,128,102,79.69,26,20.31,44051
45,1,176,121,68.75,55,31.25,45001
45,2,211,154,72.99,57,27.01,45002
45,3,260,217,83.46,43,16.54,45003
45,4,217,164,75.58,53,24.42,45004
45,5,199,157,78.89,42,21.11,45005
45,6,189,149,78.84,40,21.16,45006
45,7,167,114,68.26,53,31.74,45007
45,8,151,107,70.86,44,29.14,45008
45,9,177,129,72.88,48,27.12,45009
45,10,217,161,74.19,56,25.81,45010
45,11,168,122,72.62,46,27.38,45011
45,12,211,164,77.73,47,22.27,45012
45,13,219,177,80.82,42,19.18,45013
45,14,219,155,70.78,64,29.22,45014
45,15,214,136,63.55,78,36.45,45015
45,16,202,164,81.19,38,18.81,45016
45,17,164,115,70.12,49,29.88,45017
45,18,197,160,81.22,37,18.78,45018
45,19,186,145,77.96,41,22.04,45019
45,20,190,144,75.79,46,24.21,45020
45,21,190,132,69.47,58,30.53,45021
45,22,157,121,77.07,36,22.93,45022
45,23,204,146,71.57,58,28.43,45023
45,24,230,174,75.65,56,24.35,45024
45,25,213,161,75.59,52,24.41,45025
45,26,237,188,79.32,49,20.68,45026
45,27,166,126,75.9,40,24.1,45027
45,28,184,137,74.46,47,25.54,45028
45,29,186,142,76.34,44,23.66,45029
45,30,180,134,74.44,46,25.56,45030
45,31,201,147,73.13,54,26.87,45031
45,32,123,79,64.23,44,35.77,45032
45,33,177,135,76.27,42,23.73,45033
45,34,140,103,73.57,37,26.43,45034
45,35,170,127,74.71,43,25.29,45035
45,36,163,141,86.5,22,13.5,45036
45,37,202,150,74.26,52,25.74,45037
45,38,223,172,77.13,51,22.87,45038
45,39,209,158,75.6,51,24.4,45039
45,40,239,191,79.92,48,20.08,45040
45,41,134,99,73.88,35,26.12,45041
45,42,190,142,74.74,48,25.26,45042
45,43,175,126,72.0,49,28.0,45043
45,44,209,161,77.03,48,22.97,45044
45,45,140,109,77.86,31,22.14,45045
45,46,215,180,83.72,35,16.28,45046
45,47,207,165,79.71,42,20.29,45047
45,48,181,130,71.82,51,28.18,45048
45,49,188,140,74.47,48,25.53,45049
45,50,146,107,73.29,39,26.71,45050
45,51,171,130,76.02,41,23.98,45051
45,52,184,147,79.89,37,20.11,45052
45,53,145,113,77.93,32,22.07,45053
46,1,316,272,86.08,44,13.92,46001
46,2,222,191,86.04,31,13.96,46002
46,3,227,181,79.74,46,20.26,46003
46,4,190,149,78.42,41,21.58,46004
46,5,143,120,83.92,23,16.08,46005
46,6,227,191,84.14,36,15.86,46006
46,7,113,100,88.5,13,11.5,46007
46,8,211,155,73.46,56,26.54,46008
46,9,196,159,81.12,37,18.88,46009
46,10,165,135,81.82,30,18.18,46010
46,11,209,172,82.3,37,17.7,46011
46,12,185,154,83.24,31,16.76,46012
46,13,186,154,82.8,32,17.2,46013
46,14,162,135,83.33,27,16.67,46014
46,15,221,175,79.19,46,20.81,46015
46,16,151,123,81.46,28,18.54,46016
46,17,270,232,85.93,38,14.07,46017
46,18,217,188,86.64,29,13.36,46018
46,19,242,210,86.78,32,13.22,46019
46,20,155,129,83.23,26,16.77,46020
46,21,79,65,82.28,14,17.72,46021
46,22,121,84,69.42,37,30.58,46022
46,23,169,137,81.07,32,18.93,46023
46,24,154,133,86.36,21,13.64,46024
46,25,202,157,77.72,45,22.28,46025
46,26,206,168,81.55,38,18.45,46026
46,27,236,195,82.63,41,17.37,46027
46,28,233,203,87.12,30,12.88,46028
46,29,188,161,85.64,27,14.36,46029
46,30,222,170,76.58,52,23.42,46030
46,31,210,182,86.67,28,13.33,46031
46,32,122,97,79.51,25,20.49,46032
46,33,242,190,78.51,52,21.49,46033
46,34,200,169,84.5,31,15.5,46034
46,35,217,186,85.71,31,14.29,46035
46,36,199,161,80.9,38,19.1,46036
46,37,144,119,82.64,25,17.36,46037
46,38,156,122,78.21,34,21.79,46038
46,39,215,181,84.19,34,15.81,46039
46,40,167,129,77.25,38,22.75,46040
46,41,162,132,81.48,30,18.52,46041
46,42,193,158,81.87,35,18.13,46042
46,43,263,224,85.17,39,14.83,46043
46,44,174,143,82.18,31,17.82,46044
46,45,238,197,82.77,41,17.23,46045
46,46,174,135,77.59,39,22.41,46046
46,47,102,85,83.33,17,16.67,46047
47,1,223,172,77.13,51,22.87,47001
47,2,158,130,82.28,28,17.72,47002
47,3,167,131,78.44,36,21.56,47003
47,4,235,200,85.11,35,14.89,47004
47,5,204,177,86.76,27,13.24,47005
47,6,244,215,88.11,29,11.89,47006
47,7,196,153,78.06,43,21.94,47007
47,8,262,224,85.5,38,14.5,47008
47,9,176,129,73.3,47,26.7,47009
47,10,163,148,90.8,15,9.2,47010
47,11,383,332,86.68,51,13.32,47011
47,12,176,149,84.66,27,15.34,47012
47,13,288,251,87.15,37,12.85,47013
47,14,164,128,78.05,36,21.95,47014
47,15,238,207,86.97,31,13.03,47015
47,16,204,169,82.84,35,17.16,47016
47,17,199,159,79.9,40,20.1,47017
47,18,246,209,84.96,37,15.04,47018
47,19,246,211,85.77,35,14.23,47019
47,20,232,191,82.33,41,17.67,47020
47,21,211,184,87.2,27,12.8,47021
47,22,205,173,84.39,32,15.61,47022
47,23,109,93,85.32,16,14.68,47023
47,24,221,182,82.35,39,17.65,47024
47,25,214,189,88.32,25,11.68,47025
47,26,327,279,85.32,48,14.68,47026
47,27,187,158,84.49,29,15.51,47027
47,28,306,265,86.6,41,13.4,47028
47,29,232,194,83.62,38,16.38,47029
47,30,255,222,87.06,33,12.94,47030
47,31,208,181,87.02,27,12.98,47031
47,32,251,218,86.85,33,13.15,47032
47,33,215,184,85.58,31,14.42,47033
47,34,271,233,85.98,38,14.02,47034
47,35,293,253,86.35,40,13.65,47035
47,36,312,257,82.37,55,17.63,47036
47,37,232,189,81.47,43,18.53,47037
47,38,229,179,78.17,50,21.83,47038
47,39,209,183,87.56,26,12.44,47039
47,40,195,175,89.74,20,10.26,47040
47,41,364,329,90.38,35,9.62,47041
47,42,175,140,80.0,35,20.0,47042
47,43,145,121,83.45,24,16.55,47043
47,44,237,190,80.17,47,19.83,47044
47,45,208,177,85.1,31,14.9,47045
47,46,155,124,80.0,31,20.0,47046
47,47,188,154,81.91,34,18.09,47047
47,48,36,31,86.11,5,13.89,47048
47,49,117,92,78.63,25,21.37,47049
47,50,134,115,85.82,19,14.18,47050
47,51,130,111,85.38,19,14.62,47051
47,52,101,85,84.16,16,15.84,47052
48,1,198,162,81.82,36,18.18,48001
48,2,162,128,79.01,34,20.99,48002
48,3,211,183,86.73,28,13.27,48003
48,4,208,165,79.33,43,20.67,48004
48,5,171,142,83.04,29,16.96,48005
48,6,225,193,85.78,32,14.22,48006
48,7,152,124,81.58,28,18.42,48007
48,8,149,125,83.89,24,16.11,48008
48,9,186,157,84.41,29,15.59,48009
48,10,102,89,87.25,13,12.75,48010
48,11,219,190,86.76,29,13.24,48011
48,12,190,160,84.21,30,15.79,48012
48,13,166,135,81.33,31,18.67,48013
48,14,208,176,84.62,32,15.38,48014
48,15,143,108,75.52,35,24.48,48015
48,16,158,126,79.75,32,20.25,48016
48,17,210,170,80.95,40,19.05,48017
48,18,156,125,80.13,31,19.87,48018
48,19,164,150,91.46,14,8.54,48019
48,20,118,108,91.53,10,8.47,48020
48,21,195,159,81.54,36,18.46,48021
48,22,266,224,84.21,42,15.79,48022
48,23,164,131,79.88,33,20.12,48023
48,24,165,138,83.64,27,16.36,48024
48,25,223,180,80.72,43,19.28,48025
48,26,192,157,81.77,35,18.23,48026
48,27,119,96,80.67,23,19.33,48027
48,28,163,136,83.44,27,16.56,48028
48,29,146,122,83.56,24,16.44,48029
48,30,182,158,86.81,24,13.19,48030
48,31,162,131,80.86,31,19.14,48031
48,32,159,130,81.76,29,18.24,48032
48,33,162,133,82.1,29,17.9,48033
48,34,202,160,79.21,42,20.79,48034
48,35,84,63,75.0,21,25.0,48035
48,36,190,152,80.0,38,20.0,48036
48,37,168,139,82.74,29,17.26,48037
48,38,216,194,89.81,22,10.19,48038
48,39,165,133,80.61,32,19.39,48039
48,40,154,136,88.31,18,11.69,48040
48,41,149,120,80.54,29,19.46,48041
48,42,157,131,83.44,26,16.56,48042
48,43,240,205,85.42,35,14.58,48043
48,44,207,182,87.92,25,12.08,48044
48,45,150,126,84.0,24,16.0,48045
48,46,151,124,82.12,27,17.88,48046
48,47,193,158,81.87,35,18.13,48047
48,48,195,150,76.92,45,23.08,48048
48,49,70,59,84.29,11,15.71,48049
48,50,216,183,84.72,33,15.28,48050
48,51,253,222,87.75,31,12.25,48051
48,52,131,106,80.92,25,19.08,48052
48,53,106,85,80.19,21,19.81,48053
48,54,165,130,78.79,35,21.21,48054
49,1,207,172,83.09,35,16.91,49001
49,2,267,229,85.77,38,14.23,49002
49,3,143,117,81.82,26,18.18,49003
49,4,102,81,79.41,21,20.59,49004
49,5,206,175,84.95,31,15.05,49005
49,6,220,197,89.55,23,10.45,49006
49,7,152,133,87.5,19,12.5,49007
49,8,202,161,79.7,41,20.3,49008
49,9,162,139,85.8,23,14.2,49009
49,10,165,142,86.06,23,13.94,49010
49,11,137,103,75.18,34,24.82,49011
49,12,206,176,85.44,30,14.56,49012
49,13,231,202,87.45,29,12.55,49013
49,14,163,140,85.89,23,14.11,49014
49,15,152,130,85.53,22,14.47,49015
49,16,131,110,83.97,21,16.03,49016
49,17,24,19,79.17,5,20.83,49017
49,18,132,109,82.58,23,17.42,49018
49,19,173,147,84.97,26,15.03,49019
49,20,195,166,85.13,29,14.87,49020
49,21,75,56,74.67,19,25.33,49021
49,22,169,142,84.02,27,15.98,49022
49,23,148,131,88.51,17,11.49,49023
49,24,219,192,87.67,27,12.33,49024
49,25,212,180,84.91,32,15.09,49025
49,26,169,141,83.43,28,16.57,49026
49,27,259,225,86.87,34,13.13,49027
49,28,178,151,84.83,27,15.17,49028
49,29,224,192,85.71,32,14.29,49029
49,30,196,162,82.65,34,17.35,49030
49,31,133,110,82.71,23,17.29,49031
49,32,109,92,84.4,17,15.6,49032
49,33,153,126,82.35,27,17.65,49033
49,34,187,171,91.44,16,8.56,49034
49,35,238,197,82.77,41,17.23,49035
49,36,247,211,85.43,36,14.57,49036
49,37,259,209,80.69,50,19.31,49037
49,38,161,135,83.85,26,16.15,49038
49,39,177,141,79.66,36,20.34,49039
49,40,152,122,80.26,30,19.74,49040
49,41,164,146,89.02,18,10.98,49041
49,42,223,186,83.41,37,16.59,49042
50,1,203,165,81.28,38,18.72,50001
50,2,212,157,74.06,55,25.94,50002
50,3,154,130,84.42,24,15.58,50003
50,4,165,139,84.24,26,15.76,50004
50,5,153,132,86.27,21,13.73,50005
50,6,129,106,82.17,23,17.83,50006
50,7,226,203,89.82,23,10.18,50007
50,8,173,131,75.72,42,24.28,50008
50,9,145,116,80.0,29,20.0,50009
50,10,94,71,75.53,23,24.47,50010
50,11,154,133,86.36,21,13.64,50011
50,12,94,75,79.79,19,20.21,50012
50,13,176,136,77.27,40,22.73,50013
50,14,89,72,80.9,17,19.1,50014
50,15,222,193,86.94,29,13.06,50015
50,16,90,75,83.33,15,16.67,50016
50,17,134,99,73.88,35,26.12,50017
50,18,120,92,76.67,28,23.33,50018
50,19,135,102,75.56,33,24.44,50019
50,20,150,118,78.67,32,21.33,50020
50,21,167,135,80.84,32,19.16,50021
50,22,184,138,75.0,46,25.0,50022
50,23,136,94,69.12,42,30.88,50023
50,24,178,132,74.16,46,25.84,50024
50,25,146,117,80.14,29,19.86,50025
50,26,115,81,70.43,34,29.57,50026
50,27,68,52,76.47,16,23.53,50027
50,28,148,115,77.7,33,22.3,50028
50,29,173,146,84.39,27,15.61,50029
50,30,132,103,78.03,29,21.97,50030
50,31,39,35,89.74,4,10.26,50031
50,32,183,134,73.22,49,26.78,50032
50,33,125,96,76.8,29,23.2,50033
50,34,133,96,72.18,37,27.82,50034
50,35,225,193,85.78,32,14.22,50035
50,36,166,136,81.93,30,18.07,50036
50,37,170,145,85.29,25,14.71,50037
50,38,132,103,78.03,29,21.97,50038
50,39,139,109,78.42,30,21.58,50039
50,40,148,120,81.08,28,18.92,50040
50,41,205,177,86.34,28,13.66,50041
50,42,173,152,87.86,21,12.14,50042
50,43,139,114,82.01,25,17.99,50043
50,44,124,98,79.03,26,20.97,50044
50,45,87,74,85.06,13,14.94,50045
