ward,precinct,total,Sara Feigenholtz,Sara Feigenholtz Percent,precinct_id
42,8,224,224,100.0,42008
42,10,132,132,100.0,42010
42,15,209,209,100.0,42015
42,16,119,119,100.0,42016
42,26,175,175,100.0,42026
42,28,189,189,100.0,42028
42,30,112,112,100.0,42030
42,33,257,257,100.0,42033
42,34,175,175,100.0,42034
42,36,147,147,100.0,42036
43,4,248,248,100.0,43004
43,8,227,227,100.0,43008
43,12,238,238,100.0,43012
43,14,174,174,100.0,43014
43,16,190,190,100.0,43016
43,17,214,214,100.0,43017
43,18,206,206,100.0,43018
43,23,181,181,100.0,43023
43,24,190,190,100.0,43024
43,25,194,194,100.0,43025
43,26,136,136,100.0,43026
43,27,158,158,100.0,43027
43,28,223,223,100.0,43028
43,32,175,175,100.0,43032
43,33,122,122,100.0,43033
43,34,116,116,100.0,43034
43,36,172,172,100.0,43036
43,38,179,179,100.0,43038
43,39,121,121,100.0,43039
43,42,136,136,100.0,43042
43,43,138,138,100.0,43043
43,44,187,187,100.0,43044
43,45,56,56,100.0,43045
43,46,193,193,100.0,43046
43,48,198,198,100.0,43048
43,49,169,169,100.0,43049
43,52,149,149,100.0,43052
43,53,209,209,100.0,43053
43,58,168,168,100.0,43058
43,59,186,186,100.0,43059
44,1,191,191,100.0,44001
44,2,181,181,100.0,44002
44,3,246,246,100.0,44003
44,4,227,227,100.0,44004
44,5,274,274,100.0,44005
44,6,253,253,100.0,44006
44,7,218,218,100.0,44007
44,8,111,111,100.0,44008
44,10,158,158,100.0,44010
44,12,182,182,100.0,44012
44,14,203,203,100.0,44014
44,15,261,261,100.0,44015
44,17,244,244,100.0,44017
44,18,162,162,100.0,44018
44,19,132,132,100.0,44019
44,20,195,195,100.0,44020
44,21,272,272,100.0,44021
44,22,276,276,100.0,44022
44,23,216,216,100.0,44023
44,24,146,146,100.0,44024
44,26,185,185,100.0,44026
44,28,169,169,100.0,44028
44,29,232,232,100.0,44029
44,30,214,214,100.0,44030
44,31,230,230,100.0,44031
44,32,171,171,100.0,44032
44,33,329,329,100.0,44033
44,34,160,160,100.0,44034
44,35,149,149,100.0,44035
44,36,197,197,100.0,44036
44,37,315,315,100.0,44037
44,38,194,194,100.0,44038
44,39,231,231,100.0,44039
44,41,171,171,100.0,44041
44,42,276,276,100.0,44042
44,44,259,259,100.0,44044
44,45,244,244,100.0,44045
44,46,174,174,100.0,44046
44,48,140,140,100.0,44048
44,49,330,330,100.0,44049
44,50,190,190,100.0,44050
46,1,339,339,100.0,46001
46,3,243,243,100.0,46003
46,5,164,164,100.0,46005
46,10,179,179,100.0,46010
46,13,216,216,100.0,46013
46,15,250,250,100.0,46015
46,17,302,302,100.0,46017
46,18,243,243,100.0,46018
46,24,191,191,100.0,46024
46,28,271,271,100.0,46028
46,29,213,213,100.0,46029
46,30,226,226,100.0,46030
46,31,261,261,100.0,46031
46,33,265,265,100.0,46033
46,36,234,234,100.0,46036
46,37,189,189,100.0,46037
46,43,317,317,100.0,46043
46,44,172,172,100.0,46044
