ward,precinct,total,Julie Hamos,Julie Hamos Percent,precinct_id
49,1,187,187,100.0,49001
49,5,214,214,100.0,49005
49,6,231,231,100.0,49006
49,14,190,190,100.0,49014
49,16,132,132,100.0,49016
49,20,190,190,100.0,49020
49,30,202,202,100.0,49030
49,34,187,187,100.0,49034
49,35,256,256,100.0,49035
