ward,precinct,total,Brian Terrence Sexton,Brian Terrence Sexton Percent,Kim R. Kardas,Kim R. Kardas Percent,John J. ''Jack'' Murphy,John J. ''Jack'' Murphy Percent,Michael B. Hyman,Michael B. Hyman Percent,precinct_id
24,41,133,30,22.56,28,21.05,37,27.82,38,28.57,24041
24,42,113,22,19.47,26,23.01,30,26.55,35,30.97,24042
24,43,208,56,26.92,41,19.71,43,20.67,68,32.69,24043
24,44,211,67,31.75,45,21.33,56,26.54,43,20.38,24044
24,45,135,33,24.44,28,20.74,41,30.37,33,24.44,24045
24,46,219,54,24.66,46,21.0,61,27.85,58,26.48,24046
24,47,156,36,23.08,37,23.72,41,26.28,42,26.92,24047
24,48,96,38,39.58,21,21.88,15,15.63,22,22.92,24048
24,49,254,66,25.98,65,25.59,55,21.65,68,26.77,24049
24,50,281,63,22.42,67,23.84,102,36.3,49,17.44,24050
24,51,240,61,25.42,39,16.25,64,26.67,76,31.67,24051
24,52,146,34,23.29,27,18.49,52,35.62,33,22.6,24052
24,53,159,44,27.67,41,25.79,42,26.42,32,20.13,24053
24,54,192,44,22.92,41,21.35,56,29.17,51,26.56,24054
24,55,178,36,20.22,35,19.66,41,23.03,66,37.08,24055
24,56,196,47,23.98,43,21.94,61,31.12,45,22.96,24056
25,1,179,58,32.4,47,26.26,45,25.14,29,16.2,25001
25,2,201,50,24.88,42,20.9,60,29.85,49,24.38,25002
25,3,154,40,25.97,40,25.97,34,22.08,40,25.97,25003
25,4,185,44,23.78,61,32.97,43,23.24,37,20.0,25004
25,5,193,67,34.72,42,21.76,49,25.39,35,18.13,25005
25,6,107,19,17.76,46,42.99,27,25.23,15,14.02,25006
25,7,150,35,23.33,43,28.67,36,24.0,36,24.0,25007
25,8,202,43,21.29,64,31.68,60,29.7,35,17.33,25008
25,9,247,56,22.67,73,29.55,67,27.13,51,20.65,25009
25,10,107,36,33.64,26,24.3,21,19.63,24,22.43,25010
25,11,206,50,24.27,68,33.01,52,25.24,36,17.48,25011
25,12,165,34,20.61,61,36.97,43,26.06,27,16.36,25012
25,13,208,51,24.52,61,29.33,61,29.33,35,16.83,25013
25,14,68,22,32.35,13,19.12,21,30.88,12,17.65,25014
25,15,177,36,20.34,61,34.46,58,32.77,22,12.43,25015
25,16,71,17,23.94,19,26.76,17,23.94,18,25.35,25016
25,17,266,63,23.68,88,33.08,58,21.8,57,21.43,25017
25,18,132,29,21.97,32,24.24,39,29.55,32,24.24,25018
25,19,200,56,28.0,54,27.0,48,24.0,42,21.0,25019
25,20,210,49,23.33,61,29.05,61,29.05,39,18.57,25020
25,21,137,26,18.98,44,32.12,23,16.79,44,32.12,25021
25,22,108,27,25.0,29,26.85,32,29.63,20,18.52,25022
25,23,201,50,24.88,73,36.32,51,25.37,27,13.43,25023
25,24,217,56,25.81,68,31.34,51,23.5,42,19.35,25024
25,25,130,17,13.08,36,27.69,33,25.38,44,33.85,25025
25,26,119,22,18.49,29,24.37,31,26.05,37,31.09,25026
25,27,131,24,18.32,31,23.66,42,32.06,34,25.95,25027
25,28,205,34,16.59,52,25.37,63,30.73,56,27.32,25028
25,29,263,70,26.62,81,30.8,59,22.43,53,20.15,25029
25,30,194,44,22.68,62,31.96,56,28.87,32,16.49,25030
25,31,99,22,22.22,23,23.23,29,29.29,25,25.25,25031
26,1,92,17,18.48,35,38.04,21,22.83,19,20.65,26001
26,2,138,41,29.71,38,27.54,39,28.26,20,14.49,26002
26,3,120,23,19.17,40,33.33,29,24.17,28,23.33,26003
26,4,92,12,13.04,28,30.43,25,27.17,27,29.35,26004
26,5,139,18,12.95,47,33.81,44,31.65,30,21.58,26005
26,6,62,17,27.42,16,25.81,21,33.87,8,12.9,26006
26,7,78,10,12.82,24,30.77,19,24.36,25,32.05,26007
26,8,78,12,15.38,30,38.46,21,26.92,15,19.23,26008
26,9,70,17,24.29,26,37.14,14,20.0,13,18.57,26009
26,10,78,15,19.23,21,26.92,30,38.46,12,15.38,26010
26,11,105,23,21.9,26,24.76,33,31.43,23,21.9,26011
26,12,76,17,22.37,22,28.95,24,31.58,13,17.11,26012
26,13,103,15,14.56,27,26.21,18,17.48,43,41.75,26013
26,14,103,19,18.45,30,29.13,31,30.1,23,22.33,26014
26,15,91,14,15.38,23,25.27,32,35.16,22,24.18,26015
26,16,88,12,13.64,22,25.0,27,30.68,27,30.68,26016
26,17,56,9,16.07,19,33.93,14,25.0,14,25.0,26017
26,18,68,17,25.0,21,30.88,19,27.94,11,16.18,26018
26,19,176,21,11.93,70,39.77,46,26.14,39,22.16,26019
26,20,133,24,18.05,43,32.33,31,23.31,35,26.32,26020
26,21,111,24,21.62,27,24.32,28,25.23,32,28.83,26021
26,22,75,13,17.33,25,33.33,19,25.33,18,24.0,26022
26,23,89,27,30.34,27,30.34,25,28.09,10,11.24,26023
26,24,82,13,15.85,24,29.27,18,21.95,27,32.93,26024
26,25,38,10,26.32,10,26.32,10,26.32,8,21.05,26025
26,26,72,9,12.5,20,27.78,27,37.5,16,22.22,26026
26,27,96,15,15.63,28,29.17,24,25.0,29,30.21,26027
26,28,88,14,15.91,25,28.41,24,27.27,25,28.41,26028
26,29,115,18,15.65,37,32.17,37,32.17,23,20.0,26029
26,30,99,8,8.08,38,38.38,26,26.26,27,27.27,26030
26,31,74,15,20.27,20,27.03,26,35.14,13,17.57,26031
26,32,121,16,13.22,28,23.14,37,30.58,40,33.06,26032
26,33,43,9,20.93,12,27.91,15,34.88,7,16.28,26033
26,34,102,12,11.76,33,32.35,23,22.55,34,33.33,26034
26,35,115,12,10.43,38,33.04,24,20.87,41,35.65,26035
26,36,105,25,23.81,23,21.9,33,31.43,24,22.86,26036
26,37,66,9,13.64,15,22.73,23,34.85,19,28.79,26037
26,38,62,10,16.13,18,29.03,23,37.1,11,17.74,26038
26,39,92,9,9.78,38,41.3,20,21.74,25,27.17,26039
26,40,50,10,20.0,18,36.0,11,22.0,11,22.0,26040
26,41,102,13,12.75,34,33.33,31,30.39,24,23.53,26041
26,42,76,15,19.74,21,27.63,24,31.58,16,21.05,26042
26,43,87,22,25.29,20,22.99,24,27.59,21,24.14,26043
26,44,57,8,14.04,20,35.09,21,36.84,8,14.04,26044
26,45,124,17,13.71,37,29.84,46,37.1,24,19.35,26045
26,46,126,16,12.7,46,36.51,36,28.57,28,22.22,26046
26,47,56,15,26.79,20,35.71,10,17.86,11,19.64,26047
26,48,103,20,19.42,29,28.16,37,35.92,17,16.5,26048
26,49,76,11,14.47,24,31.58,21,27.63,20,26.32,26049
26,50,76,17,22.37,24,31.58,22,28.95,13,17.11,26050
26,51,89,23,25.84,21,23.6,20,22.47,25,28.09,26051
26,52,45,8,17.78,16,35.56,11,24.44,10,22.22,26052
26,53,60,7,11.67,22,36.67,16,26.67,15,25.0,26053
26,54,96,17,17.71,26,27.08,36,37.5,17,17.71,26054
26,55,71,19,26.76,22,30.99,16,22.54,14,19.72,26055
26,56,68,16,23.53,25,36.76,18,26.47,9,13.24,26056
26,57,94,19,20.21,30,31.91,30,31.91,15,15.96,26057
26,58,79,15,18.99,26,32.91,26,32.91,12,15.19,26058
26,59,83,9,10.84,26,31.33,25,30.12,23,27.71,26059
26,60,101,11,10.89,33,32.67,33,32.67,24,23.76,26060
26,61,60,13,21.67,19,31.67,16,26.67,12,20.0,26061
26,62,120,22,18.33,39,32.5,22,18.33,37,30.83,26062
26,63,42,11,26.19,9,21.43,12,28.57,10,23.81,26063
27,1,161,25,15.53,55,34.16,31,19.25,50,31.06,27001
27,2,139,30,21.58,34,24.46,30,21.58,45,32.37,27002
27,3,152,39,25.66,29,19.08,44,28.95,40,26.32,27003
27,4,101,19,18.81,20,19.8,23,22.77,39,38.61,27004
27,5,49,6,12.24,16,32.65,21,42.86,6,12.24,27005
27,6,75,25,33.33,14,18.67,21,28.0,15,20.0,27006
27,7,132,18,13.64,49,37.12,36,27.27,29,21.97,27007
27,8,161,36,22.36,18,11.18,32,19.88,75,46.58,27008
27,9,202,36,17.82,37,18.32,48,23.76,81,40.1,27009
27,10,275,59,21.45,48,17.45,54,19.64,114,41.45,27010
27,11,168,25,14.88,43,25.6,37,22.02,63,37.5,27011
27,12,132,19,14.39,51,38.64,25,18.94,37,28.03,27012
27,13,97,13,13.4,29,29.9,22,22.68,33,34.02,27013
27,14,188,47,25.0,36,19.15,46,24.47,59,31.38,27014
27,15,112,22,19.64,26,23.21,35,31.25,29,25.89,27015
27,16,45,1,2.22,16,35.56,8,17.78,20,44.44,27016
27,17,131,19,14.5,39,29.77,25,19.08,48,36.64,27017
27,18,128,23,17.97,41,32.03,36,28.13,28,21.88,27018
27,19,157,34,21.66,41,26.11,34,21.66,48,30.57,27019
27,20,248,35,14.11,44,17.74,51,20.56,118,47.58,27020
27,21,106,22,20.75,16,15.09,18,16.98,50,47.17,27021
27,22,155,30,19.35,36,23.23,29,18.71,60,38.71,27022
27,23,33,9,27.27,4,12.12,5,15.15,15,45.45,27023
27,24,153,41,26.8,22,14.38,29,18.95,61,39.87,27024
27,25,97,20,20.62,23,23.71,25,25.77,29,29.9,27025
27,26,138,27,19.57,30,21.74,30,21.74,51,36.96,27026
27,27,137,31,22.63,30,21.9,23,16.79,53,38.69,27027
27,28,135,24,17.78,29,21.48,23,17.04,59,43.7,27028
27,29,142,26,18.31,28,19.72,37,26.06,51,35.92,27029
27,30,103,22,21.36,17,16.5,27,26.21,37,35.92,27030
27,31,117,21,17.95,18,15.38,29,24.79,49,41.88,27031
27,32,107,33,30.84,35,32.71,15,14.02,24,22.43,27032
27,33,154,32,20.78,42,27.27,27,17.53,53,34.42,27033
27,34,131,23,17.56,9,6.87,22,16.79,77,58.78,27034
27,35,130,18,13.85,49,37.69,21,16.15,42,32.31,27035
27,36,141,35,24.82,27,19.15,24,17.02,55,39.01,27036
27,37,83,12,14.46,20,24.1,18,21.69,33,39.76,27037
27,38,107,29,27.1,33,30.84,21,19.63,24,22.43,27038
27,39,95,9,9.47,10,10.53,13,13.68,63,66.32,27039
27,40,115,20,17.39,26,22.61,26,22.61,43,37.39,27040
27,41,149,26,17.45,42,28.19,40,26.85,41,27.52,27041
27,42,110,11,10.0,22,20.0,26,23.64,51,46.36,27042
27,43,92,13,14.13,5,5.43,17,18.48,57,61.96,27043
27,44,125,33,26.4,23,18.4,29,23.2,40,32.0,27044
27,45,120,24,20.0,17,14.17,23,19.17,56,46.67,27045
27,46,195,43,22.05,27,13.85,22,11.28,103,52.82,27046
27,47,135,19,14.07,31,22.96,37,27.41,48,35.56,27047
27,48,164,23,14.02,29,17.68,49,29.88,63,38.41,27048
27,49,208,39,18.75,47,22.6,51,24.52,71,34.13,27049
27,50,174,24,13.79,44,25.29,26,14.94,80,45.98,27050
27,51,78,5,6.41,7,8.97,7,8.97,59,75.64,27051
27,52,147,43,29.25,39,26.53,29,19.73,36,24.49,27052
27,53,117,23,19.66,36,30.77,24,20.51,34,29.06,27053
27,54,142,28,19.72,41,28.87,31,21.83,42,29.58,27054
27,55,150,24,16.0,31,20.67,35,23.33,60,40.0,27055
27,56,106,20,18.87,28,26.42,23,21.7,35,33.02,27056
27,57,102,13,12.75,38,37.25,21,20.59,30,29.41,27057
27,58,54,4,7.41,15,27.78,12,22.22,23,42.59,27058
27,59,172,19,11.05,38,22.09,39,22.67,76,44.19,27059
28,1,178,33,18.54,30,16.85,53,29.78,62,34.83,28001
28,2,179,34,18.99,30,16.76,57,31.84,58,32.4,28002
28,3,122,24,19.67,28,22.95,26,21.31,44,36.07,28003
28,4,206,53,25.73,37,17.96,54,26.21,62,30.1,28004
28,5,142,25,17.61,29,20.42,37,26.06,51,35.92,28005
28,6,141,29,20.57,25,17.73,24,17.02,63,44.68,28006
28,7,153,31,20.26,29,18.95,31,20.26,62,40.52,28007
28,8,98,18,18.37,20,20.41,27,27.55,33,33.67,28008
28,9,136,21,15.44,14,10.29,36,26.47,65,47.79,28009
28,10,55,21,38.18,7,12.73,11,20.0,16,29.09,28010
28,11,135,25,18.52,33,24.44,27,20.0,50,37.04,28011
28,12,135,31,22.96,29,21.48,33,24.44,42,31.11,28012
28,13,84,18,21.43,20,23.81,21,25.0,25,29.76,28013
28,14,98,31,31.63,21,21.43,31,31.63,15,15.31,28014
28,15,173,41,23.7,42,24.28,44,25.43,46,26.59,28015
28,16,140,23,16.43,33,23.57,37,26.43,47,33.57,28016
28,17,143,32,22.38,25,17.48,33,23.08,53,37.06,28017
28,18,219,45,20.55,37,16.89,38,17.35,99,45.21,28018
28,19,159,26,16.35,25,15.72,41,25.79,67,42.14,28019
28,20,174,29,16.67,35,20.11,61,35.06,49,28.16,28020
28,21,216,40,18.52,55,25.46,49,22.69,72,33.33,28021
28,22,160,37,23.13,29,18.13,35,21.88,59,36.88,28022
28,23,150,29,19.33,29,19.33,36,24.0,56,37.33,28023
28,24,126,29,23.02,21,16.67,34,26.98,42,33.33,28024
28,25,83,29,34.94,18,21.69,14,16.87,22,26.51,28025
28,26,158,24,15.19,29,18.35,42,26.58,63,39.87,28026
28,27,210,30,14.29,47,22.38,55,26.19,78,37.14,28027
28,28,113,23,20.35,17,15.04,27,23.89,46,40.71,28028
28,29,152,40,26.32,43,28.29,31,20.39,38,25.0,28029
28,30,93,17,18.28,19,20.43,25,26.88,32,34.41,28030
28,31,139,34,24.46,34,24.46,26,18.71,45,32.37,28031
28,32,169,38,22.49,41,24.26,47,27.81,43,25.44,28032
28,33,164,30,18.29,39,23.78,35,21.34,60,36.59,28033
28,34,44,7,15.91,14,31.82,11,25.0,12,27.27,28034
28,35,146,35,23.97,25,17.12,31,21.23,55,37.67,28035
28,36,121,23,19.01,29,23.97,29,23.97,40,33.06,28036
28,37,180,47,26.11,37,20.56,50,27.78,46,25.56,28037
28,38,49,8,16.33,12,24.49,14,28.57,15,30.61,28038
28,39,153,36,23.53,33,21.57,38,24.84,46,30.07,28039
28,40,210,47,22.38,45,21.43,56,26.67,62,29.52,28040
28,41,164,32,19.51,46,28.05,42,25.61,44,26.83,28041
28,42,141,24,17.02,27,19.15,39,27.66,51,36.17,28042
28,43,206,35,16.99,40,19.42,44,21.36,87,42.23,28043
28,44,166,31,18.67,48,28.92,45,27.11,42,25.3,28044
28,45,156,26,16.67,35,22.44,39,25.0,56,35.9,28045
28,46,159,32,20.13,29,18.24,41,25.79,57,35.85,28046
28,47,161,33,20.5,30,18.63,42,26.09,56,34.78,28047
28,48,86,17,19.77,20,23.26,21,24.42,28,32.56,28048
28,49,63,15,23.81,14,22.22,20,31.75,14,22.22,28049
28,50,96,23,23.96,23,23.96,24,25.0,26,27.08,28050
28,51,135,21,15.56,30,22.22,35,25.93,49,36.3,28051
28,52,135,33,24.44,35,25.93,25,18.52,42,31.11,28052
28,53,95,13,13.68,15,15.79,33,34.74,34,35.79,28053
28,54,138,37,26.81,20,14.49,33,23.91,48,34.78,28054
28,55,142,28,19.72,38,26.76,39,27.46,37,26.06,28055
28,56,153,37,24.18,27,17.65,36,23.53,53,34.64,28056
28,57,161,35,21.74,39,24.22,31,19.25,56,34.78,28057
28,58,163,43,26.38,36,22.09,33,20.25,51,31.29,28058
28,59,118,38,32.2,23,19.49,26,22.03,31,26.27,28059
28,60,96,24,25.0,26,27.08,20,20.83,26,27.08,28060
28,61,93,25,26.88,22,23.66,19,20.43,27,29.03,28061
29,1,388,63,16.24,64,16.49,93,23.97,168,43.3,29001
29,2,141,27,19.15,42,29.79,40,28.37,32,22.7,29002
29,3,284,55,19.37,42,14.79,77,27.11,110,38.73,29003
29,4,233,38,16.31,43,18.45,47,20.17,105,45.06,29004
29,5,182,23,12.64,42,23.08,35,19.23,82,45.05,29005
29,6,92,17,18.48,22,23.91,28,30.43,25,27.17,29006
29,7,118,17,14.41,26,22.03,40,33.9,35,29.66,29007
29,8,158,29,18.35,21,13.29,40,25.32,68,43.04,29008
29,9,117,21,17.95,23,19.66,37,31.62,36,30.77,29009
29,10,99,18,18.18,22,22.22,32,32.32,27,27.27,29010
29,11,195,45,23.08,48,24.62,27,13.85,75,38.46,29011
29,12,280,54,19.29,57,20.36,46,16.43,123,43.93,29012
29,13,195,29,14.87,30,15.38,41,21.03,95,48.72,29013
29,14,284,51,17.96,49,17.25,52,18.31,132,46.48,29014
29,15,259,51,19.69,40,15.44,47,18.15,121,46.72,29015
29,16,349,27,7.74,34,9.74,47,13.47,241,69.05,29016
29,17,179,43,24.02,18,10.06,23,12.85,95,53.07,29017
29,18,247,33,13.36,34,13.77,52,21.05,128,51.82,29018
29,19,336,67,19.94,60,17.86,64,19.05,145,43.15,29019
29,20,227,37,16.3,35,15.42,35,15.42,120,52.86,29020
29,21,174,39,22.41,36,20.69,47,27.01,52,29.89,29021
29,22,158,34,21.52,28,17.72,46,29.11,50,31.65,29022
29,23,252,34,13.49,32,12.7,45,17.86,141,55.95,29023
29,24,143,16,11.19,48,33.57,39,27.27,40,27.97,29024
29,25,265,31,11.7,30,11.32,26,9.81,178,67.17,29025
29,26,197,26,13.2,28,14.21,63,31.98,80,40.61,29026
29,27,201,38,18.91,47,23.38,42,20.9,74,36.82,29027
29,28,269,45,16.73,37,13.75,57,21.19,130,48.33,29028
29,29,324,41,12.65,51,15.74,35,10.8,197,60.8,29029
29,30,117,20,17.09,24,20.51,35,29.91,38,32.48,29030
29,31,211,37,17.54,40,18.96,58,27.49,76,36.02,29031
29,32,132,39,29.55,33,25.0,39,29.55,21,15.91,29032
29,33,162,26,16.05,27,16.67,40,24.69,69,42.59,29033
29,34,144,29,20.14,31,21.53,40,27.78,44,30.56,29034
29,35,167,39,23.35,27,16.17,56,33.53,45,26.95,29035
29,36,345,51,14.78,42,12.17,52,15.07,200,57.97,29036
29,37,217,47,21.66,41,18.89,40,18.43,89,41.01,29037
29,38,199,35,17.59,38,19.1,40,20.1,86,43.22,29038
29,39,159,34,21.38,39,24.53,46,28.93,40,25.16,29039
29,40,312,34,10.9,39,12.5,43,13.78,196,62.82,29040
29,41,286,47,16.43,37,12.94,47,16.43,155,54.2,29041
29,42,245,60,24.49,45,18.37,62,25.31,78,31.84,29042
29,43,269,32,11.9,29,10.78,54,20.07,154,57.25,29043
29,44,190,38,20.0,34,17.89,53,27.89,65,34.21,29044
29,45,190,29,15.26,41,21.58,35,18.42,85,44.74,29045
29,46,232,60,25.86,54,23.28,47,20.26,71,30.6,29046
29,47,267,42,15.73,48,17.98,46,17.23,131,49.06,29047
29,48,226,39,17.26,33,14.6,54,23.89,100,44.25,29048
29,49,319,68,21.32,54,16.93,65,20.38,132,41.38,29049
30,1,130,26,20.0,40,30.77,29,22.31,35,26.92,30001
30,2,119,19,15.97,36,30.25,38,31.93,26,21.85,30002
30,3,183,26,14.21,52,28.42,51,27.87,54,29.51,30003
30,4,125,20,16.0,41,32.8,29,23.2,35,28.0,30004
30,5,75,12,16.0,14,18.67,26,34.67,23,30.67,30005
30,6,101,14,13.86,29,28.71,34,33.66,24,23.76,30006
30,7,108,19,17.59,30,27.78,30,27.78,29,26.85,30007
30,8,148,28,18.92,41,27.7,36,24.32,43,29.05,30008
30,9,137,21,15.33,30,21.9,37,27.01,49,35.77,30009
30,10,134,30,22.39,42,31.34,40,29.85,22,16.42,30010
30,11,100,19,19.0,26,26.0,31,31.0,24,24.0,30011
30,12,142,43,30.28,33,23.24,37,26.06,29,20.42,30012
30,13,123,18,14.63,40,32.52,36,29.27,29,23.58,30013
30,14,54,14,25.93,11,20.37,17,31.48,12,22.22,30014
30,15,141,20,14.18,36,25.53,43,30.5,42,29.79,30015
30,16,126,30,23.81,32,25.4,29,23.02,35,27.78,30016
30,17,105,20,19.05,38,36.19,25,23.81,22,20.95,30017
30,18,78,11,14.1,27,34.62,21,26.92,19,24.36,30018
30,19,89,15,16.85,25,28.09,22,24.72,27,30.34,30019
30,20,99,20,20.2,28,28.28,29,29.29,22,22.22,30020
30,21,145,22,15.17,43,29.66,43,29.66,37,25.52,30021
30,22,122,33,27.05,33,27.05,30,24.59,26,21.31,30022
30,23,129,18,13.95,39,30.23,30,23.26,42,32.56,30023
30,24,117,21,17.95,29,24.79,39,33.33,28,23.93,30024
30,25,53,7,13.21,18,33.96,18,33.96,10,18.87,30025
30,26,79,25,31.65,18,22.78,23,29.11,13,16.46,30026
30,27,174,44,25.29,53,30.46,49,28.16,28,16.09,30027
30,28,98,24,24.49,25,25.51,33,33.67,16,16.33,30028
30,29,94,24,25.53,23,24.47,27,28.72,20,21.28,30029
30,30,164,35,21.34,40,24.39,47,28.66,42,25.61,30030
30,31,112,16,14.29,28,25.0,35,31.25,33,29.46,30031
30,32,50,6,12.0,12,24.0,18,36.0,14,28.0,30032
30,33,120,23,19.17,35,29.17,37,30.83,25,20.83,30033
30,34,145,24,16.55,34,23.45,54,37.24,33,22.76,30034
30,35,126,28,22.22,36,28.57,40,31.75,22,17.46,30035
30,36,112,19,16.96,42,37.5,25,22.32,26,23.21,30036
30,37,116,31,26.72,38,32.76,25,21.55,22,18.97,30037
30,38,190,36,18.95,42,22.11,64,33.68,48,25.26,30038
30,39,141,23,16.31,36,25.53,49,34.75,33,23.4,30039
30,40,132,33,25.0,34,25.76,29,21.97,36,27.27,30040
30,41,145,34,23.45,41,28.28,39,26.9,31,21.38,30041
31,1,66,12,18.18,13,19.7,16,24.24,25,37.88,31001
31,2,89,19,21.35,25,28.09,27,30.34,18,20.22,31002
31,3,110,10,9.09,29,26.36,33,30.0,38,34.55,31003
31,4,116,23,19.83,22,18.97,43,37.07,28,24.14,31004
31,5,122,23,18.85,34,27.87,29,23.77,36,29.51,31005
31,6,127,26,20.47,38,29.92,38,29.92,25,19.69,31006
31,7,114,30,26.32,32,28.07,27,23.68,25,21.93,31007
31,8,107,10,9.35,29,27.1,33,30.84,35,32.71,31008
31,9,104,24,23.08,26,25.0,35,33.65,19,18.27,31009
31,10,44,10,22.73,15,34.09,9,20.45,10,22.73,31010
31,11,77,19,24.68,19,24.68,22,28.57,17,22.08,31011
31,12,105,19,18.1,27,25.71,23,21.9,36,34.29,31012
31,13,99,19,19.19,29,29.29,28,28.28,23,23.23,31013
31,14,89,17,19.1,12,13.48,36,40.45,24,26.97,31014
31,15,61,15,24.59,11,18.03,22,36.07,13,21.31,31015
31,16,72,12,16.67,24,33.33,21,29.17,15,20.83,31016
31,17,104,21,20.19,19,18.27,37,35.58,27,25.96,31017
31,18,99,18,18.18,19,19.19,30,30.3,32,32.32,31018
31,19,101,29,28.71,23,22.77,20,19.8,29,28.71,31019
31,20,96,24,25.0,31,32.29,25,26.04,16,16.67,31020
31,21,123,30,24.39,29,23.58,35,28.46,29,23.58,31021
31,22,95,25,26.32,19,20.0,29,30.53,22,23.16,31022
31,23,64,17,26.56,17,26.56,19,29.69,11,17.19,31023
31,24,87,16,18.39,24,27.59,26,29.89,21,24.14,31024
31,25,124,25,20.16,24,19.35,30,24.19,45,36.29,31025
31,26,72,14,19.44,13,18.06,25,34.72,20,27.78,31026
31,27,100,21,21.0,20,20.0,27,27.0,32,32.0,31027
31,28,107,20,18.69,30,28.04,34,31.78,23,21.5,31028
31,29,103,20,19.42,28,27.18,34,33.01,21,20.39,31029
31,30,136,23,16.91,32,23.53,31,22.79,50,36.76,31030
31,31,162,30,18.52,43,26.54,41,25.31,48,29.63,31031
31,32,131,40,30.53,31,23.66,36,27.48,24,18.32,31032
31,33,98,16,16.33,30,30.61,27,27.55,25,25.51,31033
31,34,86,21,24.42,21,24.42,26,30.23,18,20.93,31034
31,35,92,12,13.04,29,31.52,17,18.48,34,36.96,31035
31,36,127,18,14.17,31,24.41,30,23.62,48,37.8,31036
31,37,88,18,20.45,20,22.73,25,28.41,25,28.41,31037
31,38,66,14,21.21,16,24.24,19,28.79,17,25.76,31038
31,39,55,9,16.36,19,34.55,12,21.82,15,27.27,31039
31,40,59,9,15.25,10,16.95,19,32.2,21,35.59,31040
31,41,103,26,25.24,27,26.21,28,27.18,22,21.36,31041
31,42,144,23,15.97,37,25.69,43,29.86,41,28.47,31042
31,43,112,17,15.18,28,25.0,35,31.25,32,28.57,31043
31,44,95,15,15.79,20,21.05,28,29.47,32,33.68,31044
31,45,91,11,12.09,17,18.68,26,28.57,37,40.66,31045
31,46,99,15,15.15,18,18.18,23,23.23,43,43.43,31046
31,47,134,25,18.66,36,26.87,42,31.34,31,23.13,31047
31,48,98,16,16.33,25,25.51,37,37.76,20,20.41,31048
31,49,49,8,16.33,10,20.41,20,40.82,11,22.45,31049
31,50,122,25,20.49,33,27.05,43,35.25,21,17.21,31050
31,51,74,14,18.92,17,22.97,28,37.84,15,20.27,31051
32,1,188,34,18.09,66,35.11,36,19.15,52,27.66,32001
32,2,181,29,16.02,49,27.07,25,13.81,78,43.09,32002
32,3,142,26,18.31,47,33.1,24,16.9,45,31.69,32003
32,4,179,35,19.55,57,31.84,30,16.76,57,31.84,32004
32,5,117,23,19.66,38,32.48,25,21.37,31,26.5,32005
32,6,172,37,21.51,53,30.81,34,19.77,48,27.91,32006
32,7,124,22,17.74,36,29.03,25,20.16,41,33.06,32007
32,8,205,33,16.1,56,27.32,48,23.41,68,33.17,32008
32,9,229,43,18.78,60,26.2,39,17.03,87,37.99,32009
32,10,165,21,12.73,48,29.09,41,24.85,55,33.33,32010
32,11,134,23,17.16,42,31.34,27,20.15,42,31.34,32011
32,12,108,22,20.37,38,35.19,24,22.22,24,22.22,32012
32,13,73,8,10.96,17,23.29,16,21.92,32,43.84,32013
32,14,141,38,26.95,31,21.99,30,21.28,42,29.79,32014
32,15,132,28,21.21,44,33.33,27,20.45,33,25.0,32015
32,16,152,54,35.53,37,24.34,22,14.47,39,25.66,32016
32,17,174,31,17.82,70,40.23,32,18.39,41,23.56,32017
32,18,126,20,15.87,34,26.98,39,30.95,33,26.19,32018
32,19,164,30,18.29,52,31.71,37,22.56,45,27.44,32019
32,20,145,26,17.93,32,22.07,42,28.97,45,31.03,32020
32,21,149,22,14.77,45,30.2,42,28.19,40,26.85,32021
32,22,203,38,18.72,63,31.03,51,25.12,51,25.12,32022
32,23,142,27,19.01,33,23.24,30,21.13,52,36.62,32023
32,24,145,26,17.93,43,29.66,38,26.21,38,26.21,32024
32,25,136,25,18.38,47,34.56,31,22.79,33,24.26,32025
32,26,122,13,10.66,39,31.97,24,19.67,46,37.7,32026
32,27,143,26,18.18,39,27.27,30,20.98,48,33.57,32027
32,28,142,17,11.97,53,37.32,36,25.35,36,25.35,32028
32,29,154,22,14.29,58,37.66,33,21.43,41,26.62,32029
32,30,153,24,15.69,39,25.49,34,22.22,56,36.6,32030
32,31,184,32,17.39,60,32.61,31,16.85,61,33.15,32031
32,32,144,15,10.42,50,34.72,36,25.0,43,29.86,32032
32,33,107,20,18.69,24,22.43,27,25.23,36,33.64,32033
32,34,175,34,19.43,64,36.57,29,16.57,48,27.43,32034
32,35,186,28,15.05,56,30.11,41,22.04,61,32.8,32035
32,36,162,24,14.81,51,31.48,29,17.9,58,35.8,32036
32,37,138,26,18.84,42,30.43,33,23.91,37,26.81,32037
32,38,181,35,19.34,59,32.6,32,17.68,55,30.39,32038
32,39,156,37,23.72,32,20.51,31,19.87,56,35.9,32039
32,40,207,32,15.46,62,29.95,46,22.22,67,32.37,32040
32,41,168,29,17.26,54,32.14,39,23.21,46,27.38,32041
32,42,202,33,16.34,72,35.64,43,21.29,54,26.73,32042
32,43,153,17,11.11,46,30.07,24,15.69,66,43.14,32043
32,44,122,22,18.03,33,27.05,45,36.89,22,18.03,32044
32,45,154,28,18.18,45,29.22,39,25.32,42,27.27,32045
32,46,68,13,19.12,27,39.71,13,19.12,15,22.06,32046
32,47,194,27,13.92,54,27.84,49,25.26,64,32.99,32047
32,48,170,31,18.24,43,25.29,44,25.88,52,30.59,32048
32,49,112,17,15.18,35,31.25,26,23.21,34,30.36,32049
