ward,precinct,total,Luis V. Gutierrez,Luis V. Gutierrez Percent,precinct_id
1,1,79,79,100.0,01001
1,2,188,188,100.0,01002
1,3,163,163,100.0,01003
1,4,193,193,100.0,01004
1,5,185,185,100.0,01005
1,7,156,156,100.0,01007
1,8,193,193,100.0,01008
1,9,177,177,100.0,01009
1,10,199,199,100.0,01010
1,11,158,158,100.0,01011
1,12,224,224,100.0,01012
1,13,243,243,100.0,01013
1,14,190,190,100.0,01014
1,15,170,170,100.0,01015
1,16,79,79,100.0,01016
1,17,157,157,100.0,01017
1,18,165,165,100.0,01018
1,19,138,138,100.0,01019
1,20,176,176,100.0,01020
1,21,162,162,100.0,01021
1,22,178,178,100.0,01022
1,23,173,173,100.0,01023
1,24,285,285,100.0,01024
1,25,169,169,100.0,01025
1,26,159,159,100.0,01026
1,27,108,108,100.0,01027
1,28,56,56,100.0,01028
1,29,176,176,100.0,01029
1,30,281,281,100.0,01030
1,31,201,201,100.0,01031
1,32,189,189,100.0,01032
1,33,198,198,100.0,01033
1,34,124,124,100.0,01034
1,35,131,131,100.0,01035
1,36,186,186,100.0,01036
1,37,156,156,100.0,01037
1,38,143,143,100.0,01038
1,39,201,201,100.0,01039
1,40,91,91,100.0,01040
1,41,173,173,100.0,01041
1,42,72,72,100.0,01042
1,43,133,133,100.0,01043
1,44,25,25,100.0,01044
1,45,223,223,100.0,01045
1,46,190,190,100.0,01046
1,47,200,200,100.0,01047
1,48,100,100,100.0,01048
1,49,90,90,100.0,01049
1,50,147,147,100.0,01050
3,13,150,150,100.0,03013
11,3,136,136,100.0,11003
11,10,116,116,100.0,11010
11,18,15,15,100.0,11018
11,26,0,0,0.0,11026
11,30,0,0,0.0,11030
12,1,68,68,100.0,12001
12,2,132,132,100.0,12002
12,3,123,123,100.0,12003
12,4,104,104,100.0,12004
12,5,119,119,100.0,12005
12,6,97,97,100.0,12006
12,7,178,178,100.0,12007
12,8,182,182,100.0,12008
12,9,115,115,100.0,12009
12,10,149,149,100.0,12010
12,11,205,205,100.0,12011
12,12,125,125,100.0,12012
12,13,164,164,100.0,12013
12,14,124,124,100.0,12014
12,15,130,130,100.0,12015
12,16,130,130,100.0,12016
12,17,137,137,100.0,12017
12,18,89,89,100.0,12018
12,19,181,181,100.0,12019
12,20,139,139,100.0,12020
12,21,140,140,100.0,12021
12,22,112,112,100.0,12022
12,23,158,158,100.0,12023
12,24,169,169,100.0,12024
13,3,231,231,100.0,13003
14,1,98,98,100.0,14001
14,3,214,214,100.0,14003
14,4,131,131,100.0,14004
14,5,224,224,100.0,14005
14,6,153,153,100.0,14006
14,7,129,129,100.0,14007
14,8,119,119,100.0,14008
14,9,185,185,100.0,14009
14,10,171,171,100.0,14010
14,11,145,145,100.0,14011
14,12,142,142,100.0,14012
14,13,181,181,100.0,14013
14,14,149,149,100.0,14014
14,15,203,203,100.0,14015
14,16,170,170,100.0,14016
14,17,188,188,100.0,14017
14,18,185,185,100.0,14018
14,19,223,223,100.0,14019
14,20,129,129,100.0,14020
14,21,161,161,100.0,14021
14,22,184,184,100.0,14022
14,23,207,207,100.0,14023
14,24,110,110,100.0,14024
14,26,188,188,100.0,14026
14,27,202,202,100.0,14027
14,29,196,196,100.0,14029
14,30,145,145,100.0,14030
14,31,163,163,100.0,14031
14,32,134,134,100.0,14032
14,33,130,130,100.0,14033
14,34,149,149,100.0,14034
14,35,157,157,100.0,14035
16,21,136,136,100.0,16021
16,32,8,8,100.0,16032
20,4,148,148,100.0,20004
20,8,58,58,100.0,20008
20,15,169,169,100.0,20015
20,21,97,97,100.0,20021
22,1,142,142,100.0,22001
22,2,115,115,100.0,22002
22,3,191,191,100.0,22003
22,4,145,145,100.0,22004
22,5,169,169,100.0,22005
22,6,165,165,100.0,22006
22,8,138,138,100.0,22008
