ward,precinct,total,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Kathleen Therese Meany,Kathleen Therese Meany Percent,Frank Avila,Frank Avila Percent,Dean T. Maragos,Dean T. Maragos Percent,Cynthia M. Santos,Cynthia M. Santos Percent,Diane Jones,Diane Jones Percent,Matthew Podgorski,Matthew Podgorski Percent,precinct_id
39,26,459,66,14.38,77,16.78,85,18.52,58,12.64,74,16.12,29,6.32,42,9.15,39026
39,27,541,86,15.9,66,12.2,99,18.3,57,10.54,108,19.96,35,6.47,44,8.13,39027
39,28,565,100,17.7,74,13.1,96,16.99,57,10.09,115,20.35,36,6.37,47,8.32,39028
39,29,499,79,15.83,59,11.82,99,19.84,51,10.22,111,22.24,36,7.21,27,5.41,39029
39,30,295,45,15.25,39,13.22,55,18.64,29,9.83,60,20.34,29,9.83,15,5.08,39030
39,31,293,49,16.72,33,11.26,61,20.82,22,7.51,64,21.84,25,8.53,27,9.22,39031
39,32,535,44,8.22,36,6.73,145,27.1,125,23.36,138,25.79,16,2.99,18,3.36,39032
39,33,557,104,18.67,76,13.64,108,19.39,53,9.52,83,14.9,47,8.44,46,8.26,39033
39,34,591,102,17.26,92,15.57,95,16.07,55,9.31,110,18.61,52,8.8,58,9.81,39034
39,35,528,97,18.37,85,16.1,98,18.56,60,11.36,75,14.2,28,5.3,45,8.52,39035
39,36,511,77,15.07,63,12.33,107,20.94,83,16.24,93,18.2,20,3.91,47,9.2,39036
39,37,727,126,17.33,114,15.68,129,17.74,122,16.78,97,13.34,37,5.09,55,7.57,39037
39,38,548,83,15.15,87,15.88,107,19.53,70,12.77,85,15.51,36,6.57,42,7.66,39038
39,39,233,27,11.59,33,14.16,45,19.31,33,14.16,41,17.6,17,7.3,22,9.44,39039
39,40,302,40,13.25,50,16.56,57,18.87,36,11.92,52,17.22,11,3.64,38,12.58,39040
39,41,197,37,18.78,28,14.21,35,17.77,27,13.71,33,16.75,15,7.61,11,5.58,39041
39,42,436,77,17.66,66,15.14,76,17.43,53,12.16,59,13.53,18,4.13,54,12.39,39042
39,43,488,90,18.44,65,13.32,89,18.24,41,8.4,86,17.62,40,8.2,31,6.35,39043
39,44,633,97,15.32,68,10.74,119,18.8,74,11.69,125,19.75,60,9.48,45,7.11,39044
39,45,276,53,19.2,35,12.68,59,21.38,27,9.78,48,17.39,21,7.61,21,7.61,39045
39,46,448,62,13.84,48,10.71,77,17.19,47,10.49,112,25.0,41,9.15,36,8.04,39046
39,47,243,38,15.64,31,12.76,55,22.63,31,12.76,51,20.99,11,4.53,19,7.82,39047
40,1,308,68,22.08,47,15.26,33,10.71,51,16.56,49,15.91,26,8.44,24,7.79,40001
40,2,332,67,20.18,55,16.57,47,14.16,53,15.96,49,14.76,22,6.63,23,6.93,40002
40,3,505,96,19.01,94,18.61,68,13.47,83,16.44,69,13.66,42,8.32,23,4.55,40003
40,4,482,88,18.26,90,18.67,85,17.63,94,19.5,51,10.58,24,4.98,21,4.36,40004
40,5,507,118,23.27,82,16.17,65,12.82,85,16.77,64,12.62,26,5.13,35,6.9,40005
40,6,510,117,22.94,71,13.92,70,13.73,74,14.51,78,15.29,36,7.06,31,6.08,40006
40,7,500,90,18.0,71,14.2,69,13.8,67,13.4,86,17.2,55,11.0,33,6.6,40007
40,8,96,13,13.54,13,13.54,18,18.75,16,16.67,12,12.5,11,11.46,6,6.25,40008
40,9,402,65,16.17,63,15.67,73,18.16,46,11.44,65,16.17,42,10.45,20,4.98,40009
40,10,478,79,16.53,91,19.04,79,16.53,73,15.27,68,14.23,25,5.23,35,7.32,40010
40,11,476,94,19.75,78,16.39,68,14.29,66,13.87,68,14.29,42,8.82,33,6.93,40011
40,12,403,72,17.87,78,19.35,70,17.37,70,17.37,50,12.41,21,5.21,15,3.72,40012
40,13,556,124,22.3,105,18.88,73,13.13,82,14.75,73,13.13,44,7.91,26,4.68,40013
40,14,436,81,18.58,59,13.53,67,15.37,68,15.6,73,16.74,30,6.88,26,5.96,40014
40,15,479,86,17.95,70,14.61,72,15.03,69,14.41,75,15.66,36,7.52,38,7.93,40015
40,16,436,71,16.28,57,13.07,58,13.3,105,24.08,44,10.09,51,11.7,24,5.5,40016
40,17,241,62,25.73,30,12.45,31,12.86,44,18.26,30,12.45,17,7.05,14,5.81,40017
40,18,474,74,15.61,83,17.51,80,16.88,72,15.19,57,12.03,53,11.18,27,5.7,40018
40,19,319,60,18.81,45,14.11,53,16.61,49,15.36,51,15.99,19,5.96,22,6.9,40019
40,20,405,75,18.52,75,18.52,51,12.59,83,20.49,59,14.57,21,5.19,26,6.42,40020
40,21,468,92,19.66,78,16.67,68,14.53,54,11.54,84,17.95,40,8.55,25,5.34,40021
40,22,242,44,18.18,44,18.18,42,17.36,44,18.18,38,15.7,9,3.72,7,2.89,40022
40,23,638,135,21.16,104,16.3,94,14.73,82,12.85,92,14.42,49,7.68,42,6.58,40023
40,24,278,53,19.06,37,13.31,51,18.35,45,16.19,43,15.47,24,8.63,17,6.12,40024
40,25,381,69,18.11,58,15.22,51,13.39,57,14.96,64,16.8,31,8.14,26,6.82,40025
40,26,526,90,17.11,85,16.16,88,16.73,74,14.07,66,12.55,64,12.17,29,5.51,40026
40,27,349,79,22.64,48,13.75,52,14.9,50,14.33,48,13.75,31,8.88,21,6.02,40027
40,28,533,96,18.01,78,14.63,83,15.57,77,14.45,76,14.26,57,10.69,27,5.07,40028
40,29,530,104,19.62,89,16.79,85,16.04,86,16.23,74,13.96,38,7.17,26,4.91,40029
40,30,541,98,18.11,112,20.7,64,11.83,123,22.74,61,11.28,25,4.62,26,4.81,40030
40,31,394,65,16.5,80,20.3,52,13.2,82,20.81,56,14.21,22,5.58,19,4.82,40031
40,32,239,47,19.67,33,13.81,39,16.32,30,12.55,41,17.15,27,11.3,10,4.18,40032
40,33,521,93,17.85,73,14.01,84,16.12,63,12.09,84,16.12,51,9.79,41,7.87,40033
40,34,346,79,22.83,47,13.58,44,12.72,47,13.58,53,15.32,24,6.94,29,8.38,40034
40,35,401,79,19.7,67,16.71,49,12.22,54,13.47,63,15.71,40,9.98,26,6.48,40035
40,36,514,122,23.74,77,14.98,64,12.45,74,14.4,79,15.37,36,7.0,33,6.42,40036
40,37,365,70,19.18,62,16.99,57,15.62,46,12.6,55,15.07,32,8.77,19,5.21,40037
40,38,293,53,18.09,35,11.95,43,14.68,39,13.31,52,17.75,33,11.26,22,7.51,40038
40,39,375,72,19.2,65,17.33,62,16.53,36,9.6,61,16.27,32,8.53,26,6.93,40039
40,40,327,59,18.04,50,15.29,61,18.65,53,16.21,46,14.07,21,6.42,17,5.2,40040
40,41,619,116,18.74,113,18.26,87,14.05,104,16.8,87,14.05,45,7.27,27,4.36,40041
40,42,531,99,18.64,108,20.34,77,14.5,86,16.2,75,14.12,32,6.03,34,6.4,40042
40,43,536,110,20.52,87,16.23,75,13.99,66,12.31,80,14.93,51,9.51,27,5.04,40043
40,44,347,62,17.87,42,12.1,50,14.41,55,15.85,62,17.87,27,7.78,20,5.76,40044
40,45,709,125,17.63,131,18.48,104,14.67,102,14.39,107,15.09,66,9.31,35,4.94,40045
40,46,570,104,18.25,82,14.39,89,15.61,76,13.33,90,15.79,50,8.77,44,7.72,40046
40,47,482,96,19.92,81,16.8,81,16.8,74,15.35,63,13.07,41,8.51,19,3.94,40047
40,48,313,64,20.45,38,12.14,59,18.85,40,12.78,54,17.25,19,6.07,17,5.43,40048
40,49,285,49,17.19,39,13.68,49,17.19,33,11.58,53,18.6,30,10.53,18,6.32,40049
41,1,594,84,14.14,101,17.0,125,21.04,59,9.93,90,15.15,36,6.06,69,11.62,41001
41,2,737,98,13.3,125,16.96,146,19.81,69,9.36,124,16.82,28,3.8,108,14.65,41002
41,3,569,70,12.3,101,17.75,115,20.21,49,8.61,105,18.45,31,5.45,71,12.48,41003
41,4,644,91,14.13,105,16.3,131,20.34,65,10.09,101,15.68,40,6.21,77,11.96,41004
41,5,648,92,14.2,114,17.59,119,18.36,66,10.19,101,15.59,31,4.78,91,14.04,41005
41,6,600,86,14.33,103,17.17,103,17.17,58,9.67,91,15.17,39,6.5,84,14.0,41006
41,7,743,109,14.67,134,18.03,157,21.13,71,9.56,110,14.8,42,5.65,86,11.57,41007
41,8,596,86,14.43,103,17.28,115,19.3,50,8.39,98,16.44,37,6.21,74,12.42,41008
41,9,614,76,12.38,94,15.31,113,18.4,59,9.61,107,17.43,35,5.7,101,16.45,41009
41,10,534,85,15.92,93,17.42,102,19.1,52,9.74,89,16.67,25,4.68,65,12.17,41010
41,11,632,90,14.24,90,14.24,127,20.09,63,9.97,97,15.35,44,6.96,80,12.66,41011
41,12,573,81,14.14,81,14.14,110,19.2,75,13.09,97,16.93,27,4.71,76,13.26,41012
41,13,340,48,14.12,52,15.29,61,17.94,32,9.41,54,15.88,23,6.76,52,15.29,41013
41,14,683,95,13.91,122,17.86,147,21.52,69,10.1,90,13.18,36,5.27,74,10.83,41014
41,15,601,75,12.48,101,16.81,130,21.63,64,10.65,99,16.47,26,4.33,76,12.65,41015
41,16,587,77,13.12,90,15.33,118,20.1,54,9.2,106,18.06,27,4.6,87,14.82,41016
41,17,597,79,13.23,89,14.91,131,21.94,58,9.72,90,15.08,34,5.7,66,11.06,41017
41,18,447,62,13.87,69,15.44,81,18.12,33,7.38,73,16.33,34,7.61,71,15.88,41018
41,19,739,129,17.46,131,17.73,131,17.73,82,11.1,91,12.31,35,4.74,104,14.07,41019
41,20,726,97,13.36,152,20.94,127,17.49,54,7.44,110,15.15,54,7.44,87,11.98,41020
41,21,621,69,11.11,110,17.71,108,17.39,63,10.14,95,15.3,42,6.76,100,16.1,41021
41,22,569,63,11.07,99,17.4,114,20.04,59,10.37,94,16.52,25,4.39,87,15.29,41022
41,23,564,85,15.07,84,14.89,103,18.26,50,8.87,85,15.07,29,5.14,89,15.78,41023
41,24,571,79,13.84,94,16.46,116,20.32,55,9.63,86,15.06,26,4.55,93,16.29,41024
41,25,213,31,14.55,21,9.86,33,15.49,22,10.33,41,19.25,18,8.45,33,15.49,41025
41,26,285,42,14.74,38,13.33,57,20.0,41,14.39,47,16.49,10,3.51,38,13.33,41026
41,27,169,16,9.47,16,9.47,35,20.71,24,14.2,34,20.12,13,7.69,23,13.61,41027
41,28,481,63,13.1,74,15.38,88,18.3,47,9.77,78,16.22,42,8.73,48,9.98,41028
41,29,300,42,14.0,48,16.0,64,21.33,29,9.67,51,17.0,18,6.0,33,11.0,41029
41,30,703,98,13.94,113,16.07,136,19.35,70,9.96,109,15.5,37,5.26,105,14.94,41030
41,31,697,94,13.49,124,17.79,140,20.09,73,10.47,113,16.21,38,5.45,84,12.05,41031
41,32,424,67,15.8,54,12.74,80,18.87,65,15.33,65,15.33,26,6.13,55,12.97,41032
41,33,467,63,13.49,72,15.42,77,16.49,62,13.28,76,16.27,29,6.21,65,13.92,41033
41,34,430,77,17.91,70,16.28,78,18.14,44,10.23,71,16.51,14,3.26,56,13.02,41034
41,35,605,90,14.88,91,15.04,123,20.33,54,8.93,84,13.88,26,4.3,101,16.69,41035
41,36,606,90,14.85,100,16.5,130,21.45,61,10.07,88,14.52,28,4.62,73,12.05,41036
41,37,630,91,14.44,115,18.25,119,18.89,76,12.06,94,14.92,36,5.71,75,11.9,41037
41,38,641,90,14.04,108,16.85,126,19.66,58,9.05,113,17.63,35,5.46,82,12.79,41038
41,39,448,56,12.5,69,15.4,102,22.77,51,11.38,71,15.85,22,4.91,56,12.5,41039
41,40,692,86,12.43,114,16.47,141,20.38,62,8.96,117,16.91,45,6.5,95,13.73,41040
41,41,590,95,16.1,94,15.93,110,18.64,58,9.83,109,18.47,33,5.59,69,11.69,41041
41,42,743,91,12.25,143,19.25,148,19.92,65,8.75,128,17.23,45,6.06,88,11.84,41042
41,43,637,84,13.19,97,15.23,143,22.45,57,8.95,105,16.48,36,5.65,81,12.72,41043
41,44,579,94,16.23,97,16.75,112,19.34,58,10.02,82,14.16,33,5.7,67,11.57,41044
41,45,528,79,14.96,76,14.39,119,22.54,75,14.2,78,14.77,26,4.92,63,11.93,41045
41,46,505,68,13.47,77,15.25,102,20.2,49,9.7,83,16.44,31,6.14,71,14.06,41046
41,47,536,67,12.5,112,20.9,113,21.08,57,10.63,84,15.67,21,3.92,52,9.7,41047
41,48,348,58,16.67,55,15.8,68,19.54,32,9.2,52,14.94,27,7.76,37,10.63,41048
41,49,719,85,11.82,140,19.47,145,20.17,63,8.76,122,16.97,33,4.59,92,12.8,41049
41,50,630,90,14.29,102,16.19,128,20.32,60,9.52,106,16.83,33,5.24,67,10.63,41050
41,51,445,68,15.28,70,15.73,92,20.67,27,6.07,75,16.85,21,4.72,78,17.53,41051
41,52,743,132,17.77,106,14.27,140,18.84,64,8.61,104,14.0,40,5.38,106,14.27,41052
41,53,628,96,15.29,94,14.97,123,19.59,77,12.26,107,17.04,30,4.78,77,12.26,41053
41,54,493,72,14.6,73,14.81,110,22.31,56,11.36,67,13.59,25,5.07,50,10.14,41054
41,55,519,79,15.22,61,11.75,102,19.65,56,10.79,82,15.8,27,5.2,76,14.64,41055
41,56,763,105,13.76,131,17.17,212,27.79,57,7.47,98,12.84,28,3.67,82,10.75,41056
41,57,491,85,17.31,62,12.63,79,16.09,82,16.7,80,16.29,21,4.28,62,12.63,41057
42,1,531,119,22.41,69,12.99,107,20.15,60,11.3,64,12.05,38,7.16,22,4.14,42001
42,2,296,54,18.24,48,16.22,44,14.86,16,5.41,49,16.55,43,14.53,13,4.39,42002
42,3,355,77,21.69,53,14.93,52,14.65,43,12.11,54,15.21,39,10.99,21,5.92,42003
42,4,401,85,21.2,49,12.22,76,18.95,47,11.72,49,12.22,27,6.73,30,7.48,42004
42,5,418,89,21.29,61,14.59,75,17.94,47,11.24,51,12.2,33,7.89,22,5.26,42005
42,6,890,184,20.67,117,13.15,151,16.97,122,13.71,109,12.25,82,9.21,53,5.96,42006
42,7,404,89,22.03,67,16.58,70,17.33,43,10.64,53,13.12,29,7.18,23,5.69,42007
42,8,549,117,21.31,79,14.39,96,17.49,68,12.39,62,11.29,37,6.74,38,6.92,42008
42,9,925,172,18.59,114,12.32,150,16.22,90,9.73,149,16.11,103,11.14,67,7.24,42009
42,10,353,77,21.81,50,14.16,51,14.45,30,8.5,56,15.86,31,8.78,24,6.8,42010
42,11,467,110,23.55,62,13.28,83,17.77,50,10.71,46,9.85,39,8.35,27,5.78,42011
42,12,340,63,18.53,58,17.06,64,18.82,39,11.47,46,13.53,26,7.65,16,4.71,42012
42,13,756,155,20.5,111,14.68,154,20.37,82,10.85,73,9.66,61,8.07,39,5.16,42013
42,14,450,107,23.78,53,11.78,62,13.78,50,11.11,73,16.22,41,9.11,27,6.0,42014
42,15,554,115,20.76,87,15.7,102,18.41,60,10.83,72,13.0,43,7.76,26,4.69,42015
42,16,279,63,22.58,43,15.41,53,19.0,32,11.47,32,11.47,15,5.38,13,4.66,42016
42,17,846,162,19.15,116,13.71,125,14.78,80,9.46,110,13.0,111,13.12,48,5.67,42017
42,18,676,151,22.34,95,14.05,104,15.38,68,10.06,93,13.76,63,9.32,48,7.1,42018
42,19,194,49,25.26,24,12.37,31,15.98,23,11.86,27,13.92,15,7.73,12,6.19,42019
42,20,251,51,20.32,41,16.33,32,12.75,22,8.76,40,15.94,34,13.55,16,6.37,42020
42,21,302,57,18.87,43,14.24,44,14.57,27,8.94,55,18.21,29,9.6,22,7.28,42021
42,22,305,55,18.03,54,17.7,44,14.43,32,10.49,44,14.43,29,9.51,22,7.21,42022
42,23,565,138,24.42,80,14.16,111,19.65,54,9.56,61,10.8,30,5.31,28,4.96,42023
42,24,460,93,20.22,63,13.7,67,14.57,55,11.96,51,11.09,49,10.65,31,6.74,42024
42,25,414,98,23.67,64,15.46,62,14.98,48,11.59,49,11.84,41,9.9,17,4.11,42025
42,26,527,89,16.89,76,14.42,86,16.32,67,12.71,74,14.04,66,12.52,28,5.31,42026
42,27,580,99,17.07,96,16.55,97,16.72,68,11.72,80,13.79,55,9.48,44,7.59,42027
42,28,482,102,21.16,85,17.63,97,20.12,50,10.37,53,11.0,38,7.88,22,4.56,42028
42,29,510,134,26.27,65,12.75,92,18.04,43,8.43,46,9.02,36,7.06,31,6.08,42029
42,30,303,63,20.79,42,13.86,52,17.16,29,9.57,46,15.18,27,8.91,15,4.95,42030
42,31,304,71,23.36,36,11.84,61,20.07,31,10.2,28,9.21,22,7.24,18,5.92,42031
42,32,269,48,17.84,38,14.13,41,15.24,37,13.75,40,14.87,30,11.15,16,5.95,42032
42,33,713,156,21.88,104,14.59,132,18.51,60,8.42,92,12.9,62,8.7,36,5.05,42033
42,34,453,90,19.87,68,15.01,78,17.22,49,10.82,62,13.69,32,7.06,34,7.51,42034
42,35,398,89,22.36,47,11.81,86,21.61,45,11.31,45,11.31,27,6.78,18,4.52,42035
42,36,363,72,19.83,53,14.6,53,14.6,38,10.47,54,14.88,50,13.77,17,4.68,42036
42,37,356,65,18.26,46,12.92,66,18.54,48,13.48,40,11.24,32,8.99,26,7.3,42037
42,38,290,56,19.31,54,18.62,53,18.28,37,12.76,26,8.97,23,7.93,16,5.52,42038
42,39,302,37,12.25,65,21.52,64,21.19,47,15.56,24,7.95,26,8.61,20,6.62,42039
42,40,480,96,20.0,65,13.54,96,20.0,51,10.63,54,11.25,46,9.58,21,4.38,42040
42,41,561,116,20.68,80,14.26,82,14.62,44,7.84,87,15.51,51,9.09,52,9.27,42041
42,42,260,51,19.62,36,13.85,45,17.31,33,12.69,31,11.92,21,8.08,13,5.0,42042
42,43,492,113,22.97,70,14.23,90,18.29,47,9.55,57,11.59,41,8.33,20,4.07,42043
42,44,598,107,17.89,80,13.38,90,15.05,49,8.19,102,17.06,72,12.04,34,5.69,42044
42,45,460,110,23.91,56,12.17,83,18.04,49,10.65,53,11.52,33,7.17,34,7.39,42045
42,46,334,64,19.16,53,15.87,42,12.57,28,8.38,61,18.26,41,12.28,22,6.59,42046
42,47,293,65,22.18,43,14.68,62,21.16,27,9.22,35,11.95,22,7.51,8,2.73,42047
42,48,373,83,22.25,56,15.01,65,17.43,25,6.7,41,10.99,31,8.31,29,7.77,42048
42,49,122,20,16.39,16,13.11,19,15.57,8,6.56,20,16.39,21,17.21,3,2.46,42049
42,50,357,88,24.65,42,11.76,67,18.77,30,8.4,28,7.84,29,8.12,21,5.88,42050
42,51,473,97,20.51,53,11.21,79,16.7,41,8.67,67,14.16,54,11.42,22,4.65,42051
42,52,234,45,19.23,37,15.81,41,17.52,20,8.55,32,13.68,29,12.39,9,3.85,42052
42,53,447,89,19.91,71,15.88,79,17.67,44,9.84,66,14.77,43,9.62,25,5.59,42053
42,54,367,70,19.07,50,13.62,60,16.35,26,7.08,60,16.35,45,12.26,19,5.18,42054
42,55,487,91,18.69,80,16.43,71,14.58,46,9.45,73,14.99,54,11.09,26,5.34,42055
42,56,488,97,19.88,73,14.96,76,15.57,36,7.38,78,15.98,54,11.07,27,5.53,42056
42,57,337,61,18.1,48,14.24,56,16.62,32,9.5,58,17.21,41,12.17,19,5.64,42057
42,58,217,39,17.97,25,11.52,37,17.05,20,9.22,43,19.82,22,10.14,16,7.37,42058
42,59,584,117,20.03,78,13.36,93,15.92,72,12.33,84,14.38,58,9.93,28,4.79,42059
42,60,234,47,20.09,42,17.95,37,15.81,16,6.84,36,15.38,30,12.82,9,3.85,42060
42,61,238,49,20.59,31,13.03,48,20.17,19,7.98,35,14.71,19,7.98,11,4.62,42061
42,62,289,62,21.45,41,14.19,53,18.34,33,11.42,30,10.38,27,9.34,22,7.61,42062
42,63,464,110,23.71,69,14.87,94,20.26,53,11.42,45,9.7,31,6.68,14,3.02,42063
42,64,165,32,19.39,21,12.73,26,15.76,12,7.27,25,15.15,19,11.52,11,6.67,42064
42,65,432,101,23.38,63,14.58,83,19.21,47,10.88,44,10.19,42,9.72,20,4.63,42065
42,66,445,85,19.1,53,11.91,65,14.61,35,7.87,68,15.28,60,13.48,32,7.19,42066
42,67,741,161,21.73,113,15.25,107,14.44,87,11.74,117,15.79,60,8.1,45,6.07,42067
42,68,401,80,19.95,65,16.21,59,14.71,47,11.72,68,16.96,34,8.48,16,3.99,42068
42,69,431,71,16.47,63,14.62,54,12.53,34,7.89,76,17.63,58,13.46,33,7.66,42069
43,1,627,129,20.57,93,14.83,85,13.56,67,10.69,91,14.51,71,11.32,38,6.06,43001
43,2,474,104,21.94,76,16.03,77,16.24,74,15.61,49,10.34,29,6.12,30,6.33,43002
43,3,526,120,22.81,69,13.12,92,17.49,60,11.41,52,9.89,39,7.41,33,6.27,43003
43,4,595,123,20.67,96,16.13,106,17.82,74,12.44,70,11.76,47,7.9,34,5.71,43004
43,5,459,104,22.66,55,11.98,76,16.56,51,11.11,53,11.55,41,8.93,28,6.1,43005
43,6,327,63,19.27,49,14.98,57,17.43,32,9.79,42,12.84,36,11.01,19,5.81,43006
43,7,462,88,19.05,69,14.94,75,16.23,56,12.12,69,14.94,40,8.66,31,6.71,43007
43,8,571,138,24.17,97,16.99,96,16.81,46,8.06,63,11.03,52,9.11,26,4.55,43008
43,9,441,95,21.54,66,14.97,77,17.46,31,7.03,61,13.83,37,8.39,37,8.39,43009
43,10,445,85,19.1,64,14.38,88,19.78,54,12.13,63,14.16,22,4.94,31,6.97,43010
43,11,362,76,20.99,50,13.81,64,17.68,40,11.05,42,11.6,23,6.35,33,9.12,43011
43,12,535,108,20.19,101,18.88,90,16.82,58,10.84,81,15.14,38,7.1,24,4.49,43012
43,13,219,43,19.63,35,15.98,30,13.7,19,8.68,32,14.61,30,13.7,11,5.02,43013
43,14,427,82,19.2,74,17.33,77,18.03,53,12.41,48,11.24,33,7.73,22,5.15,43014
43,15,414,91,21.98,61,14.73,76,18.36,44,10.63,51,12.32,27,6.52,22,5.31,43015
43,16,468,103,22.01,52,11.11,84,17.95,45,9.62,55,11.75,37,7.91,33,7.05,43016
43,17,500,122,24.4,66,13.2,92,18.4,50,10.0,55,11.0,40,8.0,27,5.4,43017
43,18,547,123,22.49,88,16.09,97,17.73,75,13.71,58,10.6,34,6.22,23,4.2,43018
43,19,345,75,21.74,46,13.33,51,14.78,31,8.99,56,16.23,35,10.14,20,5.8,43019
43,20,536,113,21.08,97,18.1,79,14.74,72,13.43,73,13.62,33,6.16,36,6.72,43020
43,21,530,112,21.13,79,14.91,105,19.81,67,12.64,46,8.68,40,7.55,26,4.91,43021
43,22,340,70,20.59,48,14.12,56,16.47,45,13.24,50,14.71,24,7.06,25,7.35,43022
43,23,468,107,22.86,69,14.74,72,15.38,61,13.03,50,10.68,39,8.33,31,6.62,43023
43,24,500,104,20.8,77,15.4,84,16.8,53,10.6,72,14.4,34,6.8,37,7.4,43024
43,25,552,112,20.29,79,14.31,86,15.58,48,8.7,75,13.59,70,12.68,22,3.99,43025
43,26,380,83,21.84,61,16.05,61,16.05,45,11.84,46,12.11,31,8.16,21,5.53,43026
43,27,407,89,21.87,66,16.22,75,18.43,48,11.79,48,11.79,30,7.37,20,4.91,43027
43,28,581,130,22.38,84,14.46,84,14.46,62,10.67,77,13.25,45,7.75,43,7.4,43028
43,29,419,101,24.11,64,15.27,65,15.51,54,12.89,51,12.17,30,7.16,23,5.49,43029
43,30,296,60,20.27,40,13.51,52,17.57,27,9.12,42,14.19,35,11.82,18,6.08,43030
43,31,543,118,21.73,84,15.47,97,17.86,48,8.84,70,12.89,43,7.92,37,6.81,43031
43,32,460,109,23.7,69,15.0,89,19.35,58,12.61,50,10.87,26,5.65,17,3.7,43032
43,33,277,54,19.49,42,15.16,40,14.44,34,12.27,41,14.8,28,10.11,26,9.39,43033
43,34,243,57,23.46,36,14.81,41,16.87,25,10.29,26,10.7,26,10.7,13,5.35,43034
43,35,508,122,24.02,69,13.58,83,16.34,60,11.81,56,11.02,30,5.91,37,7.28,43035
43,36,415,88,21.2,59,14.22,79,19.04,35,8.43,55,13.25,38,9.16,12,2.89,43036
43,37,357,62,17.37,43,12.04,67,18.77,40,11.2,48,13.45,42,11.76,18,5.04,43037
43,38,426,96,22.54,74,17.37,67,15.73,38,8.92,62,14.55,33,7.75,24,5.63,43038
43,39,319,71,22.26,46,14.42,47,14.73,45,14.11,35,10.97,24,7.52,19,5.96,43039
43,40,201,46,22.89,29,14.43,31,15.42,17,8.46,29,14.43,25,12.44,12,5.97,43040
43,41,253,56,22.13,44,17.39,40,15.81,27,10.67,37,14.62,15,5.93,19,7.51,43041
43,42,368,80,21.74,61,16.58,66,17.93,48,13.04,50,13.59,25,6.79,20,5.43,43042
43,43,369,80,21.68,60,16.26,71,19.24,38,10.3,37,10.03,31,8.4,20,5.42,43043
43,44,449,96,21.38,75,16.7,71,15.81,39,8.69,63,14.03,43,9.58,28,6.24,43044
43,45,107,25,23.36,12,11.21,19,17.76,12,11.21,16,14.95,9,8.41,6,5.61,43045
43,46,487,120,24.64,53,10.88,101,20.74,58,11.91,53,10.88,23,4.72,19,3.9,43046
43,47,421,85,20.19,59,14.01,58,13.78,44,10.45,63,14.96,51,12.11,20,4.75,43047
43,48,476,104,21.85,77,16.18,64,13.45,44,9.24,74,15.55,42,8.82,32,6.72,43048
43,49,449,93,20.71,64,14.25,78,17.37,56,12.47,47,10.47,34,7.57,39,8.69,43049
43,50,326,67,20.55,51,15.64,56,17.18,42,12.88,43,13.19,28,8.59,14,4.29,43050
43,51,565,95,16.81,81,14.34,85,15.04,45,7.96,100,17.7,81,14.34,33,5.84,43051
43,52,360,67,18.61,61,16.94,58,16.11,42,11.67,44,12.22,30,8.33,24,6.67,43052
43,53,526,97,18.44,82,15.59,83,15.78,49,9.32,81,15.4,43,8.17,47,8.94,43053
43,54,324,72,22.22,52,16.05,46,14.2,22,6.79,44,13.58,39,12.04,18,5.56,43054
43,55,440,98,22.27,50,11.36,57,12.95,49,11.14,52,11.82,84,19.09,9,2.05,43055
43,56,269,54,20.07,39,14.5,48,17.84,34,12.64,39,14.5,19,7.06,19,7.06,43056
43,57,368,90,24.46,53,14.4,53,14.4,35,9.51,61,16.58,33,8.97,19,5.16,43057
43,58,404,88,21.78,57,14.11,76,18.81,46,11.39,57,14.11,24,5.94,25,6.19,43058
43,59,455,101,22.2,70,15.38,90,19.78,47,10.33,51,11.21,23,5.05,31,6.81,43059
44,1,465,95,20.43,72,15.48,83,17.85,78,16.77,49,10.54,40,8.6,17,3.66,44001
44,2,432,80,18.52,66,15.28,82,18.98,69,15.97,52,12.04,31,7.18,26,6.02,44002
44,3,588,120,20.41,102,17.35,113,19.22,87,14.8,64,10.88,35,5.95,20,3.4,44003
44,4,580,98,16.9,104,17.93,109,18.79,85,14.66,64,11.03,54,9.31,25,4.31,44004
44,5,602,126,20.93,91,15.12,117,19.44,67,11.13,74,12.29,45,7.48,35,5.81,44005
44,6,541,105,19.41,74,13.68,92,17.01,76,14.05,76,14.05,42,7.76,34,6.28,44006
44,7,527,108,20.49,78,14.8,109,20.68,91,17.27,48,9.11,28,5.31,23,4.36,44007
44,8,247,51,20.65,39,15.79,44,17.81,29,11.74,28,11.34,21,8.5,16,6.48,44008
44,9,344,64,18.6,51,14.83,59,17.15,52,15.12,46,13.37,27,7.85,25,7.27,44009
44,10,364,72,19.78,64,17.58,55,15.11,60,16.48,37,10.16,30,8.24,27,7.42,44010
44,11,479,96,20.04,72,15.03,76,15.87,81,16.91,72,15.03,35,7.31,23,4.8,44011
44,12,397,62,15.62,64,16.12,69,17.38,71,17.88,50,12.59,26,6.55,26,6.55,44012
44,13,366,84,22.95,58,15.85,54,14.75,64,17.49,44,12.02,19,5.19,19,5.19,44013
44,14,501,99,19.76,73,14.57,82,16.37,59,11.78,77,15.37,41,8.18,36,7.19,44014
