ward,precinct,total,E. Madeline O'Neill,E. Madeline O'Neill Percent,Joan Powell,Joan Powell Percent,Patrick Dennis Riley,Patrick Dennis Riley Percent,precinct_id
41,8,196,56,28.57,63,32.14,47,23.98,41008
41,9,204,62,30.39,72,35.29,46,22.55,41009
41,10,155,45,29.03,57,36.77,31,20.0,41010
41,11,212,56,26.42,65,30.66,56,26.42,41011
41,12,180,47,26.11,76,42.22,40,22.22,41012
41,13,109,31,28.44,33,30.28,32,29.36,41013
41,14,210,51,24.29,88,41.9,38,18.1,41014
41,15,198,48,24.24,65,32.83,47,23.74,41015
41,16,198,65,32.83,67,33.84,43,21.72,41016
41,17,207,56,27.05,76,36.71,44,21.26,41017
41,18,150,40,26.67,61,40.67,26,17.33,41018
41,19,235,61,25.96,102,43.4,41,17.45,41019
41,20,228,45,19.74,80,35.09,62,27.19,41020
41,21,201,58,28.86,69,34.33,51,25.37,41021
41,22,189,52,27.51,74,39.15,44,23.28,41022
41,23,185,48,25.95,72,38.92,43,23.24,41023
41,24,180,53,29.44,73,40.56,36,20.0,41024
41,25,68,28,41.18,18,26.47,18,26.47,41025
41,26,92,29,31.52,36,39.13,18,19.57,41026
41,27,57,12,21.05,18,31.58,18,31.58,41027
41,28,168,51,30.36,66,39.29,37,22.02,41028
41,29,97,44,45.36,21,21.65,24,24.74,41029
41,30,233,76,32.62,74,31.76,58,24.89,41030
41,31,224,59,26.34,65,29.02,60,26.79,41031
41,32,135,35,25.93,53,39.26,27,20.0,41032
41,33,154,46,29.87,45,29.22,40,25.97,41033
41,34,133,37,27.82,40,30.08,30,22.56,41034
41,35,202,60,29.7,64,31.68,51,25.25,41035
41,36,200,71,35.5,70,35.0,37,18.5,41036
41,37,204,61,29.9,57,27.94,54,26.47,41037
41,38,218,67,30.73,70,32.11,50,22.94,41038
41,39,136,32,23.53,56,41.18,27,19.85,41039
41,40,225,57,25.33,72,32.0,53,23.56,41040
41,41,189,58,30.69,65,34.39,46,24.34,41041
41,42,233,69,29.61,55,23.61,72,30.9,41042
41,43,194,59,30.41,78,40.21,33,17.01,41043
41,44,183,43,23.5,88,48.09,31,16.94,41044
41,45,170,54,31.76,57,33.53,39,22.94,41045
41,46,161,54,33.54,41,25.47,41,25.47,41046
41,47,174,43,24.71,68,39.08,38,21.84,41047
41,48,122,46,37.7,43,35.25,24,19.67,41048
41,49,238,61,25.63,77,32.35,56,23.53,41049
41,50,220,59,26.82,69,31.36,61,27.73,41050
41,51,149,40,26.85,50,33.56,40,26.85,41051
41,52,263,80,30.42,107,40.68,40,15.21,41052
41,53,198,68,34.34,61,30.81,44,22.22,41053
41,54,154,30,19.48,69,44.81,33,21.43,41054
41,55,161,55,34.16,48,29.81,33,20.5,41055
41,56,247,73,29.55,76,30.77,57,23.08,41056
41,57,158,40,25.32,70,44.3,36,22.78,41057
42,1,174,52,29.89,83,47.7,28,16.09,42001
42,2,104,32,30.77,48,46.15,16,15.38,42002
42,3,123,43,34.96,42,34.15,29,23.58,42003
42,4,141,33,23.4,84,59.57,18,12.77,42004
42,5,140,26,18.57,76,54.29,32,22.86,42005
42,6,299,65,21.74,155,51.84,59,19.73,42006
42,7,133,34,25.56,67,50.38,26,19.55,42007
42,8,179,36,20.11,96,53.63,33,18.44,42008
42,9,296,83,28.04,152,51.35,44,14.86,42009
42,10,114,35,30.7,60,52.63,12,10.53,42010
42,11,155,39,25.16,88,56.77,22,14.19,42011
42,12,116,23,19.83,71,61.21,20,17.24,42012
42,13,245,52,21.22,149,60.82,30,12.24,42013
42,14,160,44,27.5,80,50.0,27,16.88,42014
42,15,173,40,23.12,97,56.07,24,13.87,42015
42,16,91,24,26.37,53,58.24,10,10.99,42016
42,17,303,77,25.41,144,47.52,61,20.13,42017
42,18,225,64,28.44,114,50.67,37,16.44,42018
42,19,67,19,28.36,34,50.75,9,13.43,42019
42,20,96,33,34.38,34,35.42,20,20.83,42020
42,21,108,28,25.93,54,50.0,17,15.74,42021
42,22,101,26,25.74,56,55.45,14,13.86,42022
42,23,189,32,16.93,121,64.02,29,15.34,42023
42,24,153,47,30.72,73,47.71,25,16.34,42024
42,25,135,31,22.96,66,48.89,34,25.19,42025
42,26,175,52,29.71,73,41.71,46,26.29,42026
42,27,203,54,26.6,89,43.84,49,24.14,42027
42,28,164,44,26.83,80,48.78,25,15.24,42028
42,29,161,31,19.25,105,65.22,19,11.8,42029
42,30,95,27,28.42,46,48.42,17,17.89,42030
42,31,102,32,31.37,53,51.96,13,12.75,42031
42,32,96,21,21.88,55,57.29,15,15.63,42032
42,33,220,49,22.27,128,58.18,26,11.82,42033
42,34,156,39,25.0,84,53.85,21,13.46,42034
42,35,113,20,17.7,76,67.26,11,9.73,42035
42,36,119,39,32.77,53,44.54,22,18.49,42036
42,37,114,23,20.18,68,59.65,17,14.91,42037
42,38,86,15,17.44,50,58.14,19,22.09,42038
42,39,110,25,22.73,63,57.27,12,10.91,42039
42,40,154,29,18.83,94,61.04,27,17.53,42040
42,41,190,48,25.26,92,48.42,33,17.37,42041
42,42,86,15,17.44,50,58.14,12,13.95,42042
42,43,148,26,17.57,94,63.51,21,14.19,42043
42,44,219,78,35.62,86,39.27,38,17.35,42044
42,45,144,36,25.0,77,53.47,22,15.28,42045
42,46,114,38,33.33,47,41.23,21,18.42,42046
42,47,100,22,22.0,59,59.0,11,11.0,42047
42,48,115,26,22.61,70,60.87,17,14.78,42048
42,49,43,14,32.56,14,32.56,10,23.26,42049
42,50,116,26,22.41,68,58.62,14,12.07,42050
42,51,166,36,21.69,89,53.61,34,20.48,42051
42,52,84,29,34.52,34,40.48,19,22.62,42052
42,53,157,40,25.48,80,50.96,28,17.83,42053
42,54,130,43,33.08,55,42.31,20,15.38,42054
42,55,165,58,35.15,76,46.06,24,14.55,42055
42,56,158,45,28.48,79,50.0,25,15.82,42056
42,57,129,45,34.88,49,37.98,29,22.48,42057
42,58,74,22,29.73,35,47.3,14,18.92,42058
42,59,196,56,28.57,94,47.96,36,18.37,42059
42,60,84,28,33.33,34,40.48,14,16.67,42060
42,61,84,24,28.57,48,57.14,8,9.52,42061
42,62,88,22,25.0,45,51.14,18,20.45,42062
42,63,144,28,19.44,86,59.72,19,13.19,42063
42,64,62,24,38.71,23,37.1,9,14.52,42064
42,65,135,31,22.96,80,59.26,17,12.59,42065
42,66,160,43,26.88,76,47.5,32,20.0,42066
42,67,254,71,27.95,124,48.82,45,17.72,42067
42,68,128,38,29.69,62,48.44,16,12.5,42068
42,69,138,43,31.16,64,46.38,24,17.39,42069
43,1,208,51,24.52,108,51.92,30,14.42,43001
43,2,149,36,24.16,79,53.02,20,13.42,43002
43,3,178,37,20.79,103,57.87,20,11.24,43003
43,4,197,54,27.41,83,42.13,41,20.81,43004
43,5,154,47,30.52,78,50.65,16,10.39,43005
43,6,115,36,31.3,56,48.7,17,14.78,43006
43,7,161,45,27.95,80,49.69,23,14.29,43007
43,8,189,56,29.63,100,52.91,26,13.76,43008
43,9,147,41,27.89,79,53.74,18,12.24,43009
43,10,136,29,21.32,73,53.68,20,14.71,43010
43,11,128,35,27.34,63,49.22,23,17.97,43011
43,12,183,55,30.05,92,50.27,30,16.39,43012
43,13,77,23,29.87,38,49.35,11,14.29,43013
43,14,121,34,28.1,69,57.02,14,11.57,43014
43,15,127,29,22.83,75,59.06,15,11.81,43015
43,16,144,26,18.06,88,61.11,24,16.67,43016
43,17,160,32,20.0,101,63.13,14,8.75,43017
43,18,180,38,21.11,108,60.0,21,11.67,43018
43,19,124,25,20.16,61,49.19,27,21.77,43019
43,20,179,49,27.37,98,54.75,20,11.17,43020
43,21,177,46,25.99,101,57.06,20,11.3,43021
43,22,106,32,30.19,47,44.34,19,17.92,43022
43,23,162,44,27.16,95,58.64,15,9.26,43023
43,24,166,43,25.9,74,44.58,37,22.29,43024
43,25,185,57,30.81,92,49.73,28,15.14,43025
43,26,113,28,24.78,63,55.75,16,14.16,43026
43,27,125,43,34.4,56,44.8,16,12.8,43027
43,28,179,50,27.93,85,47.49,28,15.64,43028
43,29,138,44,31.88,66,47.83,18,13.04,43029
43,30,116,41,35.34,44,37.93,19,16.38,43030
43,31,180,50,27.78,99,55.0,26,14.44,43031
43,32,140,30,21.43,83,59.29,14,10.0,43032
43,33,93,32,34.41,41,44.09,15,16.13,43033
43,34,85,29,34.12,32,37.65,16,18.82,43034
43,35,164,38,23.17,95,57.93,23,14.02,43035
43,36,138,38,27.54,71,51.45,19,13.77,43036
43,37,124,38,30.65,57,45.97,21,16.94,43037
43,38,136,47,34.56,64,47.06,20,14.71,43038
43,39,101,23,22.77,58,57.43,12,11.88,43039
43,40,69,22,31.88,27,39.13,15,21.74,43040
43,41,86,23,26.74,45,52.33,11,12.79,43041
43,42,116,24,20.69,67,57.76,19,16.38,43042
43,43,123,33,26.83,65,52.85,13,10.57,43043
43,44,150,52,34.67,71,47.33,18,12.0,43044
43,45,36,12,33.33,17,47.22,5,13.89,43045
43,46,156,29,18.59,86,55.13,26,16.67,43046
43,47,142,41,28.87,69,48.59,16,11.27,43047
43,48,160,47,29.38,77,48.13,29,18.13,43048
43,49,143,46,32.17,67,46.85,19,13.29,43049
43,50,109,32,29.36,60,55.05,11,10.09,43050
43,51,196,69,35.2,77,39.29,36,18.37,43051
43,52,117,38,32.48,53,45.3,18,15.38,43052
43,53,185,54,29.19,83,44.86,36,19.46,43053
43,54,120,30,25.0,58,48.33,21,17.5,43054
43,55,167,41,24.55,101,60.48,20,11.98,43055
43,56,95,21,22.11,42,44.21,27,28.42,43056
43,57,114,45,39.47,45,39.47,21,18.42,43057
43,58,127,40,31.5,68,53.54,12,9.45,43058
43,59,155,34,21.94,88,56.77,21,13.55,43059
44,1,156,34,21.79,78,50.0,32,20.51,44001
44,2,140,33,23.57,68,48.57,28,20.0,44002
44,3,193,46,23.83,127,65.8,17,8.81,44003
44,4,171,44,25.73,98,57.31,19,11.11,44004
44,5,213,54,25.35,108,50.7,36,16.9,44005
44,6,178,60,33.71,86,48.31,19,10.67,44006
44,7,166,38,22.89,98,59.04,22,13.25,44007
44,8,82,20,24.39,39,47.56,17,20.73,44008
44,9,110,35,31.82,59,53.64,12,10.91,44009
44,10,119,34,28.57,61,51.26,20,16.81,44010
44,11,150,56,37.33,71,47.33,16,10.67,44011
44,12,128,31,24.22,61,47.66,25,19.53,44012
44,13,117,31,26.5,47,40.17,22,18.8,44013
44,14,175,58,33.14,80,45.71,21,12.0,44014
44,15,208,58,27.88,100,48.08,31,14.9,44015
44,16,173,54,31.21,86,49.71,21,12.14,44016
44,17,193,46,23.83,112,58.03,22,11.4,44017
44,18,124,39,31.45,55,44.35,23,18.55,44018
44,19,97,36,37.11,40,41.24,14,14.43,44019
44,20,155,45,29.03,67,43.23,31,20.0,44020
44,21,205,84,40.98,81,39.51,29,14.15,44021
44,22,207,65,31.4,103,49.76,25,12.08,44022
44,23,160,54,33.75,84,52.5,16,10.0,44023
44,24,99,27,27.27,52,52.53,13,13.13,44024
44,25,149,47,31.54,64,42.95,24,16.11,44025
44,26,144,43,29.86,73,50.69,20,13.89,44026
44,27,202,49,24.26,108,53.47,36,17.82,44027
44,28,134,40,29.85,60,44.78,23,17.16,44028
44,29,185,55,29.73,93,50.27,28,15.14,44029
44,30,165,57,34.55,81,49.09,19,11.52,44030
44,31,153,44,28.76,75,49.02,22,14.38,44031
44,32,121,27,22.31,70,57.85,16,13.22,44032
44,33,234,75,32.05,90,38.46,48,20.51,44033
44,34,116,40,34.48,51,43.97,16,13.79,44034
44,35,131,36,27.48,66,50.38,19,14.5,44035
44,36,151,49,32.45,71,47.02,25,16.56,44036
44,37,222,70,31.53,114,51.35,23,10.36,44037
44,38,152,47,30.92,72,47.37,27,17.76,44038
44,39,175,48,27.43,83,47.43,35,20.0,44039
44,40,160,37,23.13,96,60.0,21,13.13,44040
44,41,135,39,28.89,62,45.93,23,17.04,44041
44,42,216,50,23.15,113,52.31,39,18.06,44042
44,43,187,50,26.74,95,50.8,29,15.51,44043
44,44,213,61,28.64,106,49.77,29,13.62,44044
44,45,185,57,30.81,76,41.08,27,14.59,44045
44,46,121,29,23.97,73,60.33,13,10.74,44046
44,47,195,54,27.69,99,50.77,30,15.38,44047
44,48,109,26,23.85,63,57.8,12,11.01,44048
44,49,261,63,24.14,156,59.77,25,9.58,44049
44,50,148,45,30.41,58,39.19,26,17.57,44050
44,51,120,41,34.17,48,40.0,23,19.17,44051
45,1,162,55,33.95,68,41.98,30,18.52,45001
45,2,209,54,25.84,87,41.63,44,21.05,45002
45,3,242,59,24.38,124,51.24,37,15.29,45003
45,4,213,49,23.0,80,37.56,53,24.88,45004
45,5,192,52,27.08,85,44.27,27,14.06,45005
45,6,178,38,21.35,88,49.44,33,18.54,45006
45,7,164,49,29.88,69,42.07,33,20.12,45007
45,8,148,47,31.76,44,29.73,47,31.76,45008
45,9,169,42,24.85,69,40.83,38,22.49,45009
45,10,204,64,31.37,71,34.8,46,22.55,45010
45,11,163,44,26.99,57,34.97,38,23.31,45011
45,12,206,68,33.01,81,39.32,40,19.42,45012
45,13,211,57,27.01,92,43.6,45,21.33,45013
45,14,213,57,26.76,86,40.38,43,20.19,45014
45,15,207,52,25.12,73,35.27,61,29.47,45015
45,16,202,50,24.75,105,51.98,32,15.84,45016
45,17,160,47,29.38,59,36.88,35,21.88,45017
45,18,183,38,20.77,88,48.09,40,21.86,45018
45,19,180,45,25.0,90,50.0,21,11.67,45019
45,20,173,57,32.95,69,39.88,36,20.81,45020
45,21,176,47,26.7,72,40.91,36,20.45,45021
45,22,153,41,26.8,72,47.06,28,18.3,45022
45,23,205,65,31.71,87,42.44,30,14.63,45023
45,24,225,60,26.67,105,46.67,43,19.11,45024
45,25,196,53,27.04,80,40.82,43,21.94,45025
45,26,226,58,25.66,104,46.02,42,18.58,45026
45,27,174,42,24.14,76,43.68,44,25.29,45027
45,28,186,53,28.49,71,38.17,49,26.34,45028
45,29,182,55,30.22,74,40.66,38,20.88,45029
45,30,167,42,25.15,69,41.32,34,20.36,45030
45,31,187,69,36.9,68,36.36,35,18.72,45031
45,32,118,41,34.75,34,28.81,24,20.34,45032
45,33,170,41,24.12,69,40.59,35,20.59,45033
45,34,139,42,30.22,47,33.81,34,24.46,45034
45,35,161,35,21.74,80,49.69,31,19.25,45035
45,36,156,46,29.49,78,50.0,20,12.82,45036
45,37,190,45,23.68,98,51.58,33,17.37,45037
45,38,215,62,28.84,89,41.4,44,20.47,45038
45,39,205,56,27.32,82,40.0,46,22.44,45039
45,40,234,58,24.79,112,47.86,41,17.52,45040
45,41,134,44,32.84,51,38.06,27,20.15,45041
45,42,181,41,22.65,78,43.09,43,23.76,45042
45,43,162,53,32.72,59,36.42,34,20.99,45043
45,44,207,77,37.2,75,36.23,40,19.32,45044
45,45,131,43,32.82,52,39.69,27,20.61,45045
45,46,202,50,24.75,98,48.51,38,18.81,45046
45,47,202,69,34.16,82,40.59,33,16.34,45047
45,48,168,57,33.93,69,41.07,27,16.07,45048
45,49,191,43,22.51,84,43.98,38,19.9,45049
45,50,140,45,32.14,52,37.14,33,23.57,45050
45,51,163,39,23.93,73,44.79,31,19.02,45051
45,52,183,54,29.51,85,46.45,29,15.85,45052
45,53,147,42,28.57,56,38.1,32,21.77,45053
46,1,284,84,29.58,134,47.18,47,16.55,46001
46,2,211,61,28.91,113,53.55,23,10.9,46002
46,3,207,59,28.5,102,49.28,31,14.98,46003
46,4,171,52,30.41,74,43.27,31,18.13,46004
46,5,136,41,30.15,66,48.53,22,16.18,46005
46,6,208,60,28.85,92,44.23,41,19.71,46006
46,7,100,26,26.0,58,58.0,7,7.0,46007
46,8,194,61,31.44,85,43.81,35,18.04,46008
46,9,184,62,33.7,70,38.04,41,22.28,46009
46,10,162,51,31.48,67,41.36,34,20.99,46010
46,11,192,57,29.69,91,47.4,32,16.67,46011
46,12,168,50,29.76,82,48.81,30,17.86,46012
46,13,170,42,24.71,88,51.76,30,17.65,46013
46,14,151,51,33.77,83,54.97,12,7.95,46014
46,15,196,51,26.02,106,54.08,28,14.29,46015
46,16,134,43,32.09,65,48.51,17,12.69,46016
46,17,244,59,24.18,130,53.28,33,13.52,46017
46,18,198,44,22.22,114,57.58,28,14.14,46018
46,19,215,73,33.95,115,53.49,15,6.98,46019
46,20,143,33,23.08,65,45.45,29,20.28,46020
46,21,78,18,23.08,38,48.72,15,19.23,46021
46,22,112,32,28.57,53,47.32,19,16.96,46022
46,23,141,38,26.95,59,41.84,34,24.11,46023
46,24,147,41,27.89,72,48.98,21,14.29,46024
46,25,195,57,29.23,73,37.44,40,20.51,46025
46,26,193,47,24.35,99,51.3,35,18.13,46026
46,27,218,58,26.61,101,46.33,42,19.27,46027
46,28,191,69,36.13,86,45.03,32,16.75,46028
46,29,177,47,26.55,95,53.67,23,12.99,46029
46,30,214,65,30.37,91,42.52,39,18.22,46030
46,31,203,54,26.6,114,56.16,23,11.33,46031
46,32,101,31,30.69,47,46.53,18,17.82,46032
46,33,221,63,28.51,111,50.23,27,12.22,46033
46,34,169,39,23.08,94,55.62,27,15.98,46034
46,35,207,63,30.43,91,43.96,39,18.84,46035
46,36,187,52,27.81,92,49.2,28,14.97,46036
46,37,135,41,30.37,60,44.44,27,20.0,46037
46,38,145,41,28.28,68,46.9,26,17.93,46038
46,39,188,39,20.74,110,58.51,27,14.36,46039
46,40,136,42,30.88,63,46.32,21,15.44,46040
46,41,156,45,28.85,66,42.31,32,20.51,46041
46,42,173,46,26.59,79,45.66,36,20.81,46042
46,43,248,68,27.42,138,55.65,31,12.5,46043
46,44,156,49,31.41,63,40.38,30,19.23,46044
46,45,215,55,25.58,120,55.81,21,9.77,46045
46,46,161,44,27.33,62,38.51,45,27.95,46046
46,47,90,24,26.67,41,45.56,14,15.56,46047
47,1,212,57,26.89,99,46.7,36,16.98,47001
47,2,157,31,19.75,73,46.5,34,21.66,47002
47,3,168,52,30.95,76,45.24,29,17.26,47003
47,4,224,52,23.21,125,55.8,33,14.73,47004
47,5,193,48,24.87,110,56.99,18,9.33,47005
47,6,232,55,23.71,136,58.62,28,12.07,47006
47,7,186,45,24.19,101,54.3,24,12.9,47007
47,8,254,47,18.5,175,68.9,24,9.45,47008
47,9,171,44,25.73,82,47.95,28,16.37,47009
47,10,154,43,27.92,80,51.95,23,14.94,47010
47,11,371,77,20.75,231,62.26,49,13.21,47011
47,12,167,45,26.95,85,50.9,22,13.17,47012
47,13,273,66,24.18,161,58.97,27,9.89,47013
47,14,150,58,38.67,61,40.67,21,14.0,47014
47,15,236,66,27.97,126,53.39,29,12.29,47015
47,16,195,50,25.64,103,52.82,27,13.85,47016
47,17,198,35,17.68,103,52.02,41,20.71,47017
47,18,230,57,24.78,126,54.78,32,13.91,47018
47,19,232,58,25.0,120,51.72,38,16.38,47019
47,20,216,57,26.39,115,53.24,35,16.2,47020
47,21,200,57,28.5,115,57.5,23,11.5,47021
47,22,188,60,31.91,92,48.94,25,13.3,47022
47,23,109,31,28.44,64,58.72,11,10.09,47023
47,24,205,56,27.32,103,50.24,31,15.12,47024
47,25,206,48,23.3,119,57.77,27,13.11,47025
47,26,309,81,26.21,167,54.05,43,13.92,47026
47,27,171,60,35.09,83,48.54,24,14.04,47027
47,28,297,80,26.94,162,54.55,35,11.78,47028
47,29,222,50,22.52,133,59.91,26,11.71,47029
47,30,239,70,29.29,127,53.14,33,13.81,47030
47,31,204,69,33.82,101,49.51,25,12.25,47031
47,32,239,55,23.01,145,60.67,30,12.55,47032
47,33,201,43,21.39,128,63.68,18,8.96,47033
47,34,260,60,23.08,149,57.31,33,12.69,47034
47,35,267,74,27.72,142,53.18,37,13.86,47035
47,36,290,86,29.66,143,49.31,41,14.14,47036
47,37,222,63,28.38,118,53.15,29,13.06,47037
47,38,222,55,24.77,118,53.15,36,16.22,47038
47,39,204,66,32.35,98,48.04,31,15.2,47039
47,40,186,51,27.42,109,58.6,16,8.6,47040
47,41,350,78,22.29,223,63.71,35,10.0,47041
47,42,166,56,33.73,86,51.81,16,9.64,47042
47,43,134,35,26.12,71,52.99,18,13.43,47043
47,44,229,75,32.75,105,45.85,43,18.78,47044
47,45,191,58,30.37,101,52.88,24,12.57,47045
47,46,149,39,26.17,77,51.68,23,15.44,47046
47,47,182,53,29.12,90,49.45,25,13.74,47047
47,48,35,7,20.0,20,57.14,7,20.0,47048
47,49,112,33,29.46,53,47.32,19,16.96,47049
47,50,130,39,30.0,66,50.77,18,13.85,47050
47,51,127,52,40.94,46,36.22,16,12.6,47051
47,52,98,22,22.45,46,46.94,18,18.37,47052
48,1,186,52,27.96,86,46.24,33,17.74,48001
48,2,152,42,27.63,79,51.97,22,14.47,48002
48,3,192,60,31.25,90,46.88,32,16.67,48003
48,4,181,42,23.2,100,55.25,20,11.05,48004
48,5,164,40,24.39,87,53.05,26,15.85,48005
48,6,202,50,24.75,107,52.97,34,16.83,48006
48,7,143,43,30.07,76,53.15,19,13.29,48007
48,8,138,40,28.99,65,47.1,25,18.12,48008
48,9,172,44,25.58,89,51.74,28,16.28,48009
48,10,93,26,27.96,54,58.06,7,7.53,48010
48,11,201,55,27.36,118,58.71,22,10.95,48011
48,12,181,50,27.62,95,52.49,28,15.47,48012
48,13,163,44,26.99,86,52.76,27,16.56,48013
48,14,206,71,34.47,74,35.92,33,16.02,48014
48,15,133,35,26.32,53,39.85,31,23.31,48015
48,16,145,44,30.34,65,44.83,19,13.1,48016
48,17,196,55,28.06,105,53.57,25,12.76,48017
48,18,142,43,30.28,70,49.3,24,16.9,48018
48,19,151,30,19.87,89,58.94,21,13.91,48019
48,20,116,28,24.14,72,62.07,12,10.34,48020
48,21,186,61,32.8,84,45.16,25,13.44,48021
48,22,259,64,24.71,136,52.51,47,18.15,48022
48,23,148,46,31.08,72,48.65,19,12.84,48023
48,24,150,36,24.0,74,49.33,24,16.0,48024
48,25,216,80,37.04,97,44.91,32,14.81,48025
48,26,177,46,25.99,88,49.72,34,19.21,48026
48,27,112,33,29.46,51,45.54,19,16.96,48027
48,28,149,30,20.13,94,63.09,21,14.09,48028
48,29,143,37,25.87,74,51.75,21,14.69,48029
48,30,174,45,25.86,100,57.47,17,9.77,48030
48,31,155,37,23.87,76,49.03,35,22.58,48031
48,32,148,55,37.16,60,40.54,26,17.57,48032
48,33,142,48,33.8,62,43.66,22,15.49,48033
48,34,181,52,28.73,91,50.28,29,16.02,48034
48,35,79,23,29.11,32,40.51,14,17.72,48035
48,36,171,48,28.07,84,49.12,28,16.37,48036
48,37,144,51,35.42,68,47.22,16,11.11,48037
48,38,204,57,27.94,107,52.45,34,16.67,48038
48,39,145,43,29.66,67,46.21,25,17.24,48039
48,40,131,37,28.24,72,54.96,17,12.98,48040
48,41,147,47,31.97,63,42.86,27,18.37,48041
48,42,140,36,25.71,80,57.14,18,12.86,48042
48,43,224,51,22.77,128,57.14,29,12.95,48043
48,44,197,67,34.01,97,49.24,22,11.17,48044
48,45,129,37,28.68,68,52.71,13,10.08,48045
48,46,143,35,24.48,64,44.76,33,23.08,48046
48,47,174,62,35.63,83,47.7,24,13.79,48047
48,48,184,48,26.09,89,48.37,32,17.39,48048
48,49,66,29,43.94,24,36.36,10,15.15,48049
48,50,201,56,27.86,101,50.25,32,15.92,48050
48,51,240,59,24.58,136,56.67,27,11.25,48051
48,52,123,36,29.27,60,48.78,24,19.51,48052
48,53,93,27,29.03,46,49.46,14,15.05,48053
48,54,150,44,29.33,70,46.67,33,22.0,48054
49,1,189,77,40.74,69,36.51,34,17.99,49001
49,2,257,97,37.74,115,44.75,28,10.89,49002
49,3,129,51,39.53,58,44.96,13,10.08,49003
49,4,95,35,36.84,34,35.79,19,20.0,49004
49,5,192,79,41.15,67,34.9,32,16.67,49005
49,6,204,81,39.71,94,46.08,23,11.27,49006
49,7,143,58,40.56,60,41.96,20,13.99,49007
49,8,192,69,35.94,82,42.71,30,15.63,49008
49,9,155,61,39.35,67,43.23,22,14.19,49009
49,10,154,71,46.1,49,31.82,26,16.88,49010
49,11,123,41,33.33,52,42.28,21,17.07,49011
49,12,192,81,42.19,70,36.46,24,12.5,49012
49,13,208,83,39.9,94,45.19,23,11.06,49013
49,14,163,57,34.97,74,45.4,23,14.11,49014
49,15,144,52,36.11,56,38.89,28,19.44,49015
49,16,120,50,41.67,44,36.67,15,12.5,49016
49,17,23,10,43.48,10,43.48,1,4.35,49017
49,18,119,42,35.29,51,42.86,14,11.76,49018
49,19,171,71,41.52,66,38.6,24,14.04,49019
49,20,182,67,36.81,80,43.96,26,14.29,49020
49,21,72,31,43.06,24,33.33,15,20.83,49021
49,22,157,75,47.77,57,36.31,13,8.28,49022
49,23,146,65,44.52,56,38.36,18,12.33,49023
49,24,199,63,31.66,115,57.79,11,5.53,49024
49,25,201,90,44.78,85,42.29,18,8.96,49025
49,26,142,65,45.77,48,33.8,17,11.97,49026
49,27,233,106,45.49,90,38.63,28,12.02,49027
49,28,172,64,37.21,71,41.28,25,14.53,49028
49,29,211,104,49.29,62,29.38,34,16.11,49029
49,30,184,68,36.96,72,39.13,29,15.76,49030
49,31,127,52,40.94,51,40.16,18,14.17,49031
49,32,108,44,40.74,37,34.26,21,19.44,49032
49,33,145,47,32.41,66,45.52,19,13.1,49033
49,34,169,78,46.15,63,37.28,21,12.43,49034
49,35,227,86,37.89,102,44.93,25,11.01,49035
49,36,226,100,44.25,93,41.15,24,10.62,49036
49,37,246,110,44.72,92,37.4,27,10.98,49037
49,38,150,71,47.33,54,36.0,15,10.0,49038
49,39,165,70,42.42,64,38.79,23,13.94,49039
49,40,147,54,36.73,60,40.82,25,17.01,49040
49,41,155,54,34.84,72,46.45,20,12.9,49041
49,42,209,86,41.15,82,39.23,30,14.35,49042
50,1,202,53,26.24,114,56.44,26,12.87,50001
50,2,199,63,31.66,80,40.2,41,20.6,50002
50,3,151,45,29.8,83,54.97,16,10.6,50003
50,4,161,44,27.33,80,49.69,21,13.04,50004
50,5,143,27,18.88,77,53.85,27,18.88,50005
50,6,121,46,38.02,48,39.67,16,13.22,50006
50,7,223,64,28.7,102,45.74,41,18.39,50007
50,8,156,53,33.97,61,39.1,30,19.23,50008
50,9,131,29,22.14,66,50.38,23,17.56,50009
50,10,90,18,20.0,49,54.44,20,22.22,50010
50,11,151,31,20.53,83,54.97,26,17.22,50011
50,12,89,26,29.21,44,49.44,7,7.87,50012
50,13,157,40,25.48,72,45.86,33,21.02,50013
50,14,86,21,24.42,42,48.84,9,10.47,50014
50,15,211,45,21.33,117,55.45,38,18.01,50015
50,16,83,15,18.07,50,60.24,11,13.25,50016
50,17,118,37,31.36,52,44.07,24,20.34,50017
50,18,119,37,31.09,51,42.86,21,17.65,50018
50,19,125,36,28.8,56,44.8,25,20.0,50019
50,20,145,41,28.28,68,46.9,27,18.62,50020
50,21,163,40,24.54,85,52.15,25,15.34,50021
50,22,173,51,29.48,75,43.35,34,19.65,50022
50,23,133,40,30.08,55,41.35,27,20.3,50023
50,24,148,50,33.78,64,43.24,22,14.86,50024
50,25,142,48,33.8,69,48.59,22,15.49,50025
50,26,107,40,37.38,41,38.32,19,17.76,50026
50,27,69,23,33.33,31,44.93,12,17.39,50027
50,28,140,47,33.57,55,39.29,25,17.86,50028
50,29,170,59,34.71,70,41.18,27,15.88,50029
50,30,131,29,22.14,72,54.96,20,15.27,50030
50,31,43,11,25.58,23,53.49,5,11.63,50031
50,32,177,73,41.24,62,35.03,29,16.38,50032
50,33,121,41,33.88,56,46.28,21,17.36,50033
50,34,129,44,34.11,51,39.53,23,17.83,50034
50,35,211,64,30.33,105,49.76,31,14.69,50035
50,36,155,41,26.45,79,50.97,21,13.55,50036
50,37,162,63,38.89,67,41.36,20,12.35,50037
50,38,125,36,28.8,62,49.6,13,10.4,50038
