ward,precinct,total,Mary E. Flowers,Mary E. Flowers Percent,precinct_id
6,11,36,36,100.0,06011
6,12,3,3,100.0,06012
6,19,298,298,100.0,06019
6,32,27,27,100.0,06032
6,42,123,123,100.0,06042
6,49,276,276,100.0,06049
17,2,190,190,100.0,17002
17,3,130,130,100.0,17003
17,4,285,285,100.0,17004
17,5,151,151,100.0,17005
17,7,213,213,100.0,17007
17,9,130,130,100.0,17009
17,10,186,186,100.0,17010
17,11,155,155,100.0,17011
17,12,252,252,100.0,17012
17,15,183,183,100.0,17015
17,18,208,208,100.0,17018
17,20,187,187,100.0,17020
17,21,244,244,100.0,17021
17,22,195,195,100.0,17022
17,23,126,126,100.0,17023
17,24,189,189,100.0,17024
17,25,116,116,100.0,17025
17,26,217,217,100.0,17026
17,27,258,258,100.0,17027
17,28,160,160,100.0,17028
17,29,202,202,100.0,17029
17,30,198,198,100.0,17030
17,31,170,170,100.0,17031
17,32,203,203,100.0,17032
17,33,165,165,100.0,17033
17,35,116,116,100.0,17035
17,37,170,170,100.0,17037
17,38,176,176,100.0,17038
17,40,95,95,100.0,17040
17,44,127,127,100.0,17044
17,47,113,113,100.0,17047
17,48,211,211,100.0,17048
17,50,165,165,100.0,17050
17,51,219,219,100.0,17051
17,52,249,249,100.0,17052
17,53,173,173,100.0,17053
17,54,221,221,100.0,17054
17,55,168,168,100.0,17055
17,56,69,69,100.0,17056
17,57,217,217,100.0,17057
17,61,177,177,100.0,17061
18,3,144,144,100.0,18003
18,4,291,291,100.0,18004
18,6,178,178,100.0,18006
18,7,202,202,100.0,18007
18,8,110,110,100.0,18008
18,9,247,247,100.0,18009
18,10,392,392,100.0,18010
18,12,316,316,100.0,18012
18,13,280,280,100.0,18013
18,14,317,317,100.0,18014
18,16,279,279,100.0,18016
18,18,215,215,100.0,18018
18,20,251,251,100.0,18020
18,22,312,312,100.0,18022
18,28,169,169,100.0,18028
18,35,337,337,100.0,18035
18,36,179,179,100.0,18036
18,37,213,213,100.0,18037
18,38,305,305,100.0,18038
18,40,329,329,100.0,18040
18,41,195,195,100.0,18041
18,48,132,132,100.0,18048
18,54,256,256,100.0,18054
18,55,182,182,100.0,18055
18,60,307,307,100.0,18060
18,61,277,277,100.0,18061
21,2,256,256,100.0,21002
21,16,227,227,100.0,21016
21,30,162,162,100.0,21030
21,32,226,226,100.0,21032
21,34,282,282,100.0,21034
21,37,206,206,100.0,21037
21,39,196,196,100.0,21039
21,41,181,181,100.0,21041
21,52,251,251,100.0,21052
21,62,242,242,100.0,21062
21,64,120,120,100.0,21064
21,65,287,287,100.0,21065
21,67,228,228,100.0,21067
21,69,180,180,100.0,21069
21,72,244,244,100.0,21072
21,74,91,91,100.0,21074
