ward,precinct,total,Martin A. Sandoval,Martin A. Sandoval Percent,precinct_id
13,3,238,238,100.0,13003
13,18,158,158,100.0,13018
13,20,216,216,100.0,13020
13,31,180,180,100.0,13031
14,1,84,84,100.0,14001
14,2,133,133,100.0,14002
14,3,174,174,100.0,14003
14,4,123,123,100.0,14004
14,5,161,161,100.0,14005
14,6,132,132,100.0,14006
14,9,148,148,100.0,14009
14,11,105,105,100.0,14011
14,13,153,153,100.0,14013
14,15,158,158,100.0,14015
14,24,99,99,100.0,14024
14,25,156,156,100.0,14025
14,27,184,184,100.0,14027
14,28,143,143,100.0,14028
14,32,104,104,100.0,14032
14,34,79,79,100.0,14034
15,1,52,52,100.0,15001
15,10,127,127,100.0,15010
15,16,114,114,100.0,15016
16,17,139,139,100.0,16017
16,32,52,52,100.0,16032
16,39,146,146,100.0,16039
22,2,104,104,100.0,22002
22,3,190,190,100.0,22003
22,4,139,139,100.0,22004
22,5,149,149,100.0,22005
22,6,137,137,100.0,22006
22,10,154,154,100.0,22010
22,12,104,104,100.0,22012
22,13,145,145,100.0,22013
22,14,92,92,100.0,22014
22,16,154,154,100.0,22016
22,17,149,149,100.0,22017
22,18,133,133,100.0,22018
22,20,168,168,100.0,22020
22,23,154,154,100.0,22023
22,24,108,108,100.0,22024
22,25,128,128,100.0,22025
22,26,126,126,100.0,22026
22,27,183,183,100.0,22027
22,28,53,53,100.0,22028
23,5,181,181,100.0,23005
23,6,175,175,100.0,23006
23,7,16,16,100.0,23007
23,9,216,216,100.0,23009
23,10,200,200,100.0,23010
23,14,58,58,100.0,23014
23,24,172,172,100.0,23024
23,25,152,152,100.0,23025
23,29,182,182,100.0,23029
23,31,205,205,100.0,23031
23,32,236,236,100.0,23032
23,33,205,205,100.0,23033
23,37,18,18,100.0,23037
23,41,181,181,100.0,23041
23,50,120,120,100.0,23050
23,51,183,183,100.0,23051
23,53,127,127,100.0,23053
