ward,precinct,total,Michael J. Madigan,Michael J. Madigan Percent,precinct_id
13,1,215,215,100.0,13001
13,2,169,169,100.0,13002
13,4,192,192,100.0,13004
13,5,263,263,100.0,13005
13,6,205,205,100.0,13006
13,7,187,187,100.0,13007
13,8,233,233,100.0,13008
13,9,248,248,100.0,13009
13,10,182,182,100.0,13010
13,11,206,206,100.0,13011
13,12,186,186,100.0,13012
13,13,192,192,100.0,13013
13,14,196,196,100.0,13014
13,15,310,310,100.0,13015
13,16,275,275,100.0,13016
13,17,200,200,100.0,13017
13,19,196,196,100.0,13019
13,21,227,227,100.0,13021
13,22,150,150,100.0,13022
13,23,198,198,100.0,13023
13,24,189,189,100.0,13024
13,25,177,177,100.0,13025
13,26,182,182,100.0,13026
13,27,197,197,100.0,13027
13,28,192,192,100.0,13028
13,29,199,199,100.0,13029
13,30,79,79,100.0,13030
13,31,49,49,100.0,13031
13,32,220,220,100.0,13032
13,33,200,200,100.0,13033
13,34,235,235,100.0,13034
13,35,218,218,100.0,13035
13,36,113,113,100.0,13036
13,37,175,175,100.0,13037
13,38,227,227,100.0,13038
13,39,197,197,100.0,13039
13,40,247,247,100.0,13040
13,41,168,168,100.0,13041
13,42,197,197,100.0,13042
13,43,213,213,100.0,13043
13,44,124,124,100.0,13044
13,45,244,244,100.0,13045
13,46,238,238,100.0,13046
