ward,precinct,total,John A. Fritchey,John A. Fritchey Percent,precinct_id
32,1,193,193,100.0,32001
32,2,157,157,100.0,32002
32,3,137,137,100.0,32003
32,4,163,163,100.0,32004
32,5,112,112,100.0,32005
32,6,163,163,100.0,32006
32,7,138,138,100.0,32007
32,8,208,208,100.0,32008
32,9,249,249,100.0,32009
32,10,179,179,100.0,32010
32,11,133,133,100.0,32011
32,12,104,104,100.0,32012
32,13,88,88,100.0,32013
32,14,127,127,100.0,32014
32,15,137,137,100.0,32015
32,16,147,147,100.0,32016
32,17,164,164,100.0,32017
32,18,133,133,100.0,32018
32,19,165,165,100.0,32019
32,20,151,151,100.0,32020
32,21,166,166,100.0,32021
32,22,225,225,100.0,32022
32,23,164,164,100.0,32023
32,24,158,158,100.0,32024
32,25,149,149,100.0,32025
32,26,130,130,100.0,32026
32,27,158,158,100.0,32027
32,28,140,140,100.0,32028
32,29,152,152,100.0,32029
32,30,170,170,100.0,32030
32,31,179,179,100.0,32031
32,32,149,149,100.0,32032
32,33,97,97,100.0,32033
32,34,174,174,100.0,32034
32,35,196,196,100.0,32035
32,36,165,165,100.0,32036
32,37,156,156,100.0,32037
32,38,196,196,100.0,32038
32,39,171,171,100.0,32039
32,40,221,221,100.0,32040
32,41,180,180,100.0,32041
32,42,213,213,100.0,32042
32,43,168,168,100.0,32043
32,44,124,124,100.0,32044
32,45,171,171,100.0,32045
32,46,66,66,100.0,32046
32,47,198,198,100.0,32047
32,48,197,197,100.0,32048
32,49,115,115,100.0,32049
32,50,193,193,100.0,32050
32,51,181,181,100.0,32051
32,52,91,91,100.0,32052
