ward,precinct,total,Karen A. Yarbrough,Karen A. Yarbrough Percent,precinct_id
28,48,78,78,100.0,28048
28,49,70,70,100.0,28049
29,16,353,353,100.0,29016
29,19,336,336,100.0,29019
29,20,228,228,100.0,29020
29,21,178,178,100.0,29021
29,27,197,197,100.0,29027
