ward,precinct,registered,ballots,turnout,precinct_id
1,1,597,203,34.0,01001
1,2,989,228,23.05,01002
1,3,652,148,22.7,01003
1,4,608,173,28.45,01004
1,5,713,172,24.12,01005
1,6,406,71,17.49,01006
1,7,738,224,30.35,01007
1,8,594,136,22.9,01008
1,9,692,236,34.1,01009
1,10,761,219,28.78,01010
1,11,588,176,29.93,01011
1,12,775,220,28.39,01012
1,13,691,238,34.44,01013
1,14,787,189,24.02,01014
1,15,664,226,34.04,01015
1,16,642,162,25.23,01016
1,17,621,160,25.76,01017
1,18,799,233,29.16,01018
1,19,840,228,27.14,01019
1,20,637,194,30.46,01020
1,21,731,174,23.8,01021
1,22,746,126,16.89,01022
1,23,906,301,33.22,01023
1,24,626,159,25.4,01024
1,25,654,166,25.38,01025
1,26,610,181,29.67,01026
1,27,723,159,21.99,01027
1,28,163,36,22.09,01028
1,29,905,309,34.14,01029
1,30,741,201,27.13,01030
1,31,223,147,65.92,01031
1,32,589,286,48.56,01032
1,33,785,215,27.39,01033
1,34,112,45,40.18,01034
1,35,135,70,51.85,01035
1,36,570,157,27.54,01036
1,37,828,231,27.9,01037
2,1,620,204,32.9,02001
2,2,518,317,61.2,02002
2,3,642,136,21.18,02003
2,4,290,125,43.1,02004
2,5,465,118,25.38,02005
2,6,393,112,28.5,02006
2,7,566,274,48.41,02007
2,8,453,252,55.63,02008
2,9,0,0,0.0,02009
2,10,393,114,29.01,02010
2,11,803,455,56.66,02011
2,12,552,298,53.99,02012
2,13,492,273,55.49,02013
2,14,480,320,66.67,02014
2,15,269,68,25.28,02015
2,16,412,146,35.44,02016
2,17,529,181,34.22,02017
2,18,638,300,47.02,02018
2,19,290,96,33.1,02019
2,20,355,224,63.1,02020
2,21,475,201,42.32,02021
2,22,982,469,47.76,02022
2,23,533,162,30.39,02023
2,24,736,106,14.4,02024
2,25,280,108,38.57,02025
2,26,253,155,61.26,02026
2,27,75,48,64.0,02027
2,28,535,263,49.16,02028
2,29,249,102,40.96,02029
2,30,624,144,23.08,02030
2,31,490,241,49.18,02031
2,32,574,186,32.4,02032
2,33,493,314,63.69,02033
2,34,550,277,50.36,02034
2,35,907,58,6.39,02035
2,36,438,117,26.71,02036
2,37,681,267,39.21,02037
2,38,504,219,43.45,02038
2,39,952,260,27.31,02039
2,40,676,241,35.65,02040
2,41,286,57,19.93,02041
2,42,359,74,20.61,02042
2,43,576,289,50.17,02043
2,44,497,234,47.08,02044
2,45,195,102,52.31,02045
2,46,765,389,50.85,02046
2,47,207,139,67.15,02047
2,48,419,253,60.38,02048
2,49,319,104,32.6,02049
2,50,396,133,33.59,02050
2,51,470,193,41.06,02051
2,52,447,172,38.48,02052
2,53,470,105,22.34,02053
2,54,614,263,42.83,02054
2,55,385,157,40.78,02055
2,56,133,76,57.14,02056
3,1,423,168,39.72,03001
3,2,586,341,58.19,03002
3,3,209,35,16.75,03003
3,4,224,77,34.38,03004
3,5,0,0,0.0,03005
3,6,0,0,0.0,03006
3,7,0,0,0.0,03007
3,8,553,111,20.07,03008
3,9,524,163,31.11,03009
3,10,765,103,13.46,03010
3,11,380,137,36.05,03011
3,12,517,203,39.26,03012
3,13,66,13,19.7,03013
3,14,320,134,41.88,03014
3,15,396,160,40.4,03015
3,16,645,271,42.02,03016
3,17,530,180,33.96,03017
3,18,334,147,44.01,03018
3,19,373,112,30.03,03019
3,20,233,46,19.74,03020
3,21,416,127,30.53,03021
3,22,348,149,42.82,03022
3,23,339,71,20.94,03023
3,24,534,211,39.51,03024
3,25,247,51,20.65,03025
3,26,276,124,44.93,03026
3,27,173,46,26.59,03027
3,28,469,201,42.86,03028
3,29,0,0,0.0,03029
3,30,479,190,39.67,03030
3,31,402,219,54.48,03031
3,32,520,213,40.96,03032
3,33,610,217,35.57,03033
3,34,155,64,41.29,03034
3,35,413,168,40.68,03035
3,36,381,70,18.37,03036
3,37,474,145,30.59,03037
3,38,512,275,53.71,03038
3,39,559,362,64.76,03039
3,40,372,193,51.88,03040
3,41,471,133,28.24,03041
3,42,334,103,30.84,03042
3,43,0,0,0.0,03043
3,44,446,130,29.15,03044
3,45,409,89,21.76,03045
3,46,65,23,35.38,03046
