ward,precinct,total,Maureen Patricia O'Leary,Maureen Patricia O'Leary Percent,Carolyn J. Gallagher,Carolyn J. Gallagher Percent,Sandra Gisela Ramos,Sandra Gisela Ramos Percent,Michael B. Hyman,Michael B. Hyman Percent,precinct_id
31,11,105,17,16.19,16,15.24,53,50.48,19,18.1,31011
31,12,112,18,16.07,12,10.71,62,55.36,20,17.86,31012
31,13,155,25,16.13,23,14.84,83,53.55,24,15.48,31013
31,14,118,23,19.49,12,10.17,61,51.69,22,18.64,31014
31,15,138,25,18.12,12,8.7,72,52.17,29,21.01,31015
31,16,233,21,9.01,18,7.73,79,33.91,115,49.36,31016
31,17,103,23,22.33,11,10.68,47,45.63,22,21.36,31017
31,18,122,23,18.85,4,3.28,74,60.66,21,17.21,31018
31,19,137,10,7.3,15,10.95,88,64.23,24,17.52,31019
31,20,107,15,14.02,14,13.08,61,57.01,17,15.89,31020
31,21,113,20,17.7,5,4.42,71,62.83,17,15.04,31021
31,22,108,13,12.04,11,10.19,65,60.19,19,17.59,31022
31,23,146,18,12.33,13,8.9,73,50.0,42,28.77,31023
31,24,160,27,16.88,19,11.88,90,56.25,24,15.0,31024
31,25,140,22,15.71,19,13.57,73,52.14,26,18.57,31025
31,26,158,19,12.03,15,9.49,76,48.1,48,30.38,31026
31,27,131,20,15.27,11,8.4,78,59.54,22,16.79,31027
31,28,93,12,12.9,12,12.9,55,59.14,14,15.05,31028
31,29,98,16,16.33,5,5.1,56,57.14,21,21.43,31029
31,30,101,14,13.86,10,9.9,54,53.47,23,22.77,31030
31,31,100,14,14.0,17,17.0,51,51.0,18,18.0,31031
31,32,98,13,13.27,15,15.31,58,59.18,12,12.24,31032
31,33,121,31,25.62,7,5.79,66,54.55,17,14.05,31033
31,34,156,23,14.74,17,10.9,75,48.08,41,26.28,31034
31,35,169,24,14.2,12,7.1,112,66.27,21,12.43,31035
31,36,133,11,8.27,17,12.78,84,63.16,21,15.79,31036
31,37,140,24,17.14,19,13.57,78,55.71,19,13.57,31037
31,38,99,11,11.11,8,8.08,67,67.68,13,13.13,31038
31,39,168,24,14.29,15,8.93,72,42.86,57,33.93,31039
31,40,162,19,11.73,15,9.26,71,43.83,57,35.19,31040
31,41,110,12,10.91,16,14.55,64,58.18,18,16.36,31041
32,1,303,49,16.17,45,14.85,87,28.71,122,40.26,32001
32,2,265,41,15.47,36,13.58,57,21.51,131,49.43,32002
32,3,334,52,15.57,42,12.57,99,29.64,141,42.22,32003
32,4,248,40,16.13,29,11.69,41,16.53,138,55.65,32004
32,5,260,47,18.08,45,17.31,66,25.38,102,39.23,32005
32,6,269,39,14.5,39,14.5,57,21.19,134,49.81,32006
32,7,249,43,17.27,64,25.7,40,16.06,102,40.96,32007
32,8,274,39,14.23,41,14.96,49,17.88,145,52.92,32008
32,9,241,41,17.01,48,19.92,64,26.56,88,36.51,32009
32,10,246,42,17.07,52,21.14,40,16.26,112,45.53,32010
32,11,276,30,10.87,22,7.97,74,26.81,150,54.35,32011
32,12,219,29,13.24,18,8.22,61,27.85,111,50.68,32012
32,13,231,37,16.02,40,17.32,56,24.24,98,42.42,32013
32,14,309,32,10.36,33,10.68,85,27.51,159,51.46,32014
32,15,235,35,14.89,43,18.3,55,23.4,102,43.4,32015
32,16,256,37,14.45,32,12.5,67,26.17,120,46.88,32016
32,17,338,45,13.31,45,13.31,77,22.78,171,50.59,32017
32,18,208,49,23.56,33,15.87,36,17.31,90,43.27,32018
32,19,222,41,18.47,23,10.36,55,24.77,103,46.4,32019
32,20,323,34,10.53,34,10.53,93,28.79,162,50.15,32020
32,21,283,44,15.55,59,20.85,56,19.79,124,43.82,32021
32,22,302,20,6.62,34,11.26,75,24.83,173,57.28,32022
32,23,267,41,15.36,53,19.85,54,20.22,119,44.57,32023
32,24,144,29,20.14,19,13.19,28,19.44,68,47.22,32024
32,25,227,25,11.01,49,21.59,48,21.15,105,46.26,32025
32,26,346,32,9.25,60,17.34,83,23.99,171,49.42,32026
32,27,200,32,16.0,32,16.0,39,19.5,97,48.5,32027
32,28,327,29,8.87,46,14.07,74,22.63,178,54.43,32028
32,29,276,47,17.03,53,19.2,59,21.38,117,42.39,32029
32,30,184,27,14.67,38,20.65,33,17.93,86,46.74,32030
32,31,246,33,13.41,32,13.01,54,21.95,127,51.63,32031
32,32,284,51,17.96,38,13.38,59,20.77,136,47.89,32032
32,33,243,40,16.46,43,17.7,54,22.22,106,43.62,32033
32,34,259,40,15.44,49,18.92,47,18.15,123,47.49,32034
32,35,204,43,21.08,28,13.73,47,23.04,86,42.16,32035
32,36,244,26,10.66,42,17.21,47,19.26,129,52.87,32036
32,37,246,47,19.11,34,13.82,63,25.61,102,41.46,32037
32,38,216,37,17.13,32,14.81,68,31.48,79,36.57,32038
32,39,231,46,19.91,49,21.21,44,19.05,92,39.83,32039
32,40,251,42,16.73,43,17.13,43,17.13,123,49.0,32040
32,41,258,43,16.67,44,17.05,52,20.16,119,46.12,32041
32,42,205,39,19.02,34,16.59,49,23.9,83,40.49,32042
32,43,288,29,10.07,34,11.81,82,28.47,143,49.65,32043
33,1,344,33,9.59,31,9.01,143,41.57,137,39.83,33001
33,2,389,54,13.88,62,15.94,123,31.62,150,38.56,33002
33,3,451,60,13.3,72,15.96,141,31.26,178,39.47,33003
33,4,444,60,13.51,49,11.04,180,40.54,155,34.91,33004
33,5,250,36,14.4,35,14.0,94,37.6,85,34.0,33005
33,6,275,37,13.45,30,10.91,131,47.64,77,28.0,33006
33,7,323,44,13.62,45,13.93,106,32.82,128,39.63,33007
33,8,487,57,11.7,86,17.66,65,13.35,279,57.29,33008
33,9,303,54,17.82,40,13.2,99,32.67,110,36.3,33009
33,10,256,69,26.95,36,14.06,71,27.73,80,31.25,33010
33,11,300,42,14.0,44,14.67,97,32.33,117,39.0,33011
33,12,284,47,16.55,30,10.56,115,40.49,92,32.39,33012
33,13,301,41,13.62,44,14.62,115,38.21,101,33.55,33013
33,14,124,19,15.32,11,8.87,45,36.29,49,39.52,33014
33,15,303,40,13.2,41,13.53,106,34.98,116,38.28,33015
33,16,407,76,18.67,47,11.55,148,36.36,136,33.42,33016
33,17,291,46,15.81,42,14.43,98,33.68,105,36.08,33017
33,18,384,59,15.36,66,17.19,121,31.51,138,35.94,33018
33,19,352,59,16.76,46,13.07,129,36.65,118,33.52,33019
33,20,389,48,12.34,43,11.05,98,25.19,200,51.41,33020
33,21,316,44,13.92,45,14.24,126,39.87,101,31.96,33021
33,22,290,53,18.28,41,14.14,106,36.55,90,31.03,33022
33,23,337,57,16.91,47,13.95,82,24.33,151,44.81,33023
33,24,449,65,14.48,83,18.49,57,12.69,244,54.34,33024
33,25,385,63,16.36,61,15.84,130,33.77,131,34.03,33025
33,26,245,33,13.47,30,12.24,87,35.51,95,38.78,33026
33,27,354,40,11.3,47,13.28,122,34.46,145,40.96,33027
33,28,296,25,8.45,26,8.78,109,36.82,136,45.95,33028
34,1,239,37,15.48,49,20.5,61,25.52,92,38.49,34001
34,2,183,42,22.95,45,24.59,49,26.78,47,25.68,34002
34,3,228,45,19.74,54,23.68,50,21.93,79,34.65,34003
34,4,146,30,20.55,23,15.75,33,22.6,60,41.1,34004
34,5,202,36,17.82,42,20.79,51,25.25,73,36.14,34005
34,6,248,38,15.32,45,18.15,59,23.79,106,42.74,34006
34,7,258,48,18.6,74,28.68,54,20.93,82,31.78,34007
34,8,164,24,14.63,34,20.73,35,21.34,71,43.29,34008
34,9,120,30,25.0,18,15.0,31,25.83,41,34.17,34009
34,10,234,33,14.1,47,20.09,67,28.63,87,37.18,34010
34,11,163,46,28.22,45,27.61,39,23.93,33,20.25,34011
34,12,245,51,20.82,55,22.45,62,25.31,77,31.43,34012
34,13,224,44,19.64,42,18.75,54,24.11,84,37.5,34013
34,14,174,36,20.69,50,28.74,33,18.97,55,31.61,34014
34,15,174,43,24.71,45,25.86,31,17.82,55,31.61,34015
34,16,171,28,16.37,38,22.22,41,23.98,64,37.43,34016
34,17,280,51,18.21,58,20.71,79,28.21,92,32.86,34017
34,18,146,32,21.92,29,19.86,35,23.97,50,34.25,34018
34,19,212,45,21.23,45,21.23,53,25.0,69,32.55,34019
34,20,291,56,19.24,61,20.96,58,19.93,116,39.86,34020
34,21,272,41,15.07,62,22.79,63,23.16,106,38.97,34021
34,22,207,46,22.22,39,18.84,45,21.74,77,37.2,34022
34,23,184,42,22.83,42,22.83,47,25.54,53,28.8,34023
34,24,186,40,21.51,40,21.51,40,21.51,66,35.48,34024
34,25,342,65,19.01,78,22.81,83,24.27,116,33.92,34025
34,26,251,48,19.12,54,21.51,54,21.51,95,37.85,34026
34,27,161,36,22.36,27,16.77,29,18.01,69,42.86,34027
34,28,110,28,25.45,27,24.55,19,17.27,36,32.73,34028
34,29,180,40,22.22,48,26.67,36,20.0,56,31.11,34029
34,30,220,43,19.55,45,20.45,46,20.91,86,39.09,34030
34,31,142,31,21.83,32,22.54,21,14.79,58,40.85,34031
34,32,195,49,25.13,52,26.67,36,18.46,58,29.74,34032
34,33,146,28,19.18,35,23.97,30,20.55,53,36.3,34033
34,34,270,38,14.07,70,25.93,60,22.22,102,37.78,34034
34,35,247,51,20.65,41,16.6,71,28.74,84,34.01,34035
34,36,190,31,16.32,39,20.53,45,23.68,75,39.47,34036
34,37,113,23,20.35,22,19.47,25,22.12,43,38.05,34037
34,38,87,10,11.49,14,16.09,18,20.69,45,51.72,34038
34,39,134,26,19.4,36,26.87,23,17.16,49,36.57,34039
34,40,229,43,18.78,46,20.09,62,27.07,78,34.06,34040
34,41,140,30,21.43,34,24.29,26,18.57,50,35.71,34041
34,42,233,37,15.88,40,17.17,69,29.61,87,37.34,34042
34,43,210,29,13.81,53,25.24,45,21.43,83,39.52,34043
34,44,222,49,22.07,42,18.92,51,22.97,80,36.04,34044
34,45,185,45,24.32,33,17.84,42,22.7,65,35.14,34045
34,46,163,27,16.56,30,18.4,36,22.09,70,42.94,34046
34,47,218,53,24.31,49,22.48,55,25.23,61,27.98,34047
34,48,255,36,14.12,50,19.61,67,26.27,102,40.0,34048
34,49,215,37,17.21,28,13.02,65,30.23,85,39.53,34049
34,50,166,32,19.28,37,22.29,53,31.93,44,26.51,34050
34,51,260,53,20.38,50,19.23,62,23.85,95,36.54,34051
34,52,181,35,19.34,36,19.89,43,23.76,67,37.02,34052
34,53,122,36,29.51,24,19.67,31,25.41,31,25.41,34053
35,1,284,33,11.62,26,9.15,104,36.62,121,42.61,35001
35,2,293,23,7.85,22,7.51,97,33.11,151,51.54,35002
35,3,226,32,14.16,27,11.95,95,42.04,72,31.86,35003
35,4,263,40,15.21,30,11.41,99,37.64,94,35.74,35004
35,5,217,18,8.29,36,16.59,84,38.71,79,36.41,35005
35,6,258,28,10.85,30,11.63,84,32.56,116,44.96,35006
35,7,292,30,10.27,30,10.27,104,35.62,128,43.84,35007
35,8,262,35,13.36,20,7.63,95,36.26,112,42.75,35008
35,9,216,46,21.3,31,14.35,81,37.5,58,26.85,35009
35,10,373,45,12.06,45,12.06,119,31.9,164,43.97,35010
35,11,291,38,13.06,35,12.03,105,36.08,113,38.83,35011
35,12,160,11,6.88,21,13.13,107,66.88,21,13.13,35012
35,13,155,26,16.77,12,7.74,93,60.0,24,15.48,35013
35,14,199,25,12.56,18,9.05,123,61.81,33,16.58,35014
35,15,312,31,9.94,29,9.29,119,38.14,133,42.63,35015
35,16,142,9,6.34,9,6.34,106,74.65,18,12.68,35016
35,17,237,18,7.59,22,9.28,72,30.38,125,52.74,35017
35,18,188,16,8.51,19,10.11,123,65.43,30,15.96,35018
35,19,155,14,9.03,17,10.97,105,67.74,19,12.26,35019
35,20,232,41,17.67,32,13.79,104,44.83,55,23.71,35020
35,21,250,32,12.8,23,9.2,118,47.2,77,30.8,35021
35,22,311,45,14.47,47,15.11,113,36.33,106,34.08,35022
35,23,264,39,14.77,39,14.77,93,35.23,93,35.23,35023
35,24,222,36,16.22,23,10.36,94,42.34,69,31.08,35024
35,25,223,18,8.07,23,10.31,57,25.56,125,56.05,35025
35,26,223,44,19.73,33,14.8,89,39.91,57,25.56,35026
35,27,233,42,18.03,37,15.88,74,31.76,80,34.33,35027
35,28,263,39,14.83,31,11.79,85,32.32,108,41.06,35028
35,29,209,30,14.35,25,11.96,105,50.24,49,23.44,35029
35,30,211,40,18.96,37,17.54,80,37.91,54,25.59,35030
35,31,220,39,17.73,27,12.27,78,35.45,76,34.55,35031
36,1,186,22,11.83,19,10.22,120,64.52,25,13.44,36001
36,2,212,21,9.91,26,12.26,131,61.79,34,16.04,36002
36,3,173,31,17.92,17,9.83,94,54.34,31,17.92,36003
36,4,163,21,12.88,19,11.66,95,58.28,28,17.18,36004
36,5,117,14,11.97,8,6.84,65,55.56,30,25.64,36005
36,6,156,19,12.18,14,8.97,100,64.1,23,14.74,36006
36,7,222,62,27.93,30,13.51,85,38.29,45,20.27,36007
36,8,151,14,9.27,9,5.96,108,71.52,20,13.25,36008
36,9,173,13,7.51,23,13.29,121,69.94,16,9.25,36009
36,10,219,32,14.61,25,11.42,126,57.53,36,16.44,36010
36,11,118,21,17.8,13,11.02,67,56.78,17,14.41,36011
36,12,108,9,8.33,7,6.48,76,70.37,16,14.81,36012
36,13,123,17,13.82,11,8.94,81,65.85,14,11.38,36013
36,14,181,34,18.78,39,21.55,55,30.39,53,29.28,36014
36,15,202,52,25.74,36,17.82,75,37.13,39,19.31,36015
36,16,172,52,30.23,23,13.37,61,35.47,36,20.93,36016
36,17,223,53,23.77,32,14.35,88,39.46,50,22.42,36017
36,18,198,51,25.76,27,13.64,72,36.36,48,24.24,36018
36,19,249,41,16.47,30,12.05,147,59.04,31,12.45,36019
36,20,182,39,21.43,23,12.64,84,46.15,36,19.78,36020
36,21,168,21,12.5,18,10.71,111,66.07,18,10.71,36021
36,22,142,15,10.56,11,7.75,91,64.08,25,17.61,36022
36,23,137,13,9.49,10,7.3,97,70.8,17,12.41,36023
36,24,214,36,16.82,22,10.28,124,57.94,32,14.95,36024
36,25,186,13,6.99,19,10.22,137,73.66,17,9.14,36025
36,26,157,34,21.66,22,14.01,67,42.68,34,21.66,36026
36,27,174,37,21.26,28,16.09,86,49.43,23,13.22,36027
36,28,169,34,20.12,26,15.38,75,44.38,34,20.12,36028
36,29,213,43,20.19,36,16.9,95,44.6,39,18.31,36029
36,30,176,35,19.89,23,13.07,91,51.7,27,15.34,36030
37,1,163,55,33.74,48,29.45,21,12.88,39,23.93,37001
37,2,120,31,25.83,21,17.5,33,27.5,35,29.17,37002
37,3,117,23,19.66,36,30.77,29,24.79,29,24.79,37003
37,4,124,22,17.74,19,15.32,49,39.52,34,27.42,37004
37,5,204,49,24.02,53,25.98,42,20.59,60,29.41,37005
37,6,184,47,25.54,50,27.17,37,20.11,50,27.17,37006
37,7,125,30,24.0,18,14.4,41,32.8,36,28.8,37007
37,8,106,29,27.36,24,22.64,26,24.53,27,25.47,37008
37,9,181,42,23.2,41,22.65,44,24.31,54,29.83,37009
37,10,211,50,23.7,29,13.74,76,36.02,56,26.54,37010
37,11,103,31,30.1,23,22.33,20,19.42,29,28.16,37011
37,12,149,31,20.81,22,14.77,52,34.9,44,29.53,37012
37,13,137,29,21.17,38,27.74,34,24.82,36,26.28,37013
37,14,176,46,26.14,35,19.89,41,23.3,54,30.68,37014
37,15,200,51,25.5,45,22.5,45,22.5,59,29.5,37015
37,16,191,39,20.42,42,21.99,47,24.61,63,32.98,37016
37,17,131,41,31.3,26,19.85,18,13.74,46,35.11,37017
37,18,176,47,26.7,44,25.0,41,23.3,44,25.0,37018
37,19,125,29,23.2,29,23.2,38,30.4,29,23.2,37019
37,20,136,39,28.68,34,25.0,27,19.85,36,26.47,37020
37,21,133,37,27.82,19,14.29,42,31.58,35,26.32,37021
37,22,154,29,18.83,22,14.29,69,44.81,34,22.08,37022
37,23,182,48,26.37,34,18.68,44,24.18,56,30.77,37023
37,24,184,48,26.09,35,19.02,46,25.0,55,29.89,37024
37,25,170,37,21.76,28,16.47,31,18.24,74,43.53,37025
37,26,226,44,19.47,52,23.01,60,26.55,70,30.97,37026
37,27,161,43,26.71,34,21.12,32,19.88,52,32.3,37027
37,28,165,40,24.24,30,18.18,48,29.09,47,28.48,37028
37,29,154,35,22.73,28,18.18,41,26.62,50,32.47,37029
37,30,168,43,25.6,38,22.62,39,23.21,48,28.57,37030
37,31,191,35,18.32,50,26.18,50,26.18,56,29.32,37031
37,32,154,38,24.68,33,21.43,29,18.83,54,35.06,37032
37,33,200,52,26.0,47,23.5,37,18.5,64,32.0,37033
37,34,177,50,28.25,38,21.47,35,19.77,54,30.51,37034
37,35,218,50,22.94,48,22.02,52,23.85,68,31.19,37035
37,36,156,41,26.28,32,20.51,32,20.51,51,32.69,37036
37,37,202,45,22.28,50,24.75,53,26.24,54,26.73,37037
37,38,214,47,21.96,46,21.5,38,17.76,83,38.79,37038
37,39,157,34,21.66,43,27.39,33,21.02,47,29.94,37039
37,40,211,45,21.33,50,23.7,42,19.91,74,35.07,37040
37,41,169,47,27.81,31,18.34,36,21.3,55,32.54,37041
38,1,180,37,20.56,24,13.33,56,31.11,63,35.0,38001
38,2,163,59,36.2,51,31.29,20,12.27,33,20.25,38002
38,3,160,45,28.13,32,20.0,60,37.5,23,14.38,38003
38,4,190,55,28.95,33,17.37,60,31.58,42,22.11,38004
38,5,160,36,22.5,38,23.75,48,30.0,38,23.75,38005
38,6,135,35,25.93,22,16.3,50,37.04,28,20.74,38006
38,7,155,56,36.13,28,18.06,43,27.74,28,18.06,38007
38,8,168,41,24.4,24,14.29,66,39.29,37,22.02,38008
38,9,193,74,38.34,29,15.03,45,23.32,45,23.32,38009
38,10,162,34,20.99,27,16.67,71,43.83,30,18.52,38010
38,11,162,40,24.69,30,18.52,39,24.07,53,32.72,38011
38,12,166,52,31.33,39,23.49,35,21.08,40,24.1,38012
38,13,204,56,27.45,34,16.67,53,25.98,61,29.9,38013
38,14,194,47,24.23,36,18.56,54,27.84,57,29.38,38014
38,15,184,39,21.2,29,15.76,71,38.59,45,24.46,38015
38,16,178,58,32.58,34,19.1,55,30.9,31,17.42,38016
38,17,205,66,32.2,51,24.88,52,25.37,36,17.56,38017
38,18,203,58,28.57,27,13.3,49,24.14,69,33.99,38018
38,19,216,53,24.54,42,19.44,55,25.46,66,30.56,38019
38,20,166,58,34.94,25,15.06,41,24.7,42,25.3,38020
38,21,175,47,26.86,34,19.43,58,33.14,36,20.57,38021
38,22,198,39,19.7,42,21.21,60,30.3,57,28.79,38022
38,23,220,60,27.27,33,15.0,61,27.73,66,30.0,38023
38,24,200,73,36.5,26,13.0,58,29.0,43,21.5,38024
38,25,169,50,29.59,29,17.16,53,31.36,37,21.89,38025
38,26,156,42,26.92,32,20.51,36,23.08,46,29.49,38026
38,27,173,48,27.75,30,17.34,59,34.1,36,20.81,38027
38,28,204,75,36.76,36,17.65,59,28.92,34,16.67,38028
38,29,191,62,32.46,27,14.14,59,30.89,43,22.51,38029
38,30,165,47,28.48,29,17.58,50,30.3,39,23.64,38030
38,31,246,60,24.39,37,15.04,57,23.17,92,37.4,38031
38,32,185,34,18.38,26,14.05,49,26.49,76,41.08,38032
38,33,168,24,14.29,23,13.69,71,42.26,50,29.76,38033
38,34,183,31,16.94,22,12.02,77,42.08,53,28.96,38034
38,35,226,47,20.8,30,13.27,96,42.48,53,23.45,38035
38,36,175,49,28.0,23,13.14,50,28.57,53,30.29,38036
38,37,196,59,30.1,29,14.8,70,35.71,38,19.39,38037
38,38,172,48,27.91,34,19.77,62,36.05,28,16.28,38038
38,39,258,62,24.03,40,15.5,85,32.95,71,27.52,38039
38,40,218,46,21.1,47,21.56,60,27.52,65,29.82,38040
38,41,232,68,29.31,32,13.79,48,20.69,84,36.21,38041
39,1,214,49,22.9,47,21.96,43,20.09,75,35.05,39001
39,2,158,37,23.42,31,19.62,24,15.19,66,41.77,39002
39,3,286,52,18.18,66,23.08,50,17.48,118,41.26,39003
39,4,210,59,28.1,38,18.1,34,16.19,79,37.62,39004
39,5,229,47,20.52,42,18.34,52,22.71,88,38.43,39005
39,6,217,39,17.97,35,16.13,74,34.1,69,31.8,39006
39,7,190,40,21.05,30,15.79,53,27.89,67,35.26,39007
39,8,205,46,22.44,37,18.05,70,34.15,52,25.37,39008
39,9,177,43,24.29,40,22.6,49,27.68,45,25.42,39009
39,10,131,18,13.74,12,9.16,49,37.4,52,39.69,39010
39,11,188,44,23.4,28,14.89,55,29.26,61,32.45,39011
39,12,282,41,14.54,45,15.96,100,35.46,96,34.04,39012
39,13,167,42,25.15,17,10.18,45,26.95,63,37.72,39013
39,14,213,52,24.41,26,12.21,74,34.74,61,28.64,39014
39,15,208,63,30.29,53,25.48,31,14.9,61,29.33,39015
39,16,140,30,21.43,24,17.14,45,32.14,41,29.29,39016
39,17,236,47,19.92,26,11.02,62,26.27,101,42.8,39017
39,18,226,34,15.04,36,15.93,53,23.45,103,45.58,39018
39,19,227,44,19.38,41,18.06,60,26.43,82,36.12,39019
39,20,256,91,35.55,53,20.7,44,17.19,68,26.56,39020
39,21,179,69,38.55,41,22.91,31,17.32,38,21.23,39021
39,22,154,26,16.88,17,11.04,56,36.36,55,35.71,39022
39,23,238,62,26.05,60,25.21,30,12.61,86,36.13,39023
39,24,237,83,35.02,46,19.41,32,13.5,76,32.07,39024
39,25,165,33,20.0,23,13.94,42,25.45,67,40.61,39025
39,26,174,57,32.76,38,21.84,28,16.09,51,29.31,39026
39,27,43,5,11.63,7,16.28,5,11.63,26,60.47,39027
39,28,334,51,15.27,55,16.47,98,29.34,130,38.92,39028
39,29,139,24,17.27,27,19.42,44,31.65,44,31.65,39029
39,30,252,29,11.51,43,17.06,79,31.35,101,40.08,39030
39,31,214,30,14.02,40,18.69,83,38.79,61,28.5,39031
39,32,158,34,21.52,28,17.72,49,31.01,47,29.75,39032
39,33,212,35,16.51,37,17.45,43,20.28,97,45.75,39033
39,34,246,44,17.89,34,13.82,72,29.27,96,39.02,39034
39,35,220,29,13.18,34,15.45,53,24.09,104,47.27,39035
39,36,57,11,19.3,11,19.3,10,17.54,25,43.86,39036
39,37,203,46,22.66,36,17.73,25,12.32,96,47.29,39037
39,38,142,27,19.01,25,17.61,30,21.13,60,42.25,39038
39,39,178,34,19.1,32,17.98,47,26.4,65,36.52,39039
39,40,206,52,25.24,43,20.87,37,17.96,74,35.92,39040
39,41,250,60,24.0,40,16.0,39,15.6,111,44.4,39041
39,42,253,76,30.04,63,24.9,34,13.44,80,31.62,39042
39,43,205,49,23.9,43,20.98,42,20.49,71,34.63,39043
39,44,171,48,28.07,35,20.47,22,12.87,66,38.6,39044
39,45,209,60,28.71,48,22.97,37,17.7,64,30.62,39045
40,1,207,60,28.99,23,11.11,58,28.02,66,31.88,40001
40,2,213,48,22.54,40,18.78,56,26.29,69,32.39,40002
40,3,344,55,15.99,65,18.9,87,25.29,137,39.83,40003
40,4,108,25,23.15,16,14.81,28,25.93,39,36.11,40004
40,5,287,34,11.85,54,18.82,58,20.21,141,49.13,40005
40,6,379,48,12.66,59,15.57,88,23.22,184,48.55,40006
40,7,281,41,14.59,34,12.1,50,17.79,156,55.52,40007
40,8,390,57,14.62,44,11.28,93,23.85,196,50.26,40008
40,9,184,50,27.17,30,16.3,58,31.52,46,25.0,40009
40,10,228,45,19.74,28,12.28,93,40.79,62,27.19,40010
40,11,310,53,17.1,35,11.29,79,25.48,143,46.13,40011
40,12,239,32,13.39,36,15.06,59,24.69,112,46.86,40012
40,13,486,66,13.58,80,16.46,107,22.02,233,47.94,40013
40,14,191,51,26.7,40,20.94,52,27.23,48,25.13,40014
40,15,220,49,22.27,37,16.82,59,26.82,75,34.09,40015
40,16,425,50,11.76,57,13.41,83,19.53,235,55.29,40016
40,17,228,48,21.05,24,10.53,56,24.56,100,43.86,40017
40,18,184,50,27.17,23,12.5,54,29.35,57,30.98,40018
40,19,293,74,25.26,40,13.65,93,31.74,86,29.35,40019
40,20,202,36,17.82,37,18.32,54,26.73,75,37.13,40020
40,21,333,82,24.62,44,13.21,73,21.92,134,40.24,40021
40,22,318,57,17.92,39,12.26,65,20.44,157,49.37,40022
40,23,393,52,13.23,65,16.54,89,22.65,187,47.58,40023
40,24,190,47,24.74,30,15.79,65,34.21,48,25.26,40024
40,25,372,44,11.83,46,12.37,94,25.27,188,50.54,40025
40,26,349,68,19.48,43,12.32,85,24.36,153,43.84,40026
40,27,374,74,19.79,58,15.51,105,28.07,137,36.63,40027
40,28,324,39,12.04,46,14.2,74,22.84,165,50.93,40028
40,29,268,50,18.66,52,19.4,59,22.01,107,39.93,40029
40,30,233,38,16.31,36,15.45,48,20.6,111,47.64,40030
40,31,335,42,12.54,50,14.93,72,21.49,171,51.04,40031
40,32,334,55,16.47,48,14.37,74,22.16,157,47.01,40032
40,33,316,39,12.34,40,12.66,64,20.25,173,54.75,40033
40,34,216,34,15.74,39,18.06,61,28.24,82,37.96,40034
40,35,111,26,23.42,16,14.41,32,28.83,37,33.33,40035
40,36,268,46,17.16,39,14.55,61,22.76,122,45.52,40036
40,37,265,48,18.11,44,16.6,71,26.79,102,38.49,40037
40,38,391,51,13.04,46,11.76,85,21.74,209,53.45,40038
40,39,66,9,13.64,13,19.7,28,42.42,16,24.24,40039
41,1,197,73,37.06,60,30.46,24,12.18,40,20.3,41001
41,2,200,92,46.0,39,19.5,21,10.5,48,24.0,41002
41,3,197,67,34.01,36,18.27,35,17.77,59,29.95,41003
41,4,232,76,32.76,59,25.43,19,8.19,78,33.62,41004
41,5,233,82,35.19,38,16.31,40,17.17,73,31.33,41005
41,6,301,93,30.9,88,29.24,29,9.63,91,30.23,41006
41,7,201,69,34.33,48,23.88,30,14.93,54,26.87,41007
41,8,215,81,37.67,47,21.86,36,16.74,51,23.72,41008
41,9,182,46,25.27,36,19.78,43,23.63,57,31.32,41009
41,10,266,114,42.86,54,20.3,20,7.52,78,29.32,41010
41,11,233,83,35.62,52,22.32,33,14.16,65,27.9,41011
41,12,181,63,34.81,34,18.78,40,22.1,44,24.31,41012
41,13,206,70,33.98,33,16.02,52,25.24,51,24.76,41013
41,14,276,86,31.16,68,24.64,37,13.41,85,30.8,41014
41,15,255,73,28.63,78,30.59,28,10.98,76,29.8,41015
41,16,195,78,40.0,43,22.05,33,16.92,41,21.03,41016
41,17,202,71,35.15,46,22.77,33,16.34,52,25.74,41017
41,18,189,64,33.86,53,28.04,27,14.29,45,23.81,41018
41,19,248,53,21.37,66,26.61,34,13.71,95,38.31,41019
41,20,147,47,31.97,34,23.13,22,14.97,44,29.93,41020
41,21,217,72,33.18,49,22.58,34,15.67,62,28.57,41021
41,22,260,90,34.62,57,21.92,40,15.38,73,28.08,41022
41,23,171,51,29.82,40,23.39,45,26.32,35,20.47,41023
41,24,171,71,41.52,35,20.47,28,16.37,37,21.64,41024
41,25,108,40,37.04,15,13.89,35,32.41,18,16.67,41025
41,26,217,64,29.49,47,21.66,30,13.82,76,35.02,41026
41,27,118,38,32.2,31,26.27,31,26.27,18,15.25,41027
41,28,146,37,25.34,23,15.75,54,36.99,32,21.92,41028
41,29,100,23,23.0,19,19.0,33,33.0,25,25.0,41029
41,30,181,63,34.81,41,22.65,35,19.34,42,23.2,41030
41,31,218,75,34.4,60,27.52,27,12.39,56,25.69,41031
41,32,187,58,31.02,39,20.86,38,20.32,52,27.81,41032
41,33,189,67,35.45,34,17.99,35,18.52,53,28.04,41033
41,34,184,58,31.52,37,20.11,33,17.93,56,30.43,41034
41,35,263,100,38.02,54,20.53,45,17.11,64,24.33,41035
41,36,209,57,27.27,39,18.66,41,19.62,72,34.45,41036
41,37,241,94,39.0,44,18.26,31,12.86,72,29.88,41037
41,38,191,76,39.79,38,19.9,25,13.09,52,27.23,41038
