ward,precinct,total,Jill Rose Quinn,Jill Rose Quinn Percent,James Samuel Worley,James Samuel Worley Percent,Wendelin ''Wendi'' DeLoach,Wendelin ''Wendi'' DeLoach Percent,precinct_id
38,26,149,105,70.47,28,18.79,16,10.74,38026
38,27,157,98,62.42,35,22.29,24,15.29,38027
38,28,188,119,63.3,40,21.28,29,15.43,38028
38,29,181,124,68.51,33,18.23,24,13.26,38029
38,30,150,88,58.67,35,23.33,27,18.0,38030
38,31,231,163,70.56,42,18.18,26,11.26,38031
38,32,174,129,74.14,25,14.37,20,11.49,38032
38,33,156,99,63.46,33,21.15,24,15.38,38033
38,34,178,125,70.22,25,14.04,28,15.73,38034
38,35,202,135,66.83,31,15.35,36,17.82,38035
38,36,156,120,76.92,22,14.1,14,8.97,38036
38,37,170,115,67.65,32,18.82,23,13.53,38037
38,38,154,100,64.94,27,17.53,27,17.53,38038
38,39,242,171,70.66,38,15.7,33,13.64,38039
38,40,198,136,68.69,42,21.21,20,10.1,38040
38,41,218,162,74.31,28,12.84,28,12.84,38041
39,1,207,145,70.05,36,17.39,26,12.56,39001
39,2,144,95,65.97,32,22.22,17,11.81,39002
39,3,266,201,75.56,38,14.29,27,10.15,39003
39,4,198,142,71.72,37,18.69,19,9.6,39004
39,5,214,167,78.04,24,11.21,23,10.75,39005
39,6,204,143,70.1,32,15.69,29,14.22,39006
39,7,181,127,70.17,25,13.81,29,16.02,39007
39,8,197,139,70.56,34,17.26,24,12.18,39008
39,9,156,102,65.38,24,15.38,30,19.23,39009
39,10,128,90,70.31,16,12.5,22,17.19,39010
39,11,178,120,67.42,29,16.29,29,16.29,39011
39,12,267,197,73.78,30,11.24,40,14.98,39012
39,13,154,109,70.78,24,15.58,21,13.64,39013
39,14,200,132,66.0,28,14.0,40,20.0,39014
39,15,198,134,67.68,44,22.22,20,10.1,39015
39,16,137,88,64.23,26,18.98,23,16.79,39016
39,17,227,165,72.69,27,11.89,35,15.42,39017
39,18,207,148,71.5,32,15.46,27,13.04,39018
39,19,220,173,78.64,25,11.36,22,10.0,39019
39,20,240,164,68.33,50,20.83,26,10.83,39020
39,21,172,117,68.02,33,19.19,22,12.79,39021
39,22,147,98,66.67,26,17.69,23,15.65,39022
39,23,220,156,70.91,41,18.64,23,10.45,39023
39,24,224,169,75.45,34,15.18,21,9.38,39024
39,25,151,103,68.21,26,17.22,22,14.57,39025
39,26,151,112,74.17,21,13.91,18,11.92,39026
39,27,39,31,79.49,3,7.69,5,12.82,39027
39,28,320,232,72.5,42,13.13,46,14.38,39028
39,29,131,79,60.31,27,20.61,25,19.08,39029
39,30,244,187,76.64,22,9.02,35,14.34,39030
39,31,202,144,71.29,33,16.34,25,12.38,39031
39,32,153,101,66.01,31,20.26,21,13.73,39032
39,33,205,154,75.12,27,13.17,24,11.71,39033
39,34,230,158,68.7,25,10.87,47,20.43,39034
39,35,208,162,77.88,19,9.13,27,12.98,39035
39,36,57,45,78.95,7,12.28,5,8.77,39036
39,37,189,134,70.9,41,21.69,14,7.41,39037
39,38,137,112,81.75,14,10.22,11,8.03,39038
39,39,165,124,75.15,21,12.73,20,12.12,39039
39,40,196,138,70.41,36,18.37,22,11.22,39040
39,41,237,175,73.84,39,16.46,23,9.7,39041
39,42,235,161,68.51,56,23.83,18,7.66,39042
39,43,187,140,74.87,28,14.97,19,10.16,39043
39,44,153,120,78.43,20,13.07,13,8.5,39044
39,45,199,135,67.84,39,19.6,25,12.56,39045
40,1,198,124,62.63,46,23.23,28,14.14,40001
40,2,195,137,70.26,29,14.87,29,14.87,40002
40,3,324,260,80.25,33,10.19,31,9.57,40003
40,4,106,71,66.98,24,22.64,11,10.38,40004
40,5,273,218,79.85,31,11.36,24,8.79,40005
40,6,363,291,80.17,25,6.89,47,12.95,40006
40,7,274,224,81.75,25,9.12,25,9.12,40007
40,8,372,301,80.91,26,6.99,45,12.1,40008
40,9,172,103,59.88,42,24.42,27,15.7,40009
40,10,213,142,66.67,32,15.02,39,18.31,40010
40,11,299,227,75.92,30,10.03,42,14.05,40011
40,12,225,178,79.11,16,7.11,31,13.78,40012
40,13,467,364,77.94,27,5.78,76,16.27,40013
40,14,174,110,63.22,41,23.56,23,13.22,40014
40,15,203,145,71.43,29,14.29,29,14.29,40015
40,16,401,328,81.8,33,8.23,40,9.98,40016
40,17,212,166,78.3,20,9.43,26,12.26,40017
40,18,173,114,65.9,29,16.76,30,17.34,40018
40,19,273,193,70.7,43,15.75,37,13.55,40019
40,20,187,134,71.66,30,16.04,23,12.3,40020
40,21,318,249,78.3,34,10.69,35,11.01,40021
40,22,304,242,79.61,27,8.88,35,11.51,40022
40,23,382,297,77.75,41,10.73,44,11.52,40023
40,24,180,110,61.11,36,20.0,34,18.89,40024
40,25,355,276,77.75,29,8.17,50,14.08,40025
40,26,329,264,80.24,32,9.73,33,10.03,40026
40,27,358,250,69.83,55,15.36,53,14.8,40027
40,28,306,226,73.86,34,11.11,46,15.03,40028
40,29,250,184,73.6,41,16.4,25,10.0,40029
40,30,210,164,78.1,18,8.57,28,13.33,40030
40,31,329,261,79.33,28,8.51,40,12.16,40031
40,32,315,243,77.14,34,10.79,38,12.06,40032
40,33,302,249,82.45,22,7.28,31,10.26,40033
40,34,207,154,74.4,33,15.94,20,9.66,40034
40,35,104,73,70.19,18,17.31,13,12.5,40035
40,36,246,186,75.61,27,10.98,33,13.41,40036
40,37,257,179,69.65,40,15.56,38,14.79,40037
40,38,377,316,83.82,31,8.22,30,7.96,40038
40,39,65,46,70.77,13,20.0,6,9.23,40039
41,1,185,114,61.62,52,28.11,19,10.27,41001
41,2,172,123,71.51,38,22.09,11,6.4,41002
41,3,190,138,72.63,34,17.89,18,9.47,41003
41,4,216,165,76.39,38,17.59,13,6.02,41004
41,5,215,143,66.51,47,21.86,25,11.63,41005
41,6,282,221,78.37,49,17.38,12,4.26,41006
41,7,186,116,62.37,43,23.12,27,14.52,41007
41,8,210,143,68.1,41,19.52,26,12.38,41008
41,9,162,110,67.9,34,20.99,18,11.11,41009
41,10,233,176,75.54,40,17.17,17,7.3,41010
41,11,217,140,64.52,52,23.96,25,11.52,41011
41,12,172,108,62.79,38,22.09,26,15.12,41012
41,13,192,116,60.42,44,22.92,32,16.67,41013
41,14,255,200,78.43,42,16.47,13,5.1,41014
41,15,233,171,73.39,47,20.17,15,6.44,41015
41,16,174,115,66.09,43,24.71,16,9.2,41016
41,17,186,122,65.59,42,22.58,22,11.83,41017
41,18,173,123,71.1,34,19.65,16,9.25,41018
41,19,225,160,71.11,46,20.44,19,8.44,41019
41,20,130,87,66.92,29,22.31,14,10.77,41020
41,21,205,143,69.76,43,20.98,19,9.27,41021
41,22,241,168,69.71,45,18.67,28,11.62,41022
41,23,167,101,60.48,39,23.35,27,16.17,41023
41,24,161,107,66.46,37,22.98,17,10.56,41024
41,25,106,60,56.6,24,22.64,22,20.75,41025
41,26,204,147,72.06,42,20.59,15,7.35,41026
41,27,109,67,61.47,23,21.1,19,17.43,41027
41,28,138,88,63.77,22,15.94,28,20.29,41028
41,29,95,62,65.26,19,20.0,14,14.74,41029
41,30,174,109,62.64,32,18.39,33,18.97,41030
41,31,202,146,72.28,35,17.33,21,10.4,41031
41,32,179,120,67.04,43,24.02,16,8.94,41032
41,33,175,118,67.43,44,25.14,13,7.43,41033
41,34,174,115,66.09,42,24.14,17,9.77,41034
41,35,229,159,69.43,47,20.52,23,10.04,41035
41,36,185,132,71.35,31,16.76,22,11.89,41036
41,37,234,169,72.22,43,18.38,22,9.4,41037
41,38,179,122,68.16,35,19.55,22,12.29,41038
41,39,244,160,65.57,49,20.08,35,14.34,41039
41,40,194,120,61.86,49,25.26,25,12.89,41040
41,41,167,111,66.47,34,20.36,22,13.17,41041
41,42,181,126,69.61,43,23.76,12,6.63,41042
41,43,179,120,67.04,38,21.23,21,11.73,41043
41,44,195,124,63.59,51,26.15,20,10.26,41044
41,45,196,121,61.73,46,23.47,29,14.8,41045
41,46,233,182,78.11,29,12.45,22,9.44,41046
41,47,222,159,71.62,43,19.37,20,9.01,41047
42,1,187,146,78.07,24,12.83,17,9.09,42001
42,2,192,147,76.56,19,9.9,26,13.54,42002
42,3,212,171,80.66,16,7.55,25,11.79,42003
42,4,399,313,78.45,36,9.02,50,12.53,42004
42,5,169,135,79.88,16,9.47,18,10.65,42005
42,6,232,175,75.43,36,15.52,21,9.05,42006
42,7,234,195,83.33,20,8.55,19,8.12,42007
42,8,206,159,77.18,17,8.25,30,14.56,42008
42,9,270,190,70.37,39,14.44,41,15.19,42009
42,10,315,238,75.56,35,11.11,42,13.33,42010
42,11,78,57,73.08,8,10.26,13,16.67,42011
42,12,191,159,83.25,16,8.38,16,8.38,42012
42,13,256,197,76.95,33,12.89,26,10.16,42013
42,14,198,155,78.28,21,10.61,22,11.11,42014
42,15,206,160,77.67,22,10.68,24,11.65,42015
42,16,205,157,76.59,28,13.66,20,9.76,42016
42,17,185,153,82.7,10,5.41,22,11.89,42017
42,18,171,131,76.61,14,8.19,26,15.2,42018
42,19,250,207,82.8,29,11.6,14,5.6,42019
42,20,177,139,78.53,16,9.04,22,12.43,42020
42,21,162,131,80.86,15,9.26,16,9.88,42021
42,22,71,52,73.24,9,12.68,10,14.08,42022
42,23,197,148,75.13,24,12.18,25,12.69,42023
42,24,141,110,78.01,13,9.22,18,12.77,42024
42,25,217,162,74.65,32,14.75,23,10.6,42025
42,26,242,180,74.38,26,10.74,36,14.88,42026
42,27,187,144,77.01,25,13.37,18,9.63,42027
42,28,201,159,79.1,14,6.97,28,13.93,42028
42,29,173,132,76.3,21,12.14,20,11.56,42029
42,30,164,125,76.22,21,12.8,18,10.98,42030
42,31,224,177,79.02,24,10.71,23,10.27,42031
42,32,181,132,72.93,16,8.84,33,18.23,42032
42,33,260,189,72.69,27,10.38,44,16.92,42033
42,34,167,128,76.65,20,11.98,19,11.38,42034
42,35,249,189,75.9,20,8.03,40,16.06,42035
42,36,233,176,75.54,14,6.01,43,18.45,42036
42,37,141,108,76.6,19,13.48,14,9.93,42037
42,38,178,140,78.65,15,8.43,23,12.92,42038
42,39,236,180,76.27,27,11.44,29,12.29,42039
42,40,219,168,76.71,24,10.96,27,12.33,42040
42,41,193,148,76.68,21,10.88,24,12.44,42041
42,42,384,315,82.03,30,7.81,39,10.16,42042
43,1,114,91,79.82,8,7.02,15,13.16,43001
43,2,236,197,83.47,23,9.75,16,6.78,43002
43,3,234,196,83.76,20,8.55,18,7.69,43003
43,4,221,175,79.19,24,10.86,22,9.95,43004
43,5,207,174,84.06,19,9.18,14,6.76,43005
43,6,165,132,80.0,17,10.3,16,9.7,43006
43,7,159,130,81.76,17,10.69,12,7.55,43007
43,8,161,130,80.75,11,6.83,20,12.42,43008
43,9,247,182,73.68,43,17.41,22,8.91,43009
43,10,286,228,79.72,23,8.04,35,12.24,43010
43,11,168,141,83.93,14,8.33,13,7.74,43011
43,12,126,83,65.87,24,19.05,19,15.08,43012
43,13,196,152,77.55,16,8.16,28,14.29,43013
43,14,261,212,81.23,20,7.66,29,11.11,43014
43,15,224,160,71.43,28,12.5,36,16.07,43015
43,16,242,188,77.69,28,11.57,26,10.74,43016
43,17,172,140,81.4,18,10.47,14,8.14,43017
43,18,241,188,78.01,26,10.79,27,11.2,43018
43,19,239,190,79.5,23,9.62,26,10.88,43019
43,20,254,205,80.71,22,8.66,27,10.63,43020
43,21,236,187,79.24,29,12.29,20,8.47,43021
43,22,175,145,82.86,14,8.0,16,9.14,43022
43,23,155,123,79.35,14,9.03,18,11.61,43023
43,24,144,108,75.0,20,13.89,16,11.11,43024
43,25,199,153,76.88,19,9.55,27,13.57,43025
43,26,177,145,81.92,18,10.17,14,7.91,43026
43,27,240,188,78.33,28,11.67,24,10.0,43027
43,28,198,157,79.29,18,9.09,23,11.62,43028
43,29,272,225,82.72,22,8.09,25,9.19,43029
43,30,277,218,78.7,26,9.39,33,11.91,43030
43,31,230,165,71.74,41,17.83,24,10.43,43031
43,32,251,209,83.27,17,6.77,25,9.96,43032
43,33,242,183,75.62,32,13.22,27,11.16,43033
43,34,144,128,88.89,9,6.25,7,4.86,43034
43,35,217,173,79.72,29,13.36,15,6.91,43035
43,36,130,107,82.31,6,4.62,17,13.08,43036
43,37,202,159,78.71,11,5.45,32,15.84,43037
43,38,170,148,87.06,13,7.65,9,5.29,43038
43,39,159,115,72.33,18,11.32,26,16.35,43039
43,40,177,131,74.01,14,7.91,32,18.08,43040
43,41,312,252,80.77,22,7.05,38,12.18,43041
43,42,212,175,82.55,19,8.96,18,8.49,43042
43,43,229,181,79.04,27,11.79,21,9.17,43043
43,44,217,179,82.49,17,7.83,21,9.68,43044
43,45,161,131,81.37,18,11.18,12,7.45,43045
43,46,113,93,82.3,5,4.42,15,13.27,43046
44,1,313,253,80.83,17,5.43,43,13.74,44001
44,2,228,188,82.46,14,6.14,26,11.4,44002
44,3,193,156,80.83,20,10.36,17,8.81,44003
44,4,167,132,79.04,15,8.98,20,11.98,44004
44,5,203,160,78.82,17,8.37,26,12.81,44005
44,6,336,250,74.4,33,9.82,53,15.77,44006
44,7,200,167,83.5,17,8.5,16,8.0,44007
44,8,232,186,80.17,24,10.34,22,9.48,44008
44,9,223,177,79.37,12,5.38,34,15.25,44009
44,10,222,175,78.83,24,10.81,23,10.36,44010
44,11,279,209,74.91,31,11.11,39,13.98,44011
44,12,283,224,79.15,27,9.54,32,11.31,44012
44,13,202,151,74.75,24,11.88,27,13.37,44013
44,14,155,127,81.94,12,7.74,16,10.32,44014
44,15,250,188,75.2,33,13.2,29,11.6,44015
44,16,284,226,79.58,22,7.75,36,12.68,44016
44,17,321,259,80.69,21,6.54,41,12.77,44017
44,18,248,191,77.02,25,10.08,32,12.9,44018
44,19,313,237,75.72,45,14.38,31,9.9,44019
44,20,242,192,79.34,18,7.44,32,13.22,44020
44,21,273,219,80.22,25,9.16,29,10.62,44021
44,22,286,214,74.83,32,11.19,40,13.99,44022
44,23,263,203,77.19,21,7.98,39,14.83,44023
44,24,181,137,75.69,26,14.36,18,9.94,44024
44,25,264,212,80.3,26,9.85,26,9.85,44025
44,26,315,246,78.1,30,9.52,39,12.38,44026
44,27,317,258,81.39,22,6.94,37,11.67,44027
44,28,239,184,76.99,29,12.13,26,10.88,44028
44,29,267,211,79.03,17,6.37,39,14.61,44029
44,30,282,218,77.3,29,10.28,35,12.41,44030
44,31,197,143,72.59,23,11.68,31,15.74,44031
44,32,274,214,78.1,19,6.93,41,14.96,44032
44,33,229,182,79.48,14,6.11,33,14.41,44033
44,34,287,213,74.22,34,11.85,40,13.94,44034
44,35,221,183,82.81,19,8.6,19,8.6,44035
44,36,223,175,78.48,18,8.07,30,13.45,44036
44,37,342,265,77.49,34,9.94,43,12.57,44037
44,38,221,162,73.3,28,12.67,31,14.03,44038
44,39,236,180,76.27,26,11.02,30,12.71,44039
44,40,248,185,74.6,26,10.48,37,14.92,44040
44,41,342,248,72.51,34,9.94,60,17.54,44041
45,1,221,176,79.64,24,10.86,21,9.5,45001
45,2,230,174,75.65,31,13.48,25,10.87,45002
45,3,241,183,75.93,19,7.88,39,16.18,45003
45,4,315,222,70.48,53,16.83,40,12.7,45004
45,5,271,189,69.74,39,14.39,43,15.87,45005
45,6,349,276,79.08,34,9.74,39,11.17,45006
45,7,353,271,76.77,51,14.45,31,8.78,45007
45,8,205,155,75.61,32,15.61,18,8.78,45008
45,9,208,141,67.79,28,13.46,39,18.75,45009
45,10,207,136,65.7,36,17.39,35,16.91,45010
45,11,155,93,60.0,26,16.77,36,23.23,45011
45,12,189,135,71.43,25,13.23,29,15.34,45012
45,13,213,157,73.71,34,15.96,22,10.33,45013
45,14,305,208,68.2,50,16.39,47,15.41,45014
45,15,326,237,72.7,38,11.66,51,15.64,45015
45,16,195,132,67.69,40,20.51,23,11.79,45016
45,17,237,161,67.93,32,13.5,44,18.57,45017
45,18,209,139,66.51,40,19.14,30,14.35,45018
45,19,108,68,62.96,19,17.59,21,19.44,45019
45,20,130,89,68.46,20,15.38,21,16.15,45020
45,21,173,114,65.9,28,16.18,31,17.92,45021
45,22,134,86,64.18,26,19.4,22,16.42,45022
45,23,148,89,60.14,34,22.97,25,16.89,45023
45,24,134,94,70.15,26,19.4,14,10.45,45024
45,25,125,81,64.8,29,23.2,15,12.0,45025
45,26,85,62,72.94,17,20.0,6,7.06,45026
45,27,180,122,67.78,34,18.89,24,13.33,45027
45,28,124,91,73.39,20,16.13,13,10.48,45028
45,29,99,69,69.7,20,20.2,10,10.1,45029
45,30,182,124,68.13,16,8.79,42,23.08,45030
45,31,181,120,66.3,28,15.47,33,18.23,45031
45,32,178,128,71.91,29,16.29,21,11.8,45032
45,33,162,120,74.07,19,11.73,23,14.2,45033
45,34,231,157,67.97,41,17.75,33,14.29,45034
45,35,247,173,70.04,50,20.24,24,9.72,45035
45,36,239,123,51.46,77,32.22,39,16.32,45036
45,37,191,140,73.3,31,16.23,20,10.47,45037
45,38,191,125,65.45,40,20.94,26,13.61,45038
45,39,187,125,66.84,37,19.79,25,13.37,45039
45,40,159,95,59.75,45,28.3,19,11.95,45040
45,41,186,105,56.45,50,26.88,31,16.67,45041
45,42,207,138,66.67,44,21.26,25,12.08,45042
45,43,182,113,62.09,48,26.37,21,11.54,45043
45,44,215,142,66.05,51,23.72,22,10.23,45044
45,45,120,74,61.67,31,25.83,15,12.5,45045
45,46,122,86,70.49,18,14.75,18,14.75,45046
45,47,124,82,66.13,27,21.77,15,12.1,45047
45,48,131,83,63.36,30,22.9,18,13.74,45048
46,1,229,163,71.18,37,16.16,29,12.66,46001
46,2,257,192,74.71,24,9.34,41,15.95,46002
46,3,344,269,78.2,39,11.34,36,10.47,46003
46,4,284,207,72.89,26,9.15,51,17.96,46004
46,5,312,246,78.85,23,7.37,43,13.78,46005
46,6,242,158,65.29,42,17.36,42,17.36,46006
46,7,297,208,70.03,50,16.84,39,13.13,46007
46,8,187,128,68.45,30,16.04,29,15.51,46008
46,9,336,250,74.4,37,11.01,49,14.58,46009
46,10,432,332,76.85,44,10.19,56,12.96,46010
46,11,233,175,75.11,25,10.73,33,14.16,46011
46,12,344,270,78.49,19,5.52,55,15.99,46012
46,13,270,218,80.74,24,8.89,28,10.37,46013
46,14,201,124,61.69,45,22.39,32,15.92,46014
46,15,289,220,76.12,29,10.03,40,13.84,46015
46,16,375,308,82.13,31,8.27,36,9.6,46016
46,17,335,246,73.43,44,13.13,45,13.43,46017
46,18,317,241,76.03,30,9.46,46,14.51,46018
46,19,221,167,75.57,24,10.86,30,13.57,46019
46,20,217,140,64.52,43,19.82,34,15.67,46020
46,21,164,116,70.73,18,10.98,30,18.29,46021
46,22,206,143,69.42,28,13.59,35,16.99,46022
46,23,241,169,70.12,30,12.45,42,17.43,46023
46,24,327,252,77.06,30,9.17,45,13.76,46024
46,25,253,205,81.03,15,5.93,33,13.04,46025
46,26,343,256,74.64,37,10.79,50,14.58,46026
46,27,354,279,78.81,19,5.37,56,15.82,46027
46,28,188,155,82.45,17,9.04,16,8.51,46028
46,29,186,142,76.34,14,7.53,30,16.13,46029
46,30,311,221,71.06,43,13.83,47,15.11,46030
46,31,300,243,81.0,20,6.67,37,12.33,46031
46,32,244,163,66.8,45,18.44,36,14.75,46032
46,33,294,231,78.57,30,10.2,33,11.22,46033
46,34,309,223,72.17,37,11.97,49,15.86,46034
46,35,224,161,71.88,26,11.61,37,16.52,46035
46,36,269,212,78.81,35,13.01,22,8.18,46036
46,37,187,139,74.33,21,11.23,27,14.44,46037
46,38,285,194,68.07,30,10.53,61,21.4,46038
46,39,221,182,82.35,16,7.24,23,10.41,46039
46,40,264,209,79.17,30,11.36,25,9.47,46040
47,1,187,151,80.75,13,6.95,23,12.3,47001
47,2,296,257,86.82,21,7.09,18,6.08,47002
47,3,233,181,77.68,30,12.88,22,9.44,47003
47,4,332,274,82.53,32,9.64,26,7.83,47004
47,5,299,239,79.93,33,11.04,27,9.03,47005
47,6,303,239,78.88,23,7.59,41,13.53,47006
47,7,271,213,78.6,24,8.86,34,12.55,47007
47,8,294,229,77.89,25,8.5,40,13.61,47008
47,9,244,192,78.69,25,10.25,27,11.07,47009
47,10,417,344,82.49,28,6.71,45,10.79,47010
47,11,246,205,83.33,23,9.35,18,7.32,47011
47,12,305,247,80.98,27,8.85,31,10.16,47012
47,13,324,254,78.4,38,11.73,32,9.88,47013
47,14,257,208,80.93,24,9.34,25,9.73,47014
47,15,434,357,82.26,21,4.84,56,12.9,47015
47,16,308,244,79.22,33,10.71,31,10.06,47016
47,17,290,217,74.83,36,12.41,37,12.76,47017
47,18,271,223,82.29,18,6.64,30,11.07,47018
47,19,446,366,82.06,33,7.4,47,10.54,47019
47,20,294,241,81.97,15,5.1,38,12.93,47020
47,21,297,248,83.5,16,5.39,33,11.11,47021
47,22,344,269,78.2,33,9.59,42,12.21,47022
47,23,396,322,81.31,24,6.06,50,12.63,47023
47,24,313,250,79.87,26,8.31,37,11.82,47024
47,25,293,242,82.59,16,5.46,35,11.95,47025
47,26,383,311,81.2,20,5.22,52,13.58,47026
47,27,256,211,82.42,17,6.64,28,10.94,47027
47,28,289,233,80.62,26,9.0,30,10.38,47028
47,29,310,258,83.23,23,7.42,29,9.35,47029
47,30,368,302,82.07,32,8.7,34,9.24,47030
47,31,325,254,78.15,26,8.0,45,13.85,47031
47,32,384,321,83.59,21,5.47,42,10.94,47032
47,33,251,193,76.89,24,9.56,34,13.55,47033
47,34,357,294,82.35,27,7.56,36,10.08,47034
47,35,289,234,80.97,24,8.3,31,10.73,47035
47,36,370,322,87.03,20,5.41,28,7.57,47036
47,37,293,230,78.5,27,9.22,36,12.29,47037
47,38,284,234,82.39,25,8.8,25,8.8,47038
47,39,316,258,81.65,25,7.91,33,10.44,47039
47,40,351,282,80.34,33,9.4,36,10.26,47040
47,41,363,299,82.37,23,6.34,41,11.29,47041
47,42,307,263,85.67,17,5.54,27,8.79,47042
47,43,237,190,80.17,22,9.28,25,10.55,47043
47,44,214,174,81.31,19,8.88,21,9.81,47044
47,45,307,250,81.43,22,7.17,35,11.4,47045
47,46,260,203,78.08,30,11.54,27,10.38,47046
47,47,309,251,81.23,25,8.09,33,10.68,47047
47,48,32,18,56.25,10,31.25,4,12.5,47048
48,1,325,252,77.54,27,8.31,46,14.15,48001
48,2,145,119,82.07,19,13.1,7,4.83,48002
48,3,328,248,75.61,39,11.89,41,12.5,48003
48,4,278,218,78.42,23,8.27,37,13.31,48004
48,5,173,144,83.24,18,10.4,11,6.36,48005
48,6,366,250,68.31,50,13.66,66,18.03,48006
48,7,333,272,81.68,15,4.5,46,13.81,48007
48,8,139,115,82.73,9,6.47,15,10.79,48008
48,9,199,138,69.35,31,15.58,30,15.08,48009
48,10,463,388,83.8,29,6.26,46,9.94,48010
48,11,267,215,80.52,16,5.99,36,13.48,48011
48,12,396,317,80.05,36,9.09,43,10.86,48012
48,13,359,273,76.04,39,10.86,47,13.09,48013
48,14,132,96,72.73,21,15.91,15,11.36,48014
48,15,174,123,70.69,24,13.79,27,15.52,48015
48,16,300,225,75.0,34,11.33,41,13.67,48016
48,17,255,202,79.22,27,10.59,26,10.2,48017
48,18,179,113,63.13,36,20.11,30,16.76,48018
48,19,245,171,69.8,36,14.69,38,15.51,48019
48,20,367,303,82.56,18,4.9,46,12.53,48020
48,21,362,253,69.89,55,15.19,54,14.92,48021
48,22,261,193,73.95,42,16.09,26,9.96,48022
48,23,294,231,78.57,40,13.61,23,7.82,48023
48,24,284,213,75.0,39,13.73,32,11.27,48024
48,25,272,228,83.82,21,7.72,23,8.46,48025
48,26,116,88,75.86,17,14.66,11,9.48,48026
48,27,268,194,72.39,29,10.82,45,16.79,48027
48,28,271,169,62.36,56,20.66,46,16.97,48028
48,29,72,54,75.0,9,12.5,9,12.5,48029
48,30,294,235,79.93,30,10.2,29,9.86,48030
48,31,325,233,71.69,48,14.77,44,13.54,48031
48,32,299,217,72.58,41,13.71,41,13.71,48032
48,33,168,132,78.57,24,14.29,12,7.14,48033
48,34,251,203,80.88,21,8.37,27,10.76,48034
48,35,175,109,62.29,38,21.71,28,16.0,48035
48,36,177,142,80.23,23,12.99,12,6.78,48036
48,37,312,238,76.28,33,10.58,41,13.14,48037
48,38,353,297,84.14,32,9.07,24,6.8,48038
48,39,174,144,82.76,15,8.62,15,8.62,48039
48,40,282,233,82.62,19,6.74,30,10.64,48040
48,41,343,241,70.26,39,11.37,63,18.37,48041
48,42,369,298,80.76,32,8.67,39,10.57,48042
48,43,358,266,74.3,37,10.34,55,15.36,48043
48,44,393,314,79.9,22,5.6,57,14.5,48044
48,45,235,179,76.17,19,8.09,37,15.74,48045
48,46,190,132,69.47,35,18.42,23,12.11,48046
49,1,177,99,55.93,34,19.21,44,24.86,49001
49,2,201,161,80.1,17,8.46,23,11.44,49002
49,3,318,243,76.42,29,9.12,46,14.47,49003
49,4,407,291,71.5,47,11.55,69,16.95,49004
49,5,262,193,73.66,41,15.65,28,10.69,49005
49,6,265,197,74.34,27,10.19,41,15.47,49006
49,7,234,184,78.63,19,8.12,31,13.25,49007
49,8,196,147,75.0,26,13.27,23,11.73,49008
49,9,297,235,79.12,24,8.08,38,12.79,49009
49,10,315,237,75.24,36,11.43,42,13.33,49010
49,11,345,264,76.52,33,9.57,48,13.91,49011
49,12,388,294,75.77,27,6.96,67,17.27,49012
49,13,329,246,74.77,44,13.37,39,11.85,49013
49,14,182,128,70.33,21,11.54,33,18.13,49014
49,15,170,119,70.0,27,15.88,24,14.12,49015
49,16,272,199,73.16,37,13.6,36,13.24,49016
49,17,193,134,69.43,33,17.1,26,13.47,49017
49,18,425,327,76.94,36,8.47,62,14.59,49018
49,19,250,178,71.2,36,14.4,36,14.4,49019
49,20,462,366,79.22,33,7.14,63,13.64,49020
49,21,146,94,64.38,27,18.49,25,17.12,49021
49,22,267,185,69.29,49,18.35,33,12.36,49022
49,23,400,301,75.25,31,7.75,68,17.0,49023
49,24,160,109,68.13,28,17.5,23,14.38,49024
49,25,281,219,77.94,24,8.54,38,13.52,49025
49,26,365,273,74.79,43,11.78,49,13.42,49026
49,27,301,219,72.76,27,8.97,55,18.27,49027
49,28,417,309,74.1,50,11.99,58,13.91,49028
49,29,373,278,74.53,30,8.04,65,17.43,49029
49,30,274,202,73.72,36,13.14,36,13.14,49030
49,31,219,156,71.23,32,14.61,31,14.16,49031
49,32,273,195,71.43,36,13.19,42,15.38,49032
49,33,202,156,77.23,22,10.89,24,11.88,49033
50,1,184,131,71.2,30,16.3,23,12.5,50001
50,2,125,84,67.2,28,22.4,13,10.4,50002
50,3,167,116,69.46,37,22.16,14,8.38,50003
50,4,200,149,74.5,29,14.5,22,11.0,50004
50,5,112,74,66.07,25,22.32,13,11.61,50005
50,6,191,120,62.83,42,21.99,29,15.18,50006
50,7,290,214,73.79,43,14.83,33,11.38,50007
50,8,159,97,61.01,27,16.98,35,22.01,50008
50,9,162,126,77.78,16,9.88,20,12.35,50009
50,10,156,96,61.54,38,24.36,22,14.1,50010
50,11,111,65,58.56,28,25.23,18,16.22,50011
50,12,77,49,63.64,16,20.78,12,15.58,50012
50,13,180,123,68.33,27,15.0,30,16.67,50013
50,14,63,36,57.14,18,28.57,9,14.29,50014
50,15,290,227,78.28,39,13.45,24,8.28,50015
50,16,47,30,63.83,10,21.28,7,14.89,50016
50,17,139,84,60.43,25,17.99,30,21.58,50017
50,18,17,8,47.06,7,41.18,2,11.76,50018
50,19,123,74,60.16,25,20.33,24,19.51,50019
50,20,204,144,70.59,30,14.71,30,14.71,50020
50,21,189,128,67.72,33,17.46,28,14.81,50021
50,22,139,79,56.83,37,26.62,23,16.55,50022
50,23,100,70,70.0,20,20.0,10,10.0,50023
