ward,precinct,total,John Griffin,John Griffin Percent,Sharon O. Johnson,Sharon O. Johnson Percent,precinct_id
32,39,221,124,56.11,97,43.89,32039
32,40,243,132,54.32,111,45.68,32040
32,41,246,129,52.44,117,47.56,32041
32,42,201,88,43.78,113,56.22,32042
32,43,279,114,40.86,165,59.14,32043
33,1,335,131,39.1,204,60.9,33001
33,2,376,167,44.41,209,55.59,33002
33,3,440,183,41.59,257,58.41,33003
33,4,420,163,38.81,257,61.19,33004
33,5,237,111,46.84,126,53.16,33005
33,6,255,108,42.35,147,57.65,33006
33,7,314,125,39.81,189,60.19,33007
33,8,474,270,56.96,204,43.04,33008
33,9,299,137,45.82,162,54.18,33009
33,10,242,121,50.0,121,50.0,33010
33,11,290,119,41.03,171,58.97,33011
33,12,272,113,41.54,159,58.46,33012
33,13,291,120,41.24,171,58.76,33013
33,14,120,47,39.17,73,60.83,33014
33,15,291,115,39.52,176,60.48,33015
33,16,397,194,48.87,203,51.13,33016
33,17,280,121,43.21,159,56.79,33017
33,18,370,151,40.81,219,59.19,33018
33,19,332,140,42.17,192,57.83,33019
33,20,382,167,43.72,215,56.28,33020
33,21,306,133,43.46,173,56.54,33021
33,22,274,143,52.19,131,47.81,33022
33,23,328,162,49.39,166,50.61,33023
33,24,437,241,55.15,196,44.85,33024
33,25,364,174,47.8,190,52.2,33025
33,26,242,81,33.47,161,66.53,33026
33,27,338,126,37.28,212,62.72,33027
33,28,289,100,34.6,189,65.4,33028
34,1,234,95,40.6,139,59.4,34001
34,2,188,62,32.98,126,67.02,34002
34,3,227,75,33.04,152,66.96,34003
34,4,144,51,35.42,93,64.58,34004
34,5,201,70,34.83,131,65.17,34005
34,6,251,87,34.66,164,65.34,34006
34,7,251,98,39.04,153,60.96,34007
34,8,165,53,32.12,112,67.88,34008
34,9,117,39,33.33,78,66.67,34009
34,10,235,92,39.15,143,60.85,34010
34,11,160,52,32.5,108,67.5,34011
34,12,246,92,37.4,154,62.6,34012
34,13,226,74,32.74,152,67.26,34013
34,14,165,65,39.39,100,60.61,34014
34,15,165,57,34.55,108,65.45,34015
34,16,169,56,33.14,113,66.86,34016
34,17,278,91,32.73,187,67.27,34017
34,18,146,58,39.73,88,60.27,34018
34,19,206,65,31.55,141,68.45,34019
34,20,285,110,38.6,175,61.4,34020
34,21,271,99,36.53,172,63.47,34021
34,22,208,80,38.46,128,61.54,34022
34,23,186,67,36.02,119,63.98,34023
34,24,186,73,39.25,113,60.75,34024
34,25,333,123,36.94,210,63.06,34025
34,26,253,105,41.5,148,58.5,34026
34,27,161,56,34.78,105,65.22,34027
34,28,107,31,28.97,76,71.03,34028
34,29,174,63,36.21,111,63.79,34029
34,30,224,87,38.84,137,61.16,34030
34,31,140,45,32.14,95,67.86,34031
34,32,187,70,37.43,117,62.57,34032
34,33,146,56,38.36,90,61.64,34033
34,34,276,108,39.13,168,60.87,34034
34,35,249,83,33.33,166,66.67,34035
34,36,193,69,35.75,124,64.25,34036
34,37,109,34,31.19,75,68.81,34037
34,38,87,29,33.33,58,66.67,34038
34,39,137,36,26.28,101,73.72,34039
34,40,223,83,37.22,140,62.78,34040
34,41,133,59,44.36,74,55.64,34041
34,42,237,79,33.33,158,66.67,34042
34,43,207,72,34.78,135,65.22,34043
34,44,223,87,39.01,136,60.99,34044
34,45,186,71,38.17,115,61.83,34045
34,46,166,69,41.57,97,58.43,34046
34,47,227,90,39.65,137,60.35,34047
34,48,260,98,37.69,162,62.31,34048
34,49,204,82,40.2,122,59.8,34049
34,50,167,63,37.72,104,62.28,34050
34,51,268,97,36.19,171,63.81,34051
34,52,179,68,37.99,111,62.01,34052
34,53,122,37,30.33,85,69.67,34053
35,1,273,111,40.66,162,59.34,35001
35,2,283,126,44.52,157,55.48,35002
35,3,223,74,33.18,149,66.82,35003
35,4,252,131,51.98,121,48.02,35004
35,5,207,96,46.38,111,53.62,35005
35,6,252,105,41.67,147,58.33,35006
35,7,275,97,35.27,178,64.73,35007
35,8,251,100,39.84,151,60.16,35008
35,9,206,96,46.6,110,53.4,35009
35,10,356,124,34.83,232,65.17,35010
35,11,281,97,34.52,184,65.48,35011
35,12,147,48,32.65,99,67.35,35012
35,13,145,57,39.31,88,60.69,35013
35,14,189,70,37.04,119,62.96,35014
35,15,296,117,39.53,179,60.47,35015
35,16,127,47,37.01,80,62.99,35016
35,17,235,91,38.72,144,61.28,35017
35,18,174,66,37.93,108,62.07,35018
35,19,143,60,41.96,83,58.04,35019
35,20,225,93,41.33,132,58.67,35020
35,21,243,99,40.74,144,59.26,35021
35,22,298,107,35.91,191,64.09,35022
35,23,256,104,40.63,152,59.38,35023
35,24,212,95,44.81,117,55.19,35024
35,25,223,95,42.6,128,57.4,35025
35,26,212,68,32.08,144,67.92,35026
35,27,227,97,42.73,130,57.27,35027
35,28,248,98,39.52,150,60.48,35028
35,29,200,82,41.0,118,59.0,35029
35,30,205,85,41.46,120,58.54,35030
35,31,221,92,41.63,129,58.37,35031
36,1,176,87,49.43,89,50.57,36001
36,2,210,91,43.33,119,56.67,36002
36,3,163,76,46.63,87,53.37,36003
36,4,153,77,50.33,76,49.67,36004
36,5,111,63,56.76,48,43.24,36005
36,6,145,68,46.9,77,53.1,36006
36,7,212,118,55.66,94,44.34,36007
36,8,141,65,46.1,76,53.9,36008
36,9,158,69,43.67,89,56.33,36009
36,10,207,100,48.31,107,51.69,36010
36,11,113,53,46.9,60,53.1,36011
36,12,92,53,57.61,39,42.39,36012
36,13,110,47,42.73,63,57.27,36013
36,14,172,70,40.7,102,59.3,36014
36,15,194,99,51.03,95,48.97,36015
36,16,165,87,52.73,78,47.27,36016
36,17,208,121,58.17,87,41.83,36017
36,18,188,100,53.19,88,46.81,36018
36,19,240,115,47.92,125,52.08,36019
36,20,177,92,51.98,85,48.02,36020
36,21,153,79,51.63,74,48.37,36021
36,22,136,65,47.79,71,52.21,36022
36,23,124,62,50.0,62,50.0,36023
36,24,199,100,50.25,99,49.75,36024
36,25,177,76,42.94,101,57.06,36025
36,26,153,80,52.29,73,47.71,36026
36,27,165,81,49.09,84,50.91,36027
36,28,164,85,51.83,79,48.17,36028
36,29,202,107,52.97,95,47.03,36029
36,30,170,89,52.35,81,47.65,36030
37,1,161,65,40.37,96,59.63,37001
37,2,120,45,37.5,75,62.5,37002
37,3,109,37,33.94,72,66.06,37003
37,4,125,46,36.8,79,63.2,37004
37,5,194,65,33.51,129,66.49,37005
37,6,181,73,40.33,108,59.67,37006
37,7,120,53,44.17,67,55.83,37007
37,8,99,35,35.35,64,64.65,37008
37,9,181,63,34.81,118,65.19,37009
37,10,211,78,36.97,133,63.03,37010
37,11,99,36,36.36,63,63.64,37011
37,12,140,60,42.86,80,57.14,37012
37,13,136,48,35.29,88,64.71,37013
37,14,177,68,38.42,109,61.58,37014
37,15,198,71,35.86,127,64.14,37015
37,16,187,73,39.04,114,60.96,37016
37,17,127,54,42.52,73,57.48,37017
37,18,180,63,35.0,117,65.0,37018
37,19,124,41,33.06,83,66.94,37019
37,20,125,40,32.0,85,68.0,37020
37,21,123,50,40.65,73,59.35,37021
37,22,145,34,23.45,111,76.55,37022
37,23,180,74,41.11,106,58.89,37023
37,24,173,72,41.62,101,58.38,37024
37,25,161,81,50.31,80,49.69,37025
37,26,221,85,38.46,136,61.54,37026
37,27,157,51,32.48,106,67.52,37027
37,28,159,50,31.45,109,68.55,37028
37,29,150,51,34.0,99,66.0,37029
37,30,164,57,34.76,107,65.24,37030
37,31,188,62,32.98,126,67.02,37031
37,32,152,61,40.13,91,59.87,37032
37,33,199,77,38.69,122,61.31,37033
37,34,171,54,31.58,117,68.42,37034
37,35,218,76,34.86,142,65.14,37035
37,36,143,49,34.27,94,65.73,37036
37,37,188,68,36.17,120,63.83,37037
37,38,206,82,39.81,124,60.19,37038
37,39,153,62,40.52,91,59.48,37039
37,40,202,80,39.6,122,60.4,37040
37,41,166,54,32.53,112,67.47,37041
38,1,168,89,52.98,79,47.02,38001
38,2,149,92,61.74,57,38.26,38002
38,3,149,76,51.01,73,48.99,38003
38,4,185,102,55.14,83,44.86,38004
38,5,149,83,55.7,66,44.3,38005
38,6,126,73,57.94,53,42.06,38006
38,7,148,87,58.78,61,41.22,38007
38,8,155,77,49.68,78,50.32,38008
38,9,182,99,54.4,83,45.6,38009
38,10,143,65,45.45,78,54.55,38010
38,11,155,69,44.52,86,55.48,38011
38,12,155,100,64.52,55,35.48,38012
38,13,191,116,60.73,75,39.27,38013
38,14,178,106,59.55,72,40.45,38014
38,15,171,79,46.2,92,53.8,38015
38,16,161,86,53.42,75,46.58,38016
38,17,198,109,55.05,89,44.95,38017
38,18,197,111,56.35,86,43.65,38018
38,19,205,121,59.02,84,40.98,38019
38,20,157,95,60.51,62,39.49,38020
38,21,168,85,50.6,83,49.4,38021
38,22,191,108,56.54,83,43.46,38022
38,23,213,120,56.34,93,43.66,38023
38,24,188,99,52.66,89,47.34,38024
38,25,155,90,58.06,65,41.94,38025
38,26,152,90,59.21,62,40.79,38026
38,27,165,95,57.58,70,42.42,38027
38,28,195,106,54.36,89,45.64,38028
38,29,185,99,53.51,86,46.49,38029
38,30,158,91,57.59,67,42.41,38030
38,31,237,140,59.07,97,40.93,38031
38,32,170,89,52.35,81,47.65,38032
38,33,161,73,45.34,88,54.66,38033
38,34,179,92,51.4,87,48.6,38034
38,35,211,88,41.71,123,58.29,38035
38,36,165,89,53.94,76,46.06,38036
38,37,179,79,44.13,100,55.87,38037
38,38,165,65,39.39,100,60.61,38038
38,39,245,130,53.06,115,46.94,38039
38,40,209,111,53.11,98,46.89,38040
38,41,226,125,55.31,101,44.69,38041
39,1,205,131,63.9,74,36.1,39001
39,2,147,75,51.02,72,48.98,39002
39,3,279,140,50.18,139,49.82,39003
39,4,203,123,60.59,80,39.41,39004
39,5,222,111,50.0,111,50.0,39005
39,6,208,104,50.0,104,50.0,39006
39,7,180,99,55.0,81,45.0,39007
39,8,199,96,48.24,103,51.76,39008
39,9,167,87,52.1,80,47.9,39009
39,10,129,54,41.86,75,58.14,39010
39,11,179,96,53.63,83,46.37,39011
39,12,280,111,39.64,169,60.36,39012
39,13,161,70,43.48,91,56.52,39013
39,14,207,92,44.44,115,55.56,39014
39,15,205,129,62.93,76,37.07,39015
39,16,137,56,40.88,81,59.12,39016
39,17,236,123,52.12,113,47.88,39017
39,18,210,114,54.29,96,45.71,39018
39,19,216,109,50.46,107,49.54,39019
39,20,241,152,63.07,89,36.93,39020
39,21,175,111,63.43,64,36.57,39021
39,22,149,69,46.31,80,53.69,39022
39,23,228,156,68.42,72,31.58,39023
39,24,213,129,60.56,84,39.44,39024
39,25,155,71,45.81,84,54.19,39025
39,26,164,89,54.27,75,45.73,39026
39,27,39,21,53.85,18,46.15,39027
39,28,336,159,47.32,177,52.68,39028
39,29,133,61,45.86,72,54.14,39029
39,30,245,114,46.53,131,53.47,39030
39,31,199,91,45.73,108,54.27,39031
39,32,154,92,59.74,62,40.26,39032
39,33,206,105,50.97,101,49.03,39033
39,34,242,93,38.43,149,61.57,39034
39,35,216,116,53.7,100,46.3,39035
39,36,53,31,58.49,22,41.51,39036
39,37,200,135,67.5,65,32.5,39037
39,38,137,93,67.88,44,32.12,39038
39,39,170,104,61.18,66,38.82,39039
39,40,202,126,62.38,76,37.62,39040
39,41,242,154,63.64,88,36.36,39041
39,42,242,179,73.97,63,26.03,39042
39,43,196,128,65.31,68,34.69,39043
39,44,164,113,68.9,51,31.1,39044
39,45,196,122,62.24,74,37.76,39045
40,1,194,89,45.88,105,54.12,40001
40,2,210,99,47.14,111,52.86,40002
40,3,337,149,44.21,188,55.79,40003
40,4,102,44,43.14,58,56.86,40004
40,5,279,164,58.78,115,41.22,40005
40,6,370,142,38.38,228,61.62,40006
40,7,275,136,49.45,139,50.55,40007
40,8,384,184,47.92,200,52.08,40008
40,9,175,71,40.57,104,59.43,40009
40,10,218,85,38.99,133,61.01,40010
40,11,309,134,43.37,175,56.63,40011
40,12,230,109,47.39,121,52.61,40012
40,13,479,182,38.0,297,62.0,40013
40,14,182,80,43.96,102,56.04,40014
40,15,215,113,52.56,102,47.44,40015
40,16,417,190,45.56,227,54.44,40016
40,17,221,107,48.42,114,51.58,40017
40,18,168,79,47.02,89,52.98,40018
40,19,286,127,44.41,159,55.59,40019
40,20,194,90,46.39,104,53.61,40020
40,21,325,155,47.69,170,52.31,40021
40,22,310,143,46.13,167,53.87,40022
40,23,384,149,38.8,235,61.2,40023
40,24,185,80,43.24,105,56.76,40024
40,25,360,150,41.67,210,58.33,40025
40,26,334,145,43.41,189,56.59,40026
40,27,358,138,38.55,220,61.45,40027
40,28,314,125,39.81,189,60.19,40028
40,29,255,130,50.98,125,49.02,40029
40,30,219,132,60.27,87,39.73,40030
40,31,334,155,46.41,179,53.59,40031
40,32,325,140,43.08,185,56.92,40032
40,33,306,144,47.06,162,52.94,40033
40,34,211,123,58.29,88,41.71,40034
40,35,111,53,47.75,58,52.25,40035
40,36,251,118,47.01,133,52.99,40036
40,37,252,109,43.25,143,56.75,40037
40,38,372,158,42.47,214,57.53,40038
40,39,63,33,52.38,30,47.62,40039
41,1,184,121,65.76,63,34.24,41001
41,2,189,147,77.78,42,22.22,41002
41,3,187,110,58.82,77,41.18,41003
41,4,214,148,69.16,66,30.84,41004
41,5,227,138,60.79,89,39.21,41005
41,6,289,191,66.09,98,33.91,41006
41,7,196,137,69.9,59,30.1,41007
41,8,209,132,63.16,77,36.84,41008
41,9,169,96,56.8,73,43.2,41009
41,10,244,173,70.9,71,29.1,41010
41,11,230,151,65.65,79,34.35,41011
41,12,175,119,68.0,56,32.0,41012
41,13,196,110,56.12,86,43.88,41013
41,14,256,154,60.16,102,39.84,41014
41,15,245,178,72.65,67,27.35,41015
41,16,182,105,57.69,77,42.31,41016
41,17,189,111,58.73,78,41.27,41017
41,18,179,105,58.66,74,41.34,41018
41,19,233,148,63.52,85,36.48,41019
41,20,142,87,61.27,55,38.73,41020
41,21,211,143,67.77,68,32.23,41021
41,22,249,167,67.07,82,32.93,41022
41,23,164,98,59.76,66,40.24,41023
41,24,162,107,66.05,55,33.95,41024
41,25,109,55,50.46,54,49.54,41025
41,26,210,133,63.33,77,36.67,41026
41,27,115,66,57.39,49,42.61,41027
41,28,145,70,48.28,75,51.72,41028
41,29,99,53,53.54,46,46.46,41029
41,30,175,90,51.43,85,48.57,41030
41,31,212,133,62.74,79,37.26,41031
41,32,173,114,65.9,59,34.1,41032
41,33,181,122,67.4,59,32.6,41033
41,34,182,117,64.29,65,35.71,41034
41,35,250,159,63.6,91,36.4,41035
41,36,197,110,55.84,87,44.16,41036
41,37,233,148,63.52,85,36.48,41037
41,38,179,115,64.25,64,35.75,41038
41,39,250,173,69.2,77,30.8,41039
41,40,185,126,68.11,59,31.89,41040
41,41,168,99,58.93,69,41.07,41041
41,42,184,129,70.11,55,29.89,41042
41,43,185,114,61.62,71,38.38,41043
41,44,204,135,66.18,69,33.82,41044
41,45,205,124,60.49,81,39.51,41045
41,46,249,153,61.45,96,38.55,41046
41,47,229,151,65.94,78,34.06,41047
42,1,204,141,69.12,63,30.88,42001
42,2,199,96,48.24,103,51.76,42002
42,3,229,123,53.71,106,46.29,42003
42,4,423,209,49.41,214,50.59,42004
42,5,184,107,58.15,77,41.85,42005
42,6,247,136,55.06,111,44.94,42006
42,7,252,151,59.92,101,40.08,42007
42,8,225,135,60.0,90,40.0,42008
42,9,288,137,47.57,151,52.43,42009
42,10,327,169,51.68,158,48.32,42010
42,11,85,56,65.88,29,34.12,42011
42,12,207,126,60.87,81,39.13,42012
42,13,265,169,63.77,96,36.23,42013
42,14,215,130,60.47,85,39.53,42014
42,15,222,119,53.6,103,46.4,42015
42,16,214,107,50.0,107,50.0,42016
42,17,204,128,62.75,76,37.25,42017
42,18,181,92,50.83,89,49.17,42018
42,19,267,181,67.79,86,32.21,42019
42,20,192,106,55.21,86,44.79,42020
42,21,169,91,53.85,78,46.15,42021
42,22,80,59,73.75,21,26.25,42022
42,23,211,135,63.98,76,36.02,42023
42,24,162,88,54.32,74,45.68,42024
42,25,227,107,47.14,120,52.86,42025
42,26,249,125,50.2,124,49.8,42026
42,27,190,93,48.95,97,51.05,42027
42,28,210,114,54.29,96,45.71,42028
42,29,190,106,55.79,84,44.21,42029
42,30,172,104,60.47,68,39.53,42030
42,31,240,138,57.5,102,42.5,42031
42,32,190,96,50.53,94,49.47,42032
42,33,271,141,52.03,130,47.97,42033
42,34,178,101,56.74,77,43.26,42034
42,35,262,140,53.44,122,46.56,42035
42,36,247,123,49.8,124,50.2,42036
42,37,157,94,59.87,63,40.13,42037
42,38,182,94,51.65,88,48.35,42038
42,39,241,126,52.28,115,47.72,42039
42,40,231,122,52.81,109,47.19,42040
42,41,216,100,46.3,116,53.7,42041
42,42,411,224,54.5,187,45.5,42042
43,1,125,65,52.0,60,48.0,43001
43,2,241,133,55.19,108,44.81,43002
43,3,257,157,61.09,100,38.91,43003
43,4,222,130,58.56,92,41.44,43004
43,5,215,149,69.3,66,30.7,43005
43,6,176,87,49.43,89,50.57,43006
43,7,166,99,59.64,67,40.36,43007
43,8,169,104,61.54,65,38.46,43008
43,9,254,128,50.39,126,49.61,43009
43,10,298,169,56.71,129,43.29,43010
43,11,182,105,57.69,77,42.31,43011
43,12,135,85,62.96,50,37.04,43012
43,13,203,98,48.28,105,51.72,43013
43,14,274,161,58.76,113,41.24,43014
43,15,235,104,44.26,131,55.74,43015
43,16,258,118,45.74,140,54.26,43016
43,17,178,113,63.48,65,36.52,43017
43,18,258,136,52.71,122,47.29,43018
43,19,248,136,54.84,112,45.16,43019
43,20,262,141,53.82,121,46.18,43020
43,21,242,130,53.72,112,46.28,43021
43,22,178,105,58.99,73,41.01,43022
43,23,160,81,50.63,79,49.38,43023
43,24,151,77,50.99,74,49.01,43024
43,25,221,124,56.11,97,43.89,43025
43,26,182,118,64.84,64,35.16,43026
43,27,243,139,57.2,104,42.8,43027
43,28,207,107,51.69,100,48.31,43028
43,29,292,162,55.48,130,44.52,43029
43,30,282,147,52.13,135,47.87,43030
43,31,241,135,56.02,106,43.98,43031
43,32,259,140,54.05,119,45.95,43032
43,33,262,163,62.21,99,37.79,43033
43,34,150,98,65.33,52,34.67,43034
43,35,226,147,65.04,79,34.96,43035
43,36,132,58,43.94,74,56.06,43036
43,37,213,84,39.44,129,60.56,43037
43,38,181,120,66.3,61,33.7,43038
43,39,169,75,44.38,94,55.62,43039
43,40,183,78,42.62,105,57.38,43040
43,41,328,172,52.44,156,47.56,43041
43,42,213,115,53.99,98,46.01,43042
43,43,240,152,63.33,88,36.67,43043
43,44,228,123,53.95,105,46.05,43044
43,45,168,98,58.33,70,41.67,43045
43,46,123,62,50.41,61,49.59,43046
44,1,325,166,51.08,159,48.92,44001
44,2,233,134,57.51,99,42.49,44002
44,3,202,121,59.9,81,40.1,44003
44,4,177,102,57.63,75,42.37,44004
44,5,208,96,46.15,112,53.85,44005
44,6,349,150,42.98,199,57.02,44006
44,7,201,124,61.69,77,38.31,44007
44,8,249,124,49.8,125,50.2,44008
44,9,232,117,50.43,115,49.57,44009
44,10,234,133,56.84,101,43.16,44010
44,11,278,145,52.16,133,47.84,44011
44,12,292,148,50.68,144,49.32,44012
44,13,210,117,55.71,93,44.29,44013
44,14,161,83,51.55,78,48.45,44014
44,15,253,132,52.17,121,47.83,44015
44,16,298,141,47.32,157,52.68,44016
44,17,329,162,49.24,167,50.76,44017
44,18,249,113,45.38,136,54.62,44018
44,19,333,177,53.15,156,46.85,44019
44,20,258,123,47.67,135,52.33,44020
44,21,283,121,42.76,162,57.24,44021
44,22,298,167,56.04,131,43.96,44022
44,23,272,132,48.53,140,51.47,44023
44,24,187,105,56.15,82,43.85,44024
44,25,271,135,49.82,136,50.18,44025
44,26,318,149,46.86,169,53.14,44026
44,27,331,172,51.96,159,48.04,44027
44,28,249,119,47.79,130,52.21,44028
44,29,286,131,45.8,155,54.2,44029
44,30,298,139,46.64,159,53.36,44030
44,31,207,97,46.86,110,53.14,44031
44,32,286,114,39.86,172,60.14,44032
44,33,234,84,35.9,150,64.1,44033
44,34,306,154,50.33,152,49.67,44034
44,35,233,135,57.94,98,42.06,44035
44,36,231,100,43.29,131,56.71,44036
44,37,348,185,53.16,163,46.84,44037
44,38,223,101,45.29,122,54.71,44038
44,39,243,127,52.26,116,47.74,44039
44,40,248,128,51.61,120,48.39,44040
44,41,348,159,45.69,189,54.31,44041
45,1,223,100,44.84,123,55.16,45001
45,2,244,115,47.13,129,52.87,45002
45,3,246,108,43.9,138,56.1,45003
45,4,310,165,53.23,145,46.77,45004
45,5,269,137,50.93,132,49.07,45005
45,6,356,212,59.55,144,40.45,45006
45,7,362,199,54.97,163,45.03,45007
45,8,215,110,51.16,105,48.84,45008
45,9,210,97,46.19,113,53.81,45009
45,10,214,113,52.8,101,47.2,45010
45,11,155,68,43.87,87,56.13,45011
45,12,188,97,51.6,91,48.4,45012
45,13,221,126,57.01,95,42.99,45013
45,14,314,146,46.5,168,53.5,45014
45,15,340,200,58.82,140,41.18,45015
45,16,196,110,56.12,86,43.88,45016
45,17,234,125,53.42,109,46.58,45017
45,18,208,116,55.77,92,44.23,45018
45,19,111,42,37.84,69,62.16,45019
45,20,128,71,55.47,57,44.53,45020
45,21,174,97,55.75,77,44.25,45021
45,22,140,79,56.43,61,43.57,45022
45,23,159,80,50.31,79,49.69,45023
45,24,131,85,64.89,46,35.11,45024
45,25,133,77,57.89,56,42.11,45025
45,26,85,54,63.53,31,36.47,45026
45,27,182,103,56.59,79,43.41,45027
45,28,132,65,49.24,67,50.76,45028
45,29,98,59,60.2,39,39.8,45029
45,30,182,90,49.45,92,50.55,45030
45,31,189,109,57.67,80,42.33,45031
45,32,183,93,50.82,90,49.18,45032
45,33,168,79,47.02,89,52.98,45033
45,34,243,137,56.38,106,43.62,45034
45,35,252,138,54.76,114,45.24,45035
45,36,232,126,54.31,106,45.69,45036
45,37,193,98,50.78,95,49.22,45037
45,38,196,109,55.61,87,44.39,45038
45,39,191,106,55.5,85,44.5,45039
45,40,156,87,55.77,69,44.23,45040
45,41,183,89,48.63,94,51.37,45041
45,42,210,128,60.95,82,39.05,45042
45,43,181,114,62.98,67,37.02,45043
45,44,214,120,56.07,94,43.93,45044
45,45,119,75,63.03,44,36.97,45045
45,46,125,70,56.0,55,44.0,45046
45,47,130,80,61.54,50,38.46,45047
45,48,123,85,69.11,38,30.89,45048
46,1,229,107,46.72,122,53.28,46001
46,2,266,104,39.1,162,60.9,46002
46,3,356,188,52.81,168,47.19,46003
46,4,285,132,46.32,153,53.68,46004
46,5,317,152,47.95,165,52.05,46005
46,6,241,100,41.49,141,58.51,46006
46,7,309,165,53.4,144,46.6,46007
46,8,191,76,39.79,115,60.21,46008
46,9,348,142,40.8,206,59.2,46009
46,10,436,196,44.95,240,55.05,46010
46,11,244,94,38.52,150,61.48,46011
46,12,350,155,44.29,195,55.71,46012
46,13,268,139,51.87,129,48.13,46013
46,14,203,92,45.32,111,54.68,46014
46,15,295,139,47.12,156,52.88,46015
46,16,376,174,46.28,202,53.72,46016
46,17,340,178,52.35,162,47.65,46017
46,18,319,140,43.89,179,56.11,46018
46,19,225,106,47.11,119,52.89,46019
46,20,210,99,47.14,111,52.86,46020
46,21,156,58,37.18,98,62.82,46021
46,22,212,84,39.62,128,60.38,46022
46,23,249,102,40.96,147,59.04,46023
46,24,326,154,47.24,172,52.76,46024
46,25,265,114,43.02,151,56.98,46025
46,26,361,155,42.94,206,57.06,46026
46,27,364,135,37.09,229,62.91,46027
46,28,198,119,60.1,79,39.9,46028
46,29,201,88,43.78,113,56.22,46029
46,30,320,133,41.56,187,58.44,46030
46,31,307,142,46.25,165,53.75,46031
46,32,249,104,41.77,145,58.23,46032
46,33,300,147,49.0,153,51.0,46033
46,34,314,142,45.22,172,54.78,46034
46,35,225,106,47.11,119,52.89,46035
46,36,280,162,57.86,118,42.14,46036
46,37,196,95,48.47,101,51.53,46037
46,38,287,123,42.86,164,57.14,46038
46,39,231,110,47.62,121,52.38,46039
46,40,273,154,56.41,119,43.59,46040
47,1,195,103,52.82,92,47.18,47001
47,2,317,189,59.62,128,40.38,47002
47,3,238,130,54.62,108,45.38,47003
47,4,349,224,64.18,125,35.82,47004
47,5,310,142,45.81,168,54.19,47005
47,6,317,164,51.74,153,48.26,47006
47,7,285,139,48.77,146,51.23,47007
47,8,299,175,58.53,124,41.47,47008
47,9,255,131,51.37,124,48.63,47009
47,10,433,188,43.42,245,56.58,47010
47,11,256,148,57.81,108,42.19,47011
47,12,315,171,54.29,144,45.71,47012
47,13,336,172,51.19,164,48.81,47013
47,14,281,159,56.58,122,43.42,47014
47,15,446,174,39.01,272,60.99,47015
47,16,321,185,57.63,136,42.37,47016
47,17,302,173,57.28,129,42.72,47017
47,18,272,150,55.15,122,44.85,47018
47,19,462,186,40.26,276,59.74,47019
47,20,305,159,52.13,146,47.87,47020
47,21,308,152,49.35,156,50.65,47021
47,22,346,187,54.05,159,45.95,47022
47,23,408,188,46.08,220,53.92,47023
47,24,324,170,52.47,154,47.53,47024
47,25,314,178,56.69,136,43.31,47025
47,26,392,192,48.98,200,51.02,47026
47,27,269,133,49.44,136,50.56,47027
47,28,299,154,51.51,145,48.49,47028
47,29,324,169,52.16,155,47.84,47029
47,30,390,196,50.26,194,49.74,47030
47,31,328,163,49.7,165,50.3,47031
47,32,392,187,47.7,205,52.3,47032
47,33,265,147,55.47,118,44.53,47033
47,34,358,196,54.75,162,45.25,47034
47,35,307,182,59.28,125,40.72,47035
47,36,384,188,48.96,196,51.04,47036
47,37,305,158,51.8,147,48.2,47037
47,38,297,166,55.89,131,44.11,47038
47,39,329,179,54.41,150,45.59,47039
47,40,366,212,57.92,154,42.08,47040
47,41,384,193,50.26,191,49.74,47041
47,42,327,138,42.2,189,57.8,47042
47,43,253,141,55.73,112,44.27,47043
47,44,221,127,57.47,94,42.53,47044
47,45,317,192,60.57,125,39.43,47045
47,46,271,169,62.36,102,37.64,47046
47,47,325,180,55.38,145,44.62,47047
47,48,33,17,51.52,16,48.48,47048
48,1,336,127,37.8,209,62.2,48001
48,2,156,87,55.77,69,44.23,48002
48,3,333,150,45.05,183,54.95,48003
48,4,280,139,49.64,141,50.36,48004
48,5,180,117,65.0,63,35.0,48005
48,6,371,176,47.44,195,52.56,48006
48,7,334,160,47.9,174,52.1,48007
48,8,147,84,57.14,63,42.86,48008
48,9,195,103,52.82,92,47.18,48009
48,10,479,238,49.69,241,50.31,48010
48,11,279,143,51.25,136,48.75,48011
48,12,402,191,47.51,211,52.49,48012
48,13,363,166,45.73,197,54.27,48013
48,14,137,72,52.55,65,47.45,48014
48,15,175,81,46.29,94,53.71,48015
48,16,303,129,42.57,174,57.43,48016
48,17,269,137,50.93,132,49.07,48017
48,18,178,74,41.57,104,58.43,48018
48,19,258,107,41.47,151,58.53,48019
48,20,368,171,46.47,197,53.53,48020
48,21,366,170,46.45,196,53.55,48021
48,22,260,126,48.46,134,51.54,48022
48,23,303,201,66.34,102,33.66,48023
48,24,293,137,46.76,156,53.24,48024
48,25,285,157,55.09,128,44.91,48025
48,26,119,52,43.7,67,56.3,48026
48,27,277,97,35.02,180,64.98,48027
48,28,268,119,44.4,149,55.6,48028
48,29,71,39,54.93,32,45.07,48029
48,30,305,151,49.51,154,50.49,48030
48,31,340,130,38.24,210,61.76,48031
48,32,315,125,39.68,190,60.32,48032
48,33,177,103,58.19,74,41.81,48033
48,34,260,124,47.69,136,52.31,48034
48,35,179,70,39.11,109,60.89,48035
48,36,174,102,58.62,72,41.38,48036
48,37,316,130,41.14,186,58.86,48037
48,38,359,225,62.67,134,37.33,48038
48,39,186,95,51.08,91,48.92,48039
