ward,precinct,total,Deval Patrick,Deval Patrick Percent,Bernie Sanders,Bernie Sanders Percent,Michael R. Bloomberg,Michael R. Bloomberg Percent,Elizabeth Warren,Elizabeth Warren Percent,Pete Buttigieg,Pete Buttigieg Percent,Tom Steyer,Tom Steyer Percent,Andrew Yang,Andrew Yang Percent,Michael Bennet,Michael Bennet Percent,John K. Delaney,John K. Delaney Percent,Tulsi Gabbard,Tulsi Gabbard Percent,Cory Booker,Cory Booker Percent,precinct_id
2,6,318,0,0.0,211,66.35,0,0.0,8,2.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.63,0,0.0,02006
2,7,260,0,0.0,141,54.23,3,1.15,2,0.77,1,0.38,0,0.0,1,0.38,0,0.0,0,0.0,0,0.0,1,0.38,02007
2,8,355,0,0.0,206,58.03,1,0.28,6,1.69,1,0.28,0,0.0,0,0.0,0,0.0,0,0.0,2,0.56,0,0.0,02008
2,9,229,0,0.0,55,24.02,4,1.75,4,1.75,1,0.44,0,0.0,0,0.0,0,0.0,0,0.0,5,2.18,0,0.0,02009
2,10,191,0,0.0,25,13.09,2,1.05,3,1.57,2,1.05,0,0.0,0,0.0,0,0.0,0,0.0,3,1.57,0,0.0,02010
2,11,320,0,0.0,44,13.75,8,2.5,4,1.25,1,0.31,0,0.0,0,0.0,2,0.63,0,0.0,1,0.31,0,0.0,02011
2,12,350,0,0.0,82,23.43,5,1.43,4,1.14,2,0.57,0,0.0,0,0.0,0,0.0,0,0.0,2,0.57,1,0.29,02012
2,13,319,0,0.0,47,14.73,2,0.63,5,1.57,3,0.94,0,0.0,0,0.0,0,0.0,0,0.0,3,0.94,0,0.0,02013
2,14,423,0,0.0,268,63.36,3,0.71,6,1.42,1,0.24,0,0.0,1,0.24,0,0.0,0,0.0,1,0.24,0,0.0,02014
2,15,323,0,0.0,152,47.06,1,0.31,7,2.17,1,0.31,0,0.0,1,0.31,0,0.0,0,0.0,1,0.31,1,0.31,02015
2,16,286,0,0.0,137,47.9,4,1.4,6,2.1,3,1.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02016
2,17,432,0,0.0,243,56.25,2,0.46,3,0.69,4,0.93,0,0.0,1,0.23,0,0.0,0,0.0,1,0.23,0,0.0,02017
2,18,306,0,0.0,73,23.86,2,0.65,3,0.98,2,0.65,0,0.0,1,0.33,0,0.0,0,0.0,4,1.31,0,0.0,02018
2,19,147,0,0.0,35,23.81,3,2.04,3,2.04,1,0.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02019
2,20,316,0,0.0,89,28.16,3,0.95,6,1.9,6,1.9,0,0.0,2,0.63,0,0.0,0,0.0,0,0.0,1,0.32,02020
2,21,355,0,0.0,194,54.65,2,0.56,7,1.97,4,1.13,0,0.0,0,0.0,0,0.0,0,0.0,1,0.28,0,0.0,02021
2,22,333,0,0.0,66,19.82,3,0.9,5,1.5,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,02022
2,23,235,0,0.0,20,8.51,10,4.26,1,0.43,1,0.43,0,0.0,0,0.0,0,0.0,0,0.0,1,0.43,0,0.0,02023
2,24,239,0,0.0,55,23.01,5,2.09,2,0.84,1,0.42,0,0.0,1,0.42,0,0.0,0,0.0,2,0.84,0,0.0,02024
2,25,368,0,0.0,190,51.63,3,0.82,6,1.63,1,0.27,0,0.0,2,0.54,0,0.0,0,0.0,0,0.0,0,0.0,02025
2,26,265,1,0.38,84,31.7,5,1.89,4,1.51,1,0.38,0,0.0,1,0.38,0,0.0,0,0.0,2,0.75,0,0.0,02026
2,27,272,0,0.0,63,23.16,2,0.74,3,1.1,1,0.37,0,0.0,0,0.0,0,0.0,0,0.0,7,2.57,0,0.0,02027
2,28,311,0,0.0,93,29.9,6,1.93,5,1.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.96,0,0.0,02028
2,29,322,1,0.31,104,32.3,7,2.17,3,0.93,5,1.55,0,0.0,0,0.0,0,0.0,0,0.0,3,0.93,1,0.31,02029
2,30,242,0,0.0,47,19.42,4,1.65,5,2.07,1,0.41,0,0.0,0,0.0,0,0.0,0,0.0,1,0.41,0,0.0,02030
2,31,385,0,0.0,63,16.36,11,2.86,4,1.04,1,0.26,0,0.0,0,0.0,0,0.0,0,0.0,1,0.26,1,0.26,02031
2,32,222,0,0.0,79,35.59,6,2.7,2,0.9,2,0.9,0,0.0,0,0.0,0,0.0,0,0.0,1,0.45,0,0.0,02032
2,33,505,0,0.0,90,17.82,8,1.58,5,0.99,6,1.19,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,02033
2,34,262,0,0.0,36,13.74,12,4.58,5,1.91,4,1.53,0,0.0,0,0.0,0,0.0,0,0.0,1,0.38,0,0.0,02034
2,35,337,1,0.3,70,20.77,4,1.19,5,1.48,3,0.89,0,0.0,1,0.3,0,0.0,0,0.0,1,0.3,1,0.3,02035
2,36,299,0,0.0,82,27.42,2,0.67,8,2.68,2,0.67,0,0.0,1,0.33,0,0.0,0,0.0,2,0.67,0,0.0,02036
2,37,318,0,0.0,75,23.58,10,3.14,4,1.26,1,0.31,0,0.0,0,0.0,0,0.0,0,0.0,1,0.31,0,0.0,02037
2,38,282,1,0.35,51,18.09,3,1.06,1,0.35,3,1.06,0,0.0,1,0.35,0,0.0,1,0.35,3,1.06,0,0.0,02038
2,39,169,0,0.0,57,33.73,8,4.73,1,0.59,0,0.0,0,0.0,1,0.59,0,0.0,0,0.0,1,0.59,0,0.0,02039
2,40,275,0,0.0,86,31.27,1,0.36,5,1.82,3,1.09,0,0.0,0,0.0,0,0.0,0,0.0,1,0.36,0,0.0,02040
2,41,265,0,0.0,74,27.92,5,1.89,3,1.13,1,0.38,1,0.38,1,0.38,0,0.0,0,0.0,1,0.38,0,0.0,02041
2,42,299,0,0.0,98,32.78,4,1.34,2,0.67,1,0.33,0,0.0,1,0.33,0,0.0,0,0.0,4,1.34,0,0.0,02042
2,43,334,0,0.0,63,18.86,4,1.2,4,1.2,2,0.6,0,0.0,1,0.3,0,0.0,0,0.0,4,1.2,0,0.0,02043
2,44,193,0,0.0,43,22.28,1,0.52,2,1.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02044
2,45,330,0,0.0,110,33.33,6,1.82,8,2.42,2,0.61,0,0.0,1,0.3,1,0.3,0,0.0,3,0.91,1,0.3,02045
2,46,196,0,0.0,72,36.73,3,1.53,9,4.59,2,1.02,0,0.0,0,0.0,1,0.51,0,0.0,0,0.0,1,0.51,02046
3,1,391,0,0.0,127,32.48,12,3.07,8,2.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.77,03001
3,2,457,0,0.0,95,20.79,13,2.84,9,1.97,1,0.22,0,0.0,2,0.44,2,0.44,0,0.0,0,0.0,4,0.88,03002
3,3,210,1,0.48,64,30.48,3,1.43,2,0.95,0,0.0,2,0.95,1,0.48,0,0.0,1,0.48,0,0.0,1,0.48,03003
3,4,390,0,0.0,95,24.36,6,1.54,5,1.28,0,0.0,0,0.0,0,0.0,2,0.51,0,0.0,0,0.0,1,0.26,03004
3,5,185,0,0.0,69,37.3,5,2.7,2,1.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.54,03005
3,6,431,0,0.0,132,30.63,4,0.93,13,3.02,4,0.93,0,0.0,0,0.0,0,0.0,0,0.0,2,0.46,0,0.0,03006
3,7,241,0,0.0,47,19.5,5,2.07,4,1.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.24,03007
3,8,226,0,0.0,82,36.28,6,2.65,3,1.33,1,0.44,0,0.0,0,0.0,0,0.0,2,0.88,0,0.0,1,0.44,03008
3,9,384,0,0.0,137,35.68,7,1.82,2,0.52,1,0.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.52,03009
3,10,140,0,0.0,35,25.0,2,1.43,1,0.71,0,0.0,0,0.0,0,0.0,1,0.71,0,0.0,0,0.0,1,0.71,03010
3,11,314,0,0.0,93,29.62,3,0.96,4,1.27,0,0.0,0,0.0,1,0.32,0,0.0,0,0.0,0,0.0,0,0.0,03011
3,12,365,0,0.0,98,26.85,3,0.82,4,1.1,2,0.55,0,0.0,1,0.27,1,0.27,0,0.0,0,0.0,5,1.37,03012
3,13,408,0,0.0,100,24.51,2,0.49,5,1.23,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03013
3,14,387,1,0.26,157,40.57,1,0.26,9,2.33,2,0.52,0,0.0,1,0.26,1,0.26,1,0.26,3,0.78,0,0.0,03014
3,15,261,1,0.38,85,32.57,2,0.77,4,1.53,0,0.0,2,0.77,0,0.0,0,0.0,1,0.38,0,0.0,0,0.0,03015
3,16,266,0,0.0,77,28.95,4,1.5,3,1.13,0,0.0,1,0.38,0,0.0,2,0.75,0,0.0,1,0.38,0,0.0,03016
3,17,459,0,0.0,200,43.57,0,0.0,8,1.74,2,0.44,0,0.0,1,0.22,1,0.22,0,0.0,0,0.0,0,0.0,03017
3,18,429,2,0.47,157,36.6,8,1.86,4,0.93,1,0.23,1,0.23,0,0.0,5,1.17,0,0.0,1,0.23,2,0.47,03018
3,19,367,0,0.0,75,20.44,5,1.36,5,1.36,2,0.54,0,0.0,5,1.36,0,0.0,0,0.0,2,0.54,0,0.0,03019
3,20,371,0,0.0,132,35.58,6,1.62,6,1.62,0,0.0,0,0.0,0,0.0,2,0.54,0,0.0,0,0.0,1,0.27,03020
3,21,383,0,0.0,81,21.15,10,2.61,4,1.04,2,0.52,0,0.0,0,0.0,1,0.26,0,0.0,0,0.0,0,0.0,03021
3,22,431,0,0.0,189,43.85,0,0.0,9,2.09,6,1.39,0,0.0,2,0.46,0,0.0,0,0.0,4,0.93,0,0.0,03022
3,23,240,1,0.42,68,28.33,10,4.17,2,0.83,0,0.0,1,0.42,1,0.42,1,0.42,1,0.42,1,0.42,2,0.83,03023
3,24,264,0,0.0,96,36.36,8,3.03,3,1.14,1,0.38,2,0.76,2,0.76,1,0.38,0,0.0,0,0.0,0,0.0,03024
3,25,552,0,0.0,131,23.73,8,1.45,9,1.63,3,0.54,0,0.0,0,0.0,0,0.0,0,0.0,2,0.36,0,0.0,03025
3,26,405,0,0.0,99,24.44,7,1.73,10,2.47,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03026
3,27,406,0,0.0,130,32.02,5,1.23,7,1.72,5,1.23,0,0.0,1,0.25,0,0.0,0,0.0,9,2.22,0,0.0,03027
3,28,230,4,1.74,49,21.3,5,2.17,3,1.3,0,0.0,0,0.0,2,0.87,1,0.43,0,0.0,0,0.0,0,0.0,03028
3,29,305,0,0.0,107,35.08,1,0.33,4,1.31,0,0.0,2,0.66,0,0.0,0,0.0,1,0.33,0,0.0,1,0.33,03029
3,30,297,0,0.0,79,26.6,2,0.67,4,1.35,0,0.0,1,0.34,0,0.0,0,0.0,1,0.34,0,0.0,3,1.01,03030
3,31,386,1,0.26,142,36.79,3,0.78,3,0.78,1,0.26,1,0.26,0,0.0,1,0.26,0,0.0,0,0.0,0,0.0,03031
3,32,417,0,0.0,151,36.21,6,1.44,3,0.72,0,0.0,0,0.0,4,0.96,0,0.0,0,0.0,1,0.24,1,0.24,03032
3,33,416,0,0.0,168,40.38,2,0.48,13,3.13,2,0.48,1,0.24,1,0.24,0,0.0,0,0.0,5,1.2,1,0.24,03033
3,34,435,0,0.0,152,34.94,3,0.69,7,1.61,5,1.15,0,0.0,0,0.0,0,0.0,0,0.0,1,0.23,0,0.0,03034
3,35,157,1,0.64,51,32.48,1,0.64,3,1.91,0,0.0,1,0.64,0,0.0,0,0.0,0,0.0,1,0.64,1,0.64,03035
3,36,145,0,0.0,43,29.66,2,1.38,1,0.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03036
3,37,291,1,0.34,92,31.62,4,1.37,1,0.34,0,0.0,2,0.69,1,0.34,0,0.0,0,0.0,0,0.0,0,0.0,03037
3,38,295,1,0.34,53,17.97,4,1.36,4,1.36,2,0.68,0,0.0,1,0.34,1,0.34,0,0.0,0,0.0,1,0.34,03038
3,39,424,0,0.0,155,36.56,1,0.24,11,2.59,3,0.71,0,0.0,1,0.24,0,0.0,0,0.0,1,0.24,1,0.24,03039
3,40,290,1,0.34,91,31.38,4,1.38,5,1.72,1,0.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03040
3,41,316,1,0.32,107,33.86,6,1.9,5,1.58,1,0.32,0,0.0,0,0.0,1,0.32,2,0.63,2,0.63,2,0.63,03041
4,1,497,0,0.0,284,57.14,0,0.0,16,3.22,1,0.2,0,0.0,1,0.2,0,0.0,0,0.0,2,0.4,1,0.2,04001
4,2,431,0,0.0,148,34.34,2,0.46,5,1.16,1,0.23,0,0.0,0,0.0,0,0.0,0,0.0,2,0.46,1,0.23,04002
4,3,284,0,0.0,97,34.15,3,1.06,0,0.0,1,0.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.35,04003
4,4,446,3,0.67,155,34.75,13,2.91,7,1.57,1,0.22,0,0.0,0,0.0,2,0.45,0,0.0,0,0.0,6,1.35,04004
4,5,421,1,0.24,151,35.87,4,0.95,6,1.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.24,2,0.48,04005
4,6,459,2,0.44,87,18.95,9,1.96,3,0.65,2,0.44,1,0.22,2,0.44,1,0.22,0,0.0,1,0.22,3,0.65,04006
4,7,420,0,0.0,117,27.86,6,1.43,4,0.95,0,0.0,0,0.0,0,0.0,2,0.48,0,0.0,0,0.0,3,0.71,04007
4,8,402,0,0.0,131,32.59,1,0.25,4,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,04008
4,9,464,0,0.0,103,22.2,7,1.51,5,1.08,1,0.22,0,0.0,0,0.0,0,0.0,0,0.0,1,0.22,0,0.0,04009
4,10,470,1,0.21,140,29.79,1,0.21,10,2.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.43,3,0.64,04010
4,11,316,1,0.32,84,26.58,2,0.63,2,0.63,0,0.0,0,0.0,2,0.63,0,0.0,0,0.0,2,0.63,0,0.0,04011
4,12,412,0,0.0,115,27.91,3,0.73,1,0.24,0,0.0,1,0.24,0,0.0,0,0.0,0,0.0,0,0.0,2,0.49,04012
4,13,430,0,0.0,209,48.6,0,0.0,9,2.09,8,1.86,0,0.0,1,0.23,0,0.0,0,0.0,2,0.47,0,0.0,04013
4,14,327,0,0.0,92,28.13,8,2.45,5,1.53,3,0.92,0,0.0,0,0.0,0,0.0,0,0.0,2,0.61,2,0.61,04014
4,15,428,2,0.47,125,29.21,6,1.4,1,0.23,0,0.0,1,0.23,1,0.23,1,0.23,0,0.0,0,0.0,4,0.93,04015
4,16,547,0,0.0,240,43.88,4,0.73,8,1.46,0,0.0,0,0.0,1,0.18,1,0.18,0,0.0,4,0.73,0,0.0,04016
4,17,424,0,0.0,193,45.52,2,0.47,12,2.83,2,0.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04017
4,18,358,0,0.0,100,27.93,15,4.19,4,1.12,2,0.56,0,0.0,6,1.68,0,0.0,0,0.0,0,0.0,0,0.0,04018
4,19,260,1,0.38,87,33.46,7,2.69,5,1.92,0,0.0,1,0.38,1,0.38,1,0.38,0,0.0,0,0.0,2,0.77,04019
4,20,328,1,0.3,118,35.98,3,0.91,6,1.83,3,0.91,0,0.0,2,0.61,0,0.0,1,0.3,1,0.3,0,0.0,04020
4,21,422,0,0.0,240,56.87,2,0.47,10,2.37,3,0.71,0,0.0,1,0.24,0,0.0,1,0.24,1,0.24,0,0.0,04021
4,22,376,1,0.27,121,32.18,2,0.53,8,2.13,0,0.0,0,0.0,1,0.27,0,0.0,0,0.0,1,0.27,1,0.27,04022
4,23,498,1,0.2,224,44.98,2,0.4,12,2.41,0,0.0,1,0.2,0,0.0,1,0.2,0,0.0,2,0.4,2,0.4,04023
4,24,353,3,0.85,110,31.16,5,1.42,4,1.13,0,0.0,0,0.0,0,0.0,1,0.28,0,0.0,0,0.0,0,0.0,04024
4,25,427,0,0.0,140,32.79,3,0.7,6,1.41,3,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04025
4,26,323,0,0.0,75,23.22,9,2.79,4,1.24,0,0.0,1,0.31,0,0.0,0,0.0,0,0.0,2,0.62,1,0.31,04026
4,27,488,1,0.2,240,49.18,2,0.41,14,2.87,2,0.41,0,0.0,0,0.0,1,0.2,0,0.0,1,0.2,1,0.2,04027
4,28,319,0,0.0,98,30.72,2,0.63,2,0.63,0,0.0,0,0.0,2,0.63,0,0.0,0,0.0,3,0.94,2,0.63,04028
4,29,301,0,0.0,104,34.55,5,1.66,5,1.66,0,0.0,1,0.33,1,0.33,0,0.0,0,0.0,0,0.0,0,0.0,04029
4,30,416,1,0.24,115,27.64,3,0.72,4,0.96,1,0.24,0,0.0,0,0.0,0,0.0,1,0.24,0,0.0,1,0.24,04030
4,31,448,0,0.0,66,14.73,3,0.67,4,0.89,1,0.22,0,0.0,1,0.22,0,0.0,1,0.22,0,0.0,2,0.45,04031
4,32,375,0,0.0,130,34.67,1,0.27,7,1.87,1,0.27,1,0.27,0,0.0,1,0.27,0,0.0,3,0.8,0,0.0,04032
4,33,367,0,0.0,135,36.78,5,1.36,5,1.36,2,0.54,0,0.0,1,0.27,0,0.0,0,0.0,0,0.0,0,0.0,04033
4,34,313,1,0.32,92,29.39,3,0.96,8,2.56,0,0.0,0,0.0,1,0.32,1,0.32,0,0.0,0,0.0,0,0.0,04034
4,35,393,1,0.25,102,25.95,8,2.04,8,2.04,2,0.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.76,04035
4,36,419,1,0.24,132,31.5,5,1.19,2,0.48,0,0.0,0,0.0,1,0.24,0,0.0,1,0.24,0,0.0,3,0.72,04036
4,37,578,0,0.0,250,43.25,5,0.87,17,2.94,3,0.52,0,0.0,2,0.35,0,0.0,0,0.0,2,0.35,1,0.17,04037
4,38,375,0,0.0,97,25.87,2,0.53,2,0.53,1,0.27,0,0.0,0,0.0,0,0.0,0,0.0,1,0.27,0,0.0,04038
5,1,259,2,0.77,74,28.57,5,1.93,1,0.39,0,0.0,3,1.16,0,0.0,0,0.0,1,0.39,0,0.0,0,0.0,05001
5,2,220,0,0.0,60,27.27,4,1.82,2,0.91,0,0.0,0,0.0,2,0.91,0,0.0,0,0.0,1,0.45,1,0.45,05002
5,3,378,0,0.0,200,52.91,2,0.53,10,2.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.26,0,0.0,05003
5,4,451,0,0.0,244,54.1,3,0.67,2,0.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.22,1,0.22,05004
5,5,291,0,0.0,90,30.93,9,3.09,9,3.09,0,0.0,1,0.34,0,0.0,0,0.0,0,0.0,0,0.0,1,0.34,05005
5,6,260,2,0.77,85,32.69,3,1.15,1,0.38,0,0.0,1,0.38,0,0.0,1,0.38,0,0.0,0,0.0,0,0.0,05006
5,7,376,0,0.0,118,31.38,5,1.33,6,1.6,0,0.0,1,0.27,2,0.53,1,0.27,0,0.0,1,0.27,0,0.0,05007
5,8,407,0,0.0,167,41.03,3,0.74,10,2.46,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05008
5,9,468,2,0.43,202,43.16,5,1.07,14,2.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.43,0,0.0,05009
5,10,234,0,0.0,86,36.75,4,1.71,3,1.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05010
5,11,383,0,0.0,156,40.73,1,0.26,8,2.09,1,0.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05011
