ward,precinct,total,Abigail Schultz (Bernie Sanders),Abigail Schultz (Bernie Sanders) Percent,Mary Colleran (Bernie Sanders),Mary Colleran (Bernie Sanders) Percent,William Bianchi (Bernie Sanders),William Bianchi (Bernie Sanders) Percent,Santos Moreno (Bernie Sanders),Santos Moreno (Bernie Sanders) Percent,Patrick Mulchrone (Bernie Sanders),Patrick Mulchrone (Bernie Sanders) Percent,Dave Temkin (Bernie Sanders),Dave Temkin (Bernie Sanders) Percent,Jared Zingsheim (Andrew Yang),Jared Zingsheim (Andrew Yang) Percent,Amber Fudacz (Andrew Yang),Amber Fudacz (Andrew Yang) Percent,Patrick Maloney (Andrew Yang),Patrick Maloney (Andrew Yang) Percent,William Rudnick (Andrew Yang),William Rudnick (Andrew Yang) Percent,Noah Brant (Andrew Yang),Noah Brant (Andrew Yang) Percent,Rio Diaz (Pete Buttigieg),Rio Diaz (Pete Buttigieg) Percent,Diana Helt (Pete Buttigieg),Diana Helt (Pete Buttigieg) Percent,Kevin Johnson (Pete Buttigieg),Kevin Johnson (Pete Buttigieg) Percent,Brad Lippitz (Pete Buttigieg),Brad Lippitz (Pete Buttigieg) Percent,Jonathan Pizer (Pete Buttigieg),Jonathan Pizer (Pete Buttigieg) Percent,Amanda Penabad (Pete Buttigieg),Amanda Penabad (Pete Buttigieg) Percent,Lee Greenhouse (Pete Buttigieg),Lee Greenhouse (Pete Buttigieg) Percent,Matthew Martin (Elizabeth Warren),Matthew Martin (Elizabeth Warren) Percent,Andrea McPike (Elizabeth Warren),Andrea McPike (Elizabeth Warren) Percent,Zach Koutsky (Elizabeth Warren),Zach Koutsky (Elizabeth Warren) Percent,Kaitlin ''Kady'' McFadden (Elizabeth W,Kaitlin ''Kady'' McFadden (Elizabeth W Percent,Michael Negron (Elizabeth Warren),Michael Negron (Elizabeth Warren) Percent,Eileen Dordek (Elizabeth Warren),Eileen Dordek (Elizabeth Warren) Percent,Carter Harms (Elizabeth Warren),Carter Harms (Elizabeth Warren) Percent,Eduardo Fernandez de Garayalde Gonzale,Eduardo Fernandez de Garayalde Gonzale Percent,Ross D. Secler (Amy J. Klobuchar),Ross D. Secler (Amy J. Klobuchar) Percent,Colette Holt (Amy J. Klobuchar),Colette Holt (Amy J. Klobuchar) Percent,Denise K. Marx (Amy J. Klobuchar),Denise K. Marx (Amy J. Klobuchar) Percent,Ryan O'Donnell (Amy J. Klobuchar),Ryan O'Donnell (Amy J. Klobuchar) Percent,precinct_id
43,9,1767,73,4.13,76,4.3,62,3.51,66,3.74,61,3.45,57,3.23,5,0.28,5,0.28,7,0.4,4,0.23,4,0.23,5,0.28,10,0.57,5,0.28,5,0.28,4,0.23,11,0.62,4,0.23,12,0.68,13,0.74,8,0.45,14,0.79,8,0.45,12,0.68,6,0.34,6,0.34,5,0.28,6,0.34,7,0.4,6,0.34,43009
43,10,2763,98,3.55,97,3.51,87,3.15,97,3.51,85,3.08,81,2.93,7,0.25,9,0.33,7,0.25,8,0.29,6,0.22,7,0.25,4,0.14,0,0.0,2,0.07,3,0.11,11,0.4,4,0.14,12,0.43,22,0.8,10,0.36,14,0.51,12,0.43,15,0.54,8,0.29,1,0.04,3,0.11,10,0.36,5,0.18,5,0.18,43010
43,11,1595,73,4.58,72,4.51,70,4.39,69,4.33,67,4.2,65,4.08,7,0.44,5,0.31,7,0.44,5,0.31,1,0.06,2,0.13,6,0.38,3,0.19,6,0.38,7,0.44,8,0.5,2,0.13,11,0.69,17,1.07,11,0.69,21,1.32,11,0.69,16,1.0,11,0.69,4,0.25,3,0.19,6,0.38,4,0.25,3,0.19,43011
43,12,1262,55,4.36,50,3.96,49,3.88,51,4.04,48,3.8,43,3.41,4,0.32,5,0.4,5,0.4,3,0.24,3,0.24,3,0.24,3,0.24,2,0.16,3,0.24,3,0.24,3,0.24,4,0.32,5,0.4,9,0.71,5,0.4,6,0.48,4,0.32,5,0.4,5,0.4,5,0.4,2,0.16,3,0.24,2,0.16,2,0.16,43012
43,13,1752,104,5.94,97,5.54,87,4.97,89,5.08,84,4.79,79,4.51,3,0.17,5,0.29,6,0.34,5,0.29,2,0.11,7,0.4,11,0.63,7,0.4,8,0.46,9,0.51,10,0.57,2,0.11,12,0.68,16,0.91,11,0.63,22,1.26,9,0.51,14,0.8,7,0.4,4,0.23,3,0.17,5,0.29,6,0.34,2,0.11,43013
43,14,2238,66,2.95,61,2.73,56,2.5,54,2.41,46,2.06,44,1.97,2,0.09,3,0.13,8,0.36,4,0.18,3,0.13,5,0.22,11,0.49,10,0.45,9,0.4,9,0.4,11,0.49,6,0.27,8,0.36,14,0.63,10,0.45,19,0.85,9,0.4,15,0.67,9,0.4,5,0.22,6,0.27,7,0.31,7,0.31,5,0.22,43014
43,15,2038,88,4.32,83,4.07,69,3.39,73,3.58,67,3.29,66,3.24,6,0.29,9,0.44,5,0.25,6,0.29,2,0.1,2,0.1,10,0.49,3,0.15,6,0.29,2,0.1,9,0.44,4,0.2,13,0.64,18,0.88,9,0.44,21,1.03,10,0.49,16,0.79,10,0.49,3,0.15,4,0.2,5,0.25,7,0.34,5,0.25,43015
43,16,2295,152,6.62,144,6.27,134,5.84,134,5.84,129,5.62,126,5.49,5,0.22,3,0.13,4,0.17,4,0.17,3,0.13,3,0.13,8,0.35,7,0.31,9,0.39,7,0.31,8,0.35,3,0.13,14,0.61,22,0.96,12,0.52,20,0.87,13,0.57,15,0.65,9,0.39,3,0.13,3,0.13,6,0.26,6,0.26,3,0.13,43016
43,17,1465,57,3.89,52,3.55,43,2.94,46,3.14,43,2.94,43,2.94,2,0.14,5,0.34,3,0.2,3,0.2,2,0.14,2,0.14,7,0.48,4,0.27,5,0.34,7,0.48,6,0.41,6,0.41,7,0.48,13,0.89,7,0.48,10,0.68,6,0.41,6,0.41,5,0.34,0,0.0,1,0.07,6,0.41,1,0.07,0,0.0,43017
43,18,2256,101,4.48,101,4.48,90,3.99,95,4.21,94,4.17,90,3.99,3,0.13,6,0.27,5,0.22,2,0.09,2,0.09,5,0.22,9,0.4,4,0.18,5,0.22,5,0.22,9,0.4,5,0.22,13,0.58,18,0.8,11,0.49,21,0.93,12,0.53,17,0.75,10,0.44,6,0.27,3,0.13,4,0.18,3,0.13,4,0.18,43018
43,19,2255,82,3.64,82,3.64,73,3.24,73,3.24,71,3.15,69,3.06,3,0.13,5,0.22,4,0.18,2,0.09,2,0.09,8,0.35,10,0.44,5,0.22,10,0.44,8,0.35,10,0.44,2,0.09,7,0.31,15,0.67,5,0.22,15,0.67,9,0.4,16,0.71,7,0.31,4,0.18,4,0.18,6,0.27,6,0.27,3,0.13,43019
43,20,2173,102,4.69,101,4.65,94,4.33,93,4.28,87,4.0,80,3.68,2,0.09,3,0.14,2,0.09,2,0.09,1,0.05,3,0.14,8,0.37,2,0.09,4,0.18,4,0.18,6,0.28,4,0.18,9,0.41,20,0.92,11,0.51,21,0.97,8,0.37,12,0.55,6,0.28,3,0.14,4,0.18,5,0.23,3,0.14,4,0.18,43020
43,21,2071,101,4.88,97,4.68,86,4.15,88,4.25,80,3.86,79,3.81,2,0.1,7,0.34,3,0.14,3,0.14,3,0.14,3,0.14,8,0.39,1,0.05,7,0.34,4,0.19,3,0.14,2,0.1,18,0.87,20,0.97,15,0.72,22,1.06,16,0.77,17,0.82,14,0.68,1,0.05,2,0.1,4,0.19,4,0.19,1,0.05,43021
43,22,1521,91,5.98,90,5.92,77,5.06,82,5.39,75,4.93,72,4.73,3,0.2,6,0.39,3,0.2,1,0.07,1,0.07,2,0.13,9,0.59,8,0.53,9,0.59,6,0.39,9,0.59,5,0.33,9,0.59,11,0.72,7,0.46,14,0.92,3,0.2,10,0.66,5,0.33,3,0.2,0,0.0,4,0.26,2,0.13,1,0.07,43022
43,23,1381,62,4.49,61,4.42,52,3.77,57,4.13,54,3.91,55,3.98,0,0.0,0,0.0,1,0.07,0,0.0,2,0.14,4,0.29,5,0.36,1,0.07,4,0.29,4,0.29,2,0.14,0,0.0,3,0.22,7,0.51,5,0.36,7,0.51,5,0.36,7,0.51,2,0.14,2,0.14,3,0.22,4,0.29,3,0.22,2,0.14,43023
43,24,1268,47,3.71,45,3.55,44,3.47,47,3.71,40,3.15,38,3.0,4,0.32,3,0.24,5,0.39,1,0.08,3,0.24,5,0.39,8,0.63,5,0.39,7,0.55,3,0.24,5,0.39,4,0.32,10,0.79,11,0.87,10,0.79,12,0.95,11,0.87,5,0.39,7,0.55,1,0.08,3,0.24,3,0.24,5,0.39,5,0.39,43024
43,25,1907,74,3.88,68,3.57,65,3.41,69,3.62,62,3.25,59,3.09,7,0.37,7,0.37,4,0.21,3,0.16,2,0.1,4,0.21,8,0.42,8,0.42,7,0.37,8,0.42,9,0.47,2,0.1,8,0.42,13,0.68,9,0.47,17,0.89,8,0.42,11,0.58,5,0.26,3,0.16,2,0.1,3,0.16,3,0.16,2,0.1,43025
43,26,1563,38,2.43,34,2.18,33,2.11,33,2.11,31,1.98,30,1.92,0,0.0,0,0.0,1,0.06,3,0.19,0,0.0,5,0.32,6,0.38,2,0.13,7,0.45,5,0.32,4,0.26,3,0.19,7,0.45,10,0.64,5,0.32,10,0.64,9,0.58,9,0.58,4,0.26,2,0.13,1,0.06,2,0.13,3,0.19,3,0.19,43026
43,27,2056,97,4.72,96,4.67,79,3.84,83,4.04,78,3.79,77,3.75,1,0.05,2,0.1,1,0.05,2,0.1,1,0.05,6,0.29,8,0.39,5,0.24,8,0.39,8,0.39,9,0.44,2,0.1,7,0.34,14,0.68,8,0.39,13,0.63,7,0.34,12,0.58,6,0.29,1,0.05,2,0.1,3,0.15,3,0.15,2,0.1,43027
43,28,1884,64,3.4,63,3.34,55,2.92,60,3.18,53,2.81,52,2.76,3,0.16,1,0.05,3,0.16,1,0.05,1,0.05,2,0.11,5,0.27,1,0.05,4,0.21,4,0.21,6,0.32,1,0.05,8,0.42,14,0.74,8,0.42,13,0.69,9,0.48,9,0.48,8,0.42,1,0.05,3,0.16,6,0.32,6,0.32,3,0.16,43028
43,29,2589,138,5.33,129,4.98,116,4.48,121,4.67,112,4.33,108,4.17,3,0.12,2,0.08,5,0.19,1,0.04,1,0.04,6,0.23,11,0.42,4,0.15,5,0.19,5,0.19,9,0.35,5,0.19,19,0.73,24,0.93,17,0.66,27,1.04,17,0.66,29,1.12,14,0.54,4,0.15,4,0.15,11,0.42,4,0.15,1,0.04,43029
43,30,2387,135,5.66,129,5.4,129,5.4,130,5.45,121,5.07,117,4.9,5,0.21,7,0.29,3,0.13,6,0.25,3,0.13,6,0.25,7,0.29,5,0.21,10,0.42,7,0.29,10,0.42,5,0.21,4,0.17,8,0.34,4,0.17,14,0.59,2,0.08,4,0.17,2,0.08,2,0.08,0,0.0,5,0.21,4,0.17,1,0.04,43030
43,31,1917,86,4.49,82,4.28,76,3.96,85,4.43,75,3.91,69,3.6,8,0.42,9,0.47,6,0.31,9,0.47,5,0.26,6,0.31,13,0.68,6,0.31,4,0.21,6,0.31,8,0.42,5,0.26,9,0.47,16,0.83,7,0.37,12,0.63,9,0.47,4,0.21,5,0.26,4,0.21,3,0.16,6,0.31,2,0.1,2,0.1,43031
43,32,2155,94,4.36,89,4.13,79,3.67,84,3.9,74,3.43,73,3.39,5,0.23,5,0.23,2,0.09,3,0.14,0,0.0,6,0.28,12,0.56,6,0.28,8,0.37,7,0.32,12,0.56,12,0.56,11,0.51,27,1.25,13,0.6,29,1.35,14,0.65,18,0.84,10,0.46,0,0.0,0,0.0,7,0.32,4,0.19,2,0.09,43032
43,34,1296,63,4.86,56,4.32,50,3.86,52,4.01,47,3.63,45,3.47,2,0.15,4,0.31,6,0.46,3,0.23,3,0.23,2,0.15,4,0.31,2,0.15,5,0.39,4,0.31,7,0.54,3,0.23,10,0.77,16,1.23,9,0.69,16,1.23,9,0.69,12,0.93,8,0.62,1,0.08,1,0.08,5,0.39,2,0.15,2,0.15,43034
43,36,1135,58,5.11,53,4.67,50,4.41,49,4.32,46,4.05,44,3.88,1,0.09,3,0.26,3,0.26,2,0.18,2,0.18,3,0.26,7,0.62,7,0.62,4,0.35,7,0.62,10,0.88,3,0.26,11,0.97,13,1.15,6,0.53,14,1.23,8,0.7,12,1.06,5,0.44,1,0.09,1,0.09,3,0.26,3,0.26,0,0.0,43036
43,37,1855,140,7.55,141,7.6,133,7.17,130,7.01,125,6.74,117,6.31,0,0.0,3,0.16,1,0.05,0,0.0,0,0.0,2,0.11,8,0.43,5,0.27,5,0.27,5,0.27,8,0.43,5,0.27,10,0.54,20,1.08,13,0.7,25,1.35,11,0.59,17,0.92,11,0.59,0,0.0,0,0.0,0,0.0,2,0.11,0,0.0,43037
43,38,1641,20,1.22,19,1.16,15,0.91,15,0.91,15,0.91,13,0.79,1,0.06,1,0.06,1,0.06,1,0.06,3,0.18,2,0.12,9,0.55,6,0.37,6,0.37,8,0.49,6,0.37,5,0.3,1,0.06,3,0.18,0,0.0,3,0.18,0,0.0,1,0.06,0,0.0,4,0.24,2,0.12,5,0.3,4,0.24,3,0.18,43038
43,39,1424,87,6.11,87,6.11,82,5.76,87,6.11,80,5.62,77,5.41,5,0.35,3,0.21,3,0.21,2,0.14,3,0.21,1,0.07,13,0.91,3,0.21,3,0.21,4,0.28,5,0.35,2,0.14,6,0.42,9,0.63,7,0.49,12,0.84,7,0.49,7,0.49,5,0.35,1,0.07,2,0.14,2,0.14,0,0.0,0,0.0,43039
43,40,1629,96,5.89,90,5.52,85,5.22,92,5.65,85,5.22,78,4.79,6,0.37,12,0.74,7,0.43,7,0.43,3,0.18,5,0.31,5,0.31,5,0.31,1,0.06,4,0.25,7,0.43,0,0.0,17,1.04,25,1.53,17,1.04,23,1.41,15,0.92,18,1.1,16,0.98,3,0.18,2,0.12,3,0.18,6,0.37,2,0.12,43040
43,41,2722,129,4.74,122,4.48,113,4.15,121,4.45,104,3.82,100,3.67,6,0.22,7,0.26,7,0.26,3,0.11,3,0.11,7,0.26,14,0.51,11,0.4,10,0.37,9,0.33,12,0.44,4,0.15,9,0.33,18,0.66,11,0.4,24,0.88,12,0.44,18,0.66,11,0.4,1,0.04,3,0.11,9,0.33,6,0.22,4,0.15,43041
43,42,1859,98,5.27,102,5.49,90,4.84,93,5.0,88,4.73,85,4.57,4,0.22,6,0.32,2,0.11,3,0.16,1,0.05,6,0.32,13,0.7,8,0.43,10,0.54,7,0.38,12,0.65,6,0.32,19,1.02,25,1.34,15,0.81,25,1.34,16,0.86,16,0.86,9,0.48,2,0.11,2,0.11,4,0.22,3,0.16,1,0.05,43042
43,43,2086,48,2.3,45,2.16,39,1.87,37,1.77,35,1.68,32,1.53,3,0.14,2,0.1,1,0.05,1,0.05,0,0.0,1,0.05,11,0.53,7,0.34,7,0.34,10,0.48,8,0.38,5,0.24,7,0.34,10,0.48,6,0.29,10,0.48,5,0.24,6,0.29,5,0.24,3,0.14,2,0.1,2,0.1,0,0.0,5,0.24,43043
43,44,1949,85,4.36,85,4.36,78,4.0,83,4.26,74,3.8,73,3.75,4,0.21,6,0.31,6,0.31,2,0.1,3,0.15,4,0.21,8,0.41,4,0.21,4,0.21,5,0.26,3,0.15,2,0.1,14,0.72,26,1.33,15,0.77,24,1.23,17,0.87,22,1.13,13,0.67,0,0.0,2,0.1,5,0.26,0,0.0,1,0.05,43044
43,46,1200,64,5.33,59,4.92,55,4.58,56,4.67,55,4.58,52,4.33,2,0.17,2,0.17,0,0.0,1,0.08,0,0.0,1,0.08,6,0.5,2,0.17,2,0.17,3,0.25,2,0.17,1,0.08,4,0.33,8,0.67,2,0.17,10,0.83,3,0.25,8,0.67,1,0.08,0,0.0,1,0.08,1,0.08,0,0.0,0,0.0,43046
44,1,2702,144,5.33,142,5.26,126,4.66,132,4.89,122,4.52,118,4.37,4,0.15,6,0.22,3,0.11,2,0.07,3,0.11,7,0.26,13,0.48,7,0.26,10,0.37,13,0.48,10,0.37,5,0.19,22,0.81,31,1.15,26,0.96,32,1.18,22,0.81,28,1.04,17,0.63,0,0.0,2,0.07,5,0.19,3,0.11,2,0.07,44001
44,2,2091,110,5.26,108,5.16,96,4.59,103,4.93,95,4.54,92,4.4,6,0.29,7,0.33,6,0.29,4,0.19,3,0.14,7,0.33,8,0.38,3,0.14,6,0.29,4,0.19,9,0.43,2,0.1,17,0.81,21,1.0,15,0.72,28,1.34,14,0.67,23,1.1,15,0.72,3,0.14,0,0.0,4,0.19,4,0.19,0,0.0,44002
44,5,1788,123,6.88,118,6.6,112,6.26,109,6.1,105,5.87,104,5.82,0,0.0,0,0.0,1,0.06,1,0.06,2,0.11,3,0.17,6,0.34,6,0.34,10,0.56,9,0.5,6,0.34,5,0.28,16,0.89,21,1.17,13,0.73,22,1.23,11,0.62,13,0.73,9,0.5,1,0.06,1,0.06,4,0.22,2,0.11,2,0.11,44005
44,6,3052,219,7.18,214,7.01,188,6.16,200,6.55,189,6.19,182,5.96,6,0.2,8,0.26,9,0.29,5,0.16,4,0.13,5,0.16,14,0.46,8,0.26,10,0.33,10,0.33,11,0.36,3,0.1,23,0.75,34,1.11,18,0.59,33,1.08,19,0.62,25,0.82,18,0.59,4,0.13,2,0.07,4,0.13,5,0.16,1,0.03,44006
44,8,2119,143,6.75,142,6.7,135,6.37,136,6.42,129,6.09,122,5.76,3,0.14,7,0.33,2,0.09,0,0.0,3,0.14,4,0.19,10,0.47,8,0.38,7,0.33,8,0.38,9,0.42,8,0.38,13,0.61,26,1.23,18,0.85,26,1.23,15,0.71,21,0.99,14,0.66,2,0.09,0,0.0,1,0.05,2,0.09,2,0.09,44008
44,9,2020,116,5.74,113,5.59,100,4.95,104,5.15,100,4.95,98,4.85,5,0.25,5,0.25,1,0.05,1,0.05,1,0.05,9,0.45,12,0.59,8,0.4,7,0.35,6,0.3,11,0.54,3,0.15,12,0.59,15,0.74,8,0.4,13,0.64,4,0.2,9,0.45,8,0.4,2,0.1,2,0.1,2,0.1,3,0.15,2,0.1,44009
44,10,2099,132,6.29,128,6.1,117,5.57,116,5.53,109,5.19,107,5.1,9,0.43,12,0.57,7,0.33,6,0.29,4,0.19,8,0.38,7,0.33,5,0.24,4,0.19,7,0.33,6,0.29,3,0.14,17,0.81,16,0.76,13,0.62,14,0.67,13,0.62,13,0.62,11,0.52,2,0.1,3,0.14,3,0.14,0,0.0,1,0.05,44010
44,11,2513,147,5.85,144,5.73,130,5.17,139,5.53,122,4.85,115,4.58,3,0.12,7,0.28,8,0.32,3,0.12,2,0.08,4,0.16,6,0.24,5,0.2,8,0.32,6,0.24,7,0.28,2,0.08,18,0.72,30,1.19,18,0.72,21,0.84,13,0.52,21,0.84,14,0.56,1,0.04,2,0.08,4,0.16,3,0.12,5,0.2,44011
44,12,2516,104,4.13,101,4.01,91,3.62,96,3.82,85,3.38,83,3.3,3,0.12,4,0.16,2,0.08,2,0.08,2,0.08,4,0.16,11,0.44,7,0.28,18,0.72,17,0.68,12,0.48,5,0.2,17,0.68,21,0.83,13,0.52,23,0.91,14,0.56,19,0.76,11,0.44,2,0.08,2,0.08,4,0.16,7,0.28,2,0.08,44012
44,13,1799,83,4.61,89,4.95,74,4.11,80,4.45,74,4.11,72,4.0,4,0.22,5,0.28,3,0.17,3,0.17,4,0.22,1,0.06,6,0.33,1,0.06,5,0.28,1,0.06,3,0.17,2,0.11,8,0.44,11,0.61,10,0.56,14,0.78,8,0.44,14,0.78,12,0.67,3,0.17,4,0.22,6,0.33,8,0.44,1,0.06,44013
44,14,1370,100,7.3,97,7.08,95,6.93,95,6.93,88,6.42,88,6.42,5,0.36,4,0.29,1,0.07,1,0.07,1,0.07,4,0.29,11,0.8,6,0.44,7,0.51,10,0.73,9,0.66,3,0.22,6,0.44,10,0.73,7,0.51,10,0.73,4,0.29,7,0.51,3,0.22,1,0.07,0,0.0,3,0.22,2,0.15,0,0.0,44014
44,15,2146,124,5.78,126,5.87,111,5.17,117,5.45,109,5.08,107,4.99,4,0.19,3,0.14,3,0.14,3,0.14,2,0.09,0,0.0,10,0.47,4,0.19,9,0.42,10,0.47,8,0.37,6,0.28,19,0.89,23,1.07,14,0.65,24,1.12,14,0.65,20,0.93,14,0.65,2,0.09,4,0.19,9,0.42,5,0.23,3,0.14,44015
44,16,2684,153,5.7,158,5.89,137,5.1,139,5.18,131,4.88,124,4.62,9,0.34,12,0.45,8,0.3,5,0.19,5,0.19,6,0.22,9,0.34,7,0.26,6,0.22,6,0.22,10,0.37,2,0.07,21,0.78,33,1.23,19,0.71,33,1.23,24,0.89,31,1.15,19,0.71,2,0.07,6,0.22,8,0.3,7,0.26,3,0.11,44016
44,17,2702,154,5.7,149,5.51,143,5.29,145,5.37,134,4.96,137,5.07,0,0.0,3,0.11,3,0.11,1,0.04,0,0.0,6,0.22,14,0.52,10,0.37,12,0.44,18,0.67,10,0.37,5,0.19,29,1.07,37,1.37,22,0.81,35,1.3,26,0.96,31,1.15,22,0.81,3,0.11,0,0.0,7,0.26,4,0.15,4,0.15,44017
44,18,2142,117,5.46,105,4.9,106,4.95,105,4.9,97,4.53,95,4.44,5,0.23,6,0.28,7,0.33,4,0.19,7,0.33,8,0.37,10,0.47,12,0.56,9,0.42,9,0.42,11,0.51,4,0.19,18,0.84,21,0.98,15,0.7,29,1.35,13,0.61,23,1.07,13,0.61,1,0.05,2,0.09,9,0.42,8,0.37,2,0.09,44018
44,19,2882,144,5.0,133,4.61,130,4.51,132,4.58,124,4.3,120,4.16,3,0.1,5,0.17,3,0.1,4,0.14,2,0.07,2,0.07,12,0.42,9,0.31,19,0.66,15,0.52,12,0.42,5,0.17,16,0.56,21,0.73,14,0.49,22,0.76,14,0.49,21,0.73,9,0.31,4,0.14,3,0.1,8,0.28,3,0.1,3,0.1,44019
44,20,2078,176,8.47,175,8.42,165,7.94,168,8.08,159,7.65,157,7.56,1,0.05,1,0.05,1,0.05,0,0.0,0,0.0,5,0.24,6,0.29,3,0.14,7,0.34,6,0.29,7,0.34,3,0.14,21,1.01,29,1.4,19,0.91,21,1.01,12,0.58,16,0.77,9,0.43,4,0.19,2,0.1,4,0.19,4,0.19,1,0.05,44020
44,21,2682,190,7.08,180,6.71,169,6.3,176,6.56,161,6.0,158,5.89,1,0.04,5,0.19,2,0.07,0,0.0,1,0.04,9,0.34,6,0.22,5,0.19,12,0.45,14,0.52,6,0.22,5,0.19,19,0.71,30,1.12,19,0.71,27,1.01,24,0.89,28,1.04,17,0.63,6,0.22,3,0.11,7,0.26,5,0.19,1,0.04,44021
44,22,2576,123,4.77,113,4.39,108,4.19,111,4.31,102,3.96,101,3.92,2,0.08,7,0.27,4,0.16,4,0.16,3,0.12,15,0.58,14,0.54,10,0.39,17,0.66,24,0.93,14,0.54,6,0.23,14,0.54,18,0.7,14,0.54,20,0.78,13,0.5,18,0.7,10,0.39,5,0.19,4,0.16,5,0.19,7,0.27,4,0.16,44022
44,23,2342,167,7.13,167,7.13,148,6.32,150,6.4,140,5.98,139,5.94,4,0.17,6,0.26,2,0.09,1,0.04,2,0.09,6,0.26,12,0.51,4,0.17,8,0.34,3,0.13,7,0.3,3,0.13,17,0.73,28,1.2,14,0.6,30,1.28,17,0.73,30,1.28,14,0.6,2,0.09,1,0.04,3,0.13,4,0.17,2,0.09,44023
44,25,2198,119,5.41,112,5.1,101,4.6,110,5.0,103,4.69,100,4.55,4,0.18,3,0.14,4,0.18,2,0.09,2,0.09,3,0.14,16,0.73,4,0.18,5,0.23,4,0.18,11,0.5,5,0.23,21,0.96,34,1.55,22,1.0,30,1.36,19,0.86,26,1.18,16,0.73,6,0.27,5,0.23,8,0.36,9,0.41,6,0.27,44025
44,26,2673,185,6.92,188,7.03,170,6.36,177,6.62,163,6.1,162,6.06,6,0.22,7,0.26,6,0.22,4,0.15,4,0.15,5,0.19,12,0.45,6,0.22,8,0.3,12,0.45,7,0.26,6,0.22,29,1.08,36,1.35,25,0.94,37,1.38,25,0.94,35,1.31,21,0.79,2,0.07,1,0.04,4,0.15,3,0.11,4,0.15,44026
44,27,2758,172,6.24,165,5.98,158,5.73,160,5.8,151,5.47,152,5.51,10,0.36,10,0.36,7,0.25,6,0.22,6,0.22,8,0.29,7,0.25,4,0.15,3,0.11,7,0.25,9,0.33,4,0.15,18,0.65,26,0.94,16,0.58,29,1.05,17,0.62,20,0.73,16,0.58,5,0.18,4,0.15,6,0.22,8,0.29,5,0.18,44027
44,28,2035,126,6.19,119,5.85,112,5.5,115,5.65,103,5.06,102,5.01,3,0.15,0,0.0,4,0.2,0,0.0,2,0.1,6,0.29,10,0.49,8,0.39,12,0.59,17,0.84,7,0.34,3,0.15,18,0.88,26,1.28,16,0.79,28,1.38,17,0.84,25,1.23,14,0.69,2,0.1,2,0.1,5,0.25,3,0.15,2,0.1,44028
44,29,2454,163,6.64,148,6.03,138,5.62,148,6.03,136,5.54,135,5.5,3,0.12,8,0.33,8,0.33,4,0.16,1,0.04,9,0.37,16,0.65,6,0.24,4,0.16,6,0.24,12,0.49,2,0.08,16,0.65,28,1.14,19,0.77,23,0.94,17,0.69,21,0.86,14,0.57,2,0.08,1,0.04,4,0.16,4,0.16,5,0.2,44029
44,30,2617,146,5.58,141,5.39,124,4.74,133,5.08,125,4.78,117,4.47,4,0.15,6,0.23,3,0.11,4,0.15,3,0.11,12,0.46,12,0.46,9,0.34,10,0.38,11,0.42,12,0.46,3,0.11,19,0.73,31,1.18,16,0.61,35,1.34,20,0.76,25,0.96,20,0.76,3,0.11,3,0.11,10,0.38,6,0.23,3,0.11,44030
44,31,1739,139,7.99,135,7.76,127,7.3,131,7.53,125,7.19,118,6.79,3,0.17,8,0.46,0,0.0,0,0.0,1,0.06,2,0.12,3,0.17,2,0.12,3,0.17,3,0.17,3,0.17,2,0.12,12,0.69,15,0.86,10,0.58,16,0.92,10,0.58,16,0.92,10,0.58,2,0.12,1,0.06,2,0.12,2,0.12,1,0.06,44031
44,32,2322,171,7.36,170,7.32,160,6.89,166,7.15,157,6.76,151,6.5,6,0.26,6,0.26,9,0.39,4,0.17,4,0.17,3,0.13,10,0.43,8,0.34,11,0.47,11,0.47,10,0.43,4,0.17,13,0.56,19,0.82,13,0.56,21,0.9,11,0.47,15,0.65,11,0.47,1,0.04,1,0.04,3,0.13,1,0.04,0,0.0,44032
44,33,2009,158,7.86,154,7.67,147,7.32,149,7.42,140,6.97,139,6.92,1,0.05,4,0.2,1,0.05,1,0.05,1,0.05,3,0.15,6,0.3,5,0.25,10,0.5,9,0.45,4,0.2,4,0.2,14,0.7,22,1.1,14,0.7,20,1.0,12,0.6,19,0.95,12,0.6,2,0.1,0,0.0,3,0.15,2,0.1,0,0.0,44033
44,34,2647,131,4.95,132,4.99,116,4.38,126,4.76,114,4.31,111,4.19,6,0.23,8,0.3,7,0.26,5,0.19,4,0.15,12,0.45,13,0.49,9,0.34,17,0.64,15,0.57,10,0.38,5,0.19,20,0.76,22,0.83,17,0.64,23,0.87,17,0.64,25,0.94,13,0.49,5,0.19,2,0.08,8,0.3,4,0.15,11,0.42,44034
44,36,1976,139,7.03,138,6.98,132,6.68,137,6.93,128,6.48,127,6.43,2,0.1,5,0.25,4,0.2,2,0.1,1,0.05,4,0.2,8,0.4,6,0.3,10,0.51,8,0.4,7,0.35,3,0.15,12,0.61,17,0.86,10,0.51,13,0.66,9,0.46,13,0.66,8,0.4,5,0.25,4,0.2,4,0.2,5,0.25,2,0.1,44036
44,37,2893,162,5.6,155,5.36,143,4.94,150,5.18,135,4.67,128,4.42,6,0.21,9,0.31,7,0.24,5,0.17,5,0.17,9,0.31,17,0.59,11,0.38,14,0.48,16,0.55,15,0.52,8,0.28,26,0.9,39,1.35,26,0.9,40,1.38,24,0.83,38,1.31,22,0.76,3,0.1,4,0.14,7,0.24,8,0.28,3,0.1,44037
