ward,precinct,total,Jesse G Reyes,Jesse G Reyes Percent,"P. Scott Neville, Jr.","P. Scott Neville, Jr. Percent",Shelly A. Harris,Shelly A. Harris Percent,Cynthia Y. Cobbs,Cynthia Y. Cobbs Percent,Daniel Epstein,Daniel Epstein Percent,Nathaniel Roosevelt Howse,Nathaniel Roosevelt Howse Percent,precinct_id
23,5,215,118,54.88,22,10.23,20,9.3,20,9.3,18,8.37,5,2.33,23005
23,6,95,50,52.63,12,12.63,9,9.47,8,8.42,8,8.42,3,3.16,23006
23,7,173,108,62.43,8,4.62,28,16.18,12,6.94,5,2.89,4,2.31,23007
23,8,222,97,43.69,23,10.36,33,14.86,18,8.11,18,8.11,8,3.6,23008
23,9,185,121,65.41,14,7.57,16,8.65,7,3.78,11,5.95,3,1.62,23009
23,10,221,125,56.56,13,5.88,20,9.05,20,9.05,17,7.69,2,0.9,23010
23,11,207,120,57.97,22,10.63,17,8.21,19,9.18,9,4.35,5,2.42,23011
23,12,195,53,27.18,36,18.46,28,14.36,18,9.23,22,11.28,3,1.54,23012
23,13,183,114,62.3,14,7.65,13,7.1,18,9.84,14,7.65,3,1.64,23013
23,14,186,63,33.87,25,13.44,37,19.89,8,4.3,22,11.83,4,2.15,23014
23,15,72,48,66.67,5,6.94,7,9.72,4,5.56,3,4.17,1,1.39,23015
23,16,192,62,32.29,25,13.02,32,16.67,10,5.21,30,15.63,1,0.52,23016
23,17,121,75,61.98,7,5.79,6,4.96,17,14.05,5,4.13,4,3.31,23017
23,18,153,53,34.64,20,13.07,27,17.65,7,4.58,19,12.42,2,1.31,23018
23,19,170,103,60.59,18,10.59,6,3.53,19,11.18,11,6.47,6,3.53,23019
23,20,112,64,57.14,8,7.14,6,5.36,13,11.61,8,7.14,4,3.57,23020
23,21,219,73,33.33,30,13.7,29,13.24,9,4.11,21,9.59,4,1.83,23021
23,22,181,81,44.75,20,11.05,20,11.05,12,6.63,19,10.5,1,0.55,23022
23,23,183,65,35.52,22,12.02,40,21.86,12,6.56,13,7.1,3,1.64,23023
23,24,133,90,67.67,8,6.02,8,6.02,8,6.02,9,6.77,1,0.75,23024
23,25,173,93,53.76,11,6.36,17,9.83,16,9.25,17,9.83,2,1.16,23025
23,26,175,95,54.29,15,8.57,14,8.0,11,6.29,18,10.29,9,5.14,23026
23,27,183,54,29.51,33,18.03,30,16.39,9,4.92,25,13.66,2,1.09,23027
23,28,191,66,34.55,34,17.8,28,14.66,23,12.04,9,4.71,6,3.14,23028
23,29,168,65,38.69,11,6.55,42,25.0,8,4.76,10,5.95,4,2.38,23029
23,30,245,134,54.69,23,9.39,16,6.53,24,9.8,26,10.61,5,2.04,23030
23,31,178,121,67.98,12,6.74,10,5.62,14,7.87,10,5.62,2,1.12,23031
23,32,180,89,49.44,18,10.0,22,12.22,14,7.78,15,8.33,7,3.89,23032
23,33,200,123,61.5,10,5.0,21,10.5,14,7.0,19,9.5,0,0.0,23033
23,34,217,134,61.75,17,7.83,22,10.14,17,7.83,12,5.53,2,0.92,23034
23,35,144,53,36.81,15,10.42,25,17.36,13,9.03,11,7.64,4,2.78,23035
23,36,155,54,34.84,21,13.55,29,18.71,14,9.03,14,9.03,2,1.29,23036
23,37,189,69,36.51,33,17.46,30,15.87,6,3.17,17,8.99,4,2.12,23037
23,38,172,67,38.95,22,12.79,32,18.6,7,4.07,11,6.4,4,2.33,23038
23,39,218,130,59.63,20,9.17,26,11.93,12,5.5,19,8.72,2,0.92,23039
24,1,164,15,9.15,61,37.2,28,17.07,40,24.39,2,1.22,11,6.71,24001
24,2,150,26,17.33,41,27.33,23,15.33,38,25.33,2,1.33,14,9.33,24002
24,3,174,32,18.39,49,28.16,35,20.11,37,21.26,5,2.87,8,4.6,24003
24,4,137,17,12.41,44,32.12,32,23.36,30,21.9,1,0.73,7,5.11,24004
24,5,94,14,14.89,22,23.4,26,27.66,25,26.6,1,1.06,2,2.13,24005
24,6,204,25,12.25,57,27.94,51,25.0,39,19.12,7,3.43,13,6.37,24006
24,7,110,41,37.27,21,19.09,10,9.09,10,9.09,18,16.36,2,1.82,24007
24,8,78,12,15.38,23,29.49,17,21.79,17,21.79,3,3.85,3,3.85,24008
24,9,155,44,28.39,32,20.65,35,22.58,24,15.48,4,2.58,10,6.45,24009
24,10,80,14,17.5,31,38.75,13,16.25,10,12.5,4,5.0,3,3.75,24010
24,11,176,27,15.34,53,30.11,37,21.02,35,19.89,2,1.14,11,6.25,24011
24,12,85,11,12.94,21,24.71,21,24.71,15,17.65,2,2.35,9,10.59,24012
24,13,82,8,9.76,21,25.61,27,32.93,19,23.17,1,1.22,4,4.88,24013
24,14,137,23,16.79,27,19.71,33,24.09,41,29.93,3,2.19,7,5.11,24014
24,15,67,8,11.94,19,28.36,18,26.87,17,25.37,0,0.0,5,7.46,24015
24,16,424,151,35.61,38,8.96,79,18.63,60,14.15,45,10.61,26,6.13,24016
24,17,127,14,11.02,29,22.83,34,26.77,30,23.62,3,2.36,10,7.87,24017
24,18,203,23,11.33,74,36.45,41,20.2,45,22.17,4,1.97,7,3.45,24018
24,19,205,34,16.59,55,26.83,50,24.39,39,19.02,3,1.46,13,6.34,24019
24,20,127,21,16.54,33,25.98,22,17.32,30,23.62,1,0.79,15,11.81,24020
24,21,91,12,13.19,28,30.77,20,21.98,20,21.98,0,0.0,5,5.49,24021
24,22,226,43,19.03,57,25.22,43,19.03,45,19.91,8,3.54,19,8.41,24022
24,23,121,21,17.36,20,16.53,32,26.45,30,24.79,5,4.13,9,7.44,24023
24,24,196,34,17.35,41,20.92,39,19.9,38,19.39,6,3.06,29,14.8,24024
24,25,125,21,16.8,36,28.8,23,18.4,27,21.6,5,4.0,5,4.0,24025
24,26,257,31,12.06,90,35.02,49,19.07,47,18.29,2,0.78,23,8.95,24026
24,27,197,24,12.18,59,29.95,45,22.84,36,18.27,3,1.52,23,11.68,24027
24,28,142,23,16.2,47,33.1,31,21.83,23,16.2,7,4.93,8,5.63,24028
24,29,140,14,10.0,41,29.29,32,22.86,26,18.57,1,0.71,15,10.71,24029
24,30,113,18,15.93,33,29.2,24,21.24,27,23.89,3,2.65,5,4.42,24030
24,31,196,28,14.29,71,36.22,35,17.86,40,20.41,3,1.53,9,4.59,24031
24,32,96,15,15.63,34,35.42,18,18.75,18,18.75,4,4.17,4,4.17,24032
24,33,113,20,17.7,29,25.66,24,21.24,24,21.24,3,2.65,9,7.96,24033
24,34,171,32,18.71,43,25.15,43,25.15,33,19.3,2,1.17,13,7.6,24034
24,35,152,18,11.84,42,27.63,36,23.68,38,25.0,4,2.63,6,3.95,24035
24,36,228,25,10.96,83,36.4,40,17.54,45,19.74,6,2.63,24,10.53,24036
24,37,98,13,13.27,31,31.63,18,18.37,21,21.43,4,4.08,8,8.16,24037
24,38,163,15,9.2,72,44.17,24,14.72,30,18.4,6,3.68,10,6.13,24038
24,39,178,49,27.53,55,30.9,31,17.42,18,10.11,13,7.3,4,2.25,24039
24,40,189,21,11.11,50,26.46,48,25.4,37,19.58,4,2.12,23,12.17,24040
24,41,136,12,8.82,54,39.71,36,26.47,20,14.71,4,2.94,5,3.68,24041
25,1,232,129,55.6,12,5.17,9,3.88,27,11.64,33,14.22,7,3.02,25001
25,2,340,131,38.53,43,12.65,35,10.29,53,15.59,51,15.0,9,2.65,25002
25,3,273,27,9.89,78,28.57,40,14.65,36,13.19,31,11.36,21,7.69,25003
25,4,179,34,18.99,41,22.91,29,16.2,29,16.2,16,8.94,15,8.38,25004
25,5,299,145,48.49,34,11.37,30,10.03,31,10.37,39,13.04,2,0.67,25005
25,6,75,27,36.0,14,18.67,10,13.33,9,12.0,3,4.0,1,1.33,25006
25,7,294,120,40.82,54,18.37,21,7.14,31,10.54,50,17.01,8,2.72,25007
25,8,319,143,44.83,45,14.11,27,8.46,29,9.09,53,16.61,10,3.13,25008
25,9,251,130,51.79,27,10.76,15,5.98,28,11.16,34,13.55,4,1.59,25009
25,10,252,36,14.29,76,30.16,28,11.11,41,16.27,23,9.13,7,2.78,25010
25,11,316,153,48.42,28,8.86,28,8.86,41,12.97,43,13.61,9,2.85,25011
25,12,274,138,50.36,37,13.5,13,4.74,35,12.77,39,14.23,4,1.46,25012
25,13,302,146,48.34,29,9.6,29,9.6,46,15.23,37,12.25,3,0.99,25013
25,14,158,38,24.05,18,11.39,33,20.89,29,18.35,20,12.66,7,4.43,25014
25,15,238,125,52.52,18,7.56,21,8.82,23,9.66,37,15.55,4,1.68,25015
25,16,277,35,12.64,76,27.44,28,10.11,45,16.25,21,7.58,12,4.33,25016
25,17,275,115,41.82,38,13.82,32,11.64,38,13.82,32,11.64,4,1.45,25017
25,18,127,42,33.07,24,18.9,17,13.39,12,9.45,9,7.09,8,6.3,25018
25,19,298,130,43.62,39,13.09,26,8.72,33,11.07,39,13.09,8,2.68,25019
25,20,129,28,21.71,21,16.28,28,21.71,28,21.71,7,5.43,10,7.75,25020
25,21,316,52,16.46,96,30.38,32,10.13,38,12.03,34,10.76,28,8.86,25021
25,22,258,114,44.19,32,12.4,24,9.3,26,10.08,45,17.44,5,1.94,25022
25,23,321,154,47.98,41,12.77,21,6.54,38,11.84,39,12.15,11,3.43,25023
25,24,294,145,49.32,31,10.54,18,6.12,39,13.27,40,13.61,11,3.74,25024
25,25,218,42,19.27,62,28.44,17,7.8,26,11.93,28,12.84,13,5.96,25025
25,26,284,164,57.75,27,9.51,16,5.63,19,6.69,39,13.73,4,1.41,25026
25,27,266,57,21.43,72,27.07,27,10.15,50,18.8,18,6.77,12,4.51,25027
25,28,313,137,43.77,52,16.61,21,6.71,28,8.95,55,17.57,4,1.28,25028
25,29,199,46,23.12,41,20.6,34,17.09,35,17.59,13,6.53,11,5.53,25029
25,30,289,150,51.9,28,9.69,24,8.3,25,8.65,48,16.61,4,1.38,25030
25,31,308,46,14.94,104,33.77,33,10.71,38,12.34,37,12.01,8,2.6,25031
25,32,217,116,53.46,22,10.14,25,11.52,19,8.76,18,8.29,1,0.46,25032
26,1,226,64,28.32,45,19.91,22,9.73,29,12.83,37,16.37,5,2.21,26001
26,2,175,59,33.71,28,16.0,14,8.0,27,15.43,27,15.43,8,4.57,26002
26,3,227,56,24.67,37,16.3,21,9.25,27,11.89,57,25.11,9,3.96,26003
26,4,123,58,47.15,9,7.32,19,15.45,21,17.07,10,8.13,6,4.88,26004
26,5,214,72,33.64,38,17.76,23,10.75,36,16.82,29,13.55,5,2.34,26005
26,6,178,81,45.51,21,11.8,24,13.48,27,15.17,15,8.43,2,1.12,26006
26,7,225,61,27.11,48,21.33,19,8.44,31,13.78,33,14.67,6,2.67,26007
26,8,111,61,54.95,7,6.31,8,7.21,12,10.81,9,8.11,1,0.9,26008
26,9,163,78,47.85,18,11.04,21,12.88,14,8.59,19,11.66,4,2.45,26009
26,10,176,68,38.64,30,17.05,17,9.66,21,11.93,22,12.5,7,3.98,26010
26,11,204,102,50.0,17,8.33,15,7.35,23,11.27,30,14.71,5,2.45,26011
26,12,228,75,32.89,30,13.16,33,14.47,33,14.47,36,15.79,13,5.7,26012
26,13,111,69,62.16,7,6.31,10,9.01,8,7.21,5,4.5,5,4.5,26013
26,14,157,75,47.77,10,6.37,13,8.28,24,15.29,24,15.29,7,4.46,26014
26,15,105,58,55.24,8,7.62,14,13.33,11,10.48,8,7.62,4,3.81,26015
26,16,79,47,59.49,6,7.59,10,12.66,10,12.66,3,3.8,0,0.0,26016
26,17,158,34,21.52,34,21.52,28,17.72,13,8.23,17,10.76,2,1.27,26017
26,18,94,39,41.49,13,13.83,7,7.45,10,10.64,16,17.02,3,3.19,26018
26,19,116,36,31.03,25,21.55,20,17.24,25,21.55,3,2.59,2,1.72,26019
26,20,204,76,37.25,42,20.59,18,8.82,21,10.29,30,14.71,5,2.45,26020
26,21,232,62,26.72,45,19.4,28,12.07,32,13.79,41,17.67,6,2.59,26021
26,22,99,60,60.61,7,7.07,7,7.07,6,6.06,10,10.1,6,6.06,26022
26,23,166,76,45.78,20,12.05,20,12.05,18,10.84,14,8.43,6,3.61,26023
26,24,115,50,43.48,16,13.91,10,8.7,12,10.43,16,13.91,3,2.61,26024
26,25,154,60,38.96,19,12.34,19,12.34,22,14.29,30,19.48,2,1.3,26025
26,26,118,30,25.42,23,19.49,16,13.56,11,9.32,22,18.64,3,2.54,26026
26,27,190,59,31.05,33,17.37,19,10.0,29,15.26,28,14.74,6,3.16,26027
26,28,260,50,19.23,60,23.08,31,11.92,41,15.77,35,13.46,10,3.85,26028
26,29,88,26,29.55,14,15.91,11,12.5,10,11.36,9,10.23,4,4.55,26029
26,30,155,52,33.55,36,23.23,15,9.68,19,12.26,19,12.26,2,1.29,26030
26,31,94,58,61.7,6,6.38,8,8.51,17,18.09,1,1.06,2,2.13,26031
26,32,203,65,32.02,42,20.69,25,12.32,23,11.33,21,10.34,3,1.48,26032
26,33,243,57,23.46,44,18.11,29,11.93,42,17.28,47,19.34,7,2.88,26033
26,34,185,61,32.97,33,17.84,9,4.86,27,14.59,39,21.08,3,1.62,26034
26,35,184,83,45.11,23,12.5,17,9.24,30,16.3,17,9.24,4,2.17,26035
26,36,177,42,23.73,35,19.77,19,10.73,24,13.56,35,19.77,6,3.39,26036
26,37,206,81,39.32,25,12.14,17,8.25,29,14.08,34,16.5,10,4.85,26037
26,38,83,39,46.99,6,7.23,16,19.28,10,12.05,6,7.23,6,7.23,26038
26,39,217,64,29.49,33,15.21,25,11.52,29,13.36,40,18.43,6,2.76,26039
26,40,160,60,37.5,28,17.5,16,10.0,19,11.88,23,14.38,6,3.75,26040
26,41,205,75,36.59,29,14.15,16,7.8,32,15.61,37,18.05,5,2.44,26041
26,42,156,59,37.82,21,13.46,9,5.77,28,17.95,18,11.54,6,3.85,26042
26,43,120,76,63.33,5,4.17,11,9.17,12,10.0,7,5.83,1,0.83,26043
26,44,67,40,59.7,10,14.93,1,1.49,3,4.48,4,5.97,4,5.97,26044
26,45,82,40,48.78,13,15.85,11,13.41,9,10.98,4,4.88,0,0.0,26045
26,46,132,22,16.67,34,25.76,10,7.58,19,14.39,21,15.91,7,5.3,26046
26,47,112,62,55.36,6,5.36,11,9.82,18,16.07,10,8.93,2,1.79,26047
26,48,196,53,27.04,33,16.84,19,9.69,38,19.39,32,16.33,8,4.08,26048
26,49,93,54,58.06,9,9.68,12,12.9,8,8.6,6,6.45,0,0.0,26049
27,1,297,63,21.21,92,30.98,31,10.44,30,10.1,25,8.42,14,4.71,27001
27,2,196,35,17.86,65,33.16,27,13.78,22,11.22,22,11.22,6,3.06,27002
27,3,131,24,18.32,42,32.06,20,15.27,26,19.85,1,0.76,15,11.45,27003
27,4,119,21,17.65,32,26.89,15,12.61,26,21.85,10,8.4,9,7.56,27004
27,5,179,25,13.97,64,35.75,41,22.91,25,13.97,15,8.38,3,1.68,27005
27,6,230,36,15.65,80,34.78,31,13.48,40,17.39,18,7.83,6,2.61,27006
27,7,306,66,21.57,70,22.88,36,11.76,50,16.34,34,11.11,17,5.56,27007
27,8,159,21,13.21,54,33.96,32,20.13,24,15.09,8,5.03,13,8.18,27008
27,9,111,20,18.02,31,27.93,13,11.71,13,11.71,6,5.41,8,7.21,27009
27,10,243,43,17.7,79,32.51,50,20.58,36,14.81,11,4.53,13,5.35,27010
27,11,165,19,11.52,32,19.39,20,12.12,28,16.97,22,13.33,8,4.85,27011
27,12,152,17,11.18,40,26.32,17,11.18,23,15.13,12,7.89,15,9.87,27012
27,13,342,44,12.87,147,42.98,44,12.87,46,13.45,23,6.73,17,4.97,27013
27,14,89,14,15.73,21,23.6,17,19.1,21,23.6,1,1.12,10,11.24,27014
27,15,119,24,20.17,36,30.25,26,21.85,13,10.92,3,2.52,10,8.4,27015
27,16,178,26,14.61,56,31.46,15,8.43,28,15.73,17,9.55,11,6.18,27016
27,17,220,31,14.09,70,31.82,32,14.55,42,19.09,12,5.45,20,9.09,27017
27,18,156,29,18.59,46,29.49,27,17.31,35,22.44,4,2.56,8,5.13,27018
27,19,107,29,27.1,33,30.84,16,14.95,15,14.02,7,6.54,4,3.74,27019
27,20,140,22,15.71,40,28.57,27,19.29,33,23.57,2,1.43,9,6.43,27020
27,21,193,24,12.44,58,30.05,34,17.62,25,12.95,15,7.77,10,5.18,27021
27,22,116,24,20.69,34,29.31,22,18.97,21,18.1,4,3.45,4,3.45,27022
27,23,171,27,15.79,54,31.58,35,20.47,29,16.96,8,4.68,11,6.43,27023
27,24,130,38,29.23,31,23.85,24,18.46,22,16.92,7,5.38,2,1.54,27024
27,25,234,36,15.38,81,34.62,33,14.1,37,15.81,20,8.55,9,3.85,27025
27,26,172,25,14.53,56,32.56,27,15.7,27,15.7,13,7.56,14,8.14,27026
27,27,255,29,11.37,91,35.69,51,20.0,39,15.29,17,6.67,10,3.92,27027
27,28,178,26,14.61,44,24.72,39,21.91,30,16.85,9,5.06,6,3.37,27028
27,29,135,37,27.41,44,32.59,18,13.33,18,13.33,4,2.96,7,5.19,27029
27,30,114,20,17.54,35,30.7,20,17.54,20,17.54,7,6.14,5,4.39,27030
27,31,175,38,21.71,51,29.14,24,13.71,27,15.43,18,10.29,7,4.0,27031
27,32,218,42,19.27,69,31.65,40,18.35,40,18.35,9,4.13,12,5.5,27032
27,33,230,44,19.13,68,29.57,36,15.65,24,10.43,11,4.78,16,6.96,27033
27,34,142,25,17.61,50,35.21,25,17.61,16,11.27,8,5.63,12,8.45,27034
27,35,248,42,16.94,56,22.58,27,10.89,30,12.1,33,13.31,14,5.65,27035
27,36,173,28,16.18,63,36.42,19,10.98,27,15.61,18,10.4,7,4.05,27036
27,37,207,38,18.36,62,29.95,27,13.04,24,11.59,15,7.25,21,10.14,27037
27,38,291,46,15.81,85,29.21,48,16.49,38,13.06,23,7.9,18,6.19,27038
27,39,186,36,19.35,71,38.17,23,12.37,33,17.74,7,3.76,8,4.3,27039
27,40,243,41,16.87,87,35.8,20,8.23,31,12.76,28,11.52,14,5.76,27040
27,41,210,40,19.05,78,37.14,36,17.14,27,12.86,7,3.33,13,6.19,27041
27,42,152,26,17.11,31,20.39,29,19.08,27,17.76,14,9.21,12,7.89,27042
27,43,152,21,13.82,37,24.34,27,17.76,42,27.63,3,1.97,10,6.58,27043
27,44,148,16,10.81,55,37.16,29,19.59,30,20.27,7,4.73,4,2.7,27044
27,45,390,55,14.1,120,30.77,53,13.59,64,16.41,32,8.21,13,3.33,27045
27,46,160,18,11.25,49,30.63,23,14.38,16,10.0,19,11.88,4,2.5,27046
27,47,167,33,19.76,53,31.74,26,15.57,29,17.37,6,3.59,9,5.39,27047
27,48,332,50,15.06,117,35.24,56,16.87,51,15.36,18,5.42,14,4.22,27048
27,49,175,24,13.71,55,31.43,30,17.14,29,16.57,11,6.29,16,9.14,27049
27,50,225,43,19.11,73,32.44,39,17.33,34,15.11,9,4.0,20,8.89,27050
28,1,107,9,8.41,39,36.45,22,20.56,20,18.69,0,0.0,12,11.21,28001
28,2,174,25,14.37,43,24.71,36,20.69,32,18.39,14,8.05,13,7.47,28002
28,3,137,17,12.41,50,36.5,24,17.52,28,20.44,5,3.65,11,8.03,28003
28,4,131,27,20.61,28,21.37,22,16.79,21,16.03,11,8.4,6,4.58,28004
28,5,140,17,12.14,40,28.57,29,20.71,23,16.43,13,9.29,5,3.57,28005
28,6,90,19,21.11,32,35.56,8,8.89,7,7.78,3,3.33,9,10.0,28006
28,7,162,13,8.02,73,45.06,22,13.58,31,19.14,4,2.47,14,8.64,28007
28,8,148,31,20.95,50,33.78,21,14.19,19,12.84,7,4.73,1,0.68,28008
28,9,164,25,15.24,52,31.71,46,28.05,29,17.68,2,1.22,6,3.66,28009
28,10,209,48,22.97,52,24.88,27,12.92,26,12.44,26,12.44,14,6.7,28010
28,11,391,97,24.81,85,21.74,49,12.53,75,19.18,33,8.44,19,4.86,28011
28,12,153,19,12.42,54,35.29,34,22.22,31,20.26,3,1.96,7,4.58,28012
28,13,209,31,14.83,71,33.97,48,22.97,33,15.79,8,3.83,11,5.26,28013
28,14,156,26,16.67,61,39.1,31,19.87,16,10.26,3,1.92,10,6.41,28014
28,15,44,10,22.73,19,43.18,7,15.91,5,11.36,0,0.0,1,2.27,28015
28,16,98,17,17.35,31,31.63,21,21.43,18,18.37,0,0.0,6,6.12,28016
28,17,144,27,18.75,57,39.58,28,19.44,18,12.5,2,1.39,7,4.86,28017
28,18,156,36,23.08,33,21.15,39,25.0,25,16.03,5,3.21,8,5.13,28018
28,19,155,47,30.32,43,27.74,15,9.68,18,11.61,11,7.1,6,3.87,28019
28,20,149,25,16.78,48,32.21,28,18.79,26,17.45,9,6.04,7,4.7,28020
28,21,155,30,19.35,62,40.0,29,18.71,17,10.97,0,0.0,11,7.1,28021
28,22,190,35,18.42,56,29.47,23,12.11,36,18.95,22,11.58,10,5.26,28022
28,23,220,25,11.36,91,41.36,44,20.0,30,13.64,4,1.82,21,9.55,28023
28,24,149,23,15.44,46,30.87,40,26.85,25,16.78,1,0.67,9,6.04,28024
28,25,266,29,10.9,127,47.74,46,17.29,36,13.53,4,1.5,16,6.02,28025
28,26,165,18,10.91,64,38.79,39,23.64,25,15.15,5,3.03,8,4.85,28026
28,27,196,36,18.37,58,29.59,15,7.65,31,15.82,25,12.76,10,5.1,28027
28,28,245,54,22.04,71,28.98,30,12.24,26,10.61,18,7.35,11,4.49,28028
28,29,79,10,12.66,31,39.24,18,22.78,12,15.19,1,1.27,2,2.53,28029
28,30,33,5,15.15,11,33.33,2,6.06,7,21.21,1,3.03,4,12.12,28030
28,31,228,34,14.91,78,34.21,42,18.42,33,14.47,8,3.51,20,8.77,28031
28,32,160,17,10.63,43,26.88,40,25.0,31,19.38,3,1.88,15,9.38,28032
28,33,196,21,10.71,78,39.8,40,20.41,33,16.84,4,2.04,13,6.63,28033
28,34,269,60,22.3,82,30.48,45,16.73,47,17.47,12,4.46,11,4.09,28034
28,35,176,20,11.36,65,36.93,32,18.18,30,17.05,5,2.84,15,8.52,28035
28,36,93,13,13.98,47,50.54,15,16.13,7,7.53,1,1.08,5,5.38,28036
28,37,213,26,12.21,103,48.36,26,12.21,33,15.49,2,0.94,13,6.1,28037
28,38,61,13,21.31,26,42.62,4,6.56,9,14.75,1,1.64,5,8.2,28038
28,39,116,18,15.52,51,43.97,19,16.38,21,18.1,1,0.86,5,4.31,28039
28,40,231,30,12.99,95,41.13,56,24.24,27,11.69,3,1.3,10,4.33,28040
28,41,124,23,18.55,35,28.23,27,21.77,29,23.39,5,4.03,2,1.61,28041
28,42,159,19,11.95,69,43.4,29,18.24,26,16.35,3,1.89,10,6.29,28042
28,43,199,22,11.06,76,38.19,45,22.61,27,13.57,10,5.03,12,6.03,28043
28,44,130,21,16.15,37,28.46,27,20.77,30,23.08,2,1.54,9,6.92,28044
28,45,178,26,14.61,64,35.96,19,10.67,25,14.04,16,8.99,11,6.18,28045
28,46,332,89,26.81,73,21.99,41,12.35,44,13.25,44,13.25,9,2.71,28046
29,1,299,68,22.74,85,28.43,43,14.38,32,10.7,17,5.69,25,8.36,29001
29,2,290,36,12.41,84,28.97,63,21.72,56,19.31,4,1.38,31,10.69,29002
29,3,239,50,20.92,49,20.5,67,28.03,38,15.9,5,2.09,21,8.79,29003
29,4,273,39,14.29,66,24.18,64,23.44,47,17.22,6,2.2,36,13.19,29004
29,5,150,33,22.0,31,20.67,41,27.33,26,17.33,2,1.33,11,7.33,29005
29,6,157,16,10.19,54,34.39,20,12.74,29,18.47,4,2.55,21,13.38,29006
29,7,245,40,16.33,85,34.69,38,15.51,31,12.65,12,4.9,27,11.02,29007
29,8,174,34,19.54,41,23.56,30,17.24,29,16.67,4,2.3,20,11.49,29008
29,9,258,61,23.64,67,25.97,21,8.14,32,12.4,20,7.75,26,10.08,29009
29,10,320,52,16.25,95,29.69,46,14.38,34,10.63,20,6.25,31,9.69,29010
29,11,119,21,17.65,38,31.93,28,23.53,15,12.61,3,2.52,9,7.56,29011
29,12,298,57,19.13,98,32.89,56,18.79,40,13.42,5,1.68,37,12.42,29012
29,13,220,25,11.36,55,25.0,47,21.36,43,19.55,9,4.09,27,12.27,29013
29,14,213,26,12.21,72,33.8,44,20.66,32,15.02,4,1.88,23,10.8,29014
29,15,263,44,16.73,74,28.14,49,18.63,36,13.69,7,2.66,43,16.35,29015
29,16,205,30,14.63,79,38.54,27,13.17,29,14.15,5,2.44,26,12.68,29016
29,17,215,23,10.7,94,43.72,30,13.95,25,11.63,7,3.26,31,14.42,29017
29,18,201,33,16.42,58,28.86,42,20.9,36,17.91,10,4.98,17,8.46,29018
29,19,244,49,20.08,79,32.38,35,14.34,41,16.8,6,2.46,28,11.48,29019
29,20,235,29,12.34,87,37.02,46,19.57,36,15.32,12,5.11,15,6.38,29020
29,21,255,47,18.43,75,29.41,56,21.96,43,16.86,8,3.14,18,7.06,29021
29,22,198,44,22.22,48,24.24,41,20.71,23,11.62,8,4.04,20,10.1,29022
29,23,243,76,31.28,45,18.52,30,12.35,24,9.88,19,7.82,20,8.23,29023
29,24,199,52,26.13,52,26.13,37,18.59,28,14.07,4,2.01,21,10.55,29024
29,25,280,40,14.29,90,32.14,49,17.5,51,18.21,13,4.64,28,10.0,29025
29,26,202,22,10.89,80,39.6,26,12.87,23,11.39,6,2.97,34,16.83,29026
29,27,199,36,18.09,58,29.15,52,26.13,26,13.07,1,0.5,15,7.54,29027
29,28,284,33,11.62,114,40.14,53,18.66,40,14.08,2,0.7,26,9.15,29028
29,29,192,68,35.42,27,14.06,35,18.23,15,7.81,18,9.38,7,3.65,29029
29,30,237,56,23.63,65,27.43,41,17.3,33,13.92,8,3.38,14,5.91,29030
29,31,135,40,29.63,21,15.56,20,14.81,13,9.63,13,9.63,5,3.7,29031
29,32,161,60,37.27,25,15.53,32,19.88,16,9.94,6,3.73,7,4.35,29032
29,33,159,24,15.09,41,25.79,29,18.24,17,10.69,7,4.4,30,18.87,29033
29,34,171,41,23.98,42,24.56,31,18.13,24,14.04,6,3.51,19,11.11,29034
29,35,157,18,11.46,46,29.3,38,24.2,23,14.65,3,1.91,21,13.38,29035
29,36,212,32,15.09,66,31.13,36,16.98,31,14.62,4,1.89,28,13.21,29036
29,37,231,32,13.85,61,26.41,48,20.78,28,12.12,3,1.3,47,20.35,29037
29,38,223,92,41.26,30,13.45,30,13.45,16,7.17,16,7.17,9,4.04,29038
29,39,151,58,38.41,30,19.87,29,19.21,12,7.95,11,7.28,4,2.65,29039
29,40,286,36,12.59,68,23.78,61,21.33,48,16.78,6,2.1,53,18.53,29040
29,41,194,23,11.86,49,25.26,38,19.59,39,20.1,4,2.06,36,18.56,29041
29,42,257,31,12.06,78,30.35,54,21.01,50,19.46,3,1.17,22,8.56,29042
29,43,312,75,24.04,80,25.64,58,18.59,41,13.14,9,2.88,24,7.69,29043
29,44,276,41,14.86,79,28.62,61,22.1,52,18.84,5,1.81,30,10.87,29044
30,1,253,94,37.15,34,13.44,40,15.81,30,11.86,22,8.7,7,2.77,30001
30,2,204,107,52.45,17,8.33,22,10.78,19,9.31,14,6.86,5,2.45,30002
30,3,200,62,31.0,51,25.5,15,7.5,20,10.0,26,13.0,6,3.0,30003
30,4,206,97,47.09,25,12.14,22,10.68,14,6.8,22,10.68,2,0.97,30004
30,5,162,110,67.9,10,6.17,15,9.26,10,6.17,7,4.32,2,1.23,30005
30,6,207,107,51.69,16,7.73,33,15.94,20,9.66,11,5.31,6,2.9,30006
30,7,249,96,38.55,33,13.25,30,12.05,33,13.25,27,10.84,2,0.8,30007
30,8,301,123,40.86,45,14.95,20,6.64,33,10.96,40,13.29,14,4.65,30008
30,9,175,82,46.86,32,18.29,21,12.0,18,10.29,10,5.71,2,1.14,30009
30,10,225,136,60.44,22,9.78,25,11.11,14,6.22,12,5.33,3,1.33,30010
