ward,precinct,total,La Shawn K. Ford,La Shawn K. Ford Percent,precinct_id
28,1,104,104,100.0,28001
28,12,150,150,100.0,28012
28,14,156,156,100.0,28014
28,31,235,235,100.0,28031
28,39,113,113,100.0,28039
28,41,121,121,100.0,28041
28,42,120,120,100.0,28042
28,43,194,194,100.0,28043
29,2,267,267,100.0,29002
29,3,224,224,100.0,29003
29,6,138,138,100.0,29006
29,8,161,161,100.0,29008
29,11,109,109,100.0,29011
29,14,218,218,100.0,29014
29,16,202,202,100.0,29016
29,18,178,178,100.0,29018
29,19,221,221,100.0,29019
29,20,227,227,100.0,29020
29,21,224,224,100.0,29021
29,22,177,177,100.0,29022
29,28,273,273,100.0,29028
29,34,165,165,100.0,29034
29,42,242,242,100.0,29042
37,1,156,156,100.0,37001
37,5,209,209,100.0,37005
37,6,194,194,100.0,37006
37,9,173,173,100.0,37009
37,10,211,211,100.0,37010
37,11,93,93,100.0,37011
37,14,175,175,100.0,37014
37,15,213,213,100.0,37015
37,16,198,198,100.0,37016
37,17,131,131,100.0,37017
37,20,129,129,100.0,37020
37,22,49,49,100.0,37022
37,23,194,194,100.0,37023
37,24,181,181,100.0,37024
37,25,174,174,100.0,37025
37,26,234,234,100.0,37026
37,27,179,179,100.0,37027
37,29,64,64,100.0,37029
37,30,147,147,100.0,37030
37,31,187,187,100.0,37031
37,32,154,154,100.0,37032
37,33,215,215,100.0,37033
37,34,180,180,100.0,37034
37,36,161,161,100.0,37036
37,38,217,217,100.0,37038
37,39,162,162,100.0,37039
37,40,215,215,100.0,37040
37,41,189,189,100.0,37041
