ward,precinct,total,Heather A. Steans,Heather A. Steans Percent,precinct_id
33,18,107,107,100.0,33018
39,13,9,9,100.0,39013
39,22,149,149,100.0,39022
39,30,29,29,100.0,39030
40,1,202,202,100.0,40001
40,2,218,218,100.0,40002
40,3,361,361,100.0,40003
40,4,16,16,100.0,40004
40,5,266,266,100.0,40005
40,6,402,402,100.0,40006
40,7,293,293,100.0,40007
40,8,399,399,100.0,40008
40,9,166,166,100.0,40009
40,10,55,55,100.0,40010
40,11,314,314,100.0,40011
40,12,245,245,100.0,40012
40,13,505,505,100.0,40013
40,14,192,192,100.0,40014
40,15,227,227,100.0,40015
40,16,412,412,100.0,40016
40,17,234,234,100.0,40017
40,18,173,173,100.0,40018
40,19,305,305,100.0,40019
40,20,208,208,100.0,40020
40,21,361,361,100.0,40021
40,22,344,344,100.0,40022
40,23,410,410,100.0,40023
40,24,198,198,100.0,40024
40,25,377,377,100.0,40025
40,26,385,385,100.0,40026
40,27,371,371,100.0,40027
40,28,333,333,100.0,40028
40,29,255,255,100.0,40029
40,30,219,219,100.0,40030
40,31,362,362,100.0,40031
40,32,364,364,100.0,40032
40,33,337,337,100.0,40033
40,34,217,217,100.0,40034
40,35,116,116,100.0,40035
40,36,269,269,100.0,40036
40,37,271,271,100.0,40037
40,38,405,405,100.0,40038
40,39,13,13,100.0,40039
46,1,236,236,100.0,46001
46,2,299,299,100.0,46002
46,4,304,304,100.0,46004
46,6,260,260,100.0,46006
46,8,184,184,100.0,46008
46,12,398,398,100.0,46012
46,14,193,193,100.0,46014
46,16,406,406,100.0,46016
46,20,222,222,100.0,46020
46,21,171,171,100.0,46021
46,22,244,244,100.0,46022
46,23,256,256,100.0,46023
46,25,282,282,100.0,46025
46,26,245,245,100.0,46026
46,29,28,28,100.0,46029
46,32,279,279,100.0,46032
46,37,203,203,100.0,46037
46,40,290,290,100.0,46040
47,5,142,142,100.0,47005
47,10,454,454,100.0,47010
47,15,458,458,100.0,47015
47,19,506,506,100.0,47019
47,20,322,322,100.0,47020
47,22,388,388,100.0,47022
47,23,445,445,100.0,47023
47,26,438,438,100.0,47026
47,28,294,294,100.0,47028
47,30,392,392,100.0,47030
47,31,352,352,100.0,47031
47,32,420,420,100.0,47032
47,34,381,381,100.0,47034
47,36,395,395,100.0,47036
47,37,343,343,100.0,47037
47,38,342,342,100.0,47038
47,39,10,10,100.0,47039
47,41,329,329,100.0,47041
47,42,331,331,100.0,47042
47,45,335,335,100.0,47045
48,1,362,362,100.0,48001
48,2,167,167,100.0,48002
48,3,361,361,100.0,48003
48,4,306,306,100.0,48004
48,5,210,210,100.0,48005
48,6,394,394,100.0,48006
48,7,357,357,100.0,48007
48,8,164,164,100.0,48008
48,9,213,213,100.0,48009
48,10,510,510,100.0,48010
48,11,326,326,100.0,48011
48,12,436,436,100.0,48012
48,13,387,387,100.0,48013
48,14,148,148,100.0,48014
48,15,187,187,100.0,48015
48,16,322,322,100.0,48016
48,17,274,274,100.0,48017
48,18,195,195,100.0,48018
48,19,288,288,100.0,48019
48,20,409,409,100.0,48020
48,21,393,393,100.0,48021
48,22,277,277,100.0,48022
48,23,304,304,100.0,48023
48,24,308,308,100.0,48024
48,25,322,322,100.0,48025
48,26,137,137,100.0,48026
48,27,298,298,100.0,48027
48,28,290,290,100.0,48028
48,29,79,79,100.0,48029
48,30,337,337,100.0,48030
48,31,363,363,100.0,48031
48,32,344,344,100.0,48032
48,33,179,179,100.0,48033
48,34,299,299,100.0,48034
48,35,186,186,100.0,48035
48,36,195,195,100.0,48036
48,37,354,354,100.0,48037
48,38,396,396,100.0,48038
48,39,210,210,100.0,48039
48,40,311,311,100.0,48040
48,41,416,416,100.0,48041
48,42,418,418,100.0,48042
48,43,377,377,100.0,48043
48,44,443,443,100.0,48044
48,45,256,256,100.0,48045
48,46,215,215,100.0,48046
49,1,172,172,100.0,49001
49,2,210,210,100.0,49002
49,3,330,330,100.0,49003
49,4,438,438,100.0,49004
49,5,287,287,100.0,49005
49,6,284,284,100.0,49006
49,7,282,282,100.0,49007
49,8,207,207,100.0,49008
49,9,335,335,100.0,49009
49,10,327,327,100.0,49010
49,11,368,368,100.0,49011
49,12,428,428,100.0,49012
49,13,338,338,100.0,49013
49,14,201,201,100.0,49014
49,15,183,183,100.0,49015
49,16,268,268,100.0,49016
49,17,216,216,100.0,49017
49,18,441,441,100.0,49018
49,19,260,260,100.0,49019
49,20,474,474,100.0,49020
49,21,143,143,100.0,49021
49,22,288,288,100.0,49022
49,23,443,443,100.0,49023
49,24,167,167,100.0,49024
49,25,318,318,100.0,49025
49,26,381,381,100.0,49026
49,27,334,334,100.0,49027
49,28,440,440,100.0,49028
49,29,389,389,100.0,49029
49,30,282,282,100.0,49030
49,31,227,227,100.0,49031
49,32,281,281,100.0,49032
49,33,215,215,100.0,49033
50,8,167,167,100.0,50008
50,28,0,0,0.0,50028
