ward,precinct,total,Chakena Sims (Elizabeth Warren),Chakena Sims (Elizabeth Warren) Percent,"Allen Louis Linton, II (Elizabeth Warr","Allen Louis Linton, II (Elizabeth Warr Percent",Grace Chan McKibben (Elizabeth Warren),Grace Chan McKibben (Elizabeth Warren) Percent,William E. Hall (Elizabeth Warren),William E. Hall (Elizabeth Warren) Percent,Shelley Davis (Elizabeth Warren),Shelley Davis (Elizabeth Warren) Percent,Nicholas ''Nick'' Shields (Elizabeth W,Nicholas ''Nick'' Shields (Elizabeth W Percent,Rebecca Zorach (Elizabeth Warren),Rebecca Zorach (Elizabeth Warren) Percent,Devlin Joseph Schoop (Elizabeth Warren,Devlin Joseph Schoop (Elizabeth Warren Percent,Jeanette Taylor (Bernie Sanders),Jeanette Taylor (Bernie Sanders) Percent,Maria R. Bell (Bernie Sanders),Maria R. Bell (Bernie Sanders) Percent,Naomi Davis (Bernie Sanders),Naomi Davis (Bernie Sanders) Percent,Patricia L. Guinn (Bernie Sanders),Patricia L. Guinn (Bernie Sanders) Percent,Robert Peters (Bernie Sanders),Robert Peters (Bernie Sanders) Percent,Rodney Gipson (Bernie Sanders),Rodney Gipson (Bernie Sanders) Percent,Raheem Uqdah (Bernie Sanders),Raheem Uqdah (Bernie Sanders) Percent,Larry Gilman (Bernie Sanders),Larry Gilman (Bernie Sanders) Percent,Preston Brown Jr (Bernie Sanders),Preston Brown Jr (Bernie Sanders) Percent,Evajamania Brown (Bernie Sanders),Evajamania Brown (Bernie Sanders) Percent,Linda Hudson (Bernie Sanders),Linda Hudson (Bernie Sanders) Percent,Darren Fuller (Andrew Yang),Darren Fuller (Andrew Yang) Percent,Carol Horton (Andrew Yang),Carol Horton (Andrew Yang) Percent,Ben Silvian (Andrew Yang),Ben Silvian (Andrew Yang) Percent,Laura Sieh (Andrew Yang),Laura Sieh (Andrew Yang) Percent,John Hart (Amy J. Klobuchar),John Hart (Amy J. Klobuchar) Percent,Myra Hart (Amy J. Klobuchar),Myra Hart (Amy J. Klobuchar) Percent,Norene Shader (Amy J. Klobuchar),Norene Shader (Amy J. Klobuchar) Percent,precinct_id
20,34,2557,34,1.33,22,0.86,30,1.17,20,0.78,26,1.02,20,0.78,23,0.9,12,0.47,182,7.12,166,6.49,185,7.24,165,6.45,162,6.34,140,5.48,154,6.02,108,4.22,65,2.54,87,3.4,70,2.74,6,0.23,7,0.27,2,0.08,7,0.27,4,0.16,5,0.2,1,0.04,20034
20,35,704,9,1.28,9,1.28,5,0.71,7,0.99,13,1.85,8,1.14,2,0.28,5,0.71,33,4.69,31,4.4,27,3.84,34,4.83,23,3.27,23,3.27,17,2.41,17,2.41,10,1.42,13,1.85,11,1.56,5,0.71,2,0.28,6,0.85,1,0.14,3,0.43,2,0.28,4,0.57,20035
20,37,338,6,1.78,1,0.3,1,0.3,2,0.59,2,0.59,1,0.3,2,0.59,1,0.3,17,5.03,7,2.07,11,3.25,7,2.07,7,2.07,5,1.48,8,2.37,3,0.89,6,1.78,5,1.48,4,1.18,0,0.0,1,0.3,0,0.0,3,0.89,2,0.59,1,0.3,1,0.3,20037
21,1,1808,20,1.11,9,0.5,11,0.61,9,0.5,18,1.0,12,0.66,12,0.66,8,0.44,57,3.15,49,2.71,61,3.37,45,2.49,39,2.16,35,1.94,35,1.94,27,1.49,39,2.16,34,1.88,32,1.77,2,0.11,5,0.28,4,0.22,2,0.11,4,0.22,5,0.28,3,0.17,21001
21,2,1101,19,1.73,7,0.64,10,0.91,8,0.73,17,1.54,6,0.54,9,0.82,4,0.36,36,3.27,37,3.36,42,3.81,39,3.54,31,2.82,23,2.09,25,2.27,21,1.91,19,1.73,15,1.36,19,1.73,9,0.82,6,0.54,6,0.54,3,0.27,1,0.09,6,0.54,5,0.45,21002
21,3,1793,26,1.45,10,0.56,15,0.84,12,0.67,18,1.0,14,0.78,17,0.95,16,0.89,51,2.84,54,3.01,65,3.63,52,2.9,31,1.73,32,1.78,40,2.23,26,1.45,29,1.62,34,1.9,31,1.73,4,0.22,5,0.28,3,0.17,6,0.33,4,0.22,5,0.28,2,0.11,21003
21,4,1398,26,1.86,12,0.86,15,1.07,17,1.22,27,1.93,8,0.57,16,1.14,10,0.72,47,3.36,38,2.72,49,3.51,36,2.58,23,1.65,28,2.0,28,2.0,21,1.5,21,1.5,29,2.07,28,2.0,4,0.29,5,0.36,2,0.14,2,0.14,1,0.07,5,0.36,2,0.14,21004
21,5,1962,29,1.48,11,0.56,14,0.71,15,0.76,32,1.63,15,0.76,10,0.51,10,0.51,71,3.62,62,3.16,77,3.92,55,2.8,38,1.94,48,2.45,39,1.99,27,1.38,26,1.33,40,2.04,40,2.04,2,0.1,7,0.36,5,0.25,11,0.56,5,0.25,7,0.36,6,0.31,21005
21,6,1411,19,1.35,9,0.64,7,0.5,10,0.71,15,1.06,6,0.43,6,0.43,12,0.85,32,2.27,24,1.7,35,2.48,30,2.13,21,1.49,22,1.56,21,1.49,17,1.2,16,1.13,16,1.13,19,1.35,8,0.57,8,0.57,3,0.21,3,0.21,2,0.14,1,0.07,5,0.35,21006
21,7,1772,26,1.47,17,0.96,12,0.68,20,1.13,28,1.58,14,0.79,12,0.68,16,0.9,56,3.16,41,2.31,53,2.99,39,2.2,35,1.98,30,1.69,33,1.86,28,1.58,30,1.69,26,1.47,30,1.69,7,0.4,5,0.28,6,0.34,6,0.34,7,0.4,5,0.28,3,0.17,21007
21,8,1543,26,1.69,12,0.78,10,0.65,12,0.78,17,1.1,10,0.65,10,0.65,12,0.78,43,2.79,37,2.4,41,2.66,26,1.69,22,1.43,28,1.81,17,1.1,15,0.97,25,1.62,14,0.91,23,1.49,7,0.45,6,0.39,3,0.19,4,0.26,5,0.32,5,0.32,6,0.39,21008
21,9,1774,22,1.24,13,0.73,11,0.62,13,0.73,18,1.01,7,0.39,9,0.51,9,0.51,51,2.87,41,2.31,48,2.71,49,2.76,37,2.09,34,1.92,31,1.75,24,1.35,25,1.41,31,1.75,24,1.35,9,0.51,6,0.34,7,0.39,7,0.39,4,0.23,5,0.28,4,0.23,21009
21,10,1297,19,1.46,7,0.54,10,0.77,10,0.77,22,1.7,10,0.77,12,0.93,13,1.0,38,2.93,31,2.39,41,3.16,23,1.77,21,1.62,18,1.39,18,1.39,16,1.23,13,1.0,14,1.08,22,1.7,2,0.15,1,0.08,1,0.08,1,0.08,3,0.23,1,0.08,1,0.08,21010
21,11,1404,20,1.42,13,0.93,16,1.14,17,1.21,19,1.35,11,0.78,12,0.85,15,1.07,41,2.92,36,2.56,41,2.92,41,2.92,27,1.92,22,1.57,29,2.07,19,1.35,19,1.35,17,1.21,19,1.35,6,0.43,4,0.28,3,0.21,3,0.21,2,0.14,6,0.43,5,0.36,21011
21,12,1383,24,1.74,15,1.08,11,0.8,18,1.3,25,1.81,11,0.8,12,0.87,6,0.43,46,3.33,53,3.83,50,3.62,45,3.25,37,2.68,34,2.46,35,2.53,24,1.74,26,1.88,21,1.52,29,2.1,6,0.43,4,0.29,1,0.07,6,0.43,3,0.22,2,0.14,1,0.07,21012
21,13,1363,23,1.69,12,0.88,13,0.95,13,0.95,20,1.47,16,1.17,10,0.73,17,1.25,45,3.3,38,2.79,51,3.74,51,3.74,30,2.2,31,2.27,30,2.2,32,2.35,22,1.61,19,1.39,28,2.05,2,0.15,7,0.51,5,0.37,8,0.59,0,0.0,5,0.37,3,0.22,21013
21,14,1763,28,1.59,13,0.74,17,0.96,19,1.08,19,1.08,19,1.08,13,0.74,17,0.96,50,2.84,49,2.78,52,2.95,45,2.55,34,1.93,39,2.21,34,1.93,28,1.59,26,1.47,29,1.64,22,1.25,3,0.17,5,0.28,4,0.23,6,0.34,5,0.28,6,0.34,4,0.23,21014
21,15,1368,20,1.46,13,0.95,8,0.58,17,1.24,21,1.54,13,0.95,12,0.88,12,0.88,45,3.29,39,2.85,49,3.58,39,2.85,26,1.9,30,2.19,28,2.05,24,1.75,26,1.9,22,1.61,29,2.12,5,0.37,3,0.22,8,0.58,5,0.37,5,0.37,4,0.29,1,0.07,21015
21,16,1332,20,1.5,11,0.83,13,0.98,16,1.2,20,1.5,10,0.75,11,0.83,12,0.9,46,3.45,31,2.33,41,3.08,36,2.7,30,2.25,29,2.18,27,2.03,17,1.28,16,1.2,20,1.5,23,1.73,6,0.45,8,0.6,8,0.6,4,0.3,4,0.3,3,0.23,4,0.3,21016
21,17,1240,13,1.05,10,0.81,8,0.65,11,0.89,10,0.81,9,0.73,7,0.56,5,0.4,38,3.06,46,3.71,42,3.39,32,2.58,29,2.34,29,2.34,29,2.34,21,1.69,18,1.45,16,1.29,16,1.29,9,0.73,7,0.56,5,0.4,8,0.65,6,0.48,1,0.08,1,0.08,21017
21,18,1713,18,1.05,8,0.47,6,0.35,11,0.64,18,1.05,8,0.47,8,0.47,10,0.58,57,3.33,40,2.34,54,3.15,52,3.04,29,1.69,34,1.98,29,1.69,28,1.63,31,1.81,29,1.69,25,1.46,6,0.35,11,0.64,8,0.47,8,0.47,8,0.47,4,0.23,3,0.18,21018
21,19,1649,20,1.21,17,1.03,19,1.15,15,0.91,16,0.97,11,0.67,12,0.73,12,0.73,59,3.58,38,2.3,61,3.7,44,2.67,29,1.76,31,1.88,32,1.94,28,1.7,30,1.82,28,1.7,36,2.18,5,0.3,3,0.18,4,0.24,3,0.18,2,0.12,4,0.24,1,0.06,21019
21,20,1350,21,1.56,12,0.89,8,0.59,11,0.81,24,1.78,7,0.52,12,0.89,11,0.81,46,3.41,45,3.33,48,3.56,37,2.74,24,1.78,28,2.07,33,2.44,26,1.93,22,1.63,26,1.93,30,2.22,3,0.22,10,0.74,4,0.3,5,0.37,7,0.52,6,0.44,4,0.3,21020
21,21,1202,26,2.16,10,0.83,9,0.75,15,1.25,9,0.75,7,0.58,7,0.58,8,0.67,36,3.0,24,2.0,37,3.08,27,2.25,18,1.5,21,1.75,24,2.0,18,1.5,16,1.33,16,1.33,19,1.58,6,0.5,6,0.5,3,0.25,6,0.5,6,0.5,4,0.33,6,0.5,21021
21,22,1370,16,1.17,11,0.8,11,0.8,9,0.66,10,0.73,8,0.58,8,0.58,3,0.22,46,3.36,34,2.48,43,3.14,35,2.55,24,1.75,20,1.46,23,1.68,15,1.09,16,1.17,23,1.68,18,1.31,7,0.51,3,0.22,7,0.51,5,0.36,1,0.07,3,0.22,2,0.15,21022
21,23,1404,10,0.71,6,0.43,8,0.57,7,0.5,11,0.78,5,0.36,7,0.5,6,0.43,31,2.21,30,2.14,43,3.06,35,2.49,24,1.71,20,1.42,26,1.85,20,1.42,27,1.92,25,1.78,21,1.5,4,0.28,7,0.5,4,0.28,5,0.36,2,0.14,4,0.28,4,0.28,21023
21,24,1733,18,1.04,9,0.52,8,0.46,10,0.58,23,1.33,7,0.4,7,0.4,9,0.52,58,3.35,48,2.77,65,3.75,54,3.12,41,2.37,36,2.08,39,2.25,32,1.85,28,1.62,26,1.5,24,1.38,3,0.17,4,0.23,4,0.23,5,0.29,4,0.23,5,0.29,2,0.12,21024
21,25,1491,20,1.34,18,1.21,10,0.67,13,0.87,20,1.34,11,0.74,14,0.94,8,0.54,47,3.15,42,2.82,51,3.42,40,2.68,30,2.01,27,1.81,25,1.68,21,1.41,26,1.74,27,1.81,30,2.01,4,0.27,4,0.27,2,0.13,5,0.34,5,0.34,5,0.34,3,0.2,21025
21,26,1196,15,1.25,7,0.59,9,0.75,10,0.84,17,1.42,10,0.84,3,0.25,4,0.33,45,3.76,46,3.85,46,3.85,41,3.43,35,2.93,36,3.01,32,2.68,28,2.34,23,1.92,22,1.84,28,2.34,5,0.42,1,0.08,4,0.33,6,0.5,6,0.5,6,0.5,2,0.17,21026
21,27,1601,24,1.5,10,0.62,6,0.37,9,0.56,18,1.12,9,0.56,9,0.56,10,0.62,59,3.69,55,3.44,66,4.12,48,3.0,34,2.12,37,2.31,39,2.44,23,1.44,36,2.25,39,2.44,39,2.44,6,0.37,3,0.19,1,0.06,6,0.37,4,0.25,2,0.12,0,0.0,21027
21,28,1671,21,1.26,15,0.9,13,0.78,17,1.02,20,1.2,12,0.72,15,0.9,8,0.48,53,3.17,49,2.93,54,3.23,49,2.93,39,2.33,32,1.92,32,1.92,32,1.92,27,1.62,19,1.14,22,1.32,5,0.3,1,0.06,3,0.18,5,0.3,3,0.18,2,0.12,2,0.12,21028
21,29,1930,28,1.45,17,0.88,17,0.88,23,1.19,22,1.14,17,0.88,13,0.67,10,0.52,54,2.8,49,2.54,63,3.26,52,2.69,28,1.45,35,1.81,39,2.02,21,1.09,30,1.55,28,1.45,31,1.61,6,0.31,9,0.47,8,0.41,5,0.26,5,0.26,5,0.26,4,0.21,21029
21,30,1099,21,1.91,14,1.27,13,1.18,13,1.18,19,1.73,9,0.82,11,1.0,6,0.55,36,3.28,27,2.46,30,2.73,28,2.55,21,1.91,18,1.64,21,1.91,15,1.36,14,1.27,19,1.73,17,1.55,6,0.55,5,0.45,1,0.09,3,0.27,2,0.18,3,0.27,0,0.0,21030
21,31,1283,15,1.17,6,0.47,9,0.7,12,0.94,11,0.86,10,0.78,9,0.7,10,0.78,30,2.34,25,1.95,40,3.12,28,2.18,16,1.25,21,1.64,21,1.64,16,1.25,14,1.09,13,1.01,16,1.25,0,0.0,2,0.16,4,0.31,6,0.47,5,0.39,7,0.55,5,0.39,21031
21,32,1418,21,1.48,8,0.56,13,0.92,13,0.92,18,1.27,9,0.63,7,0.49,5,0.35,47,3.31,40,2.82,50,3.53,39,2.75,23,1.62,30,2.12,26,1.83,25,1.76,31,2.19,28,1.97,25,1.76,6,0.42,3,0.21,2,0.14,2,0.14,3,0.21,5,0.35,3,0.21,21032
21,33,1452,26,1.79,11,0.76,14,0.96,11,0.76,20,1.38,13,0.9,13,0.9,11,0.76,45,3.1,30,2.07,46,3.17,33,2.27,26,1.79,30,2.07,25,1.72,23,1.58,23,1.58,14,0.96,20,1.38,9,0.62,6,0.41,4,0.28,8,0.55,5,0.34,3,0.21,3,0.21,21033
21,34,1230,25,2.03,8,0.65,15,1.22,8,0.65,20,1.63,15,1.22,7,0.57,8,0.65,39,3.17,38,3.09,50,4.07,35,2.85,26,2.11,30,2.44,25,2.03,23,1.87,23,1.87,21,1.71,28,2.28,6,0.49,3,0.24,5,0.41,3,0.24,5,0.41,0,0.0,5,0.41,21034
21,35,1894,28,1.48,15,0.79,17,0.9,22,1.16,20,1.06,14,0.74,13,0.69,12,0.63,39,2.06,43,2.27,51,2.69,44,2.32,30,1.58,31,1.64,34,1.8,23,1.21,18,0.95,26,1.37,31,1.64,7,0.37,10,0.53,7,0.37,6,0.32,6,0.32,7,0.37,4,0.21,21035
21,36,1505,14,0.93,12,0.8,16,1.06,15,1.0,21,1.4,7,0.47,8,0.53,6,0.4,51,3.39,44,2.92,51,3.39,42,2.79,27,1.79,32,2.13,30,1.99,21,1.4,27,1.79,19,1.26,25,1.66,2,0.13,3,0.2,6,0.4,5,0.33,4,0.27,3,0.2,5,0.33,21036
21,37,1092,15,1.37,3,0.27,8,0.73,9,0.82,12,1.1,3,0.27,6,0.55,5,0.46,37,3.39,34,3.11,35,3.21,28,2.56,20,1.83,27,2.47,23,2.11,26,2.38,23,2.11,15,1.37,17,1.56,4,0.37,5,0.46,9,0.82,3,0.27,1,0.09,3,0.27,1,0.09,21037
21,38,1338,18,1.35,6,0.45,6,0.45,10,0.75,16,1.2,7,0.52,8,0.6,5,0.37,62,4.63,52,3.89,64,4.78,52,3.89,44,3.29,37,2.77,33,2.47,35,2.62,29,2.17,29,2.17,24,1.79,16,1.2,9,0.67,6,0.45,7,0.52,5,0.37,2,0.15,2,0.15,21038
21,39,1128,15,1.33,9,0.8,8,0.71,10,0.89,19,1.68,9,0.8,10,0.89,6,0.53,52,4.61,38,3.37,54,4.79,42,3.72,27,2.39,29,2.57,28,2.48,22,1.95,21,1.86,16,1.42,18,1.6,3,0.27,4,0.35,4,0.35,6,0.53,3,0.27,5,0.44,3,0.27,21039
21,40,1555,21,1.35,5,0.32,12,0.77,9,0.58,18,1.16,11,0.71,6,0.39,8,0.51,54,3.47,41,2.64,45,2.89,41,2.64,41,2.64,35,2.25,31,1.99,24,1.54,28,1.8,20,1.29,30,1.93,7,0.45,7,0.45,2,0.13,8,0.51,5,0.32,6,0.39,2,0.13,21040
21,41,1640,30,1.83,8,0.49,10,0.61,13,0.79,21,1.28,7,0.43,10,0.61,7,0.43,56,3.41,48,2.93,59,3.6,47,2.87,29,1.77,38,2.32,38,2.32,22,1.34,28,1.71,29,1.77,32,1.95,4,0.24,6,0.37,3,0.18,3,0.18,4,0.24,6,0.37,1,0.06,21041
21,42,1805,19,1.05,12,0.66,14,0.78,13,0.72,18,1.0,11,0.61,8,0.44,9,0.5,58,3.21,46,2.55,62,3.43,43,2.38,37,2.05,34,1.88,35,1.94,24,1.33,40,2.22,30,1.66,40,2.22,8,0.44,4,0.22,3,0.17,5,0.28,7,0.39,5,0.28,1,0.06,21042
21,43,1398,17,1.22,7,0.5,9,0.64,13,0.93,16,1.14,9,0.64,6,0.43,6,0.43,44,3.15,37,2.65,49,3.51,35,2.5,22,1.57,24,1.72,28,2.0,20,1.43,25,1.79,21,1.5,23,1.65,4,0.29,6,0.43,2,0.14,6,0.43,2,0.14,2,0.14,1,0.07,21043
21,44,1728,14,0.81,8,0.46,9,0.52,9,0.52,17,0.98,7,0.41,1,0.06,5,0.29,41,2.37,44,2.55,46,2.66,39,2.26,36,2.08,37,2.14,31,1.79,32,1.85,26,1.5,20,1.16,23,1.33,6,0.35,6,0.35,4,0.23,5,0.29,4,0.23,4,0.23,4,0.23,21044
21,45,1245,15,1.2,7,0.56,9,0.72,2,0.16,19,1.53,7,0.56,5,0.4,3,0.24,32,2.57,31,2.49,38,3.05,29,2.33,25,2.01,27,2.17,20,1.61,20,1.61,20,1.61,16,1.29,21,1.69,5,0.4,10,0.8,2,0.16,5,0.4,3,0.24,3,0.24,2,0.16,21045
21,46,1693,23,1.36,11,0.65,10,0.59,13,0.77,21,1.24,10,0.59,11,0.65,7,0.41,59,3.48,49,2.89,64,3.78,51,3.01,44,2.6,37,2.19,32,1.89,27,1.59,30,1.77,31,1.83,32,1.89,5,0.3,5,0.3,2,0.12,6,0.35,6,0.35,6,0.35,1,0.06,21046
21,47,1230,17,1.38,10,0.81,6,0.49,7,0.57,17,1.38,6,0.49,9,0.73,11,0.89,45,3.66,32,2.6,49,3.98,33,2.68,28,2.28,30,2.44,26,2.11,24,1.95,25,2.03,19,1.54,24,1.95,4,0.33,7,0.57,4,0.33,7,0.57,2,0.16,4,0.33,2,0.16,21047
21,48,1400,22,1.57,8,0.57,5,0.36,10,0.71,20,1.43,7,0.5,8,0.57,6,0.43,48,3.43,46,3.29,50,3.57,46,3.29,29,2.07,30,2.14,33,2.36,26,1.86,28,2.0,26,1.86,24,1.71,6,0.43,6,0.43,4,0.29,4,0.29,3,0.21,3,0.21,3,0.21,21048
21,49,1958,29,1.48,18,0.92,12,0.61,18,0.92,27,1.38,13,0.66,11,0.56,13,0.66,56,2.86,53,2.71,58,2.96,41,2.09,38,1.94,36,1.84,34,1.74,28,1.43,29,1.48,29,1.48,31,1.58,6,0.31,2,0.1,2,0.1,5,0.26,4,0.2,3,0.15,6,0.31,21049
21,50,1129,14,1.24,5,0.44,8,0.71,7,0.62,10,0.89,9,0.8,5,0.44,6,0.53,28,2.48,27,2.39,29,2.57,25,2.21,20,1.77,20,1.77,19,1.68,18,1.59,20,1.77,14,1.24,13,1.15,1,0.09,2,0.18,2,0.18,2,0.18,1,0.09,5,0.44,2,0.18,21050
21,51,1653,24,1.45,17,1.03,14,0.85,12,0.73,23,1.39,11,0.67,10,0.6,9,0.54,55,3.33,48,2.9,60,3.63,50,3.02,32,1.94,31,1.88,40,2.42,23,1.39,22,1.33,27,1.63,28,1.69,10,0.6,9,0.54,4,0.24,1,0.06,3,0.18,5,0.3,5,0.3,21051
21,52,1393,30,2.15,16,1.15,13,0.93,10,0.72,22,1.58,12,0.86,6,0.43,9,0.65,45,3.23,40,2.87,49,3.52,43,3.09,27,1.94,28,2.01,25,1.79,19,1.36,26,1.87,24,1.72,25,1.79,7,0.5,5,0.36,3,0.22,5,0.36,6,0.43,1,0.07,3,0.22,21052
21,53,1356,13,0.96,4,0.29,6,0.44,6,0.44,15,1.11,6,0.44,6,0.44,4,0.29,47,3.47,41,3.02,45,3.32,37,2.73,29,2.14,28,2.06,34,2.51,18,1.33,25,1.84,27,1.99,27,1.99,4,0.29,5,0.37,3,0.22,5,0.37,3,0.22,5,0.37,2,0.15,21053
21,54,1304,23,1.76,6,0.46,10,0.77,12,0.92,21,1.61,8,0.61,8,0.61,10,0.77,41,3.14,33,2.53,42,3.22,37,2.84,23,1.76,19,1.46,18,1.38,18,1.38,18,1.38,19,1.46,25,1.92,2,0.15,6,0.46,3,0.23,3,0.23,4,0.31,5,0.38,4,0.31,21054
34,1,1850,25,1.35,12,0.65,12,0.65,17,0.92,21,1.14,12,0.65,9,0.49,9,0.49,52,2.81,49,2.65,59,3.19,48,2.59,29,1.57,29,1.57,31,1.68,32,1.73,46,2.49,40,2.16,41,2.22,7,0.38,6,0.32,2,0.11,2,0.11,4,0.22,3,0.16,2,0.11,34001
34,2,1171,17,1.45,10,0.85,9,0.77,13,1.11,11,0.94,12,1.02,9,0.77,5,0.43,37,3.16,27,2.31,37,3.16,32,2.73,28,2.39,30,2.56,32,2.73,22,1.88,34,2.9,26,2.22,25,2.13,5,0.43,4,0.34,2,0.17,5,0.43,2,0.17,4,0.34,3,0.26,34002
34,3,1671,22,1.32,13,0.78,12,0.72,14,0.84,14,0.84,8,0.48,11,0.66,14,0.84,51,3.05,47,2.81,61,3.65,45,2.69,37,2.21,38,2.27,36,2.15,25,1.5,32,1.92,30,1.8,34,2.03,13,0.78,5,0.3,6,0.36,7,0.42,5,0.3,5,0.3,5,0.3,34003
34,5,1423,23,1.62,11,0.77,8,0.56,8,0.56,19,1.34,8,0.56,9,0.63,11,0.77,37,2.6,39,2.74,35,2.46,34,2.39,17,1.19,25,1.76,25,1.76,17,1.19,36,2.53,15,1.05,25,1.76,2,0.14,1,0.07,5,0.35,3,0.21,3,0.21,2,0.14,3,0.21,34005
34,6,1793,28,1.56,11,0.61,10,0.56,8,0.45,17,0.95,10,0.56,6,0.33,7,0.39,57,3.18,59,3.29,59,3.29,56,3.12,45,2.51,38,2.12,31,1.73,32,1.78,38,2.12,30,1.67,32,1.78,5,0.28,6,0.33,7,0.39,5,0.28,7,0.39,7,0.39,7,0.39,34006
34,7,1805,28,1.55,16,0.89,15,0.83,20,1.11,19,1.05,14,0.78,13,0.72,12,0.66,44,2.44,41,2.27,58,3.21,41,2.27,29,1.61,35,1.94,29,1.61,30,1.66,63,3.49,52,2.88,52,2.88,6,0.33,7,0.39,1,0.06,7,0.39,6,0.33,7,0.39,5,0.28,34007
34,8,1120,10,0.89,6,0.54,6,0.54,11,0.98,15,1.34,6,0.54,5,0.45,5,0.45,34,3.04,21,1.88,35,3.13,28,2.5,20,1.79,19,1.7,20,1.79,19,1.7,33,2.95,22,1.96,27,2.41,3,0.27,5,0.45,6,0.54,6,0.54,0,0.0,3,0.27,1,0.09,34008
34,9,858,11,1.28,6,0.7,7,0.82,9,1.05,11,1.28,8,0.93,7,0.82,6,0.7,34,3.96,26,3.03,31,3.61,31,3.61,22,2.56,20,2.33,16,1.86,12,1.4,21,2.45,25,2.91,27,3.15,1,0.12,4,0.47,2,0.23,3,0.35,6,0.7,2,0.23,1,0.12,34009
34,10,1668,21,1.26,6,0.36,4,0.24,13,0.78,12,0.72,4,0.24,8,0.48,9,0.54,50,3.0,46,2.76,59,3.54,54,3.24,31,1.86,36,2.16,31,1.86,27,1.62,46,2.76,43,2.58,41,2.46,9,0.54,3,0.18,6,0.36,5,0.3,3,0.18,2,0.12,1,0.06,34010
34,11,1154,15,1.3,9,0.78,3,0.26,5,0.43,13,1.13,9,0.78,4,0.35,5,0.43,34,2.95,34,2.95,31,2.69,26,2.25,26,2.25,21,1.82,22,1.91,18,1.56,27,2.34,24,2.08,21,1.82,4,0.35,4,0.35,2,0.17,2,0.17,6,0.52,2,0.17,1,0.09,34011
34,12,1733,26,1.5,9,0.52,5,0.29,13,0.75,11,0.63,8,0.46,8,0.46,10,0.58,54,3.12,36,2.08,56,3.23,44,2.54,34,1.96,29,1.67,25,1.44,34,1.96,38,2.19,22,1.27,33,1.9,7,0.4,9,0.52,7,0.4,7,0.4,3,0.17,6,0.35,3,0.17,34012
34,13,1633,26,1.59,8,0.49,13,0.8,14,0.86,21,1.29,11,0.67,12,0.73,6,0.37,49,3.0,34,2.08,48,2.94,43,2.63,24,1.47,25,1.53,27,1.65,27,1.65,51,3.12,39,2.39,38,2.33,8,0.49,4,0.24,6,0.37,9,0.55,4,0.24,6,0.37,6,0.37,34013
34,14,1148,14,1.22,13,1.13,12,1.05,8,0.7,14,1.22,10,0.87,7,0.61,12,1.05,39,3.4,31,2.7,39,3.4,32,2.79,21,1.83,16,1.39,18,1.57,13,1.13,21,1.83,20,1.74,19,1.66,3,0.26,3,0.26,3,0.26,3,0.26,1,0.09,4,0.35,5,0.44,34014
34,15,1165,13,1.12,12,1.03,6,0.52,15,1.29,19,1.63,9,0.77,8,0.69,13,1.12,43,3.69,33,2.83,35,3.0,33,2.83,18,1.55,13,1.12,15,1.29,17,1.46,15,1.29,25,2.15,31,2.66,6,0.52,9,0.77,5,0.43,7,0.6,3,0.26,2,0.17,3,0.26,34015
34,16,1256,16,1.27,3,0.24,6,0.48,7,0.56,15,1.19,8,0.64,5,0.4,10,0.8,47,3.74,41,3.26,47,3.74,35,2.79,25,1.99,26,2.07,28,2.23,25,1.99,32,2.55,30,2.39,23,1.83,3,0.24,9,0.72,6,0.48,6,0.48,3,0.24,3,0.24,3,0.24,34016
34,17,2005,30,1.5,14,0.7,11,0.55,16,0.8,22,1.1,12,0.6,13,0.65,9,0.45,58,2.89,60,2.99,62,3.09,56,2.79,35,1.75,44,2.19,37,1.85,30,1.5,48,2.39,38,1.9,43,2.14,5,0.25,6,0.3,5,0.25,7,0.35,6,0.3,4,0.2,4,0.2,34017
34,19,1445,20,1.38,8,0.55,10,0.69,16,1.11,15,1.04,7,0.48,3,0.21,10,0.69,54,3.74,53,3.67,61,4.22,50,3.46,34,2.35,37,2.56,36,2.49,30,2.08,36,2.49,40,2.77,42,2.91,5,0.35,4,0.28,2,0.14,4,0.28,2,0.14,5,0.35,1,0.07,34019
34,20,2147,31,1.44,14,0.65,15,0.7,13,0.61,25,1.16,10,0.47,13,0.61,15,0.7,48,2.24,50,2.33,57,2.65,47,2.19,32,1.49,35,1.63,36,1.68,30,1.4,38,1.77,39,1.82,27,1.26,6,0.28,10,0.47,5,0.23,8,0.37,4,0.19,7,0.33,2,0.09,34020
34,21,2091,23,1.1,15,0.72,12,0.57,14,0.67,20,0.96,18,0.86,13,0.62,17,0.81,53,2.53,54,2.58,58,2.77,38,1.82,25,1.2,29,1.39,29,1.39,25,1.2,48,2.3,47,2.25,44,2.1,3,0.14,8,0.38,4,0.19,9,0.43,3,0.14,5,0.24,2,0.1,34021
34,22,838,8,0.95,3,0.36,4,0.48,2,0.24,5,0.6,4,0.48,2,0.24,1,0.12,20,2.39,20,2.39,23,2.74,21,2.51,12,1.43,14,1.67,13,1.55,17,2.03,15,1.79,18,2.15,22,2.63,3,0.36,5,0.6,1,0.12,4,0.48,3,0.36,1,0.12,2,0.24,34022
