ward,precinct,total,Kelly Marie McCarthy,Kelly Marie McCarthy Percent,Aileen Bhandari,Aileen Bhandari Percent,Elizabeth ''Beth'' Ryan,Elizabeth ''Beth'' Ryan Percent,"James T. Derico, Jr.","James T. Derico, Jr. Percent",precinct_id
31,11,106,35,33.02,24,22.64,40,37.74,7,6.6,31011
31,12,108,31,28.7,23,21.3,32,29.63,22,20.37,31012
31,13,147,45,30.61,38,25.85,39,26.53,25,17.01,31013
31,14,115,38,33.04,20,17.39,32,27.83,25,21.74,31014
31,15,132,35,26.52,27,20.45,40,30.3,30,22.73,31015
31,16,221,60,27.15,70,31.67,43,19.46,48,21.72,31016
31,17,104,33,31.73,22,21.15,24,23.08,25,24.04,31017
31,18,110,40,36.36,19,17.27,25,22.73,26,23.64,31018
31,19,131,38,29.01,31,23.66,45,34.35,17,12.98,31019
31,20,101,32,31.68,22,21.78,36,35.64,11,10.89,31020
31,21,104,39,37.5,21,20.19,29,27.88,15,14.42,31021
31,22,101,36,35.64,19,18.81,34,33.66,12,11.88,31022
31,23,135,37,27.41,37,27.41,40,29.63,21,15.56,31023
31,24,155,42,27.1,41,26.45,43,27.74,29,18.71,31024
31,25,134,40,29.85,30,22.39,41,30.6,23,17.16,31025
31,26,154,42,27.27,41,26.62,42,27.27,29,18.83,31026
31,27,119,41,34.45,20,16.81,32,26.89,26,21.85,31027
31,28,87,27,31.03,22,25.29,22,25.29,16,18.39,31028
31,29,90,18,20.0,25,27.78,20,22.22,27,30.0,31029
31,30,99,29,29.29,24,24.24,25,25.25,21,21.21,31030
31,31,99,31,31.31,26,26.26,26,26.26,16,16.16,31031
31,32,97,24,24.74,18,18.56,38,39.18,17,17.53,31032
31,33,118,40,33.9,17,14.41,48,40.68,13,11.02,31033
31,34,149,46,30.87,31,20.81,45,30.2,27,18.12,31034
31,35,161,48,29.81,40,24.84,53,32.92,20,12.42,31035
31,36,122,39,31.97,29,23.77,32,26.23,22,18.03,31036
31,37,139,41,29.5,29,20.86,40,28.78,29,20.86,31037
31,38,94,23,24.47,18,19.15,39,41.49,14,14.89,31038
31,39,161,57,35.4,41,25.47,35,21.74,28,17.39,31039
31,40,149,46,30.87,42,28.19,37,24.83,24,16.11,31040
31,41,108,33,30.56,24,22.22,29,26.85,22,20.37,31041
32,1,291,74,25.43,88,30.24,72,24.74,57,19.59,32001
32,2,244,59,24.18,65,26.64,63,25.82,57,23.36,32002
32,3,318,81,25.47,133,41.82,42,13.21,62,19.5,32003
32,4,226,56,24.78,68,30.09,44,19.47,58,25.66,32004
32,5,240,59,24.58,81,33.75,63,26.25,37,15.42,32005
32,6,247,57,23.08,90,36.44,46,18.62,54,21.86,32006
32,7,242,67,27.69,69,28.51,62,25.62,44,18.18,32007
32,8,248,52,20.97,80,32.26,53,21.37,63,25.4,32008
32,9,230,55,23.91,80,34.78,57,24.78,38,16.52,32009
32,10,232,56,24.14,73,31.47,57,24.57,46,19.83,32010
32,11,254,53,20.87,99,38.98,52,20.47,50,19.69,32011
32,12,197,54,27.41,73,37.06,25,12.69,45,22.84,32012
32,13,224,57,25.45,70,31.25,52,23.21,45,20.09,32013
32,14,291,71,24.4,101,34.71,60,20.62,59,20.27,32014
32,15,227,47,20.7,81,35.68,48,21.15,51,22.47,32015
32,16,234,60,25.64,72,30.77,47,20.09,55,23.5,32016
32,17,301,78,25.91,116,38.54,52,17.28,55,18.27,32017
32,18,194,41,21.13,48,24.74,57,29.38,48,24.74,32018
32,19,211,62,29.38,71,33.65,38,18.01,40,18.96,32019
32,20,297,69,23.23,115,38.72,49,16.5,64,21.55,32020
32,21,266,66,24.81,76,28.57,65,24.44,59,22.18,32021
32,22,285,60,21.05,107,37.54,49,17.19,69,24.21,32022
32,23,249,61,24.5,89,35.74,54,21.69,45,18.07,32023
32,24,137,30,21.9,41,29.93,32,23.36,34,24.82,32024
32,25,210,59,28.1,67,31.9,48,22.86,36,17.14,32025
32,26,328,76,23.17,135,41.16,64,19.51,53,16.16,32026
32,27,185,40,21.62,45,24.32,52,28.11,48,25.95,32027
32,28,304,80,26.32,111,36.51,53,17.43,60,19.74,32028
32,29,257,67,26.07,85,33.07,53,20.62,52,20.23,32029
32,30,172,38,22.09,45,26.16,56,32.56,33,19.19,32030
32,31,226,52,23.01,68,30.09,60,26.55,46,20.35,32031
32,32,262,62,23.66,88,33.59,56,21.37,56,21.37,32032
32,33,230,81,35.22,75,32.61,40,17.39,34,14.78,32033
32,34,244,53,21.72,84,34.43,52,21.31,55,22.54,32034
32,35,186,49,26.34,54,29.03,44,23.66,39,20.97,32035
32,36,223,50,22.42,61,27.35,60,26.91,52,23.32,32036
32,37,230,69,30.0,65,28.26,56,24.35,40,17.39,32037
32,38,205,49,23.9,65,31.71,43,20.98,48,23.41,32038
32,39,225,68,30.22,47,20.89,63,28.0,47,20.89,32039
32,40,244,50,20.49,76,31.15,63,25.82,55,22.54,32040
32,41,245,52,21.22,69,28.16,75,30.61,49,20.0,32041
32,42,188,48,25.53,48,25.53,53,28.19,39,20.74,32042
32,43,279,63,22.58,98,35.13,47,16.85,71,25.45,32043
33,1,333,78,23.42,110,33.03,69,20.72,76,22.82,33001
33,2,363,90,24.79,129,35.54,77,21.21,67,18.46,33002
33,3,431,117,27.15,172,39.91,83,19.26,59,13.69,33003
33,4,428,111,25.93,155,36.21,80,18.69,82,19.16,33004
33,5,226,46,20.35,85,37.61,50,22.12,45,19.91,33005
33,6,270,72,26.67,74,27.41,66,24.44,58,21.48,33006
33,7,308,79,25.65,118,38.31,46,14.94,65,21.1,33007
33,8,462,101,21.86,170,36.8,87,18.83,104,22.51,33008
33,9,288,79,27.43,89,30.9,65,22.57,55,19.1,33009
33,10,243,66,27.16,73,30.04,65,26.75,39,16.05,33010
33,11,299,92,30.77,92,30.77,62,20.74,53,17.73,33011
33,12,278,71,25.54,91,32.73,57,20.5,59,21.22,33012
33,13,281,69,24.56,90,32.03,67,23.84,55,19.57,33013
33,14,120,30,25.0,43,35.83,28,23.33,19,15.83,33014
33,15,283,78,27.56,87,30.74,60,21.2,58,20.49,33015
33,16,399,117,29.32,120,30.08,99,24.81,63,15.79,33016
33,17,277,87,31.41,79,28.52,64,23.1,47,16.97,33017
33,18,357,83,23.25,153,42.86,65,18.21,56,15.69,33018
33,19,334,104,31.14,95,28.44,74,22.16,61,18.26,33019
33,20,381,97,25.46,144,37.8,72,18.9,68,17.85,33020
33,21,306,81,26.47,101,33.01,70,22.88,54,17.65,33021
33,22,258,67,25.97,60,23.26,72,27.91,59,22.87,33022
33,23,321,77,23.99,104,32.4,75,23.36,65,20.25,33023
33,24,441,89,20.18,149,33.79,89,20.18,114,25.85,33024
33,25,366,92,25.14,126,34.43,96,26.23,52,14.21,33025
33,26,225,72,32.0,81,36.0,40,17.78,32,14.22,33026
33,27,332,86,25.9,115,34.64,69,20.78,62,18.67,33027
33,28,279,65,23.3,103,36.92,63,22.58,48,17.2,33028
34,1,241,67,27.8,44,18.26,49,20.33,81,33.61,34001
34,2,201,52,25.87,44,21.89,41,20.4,64,31.84,34002
34,3,227,71,31.28,27,11.89,58,25.55,71,31.28,34003
34,4,147,41,27.89,20,13.61,29,19.73,57,38.78,34004
34,5,199,67,33.67,33,16.58,35,17.59,64,32.16,34005
34,6,251,64,25.5,34,13.55,65,25.9,88,35.06,34006
34,7,267,76,28.46,55,20.6,66,24.72,70,26.22,34007
34,8,165,49,29.7,23,13.94,40,24.24,53,32.12,34008
34,9,121,31,25.62,23,19.01,29,23.97,38,31.4,34009
34,10,233,55,23.61,60,25.75,44,18.88,74,31.76,34010
34,11,160,61,38.13,25,15.63,48,30.0,26,16.25,34011
34,12,247,62,25.1,40,16.19,60,24.29,85,34.41,34012
34,13,232,73,31.47,40,17.24,55,23.71,64,27.59,34013
34,14,171,61,35.67,22,12.87,41,23.98,47,27.49,34014
34,15,177,63,35.59,20,11.3,47,26.55,47,26.55,34015
34,16,170,53,31.18,25,14.71,45,26.47,47,27.65,34016
34,17,281,87,30.96,42,14.95,58,20.64,94,33.45,34017
34,18,146,48,32.88,27,18.49,45,30.82,26,17.81,34018
34,19,211,69,32.7,36,17.06,52,24.64,54,25.59,34019
34,20,291,84,28.87,39,13.4,50,17.18,118,40.55,34020
34,21,273,70,25.64,50,18.32,55,20.15,98,35.9,34021
34,22,204,57,27.94,31,15.2,51,25.0,65,31.86,34022
34,23,182,55,30.22,31,17.03,48,26.37,48,26.37,34023
34,24,187,64,34.22,26,13.9,46,24.6,51,27.27,34024
34,25,338,98,28.99,53,15.68,71,21.01,116,34.32,34025
34,26,245,90,36.73,25,10.2,49,20.0,81,33.06,34026
34,27,164,47,28.66,16,9.76,38,23.17,63,38.41,34027
34,28,110,45,40.91,18,16.36,19,17.27,28,25.45,34028
34,29,180,63,35.0,33,18.33,40,22.22,44,24.44,34029
34,30,220,76,34.55,27,12.27,48,21.82,69,31.36,34030
34,31,143,49,34.27,15,10.49,28,19.58,51,35.66,34031
34,32,199,74,37.19,33,16.58,34,17.09,58,29.15,34032
34,33,150,53,35.33,16,10.67,34,22.67,47,31.33,34033
34,34,267,83,31.09,35,13.11,55,20.6,94,35.21,34034
34,35,241,71,29.46,50,20.75,60,24.9,60,24.9,34035
34,36,193,60,31.09,27,13.99,31,16.06,75,38.86,34036
34,37,115,39,33.91,16,13.91,25,21.74,35,30.43,34037
34,38,84,23,27.38,17,20.24,12,14.29,32,38.1,34038
34,39,136,40,29.41,28,20.59,33,24.26,35,25.74,34039
34,40,228,76,33.33,45,19.74,56,24.56,51,22.37,34040
34,41,137,50,36.5,18,13.14,33,24.09,36,26.28,34041
34,42,238,63,26.47,38,15.97,64,26.89,73,30.67,34042
34,43,215,61,28.37,34,15.81,44,20.47,76,35.35,34043
34,44,214,78,36.45,16,7.48,42,19.63,78,36.45,34044
34,45,187,51,27.27,30,16.04,42,22.46,64,34.22,34045
34,46,162,53,32.72,25,15.43,33,20.37,51,31.48,34046
34,47,228,81,35.53,37,16.23,48,21.05,62,27.19,34047
34,48,253,64,25.3,48,18.97,47,18.58,94,37.15,34048
34,49,208,50,24.04,33,15.87,48,23.08,77,37.02,34049
34,50,166,58,34.94,28,16.87,42,25.3,38,22.89,34050
34,51,262,76,29.01,48,18.32,44,16.79,94,35.88,34051
34,52,176,50,28.41,34,19.32,36,20.45,56,31.82,34052
34,53,125,43,34.4,18,14.4,32,25.6,32,25.6,34053
35,1,262,69,26.34,101,38.55,52,19.85,40,15.27,35001
35,2,274,68,24.82,94,34.31,46,16.79,66,24.09,35002
35,3,221,55,24.89,92,41.63,45,20.36,29,13.12,35003
35,4,251,73,29.08,75,29.88,44,17.53,59,23.51,35004
35,5,206,57,27.67,72,34.95,44,21.36,33,16.02,35005
35,6,247,58,23.48,101,40.89,49,19.84,39,15.79,35006
35,7,273,72,26.37,93,34.07,53,19.41,55,20.15,35007
35,8,250,63,25.2,90,36.0,43,17.2,54,21.6,35008
35,9,206,73,35.44,48,23.3,44,21.36,41,19.9,35009
35,10,350,73,20.86,163,46.57,67,19.14,47,13.43,35010
35,11,267,81,30.34,99,37.08,58,21.72,29,10.86,35011
35,12,156,42,26.92,43,27.56,52,33.33,19,12.18,35012
35,13,149,47,31.54,43,28.86,36,24.16,23,15.44,35013
35,14,195,60,30.77,57,29.23,46,23.59,32,16.41,35014
35,15,293,78,26.62,101,34.47,48,16.38,66,22.53,35015
35,16,141,51,36.17,31,21.99,40,28.37,19,13.48,35016
35,17,220,66,30.0,84,38.18,30,13.64,40,18.18,35017
35,18,178,63,35.39,37,20.79,52,29.21,26,14.61,35018
35,19,149,45,30.2,37,24.83,46,30.87,21,14.09,35019
35,20,224,72,32.14,66,29.46,52,23.21,34,15.18,35020
35,21,232,61,26.29,63,27.16,70,30.17,38,16.38,35021
35,22,301,77,25.58,117,38.87,70,23.26,37,12.29,35022
35,23,258,59,22.87,103,39.92,50,19.38,46,17.83,35023
35,24,213,57,26.76,73,34.27,46,21.6,37,17.37,35024
35,25,199,43,21.61,72,36.18,33,16.58,51,25.63,35025
35,26,214,54,25.23,56,26.17,68,31.78,36,16.82,35026
35,27,232,57,24.57,63,27.16,63,27.16,49,21.12,35027
35,28,247,59,23.89,86,34.82,59,23.89,43,17.41,35028
35,29,210,48,22.86,62,29.52,64,30.48,36,17.14,35029
35,30,204,63,30.88,60,29.41,43,21.08,38,18.63,35030
35,31,215,56,26.05,59,27.44,63,29.3,37,17.21,35031
36,1,177,54,30.51,36,20.34,66,37.29,21,11.86,36001
36,2,210,59,28.1,46,21.9,67,31.9,38,18.1,36002
36,3,168,51,30.36,32,19.05,51,30.36,34,20.24,36003
36,4,155,54,34.84,35,22.58,42,27.1,24,15.48,36004
36,5,114,44,38.6,25,21.93,23,20.18,22,19.3,36005
36,6,145,47,32.41,29,20.0,47,32.41,22,15.17,36006
36,7,204,74,36.27,37,18.14,51,25.0,42,20.59,36007
36,8,141,45,31.91,30,21.28,39,27.66,27,19.15,36008
36,9,165,52,31.52,37,22.42,53,32.12,23,13.94,36009
36,10,206,55,26.7,52,25.24,70,33.98,29,14.08,36010
36,11,114,39,34.21,29,25.44,30,26.32,16,14.04,36011
36,12,104,31,29.81,20,19.23,37,35.58,16,15.38,36012
36,13,116,42,36.21,21,18.1,42,36.21,11,9.48,36013
36,14,176,48,27.27,57,32.39,41,23.3,30,17.05,36014
36,15,192,78,40.63,44,22.92,46,23.96,24,12.5,36015
36,16,158,55,34.81,38,24.05,43,27.22,22,13.92,36016
36,17,211,57,27.01,40,18.96,75,35.55,39,18.48,36017
36,18,181,58,32.04,45,24.86,42,23.2,36,19.89,36018
36,19,246,86,34.96,47,19.11,71,28.86,42,17.07,36019
36,20,176,60,34.09,37,21.02,49,27.84,30,17.05,36020
36,21,161,53,32.92,27,16.77,56,34.78,25,15.53,36021
36,22,130,39,30.0,35,26.92,38,29.23,18,13.85,36022
36,23,126,40,31.75,15,11.9,43,34.13,28,22.22,36023
36,24,200,56,28.0,39,19.5,65,32.5,40,20.0,36024
36,25,188,67,35.64,44,23.4,50,26.6,27,14.36,36025
36,26,150,48,32.0,30,20.0,36,24.0,36,24.0,36026
36,27,162,63,38.89,31,19.14,40,24.69,28,17.28,36027
36,28,160,64,40.0,25,15.63,48,30.0,23,14.38,36028
36,29,207,74,35.75,46,22.22,61,29.47,26,12.56,36029
36,30,164,49,29.88,41,25.0,44,26.83,30,18.29,36030
37,1,160,68,42.5,22,13.75,40,25.0,30,18.75,37001
37,2,119,40,33.61,13,10.92,36,30.25,30,25.21,37002
37,3,111,41,36.94,12,10.81,25,22.52,33,29.73,37003
37,4,122,38,31.15,12,9.84,36,29.51,36,29.51,37004
37,5,204,81,39.71,17,8.33,54,26.47,52,25.49,37005
37,6,181,75,41.44,17,9.39,40,22.1,49,27.07,37006
37,7,121,42,34.71,16,13.22,28,23.14,35,28.93,37007
37,8,102,34,33.33,19,18.63,31,30.39,18,17.65,37008
37,9,182,70,38.46,22,12.09,46,25.27,44,24.18,37009
37,10,204,72,35.29,22,10.78,69,33.82,41,20.1,37010
37,11,97,43,44.33,11,11.34,23,23.71,20,20.62,37011
37,12,143,55,38.46,12,8.39,39,27.27,37,25.87,37012
37,13,131,55,41.98,19,14.5,28,21.37,29,22.14,37013
37,14,181,68,37.57,15,8.29,39,21.55,59,32.6,37014
37,15,200,74,37.0,15,7.5,60,30.0,51,25.5,37015
37,16,184,75,40.76,22,11.96,44,23.91,43,23.37,37016
37,17,124,54,43.55,14,11.29,26,20.97,30,24.19,37017
37,18,179,74,41.34,17,9.5,41,22.91,47,26.26,37018
37,19,124,34,27.42,21,16.94,34,27.42,35,28.23,37019
37,20,128,52,40.63,10,7.81,34,26.56,32,25.0,37020
37,21,126,42,33.33,17,13.49,40,31.75,27,21.43,37021
37,22,147,64,43.54,20,13.61,43,29.25,20,13.61,37022
37,23,183,57,31.15,28,15.3,49,26.78,49,26.78,37023
37,24,176,69,39.2,13,7.39,46,26.14,48,27.27,37024
37,25,164,53,32.32,17,10.37,37,22.56,57,34.76,37025
37,26,227,81,35.68,18,7.93,66,29.07,62,27.31,37026
37,27,149,41,27.52,12,8.05,52,34.9,44,29.53,37027
37,28,161,65,40.37,19,11.8,39,24.22,38,23.6,37028
37,29,158,56,35.44,15,9.49,46,29.11,41,25.95,37029
37,30,167,65,38.92,17,10.18,45,26.95,40,23.95,37030
37,31,180,56,31.11,21,11.67,38,21.11,65,36.11,37031
37,32,154,51,33.12,18,11.69,34,22.08,51,33.12,37032
37,33,200,77,38.5,22,11.0,51,25.5,50,25.0,37033
37,34,176,80,45.45,9,5.11,40,22.73,47,26.7,37034
37,35,223,85,38.12,21,9.42,57,25.56,60,26.91,37035
37,36,146,60,41.1,10,6.85,47,32.19,29,19.86,37036
37,37,195,81,41.54,17,8.72,56,28.72,41,21.03,37037
37,38,212,82,38.68,20,9.43,50,23.58,60,28.3,37038
37,39,154,69,44.81,18,11.69,33,21.43,34,22.08,37039
37,40,207,79,38.16,21,10.14,49,23.67,58,28.02,37040
37,41,168,60,35.71,13,7.74,47,27.98,48,28.57,37041
38,1,180,55,30.56,45,25.0,44,24.44,36,20.0,38001
38,2,153,57,37.25,15,9.8,37,24.18,44,28.76,38002
38,3,155,48,30.97,28,18.06,51,32.9,28,18.06,38003
38,4,183,64,34.97,27,14.75,52,28.42,40,21.86,38004
38,5,151,48,31.79,27,17.88,43,28.48,33,21.85,38005
38,6,122,44,36.07,25,20.49,24,19.67,29,23.77,38006
38,7,140,43,30.71,21,15.0,37,26.43,39,27.86,38007
38,8,160,53,33.13,27,16.88,48,30.0,32,20.0,38008
38,9,188,67,35.64,29,15.43,53,28.19,39,20.74,38009
38,10,152,48,31.58,33,21.71,43,28.29,28,18.42,38010
38,11,153,49,32.03,40,26.14,33,21.57,31,20.26,38011
38,12,165,46,27.88,25,15.15,49,29.7,45,27.27,38012
38,13,189,59,31.22,36,19.05,49,25.93,45,23.81,38013
38,14,188,65,34.57,48,25.53,43,22.87,32,17.02,38014
38,15,169,65,38.46,37,21.89,34,20.12,33,19.53,38015
38,16,171,71,41.52,23,13.45,52,30.41,25,14.62,38016
38,17,197,70,35.53,33,16.75,56,28.43,38,19.29,38017
38,18,197,62,31.47,34,17.26,51,25.89,50,25.38,38018
38,19,209,64,30.62,26,12.44,71,33.97,48,22.97,38019
38,20,160,54,33.75,26,16.25,44,27.5,36,22.5,38020
38,21,168,60,35.71,27,16.07,49,29.17,32,19.05,38021
38,22,189,55,29.1,57,30.16,43,22.75,34,17.99,38022
38,23,216,67,31.02,42,19.44,63,29.17,44,20.37,38023
38,24,195,71,36.41,39,20.0,50,25.64,35,17.95,38024
38,25,159,60,37.74,31,19.5,43,27.04,25,15.72,38025
38,26,153,48,31.37,27,17.65,38,24.84,40,26.14,38026
38,27,164,54,32.93,22,13.41,39,23.78,49,29.88,38027
38,28,196,79,40.31,34,17.35,47,23.98,36,18.37,38028
38,29,185,65,35.14,33,17.84,35,18.92,52,28.11,38029
38,30,162,49,30.25,29,17.9,48,29.63,36,22.22,38030
38,31,239,76,31.8,69,28.87,46,19.25,48,20.08,38031
38,32,179,47,26.26,44,24.58,47,26.26,41,22.91,38032
38,33,156,46,29.49,48,30.77,33,21.15,29,18.59,38033
38,34,179,33,18.44,53,29.61,52,29.05,41,22.91,38034
38,35,215,64,29.77,58,26.98,64,29.77,29,13.49,38035
38,36,166,55,33.13,46,27.71,31,18.67,34,20.48,38036
38,37,175,58,33.14,37,21.14,55,31.43,25,14.29,38037
38,38,166,62,37.35,39,23.49,45,27.11,20,12.05,38038
38,39,245,91,37.14,57,23.27,57,23.27,40,16.33,38039
38,40,209,70,33.49,51,24.4,47,22.49,41,19.62,38040
38,41,229,65,28.38,68,29.69,47,20.52,49,21.4,38041
39,1,225,41,18.22,32,14.22,118,52.44,34,15.11,39001
39,2,153,46,30.07,24,15.69,43,28.1,40,26.14,39002
39,3,278,74,26.62,98,35.25,61,21.94,45,16.19,39003
39,4,213,60,28.17,37,17.37,75,35.21,41,19.25,39004
39,5,218,59,27.06,59,27.06,55,25.23,45,20.64,39005
39,6,209,56,26.79,57,27.27,63,30.14,33,15.79,39006
39,7,177,50,28.25,57,32.2,40,22.6,30,16.95,39007
39,8,197,53,26.9,75,38.07,42,21.32,27,13.71,39008
39,9,163,54,33.13,35,21.47,46,28.22,28,17.18,39009
39,10,128,32,25.0,40,31.25,33,25.78,23,17.97,39010
39,11,188,49,26.06,61,32.45,40,21.28,38,20.21,39011
39,12,279,59,21.15,97,34.77,71,25.45,52,18.64,39012
39,13,159,56,35.22,41,25.79,34,21.38,28,17.61,39013
39,14,198,55,27.78,70,35.35,50,25.25,23,11.62,39014
39,15,241,40,16.6,27,11.2,149,61.83,25,10.37,39015
39,16,132,39,29.55,35,26.52,38,28.79,20,15.15,39016
39,17,231,60,25.97,94,40.69,41,17.75,36,15.58,39017
39,18,212,52,24.53,69,32.55,34,16.04,57,26.89,39018
39,19,222,60,27.03,77,34.68,55,24.77,30,13.51,39019
39,20,246,71,28.86,42,17.07,83,33.74,50,20.33,39020
39,21,175,61,34.86,35,20.0,54,30.86,25,14.29,39021
39,22,141,35,24.82,51,36.17,32,22.7,23,16.31,39022
39,23,234,65,27.78,49,20.94,69,29.49,51,21.79,39023
39,24,232,65,28.02,56,24.14,69,29.74,42,18.1,39024
39,25,150,32,21.33,46,30.67,48,32.0,24,16.0,39025
39,26,168,38,22.62,35,20.83,65,38.69,30,17.86,39026
39,27,44,10,22.73,5,11.36,17,38.64,12,27.27,39027
39,28,321,84,26.17,98,30.53,78,24.3,61,19.0,39028
39,29,129,30,23.26,39,30.23,30,23.26,30,23.26,39029
39,30,239,51,21.34,64,26.78,70,29.29,54,22.59,39030
39,31,210,67,31.9,71,33.81,44,20.95,28,13.33,39031
39,32,160,40,25.0,43,26.88,42,26.25,35,21.88,39032
39,33,197,50,25.38,67,34.01,43,21.83,37,18.78,39033
39,34,241,47,19.5,79,32.78,67,27.8,48,19.92,39034
39,35,210,42,20.0,72,34.29,52,24.76,44,20.95,39035
39,36,55,18,32.73,16,29.09,17,30.91,4,7.27,39036
39,37,210,37,17.62,43,20.48,93,44.29,37,17.62,39037
39,38,136,38,27.94,28,20.59,31,22.79,39,28.68,39038
39,39,170,44,25.88,51,30.0,43,25.29,32,18.82,39039
39,40,209,52,24.88,45,21.53,77,36.84,35,16.75,39040
39,41,243,59,24.28,57,23.46,75,30.86,52,21.4,39041
39,42,275,22,8.0,27,9.82,184,66.91,42,15.27,39042
39,43,198,53,26.77,43,21.72,72,36.36,30,15.15,39043
39,44,168,42,25.0,30,17.86,65,38.69,31,18.45,39044
39,45,214,44,20.56,33,15.42,96,44.86,41,19.16,39045
40,1,187,63,33.69,48,25.67,52,27.81,24,12.83,40001
40,2,204,72,35.29,51,25.0,46,22.55,35,17.16,40002
40,3,335,75,22.39,127,37.91,69,20.6,64,19.1,40003
40,4,104,23,22.12,35,33.65,30,28.85,16,15.38,40004
40,5,267,72,26.97,90,33.71,44,16.48,61,22.85,40005
40,6,357,80,22.41,127,35.57,56,15.69,94,26.33,40006
40,7,275,54,19.64,85,30.91,59,21.45,77,28.0,40007
40,8,364,81,22.25,123,33.79,70,19.23,90,24.73,40008
40,9,173,53,30.64,38,21.97,46,26.59,36,20.81,40009
40,10,219,62,28.31,83,37.9,34,15.53,40,18.26,40010
40,11,294,70,23.81,112,38.1,50,17.01,62,21.09,40011
40,12,229,57,24.89,82,35.81,47,20.52,43,18.78,40012
40,13,467,101,21.63,195,41.76,78,16.7,93,19.91,40013
40,14,175,47,26.86,56,32.0,39,22.29,33,18.86,40014
40,15,205,69,33.66,41,20.0,53,25.85,42,20.49,40015
40,16,394,94,23.86,152,38.58,64,16.24,84,21.32,40016
40,17,221,52,23.53,60,27.15,50,22.62,59,26.7,40017
40,18,179,57,31.84,44,24.58,43,24.02,35,19.55,40018
40,19,283,75,26.5,90,31.8,58,20.49,60,21.2,40019
40,20,187,57,30.48,54,28.88,45,24.06,31,16.58,40020
40,21,322,85,26.4,98,30.43,75,23.29,64,19.88,40021
40,22,294,75,25.51,89,30.27,61,20.75,69,23.47,40022
40,23,384,87,22.66,142,36.98,73,19.01,82,21.35,40023
40,24,184,59,32.07,45,24.46,47,25.54,33,17.93,40024
40,25,352,67,19.03,153,43.47,60,17.05,72,20.45,40025
40,26,332,68,20.48,111,33.43,84,25.3,69,20.78,40026
40,27,356,91,25.56,115,32.3,84,23.6,66,18.54,40027
40,28,309,70,22.65,109,35.28,55,17.8,75,24.27,40028
40,29,258,72,27.91,66,25.58,68,26.36,52,20.16,40029
40,30,211,55,26.07,65,30.81,40,18.96,51,24.17,40030
40,31,324,72,22.22,115,35.49,59,18.21,78,24.07,40031
40,32,314,76,24.2,122,38.85,51,16.24,65,20.7,40032
40,33,304,68,22.37,117,38.49,47,15.46,72,23.68,40033
40,34,207,49,23.67,64,30.92,52,25.12,42,20.29,40034
40,35,108,26,24.07,35,32.41,25,23.15,22,20.37,40035
40,36,248,59,23.79,84,33.87,45,18.15,60,24.19,40036
40,37,255,55,21.57,78,30.59,64,25.1,58,22.75,40037
40,38,372,71,19.09,139,37.37,64,17.2,98,26.34,40038
40,39,64,18,28.13,15,23.44,21,32.81,10,15.63,40039
41,1,193,52,26.94,25,12.95,92,47.67,24,12.44,41001
41,2,191,64,33.51,22,11.52,69,36.13,36,18.85,41002
41,3,194,58,29.9,33,17.01,76,39.18,27,13.92,41003
41,4,225,55,24.44,27,12.0,99,44.0,44,19.56,41004
41,5,225,67,29.78,38,16.89,81,36.0,39,17.33,41005
41,6,316,53,16.77,31,9.81,168,53.16,64,20.25,41006
41,7,194,53,27.32,34,17.53,79,40.72,28,14.43,41007
41,8,212,79,37.26,40,18.87,64,30.19,29,13.68,41008
41,9,169,40,23.67,52,30.77,44,26.04,33,19.53,41009
41,10,255,86,33.73,27,10.59,97,38.04,45,17.65,41010
41,11,228,65,28.51,30,13.16,97,42.54,36,15.79,41011
41,12,175,55,31.43,23,13.14,58,33.14,39,22.29,41012
41,13,200,72,36.0,28,14.0,55,27.5,45,22.5,41013
41,14,286,59,20.63,41,14.34,135,47.2,51,17.83,41014
41,15,237,65,27.43,41,17.3,88,37.13,43,18.14,41015
41,16,190,66,34.74,22,11.58,68,35.79,34,17.89,41016
41,17,194,64,32.99,28,14.43,54,27.84,48,24.74,41017
41,18,184,56,30.43,26,14.13,78,42.39,24,13.04,41018
41,19,237,49,20.68,38,16.03,93,39.24,57,24.05,41019
41,20,138,37,26.81,30,21.74,45,32.61,26,18.84,41020
41,21,213,69,32.39,29,13.62,72,33.8,43,20.19,41021
41,22,248,68,27.42,52,20.97,77,31.05,51,20.56,41022
41,23,173,54,31.21,31,17.92,56,32.37,32,18.5,41023
41,24,163,64,39.26,24,14.72,41,25.15,34,20.86,41024
41,25,108,25,23.15,35,32.41,30,27.78,18,16.67,41025
41,26,213,61,28.64,30,14.08,83,38.97,39,18.31,41026
41,27,115,47,40.87,20,17.39,27,23.48,21,18.26,41027
41,28,143,48,33.57,30,20.98,38,26.57,27,18.88,41028
41,29,97,28,28.87,25,25.77,28,28.87,16,16.49,41029
41,30,174,59,33.91,34,19.54,51,29.31,30,17.24,41030
41,31,211,75,35.55,31,14.69,69,32.7,36,17.06,41031
41,32,181,47,25.97,38,20.99,68,37.57,28,15.47,41032
41,33,178,58,32.58,28,15.73,54,30.34,38,21.35,41033
41,34,180,52,28.89,32,17.78,60,33.33,36,20.0,41034
41,35,244,74,30.33,41,16.8,87,35.66,42,17.21,41035
41,36,194,58,29.9,43,22.16,42,21.65,51,26.29,41036
41,37,240,76,31.67,32,13.33,86,35.83,46,19.17,41037
41,38,184,58,31.52,15,8.15,69,37.5,42,22.83,41038
