ward,precinct,total,Harry Osterman,Harry Osterman Percent,precinct_id
48,1,346,346,100.0,48001
48,2,162,162,100.0,48002
48,3,352,352,100.0,48003
48,4,295,295,100.0,48004
48,5,200,200,100.0,48005
48,6,378,378,100.0,48006
48,7,353,353,100.0,48007
48,8,164,164,100.0,48008
48,9,211,211,100.0,48009
48,10,498,498,100.0,48010
48,11,310,310,100.0,48011
48,12,430,430,100.0,48012
48,13,357,357,100.0,48013
48,14,137,137,100.0,48014
48,15,164,164,100.0,48015
48,16,326,326,100.0,48016
48,17,264,264,100.0,48017
48,18,195,195,100.0,48018
48,19,281,281,100.0,48019
48,20,373,373,100.0,48020
48,21,386,386,100.0,48021
48,22,213,213,100.0,48022
48,23,309,309,100.0,48023
48,24,300,300,100.0,48024
48,25,301,301,100.0,48025
48,26,133,133,100.0,48026
48,27,279,279,100.0,48027
48,28,298,298,100.0,48028
48,29,79,79,100.0,48029
48,30,331,331,100.0,48030
48,31,350,350,100.0,48031
48,32,310,310,100.0,48032
48,33,163,163,100.0,48033
48,34,288,288,100.0,48034
48,35,181,181,100.0,48035
48,36,185,185,100.0,48036
48,37,345,345,100.0,48037
48,38,406,406,100.0,48038
48,39,203,203,100.0,48039
48,40,310,310,100.0,48040
48,41,387,387,100.0,48041
48,42,398,398,100.0,48042
48,43,361,361,100.0,48043
48,44,406,406,100.0,48044
48,45,244,244,100.0,48045
48,46,167,167,100.0,48046
