ward,precinct,total,John P. Daley,John P. Daley Percent,precinct_id
11,1,244,244,100.0,11001
11,2,14,14,100.0,11002
11,3,182,182,100.0,11003
11,4,177,177,100.0,11004
11,5,288,288,100.0,11005
11,6,249,249,100.0,11006
11,7,223,223,100.0,11007
11,8,208,208,100.0,11008
11,9,192,192,100.0,11009
11,10,207,207,100.0,11010
11,11,197,197,100.0,11011
11,12,320,320,100.0,11012
11,13,249,249,100.0,11013
11,14,117,117,100.0,11014
11,15,92,92,100.0,11015
11,16,151,151,100.0,11016
11,17,317,317,100.0,11017
11,18,188,188,100.0,11018
11,19,271,271,100.0,11019
11,20,172,172,100.0,11020
11,21,349,349,100.0,11021
11,22,264,264,100.0,11022
11,23,170,170,100.0,11023
11,24,369,369,100.0,11024
11,25,280,280,100.0,11025
11,26,267,267,100.0,11026
11,27,76,76,100.0,11027
11,28,92,92,100.0,11028
11,29,290,290,100.0,11029
11,30,102,102,100.0,11030
11,31,233,233,100.0,11031
11,32,109,109,100.0,11032
11,33,237,237,100.0,11033
11,34,79,79,100.0,11034
11,35,41,41,100.0,11035
11,36,75,75,100.0,11036
11,37,47,47,100.0,11037
11,38,101,101,100.0,11038
