ward,precinct,total,Toni Preckwinkle,Toni Preckwinkle Percent,precinct_id
4,1,393,393,100.0,04001
4,2,295,295,100.0,04002
4,3,236,236,100.0,04003
4,4,341,341,100.0,04004
4,5,312,312,100.0,04005
4,6,353,353,100.0,04006
4,7,344,344,100.0,04007
4,8,332,332,100.0,04008
4,9,388,388,100.0,04009
4,10,355,355,100.0,04010
4,11,247,247,100.0,04011
4,12,338,338,100.0,04012
4,13,288,288,100.0,04013
4,14,268,268,100.0,04014
4,15,345,345,100.0,04015
4,16,389,389,100.0,04016
4,17,302,302,100.0,04017
4,18,308,308,100.0,04018
4,19,188,188,100.0,04019
4,20,239,239,100.0,04020
4,21,312,312,100.0,04021
4,22,313,313,100.0,04022
4,23,395,395,100.0,04023
4,24,276,276,100.0,04024
4,25,288,288,100.0,04025
4,26,252,252,100.0,04026
4,27,395,395,100.0,04027
4,28,261,261,100.0,04028
4,29,262,262,100.0,04029
4,30,346,346,100.0,04030
4,31,364,364,100.0,04031
4,32,322,322,100.0,04032
4,33,309,309,100.0,04033
4,34,241,241,100.0,04034
4,35,324,324,100.0,04035
4,36,362,362,100.0,04036
4,37,423,423,100.0,04037
4,38,320,320,100.0,04038
