ward,precinct,total,Michael G. Grace,Michael G. Grace Percent,Mike Cashman,Mike Cashman Percent,Frank Avila,Frank Avila Percent,Heather Boyle,Heather Boyle Percent,M Cameron ''Cam'' Davis,M Cameron ''Cam'' Davis Percent,Kimberly Neely Dubuclet,Kimberly Neely Dubuclet Percent,Eira L. Corral Sep̼lveda,Eira L. Corral Sep̼lveda Percent,Patricia Theresa Flynn,Patricia Theresa Flynn Percent,Shundar Lin,Shundar Lin Percent,Deyon Dean,Deyon Dean Percent,precinct_id
40,10,543,39,7.18,26,4.79,82,15.1,56,10.31,70,12.89,91,16.76,69,12.71,60,11.05,27,4.97,23,4.24,40010
40,11,796,31,3.89,28,3.52,69,8.67,98,12.31,138,17.34,186,23.37,128,16.08,67,8.42,38,4.77,13,1.63,40011
40,12,596,33,5.54,20,3.36,49,8.22,79,13.26,98,16.44,129,21.64,92,15.44,50,8.39,36,6.04,10,1.68,40012
40,13,1249,41,3.28,35,2.8,90,7.21,149,11.93,212,16.97,300,24.02,232,18.57,94,7.53,69,5.52,27,2.16,40013
40,14,475,50,10.53,26,5.47,60,12.63,69,14.53,57,12.0,71,14.95,52,10.95,52,10.95,24,5.05,14,2.95,40014
40,15,520,42,8.08,33,6.35,63,12.12,70,13.46,71,13.65,87,16.73,64,12.31,50,9.62,20,3.85,20,3.85,40015
40,16,1084,33,3.04,31,2.86,83,7.66,123,11.35,206,19.0,246,22.69,203,18.73,91,8.39,46,4.24,22,2.03,40016
40,17,606,31,5.12,12,1.98,57,9.41,66,10.89,115,18.98,120,19.8,102,16.83,58,9.57,32,5.28,13,2.15,40017
40,18,457,37,8.1,29,6.35,47,10.28,56,12.25,69,15.1,87,19.04,57,12.47,44,9.63,17,3.72,14,3.06,40018
40,19,775,50,6.45,44,5.68,103,13.29,107,13.81,97,12.52,132,17.03,89,11.48,81,10.45,44,5.68,28,3.61,40019
40,20,516,29,5.62,22,4.26,40,7.75,67,12.98,75,14.53,106,20.54,87,16.86,58,11.24,20,3.88,12,2.33,40020
40,21,857,49,5.72,42,4.9,71,8.28,114,13.3,144,16.8,183,21.35,125,14.59,81,9.45,28,3.27,20,2.33,40021
40,22,811,40,4.93,30,3.7,73,9.0,102,12.58,143,17.63,171,21.09,130,16.03,74,9.12,34,4.19,14,1.73,40022
40,23,1026,55,5.36,38,3.7,106,10.33,120,11.7,183,17.84,212,20.66,160,15.59,64,6.24,57,5.56,31,3.02,40023
40,24,521,46,8.83,34,6.53,66,12.67,66,12.67,64,12.28,80,15.36,62,11.9,58,11.13,33,6.33,12,2.3,40024
40,25,941,29,3.08,27,2.87,71,7.55,117,12.43,181,19.23,231,24.55,153,16.26,78,8.29,38,4.04,16,1.7,40025
40,26,926,36,3.89,32,3.46,75,8.1,119,12.85,160,17.28,202,21.81,154,16.63,84,9.07,43,4.64,21,2.27,40026
40,27,977,70,7.16,33,3.38,95,9.72,119,12.18,139,14.23,186,19.04,150,15.35,113,11.57,52,5.32,20,2.05,40027
40,28,873,41,4.7,28,3.21,82,9.39,72,8.25,182,20.85,195,22.34,137,15.69,67,7.67,44,5.04,25,2.86,40028
40,29,714,66,9.24,36,5.04,70,9.8,93,13.03,100,14.01,128,17.93,91,12.75,82,11.48,36,5.04,12,1.68,40029
40,30,592,23,3.89,23,3.89,58,9.8,69,11.66,92,15.54,127,21.45,97,16.39,67,11.32,23,3.89,13,2.2,40030
40,31,879,33,3.75,24,2.73,78,8.87,99,11.26,162,18.43,192,21.84,147,16.72,67,7.62,60,6.83,17,1.93,40031
40,32,860,42,4.88,24,2.79,74,8.6,120,13.95,136,15.81,201,23.37,135,15.7,76,8.84,41,4.77,11,1.28,40032
40,33,831,26,3.13,27,3.25,64,7.7,95,11.43,155,18.65,195,23.47,150,18.05,60,7.22,43,5.17,16,1.93,40033
40,34,562,50,8.9,32,5.69,58,10.32,73,12.99,81,14.41,101,17.97,68,12.1,57,10.14,30,5.34,12,2.14,40034
40,35,305,24,7.87,21,6.89,42,13.77,42,13.77,27,8.85,55,18.03,35,11.48,35,11.48,14,4.59,10,3.28,40035
40,36,660,34,5.15,26,3.94,62,9.39,79,11.97,112,16.97,126,19.09,105,15.91,69,10.45,32,4.85,15,2.27,40036
40,37,667,35,5.25,23,3.45,74,11.09,75,11.24,111,16.64,121,18.14,106,15.89,73,10.94,34,5.1,15,2.25,40037
40,38,1057,37,3.5,21,1.99,81,7.66,117,11.07,193,18.26,243,22.99,203,19.21,94,8.89,45,4.26,23,2.18,40038
40,39,159,16,10.06,6,3.77,29,18.24,19,11.95,18,11.32,24,15.09,21,13.21,15,9.43,6,3.77,5,3.14,40039
41,1,537,42,7.82,30,5.59,96,17.88,93,17.32,46,8.57,70,13.04,49,9.12,87,16.2,15,2.79,9,1.68,41001
41,2,526,36,6.84,32,6.08,81,15.4,95,18.06,59,11.22,72,13.69,41,7.79,90,17.11,13,2.47,7,1.33,41002
41,3,498,42,8.43,30,6.02,84,16.87,75,15.06,48,9.64,68,13.65,52,10.44,67,13.45,24,4.82,8,1.61,41003
41,4,618,49,7.93,38,6.15,96,15.53,91,14.72,67,10.84,93,15.05,56,9.06,107,17.31,12,1.94,9,1.46,41004
41,5,597,46,7.71,34,5.7,74,12.4,94,15.75,72,12.06,91,15.24,54,9.05,97,16.25,24,4.02,11,1.84,41005
41,6,771,69,8.95,88,11.41,96,12.45,106,13.75,88,11.41,105,13.62,70,9.08,122,15.82,16,2.08,11,1.43,41006
41,7,577,60,10.4,48,8.32,87,15.08,94,16.29,64,11.09,74,12.82,40,6.93,86,14.9,14,2.43,10,1.73,41007
41,8,576,50,8.68,35,6.08,93,16.15,96,16.67,54,9.38,74,12.85,39,6.77,105,18.23,18,3.13,12,2.08,41008
41,9,458,38,8.3,26,5.68,66,14.41,65,14.19,57,12.45,71,15.5,42,9.17,64,13.97,23,5.02,6,1.31,41009
41,10,730,41,5.62,44,6.03,136,18.63,101,13.84,96,13.15,109,14.93,69,9.45,116,15.89,14,1.92,4,0.55,41010
41,11,623,50,8.03,45,7.22,92,14.77,104,16.69,61,9.79,90,14.45,44,7.06,111,17.82,15,2.41,11,1.77,41011
41,12,463,41,8.86,33,7.13,79,17.06,58,12.53,44,9.5,70,15.12,50,10.8,58,12.53,19,4.1,11,2.38,41012
41,13,541,29,5.36,29,5.36,75,13.86,97,17.93,71,13.12,82,15.16,48,8.87,77,14.23,17,3.14,16,2.96,41013
41,14,717,51,7.11,66,9.21,82,11.44,90,12.55,100,13.95,114,15.9,83,11.58,104,14.5,17,2.37,10,1.39,41014
41,15,702,53,7.55,42,5.98,100,14.25,98,13.96,90,12.82,113,16.1,79,11.25,99,14.1,21,2.99,7,1.0,41015
41,16,491,40,8.15,39,7.94,70,14.26,92,18.74,42,8.55,55,11.2,29,5.91,90,18.33,20,4.07,14,2.85,41016
41,17,527,42,7.97,30,5.69,67,12.71,85,16.13,59,11.2,88,16.7,56,10.63,71,13.47,21,3.98,8,1.52,41017
41,18,519,45,8.67,32,6.17,90,17.34,94,18.11,39,7.51,65,12.52,39,7.51,95,18.3,13,2.5,7,1.35,41018
41,19,598,42,7.02,47,7.86,56,9.36,83,13.88,76,12.71,107,17.89,61,10.2,86,14.38,29,4.85,11,1.84,41019
41,20,399,43,10.78,28,7.02,63,15.79,57,14.29,41,10.28,51,12.78,34,8.52,63,15.79,12,3.01,7,1.75,41020
41,21,576,49,8.51,29,5.03,87,15.1,91,15.8,55,9.55,90,15.63,56,9.72,89,15.45,21,3.65,9,1.56,41021
41,22,702,64,9.12,53,7.55,95,13.53,103,14.67,76,10.83,100,14.25,56,7.98,109,15.53,24,3.42,22,3.13,41022
41,23,472,44,9.32,25,5.3,91,19.28,81,17.16,43,9.11,49,10.38,25,5.3,79,16.74,22,4.66,13,2.75,41023
41,24,469,50,10.66,24,5.12,72,15.35,72,15.35,41,8.74,67,14.29,45,9.59,70,14.93,19,4.05,9,1.92,41024
41,25,270,29,10.74,12,4.44,36,13.33,38,14.07,29,10.74,34,12.59,27,10.0,46,17.04,12,4.44,7,2.59,41025
41,26,618,50,8.09,32,5.18,93,15.05,94,15.21,73,11.81,98,15.86,63,10.19,90,14.56,21,3.4,4,0.65,41026
41,27,308,28,9.09,19,6.17,54,17.53,51,16.56,27,8.77,36,11.69,29,9.42,48,15.58,9,2.92,7,2.27,41027
41,28,364,33,9.07,22,6.04,51,14.01,55,15.11,38,10.44,49,13.46,35,9.62,51,14.01,19,5.22,11,3.02,41028
41,29,251,26,10.36,20,7.97,42,16.73,33,13.15,22,8.76,39,15.54,23,9.16,32,12.75,8,3.19,6,2.39,41029
41,30,482,39,8.09,41,8.51,81,16.8,87,18.05,38,7.88,63,13.07,36,7.47,69,14.32,19,3.94,9,1.87,41030
41,31,613,52,8.48,35,5.71,68,11.09,91,14.85,68,11.09,104,16.97,56,9.14,109,17.78,19,3.1,11,1.79,41031
41,32,490,32,6.53,23,4.69,61,12.45,79,16.12,63,12.86,73,14.9,54,11.02,74,15.1,23,4.69,8,1.63,41032
41,33,472,36,7.63,22,4.66,65,13.77,84,17.8,53,11.23,69,14.62,44,9.32,78,16.53,12,2.54,9,1.91,41033
41,34,520,39,7.5,22,4.23,85,16.35,92,17.69,63,12.12,81,15.58,52,10.0,60,11.54,20,3.85,6,1.15,41034
41,35,693,54,7.79,43,6.2,97,14.0,108,15.58,77,11.11,115,16.59,61,8.8,108,15.58,21,3.03,9,1.3,41035
41,36,534,36,6.74,20,3.75,64,11.99,67,12.55,82,15.36,88,16.48,75,14.04,66,12.36,26,4.87,10,1.87,41036
41,37,663,60,9.05,46,6.94,94,14.18,114,17.19,80,12.07,85,12.82,45,6.79,112,16.89,17,2.56,10,1.51,41037
41,38,511,50,9.78,29,5.68,84,16.44,80,15.66,44,8.61,74,14.48,54,10.57,73,14.29,14,2.74,9,1.76,41038
41,39,675,44,6.52,51,7.56,95,14.07,115,17.04,75,11.11,89,13.19,51,7.56,118,17.48,26,3.85,11,1.63,41039
41,40,532,45,8.46,26,4.89,84,15.79,91,17.11,58,10.9,71,13.35,35,6.58,95,17.86,18,3.38,9,1.69,41040
41,41,481,43,8.94,32,6.65,91,18.92,102,21.21,41,8.52,46,9.56,33,6.86,67,13.93,17,3.53,9,1.87,41041
41,42,509,39,7.66,30,5.89,77,15.13,93,18.27,58,11.39,63,12.38,34,6.68,88,17.29,17,3.34,10,1.96,41042
41,43,531,43,8.1,25,4.71,85,16.01,77,14.5,63,11.86,75,14.12,58,10.92,74,13.94,19,3.58,12,2.26,41043
41,44,556,35,6.29,35,6.29,121,21.76,94,16.91,55,9.89,69,12.41,46,8.27,80,14.39,12,2.16,9,1.62,41044
41,45,541,44,8.13,41,7.58,93,17.19,62,11.46,64,11.83,74,13.68,63,11.65,70,12.94,20,3.7,10,1.85,41045
41,46,692,49,7.08,32,4.62,86,12.43,102,14.74,81,11.71,112,16.18,72,10.4,117,16.91,28,4.05,13,1.88,41046
41,47,624,46,7.37,43,6.89,88,14.1,102,16.35,65,10.42,94,15.06,61,9.78,92,14.74,25,4.01,8,1.28,41047
42,1,530,29,5.47,27,5.09,38,7.17,44,8.3,103,19.43,121,22.83,69,13.02,72,13.58,22,4.15,5,0.94,42001
42,2,493,25,5.07,20,4.06,42,8.52,52,10.55,75,15.21,106,21.5,73,14.81,56,11.36,32,6.49,12,2.43,42002
42,3,593,25,4.22,19,3.2,49,8.26,49,8.26,105,17.71,135,22.77,94,15.85,60,10.12,44,7.42,13,2.19,42003
42,4,1051,54,5.14,49,4.66,81,7.71,124,11.8,196,18.65,222,21.12,111,10.56,150,14.27,46,4.38,18,1.71,42004
42,5,486,23,4.73,16,3.29,31,6.38,48,9.88,102,20.99,118,24.28,56,11.52,67,13.79,14,2.88,11,2.26,42005
42,6,644,43,6.68,30,4.66,52,8.07,65,10.09,119,18.48,141,21.89,75,11.65,84,13.04,23,3.57,12,1.86,42006
42,7,658,33,5.02,19,2.89,41,6.23,65,9.88,133,20.21,159,24.16,92,13.98,84,12.77,24,3.65,8,1.22,42007
42,8,616,35,5.68,31,5.03,38,6.17,64,10.39,108,17.53,136,22.08,93,15.1,79,12.82,21,3.41,11,1.79,42008
42,9,731,37,5.06,30,4.1,60,8.21,83,11.35,115,15.73,145,19.84,112,15.32,87,11.9,39,5.34,23,3.15,42009
42,10,892,44,4.93,46,5.16,74,8.3,85,9.53,154,17.26,187,20.96,124,13.9,111,12.44,50,5.61,17,1.91,42010
42,11,266,17,6.39,7,2.63,23,8.65,17,6.39,50,18.8,61,22.93,44,16.54,28,10.53,13,4.89,6,2.26,42011
42,12,564,24,4.26,15,2.66,42,7.45,43,7.62,119,21.1,143,25.35,92,16.31,65,11.52,17,3.01,4,0.71,42012
42,13,727,34,4.68,39,5.36,60,8.25,65,8.94,144,19.81,165,22.7,84,11.55,103,14.17,19,2.61,14,1.93,42013
42,14,552,34,6.16,23,4.17,53,9.6,60,10.87,95,17.21,118,21.38,66,11.96,73,13.22,22,3.99,8,1.45,42014
42,15,539,24,4.45,28,5.19,44,8.16,68,12.62,92,17.07,121,22.45,57,10.58,76,14.1,21,3.9,8,1.48,42015
42,16,539,36,6.68,28,5.19,55,10.2,61,11.32,96,17.81,113,20.96,67,12.43,49,9.09,25,4.64,9,1.67,42016
42,17,529,38,7.18,23,4.35,30,5.67,56,10.59,107,20.23,121,22.87,71,13.42,59,11.15,16,3.02,8,1.51,42017
42,18,497,24,4.83,24,4.83,38,7.65,64,12.88,81,16.3,110,22.13,75,15.09,48,9.66,21,4.23,12,2.41,42018
42,19,711,31,4.36,24,3.38,38,5.34,43,6.05,171,24.05,185,26.02,111,15.61,75,10.55,22,3.09,11,1.55,42019
42,20,481,28,5.82,19,3.95,32,6.65,63,13.1,78,16.22,103,21.41,50,10.4,73,15.18,24,4.99,11,2.29,42020
42,21,464,16,3.45,18,3.88,35,7.54,39,8.41,92,19.83,117,25.22,74,15.95,48,10.34,18,3.88,7,1.51,42021
42,22,189,13,6.88,7,3.7,12,6.35,17,8.99,48,25.4,40,21.16,23,12.17,19,10.05,6,3.17,4,2.12,42022
42,23,568,24,4.23,32,5.63,50,8.8,54,9.51,104,18.31,126,22.18,75,13.2,70,12.32,23,4.05,10,1.76,42023
42,24,423,26,6.15,19,4.49,44,10.4,38,8.98,76,17.97,95,22.46,59,13.95,49,11.58,12,2.84,5,1.18,42024
42,25,541,29,5.36,17,3.14,50,9.24,64,11.83,96,17.74,126,23.29,69,12.75,65,12.01,18,3.33,7,1.29,42025
42,26,671,36,5.37,30,4.47,46,6.86,63,9.39,130,19.37,159,23.7,70,10.43,90,13.41,28,4.17,19,2.83,42026
42,27,522,29,5.56,24,4.6,44,8.43,55,10.54,83,15.9,112,21.46,54,10.34,78,14.94,31,5.94,12,2.3,42027
42,28,575,34,5.91,28,4.87,34,5.91,51,8.87,112,19.48,129,22.43,76,13.22,71,12.35,24,4.17,16,2.78,42028
42,29,501,25,4.99,26,5.19,35,6.99,39,7.78,94,18.76,119,23.75,58,11.58,66,13.17,28,5.59,11,2.2,42029
42,30,475,15,3.16,16,3.37,33,6.95,39,8.21,104,21.89,115,24.21,74,15.58,54,11.37,17,3.58,8,1.68,42030
42,31,636,43,6.76,21,3.3,45,7.08,77,12.11,111,17.45,147,23.11,83,13.05,80,12.58,20,3.14,9,1.42,42031
42,32,466,34,7.3,27,5.79,34,7.3,63,13.52,69,14.81,96,20.6,42,9.01,65,13.95,23,4.94,13,2.79,42032
42,33,739,34,4.6,28,3.79,50,6.77,94,12.72,130,17.59,159,21.52,94,12.72,98,13.26,34,4.6,18,2.44,42033
42,34,454,29,6.39,24,5.29,35,7.71,47,10.35,74,16.3,101,22.25,58,12.78,63,13.88,20,4.41,3,0.66,42034
42,35,715,36,5.03,37,5.17,43,6.01,85,11.89,127,17.76,152,21.26,90,12.59,91,12.73,33,4.62,21,2.94,42035
42,36,644,37,5.75,26,4.04,41,6.37,87,13.51,104,16.15,142,22.05,85,13.2,79,12.27,32,4.97,11,1.71,42036
42,37,357,23,6.44,23,6.44,30,8.4,32,8.96,65,18.21,75,21.01,46,12.89,45,12.61,13,3.64,5,1.4,42037
42,38,460,28,6.09,22,4.78,35,7.61,50,10.87,88,19.13,107,23.26,52,11.3,59,12.83,17,3.7,2,0.43,42038
42,39,625,41,6.56,23,3.68,52,8.32,75,12.0,104,16.64,144,23.04,69,11.04,83,13.28,26,4.16,8,1.28,42039
42,40,633,41,6.48,18,2.84,49,7.74,64,10.11,116,18.33,138,21.8,84,13.27,82,12.95,28,4.42,13,2.05,42040
42,41,585,30,5.13,30,5.13,40,6.84,67,11.45,98,16.75,128,21.88,70,11.97,74,12.65,32,5.47,16,2.74,42041
42,42,1095,57,5.21,43,3.93,80,7.31,105,9.59,214,19.54,242,22.1,169,15.43,119,10.87,51,4.66,15,1.37,42042
43,1,288,17,5.9,10,3.47,13,4.51,29,10.07,54,18.75,73,25.35,51,17.71,30,10.42,7,2.43,4,1.39,43001
43,2,661,28,4.24,25,3.78,42,6.35,79,11.95,139,21.03,157,23.75,113,17.1,53,8.02,20,3.03,5,0.76,43002
43,3,645,25,3.88,35,5.43,47,7.29,52,8.06,133,20.62,164,25.43,125,19.38,38,5.89,22,3.41,4,0.62,43003
43,4,554,30,5.42,17,3.07,50,9.03,76,13.72,104,18.77,117,21.12,82,14.8,48,8.66,23,4.15,7,1.26,43004
43,5,586,28,4.78,26,4.44,37,6.31,42,7.17,133,22.7,139,23.72,114,19.45,38,6.48,19,3.24,10,1.71,43005
43,6,457,21,4.6,17,3.72,26,5.69,60,13.13,88,19.26,112,24.51,74,16.19,39,8.53,16,3.5,4,0.88,43006
43,7,489,29,5.93,23,4.7,36,7.36,35,7.16,99,20.25,117,23.93,86,17.59,41,8.38,14,2.86,9,1.84,43007
43,8,441,24,5.44,19,4.31,34,7.71,46,10.43,86,19.5,102,23.13,68,15.42,42,9.52,11,2.49,9,2.04,43008
43,9,668,42,6.29,35,5.24,58,8.68,84,12.57,109,16.32,138,20.66,92,13.77,76,11.38,21,3.14,13,1.95,43009
43,10,818,36,4.4,33,4.03,55,6.72,75,9.17,164,20.05,206,25.18,163,19.93,48,5.87,23,2.81,15,1.83,43010
43,11,460,18,3.91,17,3.7,27,5.87,54,11.74,94,20.43,117,25.43,76,16.52,37,8.04,16,3.48,4,0.87,43011
43,12,356,20,5.62,19,5.34,25,7.02,42,11.8,59,16.57,79,22.19,55,15.45,36,10.11,17,4.78,4,1.12,43012
43,13,563,33,5.86,19,3.37,42,7.46,71,12.61,102,18.12,127,22.56,83,14.74,56,9.95,18,3.2,12,2.13,43013
43,14,772,29,3.76,35,4.53,43,5.57,79,10.23,159,20.6,183,23.7,143,18.52,64,8.29,22,2.85,15,1.94,43014
43,15,600,28,4.67,34,5.67,50,8.33,84,14.0,90,15.0,124,20.67,83,13.83,71,11.83,29,4.83,7,1.17,43015
43,16,697,47,6.74,42,6.03,64,9.18,97,13.92,111,15.93,124,17.79,100,14.35,66,9.47,40,5.74,6,0.86,43016
43,17,475,29,6.11,15,3.16,23,4.84,49,10.32,96,20.21,118,24.84,82,17.26,36,7.58,22,4.63,5,1.05,43017
43,18,671,33,4.92,29,4.32,43,6.41,72,10.73,124,18.48,157,23.4,115,17.14,51,7.6,30,4.47,17,2.53,43018
43,19,704,24,3.41,20,2.84,36,5.11,74,10.51,141,20.03,169,24.01,142,20.17,60,8.52,30,4.26,8,1.14,43019
43,20,704,27,3.84,30,4.26,57,8.1,75,10.65,134,19.03,157,22.3,123,17.47,60,8.52,27,3.84,14,1.99,43020
43,21,677,36,5.32,39,5.76,37,5.47,75,11.08,129,19.05,162,23.93,119,17.58,44,6.5,25,3.69,11,1.62,43021
43,22,422,22,5.21,21,4.98,27,6.4,50,11.85,82,19.43,88,20.85,80,18.96,32,7.58,14,3.32,6,1.42,43022
43,23,435,21,4.83,15,3.45,36,8.28,47,10.8,78,17.93,102,23.45,75,17.24,33,7.59,19,4.37,9,2.07,43023
43,24,413,39,9.44,27,6.54,42,10.17,49,11.86,52,12.59,83,20.1,45,10.9,55,13.32,16,3.87,5,1.21,43024
43,25,577,28,4.85,32,5.55,25,4.33,73,12.65,115,19.93,137,23.74,94,16.29,58,10.05,13,2.25,2,0.35,43025
43,26,525,21,4.0,20,3.81,23,4.38,54,10.29,110,20.95,127,24.19,97,18.48,44,8.38,19,3.62,10,1.9,43026
43,27,650,37,5.69,28,4.31,45,6.92,73,11.23,126,19.38,144,22.15,110,16.92,52,8.0,25,3.85,10,1.54,43027
43,28,552,37,6.7,20,3.62,40,7.25,83,15.04,100,18.12,113,20.47,83,15.04,42,7.61,21,3.8,13,2.36,43028
43,29,778,40,5.14,31,3.98,58,7.46,85,10.93,148,19.02,172,22.11,127,16.32,65,8.35,34,4.37,18,2.31,43029
43,30,744,35,4.7,37,4.97,45,6.05,94,12.63,130,17.47,173,23.25,133,17.88,59,7.93,24,3.23,14,1.88,43030
43,31,612,53,8.66,32,5.23,60,9.8,75,12.25,97,15.85,113,18.46,79,12.91,67,10.95,24,3.92,12,1.96,43031
43,32,710,25,3.52,20,2.82,43,6.06,67,9.44,135,19.01,187,26.34,138,19.44,49,6.9,34,4.79,12,1.69,43032
43,33,672,22,3.27,36,5.36,46,6.85,68,10.12,133,19.79,158,23.51,111,16.52,63,9.38,27,4.02,8,1.19,43033
43,34,416,23,5.53,18,4.33,25,6.01,28,6.73,86,20.67,101,24.28,77,18.51,36,8.65,14,3.37,8,1.92,43034
43,35,608,20,3.29,27,4.44,32,5.26,51,8.39,132,21.71,148,24.34,120,19.74,50,8.22,21,3.45,7,1.15,43035
43,36,364,23,6.32,19,5.22,34,9.34,49,13.46,50,13.74,75,20.6,57,15.66,34,9.34,15,4.12,8,2.2,43036
43,37,593,33,5.56,30,5.06,42,7.08,87,14.67,85,14.33,123,20.74,93,15.68,57,9.61,31,5.23,12,2.02,43037
43,38,511,26,5.09,28,5.48,27,5.28,48,9.39,113,22.11,127,24.85,94,18.4,36,7.05,6,1.17,6,1.17,43038
43,39,435,24,5.52,26,5.98,36,8.28,51,11.72,62,14.25,96,22.07,63,14.48,55,12.64,16,3.68,6,1.38,43039
43,40,491,27,5.5,18,3.67,36,7.33,69,14.05,81,16.5,105,21.38,82,16.7,41,8.35,24,4.89,8,1.63,43040
43,41,869,40,4.6,34,3.91,55,6.33,81,9.32,176,20.25,201,23.13,172,19.79,63,7.25,34,3.91,13,1.5,43041
43,42,589,20,3.4,28,4.75,42,7.13,75,12.73,95,16.13,138,23.43,103,17.49,51,8.66,27,4.58,10,1.7,43042
43,43,672,29,4.32,32,4.76,49,7.29,70,10.42,134,19.94,170,25.3,102,15.18,66,9.82,17,2.53,3,0.45,43043
43,44,580,32,5.52,25,4.31,42,7.24,56,9.66,121,20.86,131,22.59,97,16.72,42,7.24,28,4.83,6,1.03,43044
43,45,438,19,4.34,22,5.02,33,7.53,39,8.9,88,20.09,111,25.34,79,18.04,31,7.08,10,2.28,6,1.37,43045
43,46,322,13,4.04,11,3.42,16,4.97,37,11.49,58,18.01,80,24.84,58,18.01,32,9.94,11,3.42,6,1.86,43046
44,1,903,40,4.43,34,3.77,61,6.76,104,11.52,162,17.94,205,22.7,172,19.05,76,8.42,35,3.88,14,1.55,44001
44,2,608,36,5.92,18,2.96,35,5.76,79,12.99,113,18.59,141,23.19,99,16.28,58,9.54,23,3.78,6,0.99,44002
44,3,542,24,4.43,19,3.51,40,7.38,53,9.78,115,21.22,129,23.8,90,16.61,50,9.23,15,2.77,7,1.29,44003
44,4,472,29,6.14,25,5.3,34,7.2,51,10.81,79,16.74,105,22.25,67,14.19,49,10.38,27,5.72,6,1.27,44004
44,5,576,32,5.56,26,4.51,50,8.68,59,10.24,105,18.23,133,23.09,89,15.45,50,8.68,19,3.3,13,2.26,44005
44,6,909,41,4.51,34,3.74,78,8.58,106,11.66,160,17.6,204,22.44,147,16.17,71,7.81,48,5.28,20,2.2,44006
44,7,552,33,5.98,34,6.16,39,7.07,58,10.51,97,17.57,130,23.55,92,16.67,50,9.06,14,2.54,5,0.91,44007
44,8,690,39,5.65,26,3.77,63,9.13,74,10.72,120,17.39,151,21.88,112,16.23,64,9.28,26,3.77,15,2.17,44008
44,9,586,30,5.12,31,5.29,54,9.22,93,15.87,87,14.85,118,20.14,86,14.68,56,9.56,24,4.1,7,1.19,44009
44,10,621,25,4.03,39,6.28,56,9.02,78,12.56,116,18.68,120,19.32,93,14.98,45,7.25,31,4.99,18,2.9,44010
44,11,750,42,5.6,42,5.6,63,8.4,106,14.13,128,17.07,154,20.53,104,13.87,69,9.2,34,4.53,8,1.07,44011
44,12,800,45,5.63,33,4.13,65,8.13,94,11.75,142,17.75,172,21.5,127,15.88,68,8.5,43,5.38,11,1.38,44012
44,13,575,23,4.0,33,5.74,42,7.3,83,14.43,101,17.57,132,22.96,85,14.78,51,8.87,21,3.65,4,0.7,44013
44,14,432,11,2.55,23,5.32,36,8.33,54,12.5,64,14.81,99,22.92,80,18.52,32,7.41,28,6.48,5,1.16,44014
44,15,691,33,4.78,30,4.34,48,6.95,75,10.85,124,17.95,166,24.02,116,16.79,53,7.67,33,4.78,13,1.88,44015
44,16,800,48,6.0,31,3.88,59,7.38,104,13.0,128,16.0,178,22.25,121,15.13,78,9.75,38,4.75,15,1.88,44016
44,17,922,35,3.8,40,4.34,75,8.13,106,11.5,172,18.66,216,23.43,153,16.59,69,7.48,37,4.01,19,2.06,44017
44,18,673,36,5.35,28,4.16,44,6.54,85,12.63,118,17.53,151,22.44,110,16.34,58,8.62,32,4.75,11,1.63,44018
44,19,928,50,5.39,43,4.63,82,8.84,119,12.82,140,15.09,197,21.23,148,15.95,87,9.38,40,4.31,22,2.37,44019
44,20,703,29,4.13,29,4.13,59,8.39,68,9.67,128,18.21,164,23.33,116,16.5,53,7.54,42,5.97,15,2.13,44020
44,21,769,29,3.77,28,3.64,65,8.45,99,12.87,130,16.91,178,23.15,125,16.25,78,10.14,26,3.38,11,1.43,44021
44,22,809,51,6.3,38,4.7,61,7.54,113,13.97,133,16.44,180,22.25,122,15.08,75,9.27,22,2.72,14,1.73,44022
44,23,708,34,4.8,19,2.68,58,8.19,98,13.84,119,16.81,157,22.18,128,18.08,57,8.05,28,3.95,10,1.41,44023
44,24,515,25,4.85,16,3.11,32,6.21,56,10.87,101,19.61,129,25.05,85,16.5,50,9.71,17,3.3,4,0.78,44024
44,25,701,39,5.56,33,4.71,50,7.13,98,13.98,112,15.98,149,21.26,107,15.26,70,9.99,31,4.42,12,1.71,44025
44,26,903,47,5.2,46,5.09,71,7.86,117,12.96,138,15.28,198,21.93,138,15.28,89,9.86,41,4.54,18,1.99,44026
44,27,884,42,4.75,39,4.41,62,7.01,98,11.09,161,18.21,209,23.64,148,16.74,73,8.26,38,4.3,14,1.58,44027
44,28,641,32,4.99,29,4.52,53,8.27,82,12.79,101,15.76,144,22.46,101,15.76,49,7.64,36,5.62,14,2.18,44028
44,29,698,29,4.15,27,3.87,60,8.6,86,12.32,129,18.48,145,20.77,124,17.77,55,7.88,34,4.87,9,1.29,44029
44,30,794,48,6.05,41,5.16,72,9.07,96,12.09,143,18.01,159,20.03,115,14.48,63,7.93,41,5.16,16,2.02,44030
44,31,529,27,5.1,34,6.43,39,7.37,63,11.91,84,15.88,116,21.93,83,15.69,49,9.26,26,4.91,8,1.51,44031
44,32,749,31,4.14,34,4.54,52,6.94,97,12.95,125,16.69,176,23.5,121,16.15,60,8.01,44,5.87,9,1.2,44032
44,33,688,31,4.51,29,4.22,50,7.27,86,12.5,114,16.57,155,22.53,122,17.73,56,8.14,34,4.94,11,1.6,44033
44,34,757,58,7.66,42,5.55,72,9.51,94,12.42,127,16.78,151,19.95,101,13.34,69,9.11,30,3.96,13,1.72,44034
