ward,precinct,total,Lorraine Mary Murphy,Lorraine Mary Murphy Percent,James Patrick Crawley,James Patrick Crawley Percent,Araceli Reyes De La Cruz,Araceli Reyes De La Cruz Percent,precinct_id
38,12,159,86,54.09,34,21.38,39,24.53,38012
38,13,196,82,41.84,33,16.84,81,41.33,38013
38,14,191,96,50.26,23,12.04,72,37.7,38014
38,15,172,45,26.16,42,24.42,85,49.42,38015
38,16,172,79,45.93,34,19.77,59,34.3,38016
38,17,192,81,42.19,40,20.83,71,36.98,38017
38,18,192,83,43.23,40,20.83,69,35.94,38018
38,19,210,94,44.76,52,24.76,64,30.48,38019
38,20,156,75,48.08,41,26.28,40,25.64,38020
38,21,172,69,40.12,38,22.09,65,37.79,38021
38,22,196,74,37.76,38,19.39,84,42.86,38022
38,23,216,98,45.37,47,21.76,71,32.87,38023
38,24,192,88,45.83,38,19.79,66,34.38,38024
38,25,162,75,46.3,28,17.28,59,36.42,38025
38,26,155,59,38.06,34,21.94,62,40.0,38026
38,27,159,61,38.36,42,26.42,56,35.22,38027
38,28,197,81,41.12,48,24.37,68,34.52,38028
38,29,186,66,35.48,41,22.04,79,42.47,38029
38,30,148,62,41.89,28,18.92,58,39.19,38030
38,31,232,88,37.93,54,23.28,90,38.79,38031
38,32,174,77,44.25,44,25.29,53,30.46,38032
38,33,157,47,29.94,24,15.29,86,54.78,38033
38,34,184,59,32.07,37,20.11,88,47.83,38034
38,35,206,70,33.98,33,16.02,103,50.0,38035
38,36,163,64,39.26,27,16.56,72,44.17,38036
38,37,178,60,33.71,39,21.91,79,44.38,38037
38,38,159,73,45.91,20,12.58,66,41.51,38038
38,39,251,107,42.63,45,17.93,99,39.44,38039
38,40,205,81,39.51,50,24.39,74,36.1,38040
38,41,217,94,43.32,44,20.28,79,36.41,38041
39,1,220,127,57.73,29,13.18,64,29.09,39001
39,2,152,66,43.42,45,29.61,41,26.97,39002
39,3,272,134,49.26,51,18.75,87,31.99,39003
39,4,211,132,62.56,30,14.22,49,23.22,39004
39,5,217,82,37.79,47,21.66,88,40.55,39005
39,6,210,72,34.29,44,20.95,94,44.76,39006
39,7,182,79,43.41,33,18.13,70,38.46,39007
39,8,199,82,41.21,32,16.08,85,42.71,39008
39,9,162,81,50.0,26,16.05,55,33.95,39009
39,10,130,45,34.62,14,10.77,71,54.62,39010
39,11,186,78,41.94,35,18.82,73,39.25,39011
39,12,280,80,28.57,31,11.07,169,60.36,39012
39,13,150,62,41.33,33,22.0,55,36.67,39013
39,14,202,82,40.59,29,14.36,91,45.05,39014
39,15,224,162,72.32,25,11.16,37,16.52,39015
39,16,134,55,41.04,30,22.39,49,36.57,39016
39,17,227,84,37.0,46,20.26,97,42.73,39017
39,18,211,94,44.55,33,15.64,84,39.81,39018
39,19,221,103,46.61,36,16.29,82,37.1,39019
39,20,247,144,58.3,48,19.43,55,22.27,39020
39,21,176,89,50.57,48,27.27,39,22.16,39021
39,22,141,65,46.1,16,11.35,60,42.55,39022
39,23,232,122,52.59,50,21.55,60,25.86,39023
39,24,229,119,51.97,47,20.52,63,27.51,39024
39,25,152,62,40.79,32,21.05,58,38.16,39025
39,26,161,91,56.52,26,16.15,44,27.33,39026
39,27,40,17,42.5,10,25.0,13,32.5,39027
39,28,315,120,38.1,56,17.78,139,44.13,39028
39,29,136,48,35.29,23,16.91,65,47.79,39029
39,30,245,99,40.41,35,14.29,111,45.31,39030
39,31,207,68,32.85,41,19.81,98,47.34,39031
39,32,155,58,37.42,33,21.29,64,41.29,39032
39,33,197,86,43.65,31,15.74,80,40.61,39033
39,34,238,86,36.13,47,19.75,105,44.12,39034
39,35,211,87,41.23,32,15.17,92,43.6,39035
39,36,58,31,53.45,13,22.41,14,24.14,39036
39,37,203,130,64.04,34,16.75,39,19.21,39037
39,38,136,67,49.26,22,16.18,47,34.56,39038
39,39,172,89,51.74,21,12.21,62,36.05,39039
39,40,208,120,57.69,31,14.9,57,27.4,39040
39,41,240,133,55.42,50,20.83,57,23.75,39041
39,42,260,183,70.38,36,13.85,41,15.77,39042
39,43,192,92,47.92,43,22.4,57,29.69,39043
39,44,168,93,55.36,28,16.67,47,27.98,39044
39,45,211,125,59.24,30,14.22,56,26.54,39045
40,1,196,84,42.86,41,20.92,71,36.22,40001
40,2,202,92,45.54,39,19.31,71,35.15,40002
40,3,316,143,45.25,54,17.09,119,37.66,40003
40,4,105,43,40.95,26,24.76,36,34.29,40004
40,5,268,137,51.12,45,16.79,86,32.09,40005
40,6,357,184,51.54,45,12.61,128,35.85,40006
40,7,269,121,44.98,54,20.07,94,34.94,40007
40,8,361,164,45.43,63,17.45,134,37.12,40008
40,9,175,64,36.57,46,26.29,65,37.14,40009
40,10,217,82,37.79,36,16.59,99,45.62,40010
40,11,295,121,41.02,59,20.0,115,38.98,40011
40,12,226,112,49.56,44,19.47,70,30.97,40012
40,13,464,166,35.78,102,21.98,196,42.24,40013
40,14,173,72,41.62,38,21.97,63,36.42,40014
40,15,204,87,42.65,45,22.06,72,35.29,40015
40,16,398,197,49.5,72,18.09,129,32.41,40016
40,17,224,100,44.64,34,15.18,90,40.18,40017
40,18,174,75,43.1,32,18.39,67,38.51,40018
40,19,277,96,34.66,58,20.94,123,44.4,40019
40,20,191,84,43.98,38,19.9,69,36.13,40020
40,21,320,124,38.75,58,18.13,138,43.13,40021
40,22,292,129,44.18,60,20.55,103,35.27,40022
40,23,376,162,43.09,66,17.55,148,39.36,40023
40,24,180,75,41.67,29,16.11,76,42.22,40024
40,25,346,157,45.38,59,17.05,130,37.57,40025
40,26,321,150,46.73,51,15.89,120,37.38,40026
40,27,349,139,39.83,70,20.06,140,40.11,40027
40,28,308,101,32.79,69,22.4,138,44.81,40028
40,29,253,117,46.25,42,16.6,94,37.15,40029
40,30,209,101,48.33,31,14.83,77,36.84,40030
40,31,320,149,46.56,52,16.25,119,37.19,40031
40,32,319,151,47.34,51,15.99,117,36.68,40032
40,33,298,136,45.64,60,20.13,102,34.23,40033
40,34,210,90,42.86,51,24.29,69,32.86,40034
40,35,107,40,37.38,18,16.82,49,45.79,40035
40,36,247,101,40.89,52,21.05,94,38.06,40036
40,37,256,91,35.55,54,21.09,111,43.36,40037
40,38,373,175,46.92,69,18.5,129,34.58,40038
40,39,64,22,34.38,8,12.5,34,53.13,40039
41,1,197,112,56.85,36,18.27,49,24.87,41001
41,2,176,101,57.39,43,24.43,32,18.18,41002
41,3,196,106,54.08,39,19.9,51,26.02,41003
41,4,223,137,61.43,44,19.73,42,18.83,41004
41,5,227,111,48.9,51,22.47,65,28.63,41005
41,6,291,174,59.79,66,22.68,51,17.53,41006
41,7,199,113,56.78,46,23.12,40,20.1,41007
41,8,209,101,48.33,57,27.27,51,24.4,41008
41,9,165,79,47.88,34,20.61,52,31.52,41009
41,10,243,147,60.49,59,24.28,37,15.23,41010
41,11,224,107,47.77,67,29.91,50,22.32,41011
41,12,173,77,44.51,41,23.7,55,31.79,41012
41,13,198,96,48.48,50,25.25,52,26.26,41013
41,14,264,155,58.71,45,17.05,64,24.24,41014
41,15,247,160,64.78,43,17.41,44,17.81,41015
41,16,184,100,54.35,43,23.37,41,22.28,41016
41,17,190,88,46.32,41,21.58,61,32.11,41017
41,18,183,110,60.11,38,20.77,35,19.13,41018
41,19,225,126,56.0,46,20.44,53,23.56,41019
41,20,136,91,66.91,21,15.44,24,17.65,41020
41,21,207,101,48.79,43,20.77,63,30.43,41021
41,22,247,138,55.87,54,21.86,55,22.27,41022
41,23,174,87,50.0,43,24.71,44,25.29,41023
41,24,162,78,48.15,42,25.93,42,25.93,41024
41,25,108,41,37.96,25,23.15,42,38.89,41025
41,26,207,110,53.14,46,22.22,51,24.64,41026
41,27,114,46,40.35,21,18.42,47,41.23,41027
41,28,142,49,34.51,41,28.87,52,36.62,41028
41,29,96,42,43.75,24,25.0,30,31.25,41029
41,30,175,86,49.14,31,17.71,58,33.14,41030
41,31,211,115,54.5,49,23.22,47,22.27,41031
41,32,177,101,57.06,28,15.82,48,27.12,41032
41,33,177,95,53.67,40,22.6,42,23.73,41033
41,34,186,98,52.69,29,15.59,59,31.72,41034
41,35,241,136,56.43,55,22.82,50,20.75,41035
41,36,187,82,43.85,47,25.13,58,31.02,41036
41,37,241,139,57.68,46,19.09,56,23.24,41037
41,38,180,95,52.78,34,18.89,51,28.33,41038
41,39,251,138,54.98,60,23.9,53,21.12,41039
41,40,199,122,61.31,41,20.6,36,18.09,41040
41,41,172,92,53.49,39,22.67,41,23.84,41041
41,42,185,114,61.62,48,25.95,23,12.43,41042
41,43,187,99,52.94,37,19.79,51,27.27,41043
41,44,200,117,58.5,50,25.0,33,16.5,41044
41,45,207,93,44.93,33,15.94,81,39.13,41045
41,46,244,137,56.15,50,20.49,57,23.36,41046
41,47,228,126,55.26,49,21.49,53,23.25,41047
42,1,189,111,58.73,27,14.29,51,26.98,42001
42,2,191,102,53.4,29,15.18,60,31.41,42002
42,3,212,110,51.89,38,17.92,64,30.19,42003
42,4,397,228,57.43,61,15.37,108,27.2,42004
42,5,169,115,68.05,21,12.43,33,19.53,42005
42,6,245,143,58.37,41,16.73,61,24.9,42006
42,7,239,154,64.44,33,13.81,52,21.76,42007
42,8,213,121,56.81,30,14.08,62,29.11,42008
42,9,275,123,44.73,53,19.27,99,36.0,42009
42,10,316,155,49.05,67,21.2,94,29.75,42010
42,11,80,38,47.5,15,18.75,27,33.75,42011
42,12,196,111,56.63,32,16.33,53,27.04,42012
42,13,260,163,62.69,47,18.08,50,19.23,42013
42,14,203,115,56.65,39,19.21,49,24.14,42014
42,15,210,124,59.05,29,13.81,57,27.14,42015
42,16,210,106,50.48,46,21.9,58,27.62,42016
42,17,185,110,59.46,31,16.76,44,23.78,42017
42,18,173,76,43.93,38,21.97,59,34.1,42018
42,19,251,152,60.56,55,21.91,44,17.53,42019
42,20,174,113,64.94,26,14.94,35,20.11,42020
42,21,164,96,58.54,31,18.9,37,22.56,42021
42,22,73,42,57.53,17,23.29,14,19.18,42022
42,23,200,120,60.0,34,17.0,46,23.0,42023
42,24,144,80,55.56,22,15.28,42,29.17,42024
42,25,224,115,51.34,50,22.32,59,26.34,42025
42,26,239,138,57.74,39,16.32,62,25.94,42026
42,27,189,97,51.32,37,19.58,55,29.1,42027
42,28,205,115,56.1,26,12.68,64,31.22,42028
42,29,171,95,55.56,23,13.45,53,30.99,42029
42,30,167,100,59.88,32,19.16,35,20.96,42030
42,31,220,119,54.09,41,18.64,60,27.27,42031
42,32,183,101,55.19,31,16.94,51,27.87,42032
42,33,266,149,56.02,54,20.3,63,23.68,42033
42,34,171,81,47.37,36,21.05,54,31.58,42034
42,35,251,140,55.78,39,15.54,72,28.69,42035
42,36,230,128,55.65,42,18.26,60,26.09,42036
42,37,142,65,45.77,39,27.46,38,26.76,42037
42,38,177,99,55.93,20,11.3,58,32.77,42038
42,39,235,133,56.6,41,17.45,61,25.96,42039
42,40,222,114,51.35,33,14.86,75,33.78,42040
42,41,193,103,53.37,29,15.03,61,31.61,42041
42,42,388,216,55.67,67,17.27,105,27.06,42042
43,1,112,49,43.75,20,17.86,43,38.39,43001
43,2,230,130,56.52,47,20.43,53,23.04,43002
43,3,236,129,54.66,42,17.8,65,27.54,43003
43,4,217,115,53.0,43,19.82,59,27.19,43004
43,5,205,108,52.68,44,21.46,53,25.85,43005
43,6,170,82,48.24,40,23.53,48,28.24,43006
43,7,163,101,61.96,30,18.4,32,19.63,43007
43,8,164,99,60.37,23,14.02,42,25.61,43008
43,9,247,134,54.25,44,17.81,69,27.94,43009
43,10,288,153,53.13,65,22.57,70,24.31,43010
43,11,164,101,61.59,26,15.85,37,22.56,43011
43,12,128,69,53.91,24,18.75,35,27.34,43012
43,13,197,108,54.82,29,14.72,60,30.46,43013
43,14,263,161,61.22,39,14.83,63,23.95,43014
43,15,231,119,51.52,48,20.78,64,27.71,43015
43,16,243,131,53.91,36,14.81,76,31.28,43016
43,17,173,96,55.49,22,12.72,55,31.79,43017
43,18,239,140,58.58,34,14.23,65,27.2,43018
43,19,237,153,64.56,34,14.35,50,21.1,43019
43,20,249,138,55.42,44,17.67,67,26.91,43020
43,21,227,133,58.59,44,19.38,50,22.03,43021
43,22,180,101,56.11,37,20.56,42,23.33,43022
43,23,157,91,57.96,29,18.47,37,23.57,43023
43,24,143,67,46.85,30,20.98,46,32.17,43024
43,25,204,121,59.31,26,12.75,57,27.94,43025
43,26,186,111,59.68,30,16.13,45,24.19,43026
43,27,235,124,52.77,44,18.72,67,28.51,43027
43,28,197,103,52.28,36,18.27,58,29.44,43028
43,29,272,145,53.31,40,14.71,87,31.99,43029
43,30,277,148,53.43,46,16.61,83,29.96,43030
43,31,230,126,54.78,35,15.22,69,30.0,43031
43,32,247,126,51.01,58,23.48,63,25.51,43032
43,33,253,146,57.71,51,20.16,56,22.13,43033
43,34,141,86,60.99,16,11.35,39,27.66,43034
43,35,216,127,58.8,29,13.43,60,27.78,43035
43,36,131,68,51.91,19,14.5,44,33.59,43036
43,37,202,107,52.97,27,13.37,68,33.66,43037
43,38,169,111,65.68,27,15.98,31,18.34,43038
43,39,158,73,46.2,37,23.42,48,30.38,43039
43,40,178,88,49.44,28,15.73,62,34.83,43040
43,41,311,180,57.88,47,15.11,84,27.01,43041
43,42,211,111,52.61,28,13.27,72,34.12,43042
43,43,226,132,58.41,42,18.58,52,23.01,43043
43,44,211,123,58.29,28,13.27,60,28.44,43044
43,45,163,99,60.74,28,17.18,36,22.09,43045
43,46,115,62,53.91,18,15.65,35,30.43,43046
44,1,306,146,47.71,45,14.71,115,37.58,44001
44,2,229,124,54.15,39,17.03,66,28.82,44002
44,3,199,97,48.74,25,12.56,77,38.69,44003
44,4,167,85,50.9,35,20.96,47,28.14,44004
44,5,196,99,50.51,36,18.37,61,31.12,44005
44,6,328,175,53.35,49,14.94,104,31.71,44006
44,7,201,122,60.7,36,17.91,43,21.39,44007
44,8,236,113,47.88,41,17.37,82,34.75,44008
44,9,219,107,48.86,31,14.16,81,36.99,44009
44,10,217,105,48.39,43,19.82,69,31.8,44010
44,11,272,144,52.94,43,15.81,85,31.25,44011
44,12,275,147,53.45,39,14.18,89,32.36,44012
44,13,203,100,49.26,46,22.66,57,28.08,44013
44,14,155,79,50.97,29,18.71,47,30.32,44014
44,15,249,137,55.02,48,19.28,64,25.7,44015
44,16,285,142,49.82,51,17.89,92,32.28,44016
44,17,320,152,47.5,57,17.81,111,34.69,44017
44,18,244,132,54.1,42,17.21,70,28.69,44018
44,19,317,151,47.63,62,19.56,104,32.81,44019
44,20,237,109,45.99,44,18.57,84,35.44,44020
44,21,265,132,49.81,51,19.25,82,30.94,44021
44,22,283,149,52.65,50,17.67,84,29.68,44022
44,23,255,132,51.76,50,19.61,73,28.63,44023
44,24,183,101,55.19,32,17.49,50,27.32,44024
44,25,263,142,53.99,57,21.67,64,24.33,44025
44,26,313,156,49.84,53,16.93,104,33.23,44026
44,27,314,153,48.73,57,18.15,104,33.12,44027
44,28,236,103,43.64,52,22.03,81,34.32,44028
44,29,262,128,48.85,41,15.65,93,35.5,44029
44,30,274,144,52.55,53,19.34,77,28.1,44030
44,31,190,95,50.0,38,20.0,57,30.0,44031
44,32,271,139,51.29,34,12.55,98,36.16,44032
44,33,222,98,44.14,30,13.51,94,42.34,44033
44,34,281,142,50.53,47,16.73,92,32.74,44034
44,35,219,99,45.21,46,21.0,74,33.79,44035
44,36,223,122,54.71,38,17.04,63,28.25,44036
44,37,335,159,47.46,70,20.9,106,31.64,44037
44,38,220,115,52.27,50,22.73,55,25.0,44038
44,39,242,129,53.31,45,18.6,68,28.1,44039
44,40,242,109,45.04,51,21.07,82,33.88,44040
44,41,344,181,52.62,53,15.41,110,31.98,44041
45,1,216,92,42.59,35,16.2,89,41.2,45001
45,2,224,78,34.82,48,21.43,98,43.75,45002
45,3,245,111,45.31,31,12.65,103,42.04,45003
45,4,318,139,43.71,61,19.18,118,37.11,45004
45,5,271,117,43.17,55,20.3,99,36.53,45005
45,6,351,162,46.15,51,14.53,138,39.32,45006
45,7,354,151,42.66,68,19.21,135,38.14,45007
45,8,209,89,42.58,28,13.4,92,44.02,45008
45,9,213,71,33.33,37,17.37,105,49.3,45009
45,10,211,94,44.55,34,16.11,83,39.34,45010
45,11,162,47,29.01,31,19.14,84,51.85,45011
45,12,187,59,31.55,44,23.53,84,44.92,45012
45,13,215,83,38.6,45,20.93,87,40.47,45013
45,14,310,120,38.71,76,24.52,114,36.77,45014
45,15,332,137,41.27,76,22.89,119,35.84,45015
45,16,196,80,40.82,40,20.41,76,38.78,45016
45,17,239,91,38.08,53,22.18,95,39.75,45017
45,18,208,94,45.19,48,23.08,66,31.73,45018
45,19,108,54,50.0,18,16.67,36,33.33,45019
45,20,131,44,33.59,24,18.32,63,48.09,45020
45,21,176,73,41.48,33,18.75,70,39.77,45021
45,22,139,61,43.88,30,21.58,48,34.53,45022
45,23,152,68,44.74,28,18.42,56,36.84,45023
45,24,136,46,33.82,36,26.47,54,39.71,45024
45,25,131,55,41.98,31,23.66,45,34.35,45025
45,26,87,45,51.72,17,19.54,25,28.74,45026
45,27,182,90,49.45,34,18.68,58,31.87,45027
45,28,124,63,50.81,24,19.35,37,29.84,45028
45,29,100,51,51.0,21,21.0,28,28.0,45029
45,30,181,65,35.91,24,13.26,92,50.83,45030
45,31,184,86,46.74,30,16.3,68,36.96,45031
45,32,183,72,39.34,50,27.32,61,33.33,45032
45,33,165,71,43.03,33,20.0,61,36.97,45033
45,34,237,87,36.71,54,22.78,96,40.51,45034
45,35,253,109,43.08,88,34.78,56,22.13,45035
45,36,233,119,51.07,43,18.45,71,30.47,45036
45,37,194,78,40.21,45,23.2,71,36.6,45037
45,38,197,84,42.64,44,22.34,69,35.03,45038
45,39,192,78,40.63,53,27.6,61,31.77,45039
45,40,161,81,50.31,38,23.6,42,26.09,45040
45,41,193,90,46.63,39,20.21,64,33.16,45041
45,42,207,108,52.17,39,18.84,60,28.99,45042
45,43,180,101,56.11,44,24.44,35,19.44,45043
45,44,222,106,47.75,51,22.97,65,29.28,45044
45,45,120,57,47.5,35,29.17,28,23.33,45045
45,46,123,67,54.47,24,19.51,32,26.02,45046
45,47,131,67,51.15,30,22.9,34,25.95,45047
45,48,135,70,51.85,29,21.48,36,26.67,45048
46,1,224,87,38.84,61,27.23,76,33.93,46001
46,2,254,96,37.8,57,22.44,101,39.76,46002
46,3,344,161,46.8,73,21.22,110,31.98,46003
46,4,276,110,39.86,53,19.2,113,40.94,46004
46,5,304,123,40.46,65,21.38,116,38.16,46005
46,6,238,91,38.24,67,28.15,80,33.61,46006
46,7,300,122,40.67,70,23.33,108,36.0,46007
46,8,189,72,38.1,35,18.52,82,43.39,46008
46,9,333,141,42.34,59,17.72,133,39.94,46009
46,10,427,176,41.22,91,21.31,160,37.47,46010
46,11,231,95,41.13,45,19.48,91,39.39,46011
46,12,344,157,45.64,70,20.35,117,34.01,46012
46,13,265,120,45.28,55,20.75,90,33.96,46013
46,14,201,90,44.78,39,19.4,72,35.82,46014
46,15,284,134,47.18,50,17.61,100,35.21,46015
46,16,371,168,45.28,68,18.33,135,36.39,46016
46,17,334,139,41.62,55,16.47,140,41.92,46017
46,18,318,142,44.65,63,19.81,113,35.53,46018
46,19,221,95,42.99,44,19.91,82,37.1,46019
46,20,212,98,46.23,48,22.64,66,31.13,46020
46,21,160,62,38.75,30,18.75,68,42.5,46021
46,22,199,77,38.69,32,16.08,90,45.23,46022
46,23,237,89,37.55,39,16.46,109,45.99,46023
46,24,327,141,43.12,56,17.13,130,39.76,46024
46,25,254,106,41.73,54,21.26,94,37.01,46025
46,26,348,156,44.83,58,16.67,134,38.51,46026
46,27,357,149,41.74,57,15.97,151,42.3,46027
46,28,188,88,46.81,28,14.89,72,38.3,46028
46,29,189,79,41.8,33,17.46,77,40.74,46029
46,30,309,145,46.93,50,16.18,114,36.89,46030
46,31,291,134,46.05,54,18.56,103,35.4,46031
46,32,242,86,35.54,68,28.1,88,36.36,46032
46,33,294,133,45.24,47,15.99,114,38.78,46033
46,34,301,126,41.86,64,21.26,111,36.88,46034
46,35,222,91,40.99,42,18.92,89,40.09,46035
46,36,270,114,42.22,66,24.44,90,33.33,46036
46,37,191,68,35.6,32,16.75,91,47.64,46037
46,38,279,127,45.52,46,16.49,106,37.99,46038
46,39,224,104,46.43,53,23.66,67,29.91,46039
46,40,254,126,49.61,40,15.75,88,34.65,46040
47,1,186,97,52.15,29,15.59,60,32.26,47001
47,2,286,127,44.41,55,19.23,104,36.36,47002
47,3,239,110,46.03,43,17.99,86,35.98,47003
47,4,329,148,44.98,63,19.15,118,35.87,47004
47,5,298,156,52.35,40,13.42,102,34.23,47005
47,6,301,137,45.51,32,10.63,132,43.85,47006
47,7,273,117,42.86,50,18.32,106,38.83,47007
47,8,291,118,40.55,45,15.46,128,43.99,47008
47,9,242,113,46.69,48,19.83,81,33.47,47009
47,10,403,184,45.66,68,16.87,151,37.47,47010
47,11,247,124,50.2,41,16.6,82,33.2,47011
47,12,304,122,40.13,59,19.41,123,40.46,47012
47,13,326,138,42.33,70,21.47,118,36.2,47013
47,14,257,126,49.03,33,12.84,98,38.13,47014
47,15,407,155,38.08,77,18.92,175,43.0,47015
47,16,311,123,39.55,67,21.54,121,38.91,47016
47,17,295,135,45.76,53,17.97,107,36.27,47017
47,18,269,111,41.26,39,14.5,119,44.24,47018
47,19,429,189,44.06,74,17.25,166,38.69,47019
47,20,289,138,47.75,45,15.57,106,36.68,47020
47,21,291,124,42.61,46,15.81,121,41.58,47021
47,22,348,131,37.64,61,17.53,156,44.83,47022
47,23,390,168,43.08,65,16.67,157,40.26,47023
47,24,311,153,49.2,51,16.4,107,34.41,47024
47,25,293,135,46.08,52,17.75,106,36.18,47025
47,26,374,164,43.85,70,18.72,140,37.43,47026
47,27,248,113,45.56,35,14.11,100,40.32,47027
47,28,282,116,41.13,44,15.6,122,43.26,47028
47,29,308,142,46.1,58,18.83,108,35.06,47029
47,30,369,187,50.68,77,20.87,105,28.46,47030
47,31,327,161,49.24,56,17.13,110,33.64,47031
47,32,376,166,44.15,68,18.09,142,37.77,47032
47,33,247,125,50.61,33,13.36,89,36.03,47033
47,34,350,165,47.14,59,16.86,126,36.0,47034
47,35,292,148,50.68,54,18.49,90,30.82,47035
47,36,363,171,47.11,53,14.6,139,38.29,47036
47,37,283,129,45.58,41,14.49,113,39.93,47037
47,38,280,128,45.71,49,17.5,103,36.79,47038
47,39,315,140,44.44,44,13.97,131,41.59,47039
47,40,341,158,46.33,52,15.25,131,38.42,47040
47,41,369,189,51.22,51,13.82,129,34.96,47041
47,42,299,126,42.14,46,15.38,127,42.47,47042
47,43,234,117,50.0,39,16.67,78,33.33,47043
47,44,213,108,50.7,35,16.43,70,32.86,47044
47,45,303,117,38.61,41,13.53,145,47.85,47045
47,46,261,124,47.51,56,21.46,81,31.03,47046
47,47,311,143,45.98,49,15.76,119,38.26,47047
47,48,33,12,36.36,14,42.42,7,21.21,47048
48,1,329,139,42.25,51,15.5,139,42.25,48001
48,2,142,61,42.96,25,17.61,56,39.44,48002
48,3,326,135,41.41,64,19.63,127,38.96,48003
48,4,275,113,41.09,34,12.36,128,46.55,48004
48,5,175,86,49.14,30,17.14,59,33.71,48005
48,6,356,140,39.33,59,16.57,157,44.1,48006
48,7,330,153,46.36,62,18.79,115,34.85,48007
48,8,144,58,40.28,18,12.5,68,47.22,48008
48,9,202,67,33.17,38,18.81,97,48.02,48009
48,10,464,197,42.46,89,19.18,178,38.36,48010
48,11,261,103,39.46,38,14.56,120,45.98,48011
48,12,390,165,42.31,70,17.95,155,39.74,48012
48,13,360,147,40.83,60,16.67,153,42.5,48013
48,14,131,58,44.27,23,17.56,50,38.17,48014
48,15,173,71,41.04,24,13.87,78,45.09,48015
48,16,298,114,38.26,59,19.8,125,41.95,48016
48,17,253,113,44.66,43,17.0,97,38.34,48017
48,18,177,74,41.81,41,23.16,62,35.03,48018
48,19,252,100,39.68,66,26.19,86,34.13,48019
48,20,360,135,37.5,72,20.0,153,42.5,48020
48,21,362,146,40.33,70,19.34,146,40.33,48021
48,22,262,117,44.66,42,16.03,103,39.31,48022
48,23,300,136,45.33,50,16.67,114,38.0,48023
48,24,286,118,41.26,47,16.43,121,42.31,48024
48,25,270,115,42.59,57,21.11,98,36.3,48025
48,26,116,47,40.52,17,14.66,52,44.83,48026
48,27,265,91,34.34,51,19.25,123,46.42,48027
48,28,270,103,38.15,65,24.07,102,37.78,48028
48,29,72,31,43.06,9,12.5,32,44.44,48029
48,30,290,110,37.93,71,24.48,109,37.59,48030
48,31,321,120,37.38,58,18.07,143,44.55,48031
48,32,300,125,41.67,61,20.33,114,38.0,48032
48,33,169,79,46.75,32,18.93,58,34.32,48033
48,34,249,103,41.37,48,19.28,98,39.36,48034
48,35,174,66,37.93,52,29.89,56,32.18,48035
48,36,175,77,44.0,28,16.0,70,40.0,48036
48,37,308,122,39.61,45,14.61,141,45.78,48037
48,38,347,155,44.67,56,16.14,136,39.19,48038
48,39,179,72,40.22,35,19.55,72,40.22,48039
48,40,281,111,39.5,61,21.71,109,38.79,48040
48,41,344,128,37.21,61,17.73,155,45.06,48041
48,42,362,138,38.12,64,17.68,160,44.2,48042
48,43,360,151,41.94,63,17.5,146,40.56,48043
48,44,386,143,37.05,69,17.88,174,45.08,48044
48,45,232,85,36.64,54,23.28,93,40.09,48045
48,46,193,68,35.23,30,15.54,95,49.22,48046
49,1,170,73,42.94,29,17.06,68,40.0,49001
49,2,195,72,36.92,37,18.97,86,44.1,49002
49,3,310,106,34.19,71,22.9,133,42.9,49003
49,4,388,125,32.22,82,21.13,181,46.65,49004
49,5,265,109,41.13,54,20.38,102,38.49,49005
49,6,262,105,40.08,49,18.7,108,41.22,49006
49,7,237,97,40.93,37,15.61,103,43.46,49007
49,8,201,80,39.8,27,13.43,94,46.77,49008
49,9,291,115,39.52,52,17.87,124,42.61,49009
49,10,316,111,35.13,75,23.73,130,41.14,49010
49,11,341,108,31.67,89,26.1,144,42.23,49011
49,12,383,152,39.69,64,16.71,167,43.6,49012
49,13,327,117,35.78,70,21.41,140,42.81,49013
49,14,183,67,36.61,40,21.86,76,41.53,49014
49,15,168,56,33.33,44,26.19,68,40.48,49015
49,16,264,109,41.29,59,22.35,96,36.36,49016
49,17,195,90,46.15,35,17.95,70,35.9,49017
49,18,409,145,35.45,86,21.03,178,43.52,49018
49,19,249,76,30.52,62,24.9,111,44.58,49019
49,20,453,172,37.97,91,20.09,190,41.94,49020
49,21,148,49,33.11,31,20.95,68,45.95,49021
49,22,265,102,38.49,66,24.91,97,36.6,49022
49,23,395,148,37.47,73,18.48,174,44.05,49023
49,24,158,60,37.97,30,18.99,68,43.04,49024
49,25,280,109,38.93,59,21.07,112,40.0,49025
49,26,359,137,38.16,73,20.33,149,41.5,49026
49,27,302,104,34.44,72,23.84,126,41.72,49027
49,28,398,131,32.91,91,22.86,176,44.22,49028
49,29,348,115,33.05,69,19.83,164,47.13,49029
49,30,268,88,32.84,70,26.12,110,41.04,49030
49,31,215,99,46.05,38,17.67,78,36.28,49031
49,32,274,125,45.62,58,21.17,91,33.21,49032
49,33,204,80,39.22,42,20.59,82,40.2,49033
50,1,188,90,47.87,48,25.53,50,26.6,50001
50,2,129,45,34.88,40,31.01,44,34.11,50002
50,3,163,79,48.47,36,22.09,48,29.45,50003
50,4,201,91,45.27,39,19.4,71,35.32,50004
50,5,111,53,47.75,28,25.23,30,27.03,50005
50,6,192,61,31.77,54,28.13,77,40.1,50006
50,7,294,125,42.52,67,22.79,102,34.69,50007
50,8,167,61,36.53,28,16.77,78,46.71,50008
50,9,168,91,54.17,34,20.24,43,25.6,50009
