ward,precinct,total,Lorraine Mary Murphy,Lorraine Mary Murphy Percent,James Patrick Crawley,James Patrick Crawley Percent,Araceli Reyes De La Cruz,Araceli Reyes De La Cruz Percent,precinct_id
12,12,209,45,21.53,36,17.22,128,61.24,12012
12,13,208,46,22.12,22,10.58,140,67.31,12013
12,14,191,27,14.14,19,9.95,145,75.92,12014
12,15,190,49,25.79,23,12.11,118,62.11,12015
12,16,161,16,9.94,20,12.42,125,77.64,12016
12,17,218,44,20.18,31,14.22,143,65.6,12017
12,18,143,22,15.38,22,15.38,99,69.23,12018
12,19,209,32,15.31,24,11.48,153,73.21,12019
12,20,217,47,21.66,20,9.22,150,69.12,12020
12,21,198,50,25.25,20,10.1,128,64.65,12021
12,22,213,32,15.02,35,16.43,146,68.54,12022
12,23,250,57,22.8,20,8.0,173,69.2,12023
13,1,158,50,31.65,34,21.52,74,46.84,13001
13,2,142,61,42.96,31,21.83,50,35.21,13002
13,3,172,43,25.0,21,12.21,108,62.79,13003
13,4,170,58,34.12,38,22.35,74,43.53,13004
13,5,223,55,24.66,31,13.9,137,61.43,13005
13,6,202,74,36.63,41,20.3,87,43.07,13006
13,7,143,32,22.38,22,15.38,89,62.24,13007
13,8,137,48,35.04,21,15.33,68,49.64,13008
13,9,187,42,22.46,19,10.16,126,67.38,13009
13,10,164,68,41.46,41,25.0,55,33.54,13010
13,11,220,74,33.64,46,20.91,100,45.45,13011
13,12,174,54,31.03,24,13.79,96,55.17,13012
13,13,189,35,18.52,40,21.16,114,60.32,13013
13,14,161,37,22.98,23,14.29,101,62.73,13014
13,15,283,62,21.91,43,15.19,178,62.9,13015
13,16,130,42,32.31,15,11.54,73,56.15,13016
13,17,139,47,33.81,28,20.14,64,46.04,13017
13,18,140,58,41.43,32,22.86,50,35.71,13018
13,19,244,51,20.9,40,16.39,153,62.7,13019
13,20,118,56,47.46,23,19.49,39,33.05,13020
13,21,185,79,42.7,53,28.65,53,28.65,13021
13,22,169,68,40.24,39,23.08,62,36.69,13022
13,23,133,28,21.05,16,12.03,89,66.92,13023
13,24,168,55,32.74,17,10.12,96,57.14,13024
13,25,190,42,22.11,23,12.11,125,65.79,13025
13,26,162,57,35.19,32,19.75,73,45.06,13026
13,27,176,67,38.07,39,22.16,70,39.77,13027
13,28,152,39,25.66,26,17.11,87,57.24,13028
13,29,148,35,23.65,19,12.84,94,63.51,13029
13,30,165,36,21.82,19,11.52,110,66.67,13030
13,31,173,69,39.88,43,24.86,61,35.26,13031
13,32,157,63,40.13,33,21.02,61,38.85,13032
13,33,180,69,38.33,31,17.22,80,44.44,13033
13,34,237,50,21.1,29,12.24,158,66.67,13034
13,35,209,55,26.32,28,13.4,126,60.29,13035
13,36,125,27,21.6,15,12.0,83,66.4,13036
13,37,193,67,34.72,28,14.51,98,50.78,13037
13,38,162,72,44.44,34,20.99,56,34.57,13038
13,39,176,42,23.86,25,14.2,109,61.93,13039
13,40,171,37,21.64,27,15.79,107,62.57,13040
13,41,233,50,21.46,26,11.16,157,67.38,13041
13,42,182,91,50.0,44,24.18,47,25.82,13042
13,43,188,52,27.66,43,22.87,93,49.47,13043
13,44,176,41,23.3,22,12.5,113,64.2,13044
13,45,221,89,40.27,44,19.91,88,39.82,13045
13,46,208,41,19.71,38,18.27,129,62.02,13046
13,47,211,55,26.07,35,16.59,121,57.35,13047
13,48,153,59,38.56,31,20.26,63,41.18,13048
14,1,208,100,48.08,41,19.71,67,32.21,14001
14,2,273,66,24.18,44,16.12,163,59.71,14002
14,3,168,30,17.86,22,13.1,116,69.05,14003
14,4,169,76,44.97,29,17.16,64,37.87,14004
14,5,260,36,13.85,34,13.08,190,73.08,14005
14,6,103,20,19.42,12,11.65,71,68.93,14006
14,7,245,39,15.92,32,13.06,174,71.02,14007
14,8,216,34,15.74,18,8.33,164,75.93,14008
14,9,248,78,31.45,44,17.74,126,50.81,14009
14,10,127,21,16.54,14,11.02,92,72.44,14010
14,11,116,16,13.79,12,10.34,88,75.86,14011
14,12,181,32,17.68,31,17.13,118,65.19,14012
14,13,179,47,26.26,26,14.53,106,59.22,14013
14,14,210,35,16.67,27,12.86,148,70.48,14014
14,15,207,36,17.39,25,12.08,146,70.53,14015
14,16,153,32,20.92,24,15.69,97,63.4,14016
14,17,185,24,12.97,19,10.27,142,76.76,14017
14,18,93,20,21.51,16,17.2,57,61.29,14018
14,19,154,21,13.64,22,14.29,111,72.08,14019
14,20,141,30,21.28,24,17.02,87,61.7,14020
14,21,143,26,18.18,10,6.99,107,74.83,14021
14,22,259,68,26.25,31,11.97,160,61.78,14022
14,23,157,30,19.11,41,26.11,86,54.78,14023
14,24,231,92,39.83,42,18.18,97,41.99,14024
14,25,111,24,21.62,10,9.01,77,69.37,14025
14,26,155,16,10.32,26,16.77,113,72.9,14026
14,27,210,44,20.95,23,10.95,143,68.1,14027
14,28,146,23,15.75,19,13.01,104,71.23,14028
14,29,173,36,20.81,21,12.14,116,67.05,14029
14,30,113,14,12.39,13,11.5,86,76.11,14030
14,31,120,15,12.5,7,5.83,98,81.67,14031
15,1,180,28,15.56,14,7.78,138,76.67,15001
15,2,104,59,56.73,19,18.27,26,25.0,15002
15,3,118,58,49.15,28,23.73,32,27.12,15003
15,4,203,22,10.84,26,12.81,155,76.35,15004
15,5,153,19,12.42,16,10.46,118,77.12,15005
15,6,176,28,15.91,23,13.07,125,71.02,15006
15,7,95,46,48.42,31,32.63,18,18.95,15007
15,8,183,28,15.3,19,10.38,136,74.32,15008
15,9,225,34,15.11,41,18.22,150,66.67,15009
15,10,245,50,20.41,32,13.06,163,66.53,15010
15,11,204,36,17.65,34,16.67,134,65.69,15011
15,12,221,33,14.93,23,10.41,165,74.66,15012
15,13,192,33,17.19,25,13.02,134,69.79,15013
15,14,163,27,16.56,15,9.2,121,74.23,15014
15,15,153,23,15.03,23,15.03,107,69.93,15015
15,16,219,35,15.98,47,21.46,137,62.56,15016
15,17,120,55,45.83,37,30.83,28,23.33,15017
15,18,85,43,50.59,24,28.24,18,21.18,15018
15,19,168,49,29.17,35,20.83,84,50.0,15019
15,20,119,59,49.58,31,26.05,29,24.37,15020
15,21,119,50,42.02,41,34.45,28,23.53,15021
15,22,117,54,46.15,38,32.48,25,21.37,15022
15,23,115,46,40.0,35,30.43,34,29.57,15023
15,24,95,34,35.79,36,37.89,25,26.32,15024
16,1,174,19,10.92,25,14.37,130,74.71,16001
16,2,146,64,43.84,37,25.34,45,30.82,16002
16,3,110,53,48.18,25,22.73,32,29.09,16003
16,4,129,59,45.74,21,16.28,49,37.98,16004
16,5,83,41,49.4,14,16.87,28,33.73,16005
16,6,143,61,42.66,44,30.77,38,26.57,16006
16,7,132,57,43.18,19,14.39,56,42.42,16007
16,8,75,31,41.33,22,29.33,22,29.33,16008
16,9,129,58,44.96,29,22.48,42,32.56,16009
16,10,121,58,47.93,30,24.79,33,27.27,16010
16,11,136,41,30.15,28,20.59,67,49.26,16011
16,12,112,44,39.29,22,19.64,46,41.07,16012
16,13,136,30,22.06,26,19.12,80,58.82,16013
16,14,106,54,50.94,18,16.98,34,32.08,16014
16,15,144,77,53.47,35,24.31,32,22.22,16015
16,16,120,56,46.67,25,20.83,39,32.5,16016
16,17,144,43,29.86,22,15.28,79,54.86,16017
16,18,102,33,32.35,18,17.65,51,50.0,16018
16,19,144,65,45.14,32,22.22,47,32.64,16019
16,20,101,51,50.5,20,19.8,30,29.7,16020
16,21,111,57,51.35,30,27.03,24,21.62,16021
16,22,107,43,40.19,27,25.23,37,34.58,16022
16,23,138,30,21.74,25,18.12,83,60.14,16023
16,24,77,44,57.14,15,19.48,18,23.38,16024
16,25,151,79,52.32,29,19.21,43,28.48,16025
16,26,112,50,44.64,29,25.89,33,29.46,16026
16,27,98,40,40.82,26,26.53,32,32.65,16027
16,28,132,55,41.67,47,35.61,30,22.73,16028
16,29,97,48,49.48,19,19.59,30,30.93,16029
16,30,78,42,53.85,20,25.64,16,20.51,16030
16,31,161,75,46.58,42,26.09,44,27.33,16031
16,32,168,34,20.24,15,8.93,119,70.83,16032
16,33,87,45,51.72,22,25.29,20,22.99,16033
16,34,134,80,59.7,31,23.13,23,17.16,16034
16,35,197,50,25.38,34,17.26,113,57.36,16035
16,36,91,41,45.05,34,37.36,16,17.58,16036
17,1,200,61,30.5,26,13.0,113,56.5,17001
17,2,156,69,44.23,35,22.44,52,33.33,17002
17,3,169,68,40.24,38,22.49,63,37.28,17003
17,4,226,100,44.25,48,21.24,78,34.51,17004
17,5,116,51,43.97,24,20.69,41,35.34,17005
17,6,150,52,34.67,23,15.33,75,50.0,17006
17,7,158,49,31.01,28,17.72,81,51.27,17007
17,8,139,71,51.08,23,16.55,45,32.37,17008
17,9,135,57,42.22,26,19.26,52,38.52,17009
17,10,226,101,44.69,48,21.24,77,34.07,17010
17,11,134,62,46.27,33,24.63,39,29.1,17011
17,12,230,67,29.13,39,16.96,124,53.91,17012
17,13,122,61,50.0,31,25.41,30,24.59,17013
17,14,143,44,30.77,24,16.78,75,52.45,17014
17,15,184,81,44.02,40,21.74,63,34.24,17015
17,16,179,59,32.96,40,22.35,80,44.69,17016
17,17,174,76,43.68,39,22.41,59,33.91,17017
17,18,223,106,47.53,35,15.7,82,36.77,17018
17,19,104,51,49.04,26,25.0,27,25.96,17019
17,20,251,104,41.43,32,12.75,115,45.82,17020
17,21,264,103,39.02,57,21.59,104,39.39,17021
17,22,141,62,43.97,34,24.11,45,31.91,17022
17,23,117,65,55.56,28,23.93,24,20.51,17023
17,24,203,98,48.28,51,25.12,54,26.6,17024
17,25,136,63,46.32,29,21.32,44,32.35,17025
17,26,194,89,45.88,49,25.26,56,28.87,17026
17,27,176,70,39.77,41,23.3,65,36.93,17027
17,28,134,55,41.04,29,21.64,50,37.31,17028
17,29,130,55,42.31,31,23.85,44,33.85,17029
17,30,130,45,34.62,16,12.31,69,53.08,17030
17,31,106,51,48.11,26,24.53,29,27.36,17031
17,32,143,69,48.25,32,22.38,42,29.37,17032
17,33,82,44,53.66,11,13.41,27,32.93,17033
17,34,106,47,44.34,20,18.87,39,36.79,17034
17,35,88,29,32.95,17,19.32,42,47.73,17035
17,36,162,67,41.36,37,22.84,58,35.8,17036
17,37,171,76,44.44,41,23.98,54,31.58,17037
17,38,182,71,39.01,39,21.43,72,39.56,17038
17,39,188,76,40.43,42,22.34,70,37.23,17039
17,40,214,88,41.12,42,19.63,84,39.25,17040
17,41,249,121,48.59,40,16.06,88,35.34,17041
18,1,188,64,34.04,25,13.3,99,52.66,18001
18,2,173,50,28.9,24,13.87,99,57.23,18002
18,3,152,53,34.87,23,15.13,76,50.0,18003
18,4,243,98,40.33,37,15.23,108,44.44,18004
18,5,128,58,45.31,33,25.78,37,28.91,18005
18,6,181,73,40.33,24,13.26,84,46.41,18006
18,7,179,74,41.34,34,18.99,71,39.66,18007
18,8,222,94,42.34,38,17.12,90,40.54,18008
18,9,217,86,39.63,55,25.35,76,35.02,18009
18,10,317,117,36.91,58,18.3,142,44.79,18010
18,11,161,51,31.68,24,14.91,86,53.42,18011
18,12,184,67,36.41,36,19.57,81,44.02,18012
18,13,228,100,43.86,43,18.86,85,37.28,18013
18,14,226,88,38.94,39,17.26,99,43.81,18014
18,15,217,62,28.57,40,18.43,115,53.0,18015
18,16,200,72,36.0,41,20.5,87,43.5,18016
18,17,215,79,36.74,31,14.42,105,48.84,18017
18,18,187,87,46.52,35,18.72,65,34.76,18018
18,19,184,76,41.3,42,22.83,66,35.87,18019
18,20,151,63,41.72,28,18.54,60,39.74,18020
18,21,254,111,43.7,49,19.29,94,37.01,18021
18,22,279,120,43.01,41,14.7,118,42.29,18022
18,23,180,59,32.78,43,23.89,78,43.33,18023
18,24,162,51,31.48,23,14.2,88,54.32,18024
18,25,180,58,32.22,30,16.67,92,51.11,18025
18,26,282,104,36.88,50,17.73,128,45.39,18026
18,27,178,80,44.94,30,16.85,68,38.2,18027
18,28,175,59,33.71,40,22.86,76,43.43,18028
18,29,226,90,39.82,42,18.58,94,41.59,18029
18,30,221,62,28.05,35,15.84,124,56.11,18030
18,31,239,79,33.05,30,12.55,130,54.39,18031
18,32,230,94,40.87,45,19.57,91,39.57,18032
18,33,156,84,53.85,26,16.67,46,29.49,18033
18,34,275,76,27.64,43,15.64,156,56.73,18034
18,35,262,112,42.75,30,11.45,120,45.8,18035
18,36,201,73,36.32,29,14.43,99,49.25,18036
18,37,268,99,36.94,33,12.31,136,50.75,18037
18,38,195,78,40.0,48,24.62,69,35.38,18038
18,39,143,65,45.45,23,16.08,55,38.46,18039
18,40,217,81,37.33,27,12.44,109,50.23,18040
18,41,275,123,44.73,42,15.27,110,40.0,18041
18,42,167,64,38.32,32,19.16,71,42.51,18042
18,43,136,36,26.47,19,13.97,81,59.56,18043
18,44,171,53,30.99,35,20.47,83,48.54,18044
18,45,174,44,25.29,23,13.22,107,61.49,18045
18,46,212,57,26.89,24,11.32,131,61.79,18046
18,47,141,50,35.46,30,21.28,61,43.26,18047
18,48,144,61,42.36,26,18.06,57,39.58,18048
18,49,118,45,38.14,26,22.03,47,39.83,18049
18,50,136,64,47.06,21,15.44,51,37.5,18050
19,1,200,108,54.0,44,22.0,48,24.0,19001
19,2,358,145,40.5,53,14.8,160,44.69,19002
19,3,156,76,48.72,45,28.85,35,22.44,19003
19,4,239,124,51.88,64,26.78,51,21.34,19004
19,5,324,144,44.44,56,17.28,124,38.27,19005
19,6,198,93,46.97,35,17.68,70,35.35,19006
19,7,214,95,44.39,58,27.1,61,28.5,19007
19,8,207,105,50.72,57,27.54,45,21.74,19008
19,9,176,83,47.16,40,22.73,53,30.11,19009
19,10,338,145,42.9,67,19.82,126,37.28,19010
19,11,190,108,56.84,49,25.79,33,17.37,19011
19,12,182,86,47.25,53,29.12,43,23.63,19012
19,13,310,118,38.06,60,19.35,132,42.58,19013
19,14,259,115,44.4,52,20.08,92,35.52,19014
19,15,229,113,49.34,65,28.38,51,22.27,19015
19,16,221,113,51.13,62,28.05,46,20.81,19016
19,17,198,87,43.94,50,25.25,61,30.81,19017
19,18,292,120,41.1,68,23.29,104,35.62,19018
19,19,371,155,41.78,73,19.68,143,38.54,19019
19,20,275,117,42.55,49,17.82,109,39.64,19020
19,21,178,85,47.75,63,35.39,30,16.85,19021
19,22,305,132,43.28,55,18.03,118,38.69,19022
19,23,265,133,50.19,68,25.66,64,24.15,19023
19,24,167,91,54.49,44,26.35,32,19.16,19024
19,25,257,107,41.63,64,24.9,86,33.46,19025
19,26,251,119,47.41,54,21.51,78,31.08,19026
19,27,263,104,39.54,53,20.15,106,40.3,19027
19,28,282,93,32.98,62,21.99,127,45.04,19028
19,29,201,91,45.27,50,24.88,60,29.85,19029
19,30,188,88,46.81,53,28.19,47,25.0,19030
19,31,239,105,43.93,54,22.59,80,33.47,19031
19,32,204,91,44.61,56,27.45,57,27.94,19032
19,33,225,120,53.33,59,26.22,46,20.44,19033
19,34,259,124,47.88,58,22.39,77,29.73,19034
19,35,255,120,47.06,54,21.18,81,31.76,19035
19,36,314,143,45.54,58,18.47,113,35.99,19036
19,37,286,112,39.16,56,19.58,118,41.26,19037
19,38,239,91,38.08,61,25.52,87,36.4,19038
19,39,81,44,54.32,17,20.99,20,24.69,19039
19,40,274,117,42.7,46,16.79,111,40.51,19040
19,41,179,107,59.78,45,25.14,27,15.08,19041
19,42,209,62,29.67,34,16.27,113,54.07,19042
19,43,346,123,35.55,65,18.79,158,45.66,19043
19,44,232,134,57.76,49,21.12,49,21.12,19044
19,45,223,93,41.7,63,28.25,67,30.04,19045
19,46,238,131,55.04,59,24.79,48,20.17,19046
19,47,389,146,37.53,77,19.79,166,42.67,19047
19,48,264,110,41.67,42,15.91,112,42.42,19048
19,49,322,132,40.99,51,15.84,139,43.17,19049
19,50,196,93,47.45,44,22.45,59,30.1,19050
19,51,282,156,55.32,62,21.99,64,22.7,19051
19,52,222,101,45.5,55,24.77,66,29.73,19052
19,53,210,97,46.19,48,22.86,65,30.95,19053
19,54,154,75,48.7,54,35.06,25,16.23,19054
19,55,163,84,51.53,38,23.31,41,25.15,19055
19,56,302,92,30.46,64,21.19,146,48.34,19056
19,57,266,129,48.5,51,19.17,86,32.33,19057
20,1,220,111,50.45,42,19.09,67,30.45,20001
20,2,54,22,40.74,14,25.93,18,33.33,20002
20,3,165,73,44.24,37,22.42,55,33.33,20003
20,4,81,35,43.21,12,14.81,34,41.98,20004
20,5,229,105,45.85,46,20.09,78,34.06,20005
20,6,79,27,34.18,20,25.32,32,40.51,20006
20,7,182,82,45.05,46,25.27,54,29.67,20007
20,8,173,59,34.1,51,29.48,63,36.42,20008
20,9,304,146,48.03,55,18.09,103,33.88,20009
20,10,122,52,42.62,25,20.49,45,36.89,20010
20,11,244,104,42.62,62,25.41,78,31.97,20011
20,12,140,63,45.0,37,26.43,40,28.57,20012
20,13,218,106,48.62,60,27.52,52,23.85,20013
20,14,114,42,36.84,28,24.56,44,38.6,20014
20,15,173,24,13.87,21,12.14,128,73.99,20015
20,16,265,118,44.53,61,23.02,86,32.45,20016
20,17,121,34,28.1,23,19.01,64,52.89,20017
20,18,125,51,40.8,32,25.6,42,33.6,20018
20,19,190,86,45.26,33,17.37,71,37.37,20019
20,20,128,25,19.53,13,10.16,90,70.31,20020
20,21,129,49,37.98,34,26.36,46,35.66,20021
20,22,255,79,30.98,46,18.04,130,50.98,20022
20,23,165,90,54.55,32,19.39,43,26.06,20023
20,24,220,91,41.36,51,23.18,78,35.45,20024
20,25,124,61,49.19,27,21.77,36,29.03,20025
20,26,205,77,37.56,55,26.83,73,35.61,20026
20,27,101,49,48.51,27,26.73,25,24.75,20027
20,28,107,46,42.99,28,26.17,33,30.84,20028
20,29,194,109,56.19,38,19.59,47,24.23,20029
20,30,94,40,42.55,22,23.4,32,34.04,20030
20,31,229,97,42.36,54,23.58,78,34.06,20031
20,32,152,67,44.08,37,24.34,48,31.58,20032
20,33,128,66,51.56,24,18.75,38,29.69,20033
20,34,275,119,43.27,52,18.91,104,37.82,20034
20,35,118,55,46.61,41,34.75,22,18.64,20035
20,36,54,21,38.89,18,33.33,15,27.78,20036
20,37,47,18,38.3,13,27.66,16,34.04,20037
20,38,55,27,49.09,16,29.09,12,21.82,20038
20,39,12,4,33.33,1,8.33,7,58.33,20039
21,1,234,90,38.46,44,18.8,100,42.74,21001
21,2,158,71,44.94,48,30.38,39,24.68,21002
21,3,232,109,46.98,42,18.1,81,34.91,21003
21,4,182,94,51.65,28,15.38,60,32.97,21004
21,5,260,103,39.62,57,21.92,100,38.46,21005
21,6,199,101,50.75,45,22.61,53,26.63,21006
21,7,221,91,41.18,48,21.72,82,37.1,21007
21,8,215,91,42.33,47,21.86,77,35.81,21008
21,9,252,101,40.08,50,19.84,101,40.08,21009
21,10,190,88,46.32,34,17.89,68,35.79,21010
21,11,208,94,45.19,46,22.12,68,32.69,21011
21,12,190,70,36.84,41,21.58,79,41.58,21012
21,13,195,94,48.21,40,20.51,61,31.28,21013
21,14,243,109,44.86,42,17.28,92,37.86,21014
21,15,190,90,47.37,35,18.42,65,34.21,21015
21,16,178,60,33.71,40,22.47,78,43.82,21016
21,17,163,78,47.85,29,17.79,56,34.36,21017
21,18,225,110,48.89,47,20.89,68,30.22,21018
21,19,216,88,40.74,47,21.76,81,37.5,21019
21,20,173,77,44.51,24,13.87,72,41.62,21020
21,21,167,79,47.31,36,21.56,52,31.14,21021
21,22,175,74,42.29,32,18.29,69,39.43,21022
21,23,172,86,50.0,41,23.84,45,26.16,21023
21,24,240,114,47.5,40,16.67,86,35.83,21024
21,25,184,63,34.24,45,24.46,76,41.3,21025
21,26,167,82,49.1,46,27.54,39,23.35,21026
21,27,210,99,47.14,47,22.38,64,30.48,21027
21,28,253,144,56.92,44,17.39,65,25.69,21028
21,29,258,113,43.8,60,23.26,85,32.95,21029
21,30,153,76,49.67,28,18.3,49,32.03,21030
21,31,168,58,34.52,33,19.64,77,45.83,21031
21,32,192,85,44.27,51,26.56,56,29.17,21032
21,33,196,77,39.29,40,20.41,79,40.31,21033
21,34,176,80,45.45,34,19.32,62,35.23,21034
21,35,258,111,43.02,59,22.87,88,34.11,21035
21,36,211,111,52.61,42,19.91,58,27.49,21036
21,37,143,66,46.15,22,15.38,55,38.46,21037
21,38,190,88,46.32,38,20.0,64,33.68,21038
21,39,173,83,47.98,41,23.7,49,28.32,21039
21,40,198,103,52.02,41,20.71,54,27.27,21040
21,41,212,104,49.06,40,18.87,68,32.08,21041
21,42,246,118,47.97,49,19.92,79,32.11,21042
21,43,178,64,35.96,40,22.47,74,41.57,21043
21,44,234,92,39.32,33,14.1,109,46.58,21044
21,45,183,75,40.98,39,21.31,69,37.7,21045
21,46,234,108,46.15,55,23.5,71,30.34,21046
21,47,169,78,46.15,34,20.12,57,33.73,21047
21,48,197,90,45.69,37,18.78,70,35.53,21048
21,49,238,111,46.64,46,19.33,81,34.03,21049
21,50,159,70,44.03,40,25.16,49,30.82,21050
21,51,221,108,48.87,38,17.19,75,33.94,21051
21,52,192,96,50.0,34,17.71,62,32.29,21052
21,53,177,69,38.98,30,16.95,78,44.07,21053
21,54,177,94,53.11,30,16.95,53,29.94,21054
22,1,109,48,44.04,27,24.77,34,31.19,22001
22,2,231,71,30.74,35,15.15,125,54.11,22002
22,3,269,26,9.67,36,13.38,207,76.95,22003
22,4,162,17,10.49,9,5.56,136,83.95,22004
22,5,159,20,12.58,14,8.81,125,78.62,22005
22,6,191,14,7.33,18,9.42,159,83.25,22006
22,7,137,23,16.79,10,7.3,104,75.91,22007
22,8,248,67,27.02,39,15.73,142,57.26,22008
22,9,126,18,14.29,10,7.94,98,77.78,22009
22,10,245,32,13.06,21,8.57,192,78.37,22010
22,11,169,14,8.28,15,8.88,140,82.84,22011
22,12,152,33,21.71,31,20.39,88,57.89,22012
22,13,185,20,10.81,17,9.19,148,80.0,22013
22,14,168,34,20.24,30,17.86,104,61.9,22014
22,15,151,21,13.91,15,9.93,115,76.16,22015
22,16,145,12,8.28,19,13.1,114,78.62,22016
22,17,199,24,12.06,19,9.55,156,78.39,22017
22,18,149,19,12.75,17,11.41,113,75.84,22018
22,19,84,40,47.62,25,29.76,19,22.62,22019
22,20,204,24,11.76,24,11.76,156,76.47,22020
22,21,188,94,50.0,24,12.77,70,37.23,22021
22,22,154,21,13.64,15,9.74,118,76.62,22022
22,23,232,99,42.67,37,15.95,96,41.38,22023
22,24,222,25,11.26,25,11.26,172,77.48,22024
22,25,189,20,10.58,22,11.64,147,77.78,22025
23,1,154,72,46.75,36,23.38,46,29.87,23001
23,2,157,62,39.49,32,20.38,63,40.13,23002
23,3,147,60,40.82,37,25.17,50,34.01,23003
23,4,194,74,38.14,44,22.68,76,39.18,23004
23,5,212,35,16.51,28,13.21,149,70.28,23005
23,6,90,24,26.67,13,14.44,53,58.89,23006
23,7,163,29,17.79,19,11.66,115,70.55,23007
23,8,200,52,26.0,32,16.0,116,58.0,23008
23,9,171,29,16.96,16,9.36,126,73.68,23009
23,10,206,43,20.87,37,17.96,126,61.17,23010
23,11,194,40,20.62,23,11.86,131,67.53,23011
23,12,176,80,45.45,45,25.57,51,28.98,23012
23,13,164,21,12.8,23,14.02,120,73.17,23013
23,14,159,57,35.85,39,24.53,63,39.62,23014
23,15,65,12,18.46,14,21.54,39,60.0,23015
23,16,166,74,44.58,38,22.89,54,32.53,23016
23,17,115,24,20.87,10,8.7,81,70.43,23017
23,18,131,53,40.46,27,20.61,51,38.93,23018
23,19,163,34,20.86,19,11.66,110,67.48,23019
23,20,106,22,20.75,10,9.43,74,69.81,23020
23,21,195,66,33.85,46,23.59,83,42.56,23021
23,22,162,55,33.95,31,19.14,76,46.91,23022
23,23,170,57,33.53,40,23.53,73,42.94,23023
23,24,126,29,23.02,10,7.94,87,69.05,23024
23,25,163,30,18.4,22,13.5,111,68.1,23025
23,26,166,41,24.7,24,14.46,101,60.84,23026
23,27,158,64,40.51,33,20.89,61,38.61,23027
23,28,167,60,35.93,25,14.97,82,49.1,23028
23,29,149,52,34.9,32,21.48,65,43.62,23029
23,30,229,46,20.09,27,11.79,156,68.12,23030
23,31,168,27,16.07,14,8.33,127,75.6,23031
23,32,165,48,29.09,17,10.3,100,60.61,23032
23,33,181,31,17.13,22,12.15,128,70.72,23033
23,34,187,33,17.65,25,13.37,129,68.98,23034
23,35,131,51,38.93,31,23.66,49,37.4,23035
23,36,139,54,38.85,25,17.99,60,43.17,23036
23,37,172,74,43.02,34,19.77,64,37.21,23037
23,38,145,53,36.55,20,13.79,72,49.66,23038
23,39,208,39,18.75,22,10.58,147,70.67,23039
24,1,151,71,47.02,35,23.18,45,29.8,24001
24,2,131,72,54.96,31,23.66,28,21.37,24002
24,3,155,67,43.23,37,23.87,51,32.9,24003
24,4,117,75,64.1,27,23.08,15,12.82,24004
24,5,82,39,47.56,28,34.15,15,18.29,24005
24,6,186,100,53.76,38,20.43,48,25.81,24006
24,7,104,26,25.0,20,19.23,58,55.77,24007
24,8,70,35,50.0,23,32.86,12,17.14,24008
24,9,137,61,44.53,34,24.82,42,30.66,24009
24,10,75,22,29.33,17,22.67,36,48.0,24010
24,11,155,75,48.39,33,21.29,47,30.32,24011
24,12,73,30,41.1,29,39.73,14,19.18,24012
24,13,71,42,59.15,12,16.9,17,23.94,24013
24,14,131,59,45.04,41,31.3,31,23.66,24014
24,15,63,31,49.21,20,31.75,12,19.05,24015
24,16,380,130,34.21,89,23.42,161,42.37,24016
24,17,113,62,54.87,22,19.47,29,25.66,24017
24,18,185,90,48.65,32,17.3,63,34.05,24018
24,19,195,90,46.15,48,24.62,57,29.23,24019
24,20,120,56,46.67,27,22.5,37,30.83,24020
24,21,84,43,51.19,17,20.24,24,28.57,24021
24,22,216,110,50.93,53,24.54,53,24.54,24022
24,23,114,62,54.39,23,20.18,29,25.44,24023
24,24,171,74,43.27,51,29.82,46,26.9,24024
24,25,113,53,46.9,28,24.78,32,28.32,24025
24,26,245,98,40.0,58,23.67,89,36.33,24026
24,27,171,81,47.37,46,26.9,44,25.73,24027
24,28,124,55,44.35,29,23.39,40,32.26,24028
24,29,127,65,51.18,21,16.54,41,32.28,24029
24,30,95,56,58.95,16,16.84,23,24.21,24030
24,31,173,70,40.46,38,21.97,65,37.57,24031
24,32,89,39,43.82,27,30.34,23,25.84,24032
24,33,110,55,50.0,22,20.0,33,30.0,24033
24,34,155,82,52.9,40,25.81,33,21.29,24034
24,35,138,73,52.9,29,21.01,36,26.09,24035
24,36,196,97,49.49,32,16.33,67,34.18,24036
24,37,83,40,48.19,19,22.89,24,28.92,24037
24,38,151,62,41.06,31,20.53,58,38.41,24038
24,39,151,69,45.7,25,16.56,57,37.75,24039
24,40,167,90,53.89,34,20.36,43,25.75,24040
24,41,123,52,42.28,33,26.83,38,30.89,24041
25,1,203,36,17.73,22,10.84,145,71.43,25001
25,2,284,66,23.24,41,14.44,177,62.32,25002
25,3,247,116,46.96,46,18.62,85,34.41,25003
25,4,157,65,41.4,29,18.47,63,40.13,25004
25,5,265,60,22.64,34,12.83,171,64.53,25005
25,6,64,26,40.63,11,17.19,27,42.19,25006
25,7,251,65,25.9,29,11.55,157,62.55,25007
25,8,294,52,17.69,52,17.69,190,64.63,25008
25,9,217,50,23.04,22,10.14,145,66.82,25009
25,10,203,112,55.17,30,14.78,61,30.05,25010
25,11,275,52,18.91,21,7.64,202,73.45,25011
25,12,242,54,22.31,21,8.68,167,69.01,25012
25,13,264,50,18.94,30,11.36,184,69.7,25013
25,14,130,54,41.54,25,19.23,51,39.23,25014
25,15,213,31,14.55,29,13.62,153,71.83,25015
25,16,254,145,57.09,37,14.57,72,28.35,25016
25,17,237,64,27.0,36,15.19,137,57.81,25017
