ward,precinct,total,Arthur D. Sutton,Arthur D. Sutton Percent,Bonnie Carol McGrath,Bonnie Carol McGrath Percent,Jennifer Patricia Callahan,Jennifer Patricia Callahan Percent,Chris Stacey,Chris Stacey Percent,Joy E. Tolbert Nelson,Joy E. Tolbert Nelson Percent,Joseph Chico,Joseph Chico Percent,precinct_id
30,11,184,16,8.7,22,11.96,45,24.46,19,10.33,6,3.26,76,41.3,30011
30,12,160,12,7.5,19,11.88,45,28.13,25,15.63,4,2.5,55,34.38,30012
30,13,175,11,6.29,23,13.14,45,25.71,36,20.57,7,4.0,53,30.29,30013
30,14,144,11,7.64,21,14.58,43,29.86,18,12.5,8,5.56,43,29.86,30014
30,15,256,13,5.08,21,8.2,74,28.91,106,41.41,21,8.2,21,8.2,30015
30,16,92,9,9.78,6,6.52,30,32.61,9,9.78,8,8.7,30,32.61,30016
30,17,161,11,6.83,23,14.29,39,24.22,37,22.98,11,6.83,40,24.84,30017
30,18,267,22,8.24,31,11.61,52,19.48,71,26.59,25,9.36,66,24.72,30018
30,19,194,17,8.76,25,12.89,65,33.51,24,12.37,8,4.12,55,28.35,30019
30,20,213,9,4.23,19,8.92,73,34.27,52,24.41,8,3.76,52,24.41,30020
30,21,144,13,9.03,13,9.03,38,26.39,30,20.83,9,6.25,41,28.47,30021
30,22,300,22,7.33,32,10.67,86,28.67,71,23.67,21,7.0,68,22.67,30022
30,23,228,17,7.46,30,13.16,69,30.26,40,17.54,22,9.65,50,21.93,30023
30,24,308,25,8.12,28,9.09,101,32.79,78,25.32,23,7.47,53,17.21,30024
30,25,285,22,7.72,39,13.68,75,26.32,69,24.21,33,11.58,47,16.49,30025
30,26,118,7,5.93,10,8.47,31,26.27,21,17.8,10,8.47,39,33.05,30026
30,27,141,8,5.67,15,10.64,38,26.95,31,21.99,7,4.96,42,29.79,30027
30,28,237,7,2.95,33,13.92,63,26.58,68,28.69,22,9.28,44,18.57,30028
30,29,109,7,6.42,6,5.5,32,29.36,17,15.6,6,5.5,41,37.61,30029
30,30,84,9,10.71,11,13.1,22,26.19,7,8.33,3,3.57,32,38.1,30030
30,31,120,11,9.17,16,13.33,32,26.67,19,15.83,11,9.17,31,25.83,30031
30,32,183,10,5.46,21,11.48,46,25.14,57,31.15,18,9.84,31,16.94,30032
31,1,103,9,8.74,5,4.85,30,29.13,21,20.39,4,3.88,34,33.01,31001
31,2,98,7,7.14,10,10.2,27,27.55,12,12.24,6,6.12,36,36.73,31002
31,3,130,7,5.38,15,11.54,32,24.62,22,16.92,5,3.85,49,37.69,31003
31,4,148,13,8.78,12,8.11,40,27.03,47,31.76,13,8.78,23,15.54,31004
31,5,145,11,7.59,16,11.03,44,30.34,20,13.79,17,11.72,37,25.52,31005
31,6,76,5,6.58,3,3.95,27,35.53,10,13.16,1,1.32,30,39.47,31006
31,7,242,15,6.2,30,12.4,68,28.1,68,28.1,13,5.37,48,19.83,31007
31,8,112,8,7.14,16,14.29,37,33.04,14,12.5,5,4.46,32,28.57,31008
31,9,126,6,4.76,16,12.7,34,26.98,20,15.87,5,3.97,45,35.71,31009
31,10,165,13,7.88,14,8.48,53,32.12,24,14.55,13,7.88,48,29.09,31010
31,11,101,8,7.92,12,11.88,29,28.71,17,16.83,5,4.95,30,29.7,31011
31,12,104,10,9.62,8,7.69,33,31.73,17,16.35,6,5.77,30,28.85,31012
31,13,140,10,7.14,20,14.29,29,20.71,15,10.71,7,5.0,59,42.14,31013
31,14,113,10,8.85,12,10.62,33,29.2,16,14.16,9,7.96,33,29.2,31014
31,15,127,8,6.3,13,10.24,25,19.69,24,18.9,7,5.51,50,39.37,31015
31,16,215,11,5.12,21,9.77,54,25.12,73,33.95,14,6.51,42,19.53,31016
31,17,100,7,7.0,11,11.0,26,26.0,18,18.0,6,6.0,32,32.0,31017
31,18,113,10,8.85,16,14.16,25,22.12,20,17.7,8,7.08,34,30.09,31018
31,19,130,9,6.92,18,13.85,38,29.23,11,8.46,1,0.77,53,40.77,31019
31,20,99,8,8.08,9,9.09,33,33.33,7,7.07,5,5.05,37,37.37,31020
31,21,104,4,3.85,6,5.77,43,41.35,10,9.62,3,2.88,38,36.54,31021
31,22,102,11,10.78,12,11.76,29,28.43,14,13.73,7,6.86,29,28.43,31022
31,23,135,9,6.67,19,14.07,31,22.96,30,22.22,12,8.89,34,25.19,31023
31,24,145,17,11.72,14,9.66,42,28.97,25,17.24,13,8.97,34,23.45,31024
31,25,127,7,5.51,16,12.6,38,29.92,19,14.96,6,4.72,41,32.28,31025
31,26,152,10,6.58,14,9.21,45,29.61,28,18.42,10,6.58,45,29.61,31026
31,27,120,10,8.33,13,10.83,22,18.33,15,12.5,9,7.5,51,42.5,31027
31,28,88,5,5.68,10,11.36,20,22.73,16,18.18,4,4.55,33,37.5,31028
31,29,95,8,8.42,13,13.68,23,24.21,13,13.68,2,2.11,36,37.89,31029
31,30,96,5,5.21,9,9.38,29,30.21,19,19.79,2,2.08,32,33.33,31030
31,31,95,13,13.68,10,10.53,22,23.16,17,17.89,3,3.16,30,31.58,31031
31,32,91,7,7.69,9,9.89,22,24.18,17,18.68,5,5.49,31,34.07,31032
31,33,115,7,6.09,22,19.13,37,32.17,7,6.09,10,8.7,32,27.83,31033
31,34,144,8,5.56,12,8.33,50,34.72,26,18.06,12,8.33,36,25.0,31034
31,35,157,9,5.73,17,10.83,48,30.57,16,10.19,12,7.64,55,35.03,31035
31,36,111,13,11.71,13,11.71,25,22.52,16,14.41,8,7.21,36,32.43,31036
31,37,135,6,4.44,12,8.89,45,33.33,26,19.26,5,3.7,41,30.37,31037
31,38,95,9,9.47,11,11.58,26,27.37,9,9.47,4,4.21,36,37.89,31038
31,39,152,10,6.58,13,8.55,47,30.92,42,27.63,17,11.18,23,15.13,31039
31,40,147,12,8.16,19,12.93,36,24.49,26,17.69,21,14.29,33,22.45,31040
31,41,103,14,13.59,9,8.74,18,17.48,20,19.42,4,3.88,38,36.89,31041
32,1,299,17,5.69,32,10.7,86,28.76,84,28.09,32,10.7,48,16.05,32001
32,2,241,16,6.64,29,12.03,69,28.63,89,36.93,23,9.54,15,6.22,32002
32,3,315,18,5.71,43,13.65,80,25.4,107,33.97,29,9.21,38,12.06,32003
32,4,231,7,3.03,22,9.52,65,28.14,98,42.42,18,7.79,21,9.09,32004
32,5,238,15,6.3,26,10.92,74,31.09,75,31.51,25,10.5,23,9.66,32005
32,6,247,11,4.45,33,13.36,62,25.1,100,40.49,23,9.31,18,7.29,32006
32,7,248,18,7.26,41,16.53,85,34.27,79,31.85,11,4.44,14,5.65,32007
32,8,251,14,5.58,28,11.16,56,22.31,112,44.62,26,10.36,15,5.98,32008
32,9,221,13,5.88,25,11.31,73,33.03,67,30.32,21,9.5,22,9.95,32009
32,10,230,21,9.13,40,17.39,55,23.91,77,33.48,18,7.83,19,8.26,32010
32,11,242,9,3.72,28,11.57,51,21.07,94,38.84,21,8.68,39,16.12,32011
32,12,192,14,7.29,24,12.5,54,28.13,63,32.81,15,7.81,22,11.46,32012
32,13,220,17,7.73,35,15.91,57,25.91,72,32.73,17,7.73,22,10.0,32013
32,14,283,9,3.18,28,9.89,86,30.39,102,36.04,24,8.48,34,12.01,32014
32,15,233,17,7.3,17,7.3,81,34.76,82,35.19,23,9.87,13,5.58,32015
32,16,233,17,7.3,30,12.88,66,28.33,71,30.47,31,13.3,18,7.73,32016
32,17,295,13,4.41,34,11.53,93,31.53,103,34.92,24,8.14,28,9.49,32017
32,18,193,14,7.25,31,16.06,47,24.35,73,37.82,12,6.22,16,8.29,32018
32,19,214,22,10.28,25,11.68,67,31.31,73,34.11,16,7.48,11,5.14,32019
32,20,290,15,5.17,27,9.31,88,30.34,89,30.69,35,12.07,36,12.41,32020
32,21,267,20,7.49,29,10.86,62,23.22,112,41.95,24,8.99,20,7.49,32021
32,22,281,19,6.76,31,11.03,74,26.33,105,37.37,23,8.19,29,10.32,32022
32,23,263,15,5.7,28,10.65,84,31.94,92,34.98,25,9.51,19,7.22,32023
32,24,141,9,6.38,18,12.77,39,27.66,57,40.43,7,4.96,11,7.8,32024
32,25,211,11,5.21,31,14.69,49,23.22,86,40.76,16,7.58,18,8.53,32025
32,26,312,12,3.85,34,10.9,102,32.69,99,31.73,29,9.29,36,11.54,32026
32,27,180,9,5.0,29,16.11,54,30.0,67,37.22,9,5.0,12,6.67,32027
32,28,297,18,6.06,31,10.44,84,28.28,117,39.39,17,5.72,30,10.1,32028
32,29,256,17,6.64,25,9.77,83,32.42,80,31.25,27,10.55,24,9.38,32029
32,30,174,16,9.2,20,11.49,41,23.56,77,44.25,11,6.32,9,5.17,32030
32,31,234,20,8.55,26,11.11,73,31.2,79,33.76,13,5.56,23,9.83,32031
32,32,263,13,4.94,29,11.03,72,27.38,99,37.64,26,9.89,24,9.13,32032
32,33,227,21,9.25,24,10.57,60,26.43,83,36.56,16,7.05,23,10.13,32033
32,34,241,14,5.81,27,11.2,74,30.71,90,37.34,17,7.05,19,7.88,32034
32,35,188,17,9.04,25,13.3,52,27.66,58,30.85,14,7.45,22,11.7,32035
32,36,219,10,4.57,21,9.59,62,28.31,79,36.07,32,14.61,15,6.85,32036
32,37,226,14,6.19,34,15.04,72,31.86,63,27.88,22,9.73,21,9.29,32037
32,38,204,11,5.39,31,15.2,63,30.88,58,28.43,16,7.84,25,12.25,32038
32,39,224,17,7.59,32,14.29,63,28.13,85,37.95,9,4.02,18,8.04,32039
32,40,244,16,6.56,28,11.48,76,31.15,91,37.3,22,9.02,11,4.51,32040
32,41,248,20,8.06,25,10.08,72,29.03,90,36.29,22,8.87,19,7.66,32041
32,42,187,10,5.35,37,19.79,47,25.13,61,32.62,13,6.95,19,10.16,32042
32,43,269,16,5.95,31,11.52,68,25.28,101,37.55,24,8.92,29,10.78,32043
33,1,322,15,4.66,37,11.49,85,26.4,105,32.61,25,7.76,55,17.08,33001
33,2,368,16,4.35,34,9.24,121,32.88,111,30.16,34,9.24,52,14.13,33002
33,3,417,35,8.39,50,11.99,102,24.46,132,31.65,33,7.91,65,15.59,33003
33,4,402,34,8.46,51,12.69,107,26.62,93,23.13,34,8.46,83,20.65,33004
33,5,232,15,6.47,30,12.93,45,19.4,60,25.86,15,6.47,67,28.88,33005
33,6,260,22,8.46,24,9.23,61,23.46,54,20.77,16,6.15,83,31.92,33006
33,7,305,20,6.56,31,10.16,86,28.2,83,27.21,34,11.15,51,16.72,33007
33,8,473,24,5.07,39,8.25,116,24.52,221,46.72,33,6.98,40,8.46,33008
33,9,280,12,4.29,29,10.36,92,32.86,71,25.36,28,10.0,48,17.14,33009
33,10,239,20,8.37,30,12.55,69,28.87,61,25.52,24,10.04,35,14.64,33010
33,11,292,16,5.48,31,10.62,69,23.63,88,30.14,23,7.88,65,22.26,33011
33,12,267,15,5.62,27,10.11,85,31.84,69,25.84,19,7.12,52,19.48,33012
33,13,269,14,5.2,28,10.41,82,30.48,64,23.79,21,7.81,60,22.3,33013
33,14,119,6,5.04,9,7.56,38,31.93,31,26.05,7,5.88,28,23.53,33014
33,15,283,18,6.36,26,9.19,81,28.62,80,28.27,25,8.83,53,18.73,33015
33,16,390,27,6.92,50,12.82,109,27.95,87,22.31,28,7.18,89,22.82,33016
33,17,265,21,7.92,25,9.43,76,28.68,75,28.3,25,9.43,43,16.23,33017
33,18,358,18,5.03,33,9.22,101,28.21,122,34.08,27,7.54,57,15.92,33018
33,19,330,25,7.58,44,13.33,79,23.94,91,27.58,32,9.7,59,17.88,33019
33,20,377,14,3.71,37,9.81,123,32.63,131,34.75,23,6.1,49,13.0,33020
33,21,299,24,8.03,22,7.36,102,34.11,69,23.08,26,8.7,56,18.73,33021
33,22,265,15,5.66,33,12.45,64,24.15,79,29.81,12,4.53,62,23.4,33022
33,23,314,14,4.46,32,10.19,115,36.62,81,25.8,25,7.96,47,14.97,33023
33,24,437,17,3.89,50,11.44,101,23.11,195,44.62,40,9.15,34,7.78,33024
33,25,359,25,6.96,45,12.53,93,25.91,96,26.74,30,8.36,70,19.5,33025
33,26,218,10,4.59,33,15.14,59,27.06,67,30.73,21,9.63,28,12.84,33026
33,27,315,20,6.35,32,10.16,83,26.35,100,31.75,16,5.08,64,20.32,33027
33,28,269,10,3.72,33,12.27,65,24.16,81,30.11,32,11.9,48,17.84,33028
34,1,249,80,32.13,22,8.84,36,14.46,64,25.7,33,13.25,14,5.62,34001
34,2,198,72,36.36,16,8.08,24,12.12,44,22.22,30,15.15,12,6.06,34002
34,3,233,74,31.76,20,8.58,36,15.45,61,26.18,23,9.87,19,8.15,34003
34,4,143,54,37.76,14,9.79,18,12.59,35,24.48,16,11.19,6,4.2,34004
34,5,204,74,36.27,21,10.29,35,17.16,38,18.63,22,10.78,14,6.86,34005
34,6,249,103,41.37,16,6.43,36,14.46,50,20.08,33,13.25,11,4.42,34006
34,7,264,93,35.23,31,11.74,36,13.64,59,22.35,28,10.61,17,6.44,34007
34,8,165,72,43.64,16,9.7,16,9.7,41,24.85,15,9.09,5,3.03,34008
34,9,123,40,32.52,9,7.32,16,13.01,32,26.02,18,14.63,8,6.5,34009
34,10,228,77,33.77,16,7.02,29,12.72,67,29.39,29,12.72,10,4.39,34010
34,11,160,57,35.63,14,8.75,28,17.5,24,15.0,26,16.25,11,6.88,34011
34,12,245,77,31.43,25,10.2,38,15.51,69,28.16,21,8.57,15,6.12,34012
34,13,230,83,36.09,15,6.52,40,17.39,49,21.3,35,15.22,8,3.48,34013
34,14,171,47,27.49,12,7.02,38,22.22,52,30.41,14,8.19,8,4.68,34014
34,15,174,56,32.18,18,10.34,33,18.97,36,20.69,20,11.49,11,6.32,34015
34,16,169,45,26.63,19,11.24,30,17.75,41,24.26,23,13.61,11,6.51,34016
34,17,279,96,34.41,27,9.68,36,12.9,74,26.52,29,10.39,17,6.09,34017
34,18,148,55,37.16,12,8.11,23,15.54,31,20.95,19,12.84,8,5.41,34018
34,19,212,92,43.4,20,9.43,19,8.96,49,23.11,18,8.49,14,6.6,34019
34,20,281,95,33.81,21,7.47,31,11.03,87,30.96,32,11.39,15,5.34,34020
34,21,276,83,30.07,19,6.88,31,11.23,86,31.16,39,14.13,18,6.52,34021
34,22,205,69,33.66,23,11.22,27,13.17,55,26.83,19,9.27,12,5.85,34022
34,23,184,63,34.24,14,7.61,38,20.65,36,19.57,22,11.96,11,5.98,34023
34,24,186,56,30.11,21,11.29,30,16.13,54,29.03,16,8.6,9,4.84,34024
34,25,342,108,31.58,39,11.4,41,11.99,92,26.9,42,12.28,20,5.85,34025
34,26,254,90,35.43,26,10.24,39,15.35,61,24.02,27,10.63,11,4.33,34026
34,27,163,49,30.06,16,9.82,27,16.56,38,23.31,23,14.11,10,6.13,34027
34,28,108,46,42.59,13,12.04,20,18.52,20,18.52,4,3.7,5,4.63,34028
34,29,178,63,35.39,18,10.11,24,13.48,38,21.35,27,15.17,8,4.49,34029
34,30,222,83,37.39,14,6.31,27,12.16,58,26.13,28,12.61,12,5.41,34030
34,31,140,42,30.0,18,12.86,30,21.43,32,22.86,11,7.86,7,5.0,34031
34,32,197,75,38.07,19,9.64,36,18.27,32,16.24,24,12.18,11,5.58,34032
34,33,144,55,38.19,16,11.11,21,14.58,36,25.0,15,10.42,1,0.69,34033
34,34,269,73,27.14,25,9.29,45,16.73,80,29.74,30,11.15,16,5.95,34034
34,35,252,78,30.95,24,9.52,39,15.48,46,18.25,47,18.65,18,7.14,34035
34,36,192,69,35.94,18,9.38,25,13.02,41,21.35,32,16.67,7,3.65,34036
34,37,111,38,34.23,9,8.11,20,18.02,17,15.32,15,13.51,12,10.81,34037
34,38,84,30,35.71,8,9.52,10,11.9,25,29.76,8,9.52,3,3.57,34038
34,39,133,50,37.59,16,12.03,20,15.04,23,17.29,17,12.78,7,5.26,34039
34,40,231,94,40.69,23,9.96,42,18.18,44,19.05,23,9.96,5,2.16,34040
34,41,139,46,33.09,10,7.19,24,17.27,26,18.71,19,13.67,14,10.07,34041
34,42,231,69,29.87,24,10.39,42,18.18,43,18.61,33,14.29,20,8.66,34042
34,43,212,73,34.43,10,4.72,32,15.09,53,25.0,27,12.74,17,8.02,34043
34,44,218,79,36.24,19,8.72,27,12.39,59,27.06,20,9.17,14,6.42,34044
34,45,184,65,35.33,14,7.61,21,11.41,47,25.54,19,10.33,18,9.78,34045
34,46,163,51,31.29,13,7.98,12,7.36,46,28.22,29,17.79,12,7.36,34046
34,47,226,73,32.3,23,10.18,45,19.91,49,21.68,23,10.18,13,5.75,34047
34,48,257,92,35.8,16,6.23,31,12.06,71,27.63,34,13.23,13,5.06,34048
34,49,210,69,32.86,14,6.67,29,13.81,52,24.76,25,11.9,21,10.0,34049
34,50,160,59,36.88,17,10.63,30,18.75,29,18.13,14,8.75,11,6.88,34050
34,51,259,98,37.84,21,8.11,30,11.58,57,22.01,31,11.97,22,8.49,34051
34,52,178,58,32.58,15,8.43,20,11.24,50,28.09,29,16.29,6,3.37,34052
34,53,123,35,28.46,17,13.82,24,19.51,24,19.51,16,13.01,7,5.69,34053
35,1,253,11,4.35,34,13.44,83,32.81,64,25.3,17,6.72,44,17.39,35001
35,2,271,14,5.17,25,9.23,66,24.35,86,31.73,25,9.23,55,20.3,35002
35,3,213,19,8.92,23,10.8,52,24.41,56,26.29,16,7.51,47,22.07,35003
35,4,241,15,6.22,21,8.71,63,26.14,76,31.54,14,5.81,52,21.58,35004
35,5,194,13,6.7,15,7.73,54,27.84,57,29.38,18,9.28,37,19.07,35005
35,6,242,13,5.37,23,9.5,69,28.51,64,26.45,32,13.22,41,16.94,35006
35,7,262,12,4.58,29,11.07,74,28.24,89,33.97,14,5.34,44,16.79,35007
35,8,241,18,7.47,23,9.54,70,29.05,69,28.63,19,7.88,42,17.43,35008
35,9,193,8,4.15,24,12.44,61,31.61,50,25.91,18,9.33,32,16.58,35009
35,10,327,12,3.67,43,13.15,92,28.13,98,29.97,30,9.17,52,15.9,35010
35,11,263,15,5.7,41,15.59,68,25.86,64,24.33,18,6.84,57,21.67,35011
35,12,149,14,9.4,17,11.41,40,26.85,16,10.74,9,6.04,53,35.57,35012
35,13,141,14,9.93,13,9.22,38,26.95,17,12.06,10,7.09,49,34.75,35013
35,14,181,12,6.63,23,12.71,53,29.28,18,9.94,8,4.42,67,37.02,35014
35,15,282,16,5.67,25,8.87,98,34.75,66,23.4,20,7.09,57,20.21,35015
35,16,136,6,4.41,15,11.03,34,25.0,11,8.09,7,5.15,63,46.32,35016
35,17,217,12,5.53,25,11.52,66,30.41,58,26.73,26,11.98,30,13.82,35017
35,18,176,7,3.98,14,7.95,45,25.57,30,17.05,11,6.25,69,39.2,35018
35,19,150,15,10.0,19,12.67,38,25.33,18,12.0,4,2.67,56,37.33,35019
35,20,214,19,8.88,22,10.28,70,32.71,40,18.69,18,8.41,45,21.03,35020
35,21,231,9,3.9,23,9.96,71,30.74,53,22.94,20,8.66,55,23.81,35021
35,22,279,25,8.96,30,10.75,77,27.6,63,22.58,29,10.39,55,19.71,35022
35,23,252,14,5.56,29,11.51,63,25.0,70,27.78,34,13.49,42,16.67,35023
35,24,208,17,8.17,26,12.5,48,23.08,57,27.4,17,8.17,43,20.67,35024
35,25,194,17,8.76,18,9.28,46,23.71,75,38.66,19,9.79,19,9.79,35025
35,26,210,12,5.71,23,10.95,59,28.1,47,22.38,15,7.14,54,25.71,35026
35,27,232,17,7.33,26,11.21,72,31.03,51,21.98,18,7.76,48,20.69,35027
35,28,229,9,3.93,31,13.54,68,29.69,64,27.95,16,6.99,41,17.9,35028
35,29,203,17,8.37,16,7.88,65,32.02,40,19.7,20,9.85,45,22.17,35029
35,30,198,17,8.59,23,11.62,55,27.78,44,22.22,17,8.59,42,21.21,35030
35,31,207,15,7.25,36,17.39,60,28.99,45,21.74,10,4.83,41,19.81,35031
36,1,173,17,9.83,15,8.67,53,30.64,18,10.4,12,6.94,58,33.53,36001
36,2,205,11,5.37,30,14.63,58,28.29,37,18.05,9,4.39,60,29.27,36002
36,3,158,20,12.66,19,12.03,42,26.58,18,11.39,13,8.23,46,29.11,36003
36,4,157,19,12.1,16,10.19,48,30.57,26,16.56,7,4.46,41,26.11,36004
36,5,120,10,8.33,10,8.33,24,20.0,28,23.33,10,8.33,38,31.67,36005
36,6,140,17,12.14,12,8.57,33,23.57,23,16.43,8,5.71,47,33.57,36006
36,7,203,19,9.36,31,15.27,51,25.12,41,20.2,15,7.39,46,22.66,36007
36,8,141,15,10.64,7,4.96,43,30.5,17,12.06,4,2.84,55,39.01,36008
36,9,164,15,9.15,13,7.93,53,32.32,18,10.98,9,5.49,56,34.15,36009
36,10,213,24,11.27,19,8.92,65,30.52,35,16.43,7,3.29,63,29.58,36010
36,11,112,8,7.14,12,10.71,39,34.82,17,15.18,6,5.36,30,26.79,36011
36,12,94,6,6.38,7,7.45,27,28.72,24,25.53,4,4.26,26,27.66,36012
36,13,118,6,5.08,18,15.25,29,24.58,15,12.71,1,0.85,49,41.53,36013
36,14,173,6,3.47,29,16.76,61,35.26,36,20.81,14,8.09,27,15.61,36014
36,15,192,11,5.73,38,19.79,57,29.69,29,15.1,18,9.38,39,20.31,36015
36,16,160,11,6.88,18,11.25,55,34.38,28,17.5,6,3.75,42,26.25,36016
36,17,214,17,7.94,23,10.75,70,32.71,38,17.76,12,5.61,54,25.23,36017
36,18,184,10,5.43,26,14.13,52,28.26,50,27.17,10,5.43,36,19.57,36018
36,19,240,21,8.75,19,7.92,71,29.58,41,17.08,8,3.33,80,33.33,36019
36,20,173,13,7.51,22,12.72,49,28.32,32,18.5,8,4.62,49,28.32,36020
36,21,155,13,8.39,10,6.45,42,27.1,20,12.9,11,7.1,59,38.06,36021
36,22,135,12,8.89,16,11.85,46,34.07,20,14.81,3,2.22,38,28.15,36022
36,23,132,10,7.58,10,7.58,30,22.73,16,12.12,6,4.55,60,45.45,36023
36,24,199,17,8.54,21,10.55,54,27.14,40,20.1,11,5.53,56,28.14,36024
36,25,168,17,10.12,18,10.71,38,22.62,20,11.9,11,6.55,64,38.1,36025
36,26,149,9,6.04,20,13.42,39,26.17,35,23.49,9,6.04,37,24.83,36026
36,27,159,8,5.03,22,13.84,41,25.79,31,19.5,10,6.29,47,29.56,36027
36,28,161,14,8.7,17,10.56,47,29.19,29,18.01,10,6.21,44,27.33,36028
36,29,207,20,9.66,31,14.98,71,34.3,33,15.94,8,3.86,44,21.26,36029
36,30,163,12,7.36,22,13.5,40,24.54,30,18.4,4,2.45,55,33.74,36030
37,1,157,47,29.94,20,12.74,29,18.47,23,14.65,20,12.74,18,11.46,37001
37,2,121,24,19.83,13,10.74,32,26.45,31,25.62,8,6.61,13,10.74,37002
37,3,115,32,27.83,16,13.91,25,21.74,22,19.13,10,8.7,10,8.7,37003
37,4,123,35,28.46,11,8.94,28,22.76,13,10.57,15,12.2,21,17.07,37004
37,5,201,71,35.32,20,9.95,32,15.92,34,16.92,25,12.44,19,9.45,37005
37,6,179,50,27.93,21,11.73,38,21.23,40,22.35,15,8.38,15,8.38,37006
37,7,123,30,24.39,20,16.26,34,27.64,13,10.57,8,6.5,18,14.63,37007
37,8,104,28,26.92,20,19.23,17,16.35,16,15.38,5,4.81,18,17.31,37008
37,9,181,54,29.83,24,13.26,41,22.65,34,18.78,15,8.29,13,7.18,37009
37,10,210,45,21.43,23,10.95,37,17.62,49,23.33,21,10.0,35,16.67,37010
37,11,99,23,23.23,19,19.19,20,20.2,18,18.18,10,10.1,9,9.09,37011
37,12,143,39,27.27,12,8.39,36,25.17,22,15.38,14,9.79,20,13.99,37012
37,13,137,46,33.58,17,12.41,16,11.68,24,17.52,15,10.95,19,13.87,37013
37,14,182,64,35.16,23,12.64,33,18.13,29,15.93,18,9.89,15,8.24,37014
37,15,198,62,31.31,29,14.65,44,22.22,24,12.12,21,10.61,18,9.09,37015
37,16,183,54,29.51,21,11.48,32,17.49,42,22.95,14,7.65,20,10.93,37016
37,17,126,34,26.98,11,8.73,24,19.05,30,23.81,19,15.08,8,6.35,37017
37,18,177,47,26.55,26,14.69,39,22.03,31,17.51,17,9.6,17,9.6,37018
37,19,131,38,29.01,17,12.98,28,21.37,22,16.79,15,11.45,11,8.4,37019
37,20,127,44,34.65,12,9.45,20,15.75,26,20.47,16,12.6,9,7.09,37020
37,21,125,21,16.8,23,18.4,20,16.0,26,20.8,13,10.4,22,17.6,37021
37,22,149,36,24.16,22,14.77,37,24.83,18,12.08,9,6.04,27,18.12,37022
37,23,180,50,27.78,21,11.67,29,16.11,45,25.0,22,12.22,13,7.22,37023
37,24,179,49,27.37,20,11.17,31,17.32,37,20.67,21,11.73,21,11.73,37024
37,25,167,72,43.11,16,9.58,18,10.78,39,23.35,10,5.99,12,7.19,37025
37,26,224,72,32.14,24,10.71,36,16.07,46,20.54,17,7.59,29,12.95,37026
37,27,160,63,39.38,13,8.13,25,15.63,30,18.75,16,10.0,13,8.13,37027
37,28,162,55,33.95,25,15.43,31,19.14,25,15.43,8,4.94,18,11.11,37028
37,29,152,43,28.29,15,9.87,31,20.39,31,20.39,16,10.53,16,10.53,37029
37,30,169,52,30.77,19,11.24,33,19.53,31,18.34,14,8.28,20,11.83,37030
37,31,185,56,30.27,19,10.27,37,20.0,40,21.62,17,9.19,16,8.65,37031
37,32,155,50,32.26,21,13.55,23,14.84,32,20.65,20,12.9,9,5.81,37032
37,33,194,58,29.9,34,17.53,38,19.59,34,17.53,15,7.73,15,7.73,37033
37,34,166,62,37.35,25,15.06,27,16.27,33,19.88,11,6.63,8,4.82,37034
37,35,225,71,31.56,30,13.33,49,21.78,38,16.89,20,8.89,17,7.56,37035
37,36,145,35,24.14,15,10.34,40,27.59,29,20.0,15,10.34,11,7.59,37036
37,37,194,53,27.32,18,9.28,52,26.8,38,19.59,17,8.76,16,8.25,37037
37,38,208,71,34.13,22,10.58,39,18.75,44,21.15,19,9.13,13,6.25,37038
37,39,150,44,29.33,23,15.33,28,18.67,34,22.67,13,8.67,8,5.33,37039
37,40,206,73,35.44,21,10.19,34,16.5,44,21.36,22,10.68,12,5.83,37040
37,41,162,45,27.78,17,10.49,30,18.52,38,23.46,14,8.64,18,11.11,37041
38,1,172,13,7.56,23,13.37,46,26.74,48,27.91,9,5.23,33,19.19,38001
38,2,153,7,4.58,19,12.42,62,40.52,32,20.92,7,4.58,26,16.99,38002
38,3,153,16,10.46,34,22.22,45,29.41,20,13.07,13,8.5,25,16.34,38003
38,4,183,12,6.56,27,14.75,59,32.24,41,22.4,15,8.2,29,15.85,38004
38,5,151,11,7.28,21,13.91,40,26.49,32,21.19,13,8.61,34,22.52,38005
38,6,121,12,9.92,13,10.74,41,33.88,14,11.57,8,6.61,33,27.27,38006
38,7,145,16,11.03,17,11.72,42,28.97,25,17.24,15,10.34,30,20.69,38007
38,8,160,11,6.88,18,11.25,51,31.88,40,25.0,7,4.38,33,20.63,38008
38,9,185,12,6.49,22,11.89,65,35.14,35,18.92,12,6.49,39,21.08,38009
38,10,156,8,5.13,17,10.9,48,30.77,30,19.23,9,5.77,44,28.21,38010
38,11,152,18,11.84,25,16.45,46,30.26,36,23.68,11,7.24,16,10.53,38011
38,12,164,17,10.37,27,16.46,61,37.2,24,14.63,6,3.66,29,17.68,38012
38,13,199,16,8.04,31,15.58,67,33.67,50,25.13,10,5.03,25,12.56,38013
38,14,187,21,11.23,26,13.9,47,25.13,51,27.27,12,6.42,30,16.04,38014
38,15,177,7,3.95,31,17.51,58,32.77,28,15.82,9,5.08,44,24.86,38015
38,16,168,17,10.12,24,14.29,52,30.95,33,19.64,17,10.12,25,14.88,38016
38,17,193,21,10.88,27,13.99,60,31.09,30,15.54,19,9.84,36,18.65,38017
38,18,194,15,7.73,33,17.01,55,28.35,50,25.77,13,6.7,28,14.43,38018
