ward,precinct,total,Danny K. Davis,Danny K. Davis Percent,precinct_id
1,1,71,71,100.0,01001
1,6,64,64,100.0,01006
1,11,6,6,100.0,01011
1,44,6,6,100.0,01044
2,1,126,126,100.0,02001
2,2,6,6,100.0,02002
2,3,97,97,100.0,02003
2,4,112,112,100.0,02004
2,5,80,80,100.0,02005
2,6,61,61,100.0,02006
2,7,203,203,100.0,02007
2,8,153,153,100.0,02008
2,9,110,110,100.0,02009
2,10,27,27,100.0,02010
2,11,70,70,100.0,02011
2,12,72,72,100.0,02012
2,13,123,123,100.0,02013
2,15,22,22,100.0,02015
2,16,87,87,100.0,02016
2,17,120,120,100.0,02017
2,18,122,122,100.0,02018
2,19,7,7,100.0,02019
2,20,11,11,100.0,02020
2,21,199,199,100.0,02021
2,22,220,220,100.0,02022
2,23,97,97,100.0,02023
2,24,77,77,100.0,02024
2,25,66,66,100.0,02025
2,26,170,170,100.0,02026
2,27,123,123,100.0,02027
2,28,36,36,100.0,02028
2,29,53,53,100.0,02029
2,30,69,69,100.0,02030
2,32,54,54,100.0,02032
2,33,81,81,100.0,02033
2,34,183,183,100.0,02034
2,35,33,33,100.0,02035
2,36,90,90,100.0,02036
2,37,127,127,100.0,02037
2,38,172,172,100.0,02038
2,39,111,111,100.0,02039
2,40,175,175,100.0,02040
2,41,66,66,100.0,02041
2,42,28,28,100.0,02042
2,43,202,202,100.0,02043
2,45,109,109,100.0,02045
2,47,126,126,100.0,02047
2,48,95,95,100.0,02048
2,49,102,102,100.0,02049
2,50,77,77,100.0,02050
2,51,71,71,100.0,02051
2,52,149,149,100.0,02052
2,53,52,52,100.0,02053
2,54,112,112,100.0,02054
2,55,29,29,100.0,02055
2,56,139,139,100.0,02056
2,57,136,136,100.0,02057
2,58,48,48,100.0,02058
2,59,155,155,100.0,02059
2,60,133,133,100.0,02060
2,61,82,82,100.0,02061
3,1,161,161,100.0,03001
3,2,223,223,100.0,03002
3,3,100,100,100.0,03003
3,4,107,107,100.0,03004
3,6,60,60,100.0,03006
