ward,precinct,total,Robert Shaw,Robert Shaw Percent,precinct_id
9,3,108,59,54.63,09003
9,7,202,66,32.67,09007
9,15,168,51,30.36,09015
9,16,129,55,42.64,09016
9,24,100,54,54.0,09024
9,26,118,61,51.69,09026
9,28,109,57,52.29,09028
9,33,155,66,42.58,09033
9,41,231,99,42.86,09041
9,42,96,59,61.46,09042
9,44,128,39,30.47,09044
9,50,186,62,33.33,09050
