ward,precinct,total,"Michael J. Howlett, Jr.","Michael J. Howlett, Jr. Percent",Margaret Ann (Meg) Carey,Margaret Ann (Meg) Carey Percent,precinct_id
1,1,68,33,48.53,35,51.47,01001
1,2,46,20,43.48,26,56.52,01002
1,3,38,23,60.53,15,39.47,01003
1,4,66,33,50.0,33,50.0,01004
1,5,59,25,42.37,34,57.63,01005
1,6,59,32,54.24,27,45.76,01006
1,7,71,46,64.79,25,35.21,01007
1,8,58,35,60.34,23,39.66,01008
1,9,96,56,58.33,40,41.67,01009
1,10,67,34,50.75,33,49.25,01010
1,11,41,23,56.1,18,43.9,01011
1,12,69,43,62.32,26,37.68,01012
1,13,96,48,50.0,48,50.0,01013
1,14,87,51,58.62,36,41.38,01014
1,15,72,45,62.5,27,37.5,01015
1,16,26,19,73.08,7,26.92,01016
1,17,44,20,45.45,24,54.55,01017
1,18,49,28,57.14,21,42.86,01018
1,19,81,45,55.56,36,44.44,01019
1,20,63,37,58.73,26,41.27,01020
1,21,66,34,51.52,32,48.48,01021
1,22,73,44,60.27,29,39.73,01022
1,23,45,18,40.0,27,60.0,01023
1,24,127,63,49.61,64,50.39,01024
1,25,58,32,55.17,26,44.83,01025
1,26,44,19,43.18,25,56.82,01026
1,27,47,21,44.68,26,55.32,01027
1,28,80,37,46.25,43,53.75,01028
1,29,69,23,33.33,46,66.67,01029
1,30,160,87,54.38,73,45.63,01030
1,31,52,32,61.54,20,38.46,01031
1,32,68,42,61.76,26,38.24,01032
1,33,70,30,42.86,40,57.14,01033
1,34,41,22,53.66,19,46.34,01034
1,35,28,15,53.57,13,46.43,01035
1,36,58,24,41.38,34,58.62,01036
1,37,48,28,58.33,20,41.67,01037
1,38,46,29,63.04,17,36.96,01038
1,39,75,41,54.67,34,45.33,01039
1,40,51,22,43.14,29,56.86,01040
1,41,90,41,45.56,49,54.44,01041
1,42,43,26,60.47,17,39.53,01042
1,43,52,19,36.54,33,63.46,01043
1,44,45,27,60.0,18,40.0,01044
1,45,60,19,31.67,41,68.33,01045
1,46,56,39,69.64,17,30.36,01046
1,47,34,18,52.94,16,47.06,01047
1,48,70,32,45.71,38,54.29,01048
1,49,27,16,59.26,11,40.74,01049
1,50,47,24,51.06,23,48.94,01050
2,1,115,54,46.96,61,53.04,02001
2,2,4,1,25.0,3,75.0,02002
2,3,87,49,56.32,38,43.68,02003
2,4,87,61,70.11,26,29.89,02004
2,5,72,50,69.44,22,30.56,02005
2,6,64,28,43.75,36,56.25,02006
2,7,165,109,66.06,56,33.94,02007
2,8,141,92,65.25,49,34.75,02008
2,9,88,54,61.36,34,38.64,02009
2,10,23,19,82.61,4,17.39,02010
2,11,68,44,64.71,24,35.29,02011
2,12,80,48,60.0,32,40.0,02012
2,13,98,70,71.43,28,28.57,02013
2,14,196,119,60.71,77,39.29,02014
2,15,21,12,57.14,9,42.86,02015
2,16,81,48,59.26,33,40.74,02016
2,17,102,70,68.63,32,31.37,02017
2,18,119,72,60.5,47,39.5,02018
2,19,5,4,80.0,1,20.0,02019
2,20,172,130,75.58,42,24.42,02020
2,21,165,105,63.64,60,36.36,02021
2,22,212,118,55.66,94,44.34,02022
2,23,84,50,59.52,34,40.48,02023
2,24,63,42,66.67,21,33.33,02024
2,25,66,45,68.18,21,31.82,02025
2,26,151,74,49.01,77,50.99,02026
2,27,95,58,61.05,37,38.95,02027
2,28,34,15,44.12,19,55.88,02028
2,29,40,26,65.0,14,35.0,02029
2,30,63,33,52.38,30,47.62,02030
2,31,157,101,64.33,56,35.67,02031
2,32,46,34,73.91,12,26.09,02032
2,33,64,47,73.44,17,26.56,02033
2,34,140,100,71.43,40,28.57,02034
2,35,30,20,66.67,10,33.33,02035
2,36,58,41,70.69,17,29.31,02036
2,37,134,79,58.96,55,41.04,02037
2,38,136,82,60.29,54,39.71,02038
2,39,88,47,53.41,41,46.59,02039
2,40,153,91,59.48,62,40.52,02040
2,41,56,39,69.64,17,30.36,02041
2,42,20,10,50.0,10,50.0,02042
2,43,184,109,59.24,75,40.76,02043
2,44,119,76,63.87,43,36.13,02044
2,45,91,53,58.24,38,41.76,02045
2,46,212,140,66.04,72,33.96,02046
2,47,109,74,67.89,35,32.11,02047
2,48,82,64,78.05,18,21.95,02048
2,49,89,45,50.56,44,49.44,02049
2,50,68,34,50.0,34,50.0,02050
2,51,61,46,75.41,15,24.59,02051
2,52,127,76,59.84,51,40.16,02052
2,53,42,24,57.14,18,42.86,02053
2,54,101,47,46.53,54,53.47,02054
2,55,32,18,56.25,14,43.75,02055
2,56,119,72,60.5,47,39.5,02056
2,57,110,83,75.45,27,24.55,02057
2,58,45,25,55.56,20,44.44,02058
2,59,148,89,60.14,59,39.86,02059
2,60,137,88,64.23,49,35.77,02060
2,61,74,39,52.7,35,47.3,02061
3,1,124,71,57.26,53,42.74,03001
3,2,184,117,63.59,67,36.41,03002
3,3,80,45,56.25,35,43.75,03003
3,4,92,58,63.04,34,36.96,03004
3,5,129,78,60.47,51,39.53,03005
3,6,49,31,63.27,18,36.73,03006
3,7,139,94,67.63,45,32.37,03007
3,8,53,30,56.6,23,43.4,03008
3,9,101,63,62.38,38,37.62,03009
3,10,52,31,59.62,21,40.38,03010
3,11,118,68,57.63,50,42.37,03011
3,12,119,80,67.23,39,32.77,03012
3,13,79,37,46.84,42,53.16,03013
3,14,88,62,70.45,26,29.55,03014
3,15,106,55,51.89,51,48.11,03015
3,16,95,63,66.32,32,33.68,03016
3,17,80,53,66.25,27,33.75,03017
3,18,84,52,61.9,32,38.1,03018
3,19,6,0,,6,,03019
3,20,86,47,54.65,39,45.35,03020
3,21,49,35,71.43,14,28.57,03021
3,22,68,39,57.35,29,42.65,03022
3,23,24,13,54.17,11,45.83,03023
3,24,93,63,67.74,30,32.26,03024
3,25,94,67,71.28,27,28.72,03025
3,26,105,52,49.52,53,50.48,03026
3,27,113,68,60.18,45,39.82,03027
3,28,45,24,53.33,21,46.67,03028
3,29,94,58,61.7,36,38.3,03029
3,30,102,58,56.86,44,43.14,03030
3,31,155,100,64.52,55,35.48,03031
3,32,70,33,47.14,37,52.86,03032
3,33,141,78,55.32,63,44.68,03033
3,34,84,46,54.76,38,45.24,03034
3,35,88,52,59.09,36,40.91,03035
3,36,50,29,58.0,21,42.0,03036
3,37,43,24,55.81,19,44.19,03037
3,38,146,99,67.81,47,32.19,03038
3,39,183,118,64.48,65,35.52,03039
3,40,69,36,52.17,33,47.83,03040
3,41,104,64,61.54,40,38.46,03041
3,42,80,45,56.25,35,43.75,03042
3,43,40,23,57.5,17,42.5,03043
3,44,44,31,70.45,13,29.55,03044
3,45,72,40,55.56,32,44.44,03045
3,46,59,39,66.1,20,33.9,03046
3,47,84,41,48.81,43,51.19,03047
3,48,74,43,58.11,31,41.89,03048
3,49,33,18,54.55,15,45.45,03049
3,50,88,63,71.59,25,28.41,03050
3,51,45,18,40.0,27,60.0,03051
3,52,46,32,69.57,14,30.43,03052
3,53,93,54,58.06,39,41.94,03053
3,54,136,82,60.29,54,39.71,03054
4,1,128,80,62.5,48,37.5,04001
4,2,213,146,68.54,67,31.46,04002
4,3,197,128,64.97,69,35.03,04003
4,4,186,117,62.9,69,37.1,04004
4,5,166,104,62.65,62,37.35,04005
4,6,73,43,58.9,30,41.1,04006
4,7,154,113,73.38,41,26.62,04007
4,8,183,137,74.86,46,25.14,04008
4,9,322,201,62.42,121,37.58,04009
4,10,176,105,59.66,71,40.34,04010
4,11,149,102,68.46,47,31.54,04011
4,12,91,63,69.23,28,30.77,04012
4,13,111,69,62.16,42,37.84,04013
4,14,112,74,66.07,38,33.93,04014
4,15,106,65,61.32,41,38.68,04015
4,16,200,131,65.5,69,34.5,04016
4,17,151,98,64.9,53,35.1,04017
4,18,181,129,71.27,52,28.73,04018
4,19,175,113,64.57,62,35.43,04019
4,20,66,42,63.64,24,36.36,04020
4,21,191,128,67.02,63,32.98,04021
4,22,205,126,61.46,79,38.54,04022
4,23,116,81,69.83,35,30.17,04023
4,24,170,118,69.41,52,30.59,04024
4,25,183,118,64.48,65,35.52,04025
4,26,162,107,66.05,55,33.95,04026
4,27,161,110,68.32,51,31.68,04027
4,28,98,65,66.33,33,33.67,04028
4,29,133,80,60.15,53,39.85,04029
4,30,24,17,70.83,7,29.17,04030
4,31,90,54,60.0,36,40.0,04031
4,32,146,97,66.44,49,33.56,04032
4,33,87,58,66.67,29,33.33,04033
4,34,110,72,65.45,38,34.55,04034
4,35,94,52,55.32,42,44.68,04035
4,36,73,42,57.53,31,42.47,04036
4,37,49,30,61.22,19,38.78,04037
4,38,231,156,67.53,75,32.47,04038
4,39,88,60,68.18,28,31.82,04039
4,40,128,85,66.41,43,33.59,04040
4,41,73,34,46.58,39,53.42,04041
4,42,203,128,63.05,75,36.95,04042
4,43,107,61,57.01,46,42.99,04043
4,44,103,68,66.02,35,33.98,04044
4,45,327,240,73.39,87,26.61,04045
4,46,120,86,71.67,34,28.33,04046
4,47,197,142,72.08,55,27.92,04047
4,48,222,157,70.72,65,29.28,04048
4,49,127,82,64.57,45,35.43,04049
4,50,148,104,70.27,44,29.73,04050
4,51,201,130,64.68,71,35.32,04051
4,52,201,124,61.69,77,38.31,04052
4,53,146,93,63.7,53,36.3,04053
4,54,79,53,67.09,26,32.91,04054
4,55,82,56,68.29,26,31.71,04055
5,1,155,96,61.94,59,38.06,05001
5,2,129,88,68.22,41,31.78,05002
5,3,71,41,57.75,30,42.25,05003
5,4,119,70,58.82,49,41.18,05004
5,5,136,89,65.44,47,34.56,05005
5,6,179,102,56.98,77,43.02,05006
5,7,160,96,60.0,64,40.0,05007
5,8,140,93,66.43,47,33.57,05008
5,9,147,89,60.54,58,39.46,05009
5,10,132,79,59.85,53,40.15,05010
5,11,128,69,53.91,59,46.09,05011
5,12,98,73,74.49,25,25.51,05012
5,13,126,89,70.63,37,29.37,05013
5,14,178,108,60.67,70,39.33,05014
5,15,115,59,51.3,56,48.7,05015
5,16,109,61,55.96,48,44.04,05016
5,17,166,99,59.64,67,40.36,05017
5,18,143,79,55.24,64,44.76,05018
5,19,79,52,65.82,27,34.18,05019
5,20,69,44,63.77,25,36.23,05020
5,21,196,112,57.14,84,42.86,05021
5,22,150,87,58.0,63,42.0,05022
5,23,112,66,58.93,46,41.07,05023
5,24,154,103,66.88,51,33.12,05024
5,25,160,86,53.75,74,46.25,05025
5,26,182,114,62.64,68,37.36,05026
5,27,124,70,56.45,54,43.55,05027
5,28,163,102,62.58,61,37.42,05028
5,29,156,92,58.97,64,41.03,05029
5,30,115,64,55.65,51,44.35,05030
5,31,126,74,58.73,52,41.27,05031
5,32,249,153,61.45,96,38.55,05032
5,33,126,77,61.11,49,38.89,05033
5,34,156,86,55.13,70,44.87,05034
5,35,110,60,54.55,50,45.45,05035
5,36,80,46,57.5,34,42.5,05036
5,37,124,66,53.23,58,46.77,05037
5,38,148,99,66.89,49,33.11,05038
5,39,154,97,62.99,57,37.01,05039
5,40,138,75,54.35,63,45.65,05040
5,41,86,52,60.47,34,39.53,05041
5,42,168,105,62.5,63,37.5,05042
5,43,176,112,63.64,64,36.36,05043
5,44,188,110,58.51,78,41.49,05044
5,45,94,59,62.77,35,37.23,05045
5,46,143,92,64.34,51,35.66,05046
5,47,113,70,61.95,43,38.05,05047
5,48,76,45,59.21,31,40.79,05048
5,49,33,24,72.73,9,27.27,05049
5,50,110,68,61.82,42,38.18,05050
5,51,101,69,68.32,32,31.68,05051
5,52,14,9,64.29,5,35.71,05052
5,53,173,100,57.8,73,42.2,05053
5,54,217,129,59.45,88,40.55,05054
5,55,126,79,62.7,47,37.3,05055
6,1,223,168,75.34,55,24.66,06001
6,2,210,142,67.62,68,32.38,06002
6,3,210,149,70.95,61,29.05,06003
6,4,114,67,58.77,47,41.23,06004
6,5,83,53,63.86,30,36.14,06005
6,6,150,97,64.67,53,35.33,06006
6,7,191,128,67.02,63,32.98,06007
6,8,210,148,70.48,62,29.52,06008
6,9,162,100,61.73,62,38.27,06009
6,10,247,164,66.4,83,33.6,06010
6,11,178,119,66.85,59,33.15,06011
6,12,123,81,65.85,42,34.15,06012
6,13,155,102,65.81,53,34.19,06013
6,14,169,112,66.27,57,33.73,06014
6,15,107,71,66.36,36,33.64,06015
6,16,201,140,69.65,61,30.35,06016
6,17,217,151,69.59,66,30.41,06017
6,18,69,45,65.22,24,34.78,06018
6,19,189,120,63.49,69,36.51,06019
6,20,190,137,72.11,53,27.89,06020
6,21,175,138,78.86,37,21.14,06021
6,22,164,114,69.51,50,30.49,06022
6,23,143,93,65.03,50,34.97,06023
6,24,213,147,69.01,66,30.99,06024
6,25,147,106,72.11,41,27.89,06025
6,26,187,120,64.17,67,35.83,06026
6,27,239,182,76.15,57,23.85,06027
6,28,335,221,65.97,114,34.03,06028
6,29,219,159,72.6,60,27.4,06029
6,30,134,85,63.43,49,36.57,06030
6,31,199,137,68.84,62,31.16,06031
6,32,166,117,70.48,49,29.52,06032
6,33,210,149,70.95,61,29.05,06033
6,34,154,111,72.08,43,27.92,06034
6,35,170,115,67.65,55,32.35,06035
6,36,88,61,69.32,27,30.68,06036
6,37,203,144,70.94,59,29.06,06037
6,38,167,99,59.28,68,40.72,06038
6,39,136,83,61.03,53,38.97,06039
6,40,95,55,57.89,40,42.11,06040
6,41,184,142,77.17,42,22.83,06041
6,42,78,46,58.97,32,41.03,06042
6,43,174,118,67.82,56,32.18,06043
6,44,170,115,67.65,55,32.35,06044
6,45,122,84,68.85,38,31.15,06045
6,46,163,104,63.8,59,36.2,06046
6,47,189,122,64.55,67,35.45,06047
6,48,156,99,63.46,57,36.54,06048
6,49,165,107,64.85,58,35.15,06049
6,50,190,133,70.0,57,30.0,06050
6,51,124,78,62.9,46,37.1,06051
6,52,118,75,63.56,43,36.44,06052
6,53,154,109,70.78,45,29.22,06053
6,54,161,100,62.11,61,37.89,06054
6,55,138,91,65.94,47,34.06,06055
6,56,120,85,70.83,35,29.17,06056
6,57,95,66,69.47,29,30.53,06057
6,58,204,147,72.06,57,27.94,06058
6,59,166,111,66.87,55,33.13,06059
6,60,121,73,60.33,48,39.67,06060
6,61,107,77,71.96,30,28.04,06061
6,62,124,76,61.29,48,38.71,06062
6,63,149,98,65.77,51,34.23,06063
6,64,212,133,62.74,79,37.26,06064
7,1,201,135,67.16,66,32.84,07001
7,2,210,144,68.57,66,31.43,07002
7,3,89,58,65.17,31,34.83,07003
7,4,118,81,68.64,37,31.36,07004
7,5,116,80,68.97,36,31.03,07005
7,6,129,98,75.97,31,24.03,07006
7,7,83,67,80.72,16,19.28,07007
7,8,59,44,74.58,15,25.42,07008
7,9,152,95,62.5,57,37.5,07009
7,10,100,74,74.0,26,26.0,07010
7,11,164,111,67.68,53,32.32,07011
7,12,114,76,66.67,38,33.33,07012
7,13,107,68,63.55,39,36.45,07013
7,14,154,88,57.14,66,42.86,07014
7,15,81,53,65.43,28,34.57,07015
7,16,123,89,72.36,34,27.64,07016
7,17,101,65,64.36,36,35.64,07017
7,18,101,70,69.31,31,30.69,07018
7,19,219,142,64.84,77,35.16,07019
7,20,75,33,44.0,42,56.0,07020
7,21,137,100,72.99,37,27.01,07021
7,22,116,91,78.45,25,21.55,07022
7,23,94,57,60.64,37,39.36,07023
7,24,149,99,66.44,50,33.56,07024
7,25,176,128,72.73,48,27.27,07025
7,26,193,131,67.88,62,32.12,07026
7,27,224,142,63.39,82,36.61,07027
7,28,133,81,60.9,52,39.1,07028
7,29,106,73,68.87,33,31.13,07029
7,30,181,114,62.98,67,37.02,07030
7,31,177,121,68.36,56,31.64,07031
7,32,128,63,49.22,65,50.78,07032
7,33,131,80,61.07,51,38.93,07033
7,34,134,91,67.91,43,32.09,07034
7,35,65,44,67.69,21,32.31,07035
7,36,198,146,73.74,52,26.26,07036
7,37,61,40,65.57,21,34.43,07037
7,38,110,67,60.91,43,39.09,07038
7,39,119,72,60.5,47,39.5,07039
7,40,152,91,59.87,61,40.13,07040
7,41,131,83,63.36,48,36.64,07041
7,42,205,132,64.39,73,35.61,07042
7,43,157,118,75.16,39,24.84,07043
7,44,175,117,66.86,58,33.14,07044
7,45,228,146,64.04,82,35.96,07045
7,46,76,59,77.63,17,22.37,07046
7,47,131,92,70.23,39,29.77,07047
7,48,55,37,67.27,18,32.73,07048
7,49,93,73,78.49,20,21.51,07049
7,50,89,59,66.29,30,33.71,07050
7,51,149,109,73.15,40,26.85,07051
7,52,108,73,67.59,35,32.41,07052
7,53,132,96,72.73,36,27.27,07053
7,54,56,33,58.93,23,41.07,07054
7,55,135,89,65.93,46,34.07,07055
7,56,94,57,60.64,37,39.36,07056
7,57,127,82,64.57,45,35.43,07057
7,58,215,161,74.88,54,25.12,07058
7,59,77,54,70.13,23,29.87,07059
7,60,105,71,67.62,34,32.38,07060
7,61,151,103,68.21,48,31.79,07061
7,62,147,90,61.22,57,38.78,07062
7,63,107,65,60.75,42,39.25,07063
7,64,114,69,60.53,45,39.47,07064
7,65,142,76,53.52,66,46.48,07065
8,1,195,127,65.13,68,34.87,08001
8,2,103,75,72.82,28,27.18,08002
8,3,236,171,72.46,65,27.54,08003
8,4,174,119,68.39,55,31.61,08004
8,5,230,152,66.09,78,33.91,08005
8,6,192,123,64.06,69,35.94,08006
8,7,127,83,65.35,44,34.65,08007
8,8,218,154,70.64,64,29.36,08008
8,9,246,168,68.29,78,31.71,08009
8,10,245,161,65.71,84,34.29,08010
8,11,162,124,76.54,38,23.46,08011
8,12,142,97,68.31,45,31.69,08012
8,13,127,100,78.74,27,21.26,08013
8,14,123,97,78.86,26,21.14,08014
8,15,132,79,59.85,53,40.15,08015
8,16,211,153,72.51,58,27.49,08016
8,17,143,101,70.63,42,29.37,08017
8,18,95,60,63.16,35,36.84,08018
8,19,232,157,67.67,75,32.33,08019
8,20,135,103,76.3,32,23.7,08020
8,21,130,79,60.77,51,39.23,08021
8,22,142,88,61.97,54,38.03,08022
8,23,163,109,66.87,54,33.13,08023
8,24,188,134,71.28,54,28.72,08024
8,25,176,113,64.2,63,35.8,08025
8,26,110,73,66.36,37,33.64,08026
8,27,214,144,67.29,70,32.71,08027
8,28,167,116,69.46,51,30.54,08028
8,29,199,155,77.89,44,22.11,08029
8,30,142,98,69.01,44,30.99,08030
8,31,110,74,67.27,36,32.73,08031
8,32,271,179,66.05,92,33.95,08032
8,33,168,128,76.19,40,23.81,08033
8,34,221,160,72.4,61,27.6,08034
8,35,198,132,66.67,66,33.33,08035
8,36,152,100,65.79,52,34.21,08036
8,37,187,103,55.08,84,44.92,08037
8,38,152,98,64.47,54,35.53,08038
8,39,204,124,60.78,80,39.22,08039
8,40,184,132,71.74,52,28.26,08040
8,41,134,96,71.64,38,28.36,08041
8,42,170,106,62.35,64,37.65,08042
8,43,118,79,66.95,39,33.05,08043
8,44,144,108,75.0,36,25.0,08044
8,45,143,89,62.24,54,37.76,08045
8,46,151,106,70.2,45,29.8,08046
8,47,163,119,73.01,44,26.99,08047
8,48,156,112,71.79,44,28.21,08048
8,49,212,134,63.21,78,36.79,08049
8,50,163,104,63.8,59,36.2,08050
8,51,217,123,56.68,94,43.32,08051
8,52,206,147,71.36,59,28.64,08052
8,53,206,126,61.17,80,38.83,08053
8,54,180,120,66.67,60,33.33,08054
8,55,139,91,65.47,48,34.53,08055
8,56,199,155,77.89,44,22.11,08056
8,57,102,63,61.76,39,38.24,08057
8,58,198,122,61.62,76,38.38,08058
8,59,103,64,62.14,39,37.86,08059
8,60,144,97,67.36,47,32.64,08060
8,61,152,99,65.13,53,34.87,08061
8,62,172,116,67.44,56,32.56,08062
8,63,209,138,66.03,71,33.97,08063
8,64,134,88,65.67,46,34.33,08064
8,65,121,76,62.81,45,37.19,08065
8,66,217,159,73.27,58,26.73,08066
8,67,82,56,68.29,26,31.71,08067
8,68,85,61,71.76,24,28.24,08068
8,69,112,76,67.86,36,32.14,08069
8,70,220,145,65.91,75,34.09,08070
9,1,217,156,71.89,61,28.11,09001
9,2,178,104,58.43,74,41.57,09002
9,3,74,46,62.16,28,37.84,09003
9,4,183,115,62.84,68,37.16,09004
9,5,156,108,69.23,48,30.77,09005
9,6,171,104,60.82,67,39.18,09006
9,7,182,115,63.19,67,36.81,09007
9,8,182,122,67.03,60,32.97,09008
9,9,192,135,70.31,57,29.69,09009
9,10,167,113,67.66,54,32.34,09010
9,11,99,49,49.49,50,50.51,09011
9,12,175,117,66.86,58,33.14,09012
9,13,227,137,60.35,90,39.65,09013
9,14,221,163,73.76,58,26.24,09014
9,15,130,75,57.69,55,42.31,09015
9,16,106,65,61.32,41,38.68,09016
9,17,181,123,67.96,58,32.04,09017
9,18,186,113,60.75,73,39.25,09018
9,19,177,112,63.28,65,36.72,09019
9,20,210,139,66.19,71,33.81,09020
9,21,161,106,65.84,55,34.16,09021
9,22,220,156,70.91,64,29.09,09022
9,23,131,85,64.89,46,35.11,09023
9,24,70,46,65.71,24,34.29,09024
9,25,94,62,65.96,32,34.04,09025
9,26,93,53,56.99,40,43.01,09026
9,27,132,78,59.09,54,40.91,09027
9,28,87,53,60.92,34,39.08,09028
9,29,130,87,66.92,43,33.08,09029
9,30,144,93,64.58,51,35.42,09030
9,31,136,86,63.24,50,36.76,09031
9,32,161,109,67.7,52,32.3,09032
9,33,126,80,63.49,46,36.51,09033
9,34,146,98,67.12,48,32.88,09034
9,35,221,145,65.61,76,34.39,09035
9,36,182,138,75.82,44,24.18,09036
9,37,174,88,50.57,86,49.43,09037
9,38,110,74,67.27,36,32.73,09038
9,39,186,124,66.67,62,33.33,09039
9,40,194,139,71.65,55,28.35,09040
9,41,192,130,67.71,62,32.29,09041
9,42,70,41,58.57,29,41.43,09042
9,43,99,57,57.58,42,42.42,09043
9,44,100,58,58.0,42,42.0,09044
9,45,176,118,67.05,58,32.95,09045
9,46,135,91,67.41,44,32.59,09046
9,47,200,133,66.5,67,33.5,09047
9,48,205,135,65.85,70,34.15,09048
9,49,94,62,65.96,32,34.04,09049
9,50,151,101,66.89,50,33.11,09050
9,51,103,68,66.02,35,33.98,09051
9,52,196,125,63.78,71,36.22,09052
10,1,102,51,50.0,51,50.0,10001
10,2,82,40,48.78,42,51.22,10002
10,3,134,54,40.3,80,59.7,10003
10,4,91,29,31.87,62,68.13,10004
10,5,101,44,43.56,57,56.44,10005
10,6,136,73,53.68,63,46.32,10006
10,7,33,11,33.33,22,66.67,10007
10,8,103,49,47.57,54,52.43,10008
10,9,106,48,45.28,58,54.72,10009
10,10,93,37,39.78,56,60.22,10010
10,11,105,43,40.95,62,59.05,10011
10,12,81,35,43.21,46,56.79,10012
10,13,103,30,29.13,73,70.87,10013
10,14,105,46,43.81,59,56.19,10014
10,15,43,16,37.21,27,62.79,10015
10,16,123,51,41.46,72,58.54,10016
10,17,72,29,40.28,43,59.72,10017
10,18,78,24,30.77,54,69.23,10018
10,19,135,55,40.74,80,59.26,10019
10,20,64,30,46.88,34,53.13,10020
10,21,87,34,39.08,53,60.92,10021
10,22,19,9,47.37,10,52.63,10022
10,23,96,37,38.54,59,61.46,10023
10,24,92,43,46.74,49,53.26,10024
10,25,113,53,46.9,60,53.1,10025
10,26,74,29,39.19,45,60.81,10026
10,27,131,60,45.8,71,54.2,10027
10,28,95,57,60.0,38,40.0,10028
10,29,123,60,48.78,63,51.22,10029
10,30,111,43,38.74,68,61.26,10030
10,31,84,38,45.24,46,54.76,10031
10,32,89,35,39.33,54,60.67,10032
10,33,84,27,32.14,57,67.86,10033
10,34,93,34,36.56,59,63.44,10034
10,35,108,51,47.22,57,52.78,10035
10,36,125,56,44.8,69,55.2,10036
10,37,85,43,50.59,42,49.41,10037
10,38,92,49,53.26,43,46.74,10038
10,39,91,36,39.56,55,60.44,10039
10,40,77,25,32.47,52,67.53,10040
10,41,114,45,39.47,69,60.53,10041
10,42,90,34,37.78,56,62.22,10042
10,43,45,17,37.78,28,62.22,10043
10,44,83,22,26.51,61,73.49,10044
10,45,54,22,40.74,32,59.26,10045
10,46,93,43,46.24,50,53.76,10046
10,47,96,41,42.71,55,57.29,10047
10,48,94,33,35.11,61,64.89,10048
10,49,92,41,44.57,51,55.43,10049
11,1,163,121,74.23,42,25.77,11001
11,2,116,65,56.03,51,43.97,11002
11,3,111,84,75.68,27,24.32,11003
11,4,162,114,70.37,48,29.63,11004
11,5,80,44,55.0,36,45.0,11005
11,6,166,97,58.43,69,41.57,11006
11,7,141,112,79.43,29,20.57,11007
11,8,156,111,71.15,45,28.85,11008
11,9,111,87,78.38,24,21.62,11009
11,10,82,56,68.29,26,31.71,11010
11,11,172,117,68.02,55,31.98,11011
11,12,215,170,79.07,45,20.93,11012
11,13,152,119,78.29,33,21.71,11013
11,14,114,88,77.19,26,22.81,11014
11,15,141,107,75.89,34,24.11,11015
11,16,153,110,71.9,43,28.1,11016
11,17,184,112,60.87,72,39.13,11017
11,18,111,71,63.96,40,36.04,11018
11,19,101,74,73.27,27,26.73,11019
11,20,151,125,82.78,26,17.22,11020
11,21,223,174,78.03,49,21.97,11021
11,22,124,95,76.61,29,23.39,11022
11,23,133,111,83.46,22,16.54,11023
11,24,368,323,87.77,45,12.23,11024
11,25,122,90,73.77,32,26.23,11025
11,26,203,147,72.41,56,27.59,11026
11,27,128,108,84.38,20,15.63,11027
11,28,138,95,68.84,43,31.16,11028
11,29,184,138,75.0,46,25.0,11029
11,30,128,91,71.09,37,28.91,11030
11,31,145,119,82.07,26,17.93,11031
11,32,155,122,78.71,33,21.29,11032
11,33,125,96,76.8,29,23.2,11033
11,34,88,62,70.45,26,29.55,11034
11,35,258,215,83.33,43,16.67,11035
11,36,45,33,73.33,12,26.67,11036
11,37,211,159,75.36,52,24.64,11037
11,38,257,207,80.54,50,19.46,11038
11,39,261,202,77.39,59,22.61,11039
11,40,98,79,80.61,19,19.39,11040
11,41,110,84,76.36,26,23.64,11041
11,42,101,85,84.16,16,15.84,11042
11,43,196,146,74.49,50,25.51,11043
11,44,139,89,64.03,50,35.97,11044
11,45,85,61,71.76,24,28.24,11045
11,46,87,77,88.51,10,11.49,11046
11,47,119,83,69.75,36,30.25,11047
11,48,65,52,80.0,13,20.0,11048
11,49,174,142,81.61,32,18.39,11049
11,50,111,84,75.68,27,24.32,11050
12,1,60,32,53.33,28,46.67,12001
12,2,70,31,44.29,39,55.71,12002
12,3,69,31,44.93,38,55.07,12003
12,4,66,37,56.06,29,43.94,12004
12,5,73,35,47.95,38,52.05,12005
12,6,67,35,52.24,32,47.76,12006
12,7,70,34,48.57,36,51.43,12007
12,8,133,68,51.13,65,48.87,12008
12,9,86,34,39.53,52,60.47,12009
12,10,78,48,61.54,30,38.46,12010
12,11,132,70,53.03,62,46.97,12011
12,12,65,28,43.08,37,56.92,12012
12,13,134,68,50.75,66,49.25,12013
12,14,62,34,54.84,28,45.16,12014
12,15,68,31,45.59,37,54.41,12015
12,16,74,38,51.35,36,48.65,12016
12,17,109,57,52.29,52,47.71,12017
12,18,75,42,56.0,33,44.0,12018
12,19,104,54,51.92,50,48.08,12019
12,20,68,40,58.82,28,41.18,12020
12,21,114,66,57.89,48,42.11,12021
12,22,70,34,48.57,36,51.43,12022
12,23,86,47,54.65,39,45.35,12023
12,24,119,60,50.42,59,49.58,12024
13,1,161,128,79.5,33,20.5,13001
13,2,150,125,83.33,25,16.67,13002
13,3,191,122,63.87,69,36.13,13003
13,4,249,176,70.68,73,29.32,13004
13,5,188,156,82.98,32,17.02,13005
13,6,173,121,69.94,52,30.06,13006
13,7,190,145,76.32,45,23.68,13007
13,8,215,176,81.86,39,18.14,13008
13,9,193,153,79.27,40,20.73,13009
13,10,189,145,76.72,44,23.28,13010
13,11,220,173,78.64,47,21.36,13011
13,12,170,115,67.65,55,32.35,13012
13,13,206,170,82.52,36,17.48,13013
