ward,precinct,total,John C. D'Amico,John C. D'Amico Percent,precinct_id
33,18,1,1,100.0,33018
38,5,133,133,100.0,38005
38,7,104,104,100.0,38007
38,10,115,115,100.0,38010
38,20,117,117,100.0,38020
39,1,124,124,100.0,39001
39,2,185,185,100.0,39002
39,3,128,128,100.0,39003
39,4,92,92,100.0,39004
39,5,72,72,100.0,39005
39,6,107,107,100.0,39006
39,7,86,86,100.0,39007
39,8,142,142,100.0,39008
39,9,159,159,100.0,39009
39,10,99,99,100.0,39010
39,11,192,192,100.0,39011
39,12,2,2,100.0,39012
39,14,90,90,100.0,39014
39,15,113,113,100.0,39015
39,16,53,53,100.0,39016
39,17,88,88,100.0,39017
39,18,105,105,100.0,39018
39,19,81,81,100.0,39019
39,20,111,111,100.0,39020
39,21,81,81,100.0,39021
39,25,105,105,100.0,39025
39,26,114,114,100.0,39026
39,32,149,149,100.0,39032
39,33,119,119,100.0,39033
39,34,108,108,100.0,39034
39,35,121,121,100.0,39035
39,36,152,152,100.0,39036
39,37,153,153,100.0,39037
39,38,127,127,100.0,39038
39,39,55,55,100.0,39039
39,40,73,73,100.0,39040
39,41,45,45,100.0,39041
39,42,125,125,100.0,39042
39,43,82,82,100.0,39043
39,45,65,65,100.0,39045
39,47,68,68,100.0,39047
40,1,33,33,100.0,40001
40,10,45,45,100.0,40010
40,17,62,62,100.0,40017
40,20,12,12,100.0,40020
40,24,50,50,100.0,40024
40,29,132,132,100.0,40029
40,30,157,157,100.0,40030
40,31,102,102,100.0,40031
40,32,52,52,100.0,40032
40,34,84,84,100.0,40034
40,38,55,55,100.0,40038
40,48,78,78,100.0,40048
40,49,49,49,100.0,40049
41,6,129,129,100.0,41006
41,10,138,138,100.0,41010
41,14,188,188,100.0,41014
41,19,188,188,100.0,41019
41,23,134,134,100.0,41023
41,39,123,123,100.0,41039
41,44,158,158,100.0,41044
41,47,116,116,100.0,41047
41,54,113,113,100.0,41054
41,57,135,135,100.0,41057
45,4,181,181,100.0,45004
45,5,151,151,100.0,45005
45,10,157,157,100.0,45010
45,12,140,140,100.0,45012
45,14,156,156,100.0,45014
45,24,155,155,100.0,45024
45,36,102,102,100.0,45036
50,25,8,8,100.0,50025
50,44,74,74,100.0,50044
50,45,49,49,100.0,50045
